"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","recordNumber","continentOcean","coordinatePrecision","preparationType","geoFlag","class","individualCount"
"11","2020-11-04 11:03:01-03","ESALQ","ESA","36788","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"Jarenkow, J.A.","1995","12","17","Brasil","Rio Grande do Sul","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,NA,"ESA036788",NA,"Magnoliophyta",NA,NA,"2937.0",NA,"12766",NA,"auto",NA,NA
"12","2020-11-04 11:03:01-03","ESALQ","ESA","39944","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmscher ex Brade","Sobral, M.",NA,NA,NA,"Jarenkow, J.A. ; Sobral, M.","1995","12","17","Brasil","Rio Grande do Sul","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,NA,"ESA039944",NA,"Magnoliophyta",NA,NA,"2937.0",NA,"12766",NA,"auto",NA,NA
"13","2020-11-04 11:03:01-03","ESALQ","ESA","19186","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Brade","Jaques, E.L.",NA,NA,NA,"Rossi, L. et al.","1994","03","31","Brasil","São Paulo","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,"ESA019186","ESA019186","Magnoliophyta",NA,NA,"1480.0",NA,"24176",NA,"auto",NA,NA
"14","2015-07-02 14:55:22-03","JBP","HPL","1898","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmischer ex Brade","H. Lorenzi","2002","02","14","H. Lorenzi","2002","02","14","Brasil","RJ","Parati","Na estrada para Cunha, na Serra.","-44.7131","-23.2178","44° 49' 82,9 W","23° 11' 91,8 S","800","800",NA,NA,NA,NA,NA,NA,"3144",NA,"34470",NA,"auto",NA,NA
"15","2015-07-02 14:55:22-03","JBP","HPL","13342","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. Ex Brade","E.L. Jacques",NA,NA,NA,"E.L. Jacques; H. Lorenzi et al.","2012","08","15","Brasil","RJ","Paraty","Estrada Paraty-Cunha. População vários indivíduos. Material de sílica gel. HERBÁRIO RBR.","-44.7131","-23.2178","44° 49' 82,7 W","23° 11' 91,2 S","900","900",NA,NA,NA,NA,NA,NA,"1855",NA,"34470",NA,"auto",NA,NA
"16","2015-07-02 14:55:22-03","JBP","HPL","2910","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,"H. Lorenzi","2002","02","14","H. Lorenzi","2002","02","14","Brasil","RJ","Parati","Coletada na estrada para Cunha na serra.","-44.7131","-23.2178","44° 49' 82,9 ;W","23° 11' 91,8 ;S","800","800",NA,NA,NA,NA,NA,NA,"3144",NA,"34470",NA,"auto",NA,NA
"17","2016-02-02 14:37:47-02","BGBM","B","B 10 0242190","S","Plantae","Begoniaceae","Begonia","adiantiformis","Begonia adiantiformis","Toledo",NA,NA,NA,NA,"A. Gehrt","1943","10","22","Brazil",NA,NA,"Estado de Sao Paulo: Ubatuba.",NA,NA,NA,NA,NA,NA,"Herb. no. 48967 <a href=http://herbarium.bgbm.org/object/B100242190 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242190","B100242190",NA,NA,"isotype","s.n.","Middle and South America",NA,NA,NA,NA,NA
"18","2016-02-02 14:37:47-02","BGBM","B","B 10 0242189","S","Plantae","Begoniaceae","Begonia","adiantiformis","Begonia adiantiformis","Toledo",NA,NA,NA,NA,"A. Gehrt","1943","10","22","Brazil",NA,NA,"Estado de Sao Paulo: Ubatuba.",NA,NA,NA,NA,NA,NA,"Herb. no. 48967 <a href=http://herbarium.bgbm.org/object/B100242189 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242189","B100242189",NA,NA,"isotype","s.n.","Middle and South America",NA,NA,NA,NA,NA
"19","2021-03-01 16:26:18-03","UNICAMP","UEC","116319","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","Souza, JP","2000","04",NA,"Souza, JP; Scalon, VR; Siqueira, LP; Souza, SCPM; Sorreano, MCM; Buchianeri, VC","2000","04","20","Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, trilhas das Cachoeiras do Ribeirão Itu.","-45.6","-23.75","-45.6","-23.75","600","600","Erva, flores (masculinas e femininas no mesmo ramo) alvas, frutos róseos. Interior de mata.; Floresta Ombrófila Densa.","UEC041990","UEC041990","Magnoliopsida",NA,NA,"3349",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:26:18-03","UNICAMP","UEC","116330","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","Souza, VC","2000","04",NA,"Souza, JP; Scalon, VR; Siqueira, LP; Souza, SCPM; Sorreano, MCM; Buchianeri, VC","2000","04","20","Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, trilhas das Cachoeiras do Ribeirão itu.","-45.6","-23.75","-45.6","-23.75",NA,NA,"Erva com ramos pendentes, frutos róseos. Interior de mata.; Floresta Ombrófila Densa.","UEC041987","UEC041987","Magnoliopsida",NA,NA,"3314",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:26:18-03","UNICAMP","UEC","23891","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","Fonseca, AMS","1981","04",NA,"Collares, JER","1980","09","24","Brazil","São Paulo","Cunha",NA,"-45.066667","-23.3","-45.066667","-23.3","1180","1180","Arbusto de mais ou menos 80 cm, folhas verdes, corola branca, frequência madiana.; Floresta Ombrófila Densa Montana.","UEC041985","UEC041985","Magnoliopsida",NA,NA,"42",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:26:18-03","UNICAMP","UEC","28727","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","Rodrigues, RR","1982","07",NA,"Stubblebine, WH; Shepherd, GJ; Tamashiro, JY","1981","12","10","Brazil","São Paulo","Iguape","Est. Ecológica de Juréia (SEMA). Mata de encosta.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Erva de 40 cms, flores brancas, lugar úmido, sombreado e pedregoso.","UEC041988","UEC041988","Magnoliopsida",NA,NA,"13209",NA,"55628",NA,"auto",NA,NA
"23","2020-10-14 09:59:39-03","FURB","FURB","36791","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","Jaramillo, J.C.","2016","09","08","Gasper, A.L. de; Salino, A. & Meyer, L.","2011","11","13","Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha.","-49.3719445","-28.0141667","-49.3719445","-28.0141667","1027","1027","Planta Pendente. Coleta Extra IFFSC (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado; próximo à paredão rochoso Habito: erva terrícola; flor branca","FURB15193","FURB15193",NA,NA,NA,"2951",NA,NA,NA,NA,NA,NA
"24","2019-11-08 08:50:18-03","FURB","FURB","44573","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","Barbosa, E","2013","12","03","Cervi, A.C.; Barbosa, E. & Cordeiro, J.","2013","11","05","Brasil","Santa Catarina","Urubici","Estrada para Serra do Corvo.","-49.3666667","-28.0544444","-49.3666667","-28.0544444","1164","1164",NA,"FURB15224","FURB15224",NA,NA,NA,"10208",NA,NA,NA,NA,NA,NA
"25","2020-10-14 09:59:39-03","FURB","FURB","44963","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","Jaramillo, J.C.","2016","09","09","Funez, L.A.","2014","10","01","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco.","-49.3677778","-28.0552778","-49.3677778","-28.0552778","1100","1100",NA,"FURB15294","FURB15294",NA,NA,NA,"3455",NA,NA,NA,NA,NA,NA
"26","2019-08-16 08:38:43-03","UTFPR","HCF","16322","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","E. Barboza","2013","12","03","A.C. Cervi","2013","11","05","Brasil","SC","Urubici","Estrada para Serra do Corvo","-49.366667","-28.054444","49°22'00 W","28°03'16 S","1164","1164","flores alvas. Paredão.",NA,NA,NA,NA,NA,"10208",NA,NA,NA,NA,NA,NA
"27","2020-06-29 09:29:42-03","UFRRJ","RBR","38912","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","E.L. Jacques","2016","04","26","E.L. Jacques; A.J. Santos-Junior, Marcelo","2016","04","26","Brasil","Rio de Janeiro","Paraty","Estrada Paraty-Cunha; RJ-165","-44.830833","-23.198611","44º49'51''W","23º11'55''S","846","846",NA,"RBR00038912",NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA
"28","2020-06-29 09:29:42-03","UFRRJ","RBR","38913","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","E.L. Jacques","2016","04","26","E.L. Jacques; A.J. Santos-Junior, Marcelo","2016","04","26","Brasil","Rio de Janeiro","Paraty","Estrada Paraty - Cunha; RJ-165","-44.830556","-23.198333","44º49'50''W","23º11'54''S","846","846",NA,"RBR00038913",NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA
"29","2020-06-29 09:29:42-03","UFRRJ","RBR","38923","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","E.L. Jacques","2016","04","26","E.L. Jacques; A.J. Santos-Junior, Marcelo","2016","04","26","Brasil","Rio de Janeiro","Paraty","Estrada Paraty - Cunha; RJ-165","-44.830556","-23.198333","44º49'50''W","23º11'54''S","846","846",NA,"RBR00038923",NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA
"30","2020-06-29 09:29:42-03","UFRRJ","RBR","35458","S","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade",NA,NA,NA,NA,"E.L. Jacques","2012","08","15","Brasil","Rio de Janeiro","Parati","Estrada Parati-Cunha, 23° 11#?# 91,2 S, 44° 49#?# 82, 7' W, ca. 900 m de altitude.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"RBR00035458",NA,NA,NA,NA,"1855",NA,"34470",NA,"auto",NA,NA
"31","2020-12-21 16:17:57-03","MBM","MBM","353113","PreservedSpecimen","Plantae","Begoniaceae","Begonia","adiantiformis","Begonia adiantiformis","Toledo",NA,NA,NA,NA,"Gehrt, A.","1943","10","22","Brazil","São Paulo","Ubatuba","Cult. proc. de Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Pl. arbustiformme, Fl. alvas. Cult. proc. de Ubatuba, São Paulo. i.e. suffruticosa, floribus albis; culta, ex Ubatuba provecta.; Suffruticosa, floribus albis.","MBM353113","MBM353113",NA,NA,"ISOTYPE","s.n.","Southern America","34265",NA,"auto",NA,NA
"32","2020-12-21 16:18:01-03","MBM","MBM","386885","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmscher ex Brade","Barboza, E.","2013","12","03","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","05","Brazil","Santa Catarina","Urubici","Estrada para Serra do Corvo","-49.366722","-28.054581","-49.366722","-28.054581","1164","1164","Flores alvas.; Paredão.","MBM386885","MBM386885",NA,NA,NA,"10208","Southern America",NA,NA,NA,NA,NA
"33","2020-12-21 16:18:01-03","MBM","MBM","386885","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmscher ex Brade","Barboza, E.","2013","12","03","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","05","Brazil","Santa Catarina","Urubici","Estrada para Serra do Corvo","-49.366722","-28.054581","-49.366722","-28.054581","1164","1164","Flores alvas.; Paredão.","MBM386885","MBM386885",NA,NA,NA,"10208","Southern America",NA,NA,NA,NA,NA
"34","2020-12-21 16:18:01-03","MBM","MBM","212533","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmscher ex Brade","Sobral, M.",NA,NA,NA,"Jarenkow, J.A.; Sobral, M.; Sobral, M.","1995","12","17","Brazil","Rio Grande do Sul","Morrinhos do Sul","Morro do Forno","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,NA,"MBM212533","MBM212533",NA,NA,NA,"2937","Southern America","12766",NA,"auto",NA,NA
"35","2020-12-21 16:18:01-03","MBM","MBM","144873","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmscher ex Brade","Sobral, M.",NA,NA,NA,"Sobral, M.; et al.; et al.","1991","01",NA,"Brazil","São Paulo","Peruíbe","Parque Estadual da Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"MBM144873","MBM144873",NA,NA,NA,"6664","Southern America","21922",NA,"auto",NA,NA
"36","2020-12-21 16:18:01-03","MBM","MBM","251548","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmscher ex Brade","Souza, J.P.",NA,NA,NA,"Souza, J.P.; et al.; et al.","2000","04","20","Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"MBM251548","MBM251548",NA,NA,NA,"3348","Southern America","41977",NA,"auto",NA,NA
"37","2020-12-11 11:33:50-03","UFMG","BHCB","192521","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade",NA,NA,NA,NA,"Augsten, M; Stehmann, JR","2018","11","02","Brasil","Santa Catarina","Urubici","Serra do Corvo Branco","-49.365278","-28.057778","-49.365278","-28.057778","990","990","PLANTA PRENSADA EM ÁLCOOL; Flores brancas; Planta em paredão úmido","BHCB192521",NA,"Dicotyledon",NA,NA,"1123","Southern America",NA,NA,NA,NA,NA
"38","2020-12-11 11:33:50-03","UFMG","BHCB","60776","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"s.n.","Southern America","41977",NA,"auto",NA,NA
"39","2018-06-22 05:25:00-03","MO","MOBOT","2455314","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade",NA,NA,NA,NA,"Pe. Raulino Reitz","1950","1","29","Brazil","Santa Catarina",NA,"Meleiro. Serra do Pilão",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,"Reitz 3291","South America",NA,NA,NA,NA,NA
"40","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","49125",NA,"Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","L. Kollmann/25-08-2015",NA,NA,NA,"G. Heiden; C.T. Oliveira","2011","11","12","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco. Rodovia SC 439, próximo da divisa Grão Pará/Urubici. Floresta ombrófila densa (Mata Atlântica), vegetação rupícola nas escarpas de arenito","-49.366944","-28.056389","49W22'1","28S3'23","1249","1249","Arbusto rupícola em vertente. Ramos castanho-avermelhados, pendentes. Folhas verdes, levemente discolores. Corola alva. Estames amarelos","MBML049125","MBML049125",NA,NA,NA,"1780",NA,NA,NA,NA,NA,NA
"41","2020-06-15 15:29:00-03","UNESP-RC","HRCB","15400","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis","Irmsch. ex Brade","Sobral, M.","1991",NA,NA,"Sobral, M.","1991","01",NA,"Brasil","São Paulo","Peruíbe","Parque Estadual da Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Erva ereta até 1m, em interior de mata, ocorrendo em grande densidade no local; flores brancas, frutos imaturos.",NA,NA,NA,NA,NA,"6664",NA,"21922",NA,"auto",NA,NA
"42","2020-09-12 05:00:02-03","US","US","1985370","PreservedSpecimen","Plantae","Begoniaceae","Begonia","adiantiformis","Begonia adiantiformis","Toledo",NA,NA,NA,NA,"A. Gehrt","1943","10","22","Brazil","São Paulo",NA,"Sao Paulo Jardim Botanico.",NA,NA,NA,NA,NA,NA,NA,"US00115233","US00115233_01",NA,"Violales","Isotype","48967","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1"
"43","2020-09-12 05:00:02-03","US","US","2568619","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"L. B. Smith & E. L. McWilliams","1968","2","6","Brazil","São Paulo",NA,"Sw of sao sebastiao, ledge in high forest",NA,NA,NA,NA,NA,NA,NA,"US00313890","US00313890_01",NA,"Violales",NA,"15395","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1"
"44","2020-09-12 05:00:02-03","US","US","3354137","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"M. Mamede & L. Rossi","1991","11","29","Brazil","São Paulo",NA,"Iguape, estacao ecologica jureia--itatins, serra da jureia",NA,NA,NA,NA,NA,NA,NA,"US00591572","US00591572_01",NA,"Violales",NA,"506","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1"
"45","2020-09-12 05:00:02-03","US","US","3355045","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"L. Rossi & E. Anunciação","1994","1","13","Brazil","São Paulo",NA,"Iguape, estacao ecolotica jureia-itatins, serra dos itatins","-47.3333","-24.3667",NA,NA,NA,NA,NA,"US00591549","US00591549_01",NA,"Violales",NA,"1380","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1"
"46","2020-09-12 05:00:02-03","US","US","2569990","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"J. Fontella","1961","12","10","Brazil","São Paulo","Caraguatatuba","Caraguatatuba forest reserve, 5 km of rio santo antonio, perto do rio da mantegueira and rio do ouro","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"US00313889","US00313889_01",NA,"Violales",NA,"124","South America - Neotropics","30093",NA,"auto","Dicotyledonae","1"
"47","2020-09-12 05:00:02-03","US","US","3355056","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"J. R. Pirani & O. Yano","1983","7","29","Brazil","São Paulo",NA,"Ubatuva, serra do mar, taubate",NA,NA,NA,NA,NA,NA,NA,"US00591562","US00591562_01",NA,"Violales",NA,"805","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1"
"48","2020-09-12 05:00:02-03","US","US","3347592","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"S. J. Gomes da Silva, M. Mamede, E. Piacentin, I. Cordeiro & Y. Nagatami","1990","9","21","Brazil","São Paulo",NA,"Iguape, estacao ecologica jureia-itatins, serra da jureia",NA,NA,NA,NA,NA,NA,NA,"US00589777","US00589777_01",NA,"Violales",NA,"041","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1"
"49","2020-09-12 05:00:02-03","US","US","3347586","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"M. Costa, I. Cordeiro, E. Chu, S. J. Gomes da Silva & E. Piacentin","1990","12","13","Brazil","São Paulo",NA,"Iguape, figueira",NA,NA,NA,NA,NA,NA,NA,"US00589834","US00589834_01",NA,"Violales",NA,"24","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1"
"50","2020-09-12 05:00:02-03","US","US","3198453","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"J. C. Lindeman & J. H. Haas","1967","4","15","Brazil","Rio de Janeiro",NA,"Itatiaia national park, rock path to veu da noiva fall",NA,NA,NA,NA,"1150","1150",NA,"US00313985","US00313985_01",NA,"Violales",NA,"5131","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1"
"51","2020-09-12 05:00:02-03","US","US","3347561","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itatinensis","Begonia itatinensis",NA,NA,NA,NA,NA,"S. J. Gomes da Silva & E. Piacentin","1991","12","28","Brazil","São Paulo",NA,"Salesopolis, caraguatatuba, rio pardo",NA,NA,NA,NA,NA,NA,NA,"US00589756","US00589756_01",NA,"Violales",NA,"294","South America - Neotropics",NA,NA,NA,"Dicotyledonae","1"
