"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"47","2019-08-27 13:35:44-03","IAP","PACA-AGP","75514","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.R. Lehn",NA,NA,NA,"Sehnem, A.","9055","1967","02","04","Brasil","RJ",NA,"Serra do Itatiaia - Parque",NA,NA,NA,NA,NA,NA,"Habitat: in silva","PACA075514",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"48","2019-08-27 13:35:44-03","IAP","PACA-AGP","75515","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.R. Lehn",NA,NA,NA,"Sehnem, A.","9057","1967","02","04","Brasil","RJ",NA,"Serra do Itatiaia - Parque",NA,NA,NA,NA,NA,NA,"Habitat: in humo in silva","PACA075515",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"49","2019-08-27 13:35:44-03","IAP","PACA-AGP","75520","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.R. Lehn",NA,NA,NA,"Flavio",NA,"1967",NA,NA,"Brasil","RJ",NA,"Ilha S. Sebastiao",NA,NA,NA,NA,NA,NA,"Habitat: in silva ad terram","PACA075520",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"50","2019-08-27 13:35:44-03","IAP","PACA-AGP","75519","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.R. Lehn",NA,NA,NA,"M. C. Vianna","1162","1977","09","06","Brasil","RJ","Rio Bonito","Serra do Sambê.","-42.6096992492676","-22.7085990905762",NA,NA,NA,NA,"FEEMA 13444 Habitat: freatófita","PACA075519",NA,"Pteridophyta","Polypodiales",NA,NA,"20195","auto","Filicopsida",NA,NA,NA,NA
"51","2019-08-27 13:35:44-03","IAP","PACA-AGP","75512","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.R. Lehn","2003","04","02","Reitz, R.","239","1943","01","25","Brasil","SC","Biguaçu","Antonio Carlos","-48.6556015014648","-27.4941997528076",NA,NA,NA,NA,"Habitat: ad rupem in silva densa","PACA075512",NA,"Pteridophyta","Polypodiales",NA,NA,"20442","auto","Filicopsida",NA,NA,NA,NA
"52","2020-12-21 16:37:35-03","IAP","PACA-AGP","75513","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.R. Lehn",NA,NA,NA,"Rohr, A.J.","355","1943","02","03","Brasil","SC","Florianópolis","Morro da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"confirmado por P.G.Windisch Habitat: in silva","PACA075513",NA,"Pteridophyta","Polypodiales",NA,NA,"27000","auto","Filicopsida",NA,NA,NA,NA
"53","2019-08-27 13:35:44-03","IAP","PACA-AGP","75516","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.R. Lehn",NA,NA,NA,"Sehnem, A.","9463","1967","10","07","Brasil","SC","Florianópolis","Morro do Antão","-48.5491981506348","-27.596700668335",NA,NA,"250","250","Habitat: in terra in silva primaeva","PACA075516",NA,"Pteridophyta","Polypodiales",NA,NA,"27000","auto","Filicopsida",NA,NA,NA,NA
"54","2019-08-27 13:35:44-03","IAP","PACA-AGP","75517","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.R. Lehn",NA,NA,NA,"Sehnem, A.","9464","1967","10","05","Brasil","SC","Florianópolis","Peri","-48.5491981506348","-27.596700668335",NA,NA,"150","150","Habitat: in silva ad terram","PACA075517",NA,"Pteridophyta","Polypodiales",NA,NA,"27000","auto","Filicopsida",NA,NA,NA,NA
"55","2019-08-27 13:35:44-03","IAP","PACA-AGP","99356","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.R. Lehn","2002","06","12","P. G. Windisch et al.","4650",NA,NA,NA,"Brasil","SP","São Sebastião","Praia de Braqueçaba.","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"HASU 8092&nf;Confirmado por P.G. Windisch em 2003 Habitat: elevação 20-50 m, ladeira íngreme e arborizada, encosta, sobre uma rocha.","PACA099356",NA,"Pteridophyta","Polypodiales",NA,NA,"41977","auto","Filicopsida",NA,NA,NA,NA
"56","2019-08-27 13:36:00-03","IAP","PACA-AGP","88744","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","M. R, Pietrabom-Silva","1997","08","11","M. Almeida-Neto","114","1997","02","21","Brasil","SP","Zacarias","Cerca de 5Km do perímetro urbano. Fazenda Santa Irene.","-50.05","-21.066667","50°03'W","21°04'S",NA,NA,"HASU 13033. Habitat: Capão de mata paludosa. Terrestre em local pouco sombreado.","PACA088744",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"57","2019-08-27 13:36:00-03","IAP","PACA-AGP","101074","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","F.P.F Athayde","2000","06",NA,"F. P. F. Athayde","597","2000","05","31","Brasil","SP","Ubarana","Estrada vicinal de acesso ao salto do Avanhandava. fazenda Paulo Teixeira.","-49.816667","-21.3","49°49'W","21°18'S",NA,NA,"HASU 11164 Habitat: interior de mata paludosa","PACA101074",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"58","2019-12-04 11:51:30-03","IAP","PACA-AGP","88740","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","M. Almeida-Neto","1997","07",NA,"M. Almeida-Neto","210","1997","07","22","Brasil","CE","Pacatuba","Serra de Pacatuba. Trilha para pedra do cume, passando pela casa do boneco.","-38.620306","-3.984194","38º37'13.1W","3º59'03.1S","500","500","HASU 13055. Habitat: Mata plúvio-nebular. Epífita sobre palmeira. Hábito: epífito Ecossistema: MATA","PACA088740",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"59","2019-08-27 13:36:00-03","IAP","PACA-AGP","88741","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","M. R. Pietrobom-Silva","1997","08","11","M. Almeida-Neto","114-b","1997","02","21","Brasil","SP","Zacarias","Fazenda Santa Irene, 5Km da cidade.","-50.05","-21.066667","50°03'W","21°04'S",NA,NA,"HASU 13038. Habitat: Capão de mata paludosa. Terrestre em local sombreado. Hábito: terrícola Ecossistema: MATA","PACA088741",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"60","2019-12-04 11:51:30-03","IAP","PACA-AGP","88742","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","M. Almeida-Neto","1997","07",NA,"M. Almeida-Neto","212","1997","07","22","Brasil","CE","Pacatuba","Serra de Pacatuba. Trilha para pedra do cume, pasando p/ casa do boneco.","-38.620306","-3.984194","38º37'13.1W","3º59'03.1S","550","550","HASU 88742. Habitat: Mata plúvio-nebular. Sobre pedra, próximo da trilha.","PACA088742",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"61","2019-08-27 13:36:00-03","IAP","PACA-AGP","90066","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi",NA,NA,NA,NA,"D. F. Peralta","949","2001","02","09","Brasil","SP","Zacarias","Mata localizada na rodovia que liga Planalto a Zacarias. Cerca de 5Km da cidade de Planalto. Interior da mata a direita da rodovia.","-49.998417","-21.05725","49°59'54,3W","21°03'26,1S","372","372","HASU 10865. Habitat: Na parte mais úmida da mata.","PACA090066",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"62","2019-08-27 13:36:00-03","IAP","PACA-AGP","90132","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","F. P. F. Athayde","2000","05",NA,"F. P. F. Athayde","446","2000","05","05","Brasil","SP","Paraíso","Rodovia vicinal Paraíso-Monte Azul Paulista, próxximo à área de cultivo de cana de açúcar.","-48.783333","-21.033333","48°47'W","21°02'S",NA,NA,"HASU 11125 Habitat: Mata ciliar relativamente seca, apresentando pequenos trechos alagados no interior.","PACA090132",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"63","2019-08-27 13:36:00-03","IAP","PACA-AGP","100401","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","A. sehnem SJ, nº 15939","1978","03","19","PLK Krieger","10362","1971","04","04","Brasil","RJ","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,"em praia antiga; ereta, entre arbustos (1 a 1,5 m). Habitat: em praia antiga","PACA100401",NA,"Pteridophyta","Polypodiales",NA,NA,"17620","auto","Filicopsida",NA,NA,NA,NA
"64","2019-08-27 13:36:00-03","IAP","PACA-AGP","111564","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","A.Sehenm","1980",NA,NA,"J.P Carauta",NA,"1976","09","21","Brasil","RJ","Rio de Janeiro","Parque Nacional da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"PACA111564",NA,"Pteridophyta","Polypodiales",NA,NA,"57442","auto","Filicopsida",NA,NA,NA,NA
"65","2019-08-27 13:36:00-03","IAP","PACA-AGP","99077","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","decurrens","Polypodium decurrens","Raddi","A. Sehnem","1976",NA,NA,"J.P.P. Carauta","1895","1976","02","11","Brasil","RJ","Rio de Janeiro","Parque Nacional da Tijuca, mata do Pai Ricardo.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"frondes com 1,7 m&nf;ASSL 15152&nf;Instituto de Conservação da Natureza - RJ 11513 Habitat: esciófito, saxícola","PACA099077",NA,"Pteridophyta","Polypodiales",NA,NA,"57442","auto","Filicopsida",NA,NA,NA,NA
"66","2020-12-20 21:19:07-03","UFV","VIC","46952","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Schwartsburd, P.B.; Miranda, CV, MHOliv; T.F.Alexandre","3697","2016","02","28","Brasil","Espírito Santo","Castelo","Parque Estadual Mata das Flores-Disciplina BVE 636, Bica, Mata norte,partindo da Bica,subindo o rio.20°35' S,41°10' W. 400m.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"Rupícola.","VIC046952","VIC046952",NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"67","2020-12-20 21:19:07-03","UFV","VIC","46897","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Schwartsburd, P.B.; Miranda, CV, MHOliv; T.F.Alexandre","3642","2016","02","28","Brasil","Espírito Santo","Castelo","Parque Estadual Mata das Flores-Disciplina BVE 636, Bica-nas margens do córrego 300m. 20°35' S,41°10' W.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"Rupícola. 3 pares de pinas.","VIC046897","VIC046897 VIC046897_2",NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"68","2020-12-20 21:19:07-03","UFV","VIC","46912","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Schwartsburd, P.B.; Miranda, CV, MHOliv; T.F.Alexandre","3657","2016","02","28","Brasil","Espírito Santo","Castelo","Parque Estadual Mata das Flores-Disciplina BVE 636, Bica-nas margens do córrego 300m. 20°35' S,41°10' W.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"1 a 4 pares de pinas,rupícola.","VIC046912","VIC046912",NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"69","2020-12-20 21:19:07-03","UFV","VIC","46969","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Schwartsburd, P.B.; Miranda, CV, MHOliv; T.F.Alexandre","3714","2016","02","28","Brasil","Espírito Santo","Castelo","Parque Estadual Mata das Flores-Disciplina BVE 636, Subindo o córrego da Bica, apartir de.....,sequindo em direção a bica. 20°35' S,41°10' W. 400m.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"Rupícola,caule verde,1 dedo e meio de diâmetro.","VIC046969","VIC046969",NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"70","2020-12-20 21:19:07-03","UFV","VIC","038234","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Vieira, M.F.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Cachoeira Grande","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC038234","VIC038234",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"71","2020-12-20 21:19:07-03","UFV","VIC","009692","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Vieira, M.F.; et al.","434","1986","08","10","Brasil","Minas Gerais","Viçosa","Cachoeira Grande, Pedras, sob a mata do lado esquerdo de queda de cachoeira.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Planta em pedra,local úmido e sombreado. Coleta do curso de Coleções Botânicas da XI Semana da Biologia.","VIC009692","VIC009692",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"72","2020-12-20 21:19:07-03","UFV","VIC","000096","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Mexia, Y.","4892","1930","07","22","Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC000096","VIC000096",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"73","2020-12-20 21:19:07-03","UFV","VIC","032278","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Prado, J.; Valente, G.","2027","2009","07","29","Brasil","Minas Gerais","Viçosa","Mata do Seu Nico","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Epífta de interior de um vale na mata.","VIC032278","VIC032278",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"74","2020-12-20 21:19:07-03","UFV","VIC","025218","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","C.Presl",NA,NA,NA,NA,"Valente, G.E.","593","2000","11","01","Brasil","Minas Gerais","Viçosa","Sitio Bonsucesso","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Epífita de Cyatheaceae,crescendo em interior de mata em local sombreado.","VIC025218","VIC025218",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"75","2019-11-21 14:53:04-03","UFJF","CESJ","71842","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","V.A.O. Dittrich","2018","09","12","D.E.F. Barbosa; G.A. Basilio","326","2016","09","18","Brasil","Minas Gerais","Descoberto","Serra do Relógio, Floresta semidecidual montana","-42.935833","-21.387778","-42.935833","-21.387778","1200","1200","Epífita na base do forófito. Interior de floresta.","CESJ071842",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:53:04-03","UFJF","CESJ","34453","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","C.Mynssen","2003",NA,NA,"R.M. Castro; R.C. Forzza; V.R. Almeida; L.F.A. Fazza","620","2001","09","01","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama, Erva em terreno alagado na mata ciliar sobre rocha no leito do Ribeirão do Grama. Frequente.","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,"CESJ034453",NA,"Polypodiopsida",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA
"77","2019-11-21 14:53:04-03","UFJF","CESJ","52460","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","F.S. Souza","2008","10","25","A.C. Mezzonato; J.H.C. Ribeiro; D. Monteiro","13","2008","10","25","Brasil","Minas Gerais","Rio Preto","Fazenda Serra Negra","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Terrestre, interior de mata","CESJ052460",NA,"Polypodiopsida",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"78","2019-11-21 14:53:04-03","UFJF","CESJ","49625","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","F.S. Souza","2007","12","08","F.S. Souza; J.A. Oliveira; L. Menini Neto","304","2007","12","08","Brasil","Minas Gerais","Rio Preto","R.P.P.N. São Lourenço do Funil, 18º36'01,6 S, 43º57'04,2 W. 1139 m.s.m.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Terrestre em interior de mata.","CESJ049625",NA,"Polypodiopsida",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"79","2019-11-21 14:53:04-03","UFJF","CESJ","70486","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","V.A.O. Dittrich","2017","10",NA,"V.A.O. Dittrich","2230","2017","10","14","Brasil","São Paulo","Arapeí","Serra da Bocaina, Rio do Capitão-Mor","-44.48825","-22.730417","-44.48825","-22.730417","1025","1025","Terrícola ou epífita a poucos cm do solo em Floresta Ombrófila Densa Montana","CESJ070486",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 14:53:04-03","UFJF","CESJ","70199","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","R.C. Garcia Jr.","2017","10",NA,"R.C. Garcia Jr.; L.V. Lima","103","2017","07","29","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.542058","-22.267467","-43.542058","-22.267467","787","787","Trilha em beira de lago","CESJ070199",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 14:53:04-03","UFJF","CESJ","21803","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","A. Salino","1998","06",NA,"L.S. Leoni","6","1988","01","26","Brasil","Minas Gerais","Carangola","Fazenda Santa Rita","-42.033333","-20.766667","-42.033333","-20.766667","700","700","Mata de encosta. Os exemplares observados hospedam-se sobre as formações rochosas que vão surgindo próximo à manciais hídricos.","CESJ021803",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 14:53:04-03","UFJF","CESJ","27529","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","A. Salino","1998","06",NA,"R.C. Almeida-Lafetá","58","1979","09","06","Brasil","Minas Gerais",NA,"BR 162, km163 - Olaria S. Francº do Prata. Serra das Flores. A 1500m, terreno arenítico. Em mata rala.",NA,NA,NA,NA,NA,NA,"Frondes até 1,5m de altura. Rizoma rasteiro, robusto, de 2 a 3m de grossura.","CESJ027529",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 14:53:04-03","UFJF","CESJ","2785","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","A. Salino","1998","06",NA,"Bacharelandos","s.n.","1979","09","06","Brasil","Minas Gerais",NA,"BR 162, km163 - Olaria - S. Francº do Prata. Serra das Flores. Terreno arenítico - Em mata rala - 1500msm.",NA,NA,NA,NA,NA,NA,"Frondes até 1,5m de altura. Rizoma rasteiro, robusto, de 2 a 3cm de grossura.","CESJ002785",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 14:53:04-03","UFJF","CESJ","63073","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","V.A.O. Dittrich","2013","06",NA,"V.A.O. Dittrich; A.A. Vale; L. Menini Neto; S.G. Furtado","1802","2013","06","23","Brasil","Minas Gerais","Olaria","Serra do Cruz, Coordenadas geográficas aproximadas de 21°53'23,7S e 44°04'26,0W.","-44.073889","-21.889917","-44.073889","-21.889917","1360","1360","Terrícola e epífito acidental no interior da Floresta Ombrófila Densa.","CESJ063073",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 14:53:04-03","UFJF","CESJ","63136","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","V.A.O. Dittrich","2013","05",NA,"M. Sobral","15240","2012","12","11","Brasil","Minas Gerais","Tiradentes","Trilha da Mãe d'Água","-44.176389","-21.107222","-44.176389","-21.107222",NA,NA,"Erva sobre pedras.","CESJ063136",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 14:53:04-03","UFJF","CESJ","71900","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","V.A.O. Dittrich","2018","09","12","D.E.F. Barbosa; G.A. Basilio","388","2017","06","03","Brasil","Minas Gerais","Descoberto","Serra do Relógio, Floresta semidecidual montana","-42.935833","-21.387778","-42.935833","-21.387778","1200","1200","Epífita facultativa. Base do forófito. Interior de floresta.","CESJ071900",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 14:53:04-03","UFJF","CESJ","72506","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","F. Gonzatti","2018","11",NA,"F. Gonzatti; L. Nogueira; G. Coelho","3912","2017","11","13","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.837111","-20.409917","-41.837111","-20.409917","1350","1350","Erva rizomatosa sobre rochas úmidas em interior de vale com regato, mata de encosta","CESJ072506",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 14:53:04-03","UFJF","CESJ","9009","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","A. Salino","1998","06",NA,"L. Krieger","CESJ9009","1970","07","29","Brasil","Minas Gerais","Santa Rita do Jacutinga","Na mata.",NA,NA,NA,NA,NA,NA,"Tonalidade verde-escuro. Folhas de planta nova manchadas de verde mais claro.","CESJ009009",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 14:53:04-03","UFJF","CESJ","19024","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","A. Salino","1998","06",NA,"L. Krieger","CESJ19024","1982","04","26","Brasil","Minas Gerais","Antônio Carlos","Epífita, na mata, subindo pelo tronco.","-43.7467002868652","-21.3180999755859",NA,NA,NA,NA,"Rizoma grosso.","CESJ019024",NA,"Polypodiopsida",NA,"América do Sul",NA,"30131","auto",NA,NA,NA,NA,NA
"90","2019-11-21 14:53:04-03","UFJF","CESJ","20750","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","A. Salino","1998","06",NA,"R.F. Novelino; L. Krieger; F.R.G. Salimena; R.R.Oliveira","CESJs.n.","1985","07","09","Brasil","Minas Gerais","Juiz de Fora","Fazenda da Cachoeirinha","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"No chão da mata, perto do córrego. As frondes atingem 2m. Rizoma longo, 2 a 3cm de grossura, com as articulações das frondes velhas, suculentas.","CESJ020750",NA,"Polypodiopsida",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"91","2019-11-21 14:53:04-03","UFJF","CESJ","47606","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","F.S. Souza","2007","09",NA,"T. Mota; F.S. Souza; N.L. Abreu; L. Menini Neto; P.L. Viana","24","2006","06","15","Brasil","Minas Gerais","Juiz de Fora","Pirapetinga","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Terrestre em interior de mata, em beira de rio.","CESJ047606",NA,"Polypodiopsida",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"92","2019-11-21 14:53:04-03","UFJF","CESJ","47264","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","F.S. Souza; P.L. Viana","2006","04","19","F.S. Souza; P.L. Viana; N.L. Abreu; O.J. Bastos Neto","207","2006","04","19","Brasil","Minas Gerais","Rio Preto","Serra Negra, Serra do Funil","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Rupicola em interior de mata","CESJ047264",NA,"Polypodiopsida",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"93","2019-11-21 14:53:04-03","UFJF","CESJ","65995","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","A. Salino","1998","06",NA,"S.M.S. Verardo","s.n.","1979","10","14","Brasil","Minas Gerais","Saõ João Nepomuceno",NA,"-43.0106010437012","-21.5400009155273",NA,NA,NA,NA,"Na mata.","CESJ065995",NA,"Polypodiopsida",NA,"América do Sul",NA,"20981","auto",NA,NA,NA,NA,NA
"94","2019-11-21 14:53:04-03","UFJF","CESJ","3453","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C. Presl","A. Salino","1998","06",NA,"W.D.Barros","s.n.","1942","05","15","Brasil","Rio de Janeiro","Itatiaia","Perto de um taquaral.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"CESJ003453",NA,"Polypodiopsida",NA,"América do Sul",NA,"19648","auto",NA,NA,NA,NA,NA
