"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","class","yearIdentified","monthIdentified","typeStatus","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","previousCatalogNumber","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"11","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","26077","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Giacomin, L.L.","Forbes, J.","s.n.","1822","05","Southern America","Brazil","Vicinity of Rio de Janeiro.",NA,NA,"BM000935452",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","2013","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","26448","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Giacomin, L.L.","Sellow, F.","140","1815","01","Southern America","Brazil","Rio de Janeiro.",NA,NA,"BM000934995",NA,"01",NA,NA,NA,NA,NA,"Dicotyledoneae","2013","02","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","73217","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Giacomin, L.L.; Kameyama, C.; Knapp, S.; Rodrigues, I.M.C.","2017","2013","11","Southern America","Brazil","Reserva Biológica do Alto da Serra de Paranapiacaba",NA,"Arvoreta, 8 m, pendente, cruzando a estrada. Indumento de escamas castanhas. Flores com pétalas alvas, estames amarelos. Frutos maduros amarelos, com listras roxas; margens da estrada que leva da entrada à Casa do pesquisador; Floresta Ombrófila Dens",NA,NA,"19","São Paulo","Santo André","-46.311194","-23.778889","827","Dicotyledoneae",NA,NA,NA,"-46.311194","-23.778889","827",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:36:05-03","NBC","NL-BOTANY","L.2885548","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Hatschbach GG",NA,"1962","09","Southern America","Brazil","Est. Parana, Mun. Paranagua, Serra da Prata.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2885548 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2885548","NL-L2885548","29",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:36:05-03","NBC","NL-BOTANY","L.2885549","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Düsen P",NA,"1915","09","Southern America","Brazil","Plantae Brasilienses. Parana: Jacarchy, in silva nova.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2885549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2885549","NL-L2885549","30",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:20:01-03","ESALQ","ESA","128726","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum",NA,"Souza, V.C.","Virillo, C.B.","181.0","2013","04",NA,"Brasil","Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado",NA,NA,"ESA128726",NA,"01","São Paulo","Tapiraí","-47.204722","-24.110555","269",NA,"2013",NA,NA,"-47.204722","-24.110555","269",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:20:01-03","ESALQ","ESA","130753","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35956.0","2013","02",NA,"Brasil","Fragmento 57 (TAV). Floresta Ombrófila Densa.",NA,"Corola alva.","ESA130753",NA,"28","Rio de Janeiro","Piraí","-22.606","-43.9423","494",NA,"2013",NA,NA,"-22.606","-43.9423","494",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:20:01-03","ESALQ","ESA","128725","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum",NA,"Almeida, T.E.","Virillo, C.B.","80.0","2013","03",NA,"Brasil","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.",NA,"arvoreta, 3,5m","ESA128725",NA,"28","São Paulo","Tapiraí","-47.43109","-24.06096","90",NA,"2013","03",NA,"-47.43109","-24.06096","90",NA,"28",NA,NA,NA,NA,NA
"19","2020-11-04 11:20:01-03","ESALQ","ESA","126606","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum",NA,"Carvalho, L.A.F.","Marquete, R.","1422.0","1993","12",NA,"Brasil",NA,NA,NA,"ESA126606","ESA126606","09","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA
"20","2020-11-04 11:20:01-03","ESALQ","ESA","128727","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum",NA,"Souza, V.C.","Delfini, C.","847.0","2013","03",NA,"Brasil","Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.",NA,"Árvore, ca. 2m alt., frutos creme.","ESA128727",NA,"27","São Paulo","Tapiraí","-47.45136","-24.07754","410",NA,"2013","04",NA,"-47.45136","-24.07754","410",NA,"04",NA,NA,NA,NA,NA
"21","2021-01-14 15:33:40-03","MN","R","129246","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Carvalho, L. d'A. F.","Glaziou, A.F.M.",NA,"1879",NA,NA,"Brasil",NA,NA,"Gabinete de Botânica da Escola Polytechnica, 5158; Herb. J. de Saldanha","R000129246","R000129246_001 R000129246_002",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:41:39-03","UNICAMP","UEC","181008","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Furlan, A","1367","1993","12",NA,"Brazil",NA,NA,"Arbusto 4 m . Infl. pêndula com pêlos castalhos. Flores brancas. Frutos verdes com estrias rosadas.","UEC074379","UEC074379","05","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA
"23","2021-03-01 16:41:39-03","UNICAMP","UEC","67915","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Ponte, ACE","29799","1993","11",NA,"Brazil","Morro do Puruba, mata degradada na encosta.",NA,"Arbusto ca. 1,8 m altura, no barranco, infrutescêmcia muito arroxeadas.","UEC074378","UEC074378","11","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"24","2021-02-12 18:12:34-03","UFES","VIES","631","S","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Vinha, P.C.","s.n.","1984","07",NA,"Brasil",NA,NA,NA,"VIES000631",NA,"10","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA
"25","2020-12-21 16:45:41-03","MBM","MBM","92223","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carv.","Carvalho, L.F.","Oliveira, P.I.; Hatschbach, G.; Hatschbach, G.","801","1984","07","Southern America","Brazil","Arrastão",NA,NA,"MBM092223","MBM092223","25","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"26","2020-12-21 16:45:41-03","MBM","MBM","8372","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carv.","Carvalho, L.F.","Hatschbach, G.","19615","1968","08","Southern America","Brazil","Colônia Floresta",NA,NA,"MBM008372","MBM008372","14","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"27","2020-12-21 16:45:41-03","MBM","MBM","64262","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carv.","Carvalho, L.F.","Hatschbach, G.","42621","1979","12","Southern America","Brazil","Pitanga",NA,NA,"MBM064262","MBM064262","07","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"28","2020-12-21 16:45:41-03","MBM","MBM","42811","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carv.","Carvalho, L.F.","Hatschbach, G.","9255","1962","09","Southern America","Brazil","Serra da Prata",NA,NA,"MBM042811","MBM042811","29","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA
"29","2020-12-21 16:45:41-03","MBM","MBM","398340","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carv.",NA,"Lira-Neto, J.A.","663","1997","08","Southern America","Brazil","Reserva da Petrobras, Estrada para a represa da CEDAE",NA,"Arvoreta com ca. 4m. de altura., com folhas membranáceas e fortemente discolores com face abaxial prateada. Flores com o cálice castanho, corola alva e estames amarelos. Fruos imaturos verdes e globosos.; Mata alterada. Coletada na b","MBM398340","MBM398340","25","Rio de Janeiro","Duque de Caxias","-43.233333","-22.516667","60",NA,NA,NA,NA,"-43.233333","-22.516667","60",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:45:41-03","MBM","MBM","142096","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carv.","Stemann; Semir","Glória, C.; et al.; et al.","s.n.","1977","07","Southern America","Brazil","Distr. Gameleira",NA,NA,"MBM142096","MBM142096","26","Minas Gerais","Estrela do Sul","-47.692798614502","-18.7455997467041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24405","auto",NA,NA,NA
"31","2020-12-21 16:45:41-03","MBM","MBM","27343","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carv.","Knapp, S.D.","Hatschbach, G.","24434","1970","07","Southern America","Brazil","Três Bicos",NA,NA,"MBM027343","MBM027343","09","Paraná","Cândido de Abreu","-51.3333015441895","-24.5669002532959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55411","auto",NA,NA,NA
"32","2015-09-03 17:37:53-03","MNHN","RECOLNAT_MNHN_P","P00325339","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Freire de Carvalho","Gaudichaud, C.",NA,NA,NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00325339' target='other'> <mi>dwc_moreinfo</mi></a>","P00325339","P00325339_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"505",NA,NA
"33","2015-09-03 17:37:53-03","MNHN","RECOLNAT_MNHN_P","P00325340","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Freire de Carvalho","Dusén, P.",NA,"1915","9",NA,"Brésil","Jacarehy, in silva nova, Parana","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00325340' target='other'> <mi>dwc_moreinfo</mi></a>","P00325340","P00325340_01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17228",NA,NA
"34","2018-01-23 15:24:09-02","MNHN","RECOLNAT_MNHN_P","P00325341","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Freire de Carvalho","Glaziou, A.",NA,"1864","5",NA,"Brésil","Serra de Estrella (Rio de Janeiro)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00325341' target='other'> <mi>dwc_moreinfo</mi></a>","P00325341","P00325341_01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1077",NA,NA
"35","2005-04-27 10:04:29-03","MNHN","RECOLNAT_MNHN_P","P00325342","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Freire de Carvalho","Glaziou, A.",NA,"1873","6",NA,"Brésil","Serra de Estrella (Rio de Janeiro)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00325342' target='other'> <mi>dwc_moreinfo</mi></a>","P00325342","P00325342_01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6658",NA,NA
"36","2015-09-03 20:04:43-03","MNHN","RECOLNAT_MNHN_P","P00325356","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00325356' target='other'> <mi>dwc_moreinfo</mi></a>","P00325356","P00325356_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"505",NA,NA
"37","2015-09-03 17:39:18-03","MNHN","RECOLNAT_MNHN_P","P00325357","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Giacomin","Glaziou, A.",NA,"1864","5",NA,"Brésil","Serra de Estre (Rio)lla","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00325357' target='other'> <mi>dwc_moreinfo</mi></a>","P00325357","P00325357_01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1077",NA,NA
"38","2020-12-11 11:42:06-03","UFMG","BHCB","152718","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Giacomin, LL; Stehmann, JR","1607","2011","09","Southern America","Brasil","Parque ecológico da UNICAMP (arboreto), Espécime cultivado, em áres desmatada. Próximo à cerca que limita o arboreto",NA,"Arbusto ereto, 4m. Flores senescendo. Frutos amarelos com listras arroxeadas.",NA,NA,"14","São Paulo","Campinas","-47.059861","-22.825306","636",NA,NA,NA,NA,"-47.059861","-22.825306","636",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:42:06-03","UFMG","BHCB","154156","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"Giacomin, LL; Almeida, TE","1694","2012","01","Southern America","Brasil","Imediações do Parque Estadual da Serra do Mar, Núc, Estrada não pavimentada que liga a BR-101 à Base Cambucá",NA,"Arvoreta, 6m, às margens de fragmento de floresta ombrófila densa. Inflorescências senescendo. Frutos amarelos com manchas roxas. Indumento marrom. Prensado em álcool",NA,NA,"26","São Paulo","Ubatuba","-44.924889","-23.330833","12",NA,NA,NA,NA,"-44.924889","-23.330833","12",NA,NA,NA,NA,NA,NA,NA
"40","2013-06-10 13:41:00-03","MO","MOBOT","2964459","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","L.L. Giacomin","Per Dusén","Dusén 17228","1915","9","South America","Brazil","In silva nova (capoeira).",NA,NA,NA,NA,"30","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,"1",NA
"41","2014-05-27 14:51:00-03","MO","MOBOT","2964367","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","L.L. Giacomin","Jorge P. Carauta","Carauta 5373","1986","10","South America","Brazil","Perto de Santana da Barra, ' lado direito da estrada em direção a Barra do Piraí.",NA,NA,NA,NA,"13","Rio de Janeiro","Piraí","-43.8981018066406","-22.6291999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20293","auto",NA,"1",NA
"42","2021-02-25 10:13:28-03","CVRD","CVRD","13012","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho","Geovane S. Siqueira","Folli, D.A.","6607","2010","04","América do Sul","BRASIL","S 20°24'55,4 W 40°51'43,9",NA,"<ll>dwc_commonname:</ll> Fumo cabeludo","CVRD013012",NA,"16","ES","Marechal Floriano","-40.862201","-20.415379","718","Magnoliopsida","2010","08",NA,"-40,862201","-20,415379","718",NA,"16",NA,NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","2565361","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"G. Hatschbach",NA,"1962","9","South America - Neotropics","Brazil","Serra da Prata",NA,NA,"US01914981","US01914981_01 US01914981_02","29","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","30","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US","3034595","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"P. Oliveira & G. Hatschbach",NA,"1984","7","South America - Neotropics","Brazil","Arrastão",NA,NA,"US01914978","US01914978_01 US01914978_02","25","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","2436216","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"G. Hatschbach",NA,"1962","9","South America - Neotropics","Brazil","Serra da Prata",NA,NA,"US01914984","US01914984_01 US01914984_02","29","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","1544759","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"J. Diogo",NA,NA,NA,NA,"Brazil","Serra da Estrela",NA,NA,"US01914982","US01914982_01 US01914982_02",NA,"Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","2573550A","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"B. Skvortzov",NA,"1966","2","South America - Neotropics","Brazil",NA,NA,NA,"US01914983","US01914983_01 US01914983_02","9","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","3034594","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","castaneum","Solanum castaneum","Carvalho",NA,"P. Oliveira & G. Hatschbach",NA,"1984","7","South America - Neotropics","Brazil","Arrastão",NA,NA,"US01914977","US01914977_01 US01914977_02","25","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,"1",NA
