"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","class","coordinatePrecision","geoFlag","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"92","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1190953","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Herb Lugd Bat",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia Prov Sau Paulo.",NA,NA,NA,NA,NA,NA,"NL-L1190953","NL-L1190953",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1190953 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"93","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1190954","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Burchell WJ",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia Prov Sau Paulo.",NA,NA,NA,NA,NA,NA,"NL-L1190954","NL-L1190954",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1190954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"94","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1190955","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Reitz R; Klein RM",NA,"1959","10","23","Brazil",NA,NA,"SANTA CATARINA. Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,NA,NA,"NL-L1190955","NL-L1190955",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1190955 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"95","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1190956","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Sellow F",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"NL-L1190956","NL-L1190956",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1190956 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"96","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1190957","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Sello F",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia.[!].",NA,NA,NA,NA,NA,NA,"NL-L1190957","NL-L1190957",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1190957 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"97","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1190958","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Sello F",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia.[!].",NA,NA,NA,NA,NA,NA,"NL-L1190958","NL-L1190958",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1190958 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"98","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U 0055161","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Maguire B; et al.",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0055161",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200055161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,"Uw 16424",NA,NA,NA,NA
"99","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U 0279080","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1967","03","30","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0279080",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200279080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,"Uw14371",NA,NA,NA,NA
"100","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1044396","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM",NA,"1971","12","03","Brazil",NA,NA,"Brasil Taimbenzinho, mati- tinho no começo do itaimbe ou canion.",NA,NA,NA,NA,NA,NA,"NL-U1044396","NL-U1044396",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1044396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"101","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1044401","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Glaziou AFM",NA,NA,NA,NA,"Brazil",NA,NA,"Lelloriri, Klobsch.",NA,NA,NA,NA,NA,NA,"NL-U1044401","NL-U1044401",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1044401 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"102","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1044402","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1967","03","30","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1044402","NL-U1044402",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1044402 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,"U 0082181",NA,NA,NA,NA
"103","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1044403","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Maguire B; et al.",NA,"1963","09","24","Brazil",NA,NA,"Plants of Brazil. 35 km east of Vilhena, Mato Grosso.",NA,NA,NA,NA,NA,NA,"NL-U1044403","NL-U1044403",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1044403 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"104","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1044404","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Haas Sr de; Haas JH de; Belém RP",NA,"1967","09","22","Brazil",NA,NA,"Rio de Janeiro- Brasil. Brasil: Goias, rio Tocantinzinho, entre S. Joâo da Alian e Veadeiros.Lagoa Velha( curva Velha de rio).",NA,NA,NA,NA,NA,NA,"NL-U1044404","NL-U1044404",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1044404 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"105","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1044405","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Reitz R; Klein RM",NA,"1959","10","23","Brazil",NA,NA,"SANTA CATARINA. Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,NA,NA,"NL-U1044405","NL-U1044405",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1044405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"106","2020-02-08 10:41:00-03","NBC","NL-BOTANY","WAG.1737640","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Unknown",NA,"1984","12","18","Brazil",NA,NA,"Município de Caruarú - Pernanbuco-Pe-Brasil.",NA,NA,NA,NA,NA,NA,"NL-WAG1737640","NL-WAG1737640",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1737640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,NA,"Cupressales",NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA
"107","2020-11-04 12:18:53-03","ESALQ","ESA","128625","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii",NA,"Potascheff, C.M.; Liboni, A.P.; Fagundes, I.C.; Cabral, F.N.","Cabral, F.N.","894.0","2013","03","30","Brasil","São Paulo","Tapiraí","Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.","-47.35173","-24.03059","-47.35173","-24.03059",NA,NA,"ESA128625",NA,"2013","03","30","Arvore, 12 metros",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-04 12:15:56-03","ESALQ","ESA","134490","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","Pansonato, M.P.",NA,"263.0","2013","01","25",NA,NA,NA,NA,NA,NA,"23.38.25",NA,NA,NA,"ESA134490",NA,"2013",NA,NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 16942. Altura: 12m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 12:18:53-03","ESALQ","ESA","36647","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.",NA,"Kuniyoshi, Y.S.","4720.0","1983","11","14","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"ESA036647",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"110","2020-11-04 12:18:53-03","ESALQ","ESA","111645","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii",NA,"Vieira, T.","Vieira, T.","5.0","2008","10","18","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA111645",NA,"2008","12","01",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"111","2020-11-04 12:18:53-03","ESALQ","ESA","35243","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Chaddad Jr., J.","Cezare, C.H.",NA,NA,NA,NA,"Brasil","São Paulo","Brotas",NA,"-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"ESA035243",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA
"112","2020-11-04 12:18:53-03","ESALQ","ESA","12468","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Souza, V.C.","Souza, V.C. et al.","4732.0","1993","11","27","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA012468",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"113","2020-11-04 12:18:53-03","ESALQ","ESA","18076","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Souza, V.C.","Souza, V.C. et al.","7363.0","1994","09","14","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA018076",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"114","2020-11-04 12:18:53-03","ESALQ","ESA","15933","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Souza, V.C.","Souza, V.C. et al.","6213.0","1994","06","04","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA015933",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"115","2020-11-04 12:18:53-03","ESALQ","ESA","61693","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Grandi, T.S.M.","Andrade, P.M.","1051.0","1987","10","08","Brasil","Minas Gerais","Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"ESA061693",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-04 12:18:53-03","ESALQ","ESA","75277","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch","Souza, V.C. & Rodrigues, R.R.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","94.0","2001","04","11","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente.","-467.333",NA,"-467,333","-23,983,333","800","800","ESA075277",NA,NA,NA,NA,"Arvoreta, 4m alt. Estéril. Mata.",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-04 12:18:53-03","ESALQ","ESA","24428","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Chaddad Jr., J.","Souza, V.C. et al.","5103.0","1994","01","15","Brasil","Minas Gerais","Morro do Ferro",NA,NA,NA,NA,NA,NA,NA,"ESA024428",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-04 12:18:53-03","ESALQ","ESA","36120","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Rodrigues, R.R.","Cezare, C.H.","42.0","1995","09","10","Brasil","São Paulo","Brotas",NA,"-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"ESA036120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA
"119","2020-11-04 12:18:53-03","ESALQ","ESA","12154","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Garcia, R.J.F.","Souza, V.C. et al.","4462.0","1993","10","30","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA012154",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"120","2020-11-04 12:18:53-03","ESALQ","ESA","84992","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Eidder",NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","145.0","2003","04","16","Brasil","São Paulo","Ribeirão Grande","Parque Est.Intervales, trilha da cachoeira das pedrinhas, Floresta Ombrófila Densa, próximo ao rio","-482.188","-241.728","-482,188","-241,728","790","790","ESA084992",NA,NA,NA,NA,"Indivíduo jovem de 1m alt.Material estéril",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-11-04 12:18:53-03","ESALQ","ESA","75454","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch",NA,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","43.0","2001","04","10","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. Floresta de neblina com campo adjacente.","-467.334",NA,"-467,334","-23,983,333","800","800","ESA075454",NA,NA,NA,NA,"Arvoreta, 4m alt. Estéril. Interior de mata.",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-11-04 12:18:53-03","ESALQ","ESA","61697","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Lombardi, J.A.","Stehmann, J.R.",NA,"1990","10","22","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"ESA061697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"123","2020-11-04 12:18:53-03","ESALQ","ESA","70197","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii",NA,NA,"Lombardi, J.A.","4160.0","2000","10","19","Brasil","Minas Gerais","São Gonçalo do Rio Preto",NA,"-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,"ESA070197",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA
"124","2020-11-04 12:18:53-03","ESALQ","ESA","16425","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Kummrow, R.","Ribas, O.S. et al.","625.0","1993","11","10","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"ESA016425",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"125","2020-11-04 12:18:53-03","ESALQ","ESA","40384","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.",NA,"Chung, F. et al.","275.0","1997","12","16","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA040384",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"126","2020-11-04 12:18:53-03","ESALQ","ESA","70193","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Lombardi, J.A.","Lombardi, J.A.","4097.0","2000","10","18","Brasil","Minas Gerais","São Gonçalo do Rio Preto",NA,"-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,"ESA070193",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA
"127","2020-11-04 12:18:53-03","ESALQ","ESA","25404","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Souza, V.C.","Souza, V.C. et al.","7363.0","1994","11","14","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA025404",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"128","2020-11-04 12:18:53-03","ESALQ","ESA","12069","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotz.","Souza, V.C.","Souza, V.C. et al.","4377.0","1993","10","30","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA012069",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"129","2020-11-04 12:18:53-03","ESALQ","ESA","104531","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii",NA,"Aguiar, O.T.","Aguiar, O.T.","1048.0","2002","03","14","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA104531",NA,"2002","03","17",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"130","2020-11-04 12:18:53-03","ESALQ","ESA","123712","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii",NA,"Ivanauskas, N.M.","Colletta, G.D. ; Ferreira, M.A.P.","1100.0","2013","05","01","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.","-47.5","-23.9599990844727",NA,NA,NA,NA,"ESA123712",NA,"2013","05","01","Árvore, 15m",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"131","2015-07-02 14:55:41-03","JBP","HPL","9386","S","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii",NA,"R. Tsuji","R. Tsuji","2096","2007","09","03","Brasil","SP","Campinas","Coletado no Instituto Agronômico de Campinas (IAC), Fazenda Santa Elisa/Monjolinho, Bosque do Foster.","-47.06","-22.9",NA,NA,NA,NA,NA,NA,"2007","09","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"132","2015-07-02 14:55:41-03","JBP","HPL","11710","S","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii",NA,"H. Lorenzi","H. Lorenzi","6359","2007","10","09","Brasil","RS","Pirataba","Coletado em mata baixa de várzea umida ao nivel do mar; comum localmente.",NA,NA,NA,NA,NA,NA,NA,NA,"2007","10","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-06-14 15:15:08-03","FPS","FPS","4412","MachineObservation","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","Schwirkowski, P.","Schwirkowski, P.","3835","2019","12","28","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho","-49.273304","-26.273201","-49.273304","-26.273201",NA,NA,"FPS04412,FURB66016","FPS04412_v01 FPS04412_v02 FPS04412_v03 FPS04412_v04 FPS04412_v05 FPS04412_v06 FURB66016","2019","12","28","<ll>dwc_commonname:</ll> Pinheiro-bravo, pinheirinho-bravo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 66016","voucher",NA,NA,NA
"134","2019-12-19 08:15:27-03","FPS","FPS","3925","MachineObservation","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","Schwirkowski, P.","Schwirkowski, P.","3352","2019","02","08","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho","-49.283194","-26.256288","-49.283194","-26.256288",NA,NA,"FPS03925,FURB63679","FPS03925_v01 FPS03925_v02 FPS03925_v03 FPS03925_v04 FPS03925_v05 FPS03925_v06 FURB63679","2019","02","08","<ll>dwc_commonname:</ll> Pinheiro-bravo, pinheirinho-bravo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 63679","voucher",NA,NA,NA
"135","2019-12-19 08:15:27-03","FPS","FPS","3316","MachineObservation","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","Schwirkowski, P.","Schwirkowski, P.","2742","2018","04","25","Brasil","Santa Catarina","Campo Alegre","Rio Vermelho. Propriedade de Maria Elizabeth Aebi Eibs","-49.256962","-26.246289","-49.256962","-26.246289",NA,NA,"FPS03316,FURB59231","FPS03316_v01 FPS03316_v02 FPS03316_v03 FPS03316_v04 FPS03316_v05 FPS03316_v06 FURB59231","2018","04","25","<ll>dwc_commonname:</ll> Pinheiro-bravo, pinheirinho-bravo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 59231","voucher",NA,NA,NA
"136","2019-02-15 11:48:36-02","IPA","IPA","30168","S","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","Rita Pereira","Andrade-Lima","74-7743","1974","04","02","Brasil","Sergipe","Itabaiana","Serra de Itabaiana","-37.4253005981445","-10.6850004196167",NA,NA,NA,NA,"IPA0030168",NA,"1983","02","17",NA,"Southern America",NA,NA,NA,"Plantae",NA,NA,NA,"16069","auto",NA,NA,NA,NA,NA
"137","2019-02-15 11:48:36-02","IPA","IPA","13206","S","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.",NA,"Andrade-Lima","62-4097","1962","07","11","Brasil","Sergipe",NA,"encosta da Serra de Itabaiana, em canal de drenagem, com pequeno riacho.",NA,NA,NA,NA,NA,NA,"IPA0013206",NA,NA,NA,NA,"Árvore 4-6m; estéril.; Mata de galeria.","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-07-26 11:41:06-03","IPA","IPA","62207","S","Plantae","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","Farjon","Stannard, B.; Silva, T.M.C. da; Silva, T.M.C. da","62207","1992","03","24","Brasil","Bahia","Abaíra","Garimpo do Bicota, beira do riacho.","-41.85","-13.333333","-41.85","-13.333333","1400","1750","IPA0062207",NA,"1998",NA,NA,"Árvore 10m de altura; frutos verdes.","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
