"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"175","2021-03-01 16:36:28-03","UNICAMP","UEC","121382","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Catharino, ELM","776","1986","05","30","Brazil","São Paulo","Iguape","Fazenda Boa Vista, Peropava.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Árvore 6-7m alt., em derrubada. Embrião mircióide, coletado material de lenho. N.V.: garapurana (SC).","UEC012974","UEC012974","Magnoliopsida",NA,NA,NA,NA,"2011","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-01 16:36:27-03","UNICAMP","UEC","114767","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Catharino, ELM","776","1986","05","30","Brazil","São Paulo","Iguape","Fazenda Boa Vista, Peropava.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Árvore 6-7m alt., em derrubada. Embrião mircióide, coletado material de lenho. N.V.: garapurana (SC).","UEC033189","UEC033189","Magnoliopsida",NA,NA,NA,NA,"2011","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-01 16:36:28-03","UNICAMP","UEC","85221","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Lima, DF","Romaniuc; Godoi, JV; Melo, MMRF; Muniz, CFS","1407","1994","05","04","Brazil","São Paulo","Itariri","Parque Serra Mar.","-47.1699981689453","-24.2800006866455",NA,NA,NA,NA,"Árvore, cerca de 6m de altura; botões verdes, flores alvo esverdeados.","UEC033196","UEC033196","Magnoliopsida",NA,NA,NA,NA,"2010","15115","auto","11",NA,NA,NA,NA,NA,NA,NA
"178","2021-03-01 16:36:28-03","UNICAMP","UEC","11998","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Aguiar, OT","Davis, PH; Shepherd, GJ; Sakane, M; et al.","60828","1976","09","09","Brazil","São Paulo","Jacupiranga","On road to Cananeia.","-48","-24.6900005340576",NA,NA,NA,NA,"Tree-lined banks of stream. Small tree. Not aromatic.","UEC033188","UEC033188","Magnoliopsida",NA,NA,NA,NA,"1990","35797","auto","12","10",NA,NA,NA,NA,NA,NA
"179","2021-03-01 16:36:28-03","UNICAMP","UEC","124485","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Ivanauskas, NM; Rodrigues, RR; Tamashiro, JY; Berg, C van den; Árbocz, GF","1558","1996","06","22","Brazil","São Paulo","Pariquera-Açu","Parque Estadual de Pariquera-Açu, Mata do Encantado.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"Árvore de 5m de alt. Flores brancas, frutos imaturos verdes.; Floresta de Turfeira.","UEC008303","UEC008303","Magnoliopsida",NA,NA,NA,NA,"2011","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-01 16:36:28-03","UNICAMP","UEC","121383","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Kawall, MA","148","1992","05","02","Brazil","São Paulo","Praia Grande","Área na beira da rodovia Pedro Taques","-46.4000015258789","-24",NA,NA,NA,NA,"Árvore 3m alt., frutos verdes.","UEC012972","UEC012972","Magnoliopsida",NA,NA,NA,NA,"2011","22363","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-01 16:36:28-03","UNICAMP","UEC","60994","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Meira Neto, JAA; et al.","783","1991","04","04","Brazil","São Paulo","Sete Barras","Fazenda Intervales. Base do Saibadela.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Arbórea com 7 metros, frutos imaturos verdes e flores (esbranquiçadas na mata.)","UEC033191","UEC033191","Magnoliopsida",NA,NA,NA,NA,"2004","34059","auto","12",NA,NA,NA,NA,NA,NA,NA
"182","2021-03-01 16:36:28-03","UNICAMP","UEC","73611","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Souza, MC","Almeida-Scabbia, RJ; et al.","208","1994","04","08","Brazil","São Paulo","Sete Barras","Faz. Intervales, Base Saibadela, trilha do rio, beira rio.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Árvore, 8m de alt, botões florais, início de frutos verdes.","UEC063812","UEC063812","Magnoliopsida",NA,NA,NA,NA,"2005","34059","auto","07",NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 16:36:28-03","UNICAMP","UEC","12002","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Aguiar, OT","Gibbs, PE; Leitão Filho, HF","5656","1977","08","12","Brazil","São Paulo","Ubatuba","Ca. 15Km. N de Ubatuba. Estação Experimental do Instituto Agronômico.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore 10m. Flores Brancas.; Mata Atlântica da Serra do Mar.","UEC033192","UEC033192","Magnoliopsida",NA,NA,NA,NA,"1977","34265","auto","12","10",NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:36:28-03","UNICAMP","UEC","170978","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Staggemeier, VG","Sanchez, M; Pedroni, F","524","1992","11","08","Brazil","São Paulo","Ubatuba","Núcleo de Picinguaba, margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 13m alt. Flores de cor creme, frutos maduros verdes, casca desfoliante. Ocrea avermelhada.","UEC059013","UEC059013","Magnoliopsida",NA,NA,NA,NA,"2016","34265","auto","12",NA,NA,NA,NA,NA,NA,NA
"185","2021-03-01 16:36:28-03","UNICAMP","UEC","66255","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Pedroni, F; et al.","31328","1992","11","08","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, Margens do Rio Da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 13 m de altura, invólucro vermelho nas gemas, flores de cor creme.","UEC033206","UEC033206","Magnoliopsida",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 16:36:28-03","UNICAMP","UEC","117118","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Pedroni, F; et al.","31328","1992","11","08","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, Margens do Rio Da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 13 m de altura, invólucro vermelho nas gemas, flores de cor creme.","UEC033205","UEC033205","Magnoliopsida",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-01 16:36:27-03","UNICAMP","UEC","113767","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Kawasaki, L","Sanchez, M; Pedroni, F","517","1995","12","18","Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Mata de Planície, Restinga, árvore 769 com 7 de altura.","UEC033194","UEC033194","Magnoliopsida",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:36:28-03","UNICAMP","UEC","118409","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Furlan, A","829","1989","07","15","Brazil","São Paulo","Ubatuba","Picinguaba, Estrada da Casa da Farinha.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore 5m alt. - Frutos verdes.","UEC012969","UEC012969","Magnoliopsida",NA,NA,NA,NA,"2011","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-01 16:36:28-03","UNICAMP","UEC","118391","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Takahasi, A; Bencke, CSC","268","1996","03","27","Brazil","São Paulo","Ubatuba","Picinguaba, Mata de transição restinga-encosta, Trilha do Vietnã.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore n.87 ci, botões esbranquiçados.","UEC012967","UEC012967","Magnoliopsida",NA,NA,NA,NA,"2011","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-01 16:36:28-03","UNICAMP","UEC","118404","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Costa, R","53","1988","05","07","Brazil","São Paulo","Ubatuba","Picinguaba, Trilha atrás do alojamento.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore, 10m. altura. Flores brancas.","UEC012970","UEC012970","Magnoliopsida",NA,NA,NA,NA,"2011","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-01 16:36:28-03","UNICAMP","UEC","118405","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Silva, JEL; Ribeiro; et al.","479","1988","08","07","Brazil","São Paulo","Ubatuba","Picinguaba, Trilha da Casa da Farinha.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore, 8m. de alt. Folhas com peciolo preto, frutos verdes.","UEC012976","UEC012976","Magnoliopsida",NA,NA,NA,NA,"2011","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-01 16:36:28-03","UNICAMP","UEC","118408","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Silva, JEL; Ribeiro; et al.","427","1988","08","06","Brazil","São Paulo","Ubatuba","Picinguaba, Trilha do Morro do Corsário em direção ao mangue.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore, 8m. de altura. Folhas grandes. Frutos verdes (lado direito da pista).","UEC012966","UEC012966","Magnoliopsida",NA,NA,NA,NA,"2011","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-03-01 16:36:28-03","UNICAMP","UEC","67412","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Lobo, PC; et al.","29373","1993","11","16","Brazil","São Paulo","Ubatuba","Praia do Maranduba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore 45m de alt, com frutos verde.","UEC033172","UEC033172","Magnoliopsida",NA,NA,NA,NA,"2001","34265","auto","01",NA,NA,NA,NA,NA,NA,NA
"194","2021-03-01 16:36:28-03","UNICAMP","UEC","157665","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Matsumoto, K","Matsumoto, K; Matsumoto, H","800","2002","09","05","Brazil","São Paulo","Ubatuba","Trilha da casca da Farinha.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Arvoreta ca. 8m de alt, frutos jovens verdes, maduros nigrescentes.","UEC015920","UEC015920","Magnoliopsida",NA,NA,NA,NA,"2002","34265","auto","09",NA,NA,NA,NA,NA,NA,NA
"195","2019-11-19 14:08:31-03","UFRPE","PEUFR","54068","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","L. Lima","L.A. Mattos-Silva; O.J. Pereira; C. Farney; T.S. Santos dos","4593","2002","07","13","Brasil","Bahia","Una","Fazenda Bolandeira; coletas numa extensa faixa de mata no sentido norte-sul, paralela aos cordões litorâneos","-39.005556","-15.315278","39º0'20W","15º18'55S",NA,NA,"Árvore com 18mX20cm; folhas com face superior verde-escuro e inferior verde-claro, ambas brilhantes; flores brancas, perfumadas; coletas dentro das parcelas 6 a 10 instaladas para o projeto As vegetações costeiras do RJ, ES e BA: di","PEUFR054068",NA,NA,NA,NA,NA,NA,"2011",NA,NA,"09","29",NA,NA,NA,NA,NA,NA
"196","2020-12-09 14:47:02-03","FURB","FURB","13898","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Verdi, M.","2483","2009","07","17","Brasil","Santa Catarina","Navegantes","BR 470.","-48.7636111","-26.8397222","-48.7636111","-26.8397222","35","35",NA,"FURB46936","FURB46936",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"197","2020-12-09 14:47:02-03","FURB","FURB","10498","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Grippa, C.R.; Souza, N.L. de & Stano, F.","579","2007","11","08","Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1119444","-27.0077778","-49.1119444","-27.0077778","160","160","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo: VIII.","FURB46934","FURB46934",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"198","2020-12-09 14:47:02-03","FURB","FURB","10668","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Grippa, C.R.; Godoy, M.B. & Souza, N.L. de","665","2007","04","16","Brasil","Santa Catarina","Gaspar","Gaspar Alto Central.","-49.0380555","-27.0283334","-49.0380555","-27.0283334","160","160","Fitossociologia do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo I. Parcela: 4. Código: 1026 (Furb 09). Habitat: Floresta Ombrófila Densa; Habito: arbustiva; Fruto verde;","FURB46935","FURB46935",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"199","2020-12-09 14:47:02-03","FURB","FURB","14545","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Stival-Santos, A.; Legal, E. & Silveira, S.","902","2009","09","19","Brasil","Santa Catarina","Blumenau","Fidélis.","-49.0494444","-26.8197223","-49.0494444","-26.8197223","264","264","Florística IFFSC 750 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento próximo a banhado Habito: árvore;","FURB46937","FURB46937",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"200","2020-12-09 14:47:02-03","FURB","FURB","1464","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Sevegnani, L.",NA,"2000","04","21","Brasil","Santa Catarina","Araquari","Ilha dos Barcos.","-48.7163889","-26.3355555","-48.7163889","-26.3355555","3","3",NA,"FURB46929","FURB46929",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"201","2020-12-09 14:47:02-03","FURB","FURB","15768","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Dreveck, S.; Carneiro, F.E.","1160","2009","10","17","Brasil","Santa Catarina","Joinville","Piraberaba - Rio da Prata.","-48.96","-26.19","-48.9600000","-26.1900000","15","15","Florística IFFSC 1049 (Arbórea). Entorno. Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; Fruto roxo;","FURB46938","FURB46938",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"202","2020-12-09 14:47:02-03","FURB","FURB","18273","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Dreveck, S.; Carneiro, F.E.","1315","2009","11","25","Brasil","Santa Catarina","Joinville","Próximoa Br-101.","-48.87","-26.37","-48.8700000","-26.3700000","12","12","Florística IFFSC 997 (Arbórea). Extremamente comum no interior do fragmento. Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; Fruto bordô;","FURB46939","FURB46939",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"203","2020-12-09 14:47:02-03","FURB","FURB","21479","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1244","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Coleta Extra IFFSC","FURB46940","FURB46940",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"204","2020-12-09 14:47:02-03","FURB","FURB","23371","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1937","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","Florística IFFSC e8000b (Arbórea) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração; borda do fragmento Habito: arbórea; flor creme","FURB46941","FURB46941",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"205","2020-12-09 14:47:02-03","FURB","FURB","36468","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Uller, H.F.","238","2011","08","17","Brasil","Santa Catarina","Gaspar",NA,"-48.9733334","-26.9261111","-48.9733334","-26.9261111",NA,NA,NA,"FURB02495","FURB02495",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"206","2020-12-09 14:47:02-03","FURB","FURB","3981","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Althoff, S.",NA,"2005","08","12","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB46932","FURB46932",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"207","2020-12-09 14:47:02-03","FURB","FURB","45235","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Mayer, M.; Oliveira, A.A. de","675","2014","10","02","Brasil","Santa Catarina","Balneário Barra do Sul","Próximo a Mineração Nilso e Veiga do Sul.","-48.69","-26.46","-48.6900000","-26.4600000","20","20","Florística Entorno IFFSC 959","FURB32948","FURB32948",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"208","2020-12-09 14:47:02-03","FURB","FURB","45340","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Mayer, M.","563","2014","09","18","Brasil","Santa Catarina","Guabiruba","Aymoré.","-49.0494444","-27.09","-49.0494444","-27.0900000","256","256","Regeneração IFFSC 579 /S/70","FURB32949","FURB32949",NA,NA,NA,NA,NA,"2017",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"209","2020-12-09 14:47:02-03","FURB","FURB","60018","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","Gebien, W.","Gebien, W.","169","2018","04","03","Brasil","Santa Catarina","Blumenau","interior de fragmento na rua antonio Zendrom. final do caminho próximo à nascente.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","220","220","Flores alvas Habitat: beira de córrego sombreado Habito: Arvoreta","FURB60018","FURB60018",NA,NA,NA,NA,NA,"2018",NA,NA,"07","25",NA,NA,NA,NA,NA,NA
"210","2019-11-08 08:53:58-03","FURB","FURB","60086","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","Kassner-Filho, A.","Kassner-Filho, A.","3219","2018","07","13","Brasil","Santa Catarina","Schroeder","Rua Duque de Caxias, loteamente Arno.","-49.0797223","-26.3936111","-49.0797223","-26.3936111","39","39","flor branca, fruto imaturo Habitat: interior Habito: arvoreta","FURB60086","FURB60086",NA,NA,NA,NA,NA,"2018",NA,NA,"07","13",NA,NA,NA,NA,NA,NA
"211","2020-12-09 14:47:02-03","FURB","FURB","62369","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","Kassner-Filho, A.","Kassner-Filho, A.","3583","2018","09","12","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","fruto imaturo Habitat: interior do fragmento Habito: arbórea","FURB62369","FURB62369",NA,NA,NA,NA,NA,"2018",NA,NA,"09","12",NA,NA,NA,NA,NA,NA
"212","2020-10-14 10:03:36-03","FURB","FURB","62397","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","Kassner-Filho, A.","Kassner-Filho, A.","2903","2018","06","26","Brasil","Santa Catarina","Schroeder","Barragem 8° Salto.","-49.0572222","-26.295","-49.0572222","-26.2950000","715","715","flor branca Habitat: beira de trilha Habito: arbórea","FURB62397",NA,NA,NA,NA,NA,NA,"2018",NA,NA,"06","26",NA,NA,NA,NA,NA,NA
"213","2020-10-14 10:03:36-03","FURB","FURB","65379","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","Vieira, F.C.S.","Schwirkowski, P.","3446","2019","06","29","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Nas margens do Rio Natal.","-49.2802778","-26.3288889","-49.2802778","-26.3288889","350","350","FOD. Mata ciliar Habitat: Mata ciliar. Heliófita. Frutos em maturação, avermelhados Habito: Árvore","FURB65379","FURB65379",NA,NA,NA,NA,NA,"2019",NA,NA,"07","01",NA,NA,NA,NA,NA,NA
"214","2020-12-09 14:47:02-03","FURB","FURB","1034","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Sevegnani, L.",NA,"2001","06","16","Brasil","Santa Catarina","Indaial",NA,"-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,"Projeto Mata Ciliar / FURB / EMBRAPA","FURB46928","FURB46928",NA,NA,NA,NA,NA,"2017","29534","auto","05","02",NA,NA,NA,NA,NA,NA
"215","2020-12-09 14:47:02-03","FURB","FURB","9821","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Marchesini, G.B.","104","2000","05","12","Brasil","Santa Catarina","Joinville","Estrada do Pico.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"FURB46933","FURB46933",NA,NA,NA,NA,NA,"2017","37150","auto","05","02",NA,NA,NA,NA,NA,NA
"216","2020-12-09 14:47:02-03","FURB","FURB","44111","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Sapelli, I.R.; Schmoeller, F.","370","2012","05","30","Brasil","Santa Catarina","Joinville","Perini.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"FURB32950","FURB32950",NA,NA,NA,NA,NA,"2017","37150","auto","05","02",NA,NA,NA,NA,NA,NA
"217","2020-12-09 14:47:02-03","FURB","FURB","1575","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Verdi, M.","210","2007","06","18","Brasil","Santa Catarina","Navegantes",NA,"-48.6542015075684","-26.8988990783691",NA,NA,NA,NA,NA,"FURB46931","FURB46931",NA,NA,NA,NA,NA,"2017","24562","auto","05","02",NA,NA,NA,NA,NA,NA
"218","2020-12-09 14:47:02-03","FURB","FURB","1523","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Sevegnani, L.",NA,"1998","05","17","Brasil","Santa Catarina","Pomerode",NA,"-49.1768989562988","-26.7406005859375",NA,NA,NA,NA,"BIOMATEC. Habitat: floresta Habito: arbórea;","FURB46930","FURB46930",NA,NA,NA,NA,NA,"2017","14075","auto","05","02",NA,NA,NA,NA,NA,NA
"219","2020-12-09 14:47:02-03","FURB","FURB","613","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","M. Sobral","Cláudio",NA,"1998","05","17","Brasil","Santa Catarina","Pomerode",NA,"-49.1768989562988","-26.7406005859375",NA,NA,NA,NA,"BIOMATEC. Nº antigo 2608. Habitat: floresta Habito: arbórea;","FURB46927","FURB46927",NA,NA,NA,NA,NA,"2017","14075","auto","05","02",NA,NA,NA,NA,NA,NA
"220","2021-03-16 17:53:57-03","UCS","HUCS","38803","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Stival-Santos, A.","Stival-Santos, A.","902","2009","09","19","Brasil","Santa Catarina","Blumenau",NA,"-49.049444","-26.819722","-49.049444","-26.819722","264","264","Estágio sucess:avançado, árvore, fruto imaturo; interior de fragmento próximo ao banhado",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"2009",NA,NA,"10","10",NA,NA,NA,NA,NA,NA
"221","2021-03-16 17:53:57-03","UCS","HUCS","6153","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.","Hatschbach, G.","Hatschbach, G.","52770","1989","05","06","Brasil","Paraná","Guaratuba","Coroados","-48.5746994018555","-25.8827991485596",NA,NA,"10","10","arvoreta 5m, flores alvas. Restinga",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"1989","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-16 17:54:01-03","UCS","HUCS","41872","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","strigipes","Myrcia strigipes","Mart.","Molz, M.","Meyer, F.S.","925","2009","06","21","Brasil","Santa Catarina","São Bento do Sul","Arredores do CEPA Rugendas - Univille, Rio Natal","-49.224444","-26.150556","-49.224444","-26.150556",NA,NA,"Inflorescência revestida por indumento de coloração branca. Univillea 14064; arvoreta coletada no sub-bosque da floresta secundária.",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"2017",NA,NA,"08","15",NA,NA,NA,NA,NA,NA
"223","2014-10-14 15:56:58-03","BS","M","M-0171089","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Sellow, F.",NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,"M0171089",NA,"Magnoliophyta","Myrtales",NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"224","2014-10-14 15:56:58-03","BS","M","M-0171093","S","Plantae","Myrtaceae","Marlierea","tomentosa","Marlierea tomentosa","Cambess.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0171093",NA,"Magnoliophyta","Myrtales",NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
