"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem"
"16","2020-10-14 10:02:07-03","FURB","FURB","9757","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B.Pastore","Silva, J.M.; Cordeiro, J. & Poliquesi, C.B.","6203","2007","11","24",NA,"Brasil","Paraná","Ponta Grossa","Cachoeira da Mariquinha.","-50.1618995666504","-25.0949993133545",NA,NA,"FURB26533","FURB26533","Funez, L.A.","2016","46557","auto","09","22",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-14 10:02:07-03","FURB","FURB","40858","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B.Pastore","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T. & Ristow, R.","8230","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha.","-50.1618995666504","-25.0949993133545",NA,NA,"FURB26532","FURB26532","Funez, L.A.","2016","46557","auto","09","22",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-14 10:02:07-03","FURB","FURB","2558","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B.Pastore","Silva, J.M.; Lucas, E.; Mazine, F.F. & Sakuragui, C.M.","3874","2003","11","04",NA,"Brasil","Paraná","Ponta Grossa","Recanto Botuquara.","-50.1618995666504","-25.0949993133545",NA,NA,"FURB01956","FURB01956","Funez, L.A.","2016","46557","auto","09","22",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-16 17:52:47-03","UCS","HUCS","40174","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling.) Harley & J.F.B.Pastore","Silva, J.M.","8230","2012","03","21",NA,"Brasil","Paraná","Ponta Grossa","Parque estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Subarbusto 80cm, flor lilás.; Campo recém queimado",NA,NA,"Cordeiro, J.; Barbosa, E.","2012","46557","auto","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-16 17:52:47-03","UCS","HUCS","2716","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling.) Harley & J.F.B.Pastore","Hatschbach, G.","50761","1986","10","26",NA,"Brasil","Paraná","Ponta Grossa","Rod. BR 376","-50.1618995666504","-25.0949993133545",NA,"Xilopodifera, intenso cheiro degradável. Flor lilás.; campo seco.",NA,NA,"Hatschbach, G.","1987","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-16 08:39:40-03","UTFPR","HCF","6232","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling.) Harley & J.F.B. Pastore","M.G. Caxambu","1759","2007","11","02",NA,"Brasil","PR","Ponta Grossa","Buraco do Padre","-49.972778","-25.18525",NA,"erva heliófita, ereta, ca. 0,80 m. Flores roxas.",NA,NA,"M.G. Caxambu","2007",NA,NA,"12","11","49°58'22 W","25°11'06,9 S",NA,"883","883",NA,NA,NA
"22","2019-08-16 08:39:40-03","UTFPR","HCF","15741","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling.) Harley & J.F.B. Pastore","C.B. Poliquesi","673","1999","11","24",NA,"Brasil","PR","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,"xilopodífera, ereta, odorífera, flor lilás. Campo limpo, seco.",NA,NA,"G. Hatschbach","2000","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-16 08:39:40-03","UTFPR","HCF","5184","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling.) Harley & J.F.B. Pastore","C.B. Poliquesi","673","1999","11","24",NA,"Brasil","PR","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,"xilopodífera, ereta, odorífera, flor lilás. Campo limpo, seco.",NA,NA,"G. Hatschbach","2002","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-16 08:39:40-03","UTFPR","HCF","5387","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling.) Harley & J.F.B. Pastore","J.M. Silva","5425","2006","12","12",NA,"Brasil","PR","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,"erva, flor lilás. Campo limpo.",NA,NA,"G. Hatschbach","2007","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-16 08:39:40-03","UTFPR","HCF","5441","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling.) Harley & J.F.B. Pastore","J.M. Silva","5146","2006","10","19",NA,"Brasil","PR","Teixeira Soares","Rod. Ponta Grossa - Palmeira, prox. ao","-50.4606018066406","-25.3682994842529",NA,"Ereta, flor lilás. Campo limpo.",NA,NA,"G. Hatschbach","2006","31767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:30:06-03","MBM","MBM","132843","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","664","1989","11","16","Southern America","Brazil","Paraná","Ponta Grossa","Caminho para o Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, flor azul.; Campo limpo, seco.","MBM132843","MBM132843","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:30:06-03","MBM","MBM","31016","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Hatschbach, G.","33457","1973","12","11","Southern America","Brazil","Paraná","Ponta Grossa","Olho d'Água","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, flor azul pálido.; Campo limpo.","MBM031016","MBM031016","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:30:06-03","MBM","MBM","376512","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T.; Ristow, R.; Poliquesi, C.B.; Maranho, L.T.; Ristow, R.","8230","2012","03","21","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Subarbusto, 80cm, flor lilás.; Campo recém-queimado.","MBM376512","MBM376512","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:30:06-03","MBM","MBM","6305","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Hatschbach, G.","17113","1967","09","07","Southern America","Brazil","Paraná","Ponta Grossa","Periquitos","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, flor lilás.; Do campo seco.","MBM006305","MBM006305","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:30:06-03","MBM","MBM","33037","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Hatschbach, G.","35478","1974","12","14","Southern America","Brazil","Paraná","Carambeí",NA,"-50.0971984863281","-24.9178009033203",NA,"Flor azul celeste.; Campo limpo.","MBM033037","MBM033037","Buchoski, M.G.","2018","26641","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:30:06-03","MBM","MBM","313758","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Silva, J.M.; Carneiro, D.; Carneiro, D.","4737","2006","03","13","Southern America","Brazil","Paraná","Palmeira","Fazenda Santo Antônio do Tesourão","-50.0064010620117","-25.4293994903564",NA,"Floresta. Campo limpo, seco.","MBM313758","MBM313758","Buchoski, M.G.",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:30:06-03","MBM","MBM","41767","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Hatschbach, G.","2708","1952","11","10","Southern America","Brazil","Paraná","Palmeira","Rio do Salto","-50.0064010620117","-25.4293994903564",NA,"Flor álvea.; Do campo.","MBM041767","MBM041767","Buchoski, M.G.","2018","35166","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:30:06-03","MBM","MBM","334732","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Krieger, L.","s.n.","1970","02",NA,"Southern America","Brazil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,"Erva.; No campo.","MBM334732","MBM334732","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:30:06-03","MBM","MBM","365945","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Silva, J.M.; Iganci, J.; Heiden, G.; Iganci, J.; Heiden, G.","7645","2010","12","15","Southern America","Brazil","Paraná","Ponta Grossa","Recanto Botuquara","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, flor lilás.; Beira de barranco.","MBM365945","MBM365945","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:30:06-03","MBM","MBM","321019","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Tessmann, G.","s.n.","1948","02","18","Southern America","Brazil","Paraná","Vilha Velha","Fazenda Lagoa Dourada, 21 km ao sudeste de Ponta Grossa",NA,NA,NA,"Erva. Cálice por baixo verde claro, por cima e lacínios carmim, as pontas quasi preto. Tubo e corola lilás, o primeiro mais clário, lábio mais escuro. 4 estames e pistilo lilás. Em flores novas incluindo os estames facilmente decídua","MBM321019","MBM321019","Epling","1962",NA,NA,"08","14",NA,NA,NA,"830","830",NA,NA,NA
"36","2020-12-21 16:30:06-03","MBM","MBM","370569","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Marinero, F.; Silva, J.M.; Silva, J.M.","104","2006","12","12","Southern America","Brazil","Paraná","Ponta Grossa","Estrada para Buraco do Padre.","49.582476","-25.11956",NA,"Herbácea, 40cm, flores azuis.; Estepe.","MBM370569","MBM370569","Buchoski, M.G.","2018",NA,NA,"08","29","49.582476","-25.11956",NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:30:06-03","MBM","MBM","132844","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Silva, J.M.; Nicolack, V.; Cordeiro, J.; Nicolack, V.; Cordeiro, J.","734","1989","11","24","Southern America","Brazil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, odorífera, ereta, flor lilás.; Campo limpo seco.","MBM132844","MBM132844","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:30:06-03","MBM","MBM","245300","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Poliquesi, C.B.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","673","1999","11","24","Southern America","Brazil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,"Silopodífera, ereta, odorífera, flor lilás.; Campo limpo, seco.","MBM245300","MBM245300","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:30:06-03","MBM","MBM","325363","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Silva, J.M.; Marinero, F.; Marinero, F.","5425","2006","12","12","Southern America","Brazil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,"Erva, flor lilás.; Campo limpo.","MBM325363","MBM325363","Buchoski, M.G.",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:30:06-03","MBM","MBM","338819","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","6203","2007","11","24","Southern America","Brazil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,"Ereta, flor lilás. Campo limpo.; Ereta, flor lilás.; Campo limpo.","MBM338819","MBM338819","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:30:06-03","MBM","MBM","148385","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Poliquesi, C.B.; Barboza, E.; Barboza, E.","84","1991","10","23","Southern America","Brazil","Paraná","Ponta Grossa","Estrada para o Poço do Padre","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, odorífera, flor lilás.; Campo seco, limpo.","MBM148385","MBM148385","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:30:06-03","MBM","MBM","358451","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Cordeiro, J.; Martin, L.; Martin, L.","3661","2009","11","19","Southern America","Brazil","Paraná","Ponta Grossa","Itaiacoca","-50.1618995666504","-25.0949993133545",NA,"Subarbusto, 1,30m, flor lilás.; Campo limpo seco.","MBM358451","MBM358451","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:30:06-03","MBM","MBM","394536","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Silva, A.R.","s.n.","2012","03","19","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Medindo 52cm de altura.; Em campo seco.","MBM394536","MBM394536","Bonin Junior, P.","2014","46557","auto","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:30:06-03","MBM","MBM","41766","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Pereira, E.; Hatschbach, G.; Hatschbach, G.","8022","1963","11","18","Southern America","Brazil","Paraná","Ponta Grossa","Periquitos","-50.1618995666504","-25.0949993133545",NA,"Planta ereta, flor violácea.; Campo.","MBM041766","MBM041766","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:30:06-03","MBM","MBM","111607","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Hatschbach, G.; Silva, J.M.; Silva, J.M.","50671","1986","10","26","Southern America","Brazil","Paraná","Ponta Grossa","Rod. BR-376, km 134","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, intenso cheiro desagradável, flor lilás.; Campo limpo seco.","MBM111607","MBM111607","Buchoski, M.G.","2018","46557","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:30:06-03","MBM","MBM","323130","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","apertiflorus","Cyanocephalus apertiflorus","(Epling) Harley & J.F.B. Pastore","Silva, J.M.; Sampaio, D.; Coutinho, A.P.S.; Sampaio, D.; Coutinho, A.P.S.","5146","2006","10","19","Southern America","Brazil","Paraná","Teixeira Soares","Rodovia Ponta Grossa - Palmeira, próximo do trevo para Teixeira Soares","-50.4606018066406","-25.3682994842529",NA,"Ereta, flor lilás.; Campo limpo.","MBM323130","MBM323130","Buchoski, M.G.","2018","31767","auto","08","29",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:30:13-03","MBM","MBM","210928","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","apertiflora","Hyptis apertiflora","Epling","Dombrowski, L.T.","13712",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM210928",NA,"Dombrowski, L.T.",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
