"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","infraspecificEpithet"
"49","2019-11-06 09:56:04-03","UFOP","OUPR","29863","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Damazio, L.B.",NA,NA,NA,NA,"Brasil","Corcovado",NA,NA,"Ex Herb. Escola de Minas n. 1060",NA,"s.n.",NA,NA,"(Schrad. ex DC.) Weigend",NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2014-10-14 15:56:29-03","BS","M","M-0113280","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora","NOTATYPE","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil","Brasilia pr. Rio de Janeiro. In humidiusc., ad rivulos montium.",NA,NA,NA,"M0113280",NA,"Magnoliophyta","Cornales","(Schrad. ex DC.) Weigend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"51","2014-10-14 15:56:29-03","BS","M","M-0113281","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora","NOTATYPE","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil","Habitat in sylva primaeva densa Montis Corcovado ad Sebastianop.; Provinciae R. d. J.",NA,NA,NA,"M0113281",NA,"Magnoliophyta","Cornales","(Schrad. ex DC.) Weigend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"52","2014-10-14 15:56:29-03","BS","M","M-0113282","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora","NOTATYPE","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil","Brasilia Pr. Rio de Janeiro.",NA,NA,NA,"M0113282",NA,"Magnoliophyta","Cornales","(Schrad. ex DC.) Weigend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"53","2021-02-12 18:12:11-03","UFES","VIES","36976","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Gurtler, J.; Dutra, S.C.","2018","02","21",NA,"Brasil","Fazenda Santa Rita. Ao pé da pedra da torre (P7).",NA,NA,NA,"VIES036976","JAC 494",NA,NA,"(Schrad. ex DC.) Weigend",NA,"Espírito Santo","Nova Venécia","-40.439444","-18.782222",NA,NA,"VIES036976",NA,NA,NA,NA,"40º26'22''W","18º46'56''S",NA,NA,NA,NA,NA,NA
"54","2019-06-27 10:25:26-03","UFES","VIES","40921","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Pena, N.T.L.; Freitas, J.; Silva, L.A.; Souza, W.O.; Luber, J. & Sossai, B.G.","2015","03","25",NA,"Brasil","APA Pedra do Elefante.",NA,NA,NA,"VIES040921","154",NA,NA,"(Schrad. ex DC.) Weigend",NA,"Espírito Santo","Nova Venécia","-40.4006004333496","-18.710599899292",NA,NA,"VIES040921","42400","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-04-27 16:10:16-03","UFES","VIES","770","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Pereira, O.J.","1985","05","09",NA,"Brasil",NA,NA,NA,NA,"VIES000770","1392",NA,NA,"(Schrad. ex DC.) Weigend","Weigend, M.","Espírito Santo","Vitória","-40.3377990722656","-20.3194007873535",NA,NA,"VIES000770","15291","auto","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:31:41-03","MBM","MBM","392892","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Goldenberg, R.; Fraga, C.N.; Fontana, A.P.; Amorim, A.M.; Esgario, C.; Fraga, C.N.; Fontana, A.P.; Amorim, A.M.; Esgario, C.","2008","05","09","Southern America","Brazil","Área de Proteção Ambiental da Pedra do Elefante, Serra de Baixo, beira da rodovia Nova Venécia - São Gabriel da Palha, propriedade do Sr. Valdemar",NA,NA,"Erva com caule suculento e tricomas urticantes. Flores com pétalas e estames brancos.; Vegetação rupícola.","MBM392892","1133",NA,NA,"(Schrad. ex DC.) Weigend","Weigend, M.","Espírito Santo","Nova Venécia","-40.469722","-18.800278","314","314","MBM392892",NA,NA,"2013","09","-40.469722","-18.800278",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:31:41-03","MBM","MBM","392894","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Fontana, A.P.; Kollmann, L.; Labiak, P.H.; Schwartsburd, P.B.; Kollmann, L.; Labiak, P.H.; Schwartsburd, P.B.","2009","01","15","Southern America","Brazil","Área de Proteção Ambiental da Pedra do Elefante, Serra de Baixo, Fazenda Neblina, base da pedra da torre",NA,NA,"Erva, ca. 30cm. Flores brancas. Frutos verdes.; Inselbergue.","MBM392894","5802",NA,NA,"(Schrad. ex DC.) Weigend","Weigend, M.","Espírito Santo","Nova Venécia","-40.445556","-18.786944","150","150","MBM392894",NA,NA,"2013","09","-40.445556","-18.786944",NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:31:41-03","MBM","MBM","181167","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Hatschbach, G.; Hatschbach, M.; Motta, J.T.; Hatschbach, M.; Motta, J.T.",NA,NA,NA,"Southern America","Brazil","Rod. BR-101, próximo de Itapebi",NA,NA,NA,"MBM181167","63300",NA,NA,"(Schrad. ex DC.) Weigend","Weigend, M.","Bahia","Itapebi","-39.5339012145996","-15.9507999420166",NA,NA,"MBM181167","43726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:31:41-03","MBM","MBM","254974","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Hatschbach, G.; Silva, J.M.; Ferreira, L.A.; Silva, J.M.; Ferreira, L.A.","1999","05","17","Southern America","Brazil","Varzeão",NA,NA,NA,"MBM254974","69109",NA,NA,"(Schrad. ex DC.) Weigend","Deble, L.P.","Espírito Santo","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525",NA,NA,"MBM254974","15909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:31:41-03","MBM","MBM","62921","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Carauta, J.P.P.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Estrada para o Costão, Pão de Açúcar",NA,NA,NA,"MBM062921","3162",NA,NA,"(Schrad. ex DC.) Weigend","Weigend, M.","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"MBM062921","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:31:41-03","MBM","MBM","172591","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.",NA,NA,NA,"Southern America","Brazil","Mata Fria",NA,NA,NA,"MBM172591","61595",NA,NA,"Schrad.","Smith, S.F.","Espírito Santo","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525",NA,NA,"MBM172591","15909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:31:41-03","MBM","MBM","58074","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Castellanos, A.",NA,NA,NA,"Southern America","Brazil","Entre Santa Cruz da Vitória e Itaju da Colônia",NA,NA,NA,"MBM058074","27071",NA,NA,"Schrad.","Pereira, E.","Bahia","Entre Santa Cruz da Vitória",NA,NA,NA,NA,"MBM058074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:31:41-03","MBM","MBM","203523","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.",NA,NA,NA,"Southern America","Brazil","Mata Fria",NA,NA,NA,"MBM203523","65224",NA,NA,"Schrad.","Weigend, M.","Espírito Santo","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525",NA,NA,"MBM203523","15909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-08-15 09:03:46-03","UESC","UESC","2115","S","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Hage, J.L.","1979","10","23",NA,"Brasil",NA,NA,NA,"Planta herbácea, rasteira.","UESC0002115","353","Angiospermae","Florideophycidae","Schrad.",NA,"Bahia","Ilhéus","-39.0494003295898","-14.7889003753662","50","50",NA,"61245","auto",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"65","2016-11-28 17:23:34-02","MNHN","RECOLNAT_MNHN_P","P00123876","PreservedSpecimen",NA,"Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Province de Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123876' target='other'> <mi>dwc_moreinfo</mi></a>","P00123876",NA,NA,NA,"(DC.) Weigend","Weigend","Minas Gerais",NA,NA,NA,NA,NA,"P00123876_01",NA,NA,NA,NA,NA,NA,NA,NA,"1544 b1",NA,NA,NA
"66","2015-09-04 16:07:51-03","MNHN","RECOLNAT_MNHN_P","P00123877","PreservedSpecimen",NA,"Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Glaziou, A.","1884","1","19",NA,"Brésil","Rio de Janeiro: Corcovado","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123877' target='other'> <mi>dwc_moreinfo</mi></a>","P00123877",NA,NA,NA,"(DC.) Weigend","Weigend",NA,NA,NA,NA,NA,NA,"P00123877_01",NA,NA,NA,NA,NA,NA,NA,NA,"14856",NA,NA,NA
"67","2020-12-11 11:37:11-03","UFMG","BHCB","163421","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Paula, LFA de; Mota, NFO; Viana, PL; Jorge, TB; Burkowski, PM","2011","01","08","Southern America","Brasil","MG-418, Arbusto presente em borda de mata associada a afloramento granítico.",NA,NA,"Frutos imaturos verdes. Cálice verde, corola branca e estames brancos. Urticante.","BHCB006876","105","Dicotyledon",NA,"(DC.) Weigend",NA,"Minas Gerais","Teófilo Otoni","-41.260944","-17.855986","546","546",NA,NA,NA,"2012","04","-41.260944","-17.855986",NA,"01",NA,NA,NA,NA
"68","2021-02-11 17:19:24-03","UFPR","UPCB","66170","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Fraga, C.N.","2009","04","14",NA,"Brasil","BLOQUEADO",NA,NA,"Rupícola. Ramos decumbentes. Flores com sépalas verde, pétalas brancas, base avermelhada, estames brancos..",NA,"2510",NA,NA,"(Schrad. ex.DC.) Weingend","Weingend, M.","Espírito Santo","Nova Venécia",NA,NA,"360","360",NA,NA,NA,"2013","09","9999","9999",NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:19:24-03","UFPR","UPCB","70539","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Amorim, A.M.","2009","04","11",NA,"Brasil","BLOQUEADO",NA,NA,"Erva comum sob afloramento rochoso no interior da mata, folhas algo discolores. Floresta ombrófila densa montana..",NA,"7835",NA,NA,"(Schrad. ex DC.) Weingend","Weingend","Espírito Santo","Cariacica",NA,NA,"500","500",NA,NA,NA,"2013","09","9999","9999",NA,"30",NA,NA,NA,NA
"70","2018-06-26 05:23:00-03","MO","MOBOT","100828495","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"André M. Amorim|J. Lima da Paixão|Pedro Fiaschi|W. Nascimento|Sérgio C. de Sant'Ana","2004","7","29","South America","Brazil","Barro Preto: Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção à serra.",NA,NA,NA,NA,"Amorim 4225",NA,NA,"(DC.) Weigend","M. Weigend","Bahia",NA,"-39.2027778","-14.7702778","600.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","3279569","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"W. Wayt Thomas","2001","10","30","South America","Brazil","Aurelino Leal: 11.2 km W of BR 101 on road from Aurelino Leal towards Laje do Banco. Disturbed Southern Bahian Wet Forest on rocky slope.",NA,NA,NA,NA,"Thomas 12695",NA,NA,"(DC.) Weigend","M. Weigend","Bahia",NA,"-39.38194","-14.34527","175.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-06-26 05:23:00-03","MO","MOBOT","101024822","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Jomar G. Jardim|J. Lima da Paixão|L.A. Passos Jr.|F.C. da Silva","2001","9","15","South America","Brazil","Entrada 7.5 km da Rod. Jussarí/Palmira. Faz. Teimoso 1.7 km da entrada, Reserva Particular do Patrimônio Natural (RPPN) Serra do Teimoso. Sede da Reserva. Lina mestra das parcelas e trilha que leva ao topo da serra. 15° 9' 37 S 39° 31' 74 W.",NA,NA,NA,NA,"Jardim 3931",NA,NA,"(DC.) Weigend","M. Weigend","Bahia","Jussari","-39.4953002929688","-15.1913995742798","450.00000000","600.00000000",NA,"21386","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"73","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","38313",NA,"Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"A. P. Fontana; et al","2009","01","15",NA,"Brasil","Área de Proteção Ambiental da Pedra do Elefante",NA,NA,NA,"MBML038313","5802",NA,NA,"Weigend","J. Gurtler/2018","Espírito Santo","Nova Venécia","-40.445556","-18.786944",NA,NA,"MBML038313",NA,NA,NA,NA,"40W26'44","18S47'13",NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","38441",NA,"Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"C. N. de Fraga; et al","2009","04","14",NA,"Brasil","Área de Proteção Ambiental da Pedra do Elefante",NA,NA,NA,"MBML038441","2510",NA,NA,"Weigend","J. Gurtler/2018","Espírito Santo","Nova Venécia","-40.444167","-18.777222","360","360","MBML038441",NA,NA,NA,NA,"40W26'39","18S46'38",NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","49284",NA,"Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"L. Kollmann; R.Goldenberg, T.Bochorny & L.Bacci","2015","05","13",NA,"Brasil",NA,NA,NA,"Arvoreto 4m rupicola ao sol, flores lilas.","MBML049284","13001",NA,NA,"(Schrad. ex DC.) Weigend","L. Kollmann","Espírito Santo","Águia Branca","-40.698056","-18.988056","180","180","MBML049284",NA,NA,NA,NA,"40W41'53","18S59'17",NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","49820",NA,"Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"L. Kollmann; R.Goldenberg, T.Bochorny & L.Bacci","2015","05","13",NA,"Brasil",NA,NA,NA,"Arvoreto 4m rupicola ao sol, flores lilas.","MBML049820","13001",NA,NA,"(Schrad. ex DC.) Weigend",NA,"Espírito Santo","Águia Branca","-40.698056","-18.988056","180","180","MBML049820",NA,NA,NA,NA,"40W41'53","18S59'17",NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","51166",NA,"Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"L. Kollmann; S. Andrade, J.Ribeiro & F. Saiter","2016","12","21",NA,"Brasil","Serra da Boa Vista, São Braz",NA,NA,"Erva rupicola na meia sombra, flores brancas, frutos verdes.","MBML051166","13260",NA,NA,"(Schrad. ex DC.) Weigend",NA,"Espírito Santo","Santa Teresa","-40.703611","-19.806389",NA,NA,"MBML051166",NA,NA,NA,NA,"40W42'13","19S48'23",NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","40533",NA,"Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"L. Kollmann; , D.Couto, V.Manhaes & A.P.Fontana","2009","01","28",NA,"Brasil","São Jõao do Norte, PCH Santa Fé, vazão reduzida, terreno de Eliveltão",NA,NA,"Erva no sol, flores brancas, frutos verdes.","MBML040533","11489",NA,NA,"(Schrad. ex DC.) Weigend","A.P. Fontana06-07-2016","Espírito Santo","Alegre","-41.5331001281738","-20.763599395752",NA,NA,"MBML040533","26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-04 11:05:34-03","UFRB","HURB","17284","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"Moreira, D.M.; Vitório, C.D.P. & Simões, S.S.","2017","10","19",NA,"Brasil","Serra da Copioba;",NA,NA,NA,"HURB000017284","266",NA,NA,"Schrad. ex DC.","J.Jardim","Bahia","São Felipe","-39.0894012451172","-12.8472003936768",NA,NA,NA,"15122","auto","2018","11",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-12-19 11:19:23-03","UFG","UFG","60285","S","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Aparecida da Silva, M.; et al.","2000","04","11",NA,"Brasil",NA,NA,NA,"Subarbusto rupículo, semi-ciófilo de 20-70cm de altura, flores reflexas com coroa alaranjada ao redor dos estigmas, cálice verde claro piloso, corola branca com cinco pétalas e tecas amarelas, botões florais esverdeados, folhas pilosa","UFG0060285","4350",NA,NA,"(DC.) Weigend","Smith, S.F.","Goiás","Monte Alegre de Goiás","-46.793333","-13.218333","545","545","UFG0060285",NA,NA,"2000","12","-46.793333","-13.218333",NA,"30",NA,NA,NA,NA
"81","2021-02-09 10:13:22-03","UENF","HUENF","11896","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"D.R. Couto; E.M.C. Leme","2020","07","17",NA,"Brasil","Barra do Colégio. Propiedade Sr. Hélio Leite da Silva (Dr. Helinho), Rancho Durão, as margens da estrada municipal 'Ayres Peres', sentido Aracajú, cerca de 1 Km da rodovia que leva à cidade de São Fidélis. Vegetação lenhosa de inselberg, com árvores rupíc",NA,NA,"Erva rupícola (saxícola), heliófila. Lâmina verde-discolor com tricomas urticantes densos. Flores com sépalas verdes, pétalas cuculadas alvas com interior vinoso. Baixa frequencia local.","HUENF00012716","5297",NA,NA,"(Schrad. ex DC.) Weigend","D.R. Couto","Rio de Janeiro","São Fidélis","-41.678889","-21.656667","32","32",NA,NA,NA,"2020","07","41º40'44''W","21º39'24''S",NA,"17",NA,NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","2143496","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"L. Smith, F. Segadas-Vianna, L. S. Silva, A. Magnanini, L. Dau & et al.","1952","4","4","South America - Neotropics","Brazil","Praia de Sernambetiba (Recreio dos Bandeirantes)",NA,NA,NA,"US01886217","6336",NA,"Violales","(Schrad. ex DC.) Weigend",NA,"Rio de Janeiro","Rio de Janeiro","-43.3469","-23.0036",NA,NA,"US01886217_01 US01886217_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"83","2020-09-12 05:00:02-03","US","US","2703569","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"M. Nee","1970","10","15","South America - Neotropics","Brazil","Estrada de Jacarepaguá",NA,NA,NA,"US01886216","3408",NA,"Violales","(Schrad. ex DC.) Weigend",NA,"Rio de Janeiro","Rio de Janeiro","-43.5","-23","5",NA,"US01886216_01 US01886216_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"84","2020-09-12 05:00:02-03","US","US","272828","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"L. Riedel","1832","8",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,"US01886219","728",NA,"Violales","(Schrad. ex DC.) Weigend",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"US01886219_01 US01886219_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"85","2019-11-13 11:23:40-03","USP","SPF","190269","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Hatschbach, G","1999","05","17",NA,"Brasil",NA,NA,NA,NA,"SPF00190269","60109",NA,NA,"(Schrad. ex DC.) Weigend","Deble, LP","Espírito Santo","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525","900","900",NA,"15909","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-10-07 09:12:37-03","UEFS","HUEFS","149585","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Cardoso, D.","2009","06","06",NA,"Brasil","PARNA Chapada Diamantina. Xique-xique de Igatu. Próximo ao Museu Vivo do Garimpo.",NA,NA,"Cerrado.","HUEFS0149585","2677","Angiospermae","Cornales","(Schrad. ex DC.) Weigend","R.Acuña Castillo","Bahia","Andaraí","-41.313333","-12.885833","681","681","HUEFS0149585 HUEFS0149585_01",NA,NA,"2016","11","41W18'48''","12S53'9''","Asteranae",NA,NA,NA,NA,NA
"87","2019-10-07 09:12:37-03","UEFS","HUEFS","176648","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Queiroz, L.P.de","2011","05","29",NA,"Brasil","Ca. 10 km S do entroncamento da ES 341 (Para Pancas) com a ES-080 (para Colatina).",NA,NA,"Mata atlântica. Morro de gnaiss.","HUEFS0176648","15278","Angiospermae","Cornales","(Schrad. ex DC.) Weigend","R.Acuña Castillo","Espírito Santo","Colatina","-40.681389","-19.404167","103","103","HUEFS0176648",NA,NA,"2016","11","40W40'53''","19S24'15''","Asteranae",NA,NA,NA,NA,NA
"88","2018-04-04 16:44:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"J. E. B. Warming",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"14856","Spermatophyta",NA,NA,"RRC ID Flag",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"14856",NA,NA,NA
"89","2015-03-07 08:35:25-03","F","FMNH-SEEDPLANTS","V0196431F","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0196431F",NA,"Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0196431F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"90","2020-07-23 12:10:01-03","CEPLAC","CEPEC","107045","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"Amorim, A. M.","2004","07","29",NA,"Brasil","Serra da Pedra Lascada. 13,7 Km de Barro Preto, na estrada que passa pela fazenda São Miguel em direção à serra.",NA,NA,NA,NA,"4225",NA,NA,NA,"M. Lopes","Bahia","Barro Preto","-39.202778","-14.770278","600","600",NA,NA,NA,NA,NA,"39W12'10","14S46'13",NA,NA,NA,NA,NA,NA
"91","2020-07-23 12:10:01-03","CEPLAC","CEPEC","103769","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"W. W. Thomas","2004","09","25",NA,"Brasil","Mata ao S da Pedra do Cruzeiro do Sul, 8.7Km ao SE de São João do Sul (antes da Rod. Para Cabeceiras do Sul e depois na Rod. p/ Pedra do do Cruzeiro do Sul).",NA,NA,NA,NA,"14278",NA,NA,NA,"M. N. Saka","Bahia","GUARATINGA","-39.913611","-16.598611",NA,NA,NA,NA,NA,NA,NA,"39W54'49","16S35'55",NA,NA,NA,NA,NA,NA
"92","2020-07-23 12:10:01-03","CEPLAC","CEPEC","91069","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"W. W. Thomas","2001","10","30",NA,"Brasil","11.2Km a W da BR-101 na Rod. p/ Aurelino Leal, estrada p/ Laje do Banco.",NA,NA,NA,NA,"12695",NA,NA,NA,"A. L. A. Côrtes","Bahia","AURELINO LEAL","-39.366667","-14.333333",NA,NA,NA,NA,NA,NA,NA,"39W22'","14S20'",NA,NA,NA,NA,"30/07/2007",NA
"93","2020-07-23 12:10:01-03","CEPLAC","CEPEC","13955","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"S. A. Mori","1978","07","19",NA,"Brasil","Faz. Pau-Brasil. Ca. 3Km ao S cidade.",NA,NA,NA,NA,"10291",NA,NA,NA,"A. L. A. Côrtes","Bahia","ALMADINA","-39.6371994018555","-14.7053003311157",NA,NA,NA,"14289","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2007",NA
"94","2020-07-23 12:10:01-03","CEPLAC","CEPEC","24116","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"J. L. Hage","1981","06","17",NA,"Brasil","Quadra A' do CEPEC.",NA,NA,"<ll>dwc_commonname:</ll> Cansanção-tomate-verdadeiro",NA,"974",NA,NA,NA,"A. L. A. Côrtes","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"30/07/2007",NA
"95","2020-07-23 12:10:01-03","CEPLAC","CEPEC","14750","PreservedSpecimen","Plantae","Loasaceae","Aosa","parviflora","Aosa parviflora",NA,"S. A. Mori","1978","09","19",NA,"Brasil","Faz. Pau-Brasil. Ca 5Km NW cidade.",NA,NA,NA,NA,"10683",NA,NA,NA,"A. L. A. Côrtes","Bahia","ITAMARAJÚ","-39.5311012268066","-17.0391998291016",NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2007",NA
"96","2020-07-23 12:10:01-03","CEPLAC","CEPEC","79464","PreservedSpecimen","Plantae","Loasaceae","Loasa","parviflora","Loasa parviflora",NA,"W. W. Thomas","1998","02","10",NA,"Brasil","Serra do Teimoso,7,5Km ao N de Jussari Rod. Para Palmira, depois 2Km ao W p/ Faz. Teimoso.",NA,NA,NA,NA,"11820",NA,NA,NA,"J. G. Jardim","Bahia","JUSSARÍ","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,NA,"30/08/1998",NA
