"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"47","2021-04-02 02:01:12-03","UFPI","TEPB","5869","PreservedSpecimen","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"T.S. Filgueiras","639",NA,"Brasil","Distrito Federal",NA,NA,"Capim crescendo, espiguetascor palha.Pouco frequente Ambiente: Cerrado",NA,NA,NA,"(Hack) Clayton","1979","09","26","Lago Paranoá","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","A. J. CASTRO","1980","08","05",NA,NA,NA,NA,"70570","auto",NA,NA,NA
"48","2019-08-20 10:01:06-03","UNICAMP","UEC","16801","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Anderson, WR; Souza, R; Santos, RR; Hill, SR","10400",NA,"Brazil","Goiás",NA,NA,"Sandy, grassy campo between cerrado and brejo.","UEC048789","Liliopsida",NA,"(Hack.) Clayton","1973","05","16","Serra dos Pireneus, Ca. 15 km (straight line) N Corumbá de Goiás; gallery forest, adjacent brejo, and drier, higher slopes with grassy campo or rocky cerrado; sandy soil.",NA,NA,"1230","1230","UEC048789",NA,"Davidse, G","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:04:54-03","FURB","FURB","42918","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Silva, M.A. da; Alvarenga, D.","5007",NA,"Brasil","Distrito Federal",NA,NA,"folhas concolores verdes; Projeto Fogo Habitat: campo sujo com queima bienal modal, abaixo da guarita Habito: erva; flor inflorescência esverdeada","FURB04612",NA,NA,"(Hack.) Clayton","2001","05","08","Reserva Ecológica do IBGE.","-47.8852777","-15.7780556","1100","1100","FURB04612","Brasília","Filgueiras, TS","2001","05","09","-47.8852777","-15.7780556",NA,NA,NA,NA,NA,NA,NA
"50","2020-11-20 18:12:47-03","UFSM","SMDB","17727","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Longhi-Wagner, HM; Zuloaga; Guglieri.","9466",NA,"Brasil","Paraná",NA,NA,"Muito comum, pendente sobre a vegetação, pedras junto ao rio. Folha longa. Acervo: Dupl. CEN; SI. ICN 136760","SMDB017727",NA,NA,"(Hack.) Clayton","2005","03","08","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Jaguariaiva",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA
"51","2020-12-21 16:39:55-03","MBM","MBM","417527","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Davidse, G.; D'Arcy, W.C.; D'Arcy, W.C.","11395","Southern America","Brazil","Paraná",NA,NA,"Open, treeless grassland.","MBM417527",NA,NA,"(Hack.) Clayton","1976","03","15","Rodovia PR-11","-50.0119018554688","-24.7910995483398","960","960","MBM417527","Castro",NA,NA,NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA
"52","2017-05-24 17:06:10-03","MNHN","RECOLNAT_MNHN_P","P00745744","PreservedSpecimen",NA,"Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Balansa, B.",NA,NA,"Paraguay",NA,"hb",NA,"Reçu le 2 Janvier 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745744' target='other'> <mi>dwc_moreinfo</mi></a>","P00745744",NA,NA,"(Hack.) Clayton","1875","3","25","Plaine de Paraguari",NA,NA,NA,NA,"P00745744_01",NA,"Reis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"222",NA,NA
"53","2017-05-24 17:06:10-03","MNHN","RECOLNAT_MNHN_P","P00745745","PreservedSpecimen",NA,"Poaceae","Andropogon","goyazensis","Andropogon goyazensis","syntype","Glaziou, A.",NA,NA,"Brésil",NA,"hb",NA,"Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745745' target='other'> <mi>dwc_moreinfo</mi></a>","P00745745",NA,NA,"Hack.","1895","4","24","Cabeceiras do Rio Gama, au Riacho Fundo, Goyaz",NA,NA,NA,NA,"P00745745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22571",NA,NA
"54","2015-10-01 02:29:41-03","MNHN","RECOLNAT_MNHN_P","P00745746","PreservedSpecimen",NA,"Poaceae","Andropogon","goyazensis","Andropogon goyazensis","syntype","Glaziou, A.",NA,NA,"Brésil",NA,"hb",NA,"Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745746' target='other'> <mi>dwc_moreinfo</mi></a>","P00745746",NA,NA,"Hack.","1895","4","24","Cabeceiras do Rio Gama, au Riacho Fundo, Goyaz",NA,NA,NA,NA,"P00745746_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22571",NA,NA
"55","2020-10-01 14:26:39-03","JBB","HEPH","16750","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Rodrigues Silva, R","74","Southern America","Brasil","Distrito Federal",NA,NA,"Planta perene, frequente",NA,"Monocotyledon","Poales","(Hack.) Clayton","1998","04","24","ARIE do Santuário de Vida Silvestre do Riacho Fundo","-47.947222","-15.847222","1000","1000",NA,"Brasília","Chacon, RG","2012","10",NA,"-47.947222","-15.847222",NA,NA,NA,NA,NA,NA,NA
"56","2020-10-01 14:26:39-03","JBB","HEPH","24464","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Amaral, AG; Eugênio, CUO","1988","Southern America","Brasil","Distrito Federal",NA,NA,"Folha madura. Levantamento realizado para o Plano de Manejo.",NA,"Monocotyledon","Poales","(Hack.) Clayton","2008","06","25","Estação Ecológica de Águas Emendadas","-47.5625","-15.4375",NA,NA,NA,"Planaltina","Chacon, RG","2012",NA,NA,"-47.5625","-15.4375",NA,NA,NA,NA,NA,NA,NA
"57","2020-10-01 14:26:39-03","JBB","HEPH","24442","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Munhoz, CBR; Silva, MA; Eugênio, CUO; Corrêa, ACG; Bodens, FWP","3935","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Monocotyledon","Poales","(Hack.) Clayton","2008","05","09","Reserva Ecológica do IBGE","-47.9","-15.930833",NA,NA,NA,"Brasília","Oliveira, RC; Chacon, RG","2008","07",NA,"-47.9","-15.930833",NA,NA,NA,NA,NA,NA,NA
"58","2020-10-01 14:26:39-03","JBB","HEPH","5202","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Equipe do Jardim Botânico de Brasília","738","Southern America","Brasil","Distrito Federal",NA,NA,"Com potencial ornamental",NA,"Monocotyledon","Poales","(Hack.) Clayton","1986","09","08","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Chacon, RG","2012","10",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"59","2020-10-01 14:26:39-03","JBB","HEPH","23806","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Paiva, VF; Lima, FS","481","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Monocotyledon","Poales","(Hack.) Clayton","2008","04","08","Estação Ecológica do Jardim Botânico de Brasília, Área do Cristo Redentor no poço da Aeronáutica","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Oliveira, RC","2008","07",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"60","2020-10-01 14:26:39-03","JBB","HEPH","23558","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Azevedo, INC de; Chacon, RG","409","Southern America","Brasil","Distrito Federal",NA,NA,"Erva perene",NA,"Monocotyledon","Poales","(Hack.) Clayton","2008","04","02","Estação Ecológica do Jardim Botânico de Brasília - área do Cristo Redentor, próximo ao poço da Aeronáutica.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Chacon, RG","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"61","2020-10-01 14:26:39-03","JBB","HEPH","24224","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Amaral, AG; Eugênio, CUO","2034","Southern America","Brasil","Distrito Federal",NA,NA,"Levantamento feito para o Plano de Manejo.",NA,"Monocotyledon","Poales","(Hack.) Clayton","2008","07","03","Estação Ecológica do Jardim Botânico de Brasília, Ponto de coleta nº2. Cerrado próximo ao campo da Cássia.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Eugênio, CUO","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"62","2020-10-01 14:26:39-03","JBB","HEPH","24433","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Munhoz, CBR","3644","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Monocotyledon","Poales","(Hack.) Clayton","2008","04","09","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Oliveira, RC; Chacon, RG","2008",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"63","2020-10-01 14:26:39-03","JBB","HEPH","6539","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Salles, AEH","1208","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Monocotyledon","Poales","(Hack.) Clayton","1989","09","09","80km de Paracatu, Reserva da Campo","-46.874698638916","-17.2222003936768",NA,NA,NA,"Paracatu","Chacon, RG","2012",NA,NA,NA,NA,NA,NA,"72344","auto",NA,NA,NA
"64","2020-10-01 14:26:39-03","JBB","HEPH","6465","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Salles, AEH; Lima, IV","1132","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Monocotyledon","Poales","(Hack.) Clayton","1989","09","03","80km de Paracatu, Reserva da Campo","-46.874698638916","-17.2222003936768",NA,NA,NA,"Paracatu","Chacon, RG","2012","10",NA,NA,NA,NA,NA,"72344","auto",NA,NA,NA
"65","2020-10-01 14:26:39-03","JBB","HEPH","6456","S","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Salles, AEH","1122","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Monocotyledon","Poales","(Hack.) Clayton","1989","09","03","80km de Paracatu, Reserva da Campo","-46.874698638916","-17.2222003936768",NA,NA,NA,"Paracatu","Filgueiras, TS","2012",NA,NA,NA,NA,NA,NA,"72344","auto",NA,NA,NA
"66","2020-12-11 11:44:56-03","UFMG","BHCB","18372","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Souza, HC","s.n.","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Monocotyledon",NA,"(Hack.) Clayton","1990","03","20","Parque Nacional da Serra da Canastra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:44:56-03","UFMG","BHCB","18372","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Souza, HC","s.n.","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Monocotyledon",NA,"(Hack.) Clayton","1990","03","20","Parque Nacional da Serra da Canastra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:44:56-03","UFMG","BHCB","26382","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,NA,"s.n.","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Monocotyledon",NA,"(Hack.) Clayton",NA,NA,NA,"Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,"Itabirito",NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA
"69","2020-12-11 11:44:56-03","UFMG","BHCB","26382","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,NA,"s.n.","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Monocotyledon",NA,"(Hack.) Clayton",NA,NA,NA,"Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,"Itabirito",NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA
"70","2020-12-11 11:44:56-03","UFMG","BHCB","17181","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Sousa, HC","s.n.","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Monocotyledon",NA,"(Hack.) Clayton","1990","03","20","Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"São Roque de Minas",NA,NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA
"71","2020-12-11 11:44:56-03","UFMG","BHCB","17181","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Sousa, HC","s.n.","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Monocotyledon",NA,"(Hack.) Clayton","1990","03","20","Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"São Roque de Minas",NA,NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA
"72","2021-02-11 17:21:16-03","UFPR","UPCB","5646","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Hatschbach, G.","13975",NA,"Brasil","Paraná",NA,NA,"Do campo seco, arenoso..","UPCB0038172",NA,NA,"(Hackel) Clayton","1966","03","03","Estrada Jaguariaíva-Arapoti","-49.8266983032227","-24.1578006744385",NA,NA,"UPCB0038172","Arapoti","Filgueiras, T.S.","2000","12","08",NA,NA,NA,NA,"41852","auto",NA,NA,NA
"73","2021-02-11 17:21:16-03","UFPR","UPCB","61923","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Kozera, C.","2925",NA,"Brasil","Paraná",NA,NA,"Herbácea cespitosa, campo seco..","UPCB0038164",NA,NA,"(Hackel) Clayton","2006","01","31","Ponte dos Arcos","-49.6356010437012","-25.5839004516602",NA,NA,"UPCB0038164","Balsa Nova","Kozera, C.","2006","01","01",NA,NA,NA,NA,"27346","auto",NA,NA,NA
"74","2009-07-27 09:37:00-03","MO","MOBOT","2816009","PreservedSpecimen","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Auguste F.M. Glaziou","Glaziou 22171","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1895","4","24","Cabeceiras de Rio Cama, au Riacho Fundo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2012-05-02 09:29:00-03","MO","MOBOT","2818492","PreservedSpecimen","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"Ludwig Riedel","Riedel s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1826","11","18","In Campus.. Rio [Co.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2019-10-08 12:02:00-03","MO","MOBOT","2818198","PreservedSpecimen","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"A.L. Brochado","Brochado 275","South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1992","5","26","Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","T. Filgueiras",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,"1",NA
"77","2019-10-08 10:24:00-03","MO","MOBOT","101158242","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"William R. Anderson","Anderson 7666","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1973","3","22","Serra Geral do Paraná. 7 km by road S of São João da Aliança.",NA,NA,"1100.00000000",NA,NA,NA,"Gerald F. Guala II (FLAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2019-10-08 10:17:00-03","MO","MOBOT","1514109","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"H.C. de Sousa","Sousa 17181","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1990","3","20","P.N. Serra da Canastra, S. Roque de Minas.",NA,NA,NA,NA,NA,NA,"Gerrit Davidse, 1997, MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"79","2019-10-08 11:45:00-03","MO","MOBOT","224275","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"William R. Anderson","Anderson 10400","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1973","5","16","Serra dos Pireneus. Ca. 15 km (straight line) N of Corumbá de Goiás.",NA,NA,NA,NA,NA,NA,"Gerald F. Guala II (FLAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2019-10-08 10:37:00-03","MO","MOBOT","224340","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Agnes Chase","Chase 9228","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1925","3","28","Chapeo de Sol. Serra do Cipó (110 km northeast of Bello Horizonte).",NA,NA,"1100.00000000","1200.00000000",NA,NA,"Gerald F. Guala II (FLAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2019-10-08 10:16:00-03","MO","MOBOT","224363","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Antonio C. Allem|G. Vieira","Allem 2068","South America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1978","5","27","Faz. Modelo (Ipeao), Mun. Terenos.",NA,NA,NA,NA,NA,NA,"Gerald F. Guala II (FLAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2015-09-16 06:16:00-03","MO","MOBOT","234473","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Benedict (Benjamin) Balansa","Balansa 222","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1875","3","25","Plaine de Paraguaru, Dans les pâtutages.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-10-08 10:20:00-03","MO","MOBOT","2408467","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","Zuloaga 5333","South America","Argentina","Misiones",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1995","3","6","San Ignacio entrada al Parque Prov. Teyucuaré.","-55.55","-27.2666667","60.00000000",NA,NA,"San Ignacio","Gerrit Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2019-10-08 10:21:00-03","MO","MOBOT","2431566","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Fernando O. Zuloaga|Diego Giraldo-Cañas|F. Biganzoli","Zuloaga 6616","South America","Argentina","Misiones",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1998","3","24","Campos antes del camino de entrada al Parque Provincial Teyucuaré.","-55.55","-27.2666667","130.00000000",NA,NA,"San Ignacio","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"85","2019-10-08 11:14:00-03","MO","MOBOT","2812062","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Per Dusén","Dusén 152","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1914","1","6","Serrinha.",NA,NA,"840.00000000",NA,NA,NA,"Gerald F. Guala II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2019-10-08 11:22:00-03","MO","MOBOT","2812087","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24946","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1969","3","23","Chapada dos Veadeiros. Ca. 10 km S. of Alto do Paraiso (formerly Veadeiros).",NA,NA,"1000.00000000",NA,NA,NA,"Gerald G. Guala II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"87","2019-10-08 11:25:00-03","MO","MOBOT","2812434","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 16411","South America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1966","6","1","Serra do Roncador. Wet campo between gallery and cerrado, ca. 84 km. N. of Xavantina, Mato Grosso.",NA,NA,"550.00000000",NA,NA,NA,"Gerlad F. Guala II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"88","2019-10-08 11:10:00-03","MO","MOBOT","2812468","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 15945","South America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1966","5","24","Serra do Roncador. Ca. 60 km. N. of Xavantina, Mato Grosso.",NA,NA,"550.00000000",NA,NA,NA,"Gerald F. Guala II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"89","2019-10-08 11:09:00-03","MO","MOBOT","2812498","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"William R. Anderson","Anderson 8279","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1973","4","6","Rio Cristal, 44 km by road SE of Cristalina.",NA,NA,"980.00000000",NA,NA,NA,"Gerald F. Guala II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2019-10-08 11:07:00-03","MO","MOBOT","2812533","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Lyman B. Smith|Roberto M. Klein|Gert G. Hatschbach","Smith 14413","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1965","1","14","Serra de Sáo Luiz by the Rodovia de Café.","-49.6666667","-25.5","1100.00000000",NA,NA,"Balsa Nova","Gerald F. Guala II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2019-10-08 11:06:00-03","MO","MOBOT","2812540","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Troels M. Pedersen","Pedersen 13483","South America","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1982","12","31","Estancia  Cerro Puitá.",NA,NA,NA,NA,NA,"Concepción","Gerlad Guala II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2019-10-08 11:12:00-03","MO","MOBOT","2814336","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Troels M. Pedersen","Pedersen 10067","South America","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1972","2","21","Estancia Buena Vista.",NA,NA,NA,NA,NA,"Concepción","Gerald F. Guala II (FLAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2019-10-08 10:33:00-03","MO","MOBOT","2816494","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Émile Hassler","Hassler 12427","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1913","1",NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"Gerald F. Guala II (FLAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2019-10-08 12:04:00-03","MO","MOBOT","2817689","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"William R. Anderson","Anderson 10303","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1973","5","14","Serra dos Pirineus. Ca. 15 km (straight line) N of Corumbá de Goiás.",NA,NA,"1300.00000000",NA,NA,NA,"Gerald F. Guala II (FLAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"95","2019-10-08 11:11:00-03","MO","MOBOT","2814169","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 14242","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1966","3","30","Serra Geral de Goiás. Cerrado, Rio Paraná, ca. 35 km. N. of Formosa, Goiás.","-46","-14","950.00000000",NA,NA,NA,"Gerald F. Guala II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2019-10-08 12:01:00-03","MO","MOBOT","2818043","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira","Heringer 6827","South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1981","4","22","Bacia do Rio São Bartolomeu, cerca de 2 Km afastado da margem esquerda do Rio Paranoá.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Gerald F. Guala II (FLAS)",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,"1",NA
"97","2019-10-08 11:46:00-03","MO","MOBOT","224286","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Tarciso S. Filgueiras","Filgueiras 816","South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1981","1","19","Campo no Lago Norte.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Gerald F. Guala II (FLAS)",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,"1",NA
"98","2019-10-08 11:24:00-03","MO","MOBOT","2812187","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira","Heringer 6754","South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,"(Hack.) Clayton","1981","4","8","Taguatinga, córrego Cava do reino, próximo ao viveiro antigo da FZDF.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Gerald F. Guala II",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,"1",NA
