"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount"
"1","2016-11-07 12:13:00-02","NY","NYBG","1802174","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","V. de F. Mansano","276","2004","06","17","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Estrada para o Hotel Simon.","-44.5633010864258","-22.4960994720459","19648","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2046859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01802174","NY01802174_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","02706149","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","Collector unspecified","s.n.","1850","07","10","South America","Brazil",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2996781' target='other'> <mi>dwc_moreinfo</mi></a>","NY02706149","NY02706149_01",NA,"(Schott) Wiehler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","02714567","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","M. G. Bovini","1203","1997","07","12","South America","Brazil","Rio de Janeiro","Mangaratiba","Reserva Ecológica Rio das Pedras, margem do Rio Grande trilha para a Lagoa Seca.","-44.040599822998","-22.9596996307373","17272","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3009826' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714567","NY02714567_01","auto","(Schott) Wiehler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-06-29 11:30:48-03","UFRJ","RFA","14148","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","P. Occhioni","5704","1973","07",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca","-43.2075004577637","-22.9027996063232","57442",NA,"Epífita; flor encarnada","RFA51882",NA,"auto","(Schott) Wiehler","Thereza Lopes","2004","08","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-06-29 11:30:48-03","UFRJ","RFA","5322","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","P. Occhioni","675","1946","09","11",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos órgãos","-43.2075004577637","-22.9027996063232","57442",NA,"Epífita; flor encarnada","RFA40808",NA,"auto","(Schott) Wiehler","L.K.R. Hinoshitz","2016","04","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-06-29 11:30:48-03","UFRJ","RFA","15265","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","P. Occhioni","6079","1974","09",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, próximo ao Morro do Garrafão","-43.2075004577637","-22.9027996063232","57442",NA,"Epífita; flor encarnada","RFA51871",NA,"auto","(Schott) Wiehler","Thereza Lopes","2004","08","13","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-06-29 11:30:48-03","UFRJ","RFA","15096","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","P. Occhioni","5930","1974","04",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, loc. limoeiro","-43.2075004577637","-22.9027996063232","57442",NA,"Epífita; flor encarnada, ornamental","RFA51878",NA,"auto","(Schott) Wiehler","Thereza Lopes","2004","08","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-06-29 11:30:48-03","UFRJ","RFA","19593","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","Cezio Pereira","873","1978","07","21",NA,"Brasil","Espírito Santo","Espírito Santo","Santa leopoldina - Cachoeiro",NA,NA,NA,NA,"Epífita. Cálice verde e corola vermelha. Flor pendula","RFA40811",NA,NA,"(Schott) Wiehler","L.K.R. Hinoshitz","2016","04","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-11-13 09:19:57-03","UFRJ","RFA","27166","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","A. Quinet","22/76","2001","03","04",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, estrada do Matão","-43.117222","-22.567222",NA,NA,"Epífita, comum no local. Folha verde, discolor. Flor com corola vermelha e cálice roseo.","RFA36390",NA,NA,"(Schott) Wiehler","T.U.P. Konno","2001","11","09","250","250","43º7'2''W","22º34'2''S",NA,NA,NA,NA,NA,NA,NA
"10","2020-06-29 11:30:48-03","UFRJ","RFA","18186","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","P. Occhioni","6671","1974","12","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, próximo Rio Soberbo, Local Limoeiro","-43.2075004577637","-22.9027996063232","57442",NA,NA,"RFA51880",NA,"auto","(Schott) Wiehler","Thereza Lopes","2004","08","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-06-29 11:30:48-03","UFRJ","RFA","15855","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","P. Occhioni","6671","1974","12",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Loc. Limoeiro, próximo ao rio Soberbo","-43.2075004577637","-22.9027996063232","57442",NA,"Epífita; flor encarnada","RFA51885",NA,"auto","(Schott) Wiehler","Thereza Lopes","2004","08","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:30:48-03","UFRJ","RFA","15445","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","P. Occhioni","6281","1974","10","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Morro do garrafão","-43.2075004577637","-22.9027996063232","57442",NA,"Epífita; flor encarnada","RFA51875",NA,"auto","(Schott) Wiehler","Thereza Lopes","2004","08","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-12 15:31:44-03","UFABC","HUFABC","000195","PreservedSpecimen","Plantae","Angiospermas",NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","Ferreira, GE; Chautems, A; Perret, M; Peixoto. M","289","2014","10","07",NA,"Brasil","Espirito Santo","Iúna","prox. a uma plantação de café, epífita em local muito úmido com muito Euterpe edulis.","-41.791764","-20.610561",NA,NA,"Erva epifítica, corola vermelha, calice verde.","HUFABC000195","HUFABC000195",NA,"(Schott) Wiehler",NA,NA,NA,NA,NA,NA,"-41.791764","-20.610561",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:31:54-03","NBC","NL-BOTANY","WAG.1826567","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Nematanthus","chloronema","Nematanthus chloronema","Wawra von Fernsee H",NA,"1879","01","01","Southern America","Brazil",NA,NA,"Brasilien: Petropolis; in Urwaldniederungen.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826567","NL-WAG1826567",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
