"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"129","2021-03-30 12:45:40-03","EAO","IAN","186653","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Félix-da-Silva, MM",NA,"Félix-da-Silva, MM; Trindade, MJS; Oliveira, JCL de; Souza, CA","413","2007","11","Southern America","Brasil","Pará","FLONA de Caxiuanã, igarapé Caquajó.","-51.631111","-1.960278",NA,"Árvore 6m de altura.Flor amarelada.","IAN186653",NA,"19","Portel",NA,NA,NA,NA,NA,NA,"-51.631111","-1.960278",NA,NA,NA,NA,NA,NA
"130","2021-03-30 12:45:40-03","EAO","IAN","189053","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Oliveira, JCL de; Nascimento, EAP",NA,"Xavier-Júnior, SR; Carvalho, LT de; Nascimento, EAP; Oliveira, JCL de","179","2012","11","Southern America","Brasil","Pará","Fazenda vitória próximo a ponte","-47.422111","-2.949361",NA,"Árvore de 6m de altura; DAP 10cm, ritidoma marrom escuro, casca viva marrom, casca morta marrom escuro, alburno avermelhado. Inflorescência amarela.","IAN189053",NA,"09","Paragominas",NA,NA,NA,NA,"2013","03","-47.422111","-2.949361","22",NA,NA,NA,NA,NA
"131","2021-03-30 12:45:40-03","EAO","IAN","190323","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Santos, AA","3421","2011","07","Southern America","Brasil","Rondônia","Estrada de acesso à linha de transmissão (LT) 67.2. FLoresta Ombrófila Densa; Solo agiloso; Acidentado.","-64.083333","-9.094444",NA,"Exsicatas, fotos.; Árvore com 8 m de altura; Flor creme. Ocasional.","IAN190323",NA,"20","Porto Velho","96","96",NA,NA,NA,NA,"-64.083333","-9.094444",NA,NA,NA,NA,NA,NA
"132","2021-03-30 12:45:40-03","EAO","IAN","190325","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Santos, AA","3423","2011","07","Southern America","Brasil","Rondônia","Km 769 da BR - 364, linha de transmissão (LT) 56.3. Floresta Ombrófila Aberta; Solo arenoso; Plano.","-64.167222","-9.149444",NA,"Árvore com 9 m de altura; Flor marrom. Comum.","IAN190325",NA,"21","Porto Velho","125","125",NA,NA,NA,NA,"-64.167222","-9.149444",NA,NA,NA,NA,NA,NA
"133","2021-03-30 12:45:40-03","EAO","IAN","190517","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Cordeiro, MR",NA,"Simon, MF","1066","2010","10","Southern America","Brasil","Rondônia","Floresta Ombrófila Densa de terra firme. Solo argiloso com serrapilheira, relevo plano. Canteiro de obras da UHE Jirau. Linha de transmissão Jirau - Porto Velho. Área de influencia direta.","-64.614167","-9.258889",NA,"Árvore de 16m. Ritidoma estriado, escamoso, escuro, com exudato vermelho. Flores creme.","IAN190517",NA,"20","Porto Velho","123","123",NA,NA,"2013","10","-64.614167","-9.258889","22",NA,NA,NA,NA,NA
"134","2021-03-30 12:45:40-03","EAO","IAN","191571","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Cruz, ED","814","2013","08","Southern America","Brasil","Pará","Campo Experimental da Embrapa, trilha Murça Pires perto do igarapé","-48.79875","-2.177083",NA,"DAP 87,3; AT 28m; AC 23m.","IAN191571",NA,"20","Moju",NA,NA,NA,NA,NA,NA,"-48.79875","-2.177083",NA,NA,NA,NA,NA,NA
"135","2021-03-30 12:45:40-03","EAO","IAN","191661","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Cordeiro, MR",NA,"Oliveira, L; Pereira, MV","492","2012","03","Southern America","Brasil","Pará","Araçateua, igapó no lado leste do Rio Caeté, entre Jiquiri e Monte Alegre, aproximadamente 5,0 Km ao sudeste de Bragança.","-46.750556","-1.101944",NA,"Árvore.","IAN191661",NA,"06",NA,NA,NA,NA,NA,"2015",NA,"-46.750556","-1.101944",NA,NA,NA,NA,NA,NA
"136","2021-03-30 12:45:40-03","EAO","IAN","189027","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Cordeiro, MR",NA,"Costa, JBP; Viana, MJJ; Filho, AFG","25","2012","05","Southern America","Brasil","Amapá","Maracá, P. Florestam, área do Sr. Celestino, transecto 2, ao lado da parcela 3, prox. ao igarapé, GF8.","-51",NA,NA,"Ecologia e Manejo Florestal para uso múltiplo de várzeas do estuário Amazônico - FLORESTAM; Árvore com cerca de 18m e DAP de 44,56 cm e com pequenas sapopemas. Ritidoma marrom, estriado, com fissuras rasas verticais e lenticelas peque","IAN189027",NA,"04","Mazagão",NA,NA,NA,NA,"2013",NA,"-51",NA,NA,NA,NA,NA,NA,NA
"137","2021-03-30 12:45:40-03","EAO","IAN","192542","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Félix-da-Silva, MM",NA,"Félix-da-Silva, MM; Souza, CA","791","2010","03","Southern America","Brasil","Pará","FLONA de Caxiuanã, igarapé Caquajó.","-51.55","-1.95",NA,"Árvore 8 m de altura. Frutos maduros. Semente coberta por arilo vermelho.","IAN192542",NA,"01","Portel",NA,NA,NA,NA,"2010","03","-51.55","-1.95","01",NA,NA,NA,NA,NA
"138","2021-04-08 17:43:05-03","EAO","IAN","193229","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Costa, JBP; Viana, MJJ; Filho, AFG","25","2012","05","Southern America","Brasil","Amapá","Área do Sr. Celestino, transecto 2, ao lado da parcela 3, próximo ao igarapé, Maracá, árvore GF8","-51.770911","-0.759106",NA,"Matriz: IAN_189027&nf;; Árvore com cerca de 18 m e diâmetro de 44,56 cm. Ritidoma estriado, com fissuras rasas verticais, marrom, apresenta lenticelas pequenas e escassas. Casca viva marrom claro a avermelhado, alburno amarelado-esbranq","IAN193229",NA,"04","Mazagão",NA,NA,NA,NA,NA,NA,"-51.770911","-0.759106",NA,NA,NA,NA,NA,NA
"139","2021-03-30 12:45:43-03","EAO","IAN","193658","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Cordeiro, MR",NA,"Isacksson, JGL","8","2015","05","Southern America","Brasil","Pará",NA,"-51.654167","-0.838694",NA,NA,"IAN193658",NA,"03","Gurupá",NA,NA,NA,NA,"2015","08","-51.654167","-0.838694","17",NA,NA,NA,NA,NA
"140","2021-03-30 12:45:43-03","EAO","IAN","193661","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Cordeiro, MR",NA,"Costa, JBP; Isacksson, JGL","38","2015","05","Southern America","Brasil","Pará",NA,"-51.650889","-0.848889",NA,NA,"IAN193661",NA,"03","Gurupá",NA,NA,NA,NA,"2015","08","-51.650889","-0.848889","17",NA,NA,NA,NA,NA
"141","2021-03-30 12:45:43-03","EAO","IAN","194189","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Cruz, ED; Silva, MVF da; Nascimento, MP do","1012","2015","01","Southern America","Brasil","Pará","Fazenda Álvaro Adolfo","-48.440944","-1.434083",NA,"DAP=43 cm; AC=14 m; AT=22 m","IAN194189",NA,"07","Belém",NA,NA,NA,NA,"2015","01","-48.440944","-1.434083","07",NA,NA,NA,NA,NA
"142","2021-04-08 17:43:05-03","EAO","IAN","194347","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Cordeiro, M",NA,"Costa, JBP; Isacksson, JGL; Correa, HKJ; Barbosa, MS","38","2015","05","Southern America","Brasil","Pará","Área do Sr. Sabá, próximo a igarapé, árvore GF41, Ilha das cinzas.","-51.650903","-0.848889",NA,"Matriz: IAN_193661; Árvore possui 15 m altura, tronco reto com 30,97 cm de diâmetro. Ritidoma estriado, áspero, com estrias verticais, formando sulcos, marrom-acinzentado a marrom-esverdeado mais na base da árvore. Apresenta casca viva","IAN194347",NA,"03","Gurupá",NA,NA,NA,NA,NA,NA,"-51.650903","-0.848889",NA,NA,NA,NA,NA,NA
"143","2021-04-08 17:43:05-03","EAO","IAN","194862","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Raul, FA","PSACF423","2012","06","Southern America","Brasil","Pará","Usina Hidrelétrica Belo Monte. UTM (9619639N / 395414E)","-52.570911","-3.735361",NA,NA,"IAN194862",NA,"19","Vitória do Xingu",NA,NA,NA,NA,NA,NA,"-52.570911","-3.735361",NA,NA,NA,NA,NA,NA
"144","2021-03-30 12:45:43-03","EAO","IAN","195417","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Santos, AJB dos",NA,"Perigolo, NA","191","2012","09","Southern America","Brasil","Rondônia","Abunã, 12km NW de Abunã, margem direita do rio Madeira, à 100m da margem do rio. Floresta Ombrófila. Modulo RAPELD em Abunã, transecto 10, área de influência indireta da UHE Jirau (T10P1). Individuo 2593. Ambiente de Transição de Várzea e floresta de","-65.366944","-9.597778",NA,"Árvore com 32 m de altura e 48 cm de diâmetro. Frutos Imaturos Verdes","IAN195417",NA,"20","Porto Velho","106","106",NA,NA,"2012","09","-65.366944","-9.597778",NA,NA,NA,NA,NA,NA
"145","2021-04-08 17:43:05-03","EAO","IAN","194732","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Antônio, LC","PSACF647","2012","07","Southern America","Brasil","Pará","Usina Hidrelétrica Belo Monte. UTM (9649762N / 416625E).","-52.251069","-3.29",NA,NA,"IAN194732",NA,"31","Vitória do Xingu",NA,NA,NA,NA,NA,NA,"-52.251069","-3.29",NA,NA,NA,NA,NA,NA
"146","2021-03-30 12:45:43-03","EAO","IAN","195963","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Sarquis, RSFR; Sarquis Jr, SO","327","2017","08","Southern America","Brasil","Amapá","Foz do rio Mazagão. Casa da Srº Chico.","-51.41275","-0.240083",NA,"Árvore nativa de floresta de várzea de aprox. 16m de altura. Flores simples, lanceoladas. Inflorescência racemosa.","IAN195963",NA,"26","Mazagão",NA,NA,NA,NA,NA,NA,"-51.41275","-0.240083",NA,NA,NA,NA,NA,NA
"147","2021-03-30 12:45:43-03","EAO","IAN","21158","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Williams, LO","12929","1940","04","Southern America","Venezuela","Bolívar","El Palmar.",NA,NA,NA,"Tree somenting, 25m or more leith.","IAN021158","IAN021158 IAN021158_e","29",NA,"120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-30 12:45:43-03","EAO","IAN","28577","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Smith, AC",NA,"Pires, JM","615","1947","07","Southern America","Brasil","Pará","Rio Guamá.",NA,NA,NA,"Árvore.","IAN028577","IAN028577 IAN028577_e","03",NA,NA,NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-30 12:45:43-03","EAO","IAN","28578","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Smith, AC",NA,"Pires, JM","615","1947","07","Southern America","Brasil","Pará","Rio Guamá.",NA,NA,NA,"Árvore.","IAN028578","IAN028578 IAN028578_e","03",NA,NA,NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-30 12:45:43-03","EAO","IAN","29185","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Ducke, A",NA,"Black, GA","s.n.","1946","10",NA,"Colômbia","Letícia",NA,NA,NA,NA,"Árvore.","IAN029185","IAN029185 IAN029185_e",NA,NA,NA,NA,NA,NA,"1946","05",NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-30 12:45:43-03","EAO","IAN","36916","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Ducke, A",NA,"Black, GA","3014","1948","07","Southern America","Brasil","Pará","Antonio Lemos, várzea do Rio Tajapurú. Ilha São Sebastião e Nazaré.",NA,NA,NA,"Árvore frequente, flor castanho claro, cheiroso.","IAN036916","IAN036916 IAN036916_e","21",NA,NA,NA,NA,NA,"1948","12",NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-30 12:45:43-03","EAO","IAN","38291","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"sc","43","1942","09","Southern America","Suriname",NA,"BABOENHOUT. Zanderij I.",NA,NA,NA,NA,"IAN038291","IAN038291 IAN038291_e","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-30 12:45:43-03","EAO","IAN","64643","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Fróes, RL; Black, GA","27649","1951","07","Southern America","Brasil","Amapá","Rio Araguarí; entre Restauração e Ferreira Gomes; terra baixa.","-52.916667","-0.916667",NA,"Árvore de 15 metros; flor amarela.","IAN064643",NA,"24",NA,NA,NA,NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA
"154","2021-03-30 12:45:43-03","EAO","IAN","51029","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Rodrigues, WA",NA,"Fróes, RL; Black, GA","24506","1949","06","Southern America","Brasil","Pará","Rio Itacaiuna; cachoeira Grande.",NA,NA,NA,"Árvore de 8 metros, flor amarela.","IAN051029",NA,"16",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-30 12:45:43-03","EAO","IAN","53789","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Black, GA","8437","1949","10","Southern America","Brasil","Amapá","Beira do Rio Oiapoque.",NA,NA,NA,"Árvore; flor castanho-clara.","IAN053789",NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-30 12:45:43-03","EAO","IAN","52152","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Ducke, A",NA,"Fróes, RL","25913","1950","02","Southern America","Brasil","Amapá","Rio Oiapoque, estirão do Moncherri; terra firme, baixa.","-52.916667","-0.916667",NA,"Árvore de 8 metros.","IAN052152",NA,"07",NA,NA,NA,NA,NA,"1950",NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA
"157","2021-03-30 12:45:43-03","EAO","IAN","60193","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Rodrigues, WA",NA,"Schultes, RE","8352",NA,NA,"Southern America","Brasil","Amazonas",NA,NA,NA,NA,NA,"IAN060193","IAN060193 IAN060193_e",NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-30 12:45:43-03","EAO","IAN","79491","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Rodrigues, WA",NA,"Fróes, RL","30181","1953","06","Southern America","Brasil","Pará","margem do Igarapé Gameleirinha, estrada para os campos gerais de andorinhas. Região do Araguáia.",NA,NA,NA,"Árvore de 15 metros.","IAN079491",NA,"17",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-30 12:45:43-03","EAO","IAN","85092","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Rodrigues, WA",NA,"Black, GA; Klein, RM","17158","1954","10",NA,"Guiana Francesa",NA,"Pariacabo; prüfssamlung, pri pri (igapó).",NA,NA,NA,"Árvore com um único fruto. Infrutescência cujo arilo é escarlate.","IAN085092",NA,"22",NA,NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-30 12:45:43-03","EAO","IAN","93451","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Rodrigues, WA",NA,"Glaziou, AFM","20463",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN093451",NA,NA,NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-30 12:45:43-03","EAO","IAN","98469","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Oliveira, E",NA,"Pires, JM","7090","1958","08","Southern America","Brasil","Pará","Mata da Cia. Pirelli. fazenda Uriboca; terra firme.",NA,NA,NA,"Árvore de 20m.","IAN098469",NA,NA,NA,NA,NA,NA,NA,"1972","03",NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-30 12:45:43-03","EAO","IAN","64302","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Rodrigues, WA",NA,"Fróes, RL; Black, GA","27285","1951","07","Southern America","Brasil","Amapá","Rio Macacoarí; terra baixa. Mata alta.","-51.0663986206055","-0.366667002439499",NA,"Árvore de 10m de altura ao longo do rio.","IAN064302","IAN064302 IAN064302_e","05","Macapá",NA,NA,"225229","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-30 12:45:43-03","EAO","IAN","98097","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Rodrigues, WA",NA,"Ledoux, PVD","1503","1955","11","Southern America","Brasil","Amapá","Ilha das Barreiras. Sub-estação Experimental do Mazagão, terra firme, capoeira antiga; beira do barranco dominando o Rio Amazonas.","-51.2893981933594","-0.115000002086163",NA,NA,"IAN098097",NA,NA,"Mazagão",NA,NA,"195641","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-30 12:45:43-03","EAO","IAN","192683","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Guabiraba-Ribeiro, G; Dias, AL; Viana, MJJ","14","2011","06","Southern America","Brasil","Amapá","Localidade do Maracá nas áreas do projeto FLORESTAM, propriedade do senhor Celestino .","-51.2893981933594","-0.115000002086163",NA,"Árvore de aproximadamente 18m de altura, com CAP de 155 cm. Ritidoma, estriado, com lenticelas, exsudação transparente. Raizes retas, folhas simples, bifolioladas. Frutos imaturos verdes e maduros são discentes expondo sementes com ari","IAN192683",NA,"04","Mazagão",NA,NA,"195641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-30 12:45:40-03","EAO","IAN","16549","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Ducke, A",NA,"Fróes, RL","20998","1945","05","Southern America","Brasil","Amazonas","Restinga.","-66.0916976928711","-2.51389002799988",NA,"Árvore.","IAN016549","IAN016549 IAN016549_e","30","Fonte Boa",NA,NA,"142505","auto","1949","05",NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-30 12:45:40-03","EAO","IAN","16548","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Fróes, RL","20996","1945","05","Southern America","Brasil","Amazonas","Restinga. Riozinho Jutahy.","-66.0916976928711","-2.51389002799988",NA,"Árvore.","IAN016548","IAN016548 IAN016548_e","30","Fonte Boa",NA,NA,"142505","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-30 12:45:40-03","EAO","IAN","15857","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Ducke, A",NA,"Fróes, RL","20827","1945","05","Southern America","Brasil","Amazonas","Estrada do Igarapé grande; terra firme.","-67.939697265625","-3.10222005844116",NA,NA,"IAN015857","IAN015857 IAN015857_e","02","Santo Antônio do Içá",NA,NA,"222312","auto","1949","05",NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-30 12:45:40-03","EAO","IAN","103613","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Oliveira, E",NA,"Fróes, RL","34815","1945","03","Southern America","Brasil","Amazonas","Rio Solimões.","-68.8724975585938","-3.37832999229431",NA,"Árore de 10 metros.","IAN103613",NA,NA,"São Paulo de Olivença",NA,NA,"362329","auto","1972","03",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-30 12:45:40-03","EAO","IAN","103641","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Fróes, RL","34844","1945","03","Southern America","Brasil","Amazonas","Rio Solimões.","-68.8724975585938","-3.37832999229431",NA,NA,"IAN103641",NA,NA,"São Paulo de Olivença",NA,NA,"362329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-30 12:45:43-03","EAO","IAN","82380","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Rodrigues, WA",NA,"Fróes, RL","30751","1954","04","Southern America","Brasil","Maranhão",NA,"-44.4146995544434","-2.40889000892639",NA,NA,"IAN082380",NA,"10","Alcântara",NA,NA,"41458","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-30 12:45:43-03","EAO","IAN","84094","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Black, GA; Pires, JM","16700","1954","07","Southern America","Brasil","Maranhão","Perto de Teresina, na praia.&nf;Campo.","-43.3560981750488","-4.85889005661011",NA,"Árvore.","IAN084094",NA,"11","Caxias",NA,NA,"72086","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-30 12:45:43-03","EAO","IAN","43158","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Ducke, A",NA,"Fróes, RL","24223","1949","05","Southern America","Brasil","Maranhão","Border of creek, low land, vicinity of Rio Anil.","-44.3027992248535","-2.52972006797791",NA,"Tree, 7 meters, yellow inflorescence.","IAN043158",NA,"10","São Luís",NA,NA,"33693","auto","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-30 12:45:40-03","EAO","IAN","134036","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Silva, NT da","2181","1969","06","Southern America","Brasil","Pará","Estrada do Munguba, km 15. Mata de várzea.","-52.5816993713379","-1.52332997322083",NA,"Árvore de 5m e 20cm de diâmetro.","IAN134036",NA,"14","Almeirim",NA,NA,"564600","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-30 12:45:40-03","EAO","IAN","136368","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Oliveira, E",NA,"Silva, NT da","3308","1970","09","Southern America","Brasil","Pará","Estrada entre São Miguel e Braço. Mata de várzea.","-52.5816993713379","-1.52332997322083",NA,"Col. de madeira.; Árvore de 40m e 50cm de diâmetro; flor amarela.","IAN136368",NA,"09","Almeirim",NA,NA,"564600","auto","1972","03",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-30 12:45:40-03","EAO","IAN","134918","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Rodrigues, WA",NA,"Silva, NT da","3060","1970","04","Southern America","Brasil","Pará","Margem do Rio Jarí, entre Monte Dourado e Munguba; mata de terra firme.","-52.5816993713379","-1.52332997322083",NA,"Col. de madeira.; Árvore de 25m e 30cm de diâmetro.","IAN134918",NA,"18","Almeirim",NA,NA,"564600","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-30 12:45:40-03","EAO","IAN","127689","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Silva, NT da","1312","1968","10","Southern America","Brasil","Pará","Monte Dourado, Rio Jarí, Planalto B. (Pilão); mata de várzea de igarapé.","-52.5816993713379","-1.52332997322083",NA,"Árvore de 25m e 30cm de diâmetro; flor amarela.","IAN127689",NA,"25","Almeirim",NA,NA,"564600","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
