"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","dayIdentified","individualCount","class"
"11","2020-12-20 21:18:19-03","UFV","VIC","29010","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Sartori, M.A.; et al.","561","2003","08","31",NA,"Brasil","Minas Gerais","Congonhas","RPPN da FERTECO","-43.8577995300293","-20.4997005462646",NA,NA,"VIC029010",NA,NA,NA,"16368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:34:12-03","UNICAMP","UEC","111937","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Romero, R","Nakajima, JN; Romero, R; Klein, VLG; Alcantara, MB","1453","1995","09","29",NA,"Brazil","Minas Gerais","São Roque","Serra Brava",NA,NA,NA,"Arbusto, ca. 1m. Corola e Estames vinho.","UEC022642","UEC022642",NA,NA,NA,NA,"1996","07",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:34:12-03","UNICAMP","UEC","125205","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Kinoshita, LS; Matsumoto, K","00/601","2000","11","23",NA,"Brazil","Minas Gerais","Santana do Riacho","Fazenda do Pico do Abreu.","-43.666667","-19.116667",NA,"Arbusto ca. 0,5 M, frutos imaturos.","UEC009449","UEC009449","1126","1126",NA,NA,NA,NA,"-43.666667","-19.116667",NA,NA,NA,NA,NA
"14","2021-03-01 16:34:12-03","UNICAMP","UEC","139705","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Matsumoto, K","Matsumoto, K; Martins, AB; Faria, AD; Jannini, AW; Lopes, CA","452","1997","10","09",NA,"Brazil","Minas Gerais","Carrancas","Serra do Moleque","-44.659694","-21.588194",NA,"Afloramento rochoso. Arbusto ca1,5 m, pétalas brancas, estames róseos.","UEC022638","UEC022638","1300","1300",NA,NA,NA,NA,"-44.659694","-21.588194",NA,NA,NA,NA,NA
"15","2021-03-01 16:34:12-03","UNICAMP","UEC","157586","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Matsumoto, K","Matsumoto, K; Martins, AB; Faria, AD; Lopes, CA; Jannini, AW","460","1997","10","09",NA,"Brazil","Minas Gerais","Carrancas","Pedreira do Guilherme","-44.608472","-21.508472",NA,"Afloramento rochoso. Arbusto, ca. 40cm, pétalas alvas, estames róseos.","UEC015979","UEC015979","1200","1200",NA,NA,NA,NA,"-44.608472","-21.508472",NA,NA,NA,NA,NA
"16","2021-03-01 16:34:12-03","UNICAMP","UEC","139706","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Matsumoto, K","Matsumoto, K; Simões, AO; Lopes, CA","540","1997","11","12",NA,"Brazil","Minas Gerais","Carrancas","Cachoeira da Zilda","-44.6425018310547","-21.4874992370605",NA,"Floresbrancas, estames creme.","UEC022634","UEC022634",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:34:12-03","UNICAMP","UEC","139703","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Matsumoto, K","Matsumoto, K; Simões, AO; Lopes, CA","552","1997","11","12",NA,"Brazil","Minas Gerais","Carrancas","pedreira do Guilherme","-44.6425018310547","-21.4874992370605",NA,"Afloramento rochoso. Pétalas albo - róseas, estames creme.","UEC022636","UEC022636",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:34:12-03","UNICAMP","UEC","139721","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","556","1998","11","13",NA,"Brazil","Minas Gerais","Carrancas","Serra do Moleque","-44.6425018310547","-21.4874992370605",NA,"Arbusto, 1m, flores brancas, estames rosados a magenta.; Afloramento no alto da serra.","UEC022644","UEC022644","1300","1300","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:34:12-03","UNICAMP","UEC","139729","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","361","1998","12","03",NA,"Brazil","Minas Gerais","Itutinga","Estrada Lavras-São João del Rey, afloramento a cerca de 7km da estrada de Itutinga, sentedi Lavras - Itutinga.","-44.6577987670898","-21.2980995178223",NA,"Arbusto, cerca de 1m, frutos verdes.","UEC022640","UEC022640",NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:34:14-03","MBM","MBM","408625","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Volpi, R.L.; Nakajima, J.N.; Nakajima, J.N.","742","2003","05","23","Southern America","Brazil","Minas Gerais","Delfinópolis","Fazenda Zé Antunes, Trilha das cachoeiras","-46.767222","-20.4425",NA,"Arbusto ca. 1m. Hipanto e calice verde, corola alva, estames roseos; Campo rupestre","MBM408625","MBM408625","996","996",NA,NA,NA,NA,"-46.767222","-20.4425",NA,NA,NA,NA,NA
"21","2020-12-21 16:34:14-03","MBM","MBM","259808","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Romero, R.","Romero, R.; et al.; et al.","4695","1997","10","16","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedra","-46.3657989501953","-20.2453002929688",NA,NA,"MBM259808","MBM259808",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-04 20:52:48-03","MNHN","RECOLNAT_MNHN_P","P00116755","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Wurdack","Glaziou, A.",NA,"1887","6","23",NA,"Brésil",NA,NA,"Province de Minas Geraes: San Joao d'El Rei",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116755' target='other'> <mi>dwc_moreinfo</mi></a>","P00116755","P00116755_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","16846",NA,NA,NA
"23","2021-01-29 16:15:20-03","JBB","HEPH","37360","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Santos, CP","Faria, CA; Silva, MC; Ferreira, AF; Santos, CP; Lima, MO","36","2004","09","14","Southern America","Brasil","Minas Gerais","Delfinópolis","Trilha da Escada de Pedra","-46.7925","-20.331389",NA,NA,NA,NA,"841","841",NA,NA,"2004","10","-46.7925","-20.331389",NA,NA,"20",NA,NA
"24","2021-01-29 16:15:20-03","JBB","HEPH","37401","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Romero, R","Nakajima, JN; Pacheco, RA; Fleury-Silva, HR; Volpi, RL; Rosa, PO","3554","2003","10","22","Southern America","Brasil","Minas Gerais","Delfinópolis","Paraíso Selvagem, Trilha para Mata do Canyon","-46.653611","-20.434444",NA,NA,NA,NA,"845","845",NA,NA,"2005","02","-46.653611","-20.434444",NA,NA,"01",NA,NA
"25","2021-01-29 16:15:20-03","JBB","HEPH","37414","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Nakajima, JN; Pacheco, RA; Fleury-Silva, HR; Volpi, RL; Rosa, PO","3691","2003","10","25","Southern America","Brasil","Minas Gerais","Delfinópolis","Estrada para Casinha Branca, Condomínio de Pedras","-46.756389","-20.367778",NA,NA,NA,NA,"1178","1178",NA,NA,NA,NA,"-46.756389","-20.367778",NA,NA,NA,NA,NA
"26","2021-01-29 16:15:20-03","JBB","HEPH","37416","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Nakajima, JN; Pacheco, RA; Fleury-Silva, HR; Volpi, RL; Rosa, PO","3656","2003","10","25","Southern America","Brasil","Minas Gerais","Delfinópolis","Casinha Branca","-46.653333","-20.434444",NA,NA,NA,NA,"841","841",NA,NA,NA,NA,"-46.653333","-20.434444",NA,NA,NA,NA,NA
"27","2021-01-29 16:15:20-03","JBB","HEPH","37427","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Romero, R","Romero, R; Pacheco, RA; Nakajima, JN; Volpi, RL","6374","2002","10","07","Southern America","Brasil","Minas Gerais","Delfinópolis","Estrada para Gurita","-46.871111","-20.281111",NA,NA,NA,NA,"816","816",NA,NA,"2003","11","-46.871111","-20.281111",NA,NA,NA,NA,NA
"28","2020-12-11 11:38:13-03","UFMG","BHCB","181799","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Brina, AE","s.n.","2015","01","29","Southern America","Brasil","Minas Gerais","Itabirito",NA,"-43.927167","-20.408611",NA,"Arbusto; Subarbusto; Canga Couraçada",NA,NA,NA,NA,NA,NA,NA,NA,"-43.927167","-20.408611",NA,NA,NA,NA,NA
"29","2020-12-11 11:38:14-03","UFMG","BHCB","183649","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Rezende, SG; Justo, AG","5446","2015","04","14","Southern America","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556",NA,"Arbusto; Campo Sujo",NA,NA,"1280","1350",NA,NA,NA,NA,"-43.925","-20.140556",NA,NA,NA,NA,NA
"30","2020-12-11 11:38:14-03","UFMG","BHCB","184903","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Rezende, SG; Justo, AG","5563","2015","04","17","Southern America","Brasil","Minas Gerais","Nova Lima","Região do Condomínio Vale do Sol, Próximo a estação Ecológica de Fechos","-43.958056","-20.076944",NA,"Arbusto; Cerrado rupestre","BHCB184903",NA,"1285","1320",NA,NA,NA,NA,"-43.958056","-20.076944",NA,NA,NA,NA,NA
"31","2020-12-11 11:38:14-03","UFMG","BHCB","73727","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Viana, PL","278","2001","10","11","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,"Arbusto com flores brancas",NA,NA,"1400","1400",NA,NA,NA,NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA
"32","2020-12-11 11:38:14-03","UFMG","BHCB","60937","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:38:14-03","UFMG","BHCB","60933","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-11 17:19:44-03","UFPR","UPCB","84313","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Reginato, M.","1404","2013","02","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Lapinha. Trilha para a cachoeira.","-43.655291","-19.127086",NA,"Arbusto 1m. Pétalas, filetes e estilete alvos, anteras róseas. Afloramentos..","UPCB0013341","UPCB0013341",NA,NA,NA,NA,NA,NA,"-43.655291","-19.127086",NA,NA,NA,NA,NA
"35","2021-02-11 17:19:44-03","UFPR","UPCB","45453","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Reginato, M.","Valente, A.S.M. et al.","96","2001","12","17",NA,"Brasil","Minas Gerais","Lima Duarte","Estrada para Moreiras","-43.793098449707","-21.8425006866455",NA,"Arbusto ca. 1,8m, pilosidade avermelhada, frutos imaturos verdes e maduros roxos. Cerrado, frequente..","UPCB0014789","UPCB0014789","1270","1270","30417","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-11 17:19:44-03","UFPR","UPCB","45790","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Reginato, M.","Farah, F.T. et al.","1014","1999","08","14",NA,"Brasil","Minas Gerais","Patrocínio","Fazendas Da Terra, Boa Vista.","-46.9925003051758","-18.9438991546631",NA,"Arbusto 1,3m alt., com flores brancas e vinho..","UPCB0014791","UPCB0014791",NA,NA,"44638","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:19:44-03","UFPR","UPCB","64382","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Caddah, M.K.","Caddah, M.K.","396","2009","03","25",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, casa dos visitantes, mata ciliar","-46.3657989501953","-20.2453002929688",NA,"Coleta em sílica..","UPCB0013343","UPCB0013343",NA,NA,"57119","auto","2009","06",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:19:44-03","UFPR","UPCB","51396","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Romero, R.","Nakajima, J.N.","654","1994","12","07",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, morro próx. à sede administrativa","-46.3657989501953","-20.2453002929688",NA,"Arbusto ca. 0,8m, fruto imaturo esverdeado, campo rupestre, bastante frequente..","UPCB0013344","UPCB0013344",NA,NA,"57119","auto","2000","02",NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:19:44-03","UFPR","UPCB","84438","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Goldenberg, R. & Reginato, M.","Pirani, J.R.","121834","1991","12","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 125 da Rodovia Belo Horizonte-Conceição do Mato Dentro. Elevação atrás da Estátua do Velho Juca, além do Córrego. Afloramento rochoso dominado por Vellozia piresiana.","-43.7144012451172","-19.1688995361328",NA,"Arbusto entre rocha, 1,0m alt., ao sol, entre Vellozia piresiana. Fruto verde-amarelado..","UPCB0013340","UPCB0013340",NA,NA,"26557","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:19:44-03","UFPR","UPCB","51859","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Reginato, M.","Ferreira, F.M.","301","2002","11","01",NA,"Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,"Arbusto ca. 1m, pétalas alvas e estames roxos, frutos carnosos roxos. Campo rupestre, entre rochas..","UPCB0014790","UPCB0014790",NA,NA,"29865","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA
"41","2011-02-23 09:42:00-03","MO","MOBOT","3228047","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","R. Romero","J.N. Nakajima|R. Romero","Nakajima 655","1994","12","7","South America","Brazil","Minas Gerais",NA,"Morro próximo a sede administrativa, Parna Serra da Canastra, São Roque de Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-04-26 13:10:00-03","MO","MOBOT","101041842","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"Marcelo Reginato|et al.","Reginato 1404","2013","2","1","South America","Brazil","Minas Gerais","Santana do Riacho","Lapinha. Trilha para a cachoeira. -19.127086, -43.655291.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2019-06-24 08:25:00-03","MO","MOBOT","101137740","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","leacoriacea","Miconia leacoriacea","R. Goldenb.","fide Michelangeli et al.","Auguste F.M. Glaziou","Glaziou 16846","1887",NA,NA,"South America","Brazil","Minas Gerais",NA,"ad São João d'El Rey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"1",NA
"44","2015-10-22 10:03:01-02","UNIOESTE","UNOP","7645","S","Plantae",NA,NA,"Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.","Romero, R.","Guarçoni, E.","561","2003","08","31",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Lavras Novas.","-43.5080986022949","-20.2875003814697",NA,"Subarbusto de 1,5 m. Um por um raio de 10 m. Terrestre; Cerrado. Folhas pilosas, abaxialmente verde amarronzada; sépalas verdes amarronzadas; pétalas amarelas. Ramos jovens e sépalas, na parte externa, com tricomas amarronzados.",NA,NA,NA,NA,"44599","auto","2004","07",NA,NA,NA,NA,"15",NA,NA
"45","2021-02-03 17:00:43-03","UFMA","BMA","372","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"E. Guarçoni 561, M. A. Sartori & E. C. Martins",NA,"2003","08","30",NA,"Brasil","MG","Congonhas","Cadeia do Espinhaço, Serra da Moeda, RPPN Poço Fundo - CVRD","-43.8577995300293","-20.4997005462646",NA,"Subarbusto terrestre encontrado no cerrado, de 1,5 m.. Ramos jovens com tricomas amarronzados. Folha verde amarronzada abaxialmente e verde adaxialmente, pilosa; sépala amarronzada; pétala amarela.",NA,NA,"1200","1200","16368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","3343124","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"J. R. Pirani, M. T. Campos, L. R. Parra, F. Vitta & P. T. Sano","CFSC 12834","1991","12","7","South America - Neotropics","Brazil","Minas Gerais",NA,"Santana do Riacho: Serra do Cipó, km 125 da Rodovia Belo Horizonte-Conceição do Mato Dentro. Elevação atrás da Estátua do Velho Juca, além do Córrego.",NA,NA,NA,NA,"US02928725","US02928725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"47","2020-09-12 05:00:02-03","US","US","2772274","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"L. Monteiro S. & M. C. Vianna","87/306","1968","9","29","South America - Neotropics","Brazil","Minas Gerais",NA,"S. Tomé das Letras.",NA,NA,NA,NA,"US02928731","US02928731_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"48","2020-09-12 05:00:02-03","US","US","3336462","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"R. Romero & J. N. Nakajima","1500","1994","12","8","South America - Neotropics","Brazil","Minas Gerais",NA,"Procedência: Base do morro após o Curral de Pedras, Estrada para Sacramento, Parna Serra da Canastra, São Roque de Minas.",NA,NA,NA,NA,"US02928728","US02928728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"49","2020-09-12 05:00:02-03","US","US","3336461","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"R. Romero, J. N. Nakajima, V. L. G. Klein & M. Alcantara","2825","1995","9","26","South America - Neotropics","Brazil","Minas Gerais",NA,"Procedência: Estrada para a cachoeira dos Rolinhos, São Roque de Minas.",NA,NA,NA,NA,"US02928727","US02928727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"50","2020-09-12 05:00:02-03","US","US","2595929","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","coriacea","Leandra coriacea","Cogn.",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","22364","1969","1","21","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto do Brasil. Serra do Espinhaço. Ca. 20 km S.W. of Diamantina.",NA,NA,NA,NA,"US02928724","US02928724_01","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
