"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","infraspecificEpithet","fieldNumber","individualCount","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","886841","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","J. G. Jardim","544","1994","07","28","South America","Brazil","Bahia","Una","Reserva Biológico do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Picada Paralela ai Rio.","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886841","NY00886841_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","566179","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","J. G. Wessels Boer","Collector unspecified","s.n.","1832","06",NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","Enclosed [in packet] flowers not Moraceae <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566179","NY00566179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","566178","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","J. P. P. Carauta","B. D. Sucre","7847","1971","10","28","South America","Brazil","Rio de Janeiro",NA,"Guanabara. Restinga de Grumari",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566178","NY00566178_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","566182","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","A. M. Amorim","438","1991","11","20","South America","Brazil","Bahia","Itacaré","Ramal a esquerda na estrada Ubaitaba/Itacaré, a 4 km do loteamento da Marambaia","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566182","NY00566182_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02199815","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.",NA,"I. L. do Amaral","357","1982","11","06","South America","Brazil","Amazonas","Maraã","Rio Japurá, margem direita, Ati Paraná.","-66.560572","-2.157621","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330486' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199815","NY02199815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","886843","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","W. W. Thomas","11772","1998","02","09","South America","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso, Transect Quadrat 2","-39.58","-15.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886843","NY00886843_01","300","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01805921","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","P. Fiaschi","1086","2002","09","19","South America","Brazil","Bahia","Jussari","Rodovia Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264064' target='other'> <mi>dwc_moreinfo</mi></a>","NY01805921","NY01805921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","566193","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","J. R. Pirani","2913","1994","02","10","South America","Brazil","Bahia",NA,"Estrada Olivança - Buerarema, 37 km do início da estrada nao-pavimentada em Olivença",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566193","NY00566193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","566195","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","R. M. Silva","840","1993","05","13","South America","Brazil","Espírito Santo","Cachoeiro de Itapemirim","CACHOEIRA DE ITAPEMIRIM: Morro Grande, 3 km da ciade em direçao a derônimo Monteiro, atrás da serraria de pedras","-41.1128","-20.8492","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566195","NY00566195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1801304","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.",NA,"J. G. Jardim","4291","2004","12","02","South America","Brazil","Bahia","Elísio Medrado","Ca. 1 km do povoado de Monte Cruzeiro. Reserva Jequitibá (área experimental do GAMBÁ). Serra da Jibóia.","-39.4717","-12.8694","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020242' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801304","NY01801304_01","600","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","566176","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","N. T. da Silva","58429","1964","07","13","South America","Brazil","Bahia",NA,"Urucaca Experimental Station",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566176","NY00566176_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01805940","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","P. Fiaschi","2877","2005","03","18","South America","Brazil","Bahia","Camacan","Camacã: RPPN Serra Bonita, 9.7 km W de Camacã na estrada para Jacareci, ramal para a RPPN, ca. 6 km da entrada.","-39.5652778","-15.3916667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264072' target='other'> <mi>dwc_moreinfo</mi></a>","NY01805940","NY01805940_01","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","585790","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","W. W. Thomas","11986","1999","02","05","South America","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal, along road from entrance to visitor's center and road to E side of park.","-39.415","-16.86722222","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585790","NY00585790_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","566177","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","S. A. Mori","12015a","1979","06","15","South America","Brazil","Bahia","Itacaré","Estrada que liga a torre de Embratel com a estrada BR 101/Itacaré, a 5.8 km da entrada. Cerca de 25 km a SE de Ubaitaba","-39.2713273","-14.4201153","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566177","NY00566177_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01806267","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","A. M. Amorim","4560","2004","12","21","South America","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção à serra.","-39.2028","-14.7703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2156448' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806267","NY01806267_01","600","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","566198","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","G. Martinelli","2806","1977","08","01","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal do Jardim Botânico do Rio de Janeiro, Grotao, Pedra D'Agua","-43.2075","-22.9028","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566198","NY00566198_01","150","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01805851","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","W. W. Thomas","13734","2004","01","31","South America","Brazil","Minas Gerais","Salto da Divisa","Estação Repetidora de Salto da Divisa, 1.9 km S of road from Salto da Divisa to Itajimirim, 7.1 km E of Salto da Divisa.","-39.9214","-16.0286","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796969' target='other'> <mi>dwc_moreinfo</mi></a>","NY01805851","NY01805851_01","495","495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1015288","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.",NA,"J. G. Jardim","2745","2000","02","22","South America","Brazil","Bahia","Camamu","Rod. BA 650. Camamu/Travessão entrada a 15.7 km da sede municipal. Fazenda Zumbi dos Palmares (assentamento) ca. 1 km da rod. Ca. 6.3 km na viscinal para a Faz. Dandara.","-39.1389","-14.015","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104099' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015288","NY01015288_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","566200","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","B. D. Sucre","8493","1977","02","23","South America","Brazil","Rio de Janeiro",NA,"Guanabara. Estrada do alto da Boa Vista",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566200","NY00566200_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","566192","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","J. R. Pirani","3378","1994","12","04","South America","Brazil","Espírito Santo","Nova Venécia","Rodovia ES-137, a 1 km N do Córrego Boa Esperança","-40.4006","-18.7108","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566192","NY00566192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","55396","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","J. A. Kallunki","J. A. Kallunki","708","1995","04","21","South America","Brazil","Espírito Santo","Rio Bananal","Fazenda Sao Jorge, 18 km from church in Bananal on paved road from Bananal to Novo Brazil, behind house.","-40.3333015441895","-19.2649993896484","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00055396","NY00055396_01",NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02913108","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.",NA,"C. G. Pinto","18","1997","09","02","South America","Brazil","Rio de Janeiro","Mangaratiba","Trilha do Cambucá. Reserva Rio das Pedras. Reserva Rio das Pedras","-44.040599822998","-22.9596996307373","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3227919' target='other'> <mi>dwc_moreinfo</mi></a>","NY02913108","NY02913108_01","100","100","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01805852","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","W. W. Thomas","13769","2004","02","01","South America","Brazil","Bahia","Mun. Camacan","Fazenda Serra Bonita, Reserva Serra Bonita, 9.7 km W of Camacan on road to Jacarecí, then 6 km SW on road to RPPN Serra Bonita and Embratel tower.","-39.5652778","-15.3918056","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797087' target='other'> <mi>dwc_moreinfo</mi></a>","NY01805852","NY01805852_01","835","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","886842","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","L. A. Mattos Silva","4219","2000","10","06","South America","Brazil","Bahia","Caravelas","Km 16 da Rodovia Caravela/Alcobaça (BA 001).","-39.2247","-17.6208","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886842","NY00886842_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","632492","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","K. Almeida","K. Almeida","111","2001","01","24","South America","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.9503","-8.0128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632492","NY00632492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","632493","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","K. Almeida","K. Almeida","143","2001","06","13","South America","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.9503","-8.0128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632493","NY00632493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","632490","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.",NA,"M. J. N. Rodal","759","2000","01","04","South America","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.9503","-8.0128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632490","NY00632490_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","585792","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","J. G. Jardim","1878","1999","01","01","South America","Brazil","Bahia","Jussari","Rod. Jussari- Palmira, entrada ca. 7.5 km Faz. Teimoso, 1.5 km E da entrada. Reserva o Patrimônia Natural (RPPN), Serra do Teimoso","-39.58","-15.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585792","NY00585792_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
