"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","typeStatus","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","relationshipType","coordinatePrecision","geoFlag","fieldNumber","infraspecificEpithet","individualCount","sex"
"47","2019-10-07 09:34:52-03","UEFS","HUEFS","197474","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand",NA,"Souza, M.L","707","1985","03","09",NA,"Brasil","Santa Catarina","Ilhota","Morro do baú.","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"HUEFS0197474","HUEFS0197474","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,"18275","auto",NA,NA,NA,NA
"48","2019-10-07 09:34:52-03","UEFS","HUEFS","87754","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand",NA,"Hatschbach, G.",NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Blumenau","Morro spitskopf.","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"HUEFS0087754",NA,"Rosanae","Isótipo",NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA
"49","2019-10-07 09:34:52-03","UEFS","HUEFS","73314","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand",NA,"Cordeiro, J.","1343","1996","10","24",NA,"Brasil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HUEFS0073314",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"50","2019-10-07 09:34:52-03","UEFS","HUEFS","87752","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand",NA,"Reitz","4159","1960","02","06",NA,"Brasil","Santa Catarina","Blumenau","Morro Spitzkopf.","-49.0661010742188","-26.9193992614746",NA,NA,NA,"Mata.","HUEFS0087752",NA,"Rosanae","Isótipo",NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA
"51","2020-11-23 11:38:56-03","IAC","IAC","53950","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","L.D. Meireles","J.A.M.A. Gomes","s/nº","2012","10","20",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba, parcela I","-45.0711","-23.4339",NA,NA,NA,"sp.5 coordenadas do material: 23º22#?#01S, 45º05#?#01W, 350 m s.n.m.",NA,NA,NA,NA,"-45.0711","-23.4339",NA,"2013","01","20",NA,NA,NA,NA,NA,NA,NA
"52","2020-11-23 11:38:56-03","IAC","IAC","53954","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","J.A.M.A. Gomes","J.A.M.A. Gomes","s/nº","2012","10","20",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba, parcela I","-45.0711","-23.4339",NA,NA,NA,"sp.2 coordenadas do material: 23º22#?#01S, 45º05#?#01W, 350 m s.n.m.",NA,NA,NA,NA,"-45.0711","-23.4339",NA,"2012","10","20",NA,NA,NA,NA,NA,NA,NA
"53","2020-11-23 11:38:56-03","IAC","IAC","53996","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","A.C.O. Souza et al.","A.C.O. Souza; L.C. Bernacci & R. Belinelo","53","2012","03","16",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca","-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,NA,NA,"-45.109914","-23.360372",NA,"2012","03","16",NA,NA,NA,NA,NA,NA,NA
"54","2020-09-22 13:48:58-03","USP","SPFW","1070","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","C.D.Legrand 1961","Reitz ;Klein","4159","1960","02","06",NA,"Brasil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746","900","900",NA,"Isotypus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA
"55","2020-11-12 17:01:48-03","UEL","FUEL","45766","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Sobral, M","Godoy, MB; Verdi, M; Dreveck, S","80","2007","12","13",NA,"Brasil","Santa Catarina","Mafra","Butiá II","-49.680556","-26.550556",NA,NA,NA,"Latitude 631481 S. Longitude 7062721 W.","FUEL007490",NA,NA,NA,"-49.680556","-26.550556",NA,"2008","04","01",NA,NA,NA,NA,NA,NA,NA
"56","2020-11-12 17:01:48-03","UEL","FUEL","41652","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Sobral, MEG","Vieira, FCS","722","2004","12","25",NA,"Brasil","Santa Catarina","Joinville","Castelo dos Bugres","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"FUEL007493",NA,NA,NA,NA,NA,NA,"2005","04","30",NA,"37150","auto",NA,NA,NA,NA
"57","2019-12-05 14:48:38-03","UFSCar","SORO","7864","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","E.H.P. Barretto & M.F.Santos","Barretto, E.H.P.; Garcia, R.J.F.; Pascalicchio, F.F.; Carvalho, A.G.","1147","2016","12","20",NA,"Brasil","São Paulo","São Paulo","Parelheiros, Estr. de marsilac. Mata.","-46.74","-23.838889","899","899",NA,"Árvore, 14m alt., casca fendilhada; botões com base vinácea; frutos verdes.",NA,NA,NA,NA,"46°44'24''W","23°50'20''S",NA,"2017","01",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-08-20 20:40:23-03","UFSC","FLOR","7017","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Sobral, M.","Souza, M.L.; D.B.Falkenberg & Silva Filho, F.A. da","707","1985","03","09",NA,"Brasil","Santa Catarina","Ilhota","Morro do baú.","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"FLOR0007017",NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,"18275","auto",NA,NA,NA,NA
"59","2020-08-20 14:58:12-03","UFSC","FLOR","23788","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Sobral, M.","Falkenberg, D.B.; Iza, O.","6613","1994","04","09",NA,"Brasil","Santa Catarina","Ilhota","Morro do Baú, ao longo da trilha para o topo.","-48.8272018432617","-26.8997001647949","800","800",NA,"arvoreta, 5m altura, fruto imaturo","FLOR0023788",NA,NA,NA,NA,NA,NA,"2017","02","24",NA,"18275","auto",NA,NA,NA,NA
"60","2020-08-20 14:58:12-03","UFSC","FLOR","5452","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand",NA,"Reitz, R.; Klein, R.M.","9930","1960","09","08",NA,"Brasil","Santa Catarina","Rancho Queimado","Serra da Boa Vista.","-49.0217018127441","-27.6725006103516","800","800",NA,"arvoreta, Fruto Maduro, roxo escuro, 6m altura","FLOR0005452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17361","auto",NA,NA,NA,NA
"61","2020-01-31 10:39:07-03","IFAM","EAFM","13610","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Sobral, M.","Scarponi, T.M.; Heineberg, M.R.","139","2013","04","25",NA,"Brasil","Santa Catarina","TI Ibirama-Laklãnõ","Aldeia Bugio, Capoeira, área queimada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","11",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:43:45-03","UFRGS","ICN","004450","S","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand","Legrand, CD","Reitz, R; Klein, RM","4159","1960","02","06","América do Sul","Brasil","SC","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746","900","900",NA,"lenho na xiloteca.; Árvore de 9m, flor branca; Habitat mata","ICN00000377","ICN00000377 ICN00000377_1",NA,"Isotypus",NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA
"63","2021-02-08 12:43:45-03","UFRGS","ICN","124695","S","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand",NA,"Sobral, M; Sevegnani, L","9526","2002","02",NA,"América do Sul","Brasil","SC","Blumenau","Morro Santo Antônio","-49.0661010742188","-26.9193992614746",NA,NA,NA,"Árvore 10-12m; em interior de mata nebular; flores brancas; casca rugosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA
"64","2020-08-26 10:49:52-03","MCN-FZBRS","HAS","87590","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Legrand, C. D.","Reitz","4159","1960","02",NA,NA,"Brasil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,NA,"Na mata. Arvoreta 9m alt. Flor branca. Guamirim araçá.","HAS0087590",NA,NA,"Isotypus",NA,NA,NA,"1961",NA,NA,NA,"34291","auto",NA,NA,NA,NA
"65","2019-11-21 10:11:05-03","IBt","SP","370799","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Lourenço, AR","Cordeiro, J; Barbosa, E","1343","1996","10","24",NA,"Brasil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"SP056314","SP056314",NA,NA,NA,NA,NA,"2015","11","06",NA,"17116","auto",NA,NA,NA,NA
"66","2010-08-16 16:42:17-03","GH","HU-HERB","GH 00068928","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand",NA,"R. Reitz & R. M. Klein","4159","1960",NA,NA,"South America","Brazil","Santa Catarina",NA,"Morro Spitzkopf, Blumenau, mata, 900 m",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4159",NA,NA,"undetermined"
