"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber","sex"
"48","2020-12-21 16:38:23-03","MBM","MBM","394133","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Ariati, V.","2012","01","06","Ariati, V.; Bonaldi, R.A.; Bonaldi, R.A.","2012","01","06","Brazil","Paraná","Ortigueira","UHE Mauá","-50.723333","-24.111389","-50.723333","-24.111389","520","750","Epífita. Pétalas e sépalas verdes com pontuações vinosas. Lobos do labelo verdes. Coluna e porção central do labelo com pontuações roxas.","MBM394133","MBM394133",NA,NA,"588","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:38:25-03","MBM","MBM","403743","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Engels, M.E.","2015","11","02","Engels, M.E.","2015","11","02","Brazil","Mato Grosso","Itaúba","Resgate da Flora da UHE Colíder, Lote G de supressão","-55.448333","-11.011111","-55.448333","-11.011111","264","264","Epífita cespitosa. Caule 80-100 cm compr., cilíndrico. Folhas verdes. Inflorescência pendente, com brácteas imbricadas na base. Flores com pétalas e sépalas verdes com pintas castanhas. Labelo alvo com extremidades esverdeadas, centr","MBM403743","MBM403743",NA,NA,"3752","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:38:25-03","MBM","MBM","417217","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Engels, M.E.","2016","10","12","Engels, M.E.","2016","10","12","Brazil","Mato Grosso","Itaúba","Resgate da Flora da UHE Colíder","-55.2764015197754","-11.0616998672485",NA,NA,NA,NA,"Erva epífita, cespitosa. Caule cerca de 60cm de comprimento. Folhas verdes. Inflorescência decendente, com brácteas imbricadas na base; raque castanha. Flores ressupinadas, pétalas e sépalas verde amareladas pintalgadas de castanho,","MBM417217","MBM417217",NA,NA,"4841","Southern America",NA,"111180","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:38:23-03","MBM","MBM","29397","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1974","01","24","Brazil","Paraná","Cerro Azul","Barra Rio Bom Sucesso","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"MBM029397","MBM029397",NA,NA,"33753","Southern America",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:38:23-03","MBM","MBM","321638","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Menini Neto, L.","2008","01","15","Borgo, M.; et al.; et al.","2003","04","14","Brazil","Paraná","Guaraqueçaba","Reserva Natural Itaqui, trilha do Rio do Poço","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita em tronco caído, flor creme com manchas vináceas, labelo branco com ápice rosa. Floresta inundável","MBM321638","MBM321638",NA,NA,"s.n.","Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:38:23-03","MBM","MBM","14508","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1970","01","06","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM014508","MBM014508",NA,NA,"23296","Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:38:25-03","MBM","MBM","48984","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1961","12","07","Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM048984","MBM048984",NA,NA,"8703","Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:38:25-03","MBM","MBM","48992","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","1965","12","07","Brazil","Paraná","Maringá","Horto Florestal","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,NA,"MBM048992","MBM048992",NA,NA,"13234","Southern America",NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:38:25-03","MBM","MBM","5016","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1967","01","02","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM005016","MBM005016",NA,NA,"15601","Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:38:23-03","MBM","MBM","250515","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Menini Neto, L.","2008","01","15","Motta, J.T.; et al.; et al.","1987","06","07","Brazil","Paraná","Pinhão","Segredo","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"Epífita a 7m de altura; sépalas e pétalas verdes, base do labelo verde e o resto branco; manchas lilases abaixo do rostro","MBM250515","MBM250515",NA,NA,"962","Southern America",NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA
"58","2018-01-15 14:15:12-02","MNHN","RECOLNAT_MNHN_P","P00467485","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Regnell, A.F.","1847",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbier A. Glaziou <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00467485' target='other'> <mi>dwc_moreinfo</mi></a>","P00467485","P00467485_01",NA,NA,NA,NA,"hb",NA,NA,NA,"III 1149",NA,NA,NA,NA,NA
"59","2015-09-03 19:32:14-03","MNHN","RECOLNAT_MNHN_P","P00467486","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Regnell, A.F.","1847",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbier A. Glaziou <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00467486' target='other'> <mi>dwc_moreinfo</mi></a>","P00467486","P00467486_01",NA,NA,NA,NA,"hb",NA,NA,NA,"III 1149",NA,NA,NA,NA,NA
"60","2015-09-05 10:45:19-03","MNHN","RECOLNAT_MNHN_P","P00467487","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Glaziou, A.","1878","12","22","Brésil",NA,NA,"Lorangeiras, Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Herbier A. Glaziou <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00467487' target='other'> <mi>dwc_moreinfo</mi></a>","P00467487","P00467487_01",NA,NA,NA,NA,"hb",NA,NA,NA,"11619",NA,NA,NA,NA,NA
"61","2015-09-05 10:45:19-03","MNHN","RECOLNAT_MNHN_P","P00467488","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Garay",NA,NA,NA,"Funck, N.|Schlim",NA,NA,NA,"[Venezuela]",NA,NA,"Caripe",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00467488' target='other'> <mi>dwc_moreinfo</mi></a>","P00467488","P00467488_01",NA,NA,NA,NA,"hb",NA,NA,NA,"244",NA,NA,NA,NA,NA
"62","2015-09-05 10:45:18-03","MNHN","RECOLNAT_MNHN_P","P00467489","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Schomburgk, M.R.",NA,NA,NA,"Guyane britannique",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00467489' target='other'> <mi>dwc_moreinfo</mi></a>","P00467489","P00467489_01",NA,NA,NA,NA,"hb",NA,NA,NA,"424",NA,NA,NA,NA,NA
"63","2015-09-04 12:29:25-03","MNHN","RECOLNAT_MNHN_P","P00484513","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Batista",NA,NA,NA,"Regnell, A.F.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484513' target='other'> <mi>dwc_moreinfo</mi></a>","P00484513","P00484513_01",NA,NA,NA,NA,"hb",NA,NA,NA,"III 2019",NA,NA,NA,NA,NA
"64","2020-10-01 14:26:00-03","JBB","HEPH","17682","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Silva, JBF da","2002","09","26","Salles, AEH; et al.","2001","10","03","Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"Cultivada no banco de germoplasma do Jardim Botânico de Brasília",NA,NA,"Monocotyledon","Asparagales","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:44:28-03","UFMG","BHCB","107955","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,"2005",NA,NA,"Silva, JM; Ferreira, LA; Abe, LM","1999","01","14","Brasil","Paraná","Adrianópolis","Córrego do Franco","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Epífita, flor creme com máculas vinosas, labelo alvo.; Floresta atlântica.","BHCB001343","BHCB001343","Monocotyledon",NA,"2845","Southern America",NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:20:55-03","UFPR","UPCB","87327","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Ariati, V.","2012","01","06","Ariati, V.","2012","01","06","Brasil","Paraná","Ortigueira","UHE Mauá","-50.723333","-24.111389","-50.723333","-24.111389",NA,NA,"Epífita. Pétalas e sépalas verdes com pontuações vinosas. Lobos do Labelo verdes. Coluna e porção central do labelo com pontuações roxas..",NA,NA,NA,NA,"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2014-01-22 12:40:00-02","MO","MOBOT","2821022","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Germán Carnevali",NA,NA,NA,"W.L. Balée|O. Álvares da Silva","1993","8","14","Bolivia","Beni",NA,"Dry creekbed.","-64.40972","-14.80305",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balée 5090","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","2820916","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"* ICONES",NA,NA,NA,"Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICONES 077","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-16 14:27:00-03","MO","MOBOT","101234277","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Cited by M. Kolanowska et al., Orchids of Valle del Cauca, vol 2: 100",NA,NA,NA,"Manuel López-Figueiras",NA,NA,NA,"Colombia","Valle del Cauca","Palmira","Cordillera Central, canadas del Rio Agua-Clara, Canta Claro, cercanias de Palmiral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"López-Figueiras 8098","South America",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"70","2011-03-29 14:14:00-03","MO","MOBOT","1314022","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","J.T. Atwood (SEL)",NA,NA,NA,"José Campos de la Cruz|J. Pezantes","1997","7","7","Peru","Cajamarca","San Ignacio","Namballe. Caserio Las Abejas. Bosque secundario.","-79.16666","-4.96666",NA,NA,"690.00000000","870.00000000",NA,NA,NA,NA,NA,"Campos de la Cruz 4086","South America",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"71","2011-05-04 19:46:00-03","MO","MOBOT","1730345","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","D. Bennett",NA,NA,NA,"Gloria Calatayud|José Campos de la Cruz|M. Huamán|Jorge Lingán","2000","7","11","Peru","Cajamarca","San Ignacio","San José de Lourdes, Crucero","-78.9275","-5.07805",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,"Calatayud Hermosa 550","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-01-31 13:14:00-03","MO","MOBOT","1965247","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Hipólito Ruiz L.|José A. Pavón","1778","9",NA,"Peru","Pasco","Oxapampa","Without further locality information. [Habitat supra arbores in nemoribus Pozuzo. Floret Septembri et Octobri]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruiz López 4/77","South America",NA,NA,NA,NA,NA,"1","Original Material",NA,NA,NA
"73","2009-07-21 23:34:00-03","MO","MOBOT","2481182","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Per Dusén",NA,NA,NA,"Brazil","Paraná",NA,"Jaguariaiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 11554","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2013-08-23 04:12:00-03","MO","MOBOT","3577638","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Roberto Vásquez","1979","9","24","Bolivia","Santa Cruz","Ichilo","El Chore","-64.5833333","-16.5833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vásquez C. 184","South America",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"75","2008-12-27 03:32:00-02","MO","MOBOT","3586112","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Foster's 1958 catalog notes file",NA,NA,NA,"Henry H. Rusby",NA,NA,NA,"Bolivia",NA,NA,"gorge of Rio Bopi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rusby 560","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","649928","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Calaway H. Dodson","1987","11","30","Ecuador","Napo",NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,"Dodson 17314","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2011-02-23 09:58:00-03","MO","MOBOT","2821119","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Rev. Pabst, 22 May",NA,NA,NA,"Anders F. Regnell",NA,NA,NA,"Brazil","Minas Gerais",NA,"Caldas.","-46.38333","-21.93333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regnell 1149","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-06-09 17:10:00-03","MO","MOBOT","655754","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Calaway H. Dodson|et al.","1979","2","2","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,"Dodson 7607","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","665448","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Calaway H. Dodson","1960","7","26","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,"Dodson 170A","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","671341","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Calaway H. Dodson","1960","7","26","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,"Dodson 175","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2009-08-05 16:34:00-03","MO","MOBOT","2821084","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","C.H. Dodson",NA,NA,NA,"Erich Werdermann","1926","9",NA,"Bolivia","Beni",NA,"Trinidad-Missiones Guarayos.","-63.19","-15.89",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,"Werdermann 2590","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2011-09-27 12:15:00-03","MO","MOBOT","3336226","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Eric Hagsater (AMO)",NA,NA,NA,"Edgardo M. Ortiz V.","2006","3","24","Peru","Cajamarca","Jaén","Dist. Santa Rosa. 3 km al N del pueblo de Santa Rosa.","-78.57","-5.41916",NA,NA,"1250.00000000","1600.00000000",NA,NA,NA,NA,NA,"Ortiz 1174","South America",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA
"83","2008-12-19 03:32:00-02","MO","MOBOT","3585959","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","raniferum","Epidendrum raniferum","Lindl.","Foster's 1958 catalog notes file",NA,NA,NA,"T. Herzog","1911","4",NA,"Bolivia",NA,NA,"Yungas de San Mateo",NA,NA,NA,NA,"1700.00000000",NA,NA,NA,NA,NA,NA,"Herzog 1982","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2018-09-12 14:48:23-03","UNIOESTE","UNOP","1937","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Ariati, V.","2012","01","06","Ariati, V.; Bonaldi, R.A.; Bonaldi, R.A.","2012","01","06","Brasil","Paraná","Ortigueira","Mauá","-50.723333","-24.111389","-50.723333","-24.111389","520","520","Epífita. Pétalas e sépalas verdes com pontuações vinosas. Lobos do labelo verdes. Coluna e porção central do labelo com pontuações roxas.",NA,NA,NA,NA,"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-08-31 09:19:33-03","INPA","INPA","75056","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Hágsater, E","2017",NA,NA,"Macêdo, M","1976","08","27","Brasil","Pará","Itaituba","Rodovia Cuiabá-Santarém Km 948, Rodovia Cuiabá-Santarém, Km 948.","-55.9","-4.6","-55.9","-4.6",NA,NA,NA,"INPA0075056","INPA0075056 INPA0075056_e INPA0075056_e1","Monocotyledon","Asparagales","488","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:48:16-03","MBML","MBML-HERBARIO","32898",NA,"Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","R.R. Vervloet/12-03-2008",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2007","08","28","Brasil","Espírito Santo","Santa Leopoldina","Pedra Branca. Prop. Crist. Bremenkanp","-40.495278","-20.035556","40W29'43","20S2'8","250","250","Terrestre, estéril, só cultivo. Herborizada por R.R. Vervloet em 18/12/2007: flores de cor verde com máculas de cor vinho.","MBML032898","MBML032898",NA,NA,"3299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-07-10 09:48:16-03","MBML","MBML-HERBARIO","34807",NA,"Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","L. Kollmann/28-04-2008",NA,NA,NA,"L. Kollmann; A.P. Fontana, E. Leme & M. Zanoni","2008","04","28","Brasil","Espírito Santo","Água Doce do Norte","Santa Luzia do Córrego Azul","-41.121111","-18.421667","41W7'16","18S25'18",NA,NA,"Erva 2cm, meia sombra. Sépalas e pétalas amarelo com máculas vináceas. Coluna branca com ápice lilás. Labelo base lilás, ápice amarelo.","MBML034807","MBML034807",NA,NA,"10985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-02-25 10:11:26-03","CVRD","CVRD","4815","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pavon.","J. T. Atwood","1995","06","30","Folli, D.A.","1994","01","21","BRASIL","ES","Linhares","Erva epífita.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Orquídea estrela verde","CVRD004815","CVRD004815","Magnoliophyta","Asparagales","2191","América do Sul",NA,"48094","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","1208175","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","alexandri","Epidendrum alexandri","Schltr.",NA,NA,NA,NA,"A. C. Brade","1921",NA,NA,"Brazil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","7801","South America - Neotropics",NA,"55628","auto","Monocotyledonae",NA,"1","Type collection",NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","2451332","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"M. López Figueiras","1962","10","25","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","8098","South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US","2466954","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"J. A. Steyermark","1961","1","16","Venezuela","Bolivar",NA,NA,NA,NA,NA,NA,"500","600",NA,NA,NA,NA,"Orchidales","88524","South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","2451318","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"M. López Figueiras","1962","10","25","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","8098","South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA,NA
"93","2020-09-12 05:00:02-03","US","US","27316","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","raniferum","Epidendrum raniferum",NA,NA,NA,NA,NA,"H. H. Rusby","1886","2",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,"3048","3048",NA,NA,NA,NA,"Orchidales","2737","South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","2102471","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","raniferum","Epidendrum raniferum",NA,NA,NA,NA,NA,"G. Gutiérrez V., J. Correa V. & L. E. Valderrama V.",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","276","South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA,NA
"95","2020-09-12 05:00:02-03","US","US","203845","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","raniferum","Epidendrum raniferum",NA,NA,NA,NA,NA,"A. F. Regnell","1849",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","1149","South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA,NA
"96","2021-03-25 13:53:02-03","UNIVILLE","JOI","14860","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Mancinelli, W. S.","2007","01","10","Mancinelli, W.S.","2007","01","10","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,NA,"400","400","; HABITO: Epífita","JOI014860",NA,NA,NA,"746",NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"97","2019-10-07 09:19:56-03","UEFS","HUEFS","12365","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","A.T.de Brito","1995","10",NA,"Ganev, W.","1992","10","22","Brasil","Bahia","Piatã",NA,"-41.866667","-13.333333","41W52'","13S20'","1680","1680",NA,"HUEFS0012365","HUEFS0012365","Angiospermae","Asparagales","1301",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"98","2019-10-07 09:19:56-03","UEFS","HUEFS","70812","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Azevedo, C.","2003","03","29","Brasil","Bahia","Elísio Medrado","Serra da Jibóia, Morro do líreos.","-39.466667","-12.866667","39W28'","12S52'",NA,NA,"campo rupestre.","HUEFS0070812","HUEFS0070812","Angiospermae","Asparagales","183",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"99","2019-10-07 09:19:56-03","UEFS","HUEFS","7281","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","A.T.de Brito","1995","10",NA,"Pinto, G.C.P.","1980","03","24","Brasil","Bahia","Ibicoara",NA,"-41.2846984863281","-13.4105997085571",NA,NA,NA,NA,NA,"HUEFS0007281","HUEFS0007281","Angiospermae","Asparagales","15180",NA,NA,"34188","auto","Lilianae",NA,NA,NA,NA,NA,NA
