"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"671","2020-11-04 11:18:15-03","ESALQ","ESA","27103","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Jung-Mendaçolli, S.L.","Souza, V.C.; Souza, J.P.; Ivanauskas, N.M.; Duarte, A.R.; Eterovic, A.; Marques, O.A.V.","11074.0","1996","04","11","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,"ESA027103","ESA027103","Ilha da Queimada Grande","2007",NA,NA,NA,NA,"Arbusto, ca. 3 m alt.; frutos imaturos verdes. Beira de mata.","26998","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2020-11-04 11:18:15-03","ESALQ","ESA","75540","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","Hitchc.",NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","274.0","2001","04","18","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758","-46,922,306","-24,230,861","ESA075540","ESA075540","Loteamento Maramba II, 6km de Itanhaém em direção a Peruíbe. Floresta de restinga paludosa com predomínio de guanandi (Calophyllum brasiliense Cambess.) em alguns trechos",NA,NA,NA,"5","5","Arbusto escandente, frutos imaturos verdes. Borda de restinga.","26998","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2020-11-04 11:18:15-03","ESALQ","ESA","132121","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Paula-Souza, J.","Paula-Souza, J.; Árbocz, G.; Polisel, R.T.; Gonçalves, L.N.","11434.0","2013","02","07","Brasil","Mato Grosso","Alto Araguaia","-53.2153015136719","-17.3146991729736",NA,NA,"ESA132121",NA,"Margens do rio Ariranha. Floresta de galeria","2013","04","01",NA,NA,"Arbusto com ramos pendentes, frutos alvos","100273","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2020-11-04 11:18:15-03","ESALQ","ESA","11089","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","L.","Jung-Mendaçolli, S.L.","Bernacci, L.C.","419.0","1990","05","25","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"ESA011089",NA,"Mata Mesofila Semidecidua","2009","10","27",NA,NA,NA,"23900","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2020-11-04 12:15:58-03","ESALQ","ESA","138883","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Souza, V.C.","Souza, V.C.","40570.0","2017","04","04","Brasil","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752","-43,856,000","-19,556,017","ESA138883",NA,"Ramal que sai da estrada Jaboticatubas - Lagoa Santa. Cerrado.","2017","04","04",NA,NA,"Arbusto, ca. 2 m alt.; frutos imaturos roxos passando a alvos.","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2020-11-04 12:15:58-03","ESALQ","ESA","137696","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Souza, V.C.","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Souza, M.A.S.S.C.","39643.0","2015","12","15","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"ESA137696",NA,"Reserva Ecológica do IBGE. Mata de brejo do Córrego do Roncador em área de cerrado.","2015","12","15",NA,NA,"Arbusto, ca. 2,5 m alt.; corola creme.","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2020-11-04 12:15:58-03","ESALQ","ESA","134033","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba",NA,NA,"Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M., Ivanauskas, N.M., Tamashiro, J.Y.","479.0","2009","04","17","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783","50?33' 27''","24? 19' 44''","ESA134033",NA,"Trilha do vale do Rio Varanal",NA,NA,NA,NA,NA,"trepadeira, flor amarela, com fruto","35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2021-01-14 15:33:23-03","MN","R","10327","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Segadas-Vianna","Glaziou, A.F.M.","9864","1877","07","25","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000010327","R000010327_001",NA,"1965","03","23",NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2021-01-14 15:33:23-03","MN","R","10328","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Kirkbride, J. H.","Glaziou, A.F.M.","17643","1888","12","21","Brasil","Minas Gerais","Itabira do Campo",NA,NA,NA,NA,"R000010328","R000010328_001","Rio das Velhas","1983",NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2021-01-14 15:33:23-03","MN","R","144284","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"Freire Allemão, F.",NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"R010056880","R010056880_001",NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2021-01-14 15:33:23-03","MN","R","24076","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Standley, P.C.","Freire Allemão, F.",NA,"1859","03",NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"R010057912","R010057912_001",NA,"1931","01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2021-01-14 15:33:23-03","MN","R","24077","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Standley, P.C.","Freire Allemão, F.; Cysneiros, M.","816","1860","01",NA,"Brasil","Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,"R010057917","R010057917_001 R010057917_002 R010057917_003 R010057917_004 R010057917_005 R010057917_006 R010057917_007",NA,"1932","01","30",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará.","30071","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2021-03-31 13:41:32-03","MN","R","212278","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Gomes, M.","Gomes, M.","859","2005","05","21","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","2021-03-31 13:41:32-03","MN","R","212323","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Paiva, A.M.","Paiva, A.M.","611","2010","11","07","Brasil","Rio de Janeiro","Paty do Alferes","-43.4185981750488","-22.4286003112793",NA,NA,NA,NA,"Divino Vale","2011","12","01","800","800",NA,"18359","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2021-01-14 15:33:23-03","MN","R","10349","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Kirkbride, J. H.","Glaziou, A.F.M.","6563","1873","04","15","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"R000010349","R000010349_001","Gavea","1983",NA,NA,NA,NA,"Plantas do Brasil Central","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2021-03-31 13:41:32-03","MN","R","212267","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Gomes, M.","Gomes, M.","848","2005","01","10","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,"Praia do Pontal",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2021-03-31 13:41:32-03","MN","R","212273","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Gomes, M.","Gomes, M.","854",NA,NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,"Praia Grande",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2021-03-31 13:41:32-03","MN","R","212271","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Gomes, M.","Gomes, M.","852","2005","01","11","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,"Praia Grande",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2021-03-31 13:41:32-03","MN","R","212222","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Gomes, M.","Gomes, M.","801","2004","07","04","Brasil","Rio de Janeiro","Araruama","-42.3431015014648","-22.8728008270264",NA,NA,NA,NA,"Próximo a Lagoa Pitinguinha",NA,NA,NA,NA,NA,NA,"38914","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2021-03-31 13:41:32-03","MN","R","212288","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Gomes, M.","Gomes, M.","869","2005","09","09","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Restinga da Marambaia",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2021-03-31 13:41:32-03","MN","R","212283","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Gomes, M.","Gomes, M.","864","2005","09","09","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Restinga da Marambaia",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2021-01-14 15:33:23-03","MN","R","24078","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","densifolia","Chiococca densifolia","Mart.","Standley, P.C.","Freire Allemão, F.; Cysneiros, M.","814","1859","02",NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"R010057916","R010057916_001 R010057916_002 R010057916_003",NA,"1932","01","30",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2021-03-22 17:46:35-03","UFPI","TEPB","8566","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitche.",NA,"A. Sérgio",NA,"1995","06",NA,"Brasil","Ceará","Piracuruca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","2021-03-22 17:46:35-03","UFPI","TEPB","27778","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchic.","Jardim, J. G.","Jardim, J. G.","5607","2010","03","20","Brasil","Rio Grande do Norte","Extremoz","-35.208056","-5.701111","35°12'29W","05°42'04S",NA,NA,"APA Jenipabu","2010","03","20","20","20","arbusto escandente, 1-2 metros de altur, folahs cartáceas verde-escuro com a face inferior mais clara. Corola creme, cálice verde Ambiente: Restinga <ll>dwc_commonname:</ll> Cainana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","2021-03-12 01:36:19-03","UFPI","TEPB","22519","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","CHAVES, E. M. F.","L. Santos","210","2006","03","19","Brasil","Piauí","Monsenhor Gil","-42.6077995300293","-5.56416988372803",NA,NA,NA,NA,"Fazenda Saquinho, Carvalho.","2004","01","19",NA,NA,"arbusto 3m, frutos imaturos verdes, substrato pedregoso, pouco frequente. Ambiente: Cerrado","20710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","2021-03-12 01:36:19-03","UFPI","TEPB","22524","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","CHAVES, E. M. F.","L. Santos","306","2006","08","27","Brasil","Piauí","Monsenhor Gil","-42.6077995300293","-5.56416988372803",NA,NA,NA,NA,"Fazenda Saquinho, Chapada alta.","2004","02","23",NA,NA,"arbusto 2m, fruto verde imaturo, solo arenoso, muito freqüente. Ambiente: Cerrado","20710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","2020-11-19 10:25:12-03","CPAP","CPAP","17176","PreserverdSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"Pott, A.","7943","1998","04","05","Brasil","MS","Aquidauana","-56.368611","-19.856944","56°22'07'' W","19°51'25'' S",NA,NA,"Estância Caiman; Sub-região de Miranda; Pantanal",NA,NA,NA,"95","95","Arbusto escandente. FLOR: não vista. FRUTO: azulado claro. INTERESSE: Forrageira; ornamental. FREQUÊNCIA: Ocasional. AMBIENTE: Florestal com Scheelea. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2020-11-19 10:25:12-03","CPAP","CPAP","17219","PreserverdSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"Pott, A.","7986","1998","04","10","Brasil","MS","Miranda","-56.383333","-19.978056","56°23' W","19°58'41'' S",NA,NA,"Estância Caiman; periferia do Pantanal",NA,NA,NA,"100","100","Arbusto escandente 1-3m de altura. FLOR: esverdeada. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão. SUBSTRATO: solo arenoso ou cascalhento. RELEVO: plano convexo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2020-11-19 10:25:12-03","CPAP","CPAP","23083","PreserverdSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","A. Pott","Pott, A.","9534","2002","02","26","Brasil","MS","Camapuã","-54.277778","-19.316667","54°16'40'' W","19°19' S",NA,NA,"Rio Coxim, estrada MS-142 Camapuã até áreado","2002",NA,NA,NA,NA,"Arbusto escandente flores ausentes e frutos de cor branca. Flor esverdeada, obsErvada em outro local. Interesse Levantamento florístico., frequência espersa. Mata ciliar em cerrado,. Solo: arenoso-vermelho,. Relevo: vale.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2020-11-19 10:25:12-03","CPAP","CPAP","23137","PreserverdSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","A. Pott","Pott, A.","9664","2002","04","19","Brasil","MS","Rio Brilhante","-54.307222","-21.909167","54°18'26'' W","21°54'33'' S",NA,NA,"Reserva Legal de Fazenda, 32Km SE de Rio Brilhante a Ipezal","2002",NA,NA,NA,NA,"Arbusto escandente flores ausentes e frutos de cor branca, interesse fruto para fauna, frequência Esparsa.. Borda de floresta semidecídual,. Solo: latos.Solo:,. Relevo: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2020-11-19 10:25:12-03","CPAP","CPAP","2620","PreserverdSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"Pott, A.","2337","1986","11","20","Brasil","MS","Corumbá","-57","-19.5","57°00' W","19°30' S",NA,NA,"Fazenda Sagrado; Sub-região do Abobral; Pantanal",NA,NA,NA,"90","90","Trepadeira escandente. FLOR: amarela. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Caapão (ilha de mata) semidecíduo. SUBSTRATO: solo calcimórfico petrocálcico derivado de conchas. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2020-11-19 10:25:12-03","CPAP","CPAP","7514","PreserverdSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","E. Cabral","Pott, A.","5464","1990","01","30","Brasil","MS","Corumbá","-56.65","-18.983333","56°39' W","18°59' S",NA,NA,"Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Reserva Biológica","1994",NA,NA,"90","90","Arbusto escandante 1-3m de altura, ramos perpendiculares. FLOR: creme-amarelada. FRUTO: branco. INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Cerradão mesotrófico. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano convexo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2020-11-19 10:25:12-03","CPAP","CPAP","16739","PreserverdSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","G. Hastchbach","Hatschbach, G.","65423","1996","11","08","Brasil","MT","Pontes e Lacerda","-59.3353004455566","-15.2260999679565",NA,NA,NA,NA,"Rodovia BR-174, próximo ao km 166","1997",NA,NA,NA,NA,"Apoiante. FLOR: creme. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Floresta. SUBSTRATO: . RELEVO: .","110136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2015-07-02 14:03:57-03","JBP","HPL","6598","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba",NA,"P.G. Delprete","H. Lorenzi & V.C. Souza et al","4748","2004","03","12","Brasil","MT","Barra do Garça",NA,NA,NA,NA,NA,NA,"Coletado na estrada para Toricueije, em área de mata ciliar. S 15° 42' 05''; W 52° 16' 24 - a 380m de altitude.","2011","12","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2015-07-02 14:03:57-03","JBP","HPL","6546","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","P.G. Delprete","R. Tsuji","1179","2006","03","07","Brasil","BA","Ilhéus","-39.0494","-14.7889",NA,NA,NA,NA,"Coletado na Mata da Esperança,","2011","12","26",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2015-07-02 14:03:57-03","JBP","HPL","10962","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","P.G. Delprete","P.G. Delprete, H. Lorenzi et al.","9265","2005","11","04","Brasil","TO","Couto Magalhães",NA,NA,NA,NA,NA,NA,"Coletado na rodovia Couto Magalhães-Colinas do Tocantins, 5 km de Couto Magalhães; em área de floresta ombrófila com muitos elementos amazônicos (Phenakospermum guianense, Clucaria guianensis, etc). S 8° 19' 29; W 49° 09' 25 (200m.s.m.)","2006","01","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2015-07-02 14:03:57-03","JBP","HPL","6597","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","P.G. Delprete","E. R. Salviani","1435","2000","06","26","Brasil","CE","Fortaleza","-38.5431","-3.71722",NA,NA,NA,NA,"Coletado na Universidade Federal do Ceará (UFC).","2011","12","26",NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2019-11-29 11:33:12-03","IPA","IPA","93605","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Cano, O.","Torres, A.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.","107","2019","01","17","Brasil","Rio Grande do Norte","Extremoz","-35.307201385498","-5.70556020736694",NA,NA,"IPA0093605",NA,"APA de Jenipabu.","2019","04","17",NA,NA,"Material Botânico em estudo na UFRPE, para Levantamento Florístico dos quatro substratos em áreas de dunas e restingas da APA Jenipabu #?# RN - PPGB - Deptº de Botânica sob a orientação da Profa. Dra. Ana Virginia Leite.; Arbusto. Flore","13555","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"709","2019-02-15 11:49:23-02","IPA","IPA","69701","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Pessoa, M.C.","Lemos, R.; Rodrigues, N.; Maria, N.; Robson, N.; Rodrigues, N.; Maria, N.; Robson, N.","6002","2002","02","09","Brasil","Alagoas","Igreja Nova","-36.6618995666504","-10.1253004074097",NA,NA,"IPA0069701",NA,"atalha fogo.","2008","03","11",NA,NA,"Arvoreta ca. 1,5m de altura.; Mata Atlântica em tabuleiro.","19260","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"710","2019-02-15 11:49:23-02","IPA","IPA","5787","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Andrade-Lima","Andrade-Lima","53-1378","1953","05","06","Brasil","Pará","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,NA,"IPA0005787",NA,"borda da estrada para a mata, saindo de Airí.","1957","02","24",NA,NA,"Cipó sobre arbusto. Flores alvas. Frutos maduros alvo-leitosos.","279177","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"711","2019-02-15 11:49:23-02","IPA","IPA","62448","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Hatschbach, G.","Cordeiro, J.; Cruz, J.M.; Cruz, J.M.","1467","1998","06","20","Brasil","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"IPA0062448",NA,NA,"1998",NA,NA,NA,NA,"Arbusto apoiante; fruto imaturo verde.; Restinga arbórea.","19508","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"712","2019-02-15 11:49:23-02","IPA","IPA","73272","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Cano, O.","Costa e Silva, M.B.; Bocage, A.; Ferreira, C.; Bocage, A.; Ferreira, C.","2116","2006","03","28","Brasil","Pernambuco","Arcoverde","-37.0539016723633","-8.41888999938965",NA,NA,"IPA0073272",NA,"Serra das Varas, Mata da Jacú.","2006","05",NA,NA,NA,"Arbusto ca. de 2 m de altura. Flores creme com riscos lilás.","23066","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"713","2019-02-15 11:49:23-02","IPA","IPA","7763","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Kirkbride, J.H.","Andrade-Lima","55-1998","1955","04","07","Brasil","Pernambuco","Brejo da Madre de Deus","-36.3711013793945","-8.14583015441895",NA,NA,"IPA0007763",NA,"Fazenda Nova, caminho para a Pedra do Cachorro.","1982","01",NA,NA,NA,"Arbusto escandente. Flores alvo-creme.","34231","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"714","2019-02-15 11:49:22-02","IPA","IPA","4987","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Kirkbride, J.H.","Pickel, B.","759","1924","06",NA,"Brasil","Pernambuco","Olinda","-34.8553009033203","-8.00889015197754",NA,NA,"IPA0004987",NA,"Monte, capoeira.","1982","01",NA,NA,NA,"Subarbusto esgalhado com folhas lustrosas. Frutos brancos e moles.","7110","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"715","2019-11-29 11:33:12-03","IPA","IPA","93598","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Cano, O.","Torres, A.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.","98","2019","01","17","Brasil","Rio Grande do Norte","Extremoz","-35.307201385498","-5.70556020736694",NA,NA,"IPA0093598",NA,"APA de Jenipabu.","2019","04","17",NA,NA,"Material Botânico em estudo na UFRPE, para Levantamento Florístico dos quatro substratos em áreas de dunas e restingas da APA Jenipabu #?# RN - PPGB - Deptº de Botânica sob a orientação da Profa. Dra. Ana Virginia Leite.; Arbusto. Flore","13555","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"716","2019-11-29 11:33:12-03","IPA","IPA","93659","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Cano, O.","Torres, A.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.","171","2019","04","21","Brasil","Rio Grande do Norte","Extremoz","-35.307201385498","-5.70556020736694",NA,NA,"IPA0093659",NA,"APA de Jenipabu.","2019","07","31",NA,NA,"Material Botânico em estudo na UFRPE, para Levantamento Florístico dos quatro substratos em áreas de dunas e restingas da APA Jenipabu #?# RN - PPGB - Deptº de Botânica sob a orientação da Profa. Dra. Ana Virginia Leite.; Arbusto; Em du","13555","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"717","2019-07-26 11:41:11-03","IPA","IPA","52555","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Dantas, A.; Borges, S.","Dantas, A.; Borges, S.; Borges, S.","52555","1987","05","21","Brasil","Rio Grande do Norte","Natal","-35.209400177002","-5.79500007629395",NA,NA,"IPA0052555",NA,"Parque das Dunas","1987","05","21",NA,NA,NA,"12751","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"718","2019-02-15 11:49:23-02","IPA","IPA","64018","S","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"Eugênio, C.","43","1999","08","05","Brasil","Rio Grande do Norte","Tibau do Sul","-35.0918998718262","-6.18666982650757",NA,NA,"IPA0064018",NA,"Ecos Costeiros.",NA,NA,NA,"60","60","Arvoreta 1,8m de altura. Flores em botão.; Vegetação de tabuleiro. Solo areno-argiloso.","13790","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
