"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"11","2021-04-05 14:26:00-03","UNESC","CRI","664","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Alcides da Silveira","1991","04","11","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI009308","CRI009308","1014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:34:06-03","UNESC","CRI","12036","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Guilherme Lodetti","2017","02","02","Guilherme Alves Elias; Guilherme Lodetti; Robson dos Santos & Peterson Teodoro Padilha","2016","07","28","Brasil","Santa Catarina","Grão Pará",NA,"-49.392222","-28.156389","49º23'32''W","28º9'23''S","450","450","Habito: Arbóreo","CRI010214","CRI010214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:34:06-03","UNESC","CRI","3583","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Vanilde Citadini-Zanette","1995","06","09","Vanilde Citadini-Zanette","1995","01","16","Brasil","Santa Catarina","Morro Grande",NA,"-49.721667","-28.800833","49º43'18''W","28º48'3''S","85","85",NA,"CRI009310","CRI009310","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:34:06-03","UNESC","CRI","885","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Vanilde Citadini-Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Marcos Sobral, C. L. Capella e M. Batista","1987","12","10","Brasil","Santa Catarina","Camboriú",NA,"-48.654722","-27.025833","48º39'17''W","27º1'33''S",NA,NA,NA,"CRI009295","CRI009295","1776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:26:00-03","UNESC","CRI","13093","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Verdi, M","2010","12","08","Verdi, M.","2010","12","08","Brasil","Santa Catarina","Rio dos Cedros","Rio Esperança. Rio Esperança.","-49.330556","-26.663889","49º19'50''W","26º39'50''S","268","268",NA,"CRI011692","CRI011692","5848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:34:06-03","UNESC","CRI","13704","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Alexandre Medeiros","2017","11","19","Alexandre Medeiros","2017","11","19","Brasil","Santa Catarina","Balneário Camboriú","Estaleiro","-48.637778","-27.001389","48º38'16''W","27º0'5''S",NA,NA,"Coleta 768 Flor branca Habitat: Terrestre Habito: Arbóreo","CRI012311","CRI012311","768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:34:06-03","UNESC","CRI","12054","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Guilherme Lodetti","2017","02","02","Guilherme Alves Elias; Guilherme Lodetti; Robson dos Santos & Peterson Teodoro Padilha","2016","07","28","Brasil","Santa Catarina","Grão Pará",NA,"-49.392222","-28.156389","49º23'32''W","28º9'23''S","450","450","Habito: Arbóreo","CRI010232","CRI010232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:34:06-03","UNESC","CRI","6537","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Izabela N. M. dos Santos","1999","11","07","Izabela Naspolini Marques","1999","11","07","Brasil","Santa Catarina","Criciúma","Mina do Toco.","-49.37","-28.678056","49º22'12''W","28º40'41''S","58","58","Habito: arbustiva","CRI009304","CRI009304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:26:00-03","UNESC","CRI","584","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Luis R. M. Baptista",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","08","15","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI009301","CRI009301","933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:34:06-03","UNESC","CRI","9700","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","M. Verdi","2009","11","23","M. Verdi; D. H. Klettenberg & G. Klemz","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","49º46'12''W","28º42'36''S","311","311","Floresta Ombrófila Densa Habitat: entorno do fragmento Habito: árvore","CRI009305","CRI009305","3147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:34:06-03","UNESC","CRI","3925","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Leila Macias",NA,NA,NA,"J. A. Jarenkow; J. L. Waechter","1990","03","24","Brasil","Rio Grande do Sul","Torres",NA,"-49.727222","-29.335833","49º43'38''W","29º20'9''S",NA,NA,NA,"CRI009297","CRI009297","1629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:34:06-03","UNESC","CRI","6255","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Vanilde Citadini-Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; C. M. Martinello","1993","10","13","Brasil","Santa Catarina","Orleans",NA,"-49.291667","-28.359444","49º17'30''W","28º21'34''S",NA,NA,NA,"CRI009298","CRI009298","2534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:26:00-03","UNESC","CRI","9672","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","A. A. de Oliveira",NA,NA,NA,"S. Dreveck; F. E. Carneiro","2009","11","17","Brasil","Santa Catarina","Joinville","Pirai.","-48.961944","-26.28","48º57'43''W","26º16'48''S","85","85","Floresta Ombrófila Densa Habitat: entorno do fragmento Habito: arvoreta","CRI009306","CRI009306","1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:26:00-03","UNESC","CRI","12470","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Renato Colares & Aline V. Guislon","2017","07","17","Alexandre Medeiros","2017","04","19","Brasil","Santa Catarina","Balneário Camboriú","Barra.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 59. Habito: Arbóreo","CRI010677",NA,NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:26:00-03","UNESC","CRI","13771","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","Alexandre Medeiros","2018","08","19","Alexandre Medeiros","2018","08","19","Brasil","Santa Catarina","Balneário Camboriú","Pinhonat","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Fruto verde Habitat: Terrestre Habito: Arbórea","CRI012378",NA,"975","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1005106","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"G. C. G. Argent","1968","08","20","Brazil","Mato Grosso",NA,"Base Camp Square, 'Terra Preta camp'","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075947' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005106","NY01005106_01","6744",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01063400","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"A. A. de Oliveira",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270676' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063400","NY01063400_01","4769",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01063397","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"A. A. de Oliveira",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270673' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063397","NY01063397_01","4336",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01063399","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"R. de Lemos Fróes","1945","01",NA,"Brazil","Pará",NA,"Rio Guamá.","-47.6124072","-1.6053602",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270675' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063399","NY01063399_01","20402",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1738018","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","L.A. Gomes",NA,NA,NA,"L.A. Gomes","2012","04","20","Brazil","Sergipe","Capela","RVS Mata do Junco.","-37.0514","-10.5194",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1964982' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738018","NY01738018_01","469",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","398008","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","R. Reitz",NA,NA,NA,"R. Reitz","1957","12","30","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00398008","NY00398008_01","5956",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1182955","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","P. G. Delprete",NA,NA,NA,"P. G. Delprete","2005","11","04","Brazil","Tocantins","Guaraí","Rod. Guaraí-Pequizeiro (TO-336), ca. 5 km de Guaraí.","-48.6125","-8.8111",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411335' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182955","NY01182955_01","9259",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01063387","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"H. S. Irwin",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270666' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063387","NY01063387_01","47134",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01282016","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","C. M. Taylor",NA,NA,NA,"J. L. Paixão","2005","06","05","Brazil","Bahia",NA,"Camacã. RPPN Serra Bonita. 9.7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01282016","NY01282016_01","424",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01063401","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"G. T. Prance","1966","09","23","Brazil","Amazonas","Boca do Acre","Varzea forest on left bank of Rio Acre around Santa Maria opposite Boca do Acre.","-67.3978","-8.7522",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270677' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063401","NY01063401_01","2522",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01805840","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"J. G. Jardim","2000","04","20","Brazil","Bahia","Uruçuca","Parque Estadual Serra do Condurú, face N. Entrada a 7.6 km de Serra Grande, rod. Ilhéus/Itacaré. Viscina para o talhão 6 do Plano de Manejo Sustentado. Margem do rio Tijuípe ca. 7 km da entrada.","-39.08416667","-14.4291667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2123283' target='other'> <mi>dwc_moreinfo</mi></a>","NY01805840","NY01805840_01","2957",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","398027","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","L. Macias",NA,NA,NA,"P. E. Gibbs","1976","11","09","Brazil","São Paulo","Ubatuba","Ao redor do hotel das Flores","-45.0697","-23.4303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00398027","NY00398027_01","3480",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1005111","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","J. H. Kirkbride Jr.",NA,NA,NA,"J. Semir","1973","12","10","Brazil","Minas Gerais","Jaboticatubas","km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7447","-19.5136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005111","NY01005111_01","4853",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1005114","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","L. Macias",NA,NA,NA,"H. S. Irwin","1968","02","07","Brazil","Minas Gerais",NA,"Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075968' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005114","NY01005114_01","19516",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02728910","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"B. V. Rabelo","1984","12","11","Brazil","Amapá","Calçoene","BR156 in vicinity of government road camp Carnot, 53-72 km WNW of Calçoene.","-51.267","2.55",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3020850' target='other'> <mi>dwc_moreinfo</mi></a>","NY02728910","NY02728910_01","2975",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","398014","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","B. M. Boom",NA,NA,NA,"S. A. Mori","1978","10","18","Brazil","Bahia","Santa Cruz Cabrália","Arrededores da Est. Ecológica do Pau-Brasil (Ca. 17 km a W de Porto Seguro), estrada velha de sta. C. de Cabrália, 4-6 km a E da sede da Estaçao. Folha SE-24 (16-39c)","-39.1441852","-16.3681257",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00398014","NY00398014_01","10832",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","545519","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","P. G. Delprete",NA,NA,NA,"S. C. de Sant'Ana","2000","06","01","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 dda Rod. BA 001 Ilhéus/Una. Coletas efetuadas ao longo do ramal de acesso à sede da Reserva","-39.08","-15.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00545519","NY00545519_01","899",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","777302","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","A. C. B. Lacerda",NA,NA,NA,"A. Lacerda","1998","11","17","Brazil","Paraná","Piraquara","Morro do Canal, Mananciais da Serra","-49.05","-25.43",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777302","NY00777302_01","128",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01063403","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","C. M. Taylor",NA,NA,NA,"G. T. Prance","1966","11","23","Brazil","Amazonas","Humaitá","Road Humaitá, km 53. Between Rios Ipixuna and Itaparna. Low forest on terra firme.","-63.0206","-7.5061",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267976' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063403","NY01063403_01","3239",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","719856","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"F. Búgola-Silva","2008","06","05","Brazil","São Paulo","Santo André","Parque Andreense, Clube Campista da Mercedes","-46.461047","-23.783147",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00719856","NY00719856_01","8207",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","1015523","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,NA,NA,NA,"B. R. Silva","2004","10","27","Brazil","Minas Gerais","Lima Duarte","Parque Estradual do Ibitipoca. Lago dos Espelhos.","-43.8914","-21.7036",NA,NA,"1380","1380","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107336' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015523","NY01015523_01","1376",NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
