"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"1044","2020-11-12 17:02:57-03","UEL","FUEL","32953","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Stranghetti, V","582","1996","02","28",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek",NA,"São Paulo","São José do Rio Preto","Estação Ecológica do Noroeste Paulista, Beira da mata, próximo da cachoeira. (Estação de coleta 1).","-49.380556","-20.81",NA,NA,NA,"-49.380556","-20.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","2020-11-12 17:02:57-03","UEL","FUEL","35734","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lovato, MC; et al.","133","2003","10","06",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Lovato, MC","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,"-50.975556","-23.540833",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"1046","2020-11-12 17:02:57-03","UEL","FUEL","51427","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pereira, CB; Santos, ER","651","2006","11","16",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek",NA,"Tocantins","Palmas","Sub-bacia Ribeirão São João, área antrópica (Cerradão)","-48.212778","-10.421111",NA,NA,NA,"-48.212778","-10.421111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","2020-11-12 17:02:57-03","UEL","FUEL","42541","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Marestoni, TM; Francisco, EM","74","2007","07","30",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Marestoni, TM","Paraná","Lupionópolis","R.P.P.N. Mata São Pedro","-51.701667","-22.688333",NA,NA,NA,"-51.701667","-22.688333",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"1048","2020-11-12 17:02:57-03","UEL","FUEL","43222","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Tomasetto, F; Rezende, AA","200","2001","11","20",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek",NA,"São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria, abrangendo um, Interior da mata","-49.533333","-19.916667",NA,"500","500","-49.533333","-19.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","2020-11-12 17:02:57-03","UEL","FUEL","43841","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Tomasetto, F; Rezende, AA","206","2002","01","17",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek",NA,"São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria, Interior da mata","-49.516667","-19.916667",NA,"500","500","-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","2020-11-12 17:02:57-03","UEL","FUEL","36374","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Macedo, A","532","1944","09","17",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Handro, O","Minas Gerais","Ituiutaba","Chácara Vovô Pedro","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","2020-11-12 17:02:57-03","UEL","FUEL","17834","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Francisco das Chagas e Silva; Soares-Silva, LH","1888","1995","12","08",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Vieira, AOS","Paraná","Assaí","Arredores de Assaí","-50.8414001464844","-23.3733005523682",NA,NA,NA,NA,NA,"20909","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"1052","2020-11-12 17:02:57-03","UEL","FUEL","30006","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pavão, OC","s.n.","2000","09","25",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Vieira, AOS","Paraná","Bela Vista do Paraíso","Fazenda Cascata","-51.190601348877","-22.9967002868652",NA,NA,NA,NA,NA,"15605","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"1053","2020-11-12 17:02:57-03","UEL","FUEL","30533","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Fadelli, L; et al.","268","2001","01","10",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Vieira, AOS","Paraná","Bela Vista do Paraíso","Sítio São Pedro","-51.190601348877","-22.9967002868652",NA,NA,NA,NA,NA,"15605","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"1054","2020-11-12 17:02:57-03","UEL","FUEL","30008","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Francisco, EM","s.n.","1998","12","19",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Vieira, AOS","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,"20625","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"1055","2021-02-26 18:29:59-03","UEL","FUEL","44140","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Francisco, EM","661","2004","01","28",NA,"Brasil",NA,NA,NA,"FUEL021248","Tracheophyta","Rosales","Reissek","Assumpção, MZ","Paraná","Jataizinho","Beira de Estrada","-50.9799995422363","-23.2541999816895",NA,NA,NA,NA,NA,"16845","auto","2008","08","04",NA,NA,NA,NA,NA,NA
"1056","2020-11-12 17:02:57-03","UEL","FUEL","21196","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Souza, LRM; Francisco, EM","s.n.","1997","12","12",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Vieira, AOS","Paraná","Jataizinho","Mata ciliar do Rio Tibagi","-50.9799995422363","-23.2541999816895",NA,NA,NA,NA,NA,"16845","auto","1998","07","02",NA,NA,NA,NA,NA,NA
"1057","2020-11-12 17:02:57-03","UEL","FUEL","44093","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Teixeira, OM","s.n.","2000","11","22",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Dall#?#Agnol, RF","Paraná","Jataizinho","Siítio da Olaria, Mata ciliar e brejo.","-50.9799995422363","-23.2541999816895",NA,NA,NA,NA,NA,"16845","auto","2008","07","10",NA,NA,NA,NA,NA,NA
"1058","2020-11-12 17:02:57-03","UEL","FUEL","31048","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pavão, OC; Francisco, EM","s.n.","2001","03","29",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Vieira, AOS","Paraná","Primeiro de Maio","Fazenda Santa Rosa","-51.0283012390137","-22.8505992889404",NA,NA,NA,NA,NA,"18944","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"1059","2020-11-12 17:02:57-03","UEL","FUEL","30234","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ferreira, JA; et al.","s.n.","2000","11","09",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Vieira, AOS","Paraná","Primeiro de Maio","Fazenda Santa Rosa-Distrito de Ibiaci, Distrito de Ibiaci","-51.0283012390137","-22.8505992889404",NA,NA,NA,NA,NA,"18944","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"1060","2020-11-12 17:02:57-03","UEL","FUEL","31049","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pavão, OC; Francisco, EM","s.n.","2001","04","03",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Vieira, AOS","Paraná","Primeiro de Maio","Sítio Barra Bonita","-51.0283012390137","-22.8505992889404",NA,NA,NA,NA,NA,"18944","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"1061","2020-11-12 17:02:57-03","UEL","FUEL","30007","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Francisco, EM","s.n.","2000","09","28",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Vieira, AOS","Paraná","Sertanópolis","Fazenta Fartura","-51.0363998413086","-23.0585994720459",NA,NA,NA,NA,NA,"19992","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"1062","2020-11-12 17:02:57-03","UEL","FUEL","52314","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Silva, LR","246","2010","07","05",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Miranda, AM","Pernambuco","Gravatá","Engenho Jussara - Mata Benedito","-35.5647010803223","-8.20110988616943",NA,NA,NA,NA,NA,"19146","auto","2014","11","06",NA,NA,NA,NA,NA,NA
"1063","2020-11-12 17:02:57-03","UEL","FUEL","21771","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Barreto, KD; Fernandes, GD; Vitti, FX","1513","1993","10","30",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Souza, VC; Rodrigues, RR; Capellari Jr, L","São Paulo","Corumbataí","Rod. Washington Luiz, Waschington Luiz","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","2020-11-12 17:02:57-03","UEL","FUEL","13851","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Passosveira, FC","s.n.","1990","12","15",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Leitão Filho, HF","São Paulo","Gália","Estação Ecologica de Caetetus","-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","2019-10-16 14:14:43-03","UEL","FUEL","36379","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Kulhmann, M","1467","1946","09","14",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek","Kuhlmann, M","São Paulo","Pirassununga","Emas","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","2020-11-12 17:02:57-03","UEL","FUEL","34334","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Cazante, JM; Oliveira, HK","s.n.","2001","11","27",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Rosales","Reissek",NA,"São Paulo","São José do Rio Preto","Córrego Talhado","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,"20305","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","2019-11-01 15:08:34-03","UnB","UB","110972","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Casella, FM; Brandão, MMV; Jesus, RS","15","2008","09","20","Southern America","Brasil",NA,NA,"Árvore 10m. Flor verde; Mata de galeria. Solo: Organossolo.",NA,"Dicotyledoneae",NA,"Reissek","Casella, FM","Goiás","Goiânia","Futuro reservatório do Ribeirão João Leite","-49.147222","-16.541389",NA,"746","746","-49.147222","-16.541389",NA,NA,"2008","12","15",NA,NA,NA,NA,NA,NA
"1068","2019-11-01 15:08:34-03","UnB","UB","110333","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Proença, CEB; Harris, SA","3480","2008","01","07","Southern America","Brasil",NA,NA,"Frutos imaturos verde aroxeado. &nf;Fotos S.A. Harris; Árvore 5m. Fruto maduro antropurpúrcos.; Mata mesofítica antropizada com sub-bosque alterado.",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Minas Gerais","Araxá ","Estância Mineral do Barreiro. Cercanias do Grande Hotel Araxá. Local sombreado","-46.949444","-19.643333",NA,"970","970","-46.949444","-19.643333",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"1069","2019-11-01 15:08:34-03","UnB","UB","216775","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Kuhlmann, MP","184","2013","02","28","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 7m; frutos maduros cor negra; 1 semente p/fruto; zoocórico.; Borda de Mata de Galeria",NA,"Dicotyledoneae",NA,"Reissek","Kuhlmann, MP","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"70570","auto","2013","02","28",NA,NA,NA,NA,NA,NA
"1070","2019-11-01 15:08:34-03","UnB","UB","182695","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Silva, E; Pavlak, K; Fontana, B","34","2006","11","27","Southern America","Brasil",NA,NA,"Arvoreta. Fruto verde.; Mata. Solo argiloso",NA,"Dicotyledoneae",NA,"Reissek",NA,"Mato Grosso","Barão de Melgaço","Fazenda Espírito Santo - RPPN Sesc Pantanal","-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","2019-11-01 15:08:34-03","UnB","UB","212001","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Amaral, AG; Concha, C; Marshall, C; Villaroel, D; Souza, ENF; Hawthorne, W","RE26","2012","09","19","Southern America","Brasil",NA,NA,"Mata de galeria/Mata seca. Solo arenoso",NA,"Dicotyledoneae",NA,"Reissek","Villarroel, D","Goiás","Edéia","Fazenda Barra Funda (REMG01)","-49.4217","-17.6745",NA,"549","549","-49.4217","-17.6745",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1072","2019-11-01 15:08:34-03","UnB","UB","29488","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ratter, JA","7073V","1993","09","09","Southern America","Brasil",NA,NA,"Tree 8m.; In mesophilous (deciduous) forest",NA,"Dicotyledoneae",NA,"Reissek",NA,"Mato Grosso","Tatuapé","Serra da Petrovina","-54.1","-16.8",NA,NA,NA,"-54.1","-16.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","2019-11-01 15:08:34-03","UnB","UB","11284","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mecenas, VV; Leite, LQ; Augusto, MM","350","1997","06","10","Southern America","Brasil",NA,NA,"2,5m; Mata.",NA,"Dicotyledoneae",NA,"Reissek","Mecenas, VV","Distrito Federal","Brasília","APA de Cafuringa. Fazenda Palestina","-48.169444","-18.524167",NA,"780","780","-48.169444","-18.524167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","2019-11-01 15:08:34-03","UnB","UB","105818","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lima, IV","556","1994","12","18","Southern America","Brasil",NA,NA,"Árvore 6m. Fruto verde. Frutos imaturos.; Borda da mata",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Goiás","Serranópolis","Fazenda São Luis","-51.9622","-18.3061",NA,NA,NA,"-51.9622","-18.3061",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"1075","2019-11-01 15:08:34-03","UnB","UB","106069","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Vieira, RF; Silva, SPC; Santos, HGP; Martins, MV","1392","1992","11","24","Southern America","Brasil",NA,NA,"Árvore 4m x 7cm. Fruto escuro preto.; Mata seca com forte ação antrópica. Topologia: Acidentado. Solo: Afloramento calcáreo.",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Goiás","Colinas do Sul","Cerca de 2km da ponte do rio Bagagem. Futuro reservatório do aproveitamento Hidrelétrico Serra da Mesa","-48.066667","-14.15",NA,"450","450","-48.066667","-14.15",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"1076","2019-11-01 15:08:34-03","UnB","UB","11151","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mecenas, VV; Leite, LQ; Augusto, MM","217","1997","12","02","Southern America","Brasil",NA,NA,"Árvore 8m; Mata.",NA,"Dicotyledoneae",NA,"Reissek","Mecenas, VV","Distrito Federal","Brasília","APA de Cafuringa. Fazenda Palestina","-48.1725","-15.523056",NA,"770","770","-48.1725","-15.523056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","2019-11-01 15:08:34-03","UnB","UB","11239","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mecenas, VV; Leite, LQ; Augusto, MM","305","1997","07","24","Southern America","Brasil",NA,NA,"1,8m; Mata.",NA,"Dicotyledoneae",NA,"Reissek","Mecenas, VV","Distrito Federal","Brasília","APA de Cafuringa. Fazenda Palestina","-48.180556","-15.521944",NA,"790","790","-48.180556","-15.521944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","2019-11-01 15:08:34-03","UnB","UB","113717","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mecenas, VV; et al.","115","1997","12","02","Southern America","Brasil",NA,NA,"Arvoreta; Floresta secundária, levemente semidecídua.",NA,"Dicotyledoneae",NA,"Reissek","Mecenas, VV","Distrito Federal","Brasília","Área de Proteção Ambiental (APA) de Cafuringa. Fazenda Palestina","-48.166667","-15.516667",NA,"770","770","-48.166667","-15.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","2019-11-01 15:08:34-03","UnB","UB","143078","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mecenas, VV; Leite, FQ; Augusto, MM","116","1996","04","25","Southern America","Brasil",NA,NA,"Na data da coleta a planta não possuia nem flor nem frutos.; Árvore de 3,5 m de altura e tronco de 11 cm de circunferência a 30 cm do chão ( não era possível medir a altura do peito).; Floresta secundária, levemente semi-decídua, sobre solo raso deri",NA,"Dicotyledoneae",NA,"Reissek","Mecenas, VV","Distrito Federal",NA,"Área de Proteção Ambiental (APA) de Cafuringa no NE do DF. Fazenda Palestina.","-48.166667","-15.516667",NA,"770","770","-48.166667","-15.516667",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"1080","2019-11-01 15:08:34-03","UnB","UB","143079","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mecenas, VV; Leite, FQ; Cardoso, ES","114","1996","04","10","Southern America","Brasil",NA,NA,"Na data da coleta a planta não possuia nem flor nem frutos. &nf;(Outros indivíduos desta espécie na mesma parcela são árvores).&nf;(Alguns exemplares deste número de coleta foram coletados em outras datas).; Arvoreta de 2,6 m de altu. e caule de 5 cm de",NA,"Dicotyledoneae",NA,"Reissek","Mecenas, VV","Distrito Federal",NA,"Área de Proteção Ambiental (APA) de Cafuringa no NE do DF. Fazenda Palestina.","-48.166667","-15.516667",NA,"770","770","-48.166667","-15.516667",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"1081","2019-11-01 15:08:34-03","UnB","UB","190634","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Eiten, G; Eiten, LT","10429","1970","02","02","Southern America","Brasil",NA,NA,"Tree 4 m tall.; In area of tabuleiro woodland which was cut-over many years previous and is now an open grassy campo with a few scattered shrubs. The tree of this collection was growing in a drainage line of thicker shrubbery in the campo.",NA,"Dicotyledoneae",NA,"Reissek","Goldberg, A","Maranhão","Loreto","Ilha de Balsas region between the Balsas and Parnaíba Rivers. 32 km SSE of city of Loreto. A few km north of main house of Fazenda Morros; south of house at Caldeirão, half way down main slope.","-45.666667","-7.333333",NA,NA,NA,"-45.666667","-7.333333",NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA
"1082","2019-11-01 15:08:34-03","UnB","UB","155696","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gomes Júnior, JC","2423","1964","10","23","Southern America","Brasil",NA,NA,"Árvore 4m. Flores creme.; Cerrado",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Minas Gerais","Três Lagoas","Fazenda Yamaguti",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA
"1083","2019-11-01 15:08:34-03","UnB","UB","163957","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Zanatta, MRV; Faria, JEQ; Oliveira, DR","465","2010","05","15","Southern America","Brasil",NA,NA,"Árvore. Estéril.; Mata ciliar.",NA,"Dicotyledoneae",NA,"Reissek","Silva, JS","Goiás","Montes Claros de Goiás","Fazenda Vereda","-51.557222","-15.901111",NA,NA,NA,"-51.557222","-15.901111",NA,NA,"2010","05","15",NA,NA,NA,NA,NA,NA
"1084","2019-11-01 15:08:34-03","UnB","UB","181518","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Francener, A","906","2009","11","20","Southern America","Brasil",NA,NA,"Arbusto 2 m.; umbrófilo; folhas discolores verdes papiráceas; fruto verde.; Floresta estacional sempre verde na borda da floresta.",NA,"Dicotyledoneae",NA,"Reissek","Pott, A","Mato Grosso","Cuiabá ","Condomínio Belvedere na área de proteção ambiental.","-56.021778","-15.598806",NA,"169","169","-56.021778","-15.598806",NA,NA,"2009","12","04",NA,NA,NA,NA,NA,NA
"1085","2019-11-01 15:08:34-03","UnB","UB","166294","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Heringer, EP","3665","1954","02","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Reissek","Barroso, GM","Minas Gerais",NA,"Açude da Fazenda do Rasgão",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964","08","27",NA,NA,NA,NA,NA,NA
"1086","2019-11-01 15:08:34-03","UnB","UB","29486","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ramos, AE","266","1988","01","15","Southern America","Brasil",NA,NA,"Árvore 10m. Com corte da casca vermelha. Frutos imaturos verdes e maduros vermelhos.; Cerrado",NA,"Dicotyledoneae",NA,"Reissek","Sato","Mato Grosso","Ponte Branca","Ponte Branca","-52.666667","-16.45",NA,NA,NA,"-52.666667","-16.45",NA,NA,"1988","04",NA,NA,NA,NA,NA,NA,NA
"1087","2019-11-01 15:08:34-03","UnB","UB","166298","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Walter, BMT; Dias, BJ; Pereira Neto, M; Mendonça, RC","118","1989","03","04","Southern America","Brasil",NA,NA,"Árvore 10m. Sabor adocicado.; Interior da mata",NA,"Dicotyledoneae",NA,"Reissek","Pereira, BAS","Minas Gerais","Paracatu","BR-40, entre Paracatu e João Pinheiro","-46.766667","-17.3",NA,NA,NA,"-46.766667","-17.3",NA,NA,"1989","05",NA,NA,NA,NA,NA,NA,NA
"1088","2019-11-01 15:08:34-03","UnB","UB","166299","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Heringer, EP","5521","1957","03","03","Southern America","Brasil",NA,NA,"Cerrado",NA,"Dicotyledoneae",NA,"Reissek",NA,"Minas Gerais",NA,"Fazenda do Rasgão, 3km de Paraopeba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","2019-11-01 15:08:34-03","UnB","UB","179642","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Proença, CEB; Harris, SA; Caires, CS; Mendes, VC","4261","2012","03","26","Southern America","Brasil",NA,NA,"Convênio UnB/Oxford.; Arbusto 1,5m. Juvenil estéril; Mata mesofítica com árvores emergentes até 20m",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Goiás","Edéia","Usina Tropical, entre os Municípios de Edéia e Porteirão. Reserva legal da Fazenda Canadá","-50.1","-17.670833",NA,"535","535","-50.1","-17.670833",NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA
"1090","2019-11-01 15:08:34-03","UnB","UB","188932","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Zanatta, MRV; Faria, JEQ","931","2011","10","31","Southern America","Brasil",NA,NA,"Árvore, 10m. Botão verde; Florestta decídua mesofítica de interflúvio sobre calcário (Mata seca decídua sobre calcário)",NA,"Dicotyledoneae",NA,"Reissek","Zanatta, MRV","Distrito Federal","Brasília","APA da Cafuringa. Após a Escola Classe Ribeirão. Próximo ao Morro da Pedreira","-47.966389","-15.498889",NA,"781","781","-47.966389","-15.498889",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1091","2019-11-01 15:08:34-03","UnB","UB","19682","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Silva, CSP; Morais (D. Nina), JR","42","2006","01","13","Southern America","Brasil",NA,NA,"Árvore de 3 m de altura. Frutos do tipo baga, de cor preta, suculentos e comestíveis.&nf;Uso medicinal:",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB; Silva, CSP","Goiás","Ouro Verde de Goiás","Região da Mata Azul. Borda de Mata. Floresta estacional.","-49.216667","-16.266667",NA,"938","1140","-49.216667","-16.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
