"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","class","order","recordNumber","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","imagecode","relationshipType","relatedCatalogItem","continentOcean","fieldNumber","preparationType","typeStatus","individualCount","previousCatalogNumber","sex"
"21","2019-11-21 14:41:11-03","UFJF","CESJ","8949","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","C.R. Buzzatto","2014","03",NA,"L. Krieger","1970","07","28","Brasil","Minas Gerais","Santa Rita do Jacutinga",NA,NA,NA,NA,NA,"terrestre. flor em botão.","CESJ008949","Angiosperma",NA,NA,"CESJ8949",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:41:11-03","UFJF","CESJ","33535","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","C.R. Buzzatto","2014","03",NA,"R.M. Castro","2001","06",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"erva terrestre na borda do curso d'água. Escapo verte. Botões florais verdes.","CESJ033535","Angiosperma",NA,NA,"452","11991",NA,NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:41:11-03","UFJF","CESJ","140","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","C.R. Buzzatto","2014","03",NA,"L. Roth","1942","08","22","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,"Terrestre. Flores branco esverdeadas.","CESJ000140","Angiosperma",NA,NA,"s.n.","53584",NA,NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:20:19-03","UNICAMP","UEC","206507","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Nunes, CEP","2018","06",NA,"Nunes, CEP","2013","08","15","Brazil","São Paulo","São Luiz do Paraitinga","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","-45.133333","-23.316667","Erva terrícola.; Floresta Ombrófila Densa Sub-Montana.","UEC036565","Liliopsida",NA,NA,"2013/65",NA,"80","1200",NA,"UEC036565",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:01:02-03","UNICAMP","UEC","138941","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB",NA,NA,NA,"Singer, RB","1998","06","22","Brazil","Minas Gerais","Carrancas","Serra de Bicas","-44.6425018310547","-21.4874992370605",NA,NA,NA,"UEC027072","Liliopsida",NA,NA,"98/49","21143",NA,NA,"auto","UEC027072",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:01:02-03","UNICAMP","UEC","135392","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB","2005","05","14","Simões, AO; Singer, RB","1999","07","31","Brazil","Minas Gerais","Carrancas","Subida para Serra de Carrancas, Mata.","-44.6425018310547","-21.4874992370605",NA,NA,"Terrestre, cerca de 50 cm, flores branco-esverdeadas, sépalas laterais voltadas para cima.","UEC027073","Liliopsida",NA,NA,"851","21143",NA,NA,"auto","UEC027073",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:01:02-03","UNICAMP","UEC","140301","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.",NA,NA,NA,NA,"s/ coletor",NA,NA,NA,"Brazil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"Cultivada na casa de vegetação da Unicamp.","UEC027071","Liliopsida",NA,NA,"s.n.","23900",NA,NA,"auto","UEC027071",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:01:02-03","UNICAMP","UEC","140076","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB",NA,NA,NA,"Singer, RB",NA,NA,NA,"Brazil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,"Data de floração: X/98. Cultivo 10/XII/1997.","UEC027075","Liliopsida",NA,NA,"s.n.","23972",NA,NA,"auto","UEC027075",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:01:02-03","UNICAMP","UEC","139204","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB",NA,NA,NA,"Singer, RB","1997","06","11","Brazil","São Paulo","Atibaia","Parque Estadual da Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"Cultivada. Prensada em 18.VII.97.","UEC027067","Liliopsida",NA,NA,"97/57","21675",NA,NA,"auto","UEC027067",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:01:02-03","UNICAMP","UEC","140072","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB",NA,NA,NA,"Koch, I",NA,NA,NA,"Brazil","São Paulo","Bauru",NA,"-49.060001373291","-22.3099994659424",NA,NA,"Data de floração: X/98.","UEC027076","Liliopsida",NA,NA,"s.n.","29186",NA,NA,"auto","UEC027076",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:01:02-03","UNICAMP","UEC","139239","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB",NA,NA,NA,"Singer, RB","1997","06","07","Brazil","São Paulo","Campinas","Sousas","-47.060001373291","-22.8999996185303",NA,NA,NA,"UEC027078","Liliopsida",NA,NA,"97/202","23900",NA,NA,"auto","UEC027078",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:01:02-03","UNICAMP","UEC","138947","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB",NA,NA,NA,"Singer, RB","1998","08","07","Brazil","São Paulo","Itatiba","Serra Azul","-46.8300018310547","-23",NA,NA,NA,"UEC027074","Liliopsida",NA,NA,"98/67","17442",NA,NA,"auto","UEC027074",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:01:02-03","UNICAMP","UEC","139213","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB",NA,NA,NA,"Singer, RB","1997","09","02","Brazil","São Paulo","Jundiaí","Serra do Japí","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC027077","Liliopsida",NA,NA,"97/76","17840",NA,NA,"auto","UEC027077",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:01:02-03","UNICAMP","UEC","138961","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB",NA,NA,NA,"Singer, RB","1998","08","15","Brazil","São Paulo","Santo André","Estação Biológica Alto da Serra, Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,NA,NA,"UEC027070","Liliopsida",NA,NA,"98/82","27258",NA,NA,"auto","UEC027070",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:01:02-03","UNICAMP","UEC","138962","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Singer, RB",NA,NA,NA,"Singer, RB","1998","08","15","Brazil","São Paulo","Santo André","Estação Biológica Alto da Serra, Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,NA,NA,"UEC027069","Liliopsida",NA,NA,"98/83","27258",NA,NA,"auto","UEC027069",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:04:22-03","FURB","FURB","44446","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Caetano, JO","2014","08",NA,"Bittencourt, F.","2014","08","24","Brasil","Santa Catarina","Blumenau","borda de floresta atrás da Rua Josephina Zendron, Bairro Valparaíso.","-49.0783334","-26.9558333","-49.0783334","-26.9558333","haste floral com 94 cm Habitat: Floresta Ombrófila Densa; borda da floresta Habito: herbácea terrestre; flor verde, labelo branco","FURB36332",NA,NA,NA,"153",NA,"177","177",NA,"FURB36332",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:04:22-03","FURB","FURB","51835","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Caetano, J.","2016","06","27","Schwirkowski, P.","2016","06","27","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro.","-49.3836111","-26.2755556","-49.3836111","-26.2755556","Semi-ciófita, em botão","FURB51835",NA,NA,NA,"1729",NA,"830","830",NA,"FURB51835",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:04:22-03","FURB","FURB","55797","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Engels, M.","2017","08","26","Schwirkowski, P.","2017","08","26","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Aterro Sanitário Municipal.","-49.3355555","-26.2672223","-49.3355555","-26.2672223","Flores brancas Habitat: CIófita Habito: Herbácea","FURB55797",NA,NA,NA,"2335",NA,"860","860",NA,"FURB55797",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:04:22-03","FURB","FURB","60479","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Kassner-Filho, A.","2018","09","04","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","09","04","Brasil","Santa Catarina","Araquari",NA,"-48.6888889","-26.5525","-48.6888889","-26.5525000","flor esverdeada e branca Habitat: interior da unidade amostral Habito: erva terrícola","FURB60479",NA,NA,NA,"3382",NA,NA,NA,NA,"FURB60479",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:04:22-03","FURB","FURB","62385","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Kassner-Filho, A.","2018","09","12","Kassner-Filho, A.","2018","09","12","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","flor branca e verde Habitat: interior do fragmento Habito: erva terrícola","FURB62385",NA,NA,NA,"3603",NA,"7","7",NA,"FURB62385",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-12 18:12:25-03","UFES","VIES","36683","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.",NA,NA,NA,NA,"Gurtler, J.; Dutra, S.C.","2017","08","11","Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P9).","-40.439722","-18.783889","40º26'23''W","18º47'2''S",NA,"VIES036683",NA,NA,NA,"JAC 201",NA,NA,NA,NA,"VIES036683",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-16 08:40:26-03","UTFPR","HCF","17509","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","E. Barboza","2016",NA,NA,"M.G. Caxambu","2015","08","05","Brasil","PR","Nova Tebas","Estação Ecológica Municipal Reinaldo","-51.945778","-24.369778","51°56'44,8 W","24°22'11,2 S","erva semi-ciófila, ca. 0,40 m. Flores verdes com labelo alvo.",NA,NA,NA,NA,"6656",NA,"569","569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-09-02 11:21:30-03","UFSM","SMDB","13833","S","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Portalet, A","2010","12",NA,"Portalet, A","2010","12",NA,"Brasil","Rio Grande do Sul","Santa Maria","Morro do cerrito","-53.8069000244141","-29.6842002868652",NA,NA,"Terrestre de interior de mata; planta rosetada, com folhas verdes concolores, lanceoladas, com nervura central saliente, haste floral alta, multiflora, flores amarelo-esverdeadas. Vegeta em locais úmidos. OBS: Esta é a única população desta espécie","SMDB013833",NA,NA,NA,"104","37819",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:38:51-03","MBM","MBM","409421","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Barboza, E.","2016",NA,NA,"Caxambu, M.G.; Siqueira, E.L.; Chagas, M.P.; Siqueira, E.L.; Chagas, M.P.","2015","08","05","Brasil","Paraná","Nova Tebas","Estação Ecológica Municipal Reinaldo Petrechen","-51.945778","-24.369778","-51.945778","-24.369778","Erva semi-ciófila, ca. 0,40 m. Flores verdes com labelo alvo.; Relevo: ondulado.","MBM409421",NA,NA,NA,"6656",NA,"569","569",NA,"MBM409421",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:38:51-03","MBM","MBM","402250","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Engels, M.E.","2019","04","12","Ariati, V.; Ferreira, P.C.C.; Marinero, F.; Ferreira, P.C.C.; Marinero, F.","2015","07",NA,"Brazil","São Paulo","Cajati","Reserva de Desenvolvimento Sustentável Lavras","-48.1199989318848","-24.7299995422363",NA,NA,"Terrícola em sub-bosque.; Floresta Ombrófila Densa Submontana.","MBM402250",NA,NA,NA,"1201","24646",NA,NA,"auto","MBM402250",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:38:51-03","MBM","MBM","394692","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Engels, M.E.","2014","09",NA,"Canestraro, B.K.; Roher, D.; Morgado, M.; Roher, D.; Morgado, M.","2014","08","06","Brazil","São Paulo","Ribeirão Grande","Mina de calcário da CBEF, futura cava da mina 106","-48.3600006103516","-24.0900001525879",NA,NA,"Terrícola, borda de floresta alterada, semiciófila, flores alvas.; Floresta Ombrófila Densa/Floresta Estacional Decidual.","MBM394692",NA,NA,NA,"732","25028",NA,NA,"auto","MBM394692",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"47","2015-09-03 19:28:02-03","MNHN","RECOLNAT_MNHN_P","P00345808","PreservedSpecimen",NA,"Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Correa",NA,NA,NA,"Regnell, A.F.","1877","8","21","Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345808' target='other'> <mi>dwc_moreinfo</mi></a>","P00345808",NA,NA,NA,NA,NA,NA,NA,NA,"P00345808_01",NA,NA,NA,"III 1724","hb",NA,NA,NA,NA
"48","2015-09-03 19:54:32-03","MNHN","RECOLNAT_MNHN_P","P00345809","PreservedSpecimen",NA,"Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Correa",NA,NA,NA,"Regnell, A.F.","1877","8","21","Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345809' target='other'> <mi>dwc_moreinfo</mi></a>","P00345809",NA,NA,NA,NA,NA,NA,NA,NA,"P00345809_01 P00345809_02",NA,NA,NA,"III 1724","hb",NA,NA,NA,NA
"49","2015-09-03 19:28:02-03","MNHN","RECOLNAT_MNHN_P","P00345811","PreservedSpecimen",NA,"Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl.","Correa",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345811' target='other'> <mi>dwc_moreinfo</mi></a>","P00345811",NA,NA,NA,NA,NA,NA,NA,NA,"P00345811_01",NA,NA,NA,"D 489","hb",NA,NA,NA,NA
