"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","decimalLongitude","decimalLatitude","imagecode","class","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","652537","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","R. Reitz","13482","South America","Brazil","Santa Catarina","Santa Cecília","Campo alto, Santa Cecília","1200","1200","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=357249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00652537","Magnoliophyta","Poales","(L.) P.Beauv.","J. R. Swallen","1962","10","25","-50.399464","-26.750268","NY00652537_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:16:56-03","NBC","NL-BOTANY","L.1239605","PreservedSpecimen","Plantae","Gramineae","Deschampsia","cespitosa","Deschampsia cespitosa","Castellanos A",NA,"Southern America","Argentina",NA,NA,"Lago Fontana = Chulut. [!].",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1239605 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1239605",NA,"Poales","(L.) P.Beauv.",NA,"1932","02","10",NA,NA,"NL-L1239605","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:16:56-03","NBC","NL-BOTANY","L.1239690","PreservedSpecimen","Plantae","Gramineae","Deschampsia","cespitosa","Deschampsia cespitosa","Reitz R; Klein RM",NA,"Southern America","Brazil",NA,NA,"Santa Catarina, Campo Alto, Santa Cecilia, Banhado de campo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1239690 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1239690",NA,"Poales","(L.) P.Beauv.",NA,"1962","10","25",NA,NA,"NL-L1239690","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:16:56-03","NBC","NL-BOTANY","L.1239691","PreservedSpecimen","Plantae","Gramineae","Deschampsia","cespitosa","Deschampsia cespitosa","Klein RM",NA,"Southern America","Brazil",NA,NA,"Santa Catarina, Matos Costa, Banhado.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1239691 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1239691",NA,"Poales","(L.) P.Beauv.",NA,NA,NA,NA,NA,NA,"NL-L1239691","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:16:56-03","NBC","NL-BOTANY","U.1507358","PreservedSpecimen","Plantae","Gramineae","Deschampsia","cespitosa","Deschampsia cespitosa","Valls JFM; et al.",NA,"Southern America","Brazil",NA,NA,"Cambará do SUl-Ita-imbezinho, em frente a cas-cata.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1507358 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1507358",NA,"Poales","(L.) P.Beauv.",NA,"1972","11","14",NA,NA,"NL-U1507358","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:16:56-03","NBC","NL-BOTANY","U.1507359","PreservedSpecimen","Plantae","Gramineae","Deschampsia","cespitosa","Deschampsia cespitosa","Reitz R",NA,"Southern America","Brazil",NA,NA,"Plantas de Santa Catarina. Campo dos Padres, Bom Retiro.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1507359 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1507359",NA,"Poales","(L.) P.Beauv.",NA,"1948","12","20",NA,NA,"NL-U1507359","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:16:56-03","NBC","NL-BOTANY","U.1507361","PreservedSpecimen","Plantae","Gramineae","Deschampsia","cespitosa","Deschampsia cespitosa","Burkart AE; Troncoso NS",NA,"Southern America","Argentina",NA,NA,"San Isidro. Prov. Río Negro, dep. Pilacaniyeu, ± 25 Km NE lago Nahuel Huapi.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1507361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1507361",NA,"Poales","(L.) P.Beauv.",NA,"1966","02","24",NA,NA,"NL-U1507361","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:47:36-02","IPA","IPA","52340","S","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Longhi-Wagner, H.; et al.; et al.","1813","Southern America","Brasil","Rio Grande do Sul","Cambará do Sul","20 Km após celulose.",NA,NA,NA,NA,"Dominate, turfeira, solo turfoso com Sphagnum.","IPA0052340","Plantae",NA,"(L.) P. Beauv.","Costa; Silva, M.B.","1988","11","27","-50.1446990966797","-29.0478000640869",NA,NA,"2006","05","30776","auto",NA,NA,NA,NA,NA
"19","2019-11-21 14:42:26-03","UFJF","CESJ","53088","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","L. Krieger","CESJ5252",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"CESJ053088","Angiosperma",NA,"(L.) P.Beauv.",NA,"1956","08","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-20 11:43:49-03","UFSM","SMDB","19578","S","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Dalmolim, EB; Bastos, FEA & Zani","109",NA,"Brasil","Santa Catarina","Urubici","Vacas gordas: Campos de Santa Bárbara, PARNA SJ","1383","1383",NA,NA,"FLOR 42112; banhado","SMDB019578",NA,NA,"(L.) P.Beauv","Essi, L","2011","12","15","-49.633611","-28.1475",NA,NA,"2019","12",NA,NA,"04","-49.633611","-28.1475",NA,NA
"21","2021-01-20 11:43:49-03","UFSM","SMDB","19569","S","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Dalmolim, EB; Bastos, FEA & Zani","37",NA,"Brasil","Santa Catarina","Uburici","saída da trilha da nascente do Rio Pelotas, Morro","1724","1724",NA,NA,"FLOR 42036; solo úmido","SMDB019569",NA,NA,"(L.) P.Beauv","Essi, L","2011","12","14","-49.494722","-28.123333",NA,NA,"2019","12",NA,NA,"04","-49.494722","-28.123333",NA,NA
"22","2020-12-21 16:40:15-03","MBM","MBM","396464","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Till, W.","140212","Europe","Austria","Lower Austria",NA,"Thermenlinie, Totenkopf westlich von Grobau (SW Gainfarn), an der Forststrabe von der Kote 353 nach Südwestenin Richtung Hausberg","425","425",NA,NA,"Forst straßenrand.","MBM396464",NA,NA,"(L.) P. Beauv.","Till, W.","2014","07","24","16.115556","47.972778","MBM396464",NA,NA,NA,NA,NA,NA,"16.115556","47.972778",NA,NA
"23","2021-02-11 17:21:17-03","UFPR","UPCB","10538","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Gancev, I.",NA,NA,"Bulgária",NA,NA,"Mt. Ljulin, in herbidis humidis",NA,NA,NA,NA,NA,"UPCB0037575",NA,NA,"(L.) P.Beauv.","Gancev, I.","1953","07","03",NA,NA,"UPCB0037575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-11 17:21:17-03","UFPR","UPCB","11501","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Ahles, H.E.","89034",NA,"Estados Unidos",NA,NA,"Massachusetts, Franklin, On rocks in river bed, just opposite Greenfield, Turner's Falls, Montague",NA,NA,NA,NA,NA,"UPCB0037571",NA,NA,"(L.) P.Beauv.",NA,"1980","07","09",NA,NA,"UPCB0037571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-11-10 10:55:00-02","MO","MOBOT","100937243","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Paul M. Peterson|Diego L. Salariato|Robert J. Soreng","Peterson 19187","South America","Argentina","Mendoza","Malargüe","Andes, Rio Salado headwaters, Valle de Las Lenas, ca. 36 km NW of Las Lenas on Hwy 222, NW of Malargue 65 km. WP 13.","2740.00000000",NA,NA,NA,NA,NA,NA,NA,"(L.) P. Beauv.",NA,"2006","3","5","-70.1362777","-35.0949166",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"26","2014-04-27 10:49:00-03","MO","MOBOT","2222956","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","L.R. Parodi","Parodi 299","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) P. Beauv.",NA,NA,NA,NA,"-63.16666","-17.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2009-07-09 17:05:00-03","MO","MOBOT","2477912","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Gert G. Hatschbach","Hatschbach 15016","South America","Brazil","Paraná",NA,"Palmas",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) P. Beauv.","Renvoize, S. A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2010-07-27 13:53:00-03","MO","MOBOT","2842914","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Otto Zöllner","Zöllner 11559","South America","Chile",NA,NA,"In province Malleco in Longuimay.",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) P. Beauv.","Gerrit Davidse","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","2843482","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","John L. Morrison","Morrison 17255","South America","Chile","Coquimbo","Elqui","Baños del Toro, along the Río Bueno above Baños del Toro.","3300.00000000",NA,NA,NA,NA,NA,NA,NA,"(L.) P. Beauv.","G. Davidse (MO)","1939","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2010-07-27 13:55:00-03","MO","MOBOT","2841429","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa cespitosa","Osvaldo Boelcke","Boelcke 10213","South America","Argentina","Mendoza","San Rafael","Valle del Rio Atuel, Planta Mina de Azufre, 80 km W de El Sosneado","2250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"Chiapella & Zuloaga","1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","cespitosa"
"31","2010-07-27 13:54:00-03","MO","MOBOT","2841503","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa cespitosa","Osvaldo Boelcke|et al.","Boelcke 10213","South America","Argentina","Mendoza","San Rafael","Valle del Rio Atuel, 80 km W de El Sosneado, Espigas brillantes con tintes dorados. Sobre arroyo.","2250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"Chiapella & Zuloaga","1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","cespitosa"
"32","2020-09-12 05:00:02-03","US","US","1517161","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Bro. Claude-Joseph","5566","South America","Chile",NA,NA,"Volcan Lanín.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1931","1",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","2744593","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","J. Mattos","7306","South America","Brazil","Santa Catarina",NA,"Procedência Estado de Santa Catarina. Mun Joaquim, Morro da Igreja.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1960","1","20",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"34","2020-09-12 05:00:02-03","US","US","2146953","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","E. Barros V.","5956","South America","Chile",NA,NA,"Natales. Cerro Dorotea.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"35","2020-09-12 05:00:02-03","US","US","1648156","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","P. Orth","2507","South America","Brazil","Santa Catarina",NA,"In incultis, Porto Uniao, Sta. Catharina.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1936","12","29",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2020-09-12 05:00:02-03","US","US","1539757","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","A. Castellanos","9948","South America","Argentina","Chubut",NA,"Lago Fontana - Chubut.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1932","2","10",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","R. J. Soreng & N. L. Soreng","7178","South America","Chile","Bio-Bio","VIII","Parque Nacional Laguna Laja, SE slope of Volcan Antuco, Estero el Aguado o del Volcan, above Vado, below loan Araucaria, E of Los Angeles ca 90 km","1430",NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"2002","1","21","-71.3181","-37.4619",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","2044877","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","H. Gunckel","20673","South America","Chile",NA,NA,"Prov. Santiago: San Gabriel (Cajón del Maipo).","2000",NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1951","2",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","1128613","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","L. R. Parodi","3163","South America","Argentina","Neuquen",NA,"Pino Hachado - Cordillera del Neuquen.","1400",NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1920","2","5",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","1258863","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","Bro. Claude-Joseph","198","South America","Chile",NA,NA,"Laguna Negra.","3600",NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1924","1",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","1910076","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","E. Barros","5958","South America","Chile","Aisén (XI)",NA,"Aysén, Coyhaique.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1946","1","13",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","3428222","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","G. Seijo","1686","South America","Argentina","Neuquen",NA,"Dep. Minas. Lagunas de Epu-lafquen.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1999","2","3",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","2303329","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","A. Segadas-Vianna & A. C. Brade","5024","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Nos campos graminosus, Base das Agulhas, Serra do Italiaia.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1950",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US","1963926","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","T. Meyer","7989","South America","Argentina","Neuquen",NA,"Gob. Neuquen. Entre Llao Llao y Bahia Lopez.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1945","1","17",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","2643714","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","L. Smith & R. M. Klein","15541","South America","Brazil","Santa Catarina",NA,"Mun. Agua Doce: 46 km west Caçador.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1971","12","1",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","1297380","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","I.M. Johnston","5962","South America","Chile","Atacama (III)",NA,"Northern Chile. Dept. Vallenar. Vicinity of Laguna Chica.","3200",NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1926","1","6","-69.87","-28.8",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","2146952","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","E. Barros V.","5959","South America","Chile","Aisén (XI)",NA,"Coyhaique.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","2643710","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","L. Smith & R. M. Klein","15808","South America","Brazil","Santa Catarina",NA,"Mun. Bom Jardim da Serra: Alto, 15 km south of Bom Jardim, woods.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1971","12","15",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","821561","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","ex. herb. R.A. Philippi","430?","South America","Chile",NA,NA,"Tal [illegible text].",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US","2011904","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","-- Reitz","2592","South America","Brazil","Santa Catarina",NA,"Bom Retiro: Campo dos Padres.","2000",NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","2433882","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","L. Smith & R. Reitz","10115","South America","Brazil","Santa Catarina",NA,"Mun. São Joaquim: Bog, source of Rio Capivaras, Serra do Oratório, 10 km east of Bom Jardim da Serra (Cambajuva).","1200",NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1957","1","16",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2020-09-12 05:00:02-03","US","US","2744592","PreservedSpecimen","Plantae","Poaceae","Deschampsia","cespitosa","Deschampsia cespitosa","G. Hatschbach","15016","South America","Brazil","Paraná",NA,"Mun. Palmas. Sta. Barbara.",NA,NA,NA,NA,NA,NA,NA,"Cyperales","(L.) P. Beauv.",NA,"1966","10","19",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
