"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"231","2019-11-27 13:47:41-03","UFS","ASE","5091","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Fonseca, MR","Santos, ML; Santos, E","ASE5091","1990","08","10","Southern America","Brasil","Sergipe","Ilha Santos",NA,NA,"Erva. Inflorescências marrons.; Erva. Inflorescências marrons.; Apicum do mangue","ASE0015985","R. Br.","-37.511389","-11.519444",NA,"Indiaroba",NA,"1990","08","-37.511389","-11.519444",NA,NA,NA,"21",NA,NA,NA,NA,NA
"232","2019-11-27 13:47:41-03","UFS","ASE","8754","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"Costa, SM; Prata, AP; M. Ibrahim","25","2006","06","08","Southern America","Brasil","Sergipe",NA,NA,NA,"erva. Inflorescência castanha.; erva. Inflorescência castanha.; Caatinga às margens de riacho","ASE0008902","R. Br.","-37.789167","-9.66","ASE0008902","Canindé de São Francisco",NA,NA,NA,"-37.789167","-9.66",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-27 13:47:41-03","UFS","ASE","8816","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Silva, AC","Silva, AC; Prata, AP; Lemos, IC; Costa, SM; M.Ibrahim","43","2006","07","21","Southern America","Brasil","Paraíba","Praia de Intemares",NA,NA,"Erva. Inflorescência em glomérulo, folhas verdes, bainha castanho-clara.; Erva. Inflorescência em glomérulo, folhas verdes, bainha castanho-clara.; Restinga","ASE0008904","R. Br.","-34.838611","-7.039722","ASE0008904","Cabedelo",NA,"2006","07","-34.838611","-7.039722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-27 13:47:41-03","UFS","ASE","8826","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Silva, AC","Silva, AC; Prata, AP; Lemos, IC; Costa, SM; M.Ibrahim","53","2006","07","21","Southern America","Brasil","Paraíba","propriedade particular do Sr. Manoel, Granja Betel",NA,NA,"Erva. Inflorescência castanho escuro, base castanha.; Erva. Inflorescência castanho escuro, base castanha.; Campo próximo a um lago","ASE0008905","R. Br.","-35.2175","-7.189444","ASE0008905","Sobrado",NA,"2006","07","-35.2175","-7.189444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-11-27 13:47:41-03","UFS","ASE","8868","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"Lemos, IC; Costa, SM","1","2006","05","31","Southern America","Brasil","Sergipe","Campus da Universidade Federal de Sergipe",NA,NA,"Erva. Bainha acastanhada, inflorescência castanho claro, raiz aromática.; Erva. Bainha acastanhada, inflorescência castanho claro, raiz aromática.","ASE0008907","R. Br.","-37.1223","-11.0053","ASE0008907","São Cristóvão",NA,NA,NA,"-37.1223","-11.0053",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-11-27 13:47:41-03","UFS","ASE","8877","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"Lemos, IC; Prata, AP; Silva, AC; Costa, SM; M.Ibrahim; G.B. A","31","2006","07","18","Southern America","Brasil","Alagoas","Dunas do Cavalo Russo",NA,NA,"Erva. Inflorescência castanho escuro.; Erva. Inflorescência castanho escuro.","ASE0008908","R. Br.","-35.895","-9.710278","ASE0008908","Marechal Deodoro",NA,NA,NA,"-35.895","-9.710278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-11-27 13:47:41-03","UFS","ASE","9025","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"M.Ibrahim; et al.","5","2006","07","17","Southern America","Brasil","Alagoas",NA,NA,NA,"Erva.; Erva.; Restinga","ASE0008911","R. Br.","-35.895","-9.710278","ASE0008911","Marechal Deodoro",NA,NA,NA,"-35.895","-9.710278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-11-27 13:47:41-03","UFS","ASE","414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa spathacea","Noblick, L.R.","Fonseca, MR","ASE414","1976","12","06","Southern America","Brasil","Sergipe","Sopé do Morro Lucrécia",NA,NA,"Erva. 15-20. cm. .; Erva. 15-20. cm. .; Tabuleiros arenosos. Solos de areias brancas.","ASE0008894","(Roth) T. Koyama","-36.855833","-10.737778","ASE0008894","Pirambu",NA,"1985","04","-36.855833","-10.737778",NA,NA,NA,NA,"spathacea",NA,NA,NA,NA
"239","2019-11-27 13:47:41-03","UFS","ASE","8950","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"Prata, AP; Lemos, IC; Silva, AC; M.Ibrahim; Costa, SM","1274","2006","07","21","Southern America","Brasil","Paraíba","PraiaJacarapé, 2m",NA,NA,"Restinga","ASE0008909","R. Br.","-34.796389","-7.195556","ASE0008909","Conde",NA,NA,NA,"-34.796389","-7.195556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-11-27 13:47:41-03","UFS","ASE","8326","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Silva, AC","Silva, AC; Prata, AP; Silva, EJ; Lemos, IC; Costa, SM","1","2006","04","03","Southern America","Brasil","Sergipe","Pov. Lagoa Redonda, riacho Aningas e margens.",NA,NA,NA,"ASE0008901","R. Br.","-36.5121","-10.4416","ASE0008901","Pirambu",NA,"2006","04","-36.5121","-10.4416",NA,NA,NA,"05",NA,NA,NA,NA,NA
"241","2019-11-27 13:47:41-03","UFS","ASE","415","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa spathacea","Noblick, L.R.","Fonseca, MR","ASE415","1976","12","06","Southern America","Brasil","Sergipe",NA,NA,NA,"Erva. 15-20. cm. .; Erva. 15-20. cm. .; Dunas litorânea (praia)","ASE0008895","(Roth) T. Koyama","-36.855833","-10.737778","ASE0008895","Pirambu",NA,"1985","04","-36.855833","-10.737778",NA,NA,NA,"10","spathacea",NA,NA,NA,NA
"242","2019-11-27 13:47:41-03","UFS","ASE","23391","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Costa, SM","Cotarelli, VM; Rocha, AMS; Fernandes, DS","1400","2012","02","29","Southern America","Brasil","Pernambuco","Açude Marreca, Entrada do açude. Savana estépica, solo luvissolo crômico órtico.",NA,NA,"Macrófita aquática anfíbia. Inflorescência no ápice do escapo floral.; Macrófita aquática anfíbia. Inflorescência no ápice do escapo floral.; Caatinga.","ASE0008959","R. Br.","-37.013056","-8.076547","ASE0008959","Custódia",NA,"2014","05","-37.013056","-8.076547",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-11-27 13:47:41-03","UFS","ASE","9361","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Costa, SM","Costa, SM; Silva, AC; Lemos, IC","156","2007","08","17","Southern America","Brasil","Sergipe","praias de Aracaju, Praia dos Artistas (1ºponto)",NA,NA,"erca. escapo verde, folhas em roseta, inflorescêncai castanha à castanha escura, raiz odorífera.; erca. escapo verde, folhas em roseta, inflorescêncai castanha à castanha escura, raiz odorífera.; Restinga (antropizada)","ASE0008913","R. Br.","-35.5342","-9.4237","ASE0008913","Aracaju",NA,"2007","08","-35.5342","-9.4237",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-11-27 13:47:41-03","UFS","ASE","13531","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Costa, SM","Costa, SM","540","2009","02","28","Southern America","Brasil","Sergipe","Canal do Parapuca",NA,NA,"Erva, ca. 50 cm. Inflorescência castanha.; Erva, ca. 50 cm. Inflorescência castanha.; Restinga","ASE0008925","R. Br.","-36.2757","-10.2546","ASE0008925","Brejo Grande",NA,"2009","02","-36.2757","-10.2546",NA,NA,NA,"28",NA,NA,NA,NA,NA
"245","2019-11-27 13:47:41-03","UFS","ASE","18958","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"Machado, WJ; Carregosa, T; Melo, DS; Nascimento - Júnior, JE","889","2010","09","21","Southern America","Brasil","Sergipe","Assentamento Santa Rita",NA,NA,"Herbácea, Inflorescência castanha.; Herbácea, Inflorescência castanha.; Caatinga","ASE0008948","R. Br.","-37.4721","-9.3936","ASE0008948","Canindé de São Francisco",NA,NA,NA,"-37.4721","-9.3936",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-11-27 13:47:41-03","UFS","ASE","19455","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Menezes, IRN","Menezes, IRN; Santos, LAS; Júnior, GSF","121","2010","08","31","Southern America","Brasil","Sergipe","Pov. Poço dos Bois, Mata do Gonzaguinha.",NA,NA,"Solo úmido de lagoa na margem da mata de transição (Mata Atlântica-Caatinga).","ASE0008951","R. Br.","-36.5304","-10.1507","ASE0008951","Cedro de São João",NA,"2010","08","-36.5304","-10.1507",NA,NA,NA,"31",NA,NA,NA,NA,NA
"247","2019-11-27 13:47:41-03","UFS","ASE","37092","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Santana-Júnior, JA","Santos, E; Farias, MCV; Figueiredo, MAM","115","2016","04","19","Southern America","Brasil","Sergipe","Povoado Poção",NA,NA,"Erva. Inflorescência castanha.; Restinga","ASE0038051","R. Br.","-36.3621","-10.2808","ASE0038051","Pacatuba",NA,"2016","04","-36.3621","-10.2808",NA,NA,NA,"28",NA,NA,NA,NA,NA
"248","2019-11-27 13:47:41-03","UFS","ASE","37076","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Santana-Júnior, JA","Santos, E; Farias, MCV; Figueiredo, MAM","99","2016","04","19","Southern America","Brasil","Sergipe","Povoado Poção",NA,NA,"Erva.; Restinga","ASE0038035","R. Br.","-36.3621","-10.2808","ASE0038035","Pacatuba",NA,"2016","05","-36.3621","-10.2808",NA,NA,NA,"10",NA,NA,NA,NA,NA
"249","2019-11-27 13:47:41-03","UFS","ASE","15511","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Costa, SM","Nascimento - Júnior, JE; Dantas, T","648","2009","09","22","Southern America","Brasil","Sergipe","Monumento Natural Grota do Angico",NA,NA,"Caatinga.","ASE0008940","R. Br.","-37.4103","-9.4819","ASE0008940","Poço Redondo",NA,"2009",NA,"-37.4103","-9.4819",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-11-27 13:47:41-03","UFS","ASE","10775","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"Silva, AC; Costa, SM; Lemos, IC","137","2007","08","23","Southern America","Brasil","Sergipe","Mosqueiro",NA,NA,"Restinga.","ASE0008919","R. Br.","-37.0418","-10.544","ASE0008919","Aracaju",NA,NA,NA,"-37.0418","-10.544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-11-27 13:47:41-03","UFS","ASE","11864","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Costa, SM","Costa, SM; Menezes, AR","361","2008","03","15","Southern America","Brasil","Sergipe","Praia do Tecarmo",NA,NA,"Inflorescência castanha.; Inflorescência castanha.; Restinga. Vegetação pós-praia.","ASE0008924","R. Br.","-37.0418","-10.544","ASE0008924","Aracaju",NA,"2008","03","-37.0418","-10.544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-11-27 13:47:41-03","UFS","ASE","9352","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Costa, SM","Costa, SM; Silva, AC; Lemos, IC","169","2007","08","17","Southern America","Brasil","Sergipe","praias de Aracaju, Praia do Mosqueiro (3º ponto), próx. ao rio Vaza-barris",NA,NA,"erva.; erva.; transição de mangue e praia arenosa (apicum)","ASE0008912","R. Br.","-37.0418","-10.544","ASE0008912","Aracaju",NA,"2007","08","-37.0418","-10.544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-11-27 13:47:41-03","UFS","ASE","39241","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Silva, FO","Silva, FO; Fabricante, JR","114","2017","07","06","Southern America","Brasil","Sergipe","PARNA Serra de Itabaiana, Ambiente em fase inicial, solos pedregosos, alta luminosidade, relevo acidentado",NA,NA,"Erva - aprox. 30 cm de altura. Inflorescencia do tipo umbela de coloração marrom. Folhas opostas de coloração verde nas dus faces e formato acicular. Caule colmo de coloração verde e textura lisa.; Mata Atlântica","ASE0040715","R. Br.","-37.2148","-10.4508",NA,"Areia Branca",NA,"2017","07","-37.2148","-10.4508",NA,NA,NA,"25",NA,NA,NA,NA,NA
"254","2019-11-27 13:47:41-03","UFS","ASE","13577","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Costa, SM","Costa, SM; Calazans, C","494","2008","10","09","Southern America","Brasil","Sergipe","Parque Nacional da Serra de Itabaiana, Serra Comprida.",NA,NA,"Erva terrestre, ca. 25 cm.; Erva terrestre, ca. 25 cm.; Área Antropizada.","ASE0008926","R. Br.","-37.1854","-10.4529","ASE0008926","Areia Branca",NA,"2008","10","-37.1854","-10.4529",NA,NA,NA,"09",NA,NA,NA,NA,NA
"255","2019-11-27 13:47:41-03","UFS","ASE","770","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa spathacea","Noblick, L.R.","Fonseca, MR","387","1980","08","02","Southern America","Brasil","Sergipe","Apicum do mangue do Adicuri",NA,NA,"Erva. 20. cm. Flores marrons.; Erva. 20. cm. Flores marrons.; Solo arenoso úmido","ASE0008897","(Roth) T. Koyama","-37.0219","-10.5402","ASE0008897","Barra dos Coqueiros",NA,"1985","04","-37.0219","-10.5402",NA,NA,NA,NA,"spathacea",NA,NA,NA,NA
"256","2019-11-27 13:47:41-03","UFS","ASE","616","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa spathacea","Noblick, L.R.","Fonseca, MR","ASE616","1978","04","30","Southern America","Brasil","Sergipe","Apicum do mangue do Papagaio",NA,NA,"Erva. 15-20. cm. .; Erva. 15-20. cm. .; Apicum de mangue","ASE0008896","(Roth) T. Koyama","-37.0219","-10.5402","ASE0008896","Barra dos Coqueiros",NA,"1985","04","-37.0219","-10.5402",NA,NA,NA,NA,"spathacea",NA,NA,NA,NA
"257","2019-11-27 13:47:41-03","UFS","ASE","10529","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Costa, SM","Costa, SM; Menezes, AR","204","2007","12","16","Southern America","Brasil","Sergipe","Povoado Pontal, Rua das Mangabeiras.",NA,NA,"Erva. Folhas formando roseta na base. Comum.; Erva. Folhas formando roseta na base. Comum.; Restinga, margem do apicum.","ASE0008918","R. Br.","-37.3041","-11.311","ASE0008918","Indiaroba",NA,"2007","12","-37.3041","-11.311",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-27 13:47:41-03","UFS","ASE","28374","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Barbosa, P","Prata, AP; Barbosa, P; Santos, E","3327","2012","08","29","Southern America","Brasil","Sergipe","Pólo de Tratamento de Resíduo, Fosso CP1234.",NA,NA,"Aproximadamente 35cm. UTM: 724273E, 8823117N","ASE0008962","R. Br.","-36.5624","-10.3536","ASE0008962","Japaratuba",NA,"2012","09","-36.5624","-10.3536",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-27 13:47:41-03","UFS","ASE","38425","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"Déda, RM; Silva, AS; Santos, E","459","2017","04","11","Southern America","Brasil","Sergipe","Área de reflorestamento misto da Fábrica CIMESA",NA,NA,"Herbácea com cerca de 30 cm. Inlforescência marrom.; Mata Atlântica.","ASE0039819","R. Br.","-37.0939","-10.4923",NA,"Laranjeiras",NA,"2017",NA,"-37.0939","-10.4923",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-27 13:47:41-03","UFS","ASE","38536","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Silva, KC","Silva, KC; Fabricante, JR","13","2016","08","11","Southern America","Brasil","Sergipe","Cachoeira da Jacoca., ambiente lentico, águas turvas.",NA,NA,"Anfíbia. 20 cm. Inflorescência em umbela de cor paleácea. Folhas lanceoladas de cor verde claro. Haste verde claro.; Mata Atlântica.","ASE0039931","R. Br.","-37.3522","-10.4109",NA,"Macambira",NA,"2016","08","-37.3522","-10.4109",NA,NA,NA,"21",NA,NA,NA,NA,NA
"261","2019-11-27 13:47:41-03","UFS","ASE","7393","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Viana, G","Viana, G; Umbelino, PC","ASE7393","2000","08","19","Southern America","Brasil","Sergipe","REBIO",NA,NA,"Restinga.","ASE0008954","R. Br.","-36.5121","-10.4416","ASE0008954","Pirambu",NA,"2000","08","-36.5121","-10.4416",NA,NA,NA,"19",NA,NA,NA,NA,NA
"262","2019-11-27 13:47:41-03","UFS","ASE","7330","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Silva, AC","Ramos, M; Santos, E","7",NA,NA,NA,"Southern America","Brasil","Sergipe","Rebio Santa Isabel",NA,NA,"Restinga","ASE0008900","R. Br.","-36.5121","-10.4416","ASE0008900","Pirambu",NA,"2006","05","-36.5121","-10.4416",NA,NA,NA,"02",NA,NA,NA,NA,NA
"263","2019-11-27 13:47:41-03","UFS","ASE","9000","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Prata, AP","Pergentino, TC","22","2005","12","13","Southern America","Brasil","Sergipe","Rebio Santa Isabel",NA,NA,"Erva.; Erva.; Restinga, duna","ASE0008910","R. Br.","-36.5121","-10.4416","ASE0008910","Pirambu",NA,NA,NA,"-36.5121","-10.4416",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-11-27 13:47:41-03","UFS","ASE","10324","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Costa, SM","Farney, C; D.Araújo; Gomes, JC; J.T.Oliveira","2962","1992","01","28","Southern America","Brasil","Sergipe","Reserva Biológica de Santa Isabel, Brejo próximo ao Km 10 em direção a Ponta dos Mangues",NA,NA,"Erva. Folhas verdes; escalpo verde; injurescências castanhas. Na margem do brejo; Erva. Folhas verdes; escalpo verde; injurescências castanhas. Na margem do brejo","ASE0008916","R. Br.","-36.5121","-10.4416","ASE0008916","Pirambu",NA,"2009","02","-36.5121","-10.4416",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-11-27 13:47:41-03","UFS","ASE","4428","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Silva, AC","Viana, G","1547","1986","07","25","Southern America","Brasil","Sergipe","Ilha da Tartaruga",NA,NA,"Erva. Inflorescências marrons.; Erva. Inflorescências marrons.; Apicum de manguezal","ASE0008899","R. Br.","-37.2654","-11.2103","ASE0008899","Santa Luzia do Itanhy",NA,"2006","07","-37.2654","-11.2103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-27 13:47:41-03","UFS","ASE","4423","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Prata, AP","Viana, G","1542","1986","07","25","Southern America","Brasil","Sergipe","Ilha da Tartaruga",NA,NA,"Erva. mais ou menos 30. cm. .; Erva. mais ou menos 30. cm. .; Apicum de manguezal","ASE0008898","R. Br.","-37.2654","-11.2103","ASE0008898","Santa Luzia do Itanhy",NA,"2013","09","-37.2654","-11.2103",NA,NA,NA,"19",NA,NA,NA,NA,NA
"267","2019-11-27 13:47:41-03","UFS","ASE","414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa spathacea","Noblick, L.R.","Fonseca, MR","ASE414","1976","12","06","Southern America","Brasil","Sergipe","Sopé do Morro Lucrécia",NA,NA,"Erva. 15-20. cm. .; Erva. 15-20. cm. .; Tabuleiros arenosos. Solos de areias brancas.","ASE0008894","(Roth) T. Koyama","-36.855833","-10.737778","ASE0008894","Pirambu",NA,"1985","04","-36.855833","-10.737778",NA,NA,NA,NA,"spathacea",NA,NA,NA,NA
"268","2019-11-27 13:47:41-03","UFS","ASE","415","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa spathacea","Noblick, L.R.","Fonseca, MR","ASE415","1976","12","06","Southern America","Brasil","Sergipe",NA,NA,NA,"Erva. 15-20. cm. .; Erva. 15-20. cm. .; Dunas litorânea (praia)","ASE0008895","(Roth) T. Koyama","-36.855833","-10.737778","ASE0008895","Pirambu",NA,"1985","04","-36.855833","-10.737778",NA,NA,NA,"10","spathacea",NA,NA,NA,NA
"269","2019-11-27 13:47:41-03","UFS","ASE","770","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa spathacea","Noblick, L.R.","Fonseca, MR","387","1980","08","02","Southern America","Brasil","Sergipe","Apicum do mangue do Adicuri",NA,NA,"Erva. 20. cm. Flores marrons.; Erva. 20. cm. Flores marrons.; Solo arenoso úmido","ASE0008897","(Roth) T. Koyama","-37.0219","-10.5402","ASE0008897","Barra dos Coqueiros",NA,"1985","04","-37.0219","-10.5402",NA,NA,NA,NA,"spathacea",NA,NA,NA,NA
"270","2019-11-27 13:47:41-03","UFS","ASE","616","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa spathacea","Noblick, L.R.","Fonseca, MR","ASE616","1978","04","30","Southern America","Brasil","Sergipe","Apicum do mangue do Papagaio",NA,NA,"Erva. 15-20. cm. .; Erva. 15-20. cm. .; Apicum de mangue","ASE0008896","(Roth) T. Koyama","-37.0219","-10.5402","ASE0008896","Barra dos Coqueiros",NA,"1985","04","-37.0219","-10.5402",NA,NA,NA,NA,"spathacea",NA,NA,NA,NA
"271","2019-11-27 13:47:41-03","UFS","ASE","13538","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Fimbristylis","spathacea","Fimbristylis spathacea","Costa, SM","Costa, SM","533","2009","02","28","Southern America","Brasil","Sergipe","Canal do Parapuca",NA,NA,"Erva cespitosa, ca. 50 cm. Inflorescência esverdeada, raiz aromática; Erva cespitosa, ca. 50 cm. Inflorescência esverdeada, raiz aromática; Restinga e Manguezal","ASE0008070","Roth","-36.2757","-10.2546","ASE0008070","Brejo Grande",NA,"2009","02","-36.2757","-10.2546",NA,NA,NA,"28",NA,NA,NA,NA,NA
"272","2020-07-24 11:01:05-03","UFCG","CSTR","6269","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Alves, M.","Tores, C.","50","2011","04","26",NA,"Brasil","Paraíba","Caatinga herbácea arbustiva, com solo arenoso pedregoso a argiloso","228",NA,"Frequente no local. Erva cerca de 70cm de altura, com colmo achatado verde, folhas lineares, com várias espiguetas castanho.; No capinzal alagado.",NA,"R. Br.","-37.273694","-7.058972",NA,"Patos","228","2011","09","-37.273694","-7.058972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-05-26 14:30:32-03","UFCG","CSTR","6294","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Torres, C.","Tores, C.","268","2012","03","30",NA,"Brasil","Paraíba","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.",NA,NA,"Erva, ca de 60 cm, colmo achatado, folhas basais lineares, inflorescência castanho.; Espinho Branco.",NA,"R. Br.","-37.2799987792969","-7.02443981170654",NA,"Patos",NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA
"274","2020-05-26 14:30:32-03","UFCG","CSTR","6295","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Torres, C.","Tores, C.","231","2012","03","23",NA,"Brasil","Paraíba","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.",NA,NA,"Erva, ca de 70 cm, colmo achatado, folhas basais lineares, inflorescência castanho.; Espinho Branco.",NA,"R. Br.","-37.2799987792969","-7.02443981170654",NA,"Patos",NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA
"275","2019-08-20 09:59:51-03","UNICAMP","UEC","82133","S","Plantae","Liliopsida",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"Noblick, LR","1462","1979","08","10",NA,"Brazil","Bahia","Ondirna, Arredores do Instituto de Biologia",NA,NA,"ori, Solo úmido.","UEC025304","R.Br.","-38.510799407959","-12.9710998535156","UEC025304","Salvador",NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"276","2021-03-01 16:19:33-03","UNICAMP","UEC","93912","S","Plantae","Liliopsida",NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"Krieger, PL","10365","1971","04","05",NA,"Brazil","Rio de Janeiro","Em praia antiga.",NA,NA,"Glumas marrons.","UEC017266","R.Br.","-41.9449996948242","-22.5268993377686","UEC017266","Rio das Ostras",NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
