"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"112","2021-03-30 12:38:44-03","EAO","IAN","104468","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Magalhães, MG","2087","Southern America","Brasil","Minas Gerais","Campo úmido, arenosos, plano com pequenas bacias úmidas.",NA,NA,"Herba, flor róseo-pálida.","IAN104468","Dicotiledônea",NA,"(Mart.) Knobl.","1942","05","05","Serro","-43.3793983459473","-18.604700088501",NA,"Crespo, S",NA,NA,"37754","auto",NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-30 12:38:44-03","EAO","IAN","133380","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Oliveira, E","5308","Southern America","Brasil","Pará","Ilha do Marajo, rio Atua proximo a serraria e olaria Mariai.",NA,NA,NA,"IAN133380","Dicotiledônea",NA,"(Mart.) Knobl.","1970","10","23","Muaná","-49.2167015075684","-1.52832996845245",NA,"Crespo, S",NA,NA,"72451","auto",NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-30 12:38:44-03","EAO","IAN","153620","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Bouças, PRP; Pinheiro, AAN","146","Southern America","Brasil","Pará","Estudo Ecologico dos campos de Joanes.",NA,NA,NA,"IAN153620","Dicotiledônea",NA,"(Mart.) Knobl.","1976","09","18","Salvaterra","-48.5167007446289","-0.75333297252655",NA,"Crespo, S",NA,NA,"52029","auto",NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-30 12:38:44-03","EAO","IAN","89549","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Black, GA","18801","Southern America","Brasil","Pará","Campina do Palha.",NA,NA,NA,"IAN089549","Dicotiledônea",NA,"(Mart.) Knobl.","1955","08",NA,"Vigia","-48.1417007446289","-0.858332991600037",NA,"Crespo, S",NA,NA,"33395","auto",NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-30 12:38:44-03","EAO","IAN","84167","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Black, GA","16772","Southern America","Brasil","Pará","Campo do Caembe.",NA,NA,NA,"IAN084167","Dicotiledônea",NA,"(Mart.) Knobl.","1954","08","10","Vigia","-48.1417007446289","-0.858332991600037",NA,"Crespo, S",NA,NA,"33395","auto",NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-30 12:38:44-03","EAO","IAN","84300","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Black, GA","16914","Southern America","Brasil","Pará","Ilha de Colares, sitio Horizonte.",NA,NA,NA,"IAN084300","Dicotiledônea",NA,"(Mart.) Knobl.","1954","09","29","Vigia","-48.1417007446289","-0.858332991600037",NA,"Crespo, S",NA,NA,"33395","auto",NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-30 12:38:44-03","EAO","IAN","153577","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Bouças, PRP; Medeiros, JM","103","Southern America","Brasil","Pará","Itapua.",NA,NA,NA,"IAN153577","Dicotiledônea",NA,"(Mart.) Knobl.","1976","06","10","Vigia","-48.1417007446289","-0.858332991600037",NA,"Crespo, S",NA,NA,"33395","auto",NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-30 12:38:44-03","EAO","IAN","68827","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Black, GA","10980","Southern America","Brasil","São Paulo","Campo Alegre.",NA,NA,NA,"IAN068827","Dicotiledônea",NA,"(Mart.) Knobl.","1951","01","21","Itirapina","-47.8199996948242","-22.25",NA,"Crespo, S",NA,NA,"22843","auto",NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-30 12:38:44-03","EAO","IAN","141050","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Ribeiro, BGS","177","Southern America","Brasil","Pará","Margem do rio Maruaru.",NA,NA,"Planta baixa, cálice marrom, corolla esbranquiçada. Campo geral.","IAN141050","Dicotiledônea",NA,"(Aubl.) Knobl.","1971","10","03","Marajó",NA,NA,NA,"Ribeiro, BGS",NA,NA,NA,NA,NA,"1979","09","09",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-30 12:38:44-03","EAO","IAN","145154","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Argent, GCG; Richards, PW","6460","Southern America","Brasil","Mato Grosso","Pantanal transect. In short grass pantanal near transition.",NA,NA,"Flowers purplish pink.","IAN145154","Dicotiledônea",NA,"(Aubl.) Knobl.",NA,NA,NA,"Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-30 12:38:44-03","EAO","IAN","193900","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Santos, LO; Mehlig, U; Lopes, MG; Bragança, VAN; Costa, AC","416","Southern America","Brasil","Pará","Ajuruteua, Salinas dos Roques/Jabuti, borda sul do bosque na 4a ilha de terra firme",NA,NA,"Erva com flores brancas","IAN193900","Dicotiledônea",NA,"(Aubl.) Knobl.","2007","08","02","Bragança","-46.668333","-0.926667",NA,"Mehlig, U",NA,NA,NA,NA,NA,"2010","09","20","-46.668333","-0.926667",NA,NA,NA,NA,NA
"123","2021-03-30 12:38:44-03","EAO","IAN","70385","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Black, GA","12569","Southern America","Brasil","Rio Branco","Campo de aviacao.",NA,NA,NA,"IAN070385","Dicotiledônea",NA,"(Aubl.) Knobl.","1951","08","16","Boa Vista",NA,NA,NA,"Melo, A",NA,NA,NA,NA,NA,"2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-30 12:38:44-03","EAO","IAN","70395","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Black, GA","12579","Southern America","Brasil","Roraima","Boa Vista, campo de aviacao.",NA,NA,NA,"IAN070395","Dicotiledônea",NA,"(Aubl.) Knobl.","1951","08","16","Rio Branco",NA,NA,NA,"Melo, A",NA,NA,NA,NA,NA,"2012","12",NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-30 12:38:44-03","EAO","IAN","72058","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Black, GA","13846","Southern America","Brasil",NA,"Território Rio Branco, rio Cantá, campina.",NA,NA,"Erva, flor branca.","IAN072058","Dicotiledônea",NA,"(Aubl.) Knobl.","1951","10","08",NA,NA,NA,NA,"Melo, A",NA,NA,NA,NA,NA,"2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-30 12:38:44-03","EAO","IAN","107592","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia tenuifolia",NA,"Magalhães, MG","5987","Southern America","Brasil","Minas Gerais","Campo úmido arenoso, km 136, estrada para morro do Pilar.",NA,NA,"Herbácea, flor amarela.","IAN107592","Dicotiledônea",NA,"(Aubl.) Knobl.","1951","04","05",NA,NA,NA,NA,"Maas, PJM",NA,NA,NA,NA,"tenuifolia","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-30 12:38:44-03","EAO","IAN","156188","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia tenuifolia",NA,"Coradin, L; Cordeiro, MR","541","Southern America","Brasil","Roraima","Murupu region, along Boa Vista-BV 8 road (Br 174). Margin of road. Specimen was preserved with 1,5% Pentachlorphenol in Alcohol.",NA,NA,"Small thin herb, ca. 15cm tall. Flowers white. Savanna (campo), moist, sandy soil.","IAN156188","Dicotiledônea",NA,"(Aubl.) Knobl.","1977","10","08",NA,"-59.254167","0.737222",NA,"Maas, PJM","107","107",NA,NA,"tenuifolia","1990",NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA
"128","2021-03-30 12:38:44-03","EAO","IAN","196640","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Boelter, CR","660","Southern America","Brasil","Pará","Campo das Mangabas.",NA,NA,NA,"IAN196640","Dicotiledônea",NA,"(Aubl.) Knobl.","2017","06","29","Maracanã","-47.581901550293","-0.595000028610229",NA,NA,NA,NA,"48335","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-30 12:38:44-03","EAO","IAN","80934","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Andrade-Lima, D de","1425","Southern America","Brasil","Pará","Estrada para a C.A.N.P. Alto do Cutiuba.",NA,NA,"Erva mínima, flor alva. Ocorre nos altos e serras pedregosas.","IAN080934","Dicotiledônea",NA,"(Aubl.) Knobl.","1953","05","07","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,"Maas, PJM",NA,NA,"279177","auto",NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-30 12:38:44-03","EAO","IAN","196598","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Boelter, CR","618","Southern America","Brasil","Pará","Gleba Acutiperura.",NA,NA,"Erva crescendo sobre o campo. Flores roxas.","IAN196598","Dicotiledônea",NA,"(Aubl.) Knobl.","2017","07","10","Portel","-50.8210983276367","-1.93555998802185",NA,NA,NA,NA,"184936","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-30 12:38:44-03","EAO","IAN","90890","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia tenella",NA,"Pires, JM","6043","Southern America","Brasil","Pará",NA,NA,NA,NA,"IAN090890","Dicotiledônea",NA,"(Martius) E.H.M.Grothe & P.J.M.Maas","1956","10","20","Vigia","-48.1417007446289","-0.858332991600037",NA,"Maas, PJM",NA,NA,"33395","auto","tenella","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-30 12:38:44-03","EAO","IAN","107592","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia tenuifolia",NA,"Magalhães, MG","5987","Southern America","Brasil","Minas Gerais","Campo úmido arenoso, km 136, estrada para morro do Pilar.",NA,NA,"Herbácea, flor amarela.","IAN107592","Dicotiledônea",NA,"(Aubl.) Knobl.","1951","04","05",NA,NA,NA,NA,"Maas, PJM",NA,NA,NA,NA,"tenuifolia","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-30 12:38:44-03","EAO","IAN","156188","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia tenuifolia",NA,"Coradin, L; Cordeiro, MR","541","Southern America","Brasil","Roraima","Murupu region, along Boa Vista-BV 8 road (Br 174). Margin of road. Specimen was preserved with 1,5% Pentachlorphenol in Alcohol.",NA,NA,"Small thin herb, ca. 15cm tall. Flowers white. Savanna (campo), moist, sandy soil.","IAN156188","Dicotiledônea",NA,"(Aubl.) Knobl.","1977","10","08",NA,"-59.254167","0.737222",NA,"Maas, PJM","107","107",NA,NA,"tenuifolia","1990",NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA
"134","2021-03-30 12:38:44-03","EAO","IAN","94080","PreservedSpecimen","Plantae","Gentianaceae","Schuebleria","patula","Schuebleria patula",NA,"Glaziou, AFM","19656","Southern America","Brasil",NA,NA,NA,NA,NA,"IAN094080","Dicotiledônea",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-30 12:38:44-03","EAO","IAN","84131","PreservedSpecimen","Plantae","Gentianaceae","Schuebleria","patula","Schuebleria patula",NA,"Black, GA","16738","Southern America","Brasil","Pará","Campina do Palha.",NA,NA,"Flor branco-rósea.","IAN084131","Dicotiledônea",NA,"Mart.","1954","08","10","Vigia","-48.1417007446289","-0.858332991600037",NA,"Oliveira, E",NA,NA,"33395","auto",NA,"1972","06",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-30 12:38:44-03","EAO","IAN","102416","PreservedSpecimen","Plantae","Gentianaceae","Schuebleria","tenuifolia","Schuebleria tenuifolia",NA,"Egler, WA; Silva, RR","942","Southern America","Brasil","Pará","Alto Tapajós, rio Cururú, Missão Velha, campo alagável.",NA,NA,"Flor roxa.","IAN102416","Dicotiledônea",NA,"(Don) Kunth","1959","07","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-30 12:38:44-03","EAO","IAN","36977","PreservedSpecimen","Plantae","Gentianaceae","Schuebleria","tenuifolia","Schuebleria tenuifolia",NA,"Pires, JM","1201","Southern America","Brasil","Pará","Campo.",NA,NA,"Herbácea, entre ciperacea; folhas muito reduzidas, flores arroxeadas.","IAN036977","Dicotiledônea",NA,"(Don) Kunth","1948","08","15","Curralinho","-49.7952995300293","-1.81360995769501","IAN036977 IAN036977_e",NA,NA,NA,"76491","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2013-07-03 11:02:14-03","EBDA","BAH","7204","S","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Julian A. Steyermark & Roland Liesner",NA,NA,"Venezuela",NA,"Estado Bolivar: Distrito Roscio - Venezuela",NA,NA,"Dry part of morichal and in open wet part with sedges.",NA,NA,NA,"(Aubl.) Marchand","1982","12","02",NA,NA,NA,NA,"P. J. M. Maas",NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-10-09 11:17:31-03","UFBA","ALCB","101540","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Gomes, FS","18726","Southern America","Brasil","Bahia","Ipitanga II, área degradada.",NA,NA,"ca. 20 cm alt. Folhas lineares. Flores amarelas.; secundária.",NA,"Dicotyledon",NA,"(Aubl.) Knobl.","2011","07","27","Salvador","-38.510799407959","-12.9710998535156",NA,"Guedes, ML; Pita, M",NA,NA,"26018","auto",NA,"2015","04",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-10-09 11:17:31-03","UFBA","ALCB","03280","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Noblick, LR","1251","Southern America","Brasil","Bahia","Chapada Diamantina",NA,NA,"flores azuis.",NA,"Dicotyledon",NA,"(Aubl.) Knobl.","1979","04","25","Lençóis","-41.420556","-12.447222",NA,"Siqueira, GB",NA,NA,NA,NA,NA,"2012","09",NA,"-41.420556","-12.447222",NA,NA,NA,NA,NA
"141","2019-10-09 11:17:31-03","UFBA","ALCB","03287","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Costa, AL","725","Southern America","Brasil","Bahia","Entre o Rio S. Francisco e Água Comprida. Estrada Salvador-Feira.",NA,NA,NA,NA,"Dicotyledon",NA,"(Aubl.) Knobl.","1991","03","27",NA,NA,NA,NA,"Nilsson, S",NA,NA,NA,NA,NA,"1991","03",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-10-09 11:17:31-03","UFBA","ALCB","101842","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","18804","Southern America","Brasil","Bahia","Chapada Diamantina, Próximo ao rio Piaba.",NA,NA,"de ca 15 cm de altura. Folhas opositas, séssil, elípticas-orbicular. Inflorescência terminal cimas de dicásio, flores liláses com tubo amarelo.;",NA,"Dicotyledon",NA,"(Aubl.) Knobl.","2011","04","22","Mucugê","-41.366667","-13",NA,"Guedes, ML",NA,NA,NA,NA,NA,"2011","11",NA,"-41.366667","-13",NA,NA,NA,NA,NA
"143","2019-10-09 11:17:31-03","UFBA","ALCB","106320","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Guedes, ML; Alunos de Microbiologia Vegetal UFBA","20016","Southern America","Brasil","Bahia","Chapada Diamantina, Córrego do Boiadeiro",NA,NA,"ereta de 15 cm , caule simples. Folhas pequenas, elíptica, séssil. Inflorescência paniculada. Flores pequenas, cremes.",NA,"Dicotyledon",NA,"(Aubl.) Knobl.","2012","04","29","Mucugê","-41.366667","-13",NA,"Guedes, ML",NA,NA,NA,NA,NA,"2010","10",NA,"-41.366667","-13",NA,NA,NA,NA,NA
"144","2020-02-08 09:20:35-03","NBC","NL-BOTANY","L.2691481","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Unknown",NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2691481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2691481",NA,"Gentianales","Knobl.",NA,NA,NA,NA,NA,NA,"NL-L2691481","Crespo S",NA,NA,NA,NA,NA,"2003","10","01",NA,NA,"Magnoliopsidae","L 0238279",NA,NA,NA
"145","2020-02-08 09:20:35-03","NBC","NL-BOTANY","L 0004816","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula","syntype","Vauthier M",NA,"Southern America","Brazil","Minas Gerais","BresilMinas Geraer",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200004816 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0004816",NA,"Gentianales","Knobl.","1833","01","01",NA,NA,NA,"NL-L0004816","Crespo S",NA,NA,NA,NA,NA,"2003","10","01",NA,NA,"Magnoliopsidae","903322678",NA,NA,NA
"146","2020-02-08 09:20:35-03","NBC","NL-BOTANY","L.2691476","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Fiebrig K",NA,"Southern America","Paraguay",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2691476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2691476",NA,"Gentianales","Knobl.","1908","01","01",NA,NA,NA,"NL-L2691476","Crespo S",NA,NA,NA,NA,NA,"2003","10","01",NA,NA,"Magnoliopsidae","L 0238280",NA,NA,NA
"147","2020-02-08 09:20:35-03","NBC","NL-BOTANY","L.2691477","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Fiebrig K",NA,"Southern America","Paraguay",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2691477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2691477",NA,"Gentianales","Knobl.","1908","01","01",NA,NA,NA,"NL-L2691477","Crespo S",NA,NA,NA,NA,NA,"2003","10","01",NA,NA,"Magnoliopsidae","L 0238281",NA,NA,NA
"148","2020-02-08 09:20:35-03","NBC","NL-BOTANY","L.2691478","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Splitgerber FL",NA,"Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2691478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2691478",NA,"Gentianales","Knobl.","1838","03","08",NA,NA,NA,"NL-L2691478","Crespo S",NA,NA,NA,NA,NA,"2003","10","01",NA,NA,"Magnoliopsidae","L 0238272",NA,NA,NA
"149","2020-02-08 09:20:35-03","NBC","NL-BOTANY","L.2691479","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Ule EHG",NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2691479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2691479",NA,"Gentianales","Knobl.","1908","10","01",NA,NA,NA,"NL-L2691479","Crespo S",NA,NA,NA,NA,NA,"2003","10","01",NA,NA,"Magnoliopsidae","L 0238276",NA,NA,NA
"150","2020-02-08 09:20:35-03","NBC","NL-BOTANY","L.2691480","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Sello F",NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2691480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2691480",NA,"Gentianales","Knobl.",NA,NA,NA,NA,NA,NA,"NL-L2691480","Crespo S",NA,NA,NA,NA,NA,"2003","10","01",NA,NA,"Magnoliopsidae","L 0238277",NA,NA,NA
"151","2020-02-08 09:20:35-03","NBC","NL-BOTANY","L.2691482","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Martius CFP von",NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2691482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2691482",NA,"Gentianales","Knobl.",NA,NA,NA,NA,NA,NA,"NL-L2691482","Crespo S",NA,NA,NA,NA,NA,"2003","10","01",NA,NA,"Magnoliopsidae","L 0238278",NA,NA,NA
"152","2020-02-08 09:20:35-03","NBC","NL-BOTANY","L.2691483","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Unknown",NA,"Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2691483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2691483",NA,"Gentianales","Knobl.",NA,NA,NA,NA,NA,NA,"NL-L2691483","Crespo S",NA,NA,NA,NA,NA,"2003","10","01",NA,NA,"Magnoliopsidae","L 0238274",NA,NA,NA
"153","2020-02-08 09:20:35-03","NBC","NL-BOTANY","U.1323205","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Delascio Chitty F; Davidse G; Montes R",NA,"Southern America","Venezuela","Guárico",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1323205 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1323205",NA,"Gentianales","(Aubl.) Knobl.","1981","12","01",NA,"-68.1","9.466667","NL-U1323205","Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,"-68.1","9.466667","Magnoliopsidae","U 0225665",NA,NA,NA
"154","2020-02-08 09:20:35-03","NBC","NL-BOTANY","U.1323277","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Jansen-Jacobs MJ; Welle BJH ter; Sipman HJM; James V",NA,"Southern America","Guyana","Rupununi District",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1323277 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1323277",NA,"Gentianales","(Aubl.) Knobl.","1992","10","03",NA,"-59.666667","2.916667","NL-U1323277","Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,"-59.666667","2.916667","Magnoliopsidae","U 0225773",NA,NA,NA
"155","2020-02-08 09:20:35-03","NBC","NL-BOTANY","U.1323271","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Maas PJM; Mennega EA; Welle BJH ter; Groen HJ",NA,"Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1323271 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1323271",NA,"Gentianales","(Aubl.) Knobl.","1981","10","16",NA,"-61","5.916667","NL-U1323271","Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,"-61.0","5.916667","Magnoliopsidae","U 0225780",NA,NA,NA
"156","2020-02-08 09:20:35-03","NBC","NL-BOTANY","U.1323272","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Lanjouw J; Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1323272 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1323272",NA,"Gentianales","(Aubl.) Knobl.","1949","03","16",NA,NA,NA,"NL-U1323272","Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0225778",NA,NA,NA
"157","2020-02-08 09:20:35-03","NBC","NL-BOTANY","U.1323275","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Irwin HS; Prance GT; Soderstrom TR; Holmgren NH",NA,"Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1323275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1323275",NA,"Gentianales","(Aubl.) Knobl.","1963","09","23",NA,"-56.65","3.25","NL-U1323275","Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,"-56.65","3.25","Magnoliopsidae","U 0225772",NA,NA,NA
"158","2020-02-08 09:20:35-03","NBC","NL-BOTANY","U.1323288","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Maguire B",NA,"Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1323288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1323288",NA,"Gentianales","(Aubl.) Knobl.","1944","08","03",NA,NA,NA,"NL-U1323288","Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0225764",NA,NA,NA
"159","2020-02-08 09:20:35-03","NBC","NL-BOTANY","U.1323290","PreservedSpecimen","Plantae","Gentianaceae","Curtia","tenuifolia","Curtia tenuifolia",NA,"Hoock JML",NA,"Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1323290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1323290",NA,"Gentianales","(Aubl.) Knobl.","1962","04","06",NA,NA,NA,"NL-U1323290","Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0225759",NA,NA,NA
