"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","relatedCatalogItem","previousCatalogNumber"
"50","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","11175",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","C. N. de Fraga/23-08-1995","Cintia C. Chamas; et al","1995","03","10","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Herbácea, epífita, disposição foliar distica, sem pseudobulbo, uniflora, flor vinho amarronzado com base da pétala branca. Mata de vale, altitude 640m.",NA,"399",NA,NA,NA,NA,"MBML011175","MBML011175",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"51","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","12327",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","L. Kollmann/C.Fraga/30-03-2000","L. Kollmann; et al","2000","03","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Mata de encosta. Epifita a 1,5m na sombra. Sepalos e petalos marrons com a base branca amarelada. Labelo branco com apice vermelho.",NA,"2741",NA,NA,NA,NA,"MBML012327","MBML012327",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"52","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","12495",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","L. Kollmann/28-04-2000","V. Demuner; et al","2000","04","27","Brasil","Espírito Santo","Santa Teresa","Alto Lombardia, cabeceira do 25 de Julho","-40.541944","-19.844722",NA,NA,"Epífita. Altura 3m, frutos de cor verde. Cultivo. À direita da estrada, sentido residência ao Pesque & Pague.",NA,"975",NA,NA,NA,NA,"MBML012495","MBML012495",NA,NA,"40W32'31","19S50'41",NA,NA,NA,NA
"53","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","14065",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","L. Kollmann/01-11-2001","V. Demuner; et al","2000","11","30","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Prop. A. Bringenti","-40.593889","-19.973333",NA,NA,"Epífita 1m de altura, botão floral e flor axilar com tépalas de cor marrom, de base amarela e ápice vinho. Área sombreada, meio úmida.",NA,"1547",NA,NA,NA,NA,"MBML014065","MBML014065",NA,NA,"40W35'38","19S58'24",NA,NA,NA,NA
"54","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","15516",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","L. Kollmann/2001","L. Kollmann; et al","2001","10","16","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Epífita na sombra. Flores marrons.",NA,"4838",NA,NA,NA,NA,"MBML015516","MBML015516",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA
"55","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","18063",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"R.R. Vervloet; et al","2001","11","01","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Epífita, fundo de vale, dossel 18m, flor e fruto.",NA,"1103",NA,NA,NA,NA,"MBML018063","MBML018063",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA
"56","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","18088",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"R.R. Vervloet; et al","2001","11","01","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Epífita, fundo de vale, dossel 18m.",NA,"1099",NA,NA,NA,NA,"MBML018088","MBML018088",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA
"57","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","19133",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"R.R. Vervloet; et al","2003","01","07","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Epífita a 1m do solo, baixada, dossel 16m, flor marrom com centro branco, altitude 810m.",NA,"1598",NA,NA,NA,NA,"MBML019133","MBML019133",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA
"58","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","20084",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"L. Kollmann; et al","2003","03","13","Brasil","Espírito Santo","Santa Maria de Jetibá","Terreno de Reinaldo Berger","-40.780556","-20.067222",NA,NA,"Epífita, na sombra. Flores marrons.",NA,"6037",NA,NA,NA,NA,"MBML020084","MBML020084",NA,NA,"40W46'50","20S4'2",NA,NA,NA,NA
"59","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","22863",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","L. Kollmann/12-03-1991","E. Lagasa","1972","11","02","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Somente em álcool.",NA,"65",NA,NA,NA,NA,"MBML022863",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA
"60","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","25602",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","L. Kollmann/24-02-2006","L. Kollmann; et al","2006","02","24","Brasil","Espírito Santo","Santa Teresa","Santo Anselmo","-40.573056","-19.836944",NA,NA,"Epífita na sombra, frutos verdes.",NA,"8692",NA,NA,NA,NA,"MBML025602","MBML025602",NA,NA,"40W34'23","19S50'13",NA,NA,NA,NA
"61","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","34270",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"C. N. de Fraga; et al","2008","05","06","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.55","-20.3",NA,NA,NA,NA,"2063",NA,NA,NA,NA,"MBML034270","MBML034270",NA,NA,"40W32'60","20S18'0",NA,NA,NA,NA
"62","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","34630",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"C. N. de Fraga; et al","2008","02","15","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.519444","-20.291389",NA,NA,NA,NA,"1862",NA,NA,NA,NA,"MBML034630","MBML034630",NA,NA,"40W31'10","20S17'29",NA,NA,NA,NA
"63","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","39479",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","L. Kollmann/8-12-2009","L. Kollmann; & A. Indriunas","2009","12","09","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Epífitas na sombra, sépalas e pétalas brancos de ápice marrom, labelo branco de ápice verde.",NA,"11843",NA,NA,NA,NA,"MBML039479","MBML039479",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"64","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","49407",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","D.R. Couto/14-12-2004","D.R. Couto","2004","12","13","Brasil","Espírito Santo","Mimoso do Sul","Conceição de Muqui: Santa Luzia","-41.479167","-20.890278",NA,NA,"Holoepífita de florestas maduras, em face sul. Pétalos e sépalos amarelados no centro e vermelho-alaranjados no terço-inferior para o ápice. Labelo amarelado com ápice vermelho-alaranjado. Propriedade do Sr. João Batista Massini.",NA,"222",NA,"821","821",NA,"MBML049407","MBML049407",NA,NA,"41W28'45","20S53'25",NA,NA,NA,NA
"65","2020-07-22 12:15:09-03","MBML","MBML-HERBARIO","546",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","L. Kollmann","W. Boone","1986","01","30","Brasil","Espírito Santo","Santa Teresa","Penha, Propriedade do Dr. Tabajara","-40.556389","-19.951389",NA,NA,"Epífita a 4m de altura, sobre arvoreta, tepales com base alva passando a vermelho rosado na parte superior, labelo rosa na extremidade e branco na metade inferior, coluna branco esverdeada, mata, beira de riacho.",NA,"1069",NA,NA,NA,NA,"MBML000546","MBML000546",NA,NA,"40W33'23","19S57'5",NA,NA,NA,NA
"66","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","8067",NA,"Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","L. Kollmann/25-11-1998","L. Kollmann; E. Bausen & W. Pizziolo","1998","11","25","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Mata de encosta. Epífita a 1m na sombra. Ponta das sépalas e pétalas marrons. Ponta do labelo avermelhada.",NA,"1108",NA,NA,NA,NA,"MBML008067","MBML008067",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"67","2020-06-17 15:25:21-03","UNESP-RC","HRCB","18441","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","J. E. L. S. Ribeiro","Garcia, F. C. P.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-06-17 15:25:21-03","UNESP-RC","HRCB","9137","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","J. E. L. S. Ribeiro","Ribeiro, J. E. L. S.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-06-17 15:25:21-03","UNESP-RC","HRCB","9681","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","J. E. L. S. Ribeiro","Furlan, A.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-06-10 10:11:20-03","FZB-BH","BHZB","7920","S","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris",NA,NA,"Ferreira Junior, C.A. et al.","2010","01","13","Brasil","MG","Belo Horizonte","FZB-BH - Jardim Botânico - SBA","-43.937801361084","-19.9207992553711","17082",NA,"MAT222., Parque Estadual Rio Doce, Marliéria, Mata AtlânticaCampo rupestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Christenson, E. A.","H. D. Clarke, T. Hollowell, K. David, C. Chin & C. Perry","1997","7","5","Guyana","Cuyuni-Mazaruni",NA,NA,NA,NA,NA,"1",NA,NA,"5375","South America - Neotropics","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Christenson, E. A.","B. Hoffman & T. Henkel","1992","11","8","Guyana","Cuyuni-Mazaruni",NA,NA,NA,NA,NA,"1",NA,NA,"3290","South America - Neotropics","1100","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-07-09 12:43:56-03","F","FMNH-SEEDPLANTS","V0433631F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris",NA,NA,"P. Dusén","1911","3","14","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"11550","South America",NA,NA,NA,"V0433631F","V0433631F_01",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-07-09 12:43:56-03","F","FMNH-SEEDPLANTS","V0433632F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris",NA,NA,"J. A. Lombardi","1996","2","24","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"1085","South America",NA,NA,NA,"V0433632F","V0433632F_01",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-07-09 12:43:56-03","F","FMNH-SEEDPLANTS","V0433633F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris",NA,NA,"J. Cuatrecasas","1945","6","14","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,NA,"19626","South America",NA,NA,NA,"V0433633F","V0433633F_01",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-07-09 12:43:56-03","F","FMNH-SEEDPLANTS","V0433634F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris",NA,NA,"J. Cuatrecasas","1945","6","14","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,NA,"19626","South America",NA,NA,NA,"V0433634F","V0433634F_01",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-07-23 12:17:20-03","CEPLAC","CEPEC","6884","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris",NA,"G. Pabst","T. S. dos Santos","1971","05","15","Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal, estrada a Caraiba.","-39.0647010803223","-16.4496994018555","68835",NA,NA,"auto","1644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19/03/1972",NA
"78","2020-07-23 12:17:20-03","CEPLAC","CEPEC","123116","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris",NA,"Sem Informação","Amorim, A. M.","2005","05","04","Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13,7 Km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra. Trilha da base da Pedra.","-39.202778","-14.770278",NA,NA,NA,NA,"4877",NA,"600","600",NA,NA,NA,NA,NA,"39W12'10","14S46'13",NA,NA,NA,NA
"79","2020-07-23 12:17:20-03","CEPLAC","CEPEC","121666","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris",NA,"F. F. V. A. Barbarena","F. M. Ferreira","2007","11","16","Brasil","Bahia","AMARGOSA","serra do Timbó. Fazenda do Sr. Arlindo.","-39.6046981811523","-13.0303001403809","22699",NA,NA,"auto","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25/01/2012",NA
"80","2019-11-13 16:04:59-03","UNISANTA","HUSC","3915","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Barros, F.","Martins, S.E.; Sampaio, P.S.P.","2000","10","24","Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto.","-46.138599395752","-23.8544006347656","37616",NA,"Epífita. flor com tépalas externas castanhas com base branca-amarelada. tépalas internas castanhas com base branca-amarelada.; Subosque em cima de tronco caído.","auto","737s.n.",NA,NA,NA,NA,NA,NA,"2004","01",NA,NA,NA,NA,NA,NA
"81","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000533483","S","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"John Miers; b.1789; d.1879; Miers","1838",NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:4650760"
"82","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000533484","S","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"George Gardner; b.1812; d.1849; Gardner","1841","03",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"5876",NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:4650761"
"83","2020-11-12 16:58:10-03","UEL","FUEL","53015","PreservedSpecimen","Plantae","Tracheophyta",NA,"Asparagales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Caetano, JO","Caetano, JO","2014","01","26","Brasil","Santa Catarina","Benedito Novo","Ao lado da PCH CEESAN alto Benedito","-49.397222","-26.783333",NA,NA,NA,NA,"65",NA,"227","227",NA,NA,NA,"2014","01","-49.397222","-26.783333","26",NA,NA,NA
"84","2020-08-20 14:54:47-03","UFSC","FLOR","61572","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Funez, L.A.","Blanco, G.D.; Carmes, A.A.","2015","09","24","Brasil","Santa Catarina","Palhoça","Aldeia Morro dos Cavalos.","-48.657778","-27.810278",NA,NA,"Epífita, com flor vistosa, alaranjada e centro mais claro nas pétalas. Habitat: Mata, de borda",NA,"25",NA,"37","37",NA,"FLOR0061572",NA,"2016","02","48º39'28''W","27º48'37''S","03",NA,NA,NA
"85","2020-08-20 20:37:53-03","UFSC","FLOR","2468","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Pabst, G.","Klein, R.M.; Bresolin, A.","1970","11","19","Brasil","Santa Catarina","Florianópolis","Lagoinha do Leste, Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","27000",NA,NA,"auto","9221",NA,"200","200",NA,"FLOR0002468",NA,"1971",NA,NA,NA,NA,NA,NA,NA
"86","2020-08-20 20:37:53-03","UFSC","FLOR","3220","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Pabst, G.","Klein, R.M.","1972","02","22","Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736","13751",NA,"flor marrom, amarela e branca","auto","10052",NA,NA,NA,NA,"FLOR0003220",NA,"1974",NA,NA,NA,NA,NA,NA,NA
"87","2020-08-20 14:54:47-03","UFSC","FLOR","3304","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Bresolin, A.",NA,NA,NA,"Brasil","Santa Catarina","Governador Celso Ramos","Vargem do Macário.","-48.5592002868652","-27.3146991729736","13751",NA,"epífito, flor creme-marrom","auto","416",NA,"5","5",NA,"FLOR0003304",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-08-20 14:54:47-03","UFSC","FLOR","54701","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","2014","04","21","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha, trilha da casa de vidro.","-48.6161003112793","-26.1168994903564","18121",NA,"epífita, flor alaranjada. Coordenadas aproximadas.","auto","955",NA,"20","20",NA,"FLOR0054701",NA,"2014","04",NA,NA,"21",NA,NA,NA
"89","2020-08-20 20:37:53-03","UFSC","FLOR","3947","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Pabst, G.","Bresolin, A.","1974","01","14","Brasil","Santa Catarina","Paulo Lopes","Bom Retiro.","-48.6836013793945","-27.9617004394531","23385",NA,"epífito, flor marrom, internamente branco-amarelado","auto","1089",NA,"350","350",NA,"FLOR0003947",NA,"1975",NA,NA,NA,NA,NA,NA,NA
"90","2020-08-20 14:54:47-03","UFSC","FLOR","8302","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Barbarena, F.F.V.A.","Reis, A.","1976","04","26","Brasil","Santa Catarina","Tijucas","BR 101.","-48.6335983276367","-27.2413997650146","19338",NA,"epífita. Floresceu em cultivo.","auto","90",NA,"5","5",NA,"FLOR0008302",NA,"2012","11",NA,NA,"21",NA,NA,NA
"91","2021-03-04 15:42:06-03","IF","SPSF","38370","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Orchidales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","T.B.Breier","T.B.Breier & R.B.Singer","2003","05","06","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818","37574",NA,"COLETA: O centro da flor é branco.; GEOGRAFIA: parcelas permanentes.;","auto","963","América do Sul",NA,NA,NA,NA,NA,"2004","09",NA,NA,"30",NA,NA,NA
"92","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Descourtilz, ME",NA,NA,NA,"?",NA,NA,"in sylvis secus flum. Pirapitinga prope Bananal",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Descourtilz, ME",NA,NA,NA,"?",NA,NA,"in sylvis secus flum. Pirapitinga prope Bananal",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Morel, F",NA,NA,NA,"Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,"Floret Februario - Junio",NA,"s.n.","Southern America",NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Rollisson",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Binot, PM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Fl. Claes.",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Binot, PM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Fl. Claes.",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Morel, F",NA,NA,NA,"Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,"Floret Februario - Junio",NA,"s.n.","Southern America",NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Rollisson",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"P03P6N0099",NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-03 22:00:02-03","FLAS","FLAS","178199","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Mark Whitten",NA,NA,NA,"Ecuador","Napo",NA,NA,NA,NA,NA,NA,"[Label footing:] Voucher for NSF grant Chemosystematics and Pollination Biology of Gongora",NA,"93095",NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-03 22:00:02-03","FLAS","FLAS","214942","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Mark Whitten",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,"[Label footing:] Voucher for NSF Grant Systematics of Maxillariinae (Orchidaceae): Generic Delimitation, Pollinator Rewards, and Pollination",NA,"2840",NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
