"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","fieldNumber","monthIdentified","dayIdentified","class","individualCount","sex"
"45","2020-09-02 16:21:10-03","Cenargen","CEN","112717","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","J. B. Bringel","Marcelo Fragomeni Simon","3658","2019","03","30",NA,"Brasil","GO","Chapada dos Veadeiros. Ao longo da GO - 118, 30 km N de Alto Paraíso.","Exsicatas","Arbusto delgado, 80 cm. Flores amarelas.","CEN00112717",NA,"CAVALCANTE","-47.431388","-13.929722","1500","1500",NA,"-47.431388","-13.929722","2020",NA,NA,NA,"01",NA,NA,"4",NA
"46","2019-10-07 09:11:23-03","UEFS","HUEFS","49813","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.",NA,"Hatschbach, G.","70687","2000","05","08",NA,"Brasil","Goiás","Rod. GO-118, Chapada dos Veadeiros, 10Km N de Alto do Paraíso.",NA,"Campo rupestre.","HUEFS0049813","HUEFS0049813","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,"Asteranae",NA,NA
"47","2019-10-07 09:11:23-03","UEFS","HUEFS","64788","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.",NA,"Hatschbach, G.","70131","2000","02","13",NA,"Brasil","Goiás","Serra dos Pirineus, rodovia Pirenópolis - Cocalzinho de Goiás.",NA,"Campo cerrado degradado.","HUEFS0064788","HUEFS0064788","Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,"Asteranae",NA,NA
"48","2019-12-10 11:24:12-03","FFCLRP","SPFR","4438","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Schilling,E.","Da Costa,F.B.","74","1998","04","21",NA,"Brasil","Goiás","Rod.GO-118, a 29km N de Alto Paraíso de Goiás-GO, margem direita.",NA,"Cerrado (campo).",NA,NA,"Alto Paraíso de Goiás","-47.416667",NA,"1490","1490",NA,"47°25'W","13°55'W","1998",NA,NA,NA,"08",NA,NA,NA,NA
"49","2019-09-04 20:03:53-03","F","FMNH-SEEDPLANTS","V0049355F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae",NA,NA,"H. S. Irwin et al.","12903","1966","2","15","South America","Brazil",NA,NA,NA,NA,"V0049355F","V0049355F_01",NA,"-52.8731","-10.8339",NA,NA,"Paratype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"50","2019-09-04 20:03:52-03","F","FMNH-SEEDPLANTS","V0049354F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae",NA,NA,"H. S. Irwin et al.","32779","1971","3","20","South America","Brazil",NA,NA,NA,NA,"V0049354F","V0049354F_01",NA,"-52.8731","-10.8339",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"51","2020-02-17 11:29:01-03","UEG","HUEG","10491","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.","Pacheco, R.A.","Versiane, A.F.A.","530","2013","02","19","Southern America","Brasil","Goiás","Ao longo da estrada para faz. Maria dos Anjos.",NA,"Arbusto ca. 0,8m alt. Brácteas involucrais verdes, corola e ramos do estilete amarelos, anteras nigrescentes.; Campo graminoso, solo arenoso.","HUEG010491",NA,"Cocalzinho de Goiás","-48.872222","-15.279444",NA,NA,NA,"-48.872222","-15.279444","2013",NA,NA,NA,"03",NA,NA,NA,NA
"52","2020-02-17 11:29:01-03","UEG","HUEG","10489","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.","Pacheco, R.A.","Versiane, A.F.A.","495","2012","02","19","Southern America","Brasil","Goiás","P.E. Serra dos Pireneus, Base dos três picos.",NA,"Arbusto ca. 0,8m alt. Brácteas involucrais verdes; corola e ramos do estilete amarelos, anteras nigrescentes.; Cerrado rupestre.","HUEG010489",NA,"Cocalzinho de Goiás","-48.85","-15.792222",NA,NA,NA,"-48.85","-15.792222","2013",NA,NA,NA,"03",NA,NA,NA,NA
"53","2020-02-17 11:29:01-03","UEG","HUEG","10492","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.","Pacheco, R.A.","Pacheco, R.A.","725","2012","04","24","Southern America","Brasil","Goiás","BR 070 ca. de 5 Km da cidade.",NA,"Subarbusto ca. 0,7m. Brácteas involucrais verdes com bordas vermelhas, corola amarela, anteras nigrescentes.; Afloramentos rochosos.","HUEG010492",NA,"Cocalzinho de Goiás","-48.881","-15.789306","1107","1107",NA,"-48.881","-15.789306","2012",NA,NA,NA,"05",NA,NA,NA,NA
"54","2020-02-17 11:29:01-03","UEG","HUEG","10814","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.","Wurdack, J.J.; Pacheco, R.A.","Pacheco, R.A.","727","2012","04","24","Southern America","Brasil","Goiás","BR-070, ca. 10 Km da cidade.",NA,"Brácteas involucrais de verde a avermelhada, corola e ramos do estilete amarelo.; Afloramento rochoso.","HUEG010814",NA,"Cocalzinho de Goiás","-48.881056","-15.788917",NA,NA,NA,"-48.881056","-15.788917","2012",NA,NA,NA,"09",NA,NA,NA,NA
"55","2020-02-17 11:29:01-03","UEG","HUEG","10490","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.","Pacheco, R.A.","Pacheco, R.A.","954","2013","02","20","Southern America","Brasil","Goiás","Serra dos Pireneus, estrada para fazenda Ana Paula ca. 14 Km de Cocalzinho.",NA,"Subarbusto ca 1m. Brácteas involucrais verdes, corola e ramos do estilete amarelos, anteras nigrescentes.; Cerrado rupestre.","HUEG010490",NA,"Cocalzinho de Goiás","-48.673722","-15.832889",NA,NA,NA,"-48.673722","-15.832889","2013",NA,NA,NA,"03",NA,NA,NA,NA
"56","2019-05-06 11:53:08-03","UFU","HUFU","62889","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Pacheco, R.A.","Pacheco, R.A.; Versiane, A.F.A.; Contro, F.L. & Nakajima, J.N.","727","2012","04","24",NA,"Brasil","Goiás","Serra dos Pireneus, BR 070, ca. 10 Km da cidade.",NA,"Brácteas involucrais verdes a avermelhadas, corola e ramos do estilete amarelo.; Afloramentos rochosos.","HUFU00045411","HUFU00045411","Cocalzinho de Goiás","-48.881111","-15.788889","1073","1073",NA,"-48.881111","-15.788889","2012",NA,NA,NA,"09",NA,NA,NA,NA
"57","2019-05-06 11:53:08-03","UFU","HUFU","34219","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Bueno, V.R.; Castro, J...F...","Aparecida-Silva, M. da; Fonseca, M.L.; Oliveira, F.C.A. & Cardoso, E.","5267","2002","03","26",NA,"Brasil","Goiás","Em frente ao Salto do Corumbá",NA,"Subarbusto, ca. 1,5 m. Capítulos com flores do raio amarelas e as flores do centro vináceas, odor característico, folhas ásperas discolores verdes.; Cerrado Rochoso.","HUFU00045418","HUFU00045418","Corumbá","-48.765833","-15.848056","1025","1025",NA,"-48.765833","-15.848056","2013",NA,NA,NA,"05",NA,NA,NA,NA
"58","2019-05-06 11:53:08-03","UFU","HUFU","45898","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Justino, G.S.","Miranda.; et al.","59","2003","03","23",NA,"Brasil","Goiás","Parque Estadual da Serra dos Pirineus",NA,"Subarbusto.; Campo rupestre.","HUFU00045399","HUFU00045399",NA,NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-05-06 11:53:08-03","UFU","HUFU","66557","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Pacheco, R.A.","Versiane, A.F.A.; Pacheco, R.A. & Rocha, M.J.R.","504","2013","02","19",NA,"Brasil","Goiás","BR 070., Marco 9 do Parque Estadual dos Pireneus.",NA,"Arbusto, ca. 1 m alt. Brácteas involucrais verdes, corola e ramos do estilete amarelos; anteras nigrescentes.; Cerrado, campo graminoso.","HUFU00045417","HUFU00045417","Cocalzinho de Goiás","-48.8275","-15.781667","1161","1161",NA,"-48.8275","-15.781667","2013",NA,NA,NA,"03",NA,NA,NA,NA
"60","2019-05-06 11:53:08-03","UFU","HUFU","66564","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Pacheco, R.A.","Versiane, A.F.A.; Pacheco, R.A. & Rocha, M.J.R.","495","2013","02","19",NA,"Brasil","Goiás","Parque Estadual dos Pireneus, Base dos Três Picos.",NA,"Arbusto, ca. 0,8 m alt. Brácteas involucrais verdes; corola e ramos do estilete amarelos, anteras nigrescentes.; Cerrado rupestre.","HUFU00045416","HUFU00045416","Cocalzinho de Goiás","-48.85","-15.792222","1402","1402",NA,"-48.85","-15.792222","2013",NA,NA,NA,"03",NA,NA,NA,NA
"61","2019-05-06 11:53:08-03","UFU","HUFU","66573","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Pacheco, R.A.","Pacheco, R.A.; Versiane, A.F.A. & Rocha, M.J.R.","954","2013","02","20",NA,"Brasil","Goiás","Serra dos Pireneus, estrada p/ Faz. Ana Paula ca. 14 km de Cocalzinho.",NA,"subarbusto ca. 1 m; bracteas involucrais verdes, corola e ramos do estilete amarelos, anteras nigrescentes.; Cerrado rupestre.","HUFU00045414","HUFU00045414","Cocalzinho de Goiás","-48.673611","-15.832778","1236","1236",NA,"-48.673611","-15.832778","2013",NA,NA,NA,"03",NA,NA,NA,NA
"62","2019-05-06 11:53:08-03","UFU","HUFU","66668","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Pacheco, R.A.","Versiane, A.F.A.; Pacheco, R.A. & Rocha, M.J.R.","530","2013","02","19",NA,"Brasil","Goiás","Ao longo da estrada para Faz. Maria dos Anjos.",NA,"Arbusto, ca. 0,8m alt. Brácteas involucrais verdes, corola e ramos do estilete amarelos, anteras nigrescentes.; Campo graminoso, solo arenoso.","HUFU00045413","HUFU00045413","Cocalzinho de Goiás","-48.872222","-15.279444","1161","1161",NA,"-48.872222","-15.279444","2013",NA,NA,NA,"03",NA,NA,NA,NA
"63","2019-05-06 11:53:08-03","UFU","HUFU","62891","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Pacheco, R.A.","Pacheco, R.A.; Versiane, A.F.A.; Contro, F.L. & Nakajima, J.N.","725","2012","04","24",NA,"Brasil","Goiás","Serra dos Pireneus, BR 070, ca. 5 Km da cidade.",NA,"Subarbusto, ca. 0,7 m alt. Brácteas involucrais verdes com bordas vermelhas, corola amarela, anteras nigrescentes.; Afloramentos rochosos.","HUFU00045412","HUFU00045412","Cocalzinho de Goiás","-48.881111","-15.789444","1107","1107",NA,"-48.881111","-15.789444","2012",NA,NA,NA,"05",NA,NA,NA,NA
"64","2019-05-06 11:53:08-03","UFU","HUFU","66595","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Pacheco, R.A.","Pacheco, R.A.; Versiane, A.F.A. & Rocha, M.J.R.","993","2013","02","21",NA,"Brasil","Goiás","Serra dos Pireneus, Cidade de Pedras ca. 18 km de Cocalzinho.",NA,"erva ca. 0,7 m; bracteas involucrais verdes, corola e ramos do estilete amarelos, anteras nigrescentes.; Cerrado rupestre.","HUFU00045415","HUFU00045415","Cocalzinho de Goiás","-48.893611","-15.713889","1289","1289",NA,"-48.893611","-15.713889","2013",NA,NA,NA,"03",NA,NA,NA,NA
"65","2020-08-04 12:47:40-03","UFU","HUFU","80061","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Pacheco, R.A.","Aparecida-Silva, M. da; Fonseca, M.L.; Oliveira, F.O.A. & Cardoso, E.","5267","2002","03","26",NA,"Brasil","Goiás","Salto Corumbá, em frente ao salto corumbá.",NA,"Subarbusto ca. 1,50 m altura; capítulos com flores do raio amarelas e as flores do centro vináceas, odor característico; folhas ásperas discolores verdes.; cerrado rochoso.","HUFU00077433",NA,"Corumbá","-48.765833","-15.848056","1025","1025",NA,"-48.765833","-15.848056","2013",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-05-20 18:18:16-03","UFMT","CNMT","9031","S","Plantae","Angiosperma",NA,"Asteraceae","Dimerostemma","cf. grazielae","Dimerostemma cf. grazielae","H.Rob.","Bringel, J.B.","Bringel, J.B.; Hattori, E. ; Batista, J.A.N.","574","2010","02","03",NA,"Brasil","Goiás","Parque estadual Serra dos Pirineus",NA,"Flor amarela Doação Herbário Ezechias Paulo Heringer - HEPH 26434","CNMT009031",NA,"Pirenópolis","-48.837778","-15.792222",NA,NA,NA,"48°50'16W","15°47'32S","2010",NA,NA,NA,"03",NA,NA,NA,NA
"67","2010-08-16 16:37:13-03","GH","HU-HERB","GH 00006388","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Robinson",NA,"H. S. Irwin et al.","32779","1971","3","20","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 19 km N. of Alto do Paraíso","Sheet",NA,NA,NA,NA,NA,NA,"1250",NA,"Isotype",NA,NA,NA,NA,NA,"32779",NA,NA,NA,NA,"undetermined"
"68","2014-09-23 10:46:37-03","G","G","G00223579","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.","?","Irwin, H. S. & al.","32779","1971","03","20","AMERIQUE DU SUD","Brazil","Goias",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=217494&base=img&lang=en","G00223579","G00223579",NA,"-49.56972222","-15.81194444","1250","1250","ISOTYPUS of Dimerostemma grazielae H. Rob.","-49.56972222","-15.81194444",NA,NA,NA,NA,NA,NA,NA,NA,NA
