"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","typeStatus","minimumElevationInMeters","class","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-01-14 15:23:50-03","MN","R","21778","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Brade, A.C.","10317","1930",NA,"Brasil",NA,NA,NA,NA,NA,"06","25","Rio de Janeiro",NA,NA,NA,NA,"900",NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:23:50-03","MN","R","220672","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Heikkinen, L.",NA,NA,NA,"Finlândia",NA,NA,"Herbarium of Paulo O. Scharllert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:23:50-03","MN","R","4892","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:23:50-03","MN","R","108154","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre, L.S.","Vidal, J.C.","2394","1948",NA,"Brasil",NA,NA,NA,NA,NA,"11","10","Minas Gerais","Passa Quatro","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"2001","01","10","17293","auto",NA,NA,NA,NA,NA
"15","2021-01-14 15:23:50-03","MN","R","103669","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre, L.S.","Mello Filho, L.E.","1240","1957",NA,"Brasil",NA,NA,NA,NA,NA,"01","20","Rio de Janeiro","Santa Maria Madalena","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"2001","01","10","30526","auto",NA,NA,NA,NA,NA
"16","2021-01-14 15:23:50-03","MN","R","20785","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Brade, A.C.","9846","1929",NA,"Brasil",NA,NA,NA,NA,NA,"10","30","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,"1100",NA,"1100",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"17","2021-01-14 15:23:50-03","MN","R","20784","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Brade, A.C.","9387","1929",NA,"Brasil","Várzea",NA,NA,NA,NA,"09","23","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,"1000",NA,"1000",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"18","2016-02-02 14:38:58-02","BGBM","B","B 20 0026323","S","Plantae",NA,NA,"Polypodiaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"M. Wacket","Rosenst. 298","1906","Middle and South America","Brazil","Est. S. Paulo, Rio Grande, ad terram in sylvis prim.",NA,"Dr. E. Rosenst., Filices austrobrasilienses - exsicc. - no. 298 <a href=http://herbarium.bgbm.org/object/B200026323 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200026323","B200026323",NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-02-02 14:38:58-02","BGBM","B","B 20 0026327","S","Plantae",NA,NA,"Polypodiaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"G. Gardner","177",NA,"Middle and South America","Brazil","Mts. Organ. (Serra dos Orgaos?).",NA,"Herbarium G. Mettenius; Herbarium M. Kuhn; additional type determination: syntype <a href=http://herbarium.bgbm.org/object/B200026327 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200026327","B200026327",NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:34:57-03","IAP","PACA-AGP","73306","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","L. Sylvestre","Hatschbach, G.","31345","1973",NA,"Brasil",NA,NA,"det. ant.: Asplenium scandicinum Klf.","PACA073306",NA,"02","07","ES","Iuna","-41.5358009338379","-20.3458003997803",NA,NA,"Filicopsida",NA,"2000","03",NA,"32198","auto",NA,NA,NA,NA,NA
"21","2019-11-21 14:51:33-03","UFJF","CESJ","63331","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","V.A.O. Dittrich","V.A.O. Dittrich","1814","2013","América do Sul","Brasil","Serra da Bandeira, Na trilha para o topo, face norte",NA,"Terrícola em floresta úmida altomontana, em grotão.","CESJ063331",NA,"07","21","Minas Gerais","Bom Jardim de MInas","-44.001322","-22.021003",NA,"1650",NA,"1650","2013","09",NA,NA,NA,"-44.001322","-22.021003",NA,NA,NA
"22","2019-11-21 14:51:33-03","UFJF","CESJ","64253","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","V.A.O. Dittrich","V.A.O. Dittrich; A.A. Vale; J.H.C. Ribeiro; L.D. Santana","1885","2014","América do Sul","Brasil","Parque Estadual da Serra do Papagaio, Picada para o Pico do Papagaio. Coordenadas geográficas e altitude aproximadas.",NA,"Terrícola em Floresta Ombrófila Densa","CESJ064253",NA,"05","11","Minas Gerais","Aiuruoca","-44.65","-22.042222",NA,"1960",NA,"1960",NA,NA,NA,NA,NA,"-44.65","-22.042222",NA,NA,NA
"23","2019-11-21 14:51:33-03","UFJF","CESJ","55732","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"A.C. Mezzonato; A.P.G. de Faria; J.H.C. Ribeiro; J.A. Oliveira","44","2009","América do Sul","Brasil","Serra Negra, RPPN Faz. Serra Negra. Trilha em direção à Gruta das Bromélias. Terrestre, mata ciliar.",NA,NA,"CESJ055732",NA,"12","20","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"24","2019-11-21 14:51:33-03","UFJF","CESJ","47221","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","F.S. Souza","F.S. Souza; P.L. Viana; N.L. Abreu; O.J. Bastos Neto","189","2006","América do Sul","Brasil","Serra Negra, Serra do Funil",NA,"Rupícola em interior de mata.","CESJ047221",NA,"04","19","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"2007","09",NA,"20815","auto",NA,NA,NA,NA,NA
"25","2019-11-21 14:51:33-03","UFJF","CESJ","49252","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","A. Salino","T.E. Almeida; F.S. Souza; N.F.O. Mota; P.L. Viana; B. Norderstam; K. Antunes; N.L. Abreu","744","2007","América do Sul","Brasil","Serra Negra, Ninho da Égua",NA,"Terrestre no interior de Floresta Ombrófila Densa","CESJ049252",NA,"04","09","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"2007","05","12","20815","auto",NA,NA,NA,NA,NA
"26","2019-11-21 14:51:33-03","UFJF","CESJ","46720","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","F.S. Souza","F.S. Souza; P.L. Viana; N.L. Abreu; L. Menini Neto","127","2006","América do Sul","Brasil","Serra Negra, Serra da Caveira D'Anta.",NA,"Terrestre em interior de mata. Caule decumbente.","CESJ046720",NA,"01","21","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"2007","09",NA,"20815","auto",NA,NA,NA,NA,NA
"27","2019-11-21 14:51:33-03","UFJF","CESJ","72227","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","L.S. Sylvestre","P. Campos Porto","2610","1932","América do Sul","Brasil","lote 62",NA,NA,"CESJ072227",NA,"06","10","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"2000","03",NA,"19648","auto",NA,NA,NA,NA,NA
"28","2021-03-01 16:43:31-03","UNICAMP","UEC","155849","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Prado, J; Hirai, RY","Hirai, RY; Prado, J; Vasconcellos-Neto, J; Polli, PR","639","2009",NA,"Brazil","Serra do Japi, Estrada para a torre da TV Cultura, trilha próxima das antenas.",NA,"Terrestre.","UEC060826","UEC060826","10","16","São Paulo","Jundiaí","-46.966667","-23.25",NA,"1233",NA,"1233","2009",NA,NA,NA,NA,"-46.966667","-23.25",NA,NA,NA
"29","2020-11-03 16:40:26-03","UFES","VIES","30469","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","A. Reis","Zorzanelli, J.P.F.; Araújo, E.A.","1084","2014",NA,"Brasil","Serra do Valentim.",NA,NA,"VIES030469","VIES030469","09","09","Espírito Santo","Iúna","-41.5358009338379","-20.3458003997803",NA,"1326",NA,"1326","2020","09","22","32198","auto",NA,NA,NA,NA,NA
"30","2020-12-21 16:13:49-03","MBM","MBM","425852","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre, L.","Campos Porto, P.","2610","1932","Southern America","Brazil","Lote 62",NA,NA,"MBM425852",NA,"06","10","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"2000","03",NA,"19648","auto",NA,NA,NA,NA,NA
"31","2020-12-21 16:13:49-03","MBM","MBM","24491","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wackettii","Asplenium wackettii","Rosenst","Sylvestre, L.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31345","1973","Southern America","Brazil","Iúna",NA,NA,"MBM024491","MBM024491","02","07","Espírito Santo","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA
"32","2020-12-21 16:13:49-03","MBM","MBM","351341","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wackettii","Asplenium wackettii","Rosenst","Salino, A.","Almeida, T.E.; et al.; et al.","744","2007","Southern America","Brazil","Serra Negra, Ninho da Égua",NA,"Terrestre nno interior de Floresta Ombrófila Densa","MBM351341","MBM351341","04","09","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"2007","05","12","20815","auto",NA,NA,NA,NA,NA
"33","2020-12-21 16:13:49-03","MBM","MBM","351342","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wackettii","Asplenium wackettii","Rosenst","Souza, F.S.","Souza, F.S.; et al.; et al.","189","2006","Southern America","Brazil","Serra Negra. Serra do Funil",NA,"Rupícola em interior de mata","MBM351342","MBM351342","04","19","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"2007","09",NA,"20815","auto",NA,NA,NA,NA,NA
"34","2020-12-21 16:13:49-03","MBM","MBM","267502","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wackettii","Asplenium wackettii","Rosenst","Dittrich, VA de O","Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","4665","2002","Southern America","Brazil","Bel Vista",NA,NA,"MBM267502","MBM267502","04","06","São Paulo","Barra do Turvo","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA
"35","2019-11-01 15:28:45-03","PUC-RIO","FCAB","0119","PreservedSpecimen","Plantae",NA,"Pteridophyta","Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Dr. Brade","P.E. Leite S.J.; P. Capell S.J.","s.n.","1951",NA,"Brasil",NA,NA,"Vila Nova Caledonia.","000119",NA,"06",NA,"São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"36","2015-09-24 18:57:59-03","MNHN","RECOLNAT_MNHN_P","P00220264","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","wacketii","Asplenium wacketii","Rosenst.","R. Viane & G. Cremers","Wacket, L.",NA,"1906",NA,"Brésil","E Sao Paulo, Rio Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00220264' target='other'> <mi>dwc_moreinfo</mi></a>","P00220264","P00220264_01",NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"298",NA,NA
"37","2015-09-24 18:58:05-03","MNHN","RECOLNAT_MNHN_P","P00220265","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","wacketii","Asplenium wacketii","Rosenst.","R. Viane & G. Cremers","Wacket, L.",NA,"1906",NA,"Brésil","E Sao Paulo, Rio Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00220265' target='other'> <mi>dwc_moreinfo</mi></a>","P00220265","P00220265_01",NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"298",NA,NA
"38","2015-09-03 17:32:08-03","MNHN","RECOLNAT_MNHN_P","P01475075","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre","Miers, J.",NA,NA,NA,"Brésil","Rio Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01475075' target='other'> <mi>dwc_moreinfo</mi></a>","P01475075","P01475075_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-03 17:32:08-03","MNHN","RECOLNAT_MNHN_P","P01475076","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre","[Glaziou]",NA,NA,NA,"Brésil","s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01475076' target='other'> <mi>dwc_moreinfo</mi></a>","P01475076","P01475076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA
"40","2015-09-03 17:32:08-03","MNHN","RECOLNAT_MNHN_P","P01475077","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre","Glaziou, A.",NA,"1870",NA,"Brésil","Alto Macahé. Chez Trannin. Rio Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01475077' target='other'> <mi>dwc_moreinfo</mi></a>","P01475077","P01475077_01","3","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4659",NA,NA
"41","2015-09-03 17:32:08-03","MNHN","RECOLNAT_MNHN_P","P01475078","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre","Glaziou, A.",NA,"1870",NA,"Brésil","Alto Macahé. R.J.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01475078' target='other'> <mi>dwc_moreinfo</mi></a>","P01475078","P01475078_01","3","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4398",NA,NA
"42","2015-09-03 17:32:08-03","MNHN","RECOLNAT_MNHN_P","P01475079","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre","Miers, J.",NA,NA,NA,"Brésil","Rio Janeiro","hb","2/2 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01475079' target='other'> <mi>dwc_moreinfo</mi></a>","P01475079","P01475079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-03 17:32:08-03","MNHN","RECOLNAT_MNHN_P","P01475080","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre","Miers, J.",NA,NA,NA,"Brésil","Rio Janeiro","hb","1/2 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01475080' target='other'> <mi>dwc_moreinfo</mi></a>","P01475080","P01475080_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-29 14:53:10-03","UFPR","UPCB","68770","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre, L.S.","Matos, F.B.","818","2005",NA,"Brasil","Mananciais da Serra, próximo ao Reservatório do Carvalho.",NA,"Terrestre no interior da mata. Gradiente entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","UPCB0001954","UPCB0001954 UPCB0001954_1","09","09","Paraná","Piraquara","-48.983333","-25.483333",NA,"910",NA,"910","2011","01","01",NA,NA,"-48.983333","-25.483333",NA,NA,NA
"45","2020-09-29 14:53:10-03","UFPR","UPCB","54489","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Sylvestre, L.S.","Schwartsburd, P.B.","856","2005",NA,"Brasil","Próximo ao Rio Jaguariaíva",NA,"Terrestre, interior da mata. Floresta ombrófila mista com formações areníticas..","UPCB0001953","UPCB0001953","07","09","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2011","01","01","44368","auto",NA,NA,NA,NA,NA
"46","2020-06-15 15:28:40-03","UNESP-RC","HRCB","65235","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","G.P. Sabino","Grupo Azul",NA,NA,NA,"Brasil","Parque Nacional do Itatiaia - Trilha dos Três Picos, perto do Hotel Abandonado, 1100-1600 m",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","-44.619851","-22.435116",NA,"1054",NA,"1054",NA,NA,NA,NA,NA,"44°37'11.463W","22°26'6.4176S",NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","1431624","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"-. Bowie & -. Cunningham","s.n.","1817","South America","Brazil",NA,NA,NA,"US01513419","US01513419_01",NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","2420932","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"J. E. Leite","3552","1945","South America - Neotropics","Brazil","Campo do Jordao.",NA,NA,"US01513418","US01513418_01","10",NA,"São Paulo",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","600209","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"M. Wacket","Rosenstock Exs. 298","1906","South America - Neotropics","Brazil",NA,NA,NA,"US00066882","US00066882_01",NA,NA,"Minas Gerais",NA,NA,NA,"Type collection",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2020-03-17 21:25:12-03","UFMG","BHCB-SL","163742","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Salino, A","Souza, JF; Salino, A","120","2012","América","Brasil","Mata do Sossego, Trilha das Hortências e Trilha 2.",NA,"Vegetal terrestre.","BHCB055786",NA,"06","16","Minas Gerais","Simonésia","-42.076944","-20.069722",NA,"1298",NA,"1298",NA,NA,NA,NA,NA,"-42.076944","-20.069722",NA,NA,NA
