"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","individualCount"
"44","2021-03-15 16:37:00-03","NY","NYBG","1289701","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","L. F. G. de Lima","G. T. Prance","29225","1984","02","21","South America","Brazil","Amazonas",NA,"Plateau northern massif of Serra Aracá. North Part of North Slope.","-63.3745909","0.9016571","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1759148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01289701","NY01289701_01","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01874414","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","R. Vásquez Martínez; R. Rojas","E. F. Rodríguez Rodríguez","1005","1996","06","13","South America","Peru","Amazonas","Bagua","Distrito Imaza, Comunidad Aguaruna de Putuim.","-78.32","-4.92","780","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2526240' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874414","NY01874414_01","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","909925","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","G. G. Hatschbach","33089","1973","11","12","South America","Brazil","Mato Grosso do Sul","Rio Verde de Mato Grosso","7 Quedas.","-54.90181","-18.9385",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909925","NY00909925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","2469702","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"J. A. Steyermark","97496","1966","10","08","South America","Venezuela","Distrito Capital",NA,"9- 12 km Suroest de Hacienda Cocuizal","-66.8095628","10.5284358","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686104' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469702","NY02469702_01","1635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","2469706","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"B. Maguire","29525","1950","11","18","South America","Venezuela","Amazonas",NA,"Ridge between culebra and Cano Culebra camp",NA,NA,"1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686108' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469706","NY02469706_01","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-12-16 12:03:00-02","NY","NYBG","2469710","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"H. G. Barriga","13693","1951","11","25","South America","Colombia","Vaupés",NA,"Rio Apaporis, Jirijirimo",NA,NA,"250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686112' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469710","NY02469710_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","909929","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","D. Philcox","3938","1968","01","09","South America","Brazil","Mato Grosso",NA,"E. of Expedtion Base Camp.","-51.77","-12.82",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909929","NY00909929_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","2469713","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","H. Mendoza","R. E. Schultes","16917","1952","08","18","South America","Colombia","Vaupés",NA,"Amazonas. Río Apaporis: Raudal Yagacopí.","-70.5","0.08","274","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686115' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469713","NY02469713_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2016-12-16 12:03:00-02","NY","NYBG","2469716","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"R. E. Schultes","14082","1951","09","16","South America","Colombia","Vaupés",NA,"Rio Apaporis: Cachivera de Jirijirimo y alrededores",NA,NA,"250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686118' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469716","NY02469716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","2469687","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","S. S. Renner","A. M. Carrión Cuellar","421","1996","10","13","South America","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff M. Campamento Huanchaca II, encima de la meseta, aproximadamente 20 km del campamento Los Fierros. A 2 km al Este del campamento.","-60.7425","-14.3625","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686088' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469687","NY02469687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","2469696","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","J. A. Steyermark","125815","1982","01","29","South America","Venezuela","Amazonas","Mun. Atabapo","Falda del extremo N del cerro Duida; al SW de la comunidad de Culebra.","-65.75","3.67","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686098' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469696","NY02469696_01","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","2469692","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"J. A. Steyermark","58578","1944","09","24","South America","Venezuela","Bolívar",NA,"Gran sabana, in woods bordering stream tributary to RIo Kukenan, at base of Mount Roraima",NA,NA,"1185","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686094' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469692","NY02469692_01","1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","01038826","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","J. M. Pires","6195","1956","12","14","South America","Brazil","Pará",NA,"Serra do Cachimbo",NA,NA,"425","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1564890' target='other'> <mi>dwc_moreinfo</mi></a>","NY01038826","NY01038826_01","425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","02469691","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","J. A. Steyermark","125815","1982","01","29","South America","Venezuela","Amazonas","Mun. Atabapo","Falda del extremo N del cerro Duida; al SW de la comunidad de Culebra.","-65.75","3.67","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686092' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469691","NY02469691_01","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-12-16 12:03:00-02","NY","NYBG","2469714","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"R. E. Schultes","12986","1951","07","08","South America","Colombia","Vaupés",NA,"Rio Apaporis: Cachivera de Jirijirimo y alrededores",NA,NA,"250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686116' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469714","NY02469714_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","2469690","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","W. W. Thomas","5715","1987","12","07","South America","Bolivia","Santa Cruz","José Miguel de Velasco","Serrania de Huanchaca. Parque Nacional Prof. Noel Kempff Mercado","-60.72","-13.98",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686091' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469690","NY02469690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","909928","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","D. Philcox","3511","1967","12","14","South America","Brazil","Mato Grosso",NA,"c. 2 km. E. of Expedtion Base Camp.","-51.77","-12.82",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909928","NY00909928_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","2469689","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","T. J. Killeen","7204","1994","11","23","South America","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff Mercado. Serrania Caparuch, senda de GEOBOL encima de la meseta, aproximadamente 15 km al SE de Los Fierros.","-60.7613889","-14.5583333","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686090' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469689","NY02469689_01","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","02104692","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","F. A. Michelangeli","P. H. Labiak E.","5692","2014","04","22","South America","Brazil","Amazonas","Barcelos","Parque Estadual da Serra do Aracá. Trilha da Cachoeira do Eldorado para o cume","-63.3408","-0.8747","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2549084' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104692","NY02104692_01","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2016-12-16 12:03:00-02","NY","NYBG","2469709","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"H. G. Barriga","13693","1951","11","25","South America","Colombia","Vaupés",NA,"Rio Apaporis, Jirijirimo",NA,NA,"250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686111' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469709","NY02469709_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","2469699","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","S. S. Tillett","752-206","1975","01","29","South America","Venezuela","Amazonas",NA,"Alrededores de Estación D1(C), Campamento Base, (al O del 'Savana Hills Camp de Tate). Cerro Duida, inmediatamente al N de La Esmeralda, en el Alto Río Orinoco. Along ridge to SE of camp.","-65.52","3.17","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686101' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469699","NY02469699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2016-09-27 16:43:00-03","NY","NYBG","01874404","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"R. Vásquez Martínez; R. Rojas","R. Vásquez Martínez","24144","1997","06","24","South America","Peru","Amazonas","Condorcanqui","Distrito El Cenepa, Comunidad de Tutino, Cerro Tutino. Bosque primario, sobre arenisca, suelo cubierto por un manto esponjoso de raíces Campau.","-78.2041667","-4.5638889","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2526186' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874404","NY01874404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2016-11-07 14:26:00-02","NY","NYBG","02549381","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"R. Vásquez Martínez","21090","1996","06","11","South America","Peru","Amazonas","Bagua","Distrito Imaza Cerros de putuim Bosque primario","-78.3397","-5.0556","350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2793875' target='other'> <mi>dwc_moreinfo</mi></a>","NY02549381","NY02549381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","02104657","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","F. A. Michelangeli","R. Goldenberg","2000","2014","04","23","South America","Brazil","Amazonas","Barcelos","Parque Estadual da Serra do Aracá Igarapé Preto, abaixo do acampamento na base de Serra do Aracá","-62.9241981506348","-0.974722027778625","40","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2548957' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104657","NY02104657_01","50","358570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2016-09-27 14:01:00-03","NY","NYBG","01855986","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"H. Mendoza Cifuentes","M. Aguilar","471","1996","04","04","South America","Peru","Madre de Dios","Tambopata","Santuario Nacional Pampas del Heath, Quebrada Patuyacu. Bosque de terraza.","-68.91333","-12.95305","210","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2164293' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855986","NY01855986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-13 09:20:13-03","UFRJ","RFA","17596","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J.J. Wurdack","G.G. Hatschbach; C. Koczicki","33089","1973","10","12",NA,"Brasil","Mato Grosso do Sul","Rio Verde de Mato Grosso","7 Quedas","-54.8442001342773","-18.9181003570557",NA,NA,"Arbusto 1,7 m de altura; flor alva, anteras amarelas","RFA14636",NA,NA,"87429","auto","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-30 12:44:21-03","EAO","IAN","131621","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","Goldenberg, R","Onishi, E; Ferreira, A","867","1969","02","06","Southern America","Brasil","Mato Grosso","Xavantina","Acampamento da Expedição Inglesa. Lugar úmido, mata ciliar.","-51.866667","-12.9",NA,NA,NA,"IAN131621",NA,NA,NA,NA,"2016","06","-51.866667","-12.9",NA,NA,NA,NA,NA,NA
"71","2021-03-30 12:44:21-03","EAO","IAN","131976","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","Wurdack, JJ","Philcox, D; Ferreira, A","3446","1967","12","09","Southern America","Brasil","Mato Grosso",NA,"Transecto from Base Camp road.Border of campo and wet forest.",NA,NA,NA,NA,NA,"IAN131976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-30 12:44:21-03","EAO","IAN","145503","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","Goldenberg, R","Pires, JM","87","1975","02","11","Southern America","Brasil","Amazonas",NA,"Serra Aracá.",NA,NA,"1000",NA,NA,"IAN145503",NA,"1000",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-30 12:44:21-03","EAO","IAN","41239","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Wedel von","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN041239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-30 12:44:21-03","EAO","IAN","91603","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","Wurdack, JJ","Pires, JM; Black, GA","6195","1956","12","14","Southern America","Brasil","Pará",NA,"Serra do Cachimbo.",NA,NA,"425",NA,NA,"IAN091603",NA,"425",NA,NA,"1961",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-02-08 10:02:44-03","NBC","NL-BOTANY","U 0287038","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Wurdack JJ; Adderley LS",NA,"1959","01","01","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200287038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0287038",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22327",NA,NA,NA,NA
"76","2020-02-08 10:02:44-03","NBC","NL-BOTANY","L.2534222","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Ule EHG",NA,"1909","11","01","Southern America","Brazil",NA,NA,"Barche der Serra de Mairary, Rio Branco, Surumu.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534222 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534222","NL-L2534222",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"77","2020-02-08 10:02:44-03","NBC","NL-BOTANY","L.1069810","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Wurdack JJ; Adderley LS",NA,"1959","01","01","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069810 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069810","NL-L1069810",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22327",NA,NA,NA,NA
"78","2020-02-08 10:02:44-03","NBC","NL-BOTANY","L.1069817","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Wurdack JJ; Adderley LS",NA,"1959","01","01","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069817 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069817","NL-L1069817",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22327",NA,NA,NA,NA
"79","2020-02-08 10:02:44-03","NBC","NL-BOTANY","L.1069818","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Wurdack JJ; Adderley LS",NA,"1959","01","01","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069818","NL-L1069818",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0053655 | Uw 22327",NA,NA,NA,NA
"80","2020-02-08 10:02:44-03","NBC","NL-BOTANY","U 0053656","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Wurdack JJ; Adderley LS",NA,"1959","01","01","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053656",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 22327",NA,NA,NA,NA
"81","2020-02-08 10:02:44-03","NBC","NL-BOTANY","U.1393793","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","Almeda F; Penneys DS","Mutchnick P; Henkel TW; Williams (Guyana) R",NA,"1994","10","12","Southern America","Guyana","Potaro-Siparuni",NA,"Guyana. Potaro-Siparuni Region. Pakaraima Mts; upper Ireng River; hills 2-3 km E of Cipo settlement.","-60.033333","4.8",NA,NA,"Montane savanna with creekside galllery forest and scrub on ironstone soils. In mesic gully.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1393793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1393793","NL-U1393793",NA,NA,NA,"2002","06","-60.033333","4.8","Magnoliopsidae","U 0248052","01",NA,NA,NA
"82","2020-02-08 10:02:44-03","NBC","NL-BOTANY","U.1393794","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Prance GT; et al.",NA,"1977","11","06","Southern America","Brazil",NA,NA,"Brazilian Amazonia, State of Para, Serra do Cachimbo, BR 163, Cuiaba-Santarem Highway. Km 872 Cuiaba-Santarem, Serra do Cachimbo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1393794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1393794","NL-U1393794",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"83","2020-02-08 10:02:44-03","NBC","NL-BOTANY","U.1393795","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Prance GT; Rodrigues WA; Ramos JF; Farias LG",NA,"1965","11","18","Southern America","Brazil",NA,NA,"Brazilian Amazonia, Territory of Rondonia, Basin of Rui Madeira, Km. 217-9 Madeira-Mamore railrode, 2-4km east of Abuna.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1393795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1393795","NL-U1393795",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"84","2020-02-08 10:02:44-03","NBC","NL-BOTANY","U.1394551","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Liesner RL",NA,"1988","10","25","Southern America","Venezuela",NA,NA,"Terr. Fed. Aamzonas, Depto. Atabapo: In saddle between Duida and Marahuaca near base of Duida.","-65.533333","3.566667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394551","NL-U1394551",NA,NA,NA,NA,NA,"-65.533333","3.566667","Magnoliopsidae",NA,NA,NA,NA,NA
"85","2020-02-08 10:02:44-03","NBC","NL-BOTANY","U.1394552","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Liesner RL",NA,"1988","10","27","Southern America","Venezuela",NA,NA,"Terr. Fed. Aamzonas, Depto. Atabapo: In saddle between Duida and Marahuaca near base of Duida.","-65.533333","3.566667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394552","NL-U1394552",NA,NA,NA,NA,NA,"-65.533333","3.566667","Magnoliopsidae",NA,NA,NA,NA,NA
"86","2020-02-08 10:02:44-03","NBC","NL-BOTANY","U.1394553","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Schultes RE; Cabrera Rodriguez I",NA,"1952","08","18","Southern America","Colombia",NA,NA,"Colombianae, Amazonas-Vaupes. Rio Apaporis: Raudal Yayacopi. Quarzite base.","-70.5","0.083333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394553","NL-U1394553",NA,NA,NA,NA,NA,"-70.5","0.083333","Magnoliopsidae",NA,NA,NA,NA,NA
"87","2020-02-08 10:02:44-03","NBC","NL-BOTANY","U.1394554","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"Wurdack JJ; Adderley LS",NA,"1959","07","10","Southern America","Venezuela",NA,NA,"Rio Casiquiare, Territitorio Amazonas. At edge of crystalline laja near left bank of Cano Duquiapo) 2km above Solano).",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394554","NL-U1394554",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
