"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","803227","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Rob.",NA,"L. B. Smith","12289","1957","03","31","Brazil","Santa Catarina","Porto Belo","Eastern shore of Ilha João de Cunha, Pôrto Belo.","-48.5531","-27.1581",NA,NA,"1","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801303' target='other'> <mi>dwc_moreinfo</mi></a>","NY00803227","NY00803227_01",NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA
"12","2021-03-30 12:35:14-03","EAO","IAN","21794","PreservedSpecimen","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.",NA,"Chamisso, LKA von","1313",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN021794",NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:24:51-03","PUCPR","HUCP","6618","S","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Rob.","Acra, LA; Silva, CBX","Isobe, HM; Simas, AD","011","1991","03","29","Brasil","Santa Catarina","Florianópolis","Caieiras","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"HUCP00008822","HUCP00008822",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"27000","auto",NA,NA,NA
"14","2019-10-09 11:10:36-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(DC.) H.Rob.","Dematteis, M","Hatschbach, G; Barbosa, E; Costa, EF","79126","2005","03","10","Brasil","Santa Catarina","Uribici","Morro da Igreja, topo","-49.583333","-28","-49.583333","-28","1850","1850","ereto. Capítulo lilás.; degradado.",NA,NA,"2005",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA
"15","2021-02-08 21:31:45-03","UFBA","ALCB","128071","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(DC.) H.Rob.","Martins, BG","Martins, J","s/n","2006","03","14","Brasil","Paraná","Campo Mourão","Parque Estadual Lagoa Azul (PELA).","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,"ALCB045225","ALCB045225","2006","09",NA,"Dicotyledon",NA,"Southern America",NA,"28572","auto",NA,NA,NA
"16","2020-02-08 08:52:06-03","NBC","NL-BOTANY","U.1150653","PreservedSpecimen","Plantae","Compositae","Vernonia","chamissonis","Vernonia chamissonis","Less.",NA,"Lindeman JC; Haas JH de",NA,"1967","01","26","Brazil",NA,NA,"Flora Brasiliae Australis, Campo cerado about 3 km N of Campo Mourau, sand.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150653","NL-U1150653",NA,NA,NA,NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA
"17","2020-11-04 11:01:42-03","ESALQ","ESA","27502","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Rob.","Puglia, B.","Souza, V.C. et al.","10663.0","1996","01","27","Brasil","São Paulo","Angatuba",NA,"-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,NA,"ESA027502","ESA027502","2018","04","11","Magnoliophyta",NA,NA,NA,"29114","auto",NA,NA,NA
"18","2020-11-04 11:02:28-03","ESALQ","ESA","13542","PreservedSpecimen","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis",NA,NA,"Miyagi, P.H.","26.0","1993","07","22","Brasil","São Paulo","Arujá",NA,"-46.3199996948242","-23.3899993896484",NA,NA,NA,NA,NA,"ESA013542",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"7742","auto",NA,NA,NA
"19","2021-03-22 17:44:37-03","UFPI","TEPB","28470","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H. Rob.","H. Robinson","George Eiten","5839","1965","02","06","Brasil","São Paulo","Paraguaçu Paulista","6 km north of cuty of Paraguaçu Paulista.","-50.566667","-22.366667","50°34'00W","22°22'00S","550","550","Remant cerradão with trees (mostly angico) 10-12 m tall with broken canopy cover & almost continuous undercover of lower trees. Shrub-filled clearings here & there (Doação) Ambiente: Cerradão",NA,NA,"2012","08","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:34:09-03","IAP","PACA-AGP","118639","PreservedSpecimen","Plantae","Compositae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H. Rob.","Hattori, EKO","Verdi, M.","4494","2010","04","28","Brasil","SC","Garopaba","morro da ressacada","-48.69","-28.08","48º41'24w","28º04'48s","147","147","furb 27661 Habitat: floresta ombrofila densa; estagio medio, entorno do fragmento","PACA118639",NA,"2012","03","05","Magnoliophyta","Asterales",NA,NA,NA,NA,"Magnoliate",NA,NA
"21","2019-08-27 13:34:09-03","IAP","PACA-AGP","3175","PreservedSpecimen","Plantae","Compositae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H. Rob.","Marques, D.","Rambo, B.",NA,"1938","06",NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Habitat: in dumetosis reclinata","PACA003175",NA,"2015","05",NA,"Magnoliophyta","Asterales",NA,NA,"27000","auto","Magnoliate",NA,NA
"22","2019-08-27 13:34:09-03","IAP","PACA-AGP","25339","PreservedSpecimen","Plantae","Compositae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H. Rob.","Marques, D.","J.A. Rohr SJ",NA,"1943","02","08","Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Habitat: in dumetosis reclinata","PACA025339",NA,"2015","05",NA,"Magnoliophyta","Asterales",NA,NA,"27000","auto","Magnoliate",NA,NA
"23","2019-08-27 13:34:09-03","IAP","PACA-AGP","67424","PreservedSpecimen","Plantae","Compositae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H. Rob.","Marque, D.","R. M. Klein","6639","1966","02","15","Brasil","SC","Florianópolis","Canasvieiras","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Herb. FLOR 1974 Habitat: capoeira","PACA067424",NA,"2015","05",NA,"Magnoliophyta","Asterales",NA,NA,"27000","auto","Magnoliate",NA,NA
"24","2019-08-27 13:34:09-03","IAP","PACA-AGP","65018","PreservedSpecimen","Plantae","Compositae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H. Rob.","Marques, D.","Reitz, R.","4581","1952","03","12","Brasil","SC","Florianópolis","Morro da Caixa da Agua - Itacorubi","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"HBR 14610 Habitat: capoeira","PACA065018",NA,"2015","05",NA,"Magnoliophyta","Asterales",NA,NA,"27000","auto","Magnoliate",NA,NA
"25","2019-08-27 13:34:09-03","IAP","PACA-AGP","69453","PreservedSpecimen","Plantae","Compositae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H. Rob.","Marques, D.","J. A. Jarenkow","682","1987","03","07","Brasil","SC","Florianópolis","Praia dos Ingleses-Canasvieiras","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"ca. 1m de alt.; cap. roseos; Herb. PEL 9794 Habitat: em restinga Hábito: arbusto","PACA069453",NA,"2015","05",NA,"Magnoliophyta","Asterales",NA,NA,"27000","auto","Magnoliate",NA,NA
"26","2019-08-27 13:34:09-03","IAP","PACA-AGP","54299","PreservedSpecimen","Plantae","Compositae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H. Rob.","Marques, D.","Reitz, R.","3540","1950","03","01","Brasil","SC","Porto Belo",NA,"-48.5531005859375","-27.1578006744385",NA,NA,NA,NA,"HBR 4954 Habitat: in silvula prope litus Fenofase: flor","PACA054299",NA,"2015","05",NA,"Magnoliophyta","Asterales",NA,NA,"13032","auto","Magnoliate",NA,NA
"27","2020-12-20 21:16:03-03","UFV","VIC","11850","PreservedSpecimen","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Meira Neto, J.A.A.","Meira Neto, J.A.A.","348","1989","03","20","Brasil","São Paulo","Águas de Santa Bárbara","Estado Ecológico de Santa Bárbara, Cerrado.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"Arbusto com c.a. de 2,0 metros de altura; capítulos alvos a lilases.","VIC011850","VIC011850","1990",NA,NA,NA,NA,NA,NA,"18363","auto",NA,NA,NA
"28","2020-10-20 14:17:05-03","UFOPA","HSTM","2517","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Rob.","Suemitsu, C.","Suemitsu, C.; Ramos, P.","1085","2012","01","18","Brasil","Pará","Oriximiná","Campinarana do Laudica.","-55.863889","-1.765556","55º51'50''W","1º45'56''S","46","46",NA,"HSTM002517","HSTM002517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:31:53-03","UFJF","CESJ","64568","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Rob.","M.G. Caxambu","H.C.L. Geraldino","232","2006","02","11","Brasil","Santa Catarina","Bombinhas","Praia de Mariscal","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,"Arbusto com flores de cor rosa, em restinga alterada. - Relevo: plano - Vegetação: Floresta Ombrófila Densa das Terras Baixas","CESJ064568","CESJ064568","2006","09","12","Angiosperma",NA,"América do Sul",NA,"11943","auto",NA,NA,NA
"30","2019-11-21 14:31:53-03","UFJF","CESJ","43521","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Rob.","M. Dematteis","J. Carneiro","1432","2003","01","02","Brasil","Paraná","Jundiaí do Sul",NA,"-50.247501373291","-23.4367008209229",NA,NA,NA,NA,"Apoiante, flor lilás ruderal.","CESJ043521","CESJ043521","2004",NA,NA,"Angiosperma",NA,"América do Sul",NA,"17300","auto",NA,NA,NA
"31","2021-04-07 11:41:29-03","UFMS","CGMS","43891","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Rob.","J. Cordeiro","M.G. Caxambu","4131","2012","04","30","Brasil","Paraná","Cananéia","Arrededores da Fazenda Aroeira.","-47.8380555","-24.8875","-47,8380555","-24,8875","49","49","Flor lilás. Fruto ausente.Capítulos lilases. Habitat: Floresta Ombrófila Densa Submontana. Relevo suave-ondulado. Habito: Erva. 1.8m de altura.","CGMS1073857",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:28-03","UNICAMP","UEC","195494","S","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Robins","Monge, M","Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3323","2016","10","02","Brazil","Espírito Santo","Santa Teresa",". 500 m antes do Mirante para o Vale do Canaã","-41.002222","-20.528694","-41.002222","-20.528694","441","441","Arbusto, 2m, flores lilazes, e frutos; Inselberg, húmido, beira da estrada,","UEC148485","UEC148485","2018","02",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:24:28-03","UNICAMP","UEC","91720","S","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Robins",NA,"Sá, FN","s.n.","1997","08","25","Brazil","São Paulo","Jundiaí","Serra do Japí, Estrada para a Base","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Porte arbustivo (aprox. 1,0 m), capítulos lilás escuro na parte superior e branco na parte inferiorm brácteas verdes.","UEC162989","UEC162989",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA
"34","2021-03-01 16:24:28-03","UNICAMP","UEC","91714","S","Plantae","Asteraceae","Lepidaploa","chamissonis","Lepidaploa chamissonis","(Less.) H.Robins",NA,"Sá, FN","s.n.","1997","08","25","Brazil","São Paulo","Jundiaí","Serra do Japí, Trilha do Mirante","-46.8800010681152","-23.1800003051758",NA,NA,"1170","1170","Porte arbustivo (aprox. 1,5m.), capítulos lilás, brácteas verdes.","UEC162982","UEC162982",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA
"35","2021-03-01 16:25:42-03","UNICAMP","UEC","118171","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Bertoncini, AP","Bertoncini, AP; Bertoncini, MP","968","1999","01","19","Brazil","São Paulo","Avaí","Aldeia Guarani.","-49.316667","-22.166667","-49.316667","-22.166667",NA,NA,"Arbusto, 3,0m de altura, caule com casca rugosa, folhas membranáceas, corola branca na base e rosada no ápice.; Floresta Estacional Semidecidual Submontana pertubada.","UEC132847","UEC132847","1999","09","03","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:25:42-03","UNICAMP","UEC","56185","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Leitão Filho, HF","Santos, J","S83","1989","06","06","Brazil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa da UNESP-Campus de Ilha Solteira.","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"Arbusto, ca. de 2m de altura, flores de cor lilás.; Cerrado-bovino.","UEC132849","UEC132849","1991","09","19","Magnoliopsida",NA,NA,NA,"74358","auto",NA,NA,NA
"37","2021-03-01 16:25:42-03","UNICAMP","UEC","54310","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Leitão Filho, HF","Tiritan, O; Paiva, M","29","1990","08","23","Brazil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa da UNESP - Campus de Ilha Solteira.","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"Arbusto, menos de 10cm de troco, 2m de altura, apenas frutos brancos.; Cerradão.","UEC132846","UEC132846","1991","04","26","Magnoliopsida",NA,NA,NA,"74358","auto",NA,NA,NA
"38","2021-03-01 16:25:42-03","UNICAMP","UEC","55789","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Meira Neto, JAA","Meira Neto, JAA","348","1989","03","20","Brazil","São Paulo","Águas de Santa Bárbara","Estado Ecológico de Santa Bárbara.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"Capítulos alvos e lilazes, arbusto com 2m.; Cerrado.","UEC132842","UEC132842","1991","07",NA,"Magnoliopsida",NA,NA,NA,"18363","auto",NA,NA,NA
"39","2021-03-01 16:25:42-03","UNICAMP","UEC","58779","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Meira Neto, JAA","Meira Neto, JAA","510","1990","02","22","Brazil","São Paulo","Águas de Santa Bárbara","Estado Ecológico de Santa Bárbara.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"Arbusto com 1,7 metros, flores lilazes claras.; Cerrado.","UEC132841","UEC132841","1991","07",NA,"Magnoliopsida",NA,NA,NA,"18363","auto",NA,NA,NA
"40","2021-03-01 16:25:42-03","UNICAMP","UEC","55755","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Meira Neto, JAA","Meira Neto, JAA","371","1989","03","20","Brazil","São Paulo","Águas de Santa Bárbara","Estado Ecológico de Santa Bárbara - Cerrado.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"Arbusto com 0,8 metros.; Cerrado.","UEC132843","UEC132843","1991","07",NA,"Magnoliopsida",NA,NA,NA,"18363","auto",NA,NA,NA
"41","2021-03-01 16:25:42-03","UNICAMP","UEC","55790","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Meira Neto, JAA","Meira Neto, JAA","354","1989","03","20","Brazil","São Paulo","Águas de Santa Bárbara","Estado Ecológico de Santa Bárbara. Cerrado.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"Herva com flores brancas, anteras vinosas.; Cerrado.","UEC132844","UEC132844","1991","07",NA,"Magnoliopsida",NA,NA,NA,"18363","auto",NA,NA,NA
"42","2021-03-01 16:25:42-03","UNICAMP","UEC","740189","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Moraes, MD","Bertoncini, AP","s.n.","1995","03","09","Brazil","São Paulo","Agudos","Fazenda da Cia e Cervejaria Brahma. Cerrado.","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"Arbusto, 1,0m alt., folhas membranáceas, folhas discolores, capítulos rosados.; Cerrado.","UEC132845","UEC132845",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"52219","auto",NA,NA,NA
"43","2021-03-01 16:25:42-03","UNICAMP","UEC","198533","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Venancio, NC","Fabricante, JR; Paschoal, MES","64","2002","05","17","Brazil","São Paulo","Agudos","Fazenda Monte Alegre.","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"Erva de 130cm de alt.; folhas cartáceas; inflorescência roxas; páleas castanhas.; Área em sucessão pós corte de Pinus, entorno de Floresta Estacional Semidecidual; amostrado n.582","UEC026543","UEC026543","2009","04","23","Magnoliopsida",NA,NA,NA,"52219","auto",NA,NA,NA
"44","2021-03-01 16:25:42-03","UNICAMP","UEC","198540","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Venancio, NC","Fabricante, JR; Paschoal, MES","60","2002","05","13","Brazil","São Paulo","Agudos","Fazenda Monte Alegre.","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"Arbusto de 1,80m de altura; folhas cartáceas, inflorescência roxo claro; gineceu branco, páleas verdes.; Área em sucessão pós corte de Pinus, entorno de Floresta estacional semidecidual.","UEC026546","UEC026546","2009","04","23","Magnoliopsida",NA,NA,NA,"52219","auto",NA,NA,NA
"45","2021-03-01 16:25:42-03","UNICAMP","UEC","198536","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Venancio, NC","Paschoal, MES","2486","2001","08","21","Brazil","São Paulo","Agudos","Fazenda Monte Alegre, entorno da Mata da Copaíba.","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"Arbusto de 2m. de altura; inflorescência roxa, páleas castanhas; aquênios com papus acastanhado.; Área em sucessão pós corte de Pinus, entorno de Floresta Estacional Semidecidual.","UEC026539","UEC026539","2009","04","23","Magnoliopsida",NA,NA,NA,"52219","auto",NA,NA,NA
"46","2019-08-20 10:07:06-03","UNICAMP","UEC","130510","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.",NA,"Oliveira, VM; Verola, CF; Costa, IR","43","2003","04","12","Brazil","São Paulo","Assis","Estrada Lutécia, Beira de Estrada","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Planta herbácea, 1,6m, presença de botões e flores brancas com o ápice do estigma rosa","UEC131513","UEC131513",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"23972","auto",NA,NA,NA
"47","2019-08-20 10:07:06-03","UNICAMP","UEC","130502","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.",NA,"Oliveira, VM; Verola, CF; Costa, IR","43","2003","04","12","Brazil","São Paulo","Assis","Estrada Lutécia, Beira de Estrada","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Planta herbácea, 1,6m, presença de botões e flores brancas com o ápice do estigma rosa","UEC131212","UEC131212",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"23972","auto",NA,NA,NA
"48","2019-08-20 10:07:06-03","UNICAMP","UEC","130496","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.",NA,"Oliveira, VM; Verola, CF; Costa, IR","48","2003","04","12","Brazil","São Paulo","Assis","Estrada Lutécia, Beira de Estrada","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Planta herbácea, 1,6m, presença de botões e flores brancas com o ápice do estigma rosa","UEC131211","UEC131211",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"23972","auto",NA,NA,NA
"49","2019-08-20 10:07:06-03","UNICAMP","UEC","130506","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.",NA,"Oliveira, VM; Verola, CF; Costa, IR","50","2003","04","13","Brazil","São Paulo","Assis","Trilha do Angico","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Planta herbácea, 2,5m, presença de botões, frutos e flores","UEC131515","UEC131515",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"23972","auto",NA,NA,NA
"50","2021-03-01 16:25:42-03","UNICAMP","UEC","198539","S","Plantae","Asteraceae","Vernonia","chamissonis","Vernonia chamissonis","Less.","Weiser, VL","Coral, DJ; et al.","12","2003","02","17","Brazil","São Paulo","Bauru","Jardim botânico.","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,"Subarsbuto com 1,80m de altura, folhas de consistência membranáceas, flores senecentes secas, papus bege.; Cerrado","UEC026547","UEC026547","2003","02","20","Magnoliopsida",NA,NA,NA,"29186","auto",NA,NA,NA
