"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","relatedCatalogItem","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","00555914","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","barretoi","Piper barretoi","Yunck.","R. Callejas Posada","G. T. Prance","18220","1973","10","08","South America","Brazil","Mato Grosso","Aripuana, near Humboldt Centre, on road to Rio Juruema","-59.35","-10.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555914","NY00555914_01",NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","555913","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","barretoi","Piper barretoi","Yunck.","R. Callejas Posada","S. A. Mori","10273","1978","07","19","South America","Brazil","Bahia","Fazenda Beija-Flor, ca. 3 km ao S de Almadina. Regiao de Mata Higrofila Sul Baiana. Folha SD-24 (15-40b)","-39.63","-14.7","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555913","NY00555913_01","Almadina",NA,NA,NA,NA,NA,NA
"3","2020-02-08 10:10:55-03","NBC","NL-BOTANY","U.1490655","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","barretoi","Piper barretoi","Yunck.",NA,"Prance GT; et al.",NA,"1973","10","08","Southern America","Brazil",NA,"Plants of Brazilian Amazonia. State of Mato Grosso. Aripuaña, near Humboldt Centre, on road to Rio Juruema.","-59.35","-10.2",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490655","NL-U1490655",NA,"Magnoliopsidae","-59.35","-10.2",NA,NA,NA
"4","2020-07-23 12:18:06-03","CEPLAC","CEPEC","135446","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","barretoi","Piper barretoi",NA,"M.M. Coelho","M.M. Coelho","744","2012","06","07",NA,"Brasil","Bahia","Serra do Corcovado, acesso pela Estação da EMBASA. Nova trilha próximo ao sítio do seu Domingos. Entrada à esquerda da primeira cachoeira.","-39.603889","-14.7025",NA,"(Unicata). Material prensado com álcool.",NA,NA,"ALMADINA",NA,"39W36'14","14S42'9",NA,NA,NA
"5","2020-07-23 12:18:06-03","CEPLAC","CEPEC","135452","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","barretoi","Piper barretoi",NA,"M.M. Coelho","M.M. Coelho","753","2012","06","07",NA,"Brasil","Bahia","Serra do Corcovado, acesso pela Estação da EMBASA. Nova trilha próximo ao sítio do seu Domingos. Entrada à esquerda da primeira cachoeira.","-39.603889","-14.7025",NA,"Material prensado com álcool.",NA,NA,"ALMADINA",NA,"39W36'14","14S42'9",NA,NA,NA
"6","2020-07-23 12:18:06-03","CEPLAC","CEPEC","13933","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","barretoi","Piper barretoi",NA,"R. Callejas","S. A. Mori","10273","1978","07","19",NA,"Brasil","Bahia","3Km S cidade, Faz. Beija-flor.","-39.6371994018555","-14.7053003311157",NA,NA,NA,NA,"ALMADINA",NA,NA,NA,"14289","30/01/1981","auto"
