"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","sex"
"276","2019-10-09 11:18:06-03","UFBA","ALCB","040422","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.Macbride","Hatschbach, G","1998",NA,NA,"Hatschbach, G; Barbosa, E","1997","10","16","Brasil","Paraná","Tomazina","Rio das Cinzas, Corredeiras","-49.9496994018555","-23.778299331665",NA,NA,"5m. Fruto preto.","ALCB002976","ALCB002976","67135",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"29630","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-02-08 09:35:30-03","NBC","NL-BOTANY","L.1798280","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Benson W","1979","07","17","Brazil",NA,NA,"Plantas do Brasil. Est. SP-Ubatuba, baixada do Rio Ecsu-ro, Praia Dora.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1798280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1798280","NL-L1798280",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"278","2020-02-08 09:35:30-03","NBC","NL-BOTANY","L.1798282","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","02","16","Brazil",NA,NA,"Plantas de Santa Catarina. Praço* Joaquim, Luis Alves. Itajaí. Capoeirão.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1798282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1798282","NL-L1798282",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"279","2020-02-08 09:35:30-03","NBC","NL-BOTANY","L.1798283","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Hatschbach GG","1966","03","23","Brazil",NA,NA,"Paraná, Mun. Antonina, Estr. Cacatu-Serra Negra.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1798283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1798283","NL-L1798283",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"280","2020-02-08 09:35:30-03","NBC","NL-BOTANY","L.1798284","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Claussen P",NA,NA,NA,"Brazil",NA,NA,"Brésil: Minas Geraes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1798284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1798284","NL-L1798284",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"281","2020-02-08 09:35:30-03","NBC","NL-BOTANY","L.1798285","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Dusén PKH","1911","09","04","Brazil",NA,NA,"Plantae Brasilienses. Paraná: Serra do Mar, Desvio Ypiranga, in silva primaeva*.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1798285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1798285","NL-L1798285",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"282","2020-02-08 09:35:30-03","NBC","NL-BOTANY","L.1798286","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,"in fresticetis prope Mandiocca, prov. Rio Janeiro.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1798286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1798286","NL-L1798286",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"283","2020-02-08 09:35:30-03","NBC","NL-BOTANY","L.1798287","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Sellow F",NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1798287 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1798287","NL-L1798287",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"284","2020-02-08 09:35:30-03","NBC","NL-BOTANY","L.1798288","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,"Brasilia, Mandiocca.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1798288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1798288","NL-L1798288",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"285","2020-02-08 09:35:30-03","NBC","NL-BOTANY","L.3883940","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Pedersen TM","1967","09","26","Paraguay",NA,NA,"Plantae paraguayenses. Sto. Domingo, near Cnel. Oviedo. Dep. Caaguazu.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3883940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3883940","NL-L3883940",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"286","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0097002","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Chanderbali A",NA,NA,NA,"Steinbach J","1925","03","14","Bolivia","Santa Cruz",NA,"Bosques de Buenavista; Sara; Santa Cruz.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200097002 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0097002","NL-U0097002",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,"isotype","Magnoliopsidae","97661",NA,NA,NA,NA,NA,NA
"287","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0097003","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Chanderbali A",NA,NA,NA,"Peckolt T","1859","01","01","Brazil","Rio de Janeiro",NA,"Canta Gallo, Brasiliae",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200097003 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0097003","NL-U0097003",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,"isotype","Magnoliopsidae","20649 A",NA,NA,NA,NA,NA,NA
"288","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0120552","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Chanderbali A",NA,NA,NA,"Pohl JE",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Sao Cristovao, Rio de Janeiro",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200120552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0120552","NL-U0120552",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,"isolectotype","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"289","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276235","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R","1966","12","07","Brazil","Paraná",NA,"(Mun. Maringá)",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276235",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw14325",NA,NA,NA,NA,NA,NA
"290","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276236","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"on Atlantic slope above Bela Vista, old road from Curitiba to Morretes",NA,NA,NA,NA,"rain forest on Atlnatic slope<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276236 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276236",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw12529",NA,NA,NA,NA,NA,NA
"291","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276237","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"forest near the Rio Ivaí, from Ribeirao Abelha towards the interior, 18 km E of Jussara",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276237",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw12734",NA,NA,NA,NA,NA,NA
"292","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276238","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"Serra do Mar Bela Vista",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276238",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw12566",NA,NA,NA,NA,NA,NA
"293","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276239","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","03","23","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276239 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276239",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw12704",NA,NA,NA,NA,NA,NA
"294","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276240","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","01","06","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276240",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw12455",NA,NA,NA,NA,NA,NA
"295","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276242","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"Atlantic slope above Bela Vista, old road from Curitiba to Morretes",NA,NA,NA,NA,"rain forest on Atlantic slope<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276242",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw12575",NA,NA,NA,NA,NA,NA
"296","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276243","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"Serro do Mar Bela Vista",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276243 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276243",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw12527",NA,NA,NA,NA,NA,NA
"297","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276244","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"Serro do Mar Bela Vista",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276244",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw12528",NA,NA,NA,NA,NA,NA
"298","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276245","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"Xambrê Fazenda Estrela do Sul",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276245",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw13149",NA,NA,NA,NA,NA,NA
"299","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276246","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"forested slope above várzea of Rio Parana at Pôrto Byinton",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276246",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw13258",NA,NA,NA,NA,NA,NA
"300","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0276247","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","06","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276247 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276247",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw13105",NA,NA,NA,NA,NA,NA
"301","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0277413","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","03","25","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277413",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw12723",NA,NA,NA,NA,NA,NA
"302","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U 0277430","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277430",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw14282a",NA,NA,NA,NA,NA,NA
"303","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1358996","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Chanderbali A",NA,NA,NA,"Steinbach RF","1967","03","01","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1358996 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1358996","NL-U1358996",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0067715",NA,NA,NA,NA,NA,NA
"304","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1358998","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Chanderbali A",NA,NA,NA,"Steinbach J","1925","10","02","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1358998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1358998","NL-U1358998",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0067717",NA,NA,NA,NA,NA,NA
"305","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359015","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Schunke Vigo J","1979","01","02","Peru",NA,NA,"Departamento de San Martin: Prov. Mariscal Cáceres. Distrito Tocache Nuevo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359015","NL-U1359015",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"306","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359652","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","03","25","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359652","NL-U1359652",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0098698",NA,NA,NA,NA,NA,NA
"307","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359653","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Werff HH van der","1984","05","01","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R","1983","03","19","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359653","NL-U1359653",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0141975",NA,NA,NA,NA,NA,NA
"308","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359654","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Werff HH van der","1984","05","01","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R","1983","03","19","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359654","NL-U1359654",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0141976",NA,NA,NA,NA,NA,NA
"309","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359655","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Tessmann G","1937","02","02","Brazil",NA,NA,"Sud-Brasiliem, Nord-Parana: Gebiel des mittleren Ivahy.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359655","NL-U1359655",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"310","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359656","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Hatschbach GG; Hatschbach M; Silva JM","1995","01","16","Brazil",NA,NA,"Alto Bananal ( Mun. Venda Nova do Imigrante) Esperito Santo.Alt.: 1100m.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359656","NL-U1359656",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"311","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359657","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","06","19","Brazil",NA,NA,"Brasiliae Australis, est. Parana, roadside just N of ponte d'Amizade over Rio Parana N of Foz do Iguacu.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359657","NL-U1359657",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"312","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359658","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","06","19","Brazil",NA,NA,"Brasiliae Australis, est. Parana, roadside just N of ponte d'Amizade over Rio Parana N of Foz do Iguacu.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359658 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359658","NL-U1359658",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"313","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359659","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R","1966","12","07","Brazil","Paraná",NA,"(Mun. Maringá)",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359659","NL-U1359659",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"314","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359660","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","06","22","Brazil",NA,NA,"Brasiliae Australis, Est. Parana, Forested slope above varzea of Rio Parana at Porto Byington.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359660","NL-U1359660",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"315","2020-02-08 09:35:30-03","NBC","NL-BOTANY","U.1359661","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","03","26","Brazil",NA,NA,"Brasiliae Australis, Est. Parana, Forest near the Rio ivaf, from Ribeirao Abelha towards the interior; 18 km E. of Jussara.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1359661 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1359661","NL-U1359661",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
