"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","sex"
"49","2020-11-19 10:24:12-03","CPAP","CPAP","7233","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, V. J.","1208","1989","12","08",NA,"Brasil","MS","Capão atrás da fazenda Leque (Murundu-alegre), Sub-região do Abobral, Pantanal, próximo ao rio Negro","-57.05","-19.233333",NA,"Erva ereta, 40cm de altura. Planta com pelos que espetam. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Campo inundável. SUBSTRATO: solo areno-argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","Corumbá",NA,NA,"95","95","57°03' W","19°14' S","1990","02",NA,NA,NA,NA,NA,NA
"50","2020-11-19 10:24:12-03","CPAP","CPAP","7435","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, A.","5385","1989","11","22",NA,"Brasil","MS","Fazenda Retirinho (retiro), Sub-região de Aquidauana, Pantanal - brejo do Taboco","-55.966667","-19.85",NA,"Subarbusto 05 - 10 m de altura. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Campo alagável, de beira vazante (paleocanal). SUBSTRATO: solo areno-siltoso. RELEVO: plano.",NA,NA,NA,"Aquidauana",NA,NA,"105","105","55°58' W","19°51' S",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-19 10:24:12-03","CPAP","CPAP","8631","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, A.","5826","1991","02","05",NA,"Brasil","MS","Fazenda Fazendinha (brejo), largo da Água Branca, área do rio Negro, Pantanal","-56.383333","-19.483333",NA,"Subarbusto 1,0 - 15 m de altura, com pelos pungentes. FLOR: rosa. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Beira de corixo (curso fluvial estacional), muito alagável. SUBSTRATO: solo siltoso, superfície orgânica. RELEVO: plano dep",NA,NA,NA,"Aquidauana",NA,NA,"90","90","56°23' W","19°29' S",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-19 10:24:12-03","CPAP","CPAP","9882","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, V. J.","1757","1992","04","12",NA,"Brasil","MS","Fazenda Santa Blanca, beira do rio Paraguai e abaixo de Porto Esperança, Pantanal - próximo a sede","-57.45","-19.616667",NA,"Erva ereta 15m de altura, com pelos pungentes. FLOR: rosa. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Campo alagável, perturbado. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Corumbá",NA,NA,"85","85","57°27' W","19°37' S",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-19 10:24:12-03","CPAP","CPAP","19377","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Pott, A.","12691","2005","03","11",NA,"Brasil","MS","base de Pesquisa do Pantanal da UFMS, Passo do Lontra, Sub-região de Miranda, Pantanal.","-57.6533012390137","-19.0091991424561",NA,"Erva a Subarbusto ereto 1m de altura. FLOR: rosada. FRUTO: . INTERESSE: . FREQUÊNCIA: Esparsa. AMBIENTE: Campo alagável com Tabebuia heptaphylla/Tabebuia aurea. . SUBSTRATO: solo argiloso. RELEVO: plano convexo (aterro de estrada).",NA,NA,NA,"Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-07-02 14:02:45-03","JBP","HPL","3954","S","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","E.R. Salviani & H. Lorenzi","1356","2000","04","25",NA,"Brasil","SP","Coletada na Fazenda Santa Helena.",NA,NA,NA,NA,NA,NA,"G.L. Esteves","Roseiras",NA,NA,NA,NA,NA,NA,"2000","04","25",NA,NA,NA,NA,NA
"55","2019-02-15 11:45:12-02","IPA","IPA","26647","S","Plantae","Plantae",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Vodicka, M.R.","s.n.","1980","07","13","Southern America","Brasil","Pernambuco","Casa Caiada, terreno alagado.","-34.8553009033203","-8.00889015197754",NA,"Flores roxas, arbusto.","IPA0026647",NA,"Bocage, A.","Olinda","7110","auto",NA,NA,NA,NA,"1982","04","26",NA,NA,NA,NA,NA
"56","2019-02-15 11:45:12-02","IPA","IPA","4349","S","Plantae","Plantae",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Pickel, B.","2599","1931","04","06","Southern America","Brasil","Pernambuco","Tapera; São Bento. Aquática, dentro da lagoa.","-35.0182991027832","-8.00222015380859",NA,NA,"IPA0004349",NA,"Killip.","São Lourenço da Mata","21764","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-02-15 11:45:12-02","IPA","IPA","26279","S","Plantae","Plantae",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","37114","1981","01","09","Southern America","Brasil","Amazonas",NA,"-60.0250015258789","-3.10193991661072",NA,"Maleza hasta 1m de altura. Flores completamente blancas.","IPA0026279",NA,NA,"Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-02-15 11:45:12-02","IPA","IPA","24362","S","Plantae","Plantae",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Andrade-Lima","71-6254","1971","05","28","Southern America","Brasil","Pernambuco","Propriedade Manguinho.","-35.1478004455566","-8.897780418396",NA,"Subarbusto 1- 1,5m de altura. Flor rósea.","IPA0024362",NA,"Krapovickas, A.","São José da Coroa Grande","13319","auto",NA,NA,NA,NA,"1981","02",NA,NA,NA,NA,NA,NA
"59","2019-02-15 11:45:12-02","IPA","IPA","40779","S","Plantae","Plantae",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Gardner, G.","931",NA,NA,NA,"Southern America","Brasil","Pernambuco","In a cane field.",NA,NA,NA,NA,"IPA0040779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-07-26 11:40:36-03","IPA","IPA","32064","S","Plantae","Plantae",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Gallindo, F.; Lima, R.; Chiappeta, A.; Lima, V.C.; Barreto, R.; Lima, R.; Chiappeta, A.; Lima, V.C.; Barreto, R.","CFPE-648","1983","09","13","Southern America","Brasil","Pernambuco","Próximo ao Açude Tapacurá à caminho do Oiteiro do Pedro.","-35.0182991027832","-8.00222015380859",NA,"Subarbusto de 1,30m de altura; flores róseas, base da corola e tubo estaminal vináceo.","IPA0032064",NA,"Gallindo, F.","São Lourenço da Mata","21764","auto",NA,NA,NA,NA,"2017","01","27",NA,NA,NA,NA,NA
"61","2019-02-15 11:45:12-02","IPA","IPA","6109","S","Plantae","Plantae",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Pickel, B.","321","1920",NA,NA,"Southern America","Brasil","Pernambuco","São Bento, visinhança das habitações.","-35.0182991027832","-8.00222015380859",NA,NA,"IPA0006109",NA,NA,"São Lourenço da Mata","21764","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:45:52-03","UFMS","CGMS","33754","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","V.C. Soares; F.J. Kochanovski; M.M. Garcia; N.V. Alcântara","15","2011","06","27",NA,"Brasil","Mato Grosso do Sul","Base de Estudos do Pantanal - Caminho para torre de observação.","-57.0166667","-19.5763889",NA,"Flor lilás. coordenadas originais 19°34#?#35,02' S 57°01#?#78,00'W Habitat: Campo inundável ao longo de mata ciliar. Solo arenoso siltoso. Relevo plano. Habito: Subarbusto anfíbio.","CGMS1063154",NA,"V.J. Pott","Corumbá",NA,NA,NA,NA,"-57,0166667","-19,5763889","2011","06","27",NA,NA,NA,NA,NA
"63","2021-04-07 11:45:52-03","UFMS","CGMS","27244","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","S.N. Moreira; V.A. Assunção; L.S. Rodrigues; B. Bueno","245","2009","06","03",NA,"Brasil","Mato Grosso do Sul","Paraguai Mirim - Pantanal do Paraguai.","-59.3402777","-18.4841666",NA,"Fruto verde imaturo. Habitat: Arrozal com predomínio de Oryza glumipatula. Habito: Erva aquática anfíbia.0,20-0,30 m de altura.","CGMS1056683",NA,"V.J. Pott","Corumbá",NA,NA,"400","400","-59,3402777","-18,4841666",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:45:52-03","UFMS","CGMS","55449","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","V.J. Pott; A. Pott","11094","2011","02","12",NA,"Brasil","Mato Grosso do Sul","Rio Sucuriú.","-52.0855555","-20.2277778",NA,"Flor rosa. Fruto verde, imaturo.Planta muito irritante. Habitat: Leito abandonado de rio com prainha. Solo arenoso. Habito: Erva ereta, anfíbia de 0,9-1,0 m de altura. Ocasional.","CGMS1085419",NA,"V.J. Pott","Selvíria",NA,NA,"285","285","-52,0855555","-20,2277778","2011","02","13",NA,NA,NA,NA,NA
"65","2021-04-07 11:45:52-03","UFMS","CGMS","42531","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","V.J. Pott; A. Pott; G. Hatschbach; J. Silva","6031","2002","11","20",NA,"Brasil","Mato Grosso do Sul","1,50 Km norte da Aldeia Taunay e 8,50 Km sudeste da fazenda Santa Cruz.","-56.0647222","-20.2361111",NA,"Flor rosa. Habitat: Campo queimado de Hyparrhenia rufa, mal drenado. Solo arenoso-siltoso. Relevo vale em suave ondulado. Habito: Frequente.","CGMS1072509",NA,"V.J. Pott","Aquidauana",NA,NA,"120","120","-56,0647222","-20,2361111",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:45:52-03","UFMS","CGMS","42485","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","V.J. Pott; N.C. Bueno","1306","1990","04","02",NA,"Brasil","Mato Grosso do Sul","Porto da Manga - Pantanal.","-57.2333333","-19.2",NA,"Flor rosa. Fruto marrom. Espinescente. Habitat: Ruderal - barranco de rio. Solo argiloso. Relevo inclinado. Habito: Subarbusto. Raro.","CGMS1072463",NA,"V.J. Pott","Corumbá",NA,NA,"85","85","-57,2333333","-19,2",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:45:52-03","UFMS","CGMS","42533","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","V.J. Pott; A. Pott; C.N. Cunha; E.C. Arruda; L. Rebellato","6079","2003","03","28",NA,"Brasil","Mato Grosso do Sul","Baía Marguerita, próximo a casa do sr. Thomazi e fazenda Jaguaribe. Lagoa ligada à baía (lagoa) Gaíva, Pantanal do rio Paraguai.","-57.6894444","-17.8211111",NA,"Flor rosa. Habitat: Lagoa com plantas emergentes/anfíbias, 1,20-1,60 m de profundidade. Solo argiloso. Relevo plano. Habito: Erva aquática emergente. Frequente.","CGMS1072511",NA,"V.J. Pott","Corumbá",NA,NA,"95","95","-57,6894444","-17,8211111",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:45:52-03","UFMS","CGMS","42532","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","A. Pott; V.J. Pott; V.C. Souza; R. Tsuji","12691","2005","03","11",NA,"Brasil","Mato Grosso do Sul","Base de Pesquisa do Pantanal da UFMS, Passo do Lontra, sub-região de Miranda, Pantanal.","-57.6533012390137","-19.0091991424561",NA,"Flor rosada. Habitat: Campo alagável com Tabebuia heptaphylla/Tabebuia aurea. Solo argiloso. Relevo plano convexo (aterro de estrada). Habito: Erva a subarbusto ereto. 1,00 m de altura. Esparsa.","CGMS1072510",NA,NA,"Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-27 13:50:19-03","UFS","ASE","1830","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Viana, G","284","1981","12","07","Southern America","Brasil","Sergipe","Fazenda Tuim","-37.071667","-10.911111",NA,"Subarbusto com pilosidades asperas; folhas simples e alternas. Flores roseas em glomerulos.; Subarbusto com pilosidades asperas; folhas simples e alternas. Flores roseas em glomerulos.; Capoeira de Mata subperenifolia","ASE0025131","ASE0025131","Fernandes Junior, AJ","Aracaju",NA,NA,NA,NA,"-37.071667","-10.911111","2016","08","02",NA,NA,NA,NA,NA
"70","2019-08-20 10:17:48-03","UNICAMP","UEC","78933","S","Plantae","Magnoliopsida",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Bernacci, LC; Belinello, R; Moreira, JLA; Sciamarelli, A; Andrade, PRP; Silva, AMC","1846","1995","05","18",NA,"Brazil","São Paulo","Antigo Porto Militão, Mata Mesófila","-49.9099998474121","-20.0799999237061",NA,"Subarbusto ca 0,5 m alt., frutos imaturos",NA,NA,"Esteves, GL","Cardoso","22486","auto",NA,NA,NA,NA,"1997","05",NA,NA,NA,NA,NA,NA
"71","2020-06-06 18:30:29-03","UFPB","JPB","6718","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Malachra","radiata","Malachra radiata","L.","Agra, MF","532","1986","05","16","Southern America","Brasil","Paraíba",NA,"-35.3264007568359","-7.10249996185303",NA,"; DESC: Arbusto",NA,NA,NA,"Caldas Brandão","16267","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-06-29 09:30:50-03","UFRRJ","RBR","14927","S","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","W. Rodrigues","1919","1960","11","18",NA,"Brasil","Amazonas","Iguarapé de São Vicente","-60.0250015258789","-3.10193991661072",NA,NA,"RBR00014927",NA,"H. Monteiro","Manaus","138090","auto",NA,NA,NA,NA,"1961","06","26",NA,NA,NA,NA,NA
"73","2021-03-21 19:36:45-03","UFC","EAC","47736","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","287","2010","05","16","Southern America","Brasil","Ceará","E18-Mocó/Lajes, Substrato limoso","-39.188444","-6.497028",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047736","EAC0047736","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Iguatu",NA,NA,NA,NA,"-39.188444","-6.497028","2010","07","10",NA,NA,NA,NA,NA
"74","2021-03-21 19:36:45-03","UFC","EAC","47738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","438","2010","05","17","Southern America","Brasil","Ceará","F25-Assis I, Substrato limoso","-40.655556","-6.403556",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047738","EAC0047738","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Iguatu",NA,NA,NA,NA,"-40.655556","-6.403556","2010","07","10",NA,NA,NA,NA,NA
"75","2021-03-21 19:36:45-03","UFC","EAC","12644","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Nunes, E.","EAC12644","1984","05","31","Southern America","Brasil","Ceará","Lagoa do Rosio, Estação Ecológica.","-40.1236000061035","-6.57360982894897",NA,"Subarbusto, flor rósea; Água doce parada","EAC0012644","EAC0012644","Nunes, E.; Bezerra, P.","Aiuaba","68662","auto",NA,NA,NA,NA,"1984","06","19",NA,NA,NA,NA,NA
"76","2021-03-21 19:36:45-03","UFC","EAC","1807","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Almeida, L.Z.","s.n.","1958","05","17","Southern America","Brasil","Ceará","Campo do E.A.C.","-38.543098449707","-3.71722006797791",NA,"Com pelos urticantes","EAC0001807","EAC0001807","Krapovichas, A.","Fortaleza","19924","auto",NA,NA,NA,NA,"1980","08","25",NA,NA,NA,NA,NA
"77","2021-03-21 19:36:45-03","UFC","EAC","47735","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","200","2010","05","15","Southern America","Brasil","Ceará","D11-Baixio dos Bastos, Substrato limoso","-39.254583","-6.509222",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047735","EAC0047735","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Iguatu",NA,NA,NA,NA,"-39.254583","-6.509222","2010","07","10",NA,NA,NA,NA,NA
"78","2021-03-21 19:36:45-03","UFC","EAC","47737","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","393","2010","05","17","Southern America","Brasil","Ceará","F23-Lagoa da Curva, Substrato limoso","-39.192167","-6.428028",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047737","EAC0047737","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Iguatu",NA,NA,NA,NA,"-39.192167","-6.428028","2010","07","10",NA,NA,NA,NA,NA
"79","2021-03-21 19:36:45-03","UFC","EAC","47739","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","537","2010","05","18","Southern America","Brasil","Ceará","G28-Sítio Sobreiro, Substrato limoso","-39.201667","-6.376611",NA,"Lêntico/Caatinga","EAC0047739","EAC0047739","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Iguatu",NA,NA,NA,NA,"-39.201667","-6.376611","2010","07","10",NA,NA,NA,NA,NA
"80","2021-03-21 19:36:45-03","UFC","EAC","58512","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Albuquerque, A.C.; Farias, D.L.S.; Macedo, J.C.A.","12","2015","06","10","Southern America","Brasil","Ceará","Lagoa Azul.","-39.333056","-6.790833",NA,"Macrófita aquática; flor rosea/lilás; ovário pentalocular.; Habitat lêntico permanente.","EAC0058512","EAC0058512","Guedes, F.M.; Nascimento, H.P.","Várzea Alegre",NA,NA,NA,NA,"-39.333056","-6.790833","2015","09","25",NA,NA,NA,NA,NA
"81","2021-03-21 19:36:45-03","UFC","EAC","58944","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Ibiapina-Santos, L.; Matias, L.Q.; Albuquerque, A.C.; Farias, D.L.S.","34","2015","05","11","Southern America","Brasil","Ceará","Lagoa do Baú (A01), substrato limoso.","-39.406667","-6.395556",NA,"Macrófita aquática.; Lagoa temporária em caatinga.","EAC0058944","EAC0058944","Matias, L.Q.","Iguatu",NA,NA,NA,NA,"-39.406667","-6.395556","2015","06","23",NA,NA,NA,NA,NA
"82","2020-12-21 16:33:18-03","MBM","MBM","23156","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Hatschbach, G.","29572",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Rod. BR-262, próximo ao Rio Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"MBM023156","MBM023156","Krapovickas, A.","Miranda","92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:33:18-03","MBM","MBM","146045","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Rimachi, M. .Y.","8356",NA,NA,NA,"Southern America","Peru",NA,NA,NA,NA,NA,NA,"MBM146045","MBM146045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:33:18-03","MBM","MBM","414772","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, V.J.; Pott, A.; Hatschbach, G.; Silva, J.; Pott, A.; Hatschbach, G.; Silva, J.","6031","2002","11","20","Southern America","Brazil","Mato Grosso do Sul","1,5 Km N da Aldeia Taunay e 8,5 Km SE da Fazenda Santa Cruz.","-56.064833","-20.236083",NA,"Frequente. Flor: rosa.; Campo queimado de Hyparrhenia rufa, mal drenado. Solo arenoso-siltoso. Relevo vale em suave ondulado.","MBM414772",NA,"Pott, V.J.","Aquidauana",NA,NA,"120","120","-56.064833","-20.236083",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:33:18-03","MBM","MBM","11003","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","22017",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,"MBM011003","MBM011003","Krapovickas, A.","Aquidauana","212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:33:18-03","MBM","MBM","101616","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Nunes, E.","s.n.",NA,NA,NA,"Southern America","Brazil","Ceará","Lagoa do Rosilho, Estação Ecológica Aiuaba","-40.1236000061035","-6.57360982894897",NA,NA,"MBM101616","MBM101616","Bezerra, P.; Nunex, E.","Aiuaba","68662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2015-09-04 19:30:30-03","MNHN","RECOLNAT_MNHN_P","P06606790","PreservedSpecimen",NA,NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606790' target='other'> <mi>dwc_moreinfo</mi></a>","P06606790","P06606790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-09-04 19:30:29-03","MNHN","RECOLNAT_MNHN_P","P06606782","PreservedSpecimen",NA,NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.",NA,NA,NA,NA,NA,NA,"Guyane française",NA,"Cayenne.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606782' target='other'> <mi>dwc_moreinfo</mi></a>","P06606782","P06606782_01","Dorr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-11-06 15:33:30-02","MNHN","RECOLNAT_MNHN_P","P02285685","PreservedSpecimen",NA,NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,"Sebastianopolis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02285685' target='other'> <mi>dwc_moreinfo</mi></a>","P02285685","P02285685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"90","2015-11-06 15:33:32-02","MNHN","RECOLNAT_MNHN_P","P02285686","PreservedSpecimen",NA,NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,"Sebastianopolis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02285686' target='other'> <mi>dwc_moreinfo</mi></a>","P02285686","P02285686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA
"91","2015-09-04 19:01:17-03","MNHN","RECOLNAT_MNHN_P","P06587629","PreservedSpecimen",NA,NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Delnatte, C.|Crozier, F.",NA,"2007","1","25",NA,"Guyane française",NA,"Pripris Maillard - commune de Macouria. RN1 PK 23, en face du village amérindien.","-52.43333","4.96667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06587629' target='other'> <mi>dwc_moreinfo</mi></a>","P06587629","P06587629_01","Dorr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1101",NA,NA
"92","2015-09-04 19:30:29-03","MNHN","RECOLNAT_MNHN_P","P06606766","PreservedSpecimen",NA,NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Weddell, H.A.",NA,"1845","4","1",NA,"Paraguai",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606766' target='other'> <mi>dwc_moreinfo</mi></a>","P06606766","P06606766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313 b",NA,NA
"93","2015-09-04 19:30:29-03","MNHN","RECOLNAT_MNHN_P","P06606767","PreservedSpecimen",NA,NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Rojas, T.",NA,"1922","10","1",NA,"Paraguai",NA,"Dep. Boquerón, Puerto Pinasco.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606767' target='other'> <mi>dwc_moreinfo</mi></a>","P06606767","P06606767_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"751",NA,NA
"94","2015-09-04 19:30:29-03","MNHN","RECOLNAT_MNHN_P","P06606768","PreservedSpecimen",NA,NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Weddell, H.A.",NA,"1845","4","1",NA,"Paraguai",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606768' target='other'> <mi>dwc_moreinfo</mi></a>","P06606768","P06606768_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3131",NA,NA
"95","2015-09-04 19:30:29-03","MNHN","RECOLNAT_MNHN_P","P06606769","PreservedSpecimen",NA,NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Pavon",NA,"1868","1","1",NA,"Peru",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606769' target='other'> <mi>dwc_moreinfo</mi></a>","P06606769","P06606769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36",NA,NA
