"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","day","locality","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","typeStatus","fieldNumber","sex"
"11","2020-07-02 18:55:45-03","UFJF","CESJ","48968","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","L. Menini Neto","L.C.S. Assis; M.G. Avelar; L.M. Bezerra; M.F.A. Calió; R.C. Forzza; L.G.Temponi","1075","2005","01","América do Sul","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,"Erva saprófita, na serrapilheira, no interior da floresta (dossel entre 20 e 30 m alt.). Caule amarelo. Folhas enegrecidas. Brácteas florais amarelas com o ápice castanho. Perianto amarelo-claro com a base vermelha na face externa. Labelo alvo com estria","CESJ048968",NA,"2007","05","22","18","Parque Estadual do Ibitipoca, Mata Grande.",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-11 11:44:49-03","UFMG","BHCB","91155","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.",NA,"Stehmann, JR; Lombardi, JA; Mota, RC da","4064","2005","02","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","-40.0435","-16.403361",NA,"Terrestre, junto ao folhedo; labelo branco, calosidade e região entorno alaranjado; sépalas laterais amareladas; escapo, pedicelo, ovário, brácteas e sépalas laterais creme; Em remanescente de floresta ombrófila densa.","BHCB001476","BHCB001476","2005","04",NA,"21","Fazenda Dua Barras, estrada para a divisa com a Ba","-40.0435","-16.403361",NA,NA,"763","847",NA,NA,NA,NA,NA
"13","2020-12-11 11:44:49-03","UFMG","BHCB","14761","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.",NA,"Souza, HC de","s.n.","1987","01","Southern America","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,"Campo rupestre; herbáceo.",NA,NA,NA,NA,NA,"08",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-12-11 11:44:49-03","UFMG","BHCB","16645","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.",NA,"Souza, HD de","s.n.","1987","01","Southern America","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,"Interior e borda de mata hidrófila em encosta e pasto adjacente; erva epífita; flores creme-esverdeadas; prensado em álcool.",NA,NA,NA,NA,NA,"22",NA,NA,NA,"30417","auto","820","820",NA,NA,NA,NA,NA
"15","2021-02-11 17:21:01-03","UFPR","UPCB","66104","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.",NA,"Fraga, C.N.","2371","2009","01",NA,"Brasil","Espírito Santo","Castelo",NA,NA,NA,"Erva saprófita. Caule amarelado, brácteas marrons. Flores de sépalas amarelas, pétalas brancas, labelo branco com calo amarelo e externamente rosado, antera rosada..",NA,NA,NA,NA,NA,"21","BLOQUEADO","9999","9999",NA,NA,"1500","1700",NA,NA,NA,NA,NA
"16","2020-07-10 09:48:31-03","MBML","MBML-HERBARIO","36329",NA,"Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","A.P.Fontana/28-5-2009","R. C. Forzza; et al","5034","2008","02",NA,"Brasil","Espírito Santo","Cariacica","-40.519444","-20.291389",NA,NA,"MBML036329",NA,NA,NA,NA,"15","Reserva Biológica Duas Bocas","40W31'10","20S17'29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:48:31-03","MBML","MBML-HERBARIO","35942",NA,"Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","L.Kollmann/24-1-2007","L. Kollmann; A.P. Fontana, C. Fraga & M. Simonelli","10472","2008","01",NA,"Brasil","Espírito Santo","Divino de São Lourenço","-41.791111","-20.618611",NA,"Saprofita, sépalas e pétalas brancas com base amarela, labelo branco com calos amarelos, coluna avermelhada.","MBML035942",NA,NA,NA,NA,"24","Patrimônio da Penha, Parque Nacional do Caparão, Facão de Pedra","41W47'28","20S37'7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-20 09:56:47-03","MBML","MBML-HERBARIO","38603",NA,"Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn. in Mart.",NA,"C. N. de Fraga; R.Goldenberg & R.C.Forzza","2371","2009","01",NA,"Brasil","Espírito Santo","Castelo","-41.100556","-20.520556",NA,"Erva saprófita. Caule amarelado, brácteas marrons. Flores de sépalas amarelas, pétalas brancas, labelo com calo amarelo e externamente rosado, antera rosada.","MBML038603",NA,NA,NA,NA,"21","Parque Estadual do Forno Grande. Topo do Forninho. Inselbergues.","41W6'2","20S31'14",NA,NA,"1500","1500",NA,NA,NA,NA,NA
"19","2020-10-20 09:56:47-03","MBML","MBML-HERBARIO","46153",NA,"Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","A. P. Fontana/28-05-2009","A. P. Fontana; J.F. Morales, L.S. Contaifer e Eduardo","6017","2009","05",NA,"Brasil","Espírito Santo","Castelo","-41.083333","-20.516667",NA,"Saprófita, amarelada. Frutos amarelos","MBML046153",NA,NA,NA,NA,"27","Forno Grande, Forninho, mata nebular. Parque Estadual do Forno Grande","41W5'","20S31'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2014-11-06 16:18:36-02","UFPB","EAN","9046","S","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn","L. P. Felix","L. P. Felix ; A. M. Miranda & M. F. O. Pires","6953","1994","09",NA,"Brasil","Pernambuco","Bonito","-35.7286","-8.47028",NA,"áfila, segmentos vegetativos; flores e frutos alvos..Habitat: Saprófita",NA,NA,"1994","01","09","04","Reserva biológica municipal",NA,NA,"20932","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-07 09:20:08-03","UEFS","HUEFS","110664","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","C.van den Berg","Queiroz, L.P.de","12255","2006","07",NA,"Brasil","Bahia","Itaberaba","-40.537222","-12.247778",NA,"Floresta Ombrófila.","HUEFS0110664","HUEFS0110664","2007","05",NA,"14","ARIE Serra do Orobó. Fazenda Gameleira.","40W32'14''","12S14'52''",NA,NA,"675","800","Lilianae",NA,NA,NA,NA
"22","2020-07-23 12:17:27-03","CEPLAC","CEPEC","118345","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii",NA,"L. Menini Neto","L. P. de Queiroz","10767","2005","08",NA,"Brasil","Bahia","ITABERABA","-40.537222","-12.417222",NA,NA,NA,NA,NA,NA,NA,"19","Serra 1. Faz. Gameleira, entrando entre a Faz. Monte Verde e a Faz. Leão dos Brejos.","40W32'14","12S25'2",NA,NA,NA,NA,NA,"19/07/2012",NA,NA,NA
"23","2020-07-23 12:17:27-03","CEPLAC","CEPEC","131094","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii",NA,"C. N. Fraga","C. N. Fraga","2371","2009","01",NA,"Brasil","Espírito Santo","castelo","-41.100556","-20.520556",NA,NA,NA,NA,NA,NA,NA,"21","Parque Estadual do Forno Grande. Topo do Forninho.","41W6'2","20S31'14",NA,NA,NA,NA,NA,"30/12/2009",NA,NA,NA
"24","2014-10-09 13:58:31-03","UHH","HBG","501927","S","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","Cogniaux, A.","Moura, J. de","99","1888","01","South America","Brazil",NA,NA,NA,NA,NA,"ex Herb. Kränzlin NEOTROP<br>Herbarium Hamburgense evacuated and inaccessible 1943-1992","HBG501927","HBG501927",NA,NA,NA,NA,"Theresopolis (Prov. Rio de Janeiro)",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA
"25","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.",NA,"Schenck, JHR","2765in her",NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","-42.9656","-22.4122",NA,"floret januario-februario",NA,NA,NA,NA,NA,NA,"prope Therezopolis prov. Rio de Janeiro.",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"26","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.",NA,"Schwacke, CAW","5729in her",NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","-42.9656","-22.4122",NA,"floret januario-februario",NA,NA,NA,NA,NA,NA,"prope Therezopolis prov. Rio de Janeiro.",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 10:13:44-03","IBt","SP","397235","S","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","Menini Neto, L","Assis, LCS; Avelar, MG; Bezerra, LM; Calió, MFA; Forzza, RC; Temponi, LG","1075","2005","01",NA,"Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"2007",NA,NA,"18","Parque Estadual da Serra do Ibitipoca, Mata Grande",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 10:13:44-03","IBt","SP","25470","S","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","Pabst, G","Spannagel, C","263","1929","12",NA,"Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 10:13:44-03","IBt","SP","292987","S","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","Barros, F","Mariano Neto, E; et al.","49","1996","01",NA,"Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"1998","11","23","31","Trilha da CESP, estrada da torre, caminho para o Vel do Quilombo, próximo à Vila de Paranapiacaba",NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 10:13:44-03","IBt","SP","31379","S","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","Hoehne, FC","Hoehne, FC","s.n.","1934","02",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"04","Parque do Estado",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"31","2010-08-16 16:42:44-03","AMES","HU-HERB","AMES 00056693","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogniaux",NA,"J. H. R. Schenck","2765","1887","2","South America","Brazil","Rio de Janeiro",NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,"24","Serra de Orgaos",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype","2765","undetermined"
