"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","day","locality","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","typeStatus","fieldNumber","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","533661","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","G. F. J. Pabst","C. Spannagel","25470","1929","12","South America","Brazil","Rio de Janeiro","Petrópolis","-43.22","-22.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533661","NY00533661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-13 09:20:35-03","UFRJ","RFA","38320","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","M. S. Wängler, F.F.A.V. Barberena","M. S. Wängler; V. S. Ferreira","1076","2012","02",NA,"Brasil","Rio de Janeiro","Paty do Alferes","-43.376389","-22.446667",NA,"Erva terrícola, 14 cm, aclorofilada, micoheterotrófica, folhas adpressas, quarto flores com sépalas amarelas, pétalas brancas, labelo branco e coluna rosa. Colônias de três a 5 indivíduos numa área de ca. 30 m²","RFA38789",NA,"2012","03","30","21","APA Palmares, Zona de Vida Silvestre. Marão.","43º22'35''W","22º26'48''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-11-13 09:20:35-03","UFRJ","RFA","38321","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","M. S. Wängler, F.F.A.V. Barberena","M. S. Wängler; V. S. Ferreira","1075","2012","02",NA,"Brasil","Rio de Janeiro","Paty do Alferes","-43.376389","-22.446667",NA,"Erva terrícola, 10 cm, aclorofilada, micoheterotrófica, folhas adpressas, quatro flores, sépalas amarelas, pétalas brancas, labelo branco e coluna rosa e um fruto. Em ambiente úmido e pouca claridade. Forma grandes colônias.","RFA38788",NA,"2012","03","30","21","APA Palmares, Zona de Vida Silvestre. Marão.","43º22'35''W","22º26'48''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-11-13 09:20:35-03","UFRJ","RFA","38322","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","M. S. Wängler, F.F.A.V. Barberena","M. S. Wängler; V. S. Ferreira","1072","2012","02",NA,"Brasil","Rio de Janeiro","Paty do Alferes","-43.376389","-22.446667",NA,"Erva terrícola, 16cm, aclorofilada, micoheterotrófica, folhas adpressas, sete flores, sépalas amarelas, pétalas brancas, labelo branco e coluna rosa e um fruto.","RFA38787",NA,"2012","03","30","21","APA Palmares, Zona de Vida Silvestre. Marão.","43º22'35''W","22º26'48''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-11-13 09:20:35-03","UFRJ","RFA","38323","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","M. S. Wängler, F.F.A.V. Barberena","M. S. Wängler; V. S. Ferreira","1071","2012","02",NA,"Brasil","Rio de Janeiro","Paty do Alferes","-43.376389","-22.446667",NA,"Erva terrícola, 23 cm, aclorofilada, micoheterotrófica, folhas adpressas, seis flores, sépalas amarelas, pétalas brancas, labelo branco e coluna rosa e um fruto. Em ambiente úmido e pouca claridade.","RFA38802",NA,"2012","03","30","21","APA Palmares, Zona de Vida Silvestre. Marão.","43º22'35''W","22º26'48''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-11-13 09:20:35-03","UFRJ","RFA","38324","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","M. S. Wängler, F.F.A.V. Barberena","M. S. Wängler; V. S. Ferreira","1073","2012","02",NA,"Brasil","Rio de Janeiro","Paty do Alferes","-43.376389","-22.446667",NA,"Erva terrícola, 12cm, aclorofilada, micoheterotrófica, folhas adpressas, seis flores, sépalas amarelas, pétalas brancas, labelo branco e coluna rosa.","RFA38777",NA,"2012","03","30","21","APA Palmares, Zona de Vida Silvestre. Marão.","43º22'35''W","22º26'48''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-11-13 09:20:35-03","UFRJ","RFA","38325","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","M. S. Wängler, F.F.A.V. Barberena","M. S. Wängler; V. S. Ferreira","1074","2012","02",NA,"Brasil","Rio de Janeiro","Paty do Alferes","-43.376389","-22.446667",NA,"Erva terrícola, 16cm, aclorofilada, micoheterotrófica, folhas adpressas, quatro flores com sépalas amarelas, pétalas brancas, labelo branco e coluna rosa.","RFA38778",NA,"2012","03","30","21","APA Palmares, Zona de Vida Silvestre. Marão.","43º22'35''W","22º26'48''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-31 13:41:14-03","MN","R","2502","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","Ule, E.H.G.","Ule, E.H.G.","2000","1892","02",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-31 13:41:14-03","MN","R","32238","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","Ule, E.H.G.","Ule, E.H.G.","2000","1892","02",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-31 13:41:14-03","MN","R","32294","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pogoniopsis","schenckii","Pogoniopsis schenckii","Cogn.","Hoehne, F.C.","Mello Mattos, A.M.",NA,"1902","06",NA,"Brasil","Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA
