"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00907575","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","L. R. Landrum","E. P. Heringer","1975","1979","08","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907575","NY00907575_01","23","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00907595","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","M. Sobral","H. S. Irwin","8631","1965","09","South America","Brazil","Distrito Federal","Ca. 15 km S. of Brasília on road to Goiânia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907595","NY00907595_01","24","Brasília","-47.99185","-15.8669","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","4695","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Faria Jr., J.E.Q.","Zancaner, J.R.","7","1974","10",NA,"Brasil","São Paulo",NA,NA,NA,"BOTU004695",NA,"20","Botucatu",NA,NA,NA,NA,"2010","12","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:45:50-03","EAO","IAN","99685","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Kuhlmann, JG","Fróes, RL","33466","1957","09","Southern America","Brasil","Minas Gerais","Região do vale do Rio Paranaiba, próximo das cabeceiras do Rio São francisco.",NA,"Arbusto pequeno dos campos de cerrado.","IAN099685",NA,"07","Presidente Olegário","-46.418098449707","-18.4178009033203",NA,NA,"1959",NA,NA,NA,"77040","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-01-20 14:40:42-03","UPM","MACK","3005","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cf. klotzschiana","Eugenia cf. klotzschiana","O.Berg","P. C. R. Neres","J. Azevedo","24","2016","10",NA,"Brasil","SP","Parque Estadual do Juquery",NA,NA,NA,NA,"06","Franco da Rocha","-46.7200012207031","-23.3199996948242",NA,NA,"2018","06",NA,NA,"12135","auto","18",NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U 0005029","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Berg O","Sello F",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005029","NL-U0005029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","101621 B",NA,NA,NA
"17","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U 0007942","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg",NA,"Sello F",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0007942","NL-U0007942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","syntype","101623 B",NA,NA,NA
"18","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U.1443088","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg",NA,"Hatschbach GG; Silva JM",NA,"1987","10","Southern America","Brazil",NA,"Ponta Pora, prox. Fda. Modelo, Mato Grosso do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443088","NL-U1443088","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U.1443089","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg",NA,"Hatschbach GG; Silva JM",NA,"1987","10","Southern America","Brazil",NA,"Ponta Pora, prox. Fda. Modelo, Mato Grosso do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443089 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443089","NL-U1443089","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U.1443090","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg",NA,"Riedel L",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia; Por Curvellor. Norbr.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443090","NL-U1443090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U.1443091","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg",NA,"Widgren JF",NA,"1845","01","Southern America","Brazil",NA,"Prov. Minas Geraes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443091 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443091","NL-U1443091","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-11-04 11:14:28-03","ESALQ","ESA","25065","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cf. klotzschiana","Eugenia cf. klotzschiana","O.Berg","Sobral, M.","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L. M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","8979.0","1995","09",NA,"Brasil","São Paulo","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo, Trilha para o Mirante dos Angicos. 24*30'06S, 48*24'32W. Área de rochas calcáreas. Mata Atlântica com transição para campo de altitude.",NA,"Árvore, ca. 3 m alt.; corola alva. Transição campo de altitude - mata.","ESA025065","ESA025065","02","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 10:56:24-03","ESALQ","ESA","137729","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O. Berg","Flores, T.B. & Colletta, T.D.","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Souza, M.A.S.S.C.","39676.0","2015","12",NA,"Brasil","Distrito Federal","Reserva Ecológica do IBGE. Estrada que beira o Jardim Botânico de Brasília. Projeto Fogo. Cerrado.",NA,"Arbusto, ca. 1,4 m alt.; frutos imaturos amarelados, maduros alaranjados, com sabor ácido, muito saborosos. Foto.","ESA137729",NA,"16","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"2015","12",NA,NA,"70570","auto","16",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:34-03","ESALQ","ESA","69077","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","Berg","Faria, J.E.Q.","Krieger, L.","16551.0","1963","12",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA069077","ESA069077","18","Antonio Carlos","-43.7467002868652","-21.3180999755859",NA,NA,NA,NA,NA,NA,"30131","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:34-03","ESALQ","ESA","126102","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana",NA,"Sobral, M.","Sobral, M. ; Demite, P.","15226.0","1905","07",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA126102",NA,"04","Prados","-44.0797004699707","-21.0575008392334",NA,NA,"1905","07",NA,NA,"21382","auto","04",NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:40:33-03","MN","R","164504","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O. Berg","Sobral, M.","Freire Allemão, F. 666; Cysneiros, M.",NA,NA,NA,NA,"Brasil","Ceará",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 8043","R010053820","R010053820_001 R010053820_002",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:40:33-03","MN","R","25400","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O. Berg","Sobral, M.","Freire Allemão, F.",NA,"1862","01",NA,"Brasil","Ceará",NA,NA,NA,"R010054559","R010054559_001 R010054559_002","30",NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:32:11-03","MN","R","9095","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O. Berg",NA,"Glaziou, A.F.M.","21199","1895","08",NA,"Brasil","Goiás",NA,NA,"Plantas do Brasil Central","R000009095","R000009095_001","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-26 00:04:27-03","UFPI","TEPB","32150","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O. Berg","SOUSA,G.M. & C.FERNANDA","C. FERNANDA","4","2018","02",NA,"Brasil","Piauí","Floresta Nacional (FLONA) de Palmares.",NA,"Árvore ou Arvoreta; filotaxia: Oposta; Fruto verde aveludado; Corola Branca. Ambiente: Floresta Estacional Semidecídual <ll>dwc_commonname:</ll> Perinha-do-cerrado",NA,NA,"23","Altos","-42.4599990844727","-5.03806018829346",NA,NA,"2018","04","42°35#?#47W","05°03#?#30S","37760","auto","19",NA,NA,NA,NA,NA,NA
"30","2015-07-02 14:03:13-03","JBP","HPL","12002","S","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana",NA,"E. Franco","E. Franco","40","2007","10",NA,"Brasil","SP","Coletado em área de cerrado.",NA,NA,NA,NA,"23","Martinho Prado",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA
"31","2015-07-02 14:03:13-03","JBP","HPL","5272","S","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","Berg.","H. Lorenzi","H. Lorenzi","5799","2005","10",NA,"Brasil","MG","Coloetada na fazenda Murici, Senhor Celson.",NA,NA,NA,NA,"23","Machado","-45.9197","-21.6747",NA,NA,"2005","10",NA,NA,"24902","auto","23",NA,NA,NA,NA,NA,NA
"32","2015-07-02 14:03:13-03","JBP","HPL","10870","S","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O. Berg","R. Tsuji","R. Tsuji & R. Pimenta","2723","2008","12",NA,"Brasil","GO","Coletado nas proximidades da cidade em área de cerrado de altitude.",NA,NA,NA,NA,"04","Alto Paraiso",NA,NA,NA,NA,"2008","12",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA,NA
"33","2015-07-02 14:03:13-03","JBP","HPL","8870","S","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana",NA,"O.T. Aguiar","R. Tsuji","1078","2005","09",NA,"Brasil","GO","Coletado nas margens da rodovia que dá acesso para Barra do Garça.",NA,NA,NA,NA,"21","Jataí","-51.7144","-17.8814",NA,NA,"2007","05",NA,NA,"75073","auto","10",NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052947","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","N. S. D. Somavilla","S. C. Miranda; C. Proença","1051","2006","9",NA,"Brazil","Distrito Federal","Brasília, Centro Olímpico, Universidade de Brasília",NA,"Herbário UB 24050; Arbusto 0.58m. Flor brancas. Caule piloso. Folhas com pilosidade caduca na superfície adaxial e pilosidade abaxial permanente. Flor tetrâmera com pétalas aveludadas e sépalas branco esverdeadas pilosas. Botões florais esverdeados.",NA,NA,"13",NA,"-47.9111","-15.9111","1012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034394","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","M. Sobral, 1987.","G. Gottsberger; J.M. Silva","51535","1987","10",NA,"Brazil","Mato Grosso do Sul","Ponta Pora, prox. Fda. Modelo.",NA,"In 5 anthers seen, each had 0 glands.; Xilopodifera, flor alva odorifera.",NA,NA,"22",NA,"-55.726657","-22.536543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:40:08-03","UFJF","CESJ","45205","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","Berg.","V.L. Rivera","V.L. Rivera; et al.","06","2003","10","América do Sul","Brasil","Distrito Federal","Jardim Botânico de Brasília",NA,"Beira da estrada. Arbusto 40 cm. Frutos verdes. Nome comum: pêra do cerrado.","CESJ045205",NA,"26","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"2003","11",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:40:08-03","UFJF","CESJ","16551","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","Berg.",NA,"L. Krieger","CESJ16551","1963","12","América do Sul","Brasil","Minas Gerais","Fazenda Borda do Campo",NA,"Arbusto do campo, 1m cerrado no alto do morro. frutosem forma de pera, amarelos e azedos.","CESJ016551",NA,"18","Antônio Carlos","-43.7467002868652","-21.3180999755859",NA,NA,NA,NA,NA,NA,"30131","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-04-07 11:46:30-03","UFMS","CGMS","77755","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg",NA,"B.H.S. Ferreira","113","2019","11",NA,"Brasil","Mato Grosso do Sul","Terra Indígena Kadiwéu. Terra Indígena Kadiwéu.",NA,NA,"CGMS1110743",NA,"03","Porto Murtinho","-56.9886111","-20.4972222","146","146",NA,NA,"-56,9886111","-20,4972222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:21:06-03","UNICAMP","UEC","31626","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Sobral, M","Garcia, WBG","14005","1979",NA,NA,"Brazil","Mato Grosso do Sul","Arredores da tribo Caiuá",NA,NA,NA,NA,NA,"Amambai","-55.320619","-23.118472",NA,NA,"1990",NA,"-55.320619","-23.118472",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:19-03","UNICAMP","UEC","33416","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Faria Júnior, JEQ","Filgueiras, TS; Pereira, BAS","946","1981","12",NA,"Brazil","Distrito Federal","Reserva Ecológica do IBGE, Próximo à Cabeça do Veado.",NA,"Subarbusto ca. 60 cm de altura. Frutos piriformes, imaturos. Quando maduros comestíveis, de sabor agridoce. Raro.; Cerrado margeando mata ciliar.",NA,NA,"20","Brasília","-47.883889","-15.92",NA,NA,"2009","09","-47.883889","-15.92",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:36:19-03","UNICAMP","UEC","11794","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Faria Júnior, JEQ","Heringer, EP; Ehrenberger","133937","1974","09",NA,"Brazil","Distrito Federal","Parque Nacional de Brasília",NA,"Planta com 80cm de alt., várias hastes paertindo do chão, flores alvas, frutos comestíveis.; Solo seco, cerrado aberto, sujeito ao fogo anual",NA,NA,"05","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"2009","09",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:19-03","UNICAMP","UEC","135960","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Shimizu, GH","Simões, AO; Singer, RB; Belinello, R","614","1998","12",NA,"Brazil","Minas Gerais","Fazenda do seu Nhô",NA,"Arvore frutos arroxeados",NA,NA,"03","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"2010","05",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:36:19-03","UNICAMP","UEC","71447","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Faria Júnior, JEQ","Durigan, G","30750","1992","10",NA,"Brazil","São Paulo","Estação Experimental de Assis",NA,"Arbusto, 0,5m, flore brancas; Cerradão",NA,NA,"19","Assis","-50.4099998474121","-22.6599998474121",NA,NA,"2009","09",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:36:19-03","UNICAMP","UEC","41601","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Sobral, M","Cesar, O; Furlan, A","254","1984","09",NA,"Brazil","São Paulo","Campo natural",NA,"Arbusto, com flores brancas.",NA,NA,"21","Itirapina","-47.8199996948242","-22.25",NA,NA,"1990",NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:36:19-03","UNICAMP","UEC","24939","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Proença, C","Giannotti, E","12317","1980","09",NA,"Brazil","São Paulo","Estação Experimental de Itirapina",NA,"Subarbusto com até 70cm de altura. Cerrado aberto.",NA,NA,"03","Itirapina","-47.8199996948242","-22.25",NA,NA,"1985",NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-06 09:56:39-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Kawasaki, M.L.","Magalhães-Gomes, C.T.","s.n.","1896","05",NA,"Brasil","Minas Gerais",NA,NA,"Frutec, folhas viridis",NA,NA,"11","Barbacena","-43.7736015319824","-21.2257995605469",NA,NA,"1998",NA,NA,NA,"27982","auto",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-06 09:56:39-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klotzschiana","Eugenia klotzschiana","O.Berg","Badini, J.","Pedrosa, C.D.","s.n.","1979","03",NA,"Brasil","Minas Gerais","Cachoeira do Campo, Campo cerrado",NA,"Arbusto",NA,NA,"26","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"1979","03",NA,NA,"44599","auto","26",NA,NA,NA,NA,NA,NA
