"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","county","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"16","2020-02-08 09:29:07-03","NBC","NL-BOTANY","L.2840790","PreservedSpecimen","Plantae","Acanthaceae","Beloperone","ramulosa","Beloperone ramulosa",NA,"Pedersen TM",NA,"1961","04","17","Southern America","Paraguay",NA,"Plantae Paraguayenses. Woodland, in the the undergrowth. Villa Elisa. Dep. Central.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2840790 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2840790",NA,NA,"Lamiales","Morong","NL-L2840790",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:29:07-03","NBC","NL-BOTANY","L.2840791","PreservedSpecimen","Plantae","Acanthaceae","Beloperone","ramulosa","Beloperone ramulosa",NA,"Hatschbach GG; Guimarães OA",NA,"1968","04","24","Southern America","Brazil","Paraná","Pato Bragado.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2840791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2840791",NA,NA,"Lamiales","Morong","NL-L2840791",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:29:07-03","NBC","NL-BOTANY","L.2840792","PreservedSpecimen","Plantae","Acanthaceae","Beloperone","ramulosa","Beloperone ramulosa",NA,"Hassler E",NA,"1913","04","01","Southern America","Paraguay",NA,"Plantae Paraguarienses. Paraguaria Centralis: In regione lacus Yparacay.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2840792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2840792",NA,NA,"Lamiales","Morong","NL-L2840792",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1047113","PreservedSpecimen","Plantae","Acanthaceae","Beloperone","ramulosa","Beloperone ramulosa",NA,"Woolston AL",NA,"1956","05","16","Southern America","Paraguay",NA,"Paraguay, Depto. San Pedro, Alto Paraguay: Primavera.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1047113 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1047113",NA,NA,"Lamiales","Morong","NL-U1047113",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1047173","PreservedSpecimen","Plantae","Acanthaceae","Chaetothylax","vestitus","Chaetothylax vestitus",NA,"Duarte AP; Pereira E",NA,"1949","06","03","Southern America","Brazil",NA,"Paraná-parque Nacional do Iguaçeí Arredores.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1047173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1047173",NA,NA,"Lamiales","Rizzini","NL-U1047173",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:29:25-03","NBC","NL-BOTANY","U 0143634","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa","isotype","Steinbach J",NA,"1925","06","24","Southern America","Bolivia","Santa Cruz","Buenavista, Sara, Santa Cruz. Rio Paloumetilla.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200143634 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0143634",NA,NA,"Lamiales","(Morong) C.Ezcurra","NL-U0143634","Ezcurra C",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","91437",NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:40:23-03","UFMS","CGMS","17599","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"R.R. Faria; E.A. Doná; L.C. Rodrigues","158","2004","11","01",NA,"Brasil","Mato Grosso do Sul","Fazenda Potreiro do Sucuriú.",NA,NA,NA,NA,NA,"CGMS1046899","Paraíso",NA,NA,"(Morong) C.Ezcurra",NA,"W. Marcondes-Ferreira","-53.1736111","-19.0002778",NA,NA,"-53,1736111","-19,0002778",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:40:24-03","UFMS","CGMS","49687","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"G. Hatschbach; M. Hatschabach; O.S. Ribas","73206","2002","05","20",NA,"Brasil","Mato Grosso do Sul","Rodovia Bonito a Baía das Garças, km-8-12.",NA,NA,NA,NA,"Flor purpúreo-fraca. Habitat: Cerrado. Habito: Ereta.","CGMS1079619","Bonito",NA,NA,"(Morong) C.Ezcurra",NA,"D. Wasshausen","-56.4818992614746","-21.1210994720459","71352","auto",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA
"24","2019-08-16 08:38:06-03","UTFPR","HCF","17051","S","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"M.G. Caxambu","6352","2015","05","21",NA,"Brasil","PR","Parque Nacional do Iguaçu - Trilha da","170","170",NA,NA,"erva ca. 0,60 m, ciófila. Flores com cálice verde e corola roxa. Abundante.",NA,"Foz do Iguaçu",NA,NA,"(Morong) C.Ezcurra",NA,"J.K. Hammes","-54.469917","-25.620889",NA,NA,"54°28'11,7 W","25°37'15,2 S",NA,NA,"2016","11","22",NA,NA,NA
"25","2019-08-16 08:38:06-03","UTFPR","HCF","26047","S","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"E.L. Siqueira","2745","2018","07","25",NA,"Brasil","PR","Parque Nacional do Iguaçu - Trilha de mo","257","257",NA,NA,"subarbusto semi-ciófilo. Flores rosas e botões florais alvos.",NA,"Foz do Iguaçu",NA,NA,"(Morong) C.Ezcurra",NA,"M.G. Caxambu","-54.422056","-25.612111",NA,NA,"54°25'19,4 W","25°36'43,6 S",NA,NA,"2018","11","12",NA,NA,NA
"26","2020-12-21 16:10:48-03","MBM","MBM","13235","PreservedSpecimen","Plantae","Acanthaceae","Beloperone","ramulosa","Beloperone ramulosa",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","12966","1967","05","07","Southern America","Argentina","Corrientes","Paso de la Patria.",NA,NA,NA,NA,"En selva ribereña.","MBM013235","San Cosme",NA,NA,"Morong","MBM013235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:10:59-03","MBM","MBM","365828","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Ezcurra, C.; Degen, R.; Mereles, F.; Degen, R.; Mereles, F.","1849","1995","05","18","Southern America","Paraguay","Amambay","Cerro Caacupe",NA,NA,NA,NA,"Fl. rosa oscuro.; Bosque disturbado.","MBM365828","Ruta 2",NA,NA,"(Morong) C.Ezcurra","MBM365828","Ezcuna, C.",NA,NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA
"28","2020-12-21 16:10:59-03","MBM","MBM","269046","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","73206","2002","05","20","Southern America","Brazil","Mato Grosso do Sul","Rodovia Bonito a Baía das Garças, km 8-12.",NA,NA,NA,NA,"Ereta, flor purpúreo-fraco.; Cerrado.","MBM269046","Bonito",NA,NA,"(Morong) C.Ezcurra","MBM269046","Wasshausen, D.C.","-56.4818992614746","-21.1210994720459","71352","auto",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA
"29","2015-09-28 09:30:41-03","MNHN","RECOLNAT_MNHN_P","P00719820","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa","type","Balansa, B.",NA,"1881","6",NA,NA,"Paraguay",NA,"Guarapi",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00719820' target='other'> <mi>dwc_moreinfo</mi></a>","P00719820",NA,NA,NA,"(Morong) C.Ezcurra","P00719820_01","Ezcurra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3296",NA,NA
"30","2015-09-04 08:17:41-03","MNHN","RECOLNAT_MNHN_P","P02844157","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,"Cordillera de Allos.",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02844157' target='other'> <mi>dwc_moreinfo</mi></a>","P02844157",NA,NA,NA,"(Morong) C.Ezcurra","P02844157_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2977",NA,NA
"31","2015-09-04 08:17:41-03","MNHN","RECOLNAT_MNHN_P","P02844158","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Hassler, E.",NA,"1885","5","1",NA,"Paraguai",NA,"Pr. Cord. de Altos.",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02844158' target='other'> <mi>dwc_moreinfo</mi></a>","P02844158",NA,NA,NA,"(Morong) C.Ezcurra","P02844158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310",NA,NA
"32","2015-09-04 08:17:41-03","MNHN","RECOLNAT_MNHN_P","P02844159","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02844159' target='other'> <mi>dwc_moreinfo</mi></a>","P02844159",NA,NA,NA,"(Morong) C.Ezcurra","P02844159_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3174",NA,NA
"33","2015-09-04 08:17:41-03","MNHN","RECOLNAT_MNHN_P","P02844160","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,"Codillera de Altos.",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02844160' target='other'> <mi>dwc_moreinfo</mi></a>","P02844160",NA,NA,NA,"(Morong) C.Ezcurra","P02844160_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2977",NA,NA
"34","2015-09-04 08:17:41-03","MNHN","RECOLNAT_MNHN_P","P02844161","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02844161' target='other'> <mi>dwc_moreinfo</mi></a>","P02844161",NA,NA,NA,"(Morong) C.Ezcurra","P02844161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3174",NA,NA
"35","2015-09-04 08:17:41-03","MNHN","RECOLNAT_MNHN_P","P02844162","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Zardini, E.M.|Guerrero, L.",NA,"1995","6","21",NA,"Paraguai",NA,"San Pedro, Yaguareté Forest, Sustainable Forest Systems Site. Arroyo Mboi.",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02844162' target='other'> <mi>dwc_moreinfo</mi></a>","P02844162",NA,NA,NA,"(Morong) C.Ezcurra","P02844162_01",NA,"-56.12333","-23.80778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42958",NA,NA
"36","2015-09-04 08:17:41-03","MNHN","RECOLNAT_MNHN_P","P02844163","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,"Sierra de Amambay.",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02844163' target='other'> <mi>dwc_moreinfo</mi></a>","P02844163",NA,NA,NA,"(Morong) C.Ezcurra","P02844163_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10469",NA,NA
"37","2015-09-04 08:17:41-03","MNHN","RECOLNAT_MNHN_P","P02844164","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Balansa, B.",NA,"1874","5","1",NA,"Paraguai",NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02844164' target='other'> <mi>dwc_moreinfo</mi></a>","P02844164",NA,NA,NA,"(Morong) C.Ezcurra","P02844164_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2448",NA,NA
"38","2015-09-04 08:17:42-03","MNHN","RECOLNAT_MNHN_P","P02844165","PreservedSpecimen",NA,"Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Balansa, B.",NA,"1874","5","27",NA,"Paraguai",NA,"Cerro Hu, près de Paraguari.",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02844165' target='other'> <mi>dwc_moreinfo</mi></a>","P02844165",NA,NA,NA,"(Morong) C.Ezcurra","P02844165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2448 a",NA,NA
"39","2020-12-11 11:31:09-03","UFMG","BHCB","76178","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Hatschbach, G; Hatschbach, M; Ribas, OS","73206","2002","05","20","Southern America","Brasil","Mato Grosso do Sul","Rodovia Bonito a Baía das Garças, km 8-12.",NA,NA,NA,NA,"Erva, flor purpúreo-fraca.; Cerrado.","BHCB053062","Bonito","Dicotyledon",NA,NA,"BHCB053062",NA,"-56.4818992614746","-21.1210994720459","71352","auto",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA
"40","2021-02-11 17:17:46-03","UFPR","UPCB","7506","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Hatschbach, G.","19151","1968","04","24",NA,"Brasil","Paraná","Pato Bragado",NA,NA,NA,NA,"Subarbusto 70 cm. flor vermelho-carmina. Mata pluvial da bacia do Rio Paraná..",NA,"Marechal Cândido Rondon",NA,NA,"(Morong) C.Ezcurra",NA,"Wasshausen, D.C.","-54.0567016601562","-24.5561008453369","27823","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","3154036","PreservedSpecimen","Plantae","Acanthaceae","Beloperone","ramulosa","Beloperone ramulosa",NA,"Otto Kuntze","Kuntze s.n.",NA,NA,NA,"South America","Bolivia","Santa Cruz","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morong",NA,"fide Foster's cards","-63.16666","-17.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","501135","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Elsa M. Zardini","Zardini 6421","1988","8","3","South America","Paraguay","Paraguarí","Cerro Palacios. Forest on Western side of the mountain.","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"(Morong) C. Ezcurra",NA,"D.C. Wasshausen (US)","-57.16666","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-69","3",NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","499040","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Elsa M. Zardini","Zardini 7112","1988","9","8","South America","Paraguay","Paraguarí","Cerro Palacios. Forest on western slopes.","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"(Morong) C. Ezcurra",NA,"D.C. Wasshausen (US)","-57.16666","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-91","4",NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","501646","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Elsa M. Zardini","Zardini 4585","1988","6","8","South America","Paraguay","Paraguarí","Compañia Costa Segunda, Cerro Palacios. In forest.","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"(Morong) C. Ezcurra",NA,"D.C. Wasshausen (US)","-57.16666","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-22","4",NA
"45","2015-12-05 21:14:00-02","MO","MOBOT","3079775","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"M. Ortiz|Isabel Basualdo","Ortiz 727","1988","6","30","South America","Paraguay","Paraguarí","Costa Segund Cerro. pelacios","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"(Morong) C. Ezcurra",NA,NA,"-57.16666","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","500704","PreservedSpecimen","Plantae","Acanthaceae","Justicia","ramulosa","Justicia ramulosa",NA,"Elsa M. Zardini","Zardini 6093","1988","7","26","South America","Paraguay","Paraguarí","Macizo Acahay. Eastern peak, on diorite rocks.","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"(Morong) C. Ezcurra",NA,"C. Ezcurra","-57.15","-26.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-63","1",NA
