"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","year","month","day","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","fieldNumber","dayIdentified","individualCount","class","previousCatalogNumber","sex"
"31","2021-03-01 16:24:33-03","UNICAMP","UEC","111661","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Lopes, NP","210",NA,"Brazil","Minas Gerais",NA,"Planta ca. 1,5 m de altura, com aquênios e com flores.","UEC125006","UEC125006","Semir, J; Monge, M","Diamantina","Km 594-593 Rodovia Diamantina - Curvelo, margem esquerda. Reserva Manancial Pau-de-Fruta.","-43.6002998352051","-18.2493991851807",NA,NA,"1999","09","11","2010","101169","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:33-03","UNICAMP","UEC","69493","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Sakuragui, CM; Souza, VC","146",NA,"Brazil","Minas Gerais",NA,"Arbusto de 1,50 m de altura, flores lilases.; Área de campo rupestre e campo arenoso atravessada por riacho.","UEC125012","UEC125012","Semir, J; Monge, M","Diamantina","Lado esquerdo da Rodovia Diamantina - Curvelo, ca. 45 km de Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,"1990","08","04","2010","101169","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:24:33-03","UNICAMP","UEC","111659","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Lopes, NP","205",NA,"Brazil","Minas Gerais",NA,"Planta ca. 1,5 m, com aquênios.","UEC125005","UEC125005","Semir, J; Monge, M","Diamantina","Próximo ao km 578 Rodovia Diamantina - Araçuai (placa da Fiat Edvel Veículos).","-43.6002998352051","-18.2493991851807",NA,NA,"1999","09","10","2010","101169","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:24:33-03","UNICAMP","UEC","105649","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Feres, FR; Crespo, S; Belinello, R","9954",NA,"Brazil","Minas Gerais",NA,"Campo rupestre.","UEC125019","UEC125019","Semir, J","Diamantina","Saída da estrada velha para a BR-367, arredores da cidade, próximo ao Bar do Curral.","-43.6002998352051","-18.2493991851807",NA,NA,"1999","03","05","2005","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:33-03","UNICAMP","UEC","34204","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Filgueiras, TS; Burman, AG","1084",NA,"Brazil","Minas Gerais",NA,"Arbusto, flores brancas.","UEC125008","UEC125008","Semir, J; Monge, M","Diamantina","Serra de St. Antonio, lado oeste.","-43.6002998352051","-18.2493991851807",NA,NA,"1984","01","19","2010","101169","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:24:33-03","UNICAMP","UEC","34203","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Filgueiras, TS; Burman, AG","1083",NA,"Brazil","Minas Gerais",NA,"Arbusto, flores roxas.; Campo rupestre.","UEC125010","UEC125010","Semir, J","Diamantina","Serra de Sto. Antonio, lado oeste.","-43.6002998352051","-18.2493991851807",NA,NA,"1984","01","19","1992","101169","auto",NA,NA,"11",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:24:33-03","UNICAMP","UEC","165878","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Gonçalves, DJP; et al.","300",NA,"Brazil","Minas Gerais",NA,"Arbusto ca. 1m. Pétalas roxas, estilete branco com ápice lilás claro, pétalas velhas brancas.; Campo rupestre","UEC009208","UEC009208","Semir, J; Monge, M","Gouveia","Estrada Cuiabá-Barão de Guaicuí.","-43.7407989501953","-18.4543991088867","1313","1313","2011","12","13","2015","37970","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:24:33-03","UNICAMP","UEC","67622","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Duarte, AP","13777",NA,"Brazil","Minas Gerais",NA,"Campo pedregoso.","UEC125011","UEC125011","Semir, J; Monge, M","Serro","De Serro para Datas.","-43.3793983459473","-18.604700088501",NA,NA,"1971","01","16","2010","37754","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:16:30-03","MBM","MBM","57033","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch. Bip.",NA,"Hatschbach, G.","40861","Southern America","Brazil","Minas Gerais",NA,NA,"MBM057033","MBM057033","Semir, J.","Diamantina","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,"1978","01","23",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-11-06 14:50:41-02","MNHN","RECOLNAT_MNHN_P","P02511927","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Gardner, G",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511927' target='other'> <mi>dwc_moreinfo</mi></a>","P02511927","P02511927_01 P02511927_02","Nakajima",NA,"Brasilia, Province de Minas Geraes",NA,NA,NA,NA,"1842",NA,NA,NA,NA,NA,NA,NA,NA,"4829",NA,NA,NA,NA,NA
"41","2016-03-17 12:22:27-03","MNHN","RECOLNAT_MNHN_P","P02511928","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Gardner, G",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511928' target='other'> <mi>dwc_moreinfo</mi></a>","P02511928","P02511928_01 P02511928_02","Nakajima",NA,"Brasilia, Province de Minas Geraes",NA,NA,NA,NA,"1842",NA,NA,NA,NA,NA,NA,NA,NA,"4829",NA,NA,NA,NA,NA
"42","2015-09-04 05:06:27-03","MNHN","RECOLNAT_MNHN_P","P02511931","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Gardner, G",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511931' target='other'> <mi>dwc_moreinfo</mi></a>","P02511931","P02511931_01 P02511931_02","Schultz Bipontinus",NA,"Brasilia, Province de Minas Geraes",NA,NA,NA,NA,"1842",NA,NA,NA,NA,NA,NA,NA,NA,"4829",NA,NA,NA,NA,NA
"43","2015-09-04 05:06:27-03","MNHN","RECOLNAT_MNHN_P","P02511932","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Riedel, L.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511932' target='other'> <mi>dwc_moreinfo</mi></a>","P02511932","P02511932_01 P02511932_02","Nakajima",NA,"In Mont. siecis, Minas Geraes",NA,NA,NA,NA,"1824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-04 05:08:11-03","MNHN","RECOLNAT_MNHN_P","P02513410","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Glaziou, A.",NA,NA,"Brasil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02513410' target='other'> <mi>dwc_moreinfo</mi></a>","P02513410","P02513410_01","Nakajima",NA,"Brésil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19487",NA,NA,NA,NA,NA
"45","2016-03-17 12:22:27-03","MNHN","RECOLNAT_MNHN_P","P02513413","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Glaziou, A.",NA,NA,"Brasil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02513413' target='other'> <mi>dwc_moreinfo</mi></a>","P02513413","P02513413_01","Nakajima",NA,"Brésil. Diamantina au Curalinho.",NA,NA,NA,NA,"1892","4","14",NA,NA,NA,NA,NA,NA,"19487",NA,NA,NA,NA,NA
"46","2015-11-06 14:51:17-02","MNHN","RECOLNAT_MNHN_P","P04294895","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Glaziou, A.",NA,NA,"Brasil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04294895' target='other'> <mi>dwc_moreinfo</mi></a>","P04294895","P04294895_01","Nakajima",NA,"Brésil, Minas, Diamantina au Curalinho.",NA,NA,NA,NA,"1892","4","14",NA,NA,NA,NA,NA,NA,"19487",NA,NA,NA,NA,NA
