"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","year","month","day","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","fieldNumber","dayIdentified","individualCount","class","previousCatalogNumber","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","1239475","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.","isotype","G. Gardner","4829","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470432' target='other'> <mi>dwc_moreinfo</mi></a>","NY01239475","NY01239475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","894817","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"G. G. Hatschbach","53096","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894817","NY00894817_01","B. Loeuille","Gouveia","Rod. BR-259, próx. trevo para Datas.","-43.7406","-18.4544","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","1239476","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.","isotype","G. Gardner","4829","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01239476","NY01239476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1843319","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"G. L. Smith","1000A","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049967' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843319","NY01843319_01","J. Semir",NA,"Serra do Espinhaço. Estrada 36F, 4 km NE of Diamantina.",NA,NA,NA,NA,"1980","10","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1843314","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"G. L. Smith","812","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049962' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843314","NY01843314_01","J. Semir",NA,"Serra do Espinhaço. On the road to Serro near Diamantina.",NA,NA,NA,NA,"1979","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-11-04 11:01:55-03","ESALQ","ESA","34342","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip",NA,"Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11838.0",NA,"Brasil","Minas Gerais",NA,"Arbusto, ca. 1,5 m alt.; pappus creme.","ESA034342","ESA034342","Loeuille, B.","Diamantina","2 Km de Diamantina em direção a Mendanha.","-43.6002998352051","-18.2493991851807",NA,NA,"1996","07","06","2012","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-11-04 11:01:55-03","ESALQ","ESA","77883","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch. Bip.",NA,"Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28385.0",NA,"Brasil","Minas Gerais",NA,"Arbusto, ca. 1 m alt.; flores roxas.","ESA077883","ESA077883","Loeuille, B.","Diamantina","Estrada para Araçuaí, ca. 2km de Diamantina. Campo rupestre. 1300 m. s. m.","-433.537","-181.301","1300","1300","2002","02","25",NA,NA,NA,"-433,537","-181,301",NA,NA,NA,NA,NA,NA,NA
"8","2020-11-04 11:01:55-03","ESALQ","ESA","33686","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch. Bip.",NA,"Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11875.0",NA,"Brasil","Minas Gerais",NA,"Arbusto, até 1,8 m alt.; flores lilases.","ESA033686","ESA033686","Loeuille, B.","Diamantina","Estrada para Biribiri, 3,5 Km da Rodovia em direção a Biribir. Campo rupestre.","-43.6002998352051","-18.2493991851807",NA,NA,"1996","07","06",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-11-04 11:01:55-03","ESALQ","ESA","117220","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch. Bip.",NA,"Romão, G.O.; Souza, V.C.; Latvis, M.; Gissi, D.S.; Santinati, M.A.","2518.0",NA,"Brasil","Minas Gerais",NA,"Arbusto, ca. 1,2 m alt.; flores róseas.","ESA117220","ESA117220","Loeuille, B.","Diamantina","Estrada para Milho Verde, cerca de 20 km de Diamantina. Campo rupestre","-43.6002998352051","-18.2493991851807",NA,NA,"2010","04","01","2015","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-31 13:36:08-03","MN","R","15576","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch. Bip.",NA,"Glaziou, A.F.M.","19487",NA,"Brasil","Minas Gerais",NA,"Plantas do Brasil Central","R000015576","R000015576_001","Semir, J.",NA,NA,NA,NA,NA,NA,"1892","04","14","1992",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA
"11","2021-03-01 16:24:33-03","UNICAMP","UEC","117577","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Mansanares, ME; Vitta, FA; Belinello, R","0021",NA,"Brazil","Minas Gerais",NA,"Arbusto 1 m, flores lilases.","UEC125016","UEC125016","Semir, J; Monge, M","Diamantina","Estrada Guinda - Sopa, 2,5 km do asfalto.","-43.684444","-18.797222","1450","1450","2000","11","29","2012",NA,NA,"-43.684444","-18.797222",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:24:33-03","UNICAMP","UEC","117585","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Mansanares, ME; Vitta, FA; Belinello, R","0009",NA,"Brazil","Minas Gerais",NA,"Arbusto 1 m.","UEC125017","UEC125017","Semir, J; Monge, M","Datas","20 km antes de Diamantina, entrada à direita, antes da placa do km 609, próximo à casinha abandonada.","-43.679167","-18.360278","1420","1420","2000","11","28","2012",NA,NA,"-43.679167","-18.360278",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:05:57-03","UNICAMP","UEC","120404","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Semir, J; Mansanares, ME; Belinello, R","0173",NA,"Brazil","Minas Gerais",NA,NA,"UEC125023","UEC125023","Semir, J","Diamantina","5 km da cidade em direção à Gouveia.","-43.654111","-18.248556","1371","1371","2001","06","19",NA,NA,NA,"-43.654111","-18.248556",NA,NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:05:57-03","UNICAMP","UEC","120459","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Semir, J; Mansanares, ME; Belinello, R","0119",NA,"Brazil","Minas Gerais",NA,NA,"UEC125025","UEC125025","Semir, J","Gouveia","Estrada Gouveia - Diamantina.","-43.698222","-18.420333","1307","1307","2001","06","19",NA,NA,NA,"-43.698222","-18.420333",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:05:57-03","UNICAMP","UEC","196578","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Monge, M; Semir, J; et al.","1434",NA,"Brazil","Minas Gerais",NA,NA,"UEC154708",NA,"Monge, M","Diamantina","campus II da UFJVM. Próximo ao chiqueiro dos porcos","-43.569444","-17.458333",NA,NA,"2013","02","19",NA,NA,NA,"-43.569444","-17.458333",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:24:33-03","UNICAMP","UEC","127887","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Souza, VC; Souza, JP; Capellari Jr, L; Scalon, VR","11875",NA,"Brazil","Minas Gerais",NA,"Arbusto até 1,8m alt.; flores lilases.","UEC005781","UEC005781","Semir, J; Monge, M",NA,"Estrada para Biribiri, 3,5km da Rodovia em direção a Biribiri. Campo rupestre.",NA,NA,NA,NA,"1996","07","06","2010",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:24:33-03","UNICAMP","UEC","133226","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Vichnewski, W","456",NA,"Brazil","Minas Gerais",NA,"Arbusto2 m, floreslilases (jovens) e cremes (adultas).","UEC125015","UEC125015","Semir, J; Monge, M","Conselheiro Mata","Km 185 da estrada de terra para Conselheiro Mata.",NA,NA,NA,NA,"1998","07","10","2012",NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:24:33-03","UNICAMP","UEC","137828","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Mansanares, ME; Verola, CF","370",NA,"Brazil","Minas Gerais",NA,"Arbustos até 1,30 m.; Solo arenoso.","UEC125013","UEC125013","Semir, J","Diamantina","Estrada para Araçuaí, km 585, entrada para o Caminho dos Escravos.","-43.708528","-18.207306","1140","1140","2003","08","18","2005",NA,NA,"-43.708528","-18.207306",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:24:33-03","UNICAMP","UEC","165884","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Gonçalves, DJP; Kotovski, ER; Cota, MMT; Silva, LAF","415",NA,"Brazil","Minas Gerais",NA,"arbusto ca. 1m flores c/estames roxos, filetes lilás claro, escurecendo até o estigma.","UEC024613","UEC024613","Monge, M","Diamantina","Campus 2 da UFVJM, menos de 1km descendo a partir da Pocilga.","-43.956436","-18.340656",NA,NA,"2012","01","24","2015",NA,NA,"-43.956436","-18.340656","10",NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:05:57-03","UNICAMP","UEC","169426","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Verola, CF; Costa, IR","742007",NA,"Brazil","Minas Gerais",NA,NA,"UEC125003","UEC125003","Semir, J","Diamantina","Estrada Diamantina - Araguaí, Caminho dos Escravos.","-43.602944","-18.216694","4560","4560","2007","05","18","2007",NA,NA,"-43.602944","-18.216694",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:24:33-03","UNICAMP","UEC","127819","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Souza, VC; Souza, JP; Capellari Jr, L; Scalon, VR","11838",NA,"Brazil","Minas Gerais",NA,"Arbusto, ca. 1,5 m alt., pappus creme.","UEC125018","UEC125018","Semir, J; Monge, M","Diamantina","2 km de Diamantina para Mendanha.","-43.6002998352051","-18.2493991851807",NA,NA,"1996","04","06","2010","101169","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:24:33-03","UNICAMP","UEC","118261","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Semir, J","25615",NA,"Brazil","Minas Gerais",NA,"Arbusto ca. 1,20 m de altura. Flores magenta.","UEC125026","UEC125026",NA,"Diamantina","A 15 km da cidade.","-43.6002998352051","-18.2493991851807",NA,NA,"1989","07","04",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:05:57-03","UNICAMP","UEC","137863","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Mansanares, ME; Belinello, R; Costa, JY; Forni-Martins, ER","390",NA,"Brazil","Minas Gerais",NA,NA,"UEC125024","UEC125024","Mansanares, ME","Diamantina","Afloramento na Trilha dos Escravos.","-43.6002998352051","-18.2493991851807",NA,NA,"2004","07","06",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:33-03","UNICAMP","UEC","65367","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Leitão Filho, HF; et al.","27688",NA,"Brazil","Minas Gerais",NA,"Arbusto 1,70 m, flores lilases, fruto seco.","UEC125014","UEC125014","Semir, J; Monge, M","Diamantina","Caminho para o Mirante.","-43.6002998352051","-18.2493991851807",NA,NA,"1992","12","10","2010","101169","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:24:33-03","UNICAMP","UEC","137875","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Mansanares, ME; Belinello, R; Costa, JY; Forni-Martins, ER","402",NA,"Brazil","Minas Gerais",NA,"Arbustos até 1,50 m. Flores brancas à magenta.; Campo pedregoso.","UEC125021","UEC125021","Semir, J","Diamantina","Cruzeiro.","-43.6002998352051","-18.2493991851807",NA,NA,"2004","07","07","2005","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:33-03","UNICAMP","UEC","3110","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Pereira, E","1403A",NA,"Brazil","Minas Gerais",NA,"Arbusto de flor lilás.","UEC050051","UEC050051","Semir, J; Monge, M","Diamantina","Diamantina, Água Limpa.","-43.6002998352051","-18.2493991851807",NA,NA,"1955","05","22","2012","101169","auto",NA,NA,"03",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:24:33-03","UNICAMP","UEC","63554","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Duarte, AP","13800",NA,"Brazil","Minas Gerais",NA,"Mata.","UEC125009","UEC125009","Semir, J","Diamantina","Diamantina para Conselheiro.","-43.6002998352051","-18.2493991851807",NA,NA,"1971","01","17","2005","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:24:33-03","UNICAMP","UEC","64943","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Leitão Filho, HF; et al.","27833",NA,"Brazil","Minas Gerais",NA,"Arbusto de 1,5 m de altura, flores brancas, lilás.; Cerrado.","UEC125020","UEC125020","Semir, J","Diamantina","Estrada Diamantina - Medanha.","-43.6002998352051","-18.2493991851807",NA,NA,"1992","12","10","2005","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:24:33-03","UNICAMP","UEC","117788","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Forzza, RC; Mello-Silva, R","1500",NA,"Brazil","Minas Gerais",NA,"Arbusto, ca.1,5 m alt. Folhas glaucas. Brácteas involucrais verdes. Flores com pétalas e filetes alvos, anteras róseas.; Em campo.","UEC125004","UEC125004","Semir, J; Monge, M","Diamantina","Estrada Diamantina - Mendanha, ramal para a torre de transmissão a 4,5 km do trevo para Biri-Biri.","-43.6002998352051","-18.2493991851807",NA,NA,"2000","01","30","2010","101169","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:24:33-03","UNICAMP","UEC","24537","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","gardneri","Lychnophora gardneri","Sch.Bip.",NA,"Semir, J; Pirani, JR; Menezes, NL; Furlan, A; Castro, NM","SPF17925",NA,"Brazil","Minas Gerais",NA,"Flores lilás-arroxeadas.","UEC125027","UEC125027","Semir, J; Monge, M","Diamantina","Estrada Diamantina - São Gonçalo (passando por Vau, Milho Verde e Três Barras).","-43.6002998352051","-18.2493991851807",NA,NA,"1980","07","20","2010","101169","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
