"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","year","month","day","county","coordinatePrecision","geoFlag","minimumElevationInMeters","individualCount","phylum","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters"
"1","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L 0050818","PreservedSpecimen","Plantae","Pinopsida","Cupressales","Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii","(Silba) C.N.Page","isotype","Rosa NA; Pires JM; Rodrigues W; Barros S","Southern America","Brazil","Amazonas","T.Rond., Serra Pacas Novos.","-63.583333","-11.216667","-63.583333","-11.216667","984253104","Mata em solo de picarra granulosa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200050818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0050818","NL-L0050818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2014-08-04 11:37:34-03","FEMACT","MIRR","10516","S","Plantae",NA,NA,"Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii",NA,NA,"Kinupp, V.F.",NA,"Brasil","Pará","Museu Emílio Goeldi, Parque Zoobotânico Emílio Goeldi.","-48.5044","-1.45583",NA,NA,NA,"Procedente de Rondônia. Arvoreta; 5,0m; estéril; grande potencial ornamental com folhas lembrando Holocalyx balansae (Fabaceae). Nome popular: pinheiro-amazônico.",NA,NA,"Kinupp, V.F.","3426","2008","10","30","Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA
"3","2020-07-11 11:53:00-03","MO","MOBOT","699251","PreservedSpecimen","Plantae",NA,NA,"Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii","(Silba) C.N. Page","Isotype","Nelson A. Rosa|João Murça Pires|William A. Rodrigues|S. Barros|O. G. Rosa Cardosa","South America","Brazil","Rondônia","S. Pacas Novos. Mata em solo de piçarra granulosa.","-63.5833333","-11.2166667",NA,NA,NA,NA,NA,NA,"fide R.R. Mill (E)","Rosa 856",NA,NA,NA,NA,NA,NA,"250.00000000","1",NA,NA,NA,NA,NA
"4","2020-08-31 09:18:29-03","INPA","INPA","127643","S","Plantae",NA,"Araucariales","Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii","(Silba) C.N.Page",NA,"Rosa, NA","Southern America","Brasil","Rondônia","Serra Pacas Novos","-63.583333","-11.216667","-63.583333","-11.216667",NA,NA,"INPA0127643","INPA0127643 INPA0127643_e","Rodrigues, WA","856","1976","08","14",NA,NA,NA,NA,NA,"Gymnosperm","2008","09",NA,NA
"5","2020-08-31 09:18:29-03","INPA","INPA","59728","S","Plantae",NA,"Araucariales","Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii","(Silba) C.N.Page",NA,"Rodrigues, WA","Southern America","Brasil","Rondônia","Região do rio Paccaas Novos. Projeto RADAM/BRASIL., Região do rio Paccaas Novos. Projeto RADAM/BRASIL.","-63.583333","-11.216667","-63.583333","-11.216667",NA,NA,"INPA0059728","INPA0059728 INPA0059728_1 INPA0059728_1e INPA0059728_e INPA0059728_e1","Rodrigues, WA","9646","1976","08","14",NA,NA,NA,NA,NA,"Gymnosperm","1976",NA,NA,NA
"6","2020-11-12 16:58:04-03","UEL","FUEL","52191","PreservedSpecimen","Plantae",NA,"Araucariales","Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii","(Silba) C.N.Page",NA,"Kinupp, VF",NA,"Brasil","Pará","Museu Emilio Goeldi, Parque Zoobotânico Emilio Goeldi; Procedente de Rondônia.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"FUEL003522",NA,"Kinupp, VF","3426","2008","10","30","Belém","48462","auto",NA,NA,"Tracheophyta","2008","11","09",NA
"7","2021-02-23 13:23:03-03","MN","R-TIPOS","145366","PreservedSpecimen","Plantae",NA,NA,"Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii","(Silba) C.N. Page","Isotypus de Decussocarpus piresii Silba","Rosa, N.A.; Pires, J.M.; Rodrigues, W. & Barros, S.",NA,"Brasil","Rondônia","Serra Pacas Novas","-63.583333","-11.216667","63°35'W","11°13'S",NA,NA,"R000145366","R000145366_001","Sobral, M.","856",NA,NA,NA,NA,NA,NA,"250",NA,NA,"2004",NA,NA,"250"
"8","2021-02-23 13:23:03-03","MN","R-TIPOS","145366a","PreservedSpecimen","Plantae",NA,NA,"Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii","(Silba) C.N. Page","Isotypus de Decussocarpus piresii Silba","Rosa, N.A.; Pires, J.M.; Rodrigues, W. & Barros, S.",NA,"Brasil","Rondônia","Serra Pacas Novas","-63.583333","-11.216667","63°35'W","11°13'S",NA,NA,"R000145366a","R000145366a_001","Sobral, M.","856",NA,NA,NA,NA,NA,NA,"250",NA,NA,"2004",NA,NA,"250"
"9","2020-01-31 10:39:21-03","IFAM","EAFM","178","PreservedSpecimen","Plantae",NA,NA,"Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii","(Silba) C.N. Page",NA,"Kinupp, V.F.",NA,"Brasil","Pará","Museu Emílio Goeldi, Parque Zoobotânico Emílio Goeldi.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"; HABITAT: Procedente de Rondônia.; DESC: Arvoreta; 5,0 m; estéril; grande potencial ornamental com folhas lembrando Holocalyx balansae (Fabaceae).",NA,NA,"Kinupp, V.F.","3426","2008","10","30","Belém","48462","auto",NA,NA,NA,"2008","11","09",NA
