"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","class"
"11","2019-10-09 11:16:04-03","UFBA","ALCB","80049","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Pirani, JR","Rapini, A; Kawasaki, ML","744","1999","03","11","Southern America","Brasil","Minas Gerais","Grão Mogol","Serraria","-16.416667","-42.916667",NA,NA,NA,"ca. 60 cm alt. Flores vermelhas.","ALCB031125","ALCB031125",NA,"2005","-16.416667","-42.916667",NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:16:04-03","UFBA","ALCB","61401","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Guedes, ML","Roque, N; Alunos de Botânica III","s/n","2003","01","25","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal, trilha do Lizardo","-41.340833","-12.988333",NA,NA,NA,"Folíolos discolores, tomentosos. Inflorescência axilar. Cálice fechado no botão floral, que se rompe na antese, em dois lábios longos. Flores vermelhas.",NA,NA,NA,"2003","-41.340833","-12.988333","06",NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:16:04-03","UFBA","ALCB","61401","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Guedes, ML","Roque, N; Alunos de Botânica III","s/n","2003","01","25","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal, trilha do Lizardo","-41.340833","-12.988333",NA,NA,NA,"Folíolos discolores, tomentosos. Inflorescência axilar. Cálice fechado no botão floral, que se rompe na antese, em dois lábios longos. Flores vermelhas.","ALCB031117","ALCB031117",NA,"2003","-41.340833","-12.988333","06",NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:09:33-03","ESALQ","ESA","80366","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","Irwin&Arroyo",NA,"Ganev, W.","1659.0","1992","12","16",NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"ESA080366","ESA080366",NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"15","2014-10-02 12:40:57-03","FEMACT","MIRR","5935","S","Plantae",NA,NA,"Leguminosae-Pap","Harpalyce","parvifolia","Harpalyce parvifolia",NA,NA,"Flores, A...S...","794","2002","01","24",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2014-10-02 12:40:57-03","FEMACT","MIRR","6200","S","Plantae",NA,NA,"Leguminosae-Pap","Harpalyce","parvifolia","Harpalyce parvifolia",NA,NA,"A.S. Flores; R. Schütz Rodrigues; Barbosa, A.R.; Simões, A.O.; Belinello, R.","a794","2002","01","24",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada para Cristálina, Junto à ponte sobre o Rio das Mortes&nf;690msm","-42.90275","-16.603333",NA,NA,NA,"Arbusto 2m alt., folhagem discolor, corola vermelha escura, em campo rupestre.",NA,NA,NA,NA,"-42.90275","-16.603333",NA,NA,NA,NA,NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035855","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","G. P. Lewis","G. Hatschbach; M. Hatschbach, O. S. Ribas","55066","1991","11","11",NA,"Brazil","Minas Gerais",NA,"Botumirim, rod. para Cristália.","-42.8667","-16.7167",NA,NA,NA,"Arbusto ramoso, 1,80 m, flores vermelhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-18 09:34:17-03","UNICAMP","UEC","123901","S","Plantae","Magnoliopsida",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","São Mateus, WM","Flores, AS; Belinello, R; Rodrigues, RS; Barbosa, AR; Simões, AO","794","2002","01","24",NA,"Brazil","Minas Gerais","Grão Mogol","Junto à ponte sobre Rio das Mortes, estr","-42.9","-16.583333",NA,NA,NA,"fruto, Arbusto 2m alt., folhagem discolor, corola vermelho-escura, em campo rupestre.","UEC105335","UEC105335",NA,"2018","-42.9","-16.583333",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:13:37-03","UNICAMP","UEC","45970","S","Plantae","Magnoliopsida",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Mateus","Cavalcanti, TB; Menezes, NL; Semir, J; Chukr, NS; Mello-Silva, R","s.n.","1986","02","25",NA,"Brazil","Minas Gerais","Grão Mogol","Margens do córrego à saída da cidade na","-43.3","-16.6",NA,NA,NA,"flor, Arbusto de até 2m alt., crescendo em solo arenoso, entre rochas, flores vermelho-alaranjadas.","UEC105332","UEC105332",NA,"2017","-43.3","-16.6","12",NA,NA,"17",NA,NA,NA
"20","2019-08-20 10:13:37-03","UNICAMP","UEC","45980","S","Plantae","Magnoliopsida",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Silveira, R","Chukr, NS; Cavalcanti, TB; Menezes, NL; Semir, J; Mello-Silva, R","s.n.","1986","02","26",NA,"Brazil","Minas Gerais","Grão Mogol","Vale do rio Itacambiruçu. Entre a fazend","-43.3","-16.6",NA,NA,NA,"flor, Arbusto até 2m alt., crescendo em solo arenoso, entre rochas, flores vermelho-alaranjadas.",NA,NA,NA,"1995","-43.3","-16.6","10",NA,NA,NA,NA,NA,NA
"21","2021-03-21 19:35:22-03","UFC","EAC","3249","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, L.P.","Fernandes, A.; Matos, F.J.A.","EAC3249","1977","05","28","Southern America","Brasil","Minas Gerais","Grão Mogol","Topo da serra.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Subarbusto","EAC0003249",NA,NA,"2006",NA,NA,"05","67219","auto",NA,NA,NA,NA
"22","2020-12-21 16:26:35-03","MBM","MBM","57521","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","Irwin & Arroyo","Barneby, R.","Hatschbach, G.","41292",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM057521","MBM057521",NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA
"23","2020-12-21 16:26:35-03","MBM","MBM","141254","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","Irwin & Arroyo","Lewis, G.P.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","55066",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Botumirim","Botumirim, rodovia para Cristália","-43.010799407959","-16.872200012207",NA,NA,NA,NA,"MBM141254","MBM141254",NA,NA,NA,NA,NA,"39434","auto",NA,NA,NA,NA
"24","2020-12-21 16:26:35-03","MBM","MBM","320807","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","Irwin & Arroyo","Queiroz, L.P.","Pirani, J.R.; Sano, P.T.; Freire-Fierros, A.; Silva, T.R.S.; Sano, P.T.; Freire-Fierros, A.; Silva, T.R.S.","s.n.","1989","12","11","Southern America","Brazil","Minas Gerais","Grão Mogol","Trilha da Tropa, No alto da Serra","-42.8897018432617","-16.5594005584717","1000","1000",NA,"Arbusto 1,5m alt. heliófilo, entre rochas. Frequente. Cálice creme-amarelado, pétalas e estames vermelho-rosados.","MBM320807","MBM320807",NA,"1996",NA,NA,NA,"67219","auto",NA,NA,NA,NA
"25","1996-03-25 10:34:51-03","MNHN","RECOLNAT_MNHN_P","P02141730","PreservedSpecimen",NA,NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Irwin, H.S.|Reis dos Santos, R., Souza R., da Fonseca S.F.",NA,"1969","2","16",NA,"Brésil",NA,NA,"Planalto do Brasil, Estado de Minas Gerais, Serra do Espinhaço, Cerrado, interspersed with wet rocky campo, ca. 8 km West of Grao Mogol.",NA,NA,"950",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02141730' target='other'> <mi>dwc_moreinfo</mi></a>","P02141730","P02141730_01","isotype",NA,NA,NA,NA,NA,NA,NA,"23345",NA,NA
"26","2016-11-23 10:19:38-02","MNHN","RECOLNAT_MNHN_P","P02949654","PreservedSpecimen",NA,NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Irwin, H.S.|dos Santos, R.R.|Souza, R.|da Fonseca, S.F.",NA,"1969","2","18",NA,"Brésil",NA,NA,"Estado Minas Gerais, Serra do Espinhaço, ca. 15 km north of Grão Mogol",NA,NA,"950",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02949654' target='other'> <mi>dwc_moreinfo</mi></a>","P02949654","P02949654_01",NA,NA,NA,NA,NA,NA,NA,NA,"23518",NA,NA
"27","2020-12-11 11:36:02-03","UFMG","BHCB","156512","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Hattori, EKO; Batista, JAN","1287","2010","11","22","Southern America","Brasil","Minas Gerais","Grão Mogol","Estrada Grão Mogol a Cristália.","-42.878611","-16.659444","739","739",NA,"Arbusto, ca. 2m altura, cálice verde, corola rósea.; Campo rupestre, próximo a capão de mata, solo arenoso.","BHCB007855",NA,NA,"2014","-42.878611","-16.659444","03",NA,NA,"27",NA,NA,NA
"28","2020-12-11 11:36:02-03","UFMG","BHCB","154740","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Rocha, MJR; Pereira, AFS; Lautert, M; Borba, EL","580","2012","03","26","Southern America","Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual de Serra Nova, Início da trilha areial, sentido ao córrego Biu Biu.","-42.731389","-15.655",NA,NA,NA,"Arbusto, ca. 3 m de altura. Flores avermelhadas. Frutos imaturos verdes.","BHCB013753",NA,NA,"2014","-42.731389","-15.655","03",NA,NA,"27",NA,NA,NA
"29","2020-12-11 11:36:02-03","UFMG","BHCB","66259","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Barreto, HLM; Markgraf, F","12063",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA
"30","2021-02-11 17:19:00-03","UFPR","UPCB","19573","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Lewis, G.P.","Hatschbach, G.","55066","1991","02","11",NA,"Brasil","Minas Gerais","Botumirim","Rodovia para Cristália","-43.010799407959","-16.872200012207",NA,NA,NA,"Arbusto ramoso, 1,80m, flor vermelha. Campo rupestre, junto a afloramentos rochosos, solo arenoso..",NA,NA,NA,"1991",NA,NA,"01","39434","auto","01",NA,NA,NA
"31","2020-07-26 12:57:00-03","MO","MOBOT","3197751","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S. Irwin & Arroyo","G. Hatschbach","Gert G. Hatschbach","Hatschbach 41292","1978","4","21","South America","Brazil","Minas Gerais","Grão Mogol","Rio Itacambiruçu.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,"1",NA
"32","2009-11-04 20:15:00-02","MO","MOBOT","1734053","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S. Irwin & Arroyo",NA,"Howard S. Irwin|et al.","Irwin 23345","1969","2","16","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaco. Interspersed with west rocky campo, ca. 8 km West of Grão Mogol.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-12-04 16:26:00-02","MO","MOBOT","3197591","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S. Irwin & Arroyo","G.P. Lewis","Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas","Hatschbach 55066","1991",NA,NA,"South America","Brazil","Minas Gerais",NA,"Botumirim, rod. Para Cristália.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2014-08-23 05:36:00-03","MO","MOBOT","3197909","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S. Irwin & Arroyo","M. Arroyo","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 23518","1969","2","18","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Outcrops. Sandy slopes with sandstone outcrops and adjacent rocky river margin, Rio Itacambiruçu, ca. 15km north of Grão Mogol.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-08-13 05:50:00-03","MO","MOBOT","3470520","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S. Irwin & Arroyo","L.P. de Queiroz","R.M. Harley","Harley 25083","1988","10","16","South America","Brazil","Minas Gerais",NA,"Mun.: Grão Mogol. Ca. 5-15 km ao norte da cidade. Campo rupestre. Solo arenoso e afloramento quartzítico.","-42.78333","-16.53333","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-06-10 10:10:52-03","FZB-BH","BHZB","12499","S","Plantae",NA,NA,"Fabaceae-Pap.","Harpalyce","parvifolia","Harpalyce parvifolia",NA,NA,"Ferreira Junior, C.A. et al.","1750","2019","02","20",NA,"Brasil","MG","Botumirim","Estrada para o Rio do Peixe, próximo a reserva da SAVE - Rolinha-do-planalto.","-43.010799407959","-16.872200012207","790","790",NA,"Ameaçada.Duplicata encaminhada para Herbário HUEFS em Maio 2019. Com duplicata.",NA,NA,NA,NA,"42°59'33.4","16°53'46.2",NA,"39434","auto",NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2752387","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S. Irwin & Arroyo",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. G. Fonsêca","23518","1969","2","18","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto do Brasil, Serra de Espinhaco, sandy slopes with outcrops and adjacent rocky river margin, Rita Itacambirucu, ca. 15 km north of Grao Mogol",NA,NA,"950",NA,NA,NA,"US02321209","US02321209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"38","2020-09-12 05:00:02-03","US","US","2752388","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S. Irwin & Arroyo",NA,"H. S. Irwin, R. G. P. Santos, R. Souza & S. F. Fonsêca","23345","1969","2","16","South America - Neotropics","Brazil","Minas Gerais",NA,"8 km. W of Grao Mogol.",NA,NA,NA,NA,NA,NA,"US00003855","US00003855_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"39","2020-09-12 05:00:02-03","US","US","3493689","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S. Irwin & Arroyo",NA,"G. Hatschbach, M. M. Hatschbach & O. S. Ribas","55066","1991","2","11","South America - Neotropics","Brazil","Minas Gerais",NA,"Botumirim, rod. para Cristália",NA,NA,NA,NA,NA,NA,"US02321207","US02321207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"40","2020-09-12 05:00:02-03","US","US","2931789","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S. Irwin & Arroyo",NA,"G. Hatschbach","41292","1978","4","21","South America - Neotropics","Brazil","Minas Gerais",NA,"Rio Itacambirucu (mun. Grao-Mogol)",NA,NA,NA,NA,NA,NA,"US02321208","US02321208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"41","2019-11-13 11:22:22-03","USP","SPF","119935","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Ganev, W","3129","1994","04","26",NA,"Brasil","Bahia","Abaíra","Serra da Serrinha","-41.85","-13.333333","1220","1450",NA,NA,"SPF00119935",NA,NA,"1994","-41.85","-13.333333",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:22:22-03","USP","SPF","119936","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Ganev, W","3423","1994","07","23",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.316667","1200","1400",NA,NA,"SPF00119936",NA,NA,"1994","-41.85","-13.316667",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:22:22-03","USP","SPF","135170","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Pirani, JR","Rapini, A","744","1999","03","11",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.916667","-16.416667",NA,NA,NA,NA,"SPF00135170",NA,NA,"2005","-42.916667","-16.416667",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 18:27:51-03","USP","SPF","222723","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Siniscalchi, CM","Siniscalchi, CM","332","2013","03","07",NA,"Brasil","Minas Gerais","Botumirim","Estrada de terra que liga Leme do Prado a Botumirim, afloramentos a ca. 5 km de Botumirim.","-42.977706","-16.871172","74","74",NA,"Arbusto ramificado, ca. 1,5-2,0 m alt. Folhas discolores, cálice amarelado, flores laranja-carmim. Crescendo sobre rochas.; Afloramento rochoso, solo arenoso.","SPF00222723",NA,NA,"2013","-42.977706","-16.871172","03",NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:22:22-03","USP","SPF","64561","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Pirani, JR","CFCR11389","1987","11","03",NA,"Brasil","Minas Gerais","Grão Mogol","Trilha da Tropa.","-42.9","-16.55","850","1000",NA,NA,"SPF00064561",NA,NA,"1996","-42.9","-16.55","05",NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:22:22-03","USP","SPF","67966","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Freire-Fierro, A","CFCR12616","1989","12","12",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Córrego da Escurona.","-42.966667","-16.6","750","750",NA,NA,"SPF00067966",NA,NA,"1996","-42.966667","-16.6","05",NA,NA,NA,NA,NA,NA
