"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","individualCount","fieldNumber","sex"
"220","2019-08-27 13:31:17-03","IAP","PACA-AGP","41834","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1949","06","03","Brasil","RS","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,"PACA041834",NA,"1954","08","29",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: fruto novo",NA,NA,NA,"Magnoliophyta","Myrtales","8037","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"221","2019-08-27 13:31:17-03","IAP","PACA-AGP","37064","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.",NA,"J. Larocca","2000","01","21","Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"PACA037064",NA,NA,NA,NA,NA,NA,NA,NA,"HASU 10436.",NA,NA,NA,"Magnoliophyta","Myrtales","49662","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"222","2019-08-27 13:31:17-03","IAP","PACA-AGP","47198","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1950","06","21","Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"PACA047198",NA,"1954","08","29","Água Azul",NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor deciso",NA,NA,NA,"Magnoliophyta","Myrtales","49662","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"223","2019-08-27 13:31:17-03","IAP","PACA-AGP","62524","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Camargo, O. R.","1957","10","15","Brasil","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,"PACA062524",NA,"1958","09","26","Povoado de São José","2129",NA,NA,"Habitat: in silva (matinha campestre) Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","19545","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"224","2021-02-19 09:20:33-03","IAP","PACA-AGP","94835","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","D. A. Marschner","D. A. Marschner","2004",NA,NA,"Brasil","RS","Gramado","-50.8739013671875","-29.3785991668701",NA,NA,"PACA094835",NA,NA,NA,NA,"Serra Grande",NA,NA,NA,"HASU s/ n°. Habitat: Em mata ciliar.",NA,NA,NA,"Magnoliophyta","Myrtales","13851","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"225","2019-08-27 13:31:17-03","IAP","PACA-AGP","85726","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","M. Sobral","M. L. Abruzzi","2000","08","10","Brasil","RS","Maximiliano de Almeida","-51.8032989501953","-27.6322002410889",NA,NA,"PACA085726",NA,NA,NA,NA,"Rio Forquilha","3520",NA,NA,"HAS 37428. Hábito: árvore",NA,NA,NA,"Magnoliophyta","Myrtales","13380","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"226","2019-08-27 13:31:17-03","IAP","PACA-AGP","35624","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Henz, E.","1946","12","27","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA035624",NA,"1954","08","29","Kappesberg",NA,NA,NA,"Habitat: in silvula secundaria Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"227","2019-08-27 13:31:17-03","IAP","PACA-AGP","62587","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna var. paulistana","Legr.","Mattos","Camargo, O. R.","1957","10","20","Brasil","RS","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"PACA062587",NA,"1973",NA,NA,"Vila Petrópolis","2227",NA,NA,"Habitat: in silva (na orla do mato) Fenofase: estéril",NA,NA,NA,"Magnoliophyta","Myrtales","25060","auto","var. paulistana","Magnoliatae",NA,NA,NA,NA,NA,NA
"228","2019-08-27 13:31:17-03","IAP","PACA-AGP","86182","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","A. Sehnem","Sehnem, A.","1947","01","03","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA086182",NA,NA,NA,NA,"Água Azul","2423",NA,NA,"Habitat: in silva campestri Hábito: arbustum",NA,NA,NA,"Magnoliophyta","Myrtales","76715","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"229","2019-08-27 13:31:17-03","IAP","PACA-AGP","97067","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","C. Mondin","Mondin, C.","2001","05","11","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA097067",NA,"2001","05",NA,"Rodovia RS 235.","2181",NA,NA,"HASU 11797.&nf;Arbusto com cerca de 3m de altura. Habitat: Em mata com araucária. Fenofase: flores lilases Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Myrtales","76715","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"230","2019-08-27 13:31:17-03","IAP","PACA-AGP","50096","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1951","02","21","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA050096",NA,"1954","08","29","Taimbezinho",NA,NA,NA,"Sem material. Habitat: in araucarieto Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","76715","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"231","2019-08-27 13:31:17-03","IAP","PACA-AGP","7730","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA007730",NA,"1954","08","29",NA,"576",NA,NA,"Habitat: in silva campestri Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","10287","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"232","2019-08-27 13:31:17-03","IAP","PACA-AGP","7720","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA007720",NA,"1954","08","29",NA,"316",NA,NA,"Habitat: in silva campestri Fenofase: fruto submaturo",NA,NA,NA,"Magnoliophyta","Myrtales","10287","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"233","2019-08-27 13:31:17-03","IAP","PACA-AGP","55458","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","D. legrand","P. R. Reitz","1948","12","24","Brasil","SC","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,"PACA055458",NA,"1953",NA,NA,"Riozinho","2772","1000","1000","5m de altura. HBR 6851. Habitat: in silva Hábito: árvore",NA,NA,NA,"Magnoliophyta","Myrtales","35974","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"234","2019-08-27 13:31:17-03","IAP","PACA-AGP","1297","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1934","02","15","Brasil","SC","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,"PACA001297",NA,"1954","08","29","ad flumen Uruguay",NA,NA,NA,"Habitat: in silvula ad flumen Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","18767","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"235","2019-08-27 13:31:17-03","IAP","PACA-AGP","66958","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna var. concinna","DC.","C.D. Legrand","Reitz, R.","1962","01","04","Brasil","SC","Mafra","-49.8053016662598","-26.111400604248",NA,NA,"PACA066958",NA,"1970",NA,NA,NA,"11464","750","750","4m de altura e flores brancas. Abundante. Habitat: capão Hábito: arvoreta",NA,NA,NA,"Magnoliophyta","Myrtales","66490","auto","var. concinna","Magnoliatae",NA,NA,NA,NA,NA,NA
"236","2019-08-27 13:31:17-03","IAP","PACA-AGP","66957","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna var. concinna","DC.","C.D. Legrand","Reitz, R.","1962","01","02","Brasil","SC","Santa Cecília","-50.4268989562988","-26.9608001708984",NA,NA,"PACA066957",NA,"1970",NA,NA,NA,"11347","1000","1000","3m de altura e flores brancas. Habitat: mata ciliar Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Myrtales","37034","auto","var. concinna","Magnoliatae",NA,NA,NA,NA,NA,NA
"237","2019-08-27 13:31:17-03","IAP","PACA-AGP","103662","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.",NA,"M. Peron et al.","1992","11","30","Brasil","RJ","Silva Jardim","-42.25","-22.5","42°15'00W","22°30'00S","PACA103662",NA,NA,NA,NA,"Reserva Biológica de Poço das Antas. Margens do Rio São João, entre BR 101 e a ponte da linha férrea.","976",NA,NA,"4m;botões florais verde-pardacentos&nf;RB 300217 Hábito: arvoreta",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"238","2019-08-27 13:31:17-03","IAP","PACA-AGP","107727","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","L. Cappelatti","L. Cappelatti","2008","04","07","Brasil","RS","Novo Hamburgo","-51.15","-29.666667","51°09'W","29°40'S","PACA107727",NA,"2008","04","07","Parque Municipal Henrique Luís Roessler","48",NA,NA,"Habitat: borda da mata",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"239","2019-08-27 13:31:17-03","IAP","PACA-AGP","117904","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Schneider, P.H.","Schneider, P.H.","2015","03","26","Brasil","RS","Campo Bom","-51.069583","-29.703067","51º4.175'W","29º42.184'S","PACA117904",NA,NA,NA,NA,"Baixo Sinos",NA,NA,NA,"Hábito: terrícola",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"240","2019-08-27 13:31:17-03","IAP","PACA-AGP","286","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.",NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,"PACA000286",NA,"1954","08","29",NA,NA,NA,NA,"Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"241","2019-08-27 13:31:17-03","IAP","PACA-AGP","33706","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Hatschbach, G.","1946","03","05","Brasil","PR",NA,NA,NA,NA,NA,"PACA033706",NA,"1954","08","29",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"242","2019-08-27 13:31:17-03","IAP","PACA-AGP","53351","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1952","11","24","Brasil","RS","São Luiz",NA,NA,NA,NA,"PACA053351",NA,"1954","08","29","Caaró",NA,NA,NA,"Habitat: in silva campestri Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"243","2019-08-27 13:31:17-03","IAP","PACA-AGP","87295","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","M. Sobral","Hatschbach, G.","2002","08","20","Brasil","MG","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,"PACA087295",NA,"2002",NA,NA,"ligação da Rod. BR-135 a Curimataí, entre km 2-5","73466",NA,NA,"3m de altura. Habitat: mata de galeria Hábito: árvore",NA,NA,NA,"Magnoliophyta","Myrtales","42854","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"244","2019-08-27 13:31:17-03","IAP","PACA-AGP","51839","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1952","01","14","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"PACA051839",NA,"1954","08","29","Passo da Guarda",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor e fruto novissimo",NA,NA,NA,"Magnoliophyta","Myrtales","55856","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"245","2019-08-27 13:31:17-03","IAP","PACA-AGP","8850","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1942","01","13","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"PACA008850",NA,"1954","08","29","Rio dos Touros",NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor nondum aperto",NA,NA,NA,"Magnoliophyta","Myrtales","55856","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"246","2019-08-27 13:31:17-03","IAP","PACA-AGP","39614","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1949","01","07","Brasil","RS","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,"PACA039614",NA,"1954","08","29",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor nodum aperto",NA,NA,NA,"Magnoliophyta","Myrtales","9806","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"247","2019-08-27 13:31:17-03","IAP","PACA-AGP","56556","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1955","01","09","Brasil","RS","Canela","-50.815601348877","-29.3656005859375",NA,NA,"PACA056556",NA,"1955","04","06","Passo do Inferno",NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto novo",NA,NA,NA,"Magnoliophyta","Myrtales","16452","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"248","2019-08-27 13:31:17-03","IAP","PACA-AGP","30806","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1946","01","30","Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"PACA030806",NA,"1954","08","29","Vila Oliva",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","49662","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"249","2019-08-27 13:31:17-03","IAP","PACA-AGP","43186","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1949","08","28","Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"PACA043186",NA,"1954","08","29","Vila Oliva",NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto novo",NA,NA,NA,"Magnoliophyta","Myrtales","49662","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"250","2021-02-19 09:20:33-03","IAP","PACA-AGP","33816","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Irm. Augusto","1946","08","14","Brasil","RS","Cerro Largo","-54.7380981445312","-28.1485996246338",NA,NA,"PACA033816",NA,"1954","08","29",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: fruto submaturo",NA,NA,NA,"Magnoliophyta","Myrtales","13082","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"251","2019-08-27 13:31:17-03","IAP","PACA-AGP","53123","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1953","11","20","Brasil","RS","Cerro Largo","-54.7380981445312","-28.1485996246338",NA,NA,"PACA053123",NA,"1954","08","29","ad rivum",NA,NA,NA,"Habitat: in silvula Fenofase: estéril",NA,NA,NA,"Magnoliophyta","Myrtales","13082","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"252","2019-08-27 13:31:17-03","IAP","PACA-AGP","41928","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1949","06","11","Brasil","RS","Esteio","-51.17919921875","-29.861400604248",NA,NA,"PACA041928",NA,"1957","09","14","p. Porto Alegre",NA,NA,NA,"Habitat: in silvula campestri Fenofase: fruto novissimo",NA,NA,NA,"Magnoliophyta","Myrtales","7214","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"253","2019-08-27 13:31:17-03","IAP","PACA-AGP","59698","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Camargo, O. R.","1956","10","30","Brasil","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,"PACA059698",NA,"1957","05","05","Estação Exp. de Fruticultura","901",NA,NA,"Habitat: in araucarieto (matinha rala) Fenofase: fruto",NA,NA,NA,"Magnoliophyta","Myrtales","19545","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"254","2019-08-27 13:31:17-03","IAP","PACA-AGP","62657","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Camargo, O. R.","1957","11","10","Brasil","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,"PACA062657",NA,"1958","09","26","Povoado de Buza","2493",NA,NA,"Habitat: in silva (matinha ciliar) Fenofase: fruto submaturo",NA,NA,NA,"Magnoliophyta","Myrtales","19545","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"255","2019-08-27 13:31:17-03","IAP","PACA-AGP","62586","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Mattos","Camargo, O. R.","1957","10","15","Brasil","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,"PACA062586",NA,"1973",NA,NA,"Povoado de São José","2128",NA,NA,"Habitat: in silva (matinha campestre) Fenofase: estéril",NA,NA,NA,"Magnoliophyta","Myrtales","19545","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"256","2019-08-27 13:31:17-03","IAP","PACA-AGP","42484","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1949","07","13","Brasil","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,"PACA042484",NA,"1954","08","29","Santa Rita",NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto novo",NA,NA,NA,"Magnoliophyta","Myrtales","19545","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"257","2019-08-27 13:31:17-03","IAP","PACA-AGP","45685","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","D. Legrand","Rambo, B.","1950","02","07","Brasil","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,"PACA045685",NA,"1954","08","29","Santa Rita",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","19545","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"258","2019-08-27 13:31:17-03","IAP","PACA-AGP","40256","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1949","01","28","Brasil","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,"PACA040256",NA,"1954","08","29","Santa Rita",NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto novo",NA,NA,NA,"Magnoliophyta","Myrtales","19545","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"259","2019-08-27 13:31:17-03","IAP","PACA-AGP","94834","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","D. A. Marschner","D. A. Marschner","2004",NA,NA,"Brasil","RS","Gramado","-50.8739013671875","-29.3785991668701",NA,NA,"PACA094834",NA,NA,NA,NA,"Serra Grande",NA,NA,NA,"HASU s/ n°. Habitat: Em mata ciliar.",NA,NA,NA,"Magnoliophyta","Myrtales","13851","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"260","2019-08-27 13:31:17-03","IAP","PACA-AGP","57778","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Pivetta","1954","01","25","Brasil","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,"PACA057778",NA,"1957","05","13","Dr. Pestana","792",NA,NA,"Habitat: in silvula Fenofase: flor Hábito: arvoreta",NA,NA,NA,"Magnoliophyta","Myrtales","36807","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"261","2019-08-27 13:31:17-03","IAP","PACA-AGP","69843","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","D. legrand","E. Pereira","1964","01","23","Brasil","RS","Ilópolis","-52.1241989135742","-28.926700592041",NA,NA,"PACA069843",NA,"1964",NA,NA,NA,"8547","800","800","aprox. 6m de altura e flores alvas; Herb. PEL 6456. Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Myrtales","10694","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"262","2019-08-27 13:31:17-03","IAP","PACA-AGP","52097","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1952","02","20","Brasil","RS","Jaquirana","-50.3577995300293","-28.8847007751465",NA,NA,"PACA052097",NA,"1954","07","29",NA,NA,NA,NA,"Sem material. Habitat: in araucarieto Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","31282","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"263","2019-08-27 13:31:17-03","IAP","PACA-AGP","70157","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","E.M. Zanin","Elisabete M. Zanin","1986","02","20","Brasil","RS","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"PACA070157",NA,NA,NA,NA,"Estreito de Augusto César",NA,"1","1","Herb. Balduíno Rambo 2982.",NA,NA,NA,"Magnoliophyta","Myrtales","18635","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"264","2019-08-27 13:31:17-03","IAP","PACA-AGP","32781","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Henz, E.","1945","11","25","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA032781",NA,"1954","08","29","Pareci",NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"265","2019-08-27 13:31:17-03","IAP","PACA-AGP","97067.1","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","C. Mondin","Mondin, C.","2000","07",NA,"Brasil","RS","Nova Hartz","-50.9021987915039","-29.5825004577637",NA,NA,"PACA097067-1",NA,"2000","07",NA,NA,"1954",NA,NA,"HASU 8672.&nf;Arvoreta com cerca de 7m de altura. Habitat: Em mata higrófila. Hábito: arvoreta",NA,NA,NA,"Magnoliophyta","Myrtales","6017","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"266","2019-08-27 13:31:17-03","IAP","PACA-AGP","63610","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1958","01","23","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"PACA063610",NA,"1958","09","17","Fazenda do Arroio",NA,NA,NA,"Habitat: in silva Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales","27350","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"267","2019-08-27 13:31:17-03","IAP","PACA-AGP","42659","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Legrand","Rambo, B.","1949","07","20","Brasil","RS","Portão","-51.2419013977051","-29.7017002105713",NA,NA,"PACA042659",NA,"1957","09","14",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: fruto submaturo",NA,NA,NA,"Magnoliophyta","Myrtales","13735","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"268","2019-08-27 13:31:17-03","IAP","PACA-AGP","39426","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1949","01","03","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA039426",NA,"1954","08","29","Itapoã - Lami",NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor nondum aperto",NA,NA,NA,"Magnoliophyta","Myrtales","29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"269","2019-08-27 13:31:17-03","IAP","PACA-AGP","45634","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Emrich-Rambo","Rambo, B.","1950","01","31","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA045634",NA,"1954","08","29",NA,NA,NA,NA,"Habitat: ad araucarietum Fenofase: flor nondum aperto",NA,NA,NA,"Magnoliophyta","Myrtales","76715","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
