"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","relatedCatalogItem","fieldNumber","typeStatus","individualCount","infraspecificEpithet","sex"
"48","2021-01-14 15:31:20-03","MN","R","227661","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Silva, N.G.","2007","07","29",NA,"Brasil","São Paulo",NA,NA,NA,"R010008304",NA,NA,"A. St.-Hil.",NA,"236","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:31:20-03","MN","R","223698","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Krieger, L.; et al.","1988","11","20",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Trinta, E.F.","24012","Caparaó","Campos Alto","-41.9043998718262","-20.523099899292",NA,NA,NA,"1990",NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:31:20-03","MN","R","126032","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","ornata","Genlisea ornata","Markgraf, F. 10431; App.","1952","12","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Mart. ex Benj.","Taylor, P.",NA,"Bocaina",NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,"05",NA,"27",NA,NA,NA,NA,NA,NA
"51","2021-01-14 15:31:20-03","MN","R","126270","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","ornata","Genlisea ornata","Sellow, F.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Mart. ex Benj.","Taylor, P.","226",NA,NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,"05",NA,"24",NA,NA,NA,NA,NA,NA
"52","2021-01-14 15:31:20-03","MN","R","3598","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","ornata","Genlisea ornata","Ule, E.H.G.","1892","02",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Mart. ex Benj.","Taylor, P.","2622","Serra de Itacolumy",NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,"05",NA,"28",NA,NA,NA,NA,NA,NA
"53","2021-01-14 15:31:20-03","MN","R","3599","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","ornata","Genlisea ornata","Schwacke, C.A.W.","1890","02","09",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Mart. ex Benj.","Taylor, P.",NA,"Campos de Caparão",NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,"05",NA,"28",NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:31:20-03","MN","R","97369","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","ornata","Genlisea ornata","Barbosa, H.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Herb. H. Barbosa",NA,NA,NA,"Mart. ex Benj.","Trinta, E.F.",NA,"Itacolumy","Ouro preto",NA,NA,NA,NA,NA,"1963",NA,NA,NA,NA,"11",NA,"14",NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:31:20-03","MN","R","126268","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","ornata","Genlisea ornata","Smith, L.B. 8534; Klein, R.M.","1956","10","09",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,"Mart. ex Benj.","Taylor, P.",NA,"Campo Alegre","Morro Iquererim","-49.2655982971191","-26.1924991607666","1000","1000",NA,"1972",NA,NA,"37493","auto","05",NA,"24",NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:31:20-03","MN","R","97290","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","ornata","Genlisea ornata","Lutz, B.M.J.","1921","02","10",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Mart. ex Benj.","Corrêa, M.A.",NA,"Campos do Jordão","Serra da Mantiqueira","-45.5900001525879","-22.7299995422363",NA,NA,NA,"1997",NA,NA,"21048","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-02-15 11:44:23-02","IPA","IPA","87700","S","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Ribas, O.S.; Cordeiro, J.; Silva, J.M.; Vaz, J.; Cordeiro, J.; Silva, J.M.; Vaz, J.","2010","01","27","Southern America","Brasil","Paraná",NA,NA,"Herbácea ereta, 40cm, flor amarela, folhas aglutinadas, com bastante mucilagem.; Solo turfoso.","IPA0087700","Plantae",NA,"A. St.-Hil.","Cordeiro, J.; Barbosa, E.","8374","Tijucas do Sul","Serra Papanduva, alto do morro.","-49.1988983154297","-25.9281005859375","1670","1670",NA,"2010",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-20 21:18:05-03","UFV","VIC","38660","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Scatinga, A.V.; Guarçoni, E.","2012","07","19",NA,"Brasil","Minas Gerais",NA,NA,"Erva de ca 30 cm, flores amarelas","VIC038660",NA,NA,"A.St._ Hill",NA,"197","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023883","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","R. Kummrow; J. M. Silva & J. Cordeiro","1994","1","21",NA,"Brazil","Parana",NA,NA,"Flor amarela.",NA,"Magnoliophyta","Lamiales","A.St.-Hil.","G. Hatschbach","3356",NA,"Serra do Araçatuba (mun. Guaratuba) Paraná, Brazil","-48.5667","-25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:38:12-03","UFJF","CESJ","32293","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","J. Cordeiro; J.M. Silva; E. Barbosa; O.S. Ribas","1999","12","28","América do Sul","Brasil","Santa Catarina",NA,NA,"Flor amarela, campo de altitude, solo turfoso, úmido. Alt: 1525 m.","CESJ032293","Angiosperma",NA,"St. Hil.","G. Hatschbach","1704","Campo Alegre","Subida para Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,"2000",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:38:12-03","UFJF","CESJ","9474","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","L. Krieger","1970","10","02","América do Sul","Brasil","Minas Gerais",NA,NA,"Perto da água, flor grande, amarela.","CESJ009474","Angiosperma",NA,"St. Hil.","E.Fromm-Trinta","CESJ9474",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:38:12-03","UFJF","CESJ","23584","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","L. Krieger; et al.","1989","04","01","América do Sul","Brasil","Minas Gerais",NA,NA,"Na beira do rio José Pedro. Material frutífero do n° CESJ 24012, coletado em 20.11.1988.","CESJ023584","Angiosperma",NA,"St. Hil.","E.Fromm-Trinta","CESJ23584",NA,"Parque Nacional do Caparaó, Campos altos, à beira do Rio José Pedro.",NA,NA,NA,NA,"CESJ023584","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:38:12-03","UFJF","CESJ","24012","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","L. Krieger; et al.","1988","11","20","América do Sul","Brasil","Minas Gerais",NA,NA,"Sobre turfa quase negra, caule subterrâneo, rizomatoso, tufo de folhas cercadas por uma gosma densa, raízes esbranquiçadas, frágeis, suculentas com ascídias de espaço em espaço.","CESJ024012","Angiosperma",NA,"St. Hil.","E.Fromm-Trinta","CESJ24012",NA,"Parque Nacional do Caparaó, Campos altos, à beira do Rio José Pedro.",NA,NA,NA,NA,"CESJ024012","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:38:12-03","UFJF","CESJ","24048","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","L. Krieger; et al.","1989","04","30","América do Sul","Brasil","Minas Gerais",NA,NA,"Em brejo turfoso, folhas em tufos, mergulhadas em mucilagem clara. Flores amarelas, em frutificação.","CESJ024048","Angiosperma",NA,"St. Hil.","E.Fromm-Trinta","CESJ24048",NA,"Parque Nacional do Caparaó, Campos altos, ca. 2000 m alt.",NA,NA,NA,NA,"CESJ024048","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:38:12-03","UFJF","CESJ","43850","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","E. Barbosa; J.M. Silva","2003","12","04","América do Sul","Brasil","Paraná",NA,NA,"erva, 30cm, flor amarela. Campo úmido; alto do morro.","CESJ043850","Angiosperma",NA,"St. Hil.","G. Hatschbach","806",NA,"Tijucas do Sul",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:38:12-03","UFJF","CESJ","61802","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","O.S. Ribas; J. Cordeiro; J.M. Silva; J.Vaz","2010","01","27","América do Sul","Brasil","Paraná",NA,NA,"Herbácea ereta até 40cm, flor amarela, folhas aglutinadas, com bastante mucilagem. Alto do morro.","CESJ061802","Angiosperma",NA,"St. Hil.","J. Cordeiro; E. Barbosa","8374","Tijucas do Sul","Serra Papanduva, Alt.: 1670m.","-49.1988983154297","-25.9281005859375",NA,NA,NA,"2010",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:45:19-03","UFMS","CGMS","66256","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","V.J. Pott; A. Pott; S.N. Moreira; T. Green","2013","08","06",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor amarela. Com tricomas glandulares no escapo próximo às flores. Habitat: Campo úmido de vereda. Solo hidromórfico, orgânico. Relevo fundo de vale plano. Habito: Erva aquática rosulada, emergente ou submersa fixa. 0,02 - 0,03 m de","CGMS1099217",NA,NA,"A.St.-Hil.","V.J. Pott","11596","Terenos","Fazenda Feliz, próximo 100 m ao Rio Cachoeirão, na Rodovia BR-262, Km 425, Distrito de Cachoeirão.","-55.2619444","-20.4636111","195","195",NA,"2013","-55,2619444","-20,4636111",NA,NA,"08",NA,"08",NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:45:19-03","UFMS","CGMS","57718","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","V.J. Pott; A. Pott; R. Tsuji","2005","03","13",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor amarelo-claro. Fruto ausente. Tricomas simples em toda planta, inclusive flores; álcool 70%, nº 11. Habitat: Campo úmido de vereda, perturbado, com bovinos. Solo areno-siltoso. Relevo vale em ondulado. Rara. Habito: Erva aquátic","CGMS1087652",NA,NA,"A.St.-Hil.",NA,"7545","Rio Negro","Rodovia MS-080, 11 Km SE de Rio Negro.","-54.9991666","-19.5391666","340","340",NA,NA,"-54,9991666","-19,5391666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:45:19-03","UFMS","CGMS","57717","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","V.J. Pott; J. Paz; A. Pott","2004","03","05",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor creme. Habitat: Brejo emborda de açúde, com 5-20 cm profundidade, região de cerrado. Solo arenoso. Relevo plano. Rara. Habito: Erva aquática emergente, 10 cm altura.","CGMS1087651",NA,NA,"A.St.-Hil.","V.J. Pott","6663","Jaraguari","Fazenda Santa Fátima, pasto 517, antiga represinha.","-54.235","-20.2463889","550","550",NA,NA,"-54,235","-20,2463889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:32:53-03","UNICAMP","UEC","200035","S","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Monge, M; Leoni, BS; Scatigna, AV","2012","09","18",NA,"Brazil","Minas Gerais",NA,NA,"Erva, ereta, flores amarelas.; Floresta Estacional Montana","UEC171844","Magnoliopsida",NA,"St.-Hil.","Monge, M","1206","Alto Caparaó","Parque Nacional do Caparaó. Córrego José Pedro. Próximo a zona de captação d'água.&nf;Vale Encantado","-41.883333","-20.433333",NA,NA,"UEC171844",NA,"-41.883333","-20.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-15 11:56:53-03","UNICAMP","UEC","204694","S","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Scatigna, AV; Monge, M; Leoni, LS","2012","09","18",NA,"Brazil","Minas Gerais",NA,NA,NA,"UEC200234","Magnoliopsida",NA,"St.-Hil.",NA,"256","Alto Caparaó","Parque Nacional do Caparaó. Vale encantado. Margem mineira do Córrego São Pedro.","-41.834167","-20.411111",NA,NA,"UEC200234",NA,"-41.834167","-20.411111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-06 09:56:04-03","UFOP","OUPR","10973","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Schwacke, C.A.W.","1892","04","24",NA,"Brasil","Minas Gerais",NA,NA,"Fl. lutei. Ex Herb. Magalhães Gomes n. 2780",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","7944",NA,"Serra do Cipó, norte de Minas",NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-06 09:56:04-03","UFOP","OUPR","10975","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Schwacke, C.A.W.","1892","04","24",NA,"Brasil","Minas Gerais",NA,NA,"Fl. lutei. Ex Herb. Magalhães Gomes n. 2780",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","7944",NA,"Serra do Cipó, norte de Minas",NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-06 09:56:04-03","UFOP","OUPR","23593","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Badini, J.","1938",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Erva, flor amarela. Brejo",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.",NA,"Serra do Cipó",NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-12-18 15:50:47-03","UFOP","OUPR","31165","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Echternacht, L.; Rodrigues, D.; Zeferino, L.C. & Pedrosa, L.G.","2018","05","04",NA,"Brasil","Minas Gerais",NA,NA,"Terrestre, folhas verdes com muscilagem, escapos verdes, flores amarelas.; Em brejo.",NA,NA,NA,"A.St.-Hil.","Echternacht, L.","2801","Mariana","Parque Estadual do Itacolomi, Sertão.","-43.462278","-20.436361","1444","1444",NA,"2018","-43.462278","-20.436361",NA,NA,"05",NA,"04",NA,NA,NA,NA,NA,NA
"76","2019-11-06 09:56:04-03","UFOP","OUPR","32093","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Souza, V.C.; Souza, J.P.; Forster, W. & Mazine, F.F.","2000","02","17",NA,"Brasil","Minas Gerais",NA,NA,"Erva, flores amarelas. Campo de altitude.",NA,NA,NA,"A.St.-Hil.","Gonella, P.M.","23307","Alto do Caparaó","Parque Nacional do Caparaó, Arredores do Terreirão.","-41.816667","-20.416667","2300","2300",NA,"2011","-41.816667","-20.416667",NA,NA,"03",NA,"31",NA,NA,NA,NA,NA,NA
"77","2019-11-06 09:56:04-03","UFOP","OUPR","23601","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Badini, J.","1971","08","12",NA,"Brasil","Minas Gerais",NA,NA,"Erva, flores amarelas. Brejo",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"1987",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-06 09:56:04-03","UFOP","OUPR","23600","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Lisboa, M.A.","1972","03",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.","Ouro Preto","Base da Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1987",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-06 09:56:04-03","UFOP","OUPR","23598","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","s.col.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Brejos",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1987",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-06 09:56:04-03","UFOP","OUPR","23595","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Lisboa, M.A.","1971","11",NA,NA,"Brasil","Minas Gerais",NA,NA,"Brejo",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.","Ouro Preto","Falcão, À esquerda indo para a Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1987",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-06 09:56:04-03","UFOP","OUPR","3544","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Silva, A.G. da","1893","05","05",NA,"Brasil","Minas Gerais",NA,NA,"Erva, flor amarela",NA,NA,NA,"A.St.-Hil.","Scalon, V.R.","s.n.","Ouro Preto","Itacolomy","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2009",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-06 09:56:04-03","UFOP","OUPR","23594","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Damazio, L.B.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campos",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.","Ouro Preto","Itaculumi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1987",NA,NA,"44599","auto","06",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-06 09:56:04-03","UFOP","OUPR","6810","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Sousa, H.C. de; Roque, N.","1987","08","07",NA,"Brasil","Minas Gerais",NA,NA,"Erva, ca. 20cm, cálice verde-vináceo, corola amarela. Campo rupestre com área de pastagem",NA,NA,NA,"A.St.-Hil.","Messias, M.C.T.B.","171","Ouro Preto","Lavras Novas, Área ca. 1km do centro de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1998",NA,NA,"44599","auto","06",NA,"22",NA,NA,NA,NA,NA,NA
"84","2019-11-06 09:56:04-03","UFOP","OUPR","23592","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Badini, J.","1973","10","08",NA,"Brasil","Minas Gerais",NA,NA,"Erva, flores amarelas. Campo",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1987",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-06 09:56:04-03","UFOP","OUPR","23596","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Badini, J.; Clemen & Silva, J.L.","1977","07","27",NA,"Brasil","Minas Gerais",NA,NA,"Erva, flores amarelas. Campos úmidos",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1987",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-06 09:56:04-03","UFOP","OUPR","23597","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Badini, J.","1982","06","26",NA,"Brasil","Minas Gerais",NA,NA,"Erva, flores amarelas. Campos úmidos",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1987",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-06 09:56:04-03","UFOP","OUPR","23599","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Badini, J.","1972","01",NA,NA,"Brasil","Minas Gerais",NA,NA,"Erva, flores amarelas. Brejo",NA,NA,NA,"A.St.-Hil.","Fromm-Trinta, E.","s.n.","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1987",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-27 09:30:04-03","FURB","FURB","50267","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","2014","11","04",NA,"Brasil","Santa Catarina",NA,NA,NA,"FURB50267",NA,NA,"A.St.-Hil.","Funez, L.A.","4105","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","1200","1200","FURB50267","2015","-48.9544444","-26.0391666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-16 17:52:52-03","UCS","HUCS","23840","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Barbosa, E.","2003","12","04",NA,"Brasil","Paraná",NA,NA,"erva 30 cm, flor amarela - Herbário MBM; campo úmido, alto do morro",NA,"Angiospermae","Lamiales","St.-Hill.","Hatschbach, G.","806","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,NA,"2004",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-11-03 16:40:26-03","UFES","VIES","41858","S","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Silva, H.L.; Lieven, L.J.","2019","01","18",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES041858",NA,NA,"A.St.-Hil.","F.M. Guedes","258","Espírito Santo","Parque Nacional do Caparaó. Entre o Acampamento Macieira e o Pico da Bandeira.",NA,NA,NA,NA,"VIES041858","2020",NA,NA,NA,NA,"09",NA,"23",NA,NA,NA,NA,NA,NA
"91","2020-04-27 16:10:14-03","UFES","VIES","13452","S","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Souza, V.C.; Souza, J.P.; Forster, W. & Mazine, F.F.","2000","02","17",NA,"Brasil","Minas Gerais",NA,NA,NA,"VIES013452",NA,NA,"A.St.-Hil.","Ganella, P.M.","23307","Alto Caparaó","Parque Nacional do Caparaó.","-41.8683013916016","-20.4333000183105","2300","2300","VIES013452","2011",NA,NA,"21645","auto","03",NA,"31",NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:31:29-03","MBM","MBM","44815","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Kummrow, R.",NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,"MBM044815",NA,NA,"A. St.-Hil.","Taylor, P.","981","Palmeira","Rodovia do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,"MBM044815",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:31:29-03","MBM","MBM","101906","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Kummrow, R.",NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,"MBM101906",NA,NA,"A. St.-Hil.","Hatschbach, G.","2552","Curitiba","Cachimba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM101906",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:31:29-03","MBM","MBM","35706","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Kummrow, R.",NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,"MBM035706",NA,NA,"A. St.-Hil.","Taylor, P.","686","Curitiba","Tatuquara","-49.2731018066406","-25.4277992248535",NA,NA,"MBM035706",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:31:29-03","MBM","MBM","2223","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,"MBM002223",NA,NA,"A. St.-Hil.","Taylor, P.","14767","Lapa","Rodovia do Xisto, Serrinha","-49.7158012390137","-25.7696990966797",NA,NA,"MBM002223",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:31:29-03","MBM","MBM","161515","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Cordeiro, J.; Barboza, E.; Barboza, E.",NA,NA,NA,"Southern America","Brazil","Santa Catarina",NA,NA,NA,"MBM161515",NA,NA,"A. St.-Hil.","Hatschbach, G.","958","Campo Alegre","Serra do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"MBM161515",NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:31:29-03","MBM","MBM","220566","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,"MBM220566",NA,NA,"A. St.-Hil.","Taylor, P.","818",NA,"Estrada Curitiba - Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
