"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","relatedCatalogItem"
"49","2015-09-03 20:04:24-03","MNHN","RECOLNAT_MNHN_P","P00384882","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.","Knapp","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384882' target='other'> <mi>dwc_moreinfo</mi></a>","P00384882","P00384882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"748",NA,NA
"50","2015-09-03 20:04:24-03","MNHN","RECOLNAT_MNHN_P","P00384885","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.","Knapp","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384885' target='other'> <mi>dwc_moreinfo</mi></a>","P00384885","P00384885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA,NA
"51","2016-12-28 15:28:54-02","MNHN","RECOLNAT_MNHN_P","P00384886","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"Glaziou, A.",NA,"1888","9","22",NA,"Brésil",NA,NA,"Alto Macahé (Rio)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384886' target='other'> <mi>dwc_moreinfo</mi></a>","P00384886","P00384886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17721 a",NA,NA
"52","2020-12-11 11:42:32-03","UFMG","BHCB","129436","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Magnago, LFS; Demuner, V; Cruz, T; Bausen, E","1187","2006","08","03","Southern America","Brasil","Espírito Santo","Santa Leopoldina","Pedra Branca, Mata na Serra Santa Lucia, propr.: Cristiano Bremencampi.","-40.830556","-20.028889",NA,"Arbusto 3m de alt. Flor branca.; Rupícola em solo úmido. Mata.","BHCB020870",NA,"300","300",NA,"2012",NA,NA,NA,NA,NA,"-40.830556","-20.028889",NA,NA,NA,NA
"53","2020-12-11 11:42:32-03","UFMG","BHCB","102565","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Thomas, WW; Amorim, AMA; Jardim, JG; Sant'Ana, SC de; Paixão, JL","14069","2004","09","15","Southern America","Brasil","Bahia","Arataca","Serra das Lontras, 9 Km WNW of Itatinguí on Fazenda road, then on trail over mountain ridge to Fazenda Cairo.","-39.397222","-15.198056",NA,"Tree, 6m; leaves dark lustrous green; corollas white. Disturbed Southern Bahian Moist Forest. -- Árvore, 6m; folhas verde escuro lustroso, corolas brancas. Floresta Úmida alterada do Sul da Bahia.; Tree, 6 m; leaves dark lustrous gree","BHCB018969",NA,"530","630",NA,"2013",NA,NA,NA,NA,NA,"-39.397222","-15.198056",NA,NA,NA,NA
"54","2020-12-11 11:42:32-03","UFMG","BHCB","104344","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Amorim, AMA; Paixão, JL; Gomes, LCJ; Nascimento, W","5454","2005","10","30","Southern America","Brasil","Bahia","Camacan","RPPN Serra Bonita, 9,7 Km W de Camacan na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e torre da Embratel. Trilha nova que vai da base da torre ao alojamento.","-39.565278","-15.391667",NA,"Arbusto ca. 4m alt. Cálice verde, corola alva, estames amarelos. Frutos imaturos verdes. Floresta Ombrófila Densa Montana.; Arbusto ca. 4m alt. Cálice verde, corola alva, estames amarelos. Frutos imaturos verdes; Floresta Ombrofíla De","BHCB018970",NA,"835","835",NA,"2013",NA,NA,NA,NA,NA,"-39.565278","-15.391667",NA,NA,NA,NA
"55","2020-12-11 11:42:32-03","UFMG","BHCB","126159","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Stehmann, JR; Barboza, GE; Zamberlan, PM; Mäder, G","5083","2008","09","25","Southern America","Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.566667","-15.386389",NA,"Arvoreta, ca. 4m de altura, na Floresta Ombrófila Densa Montana; flores com cálice esverdeado, patente no botão, reflexo na frutificação; corola branca; frutos imaturos verdes.; Arvoreta, ca 4m de altura; flores com cálice esverdeado,","BHCB018971",NA,"740","740",NA,"2013",NA,NA,NA,NA,NA,"-39.566667","-15.386389",NA,NA,NA,NA
"56","2020-12-11 11:42:32-03","UFMG","BHCB","145158","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Rodrigues, IMC","459","2011","11","08","Southern America","Brasil","Minas Gerais","Viçosa","UFV, Estrada para o Pico das Bandeiras. Coletado à beira de estrada à direita de quem sobe para as 3 bandeiras.","-42.864661","-20.759361",NA,"Arbusto ca. 2m de altura","BHCB026653",NA,"807","807",NA,"2013",NA,NA,NA,NA,NA,"-42.864661","-20.759361",NA,NA,NA,NA
"57","2020-12-11 11:42:32-03","UFMG","BHCB","162967","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Daneu, L; Moraes, PLR de; Weff, HVD; Perdiz, R","81","2009","08","12","Southern America","Brasil","Bahia","Arataca","RPPN do IESB, Serra de Moça Rodovia Arataca/Una, entrada a 9,5km da cidade, mais 8,9km da entrada. Trilha do mormaço.","-39.339444","-15.174167",NA,"arbusto no interior da mata , 3m, folhas verde-clara com a face inferior opaca, botões creme e flores amareladas; Arbusto no interior da mata ca. 3 m alt. Folhas verdes-clara com a face interior opaca. Botões creme e flores amareladas","BHCB006509",NA,"700","900",NA,"2013",NA,NA,NA,NA,NA,"-39.339444","-15.174167",NA,NA,NA,NA
"58","2020-12-11 11:42:32-03","UFMG","BHCB","16329","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Pequeno, PHA","68","1989","09","14",NA,"?",NA,NA,NA,NA,NA,NA,"Arbusto (3m), flor amarela; Mata Atlântica","BHCB018956",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:42:32-03","UFMG","BHCB","166925","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Giacomin, LL; Bohs, LA; Knapp, S","1972","2013","11","02","Southern America","Brasil","Bahia","Jussari","Margens da rod. BA-667 que liga a BR-101 a Jussari, margens de estrada pavimentada, anexo a plantação de cacau (cabruca)","-39.453833","-15.1965",NA,"Árvore, 4 m, muito ramificada. Flores com pétalas alvas, estames amarelos. Leve odor. Frutos verdes",NA,NA,"168","168",NA,NA,NA,NA,NA,NA,NA,"-39.453833","-15.1965",NA,NA,NA,NA
"60","2020-12-11 11:42:32-03","UFMG","BHCB","191359","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Giacomin, LL; Oliveira, CT","390","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Às margens da estrada.","-42.464167","-19.560833",NA,"Arbusto. Flores alvas.; Floresta ombrófila degradada.","BHCB191359",NA,"247","247",NA,"2008","12","20",NA,NA,NA,"-42.464167","-19.560833",NA,NA,NA,NA
"61","2020-12-11 11:42:32-03","UFMG","BHCB","191368","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Giacomin, LL; Oliveira, CT","525","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural; ca. de 12km de Revés do Belem. Fazenda do Sr.Tito, próximo a lagoa da Ferradura.","-42.43","-19.675278",NA,"Arbusto escandente; flores brancas, frutos verdes.; Fragmento de floresta degradada.","BHCB191368",NA,"260","260",NA,"2009","01","07",NA,NA,NA,"-42.43","-19.675278",NA,NA,NA,NA
"62","2020-12-11 11:42:32-03","UFMG","BHCB","195770","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Bovini, MG; Baumgratz, JFA; Nadruz, M; Valente, B","4290","2017","01","12","Southern America","Brasil","Rio de Janeiro","Italva","Serra da Prata","-41.636111","-21.391667",NA,"Arbusto ca. 2,5 m alt., semi-heliófila. Folhas membranáceas, levente discolores. Corola creme.; Mata preservada.","BHCB195770",NA,"77","77",NA,"2019","04","05",NA,NA,NA,"-41.636111","-21.391667",NA,NA,NA,NA
"63","2020-12-11 11:42:32-03","UFMG","BHCB","45678","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Lombardi, JA","2497","1999","03","01","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, trilha Laboratório-Porto Capim","-42.616667","-19.766667",NA,"Arbusto, ca. 2,0 m, folhas coriáceas, cálice verde, corola branca, estames amarelos, frutos imaturos branco-esverdeados; Mata Atlântica","BHCB018966",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,"-42.616667","-19.766667",NA,NA,NA,NA
"64","2020-12-11 11:42:32-03","UFMG","BHCB","17225","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Campos, WG","s.n.","1986","02","07","Southern America","Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,"Mata Atlântica em regeneração","BHCB018964",NA,NA,NA,NA,"2013",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:42:32-03","UFMG","BHCB","36613","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Brina, AE; Costa, LVC","s.n.","1996","03","04","Southern America","Brasil","Minas Gerais","Lagoa Santa","APA Carste de Lagoa Santa, e Matozinho-MG, Poções","-43.8897018432617","-19.6271991729736",NA,"Mata semidecídua","BHCB018968",NA,NA,NA,NA,"2013",NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:42:32-03","UFMG","BHCB","12250","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Costa, LVC","222","1987","10","09","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,"Arbusto, 3m; estames amarelos, pétalas brancos; Mata Atlântica","BHCB018960",NA,NA,NA,NA,"2013",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:42:32-03","UFMG","BHCB","7839","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Lopes, MA; Andrade, PM de","635","1984","10","26","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Mata Atlântica. Arbusto;flores esverdeadas;; Arbustivo, flores esverdeadas; Mata Atlântica","BHCB018957",NA,NA,NA,NA,"2013",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:42:32-03","UFMG","BHCB","19184","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Stehmann, JR","s.n.","1991","01","11","Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,"Arbustivo. Prefloração valvar, cãlice alado entre as lac~inias, basalmente e inflado no ápice e medianamente a cada uma delas. Corola esverdeada-branco. Laterlamente fechada, formando um capuz.; Mata","BHCB018962",NA,NA,NA,NA,"2013",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:42:32-03","UFMG","BHCB","19186","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Stehmann, JR; Mendonça Filho, CV","s.n.","1991","01","10","Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,"Arbustivo - 2,5 m altura. Resto de imflorescências; Mata junto a nascente da agua em vale","BHCB018959",NA,NA,NA,NA,"2013",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:42:32-03","UFMG","BHCB","19187","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Stehmann, JR","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:42:32-03","UFMG","BHCB","20859","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,"Arbustivo; Mata Secundária","BHCB018965",NA,NA,NA,NA,"2013",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:42:32-03","UFMG","BHCB","20907","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,"Mata Secundária","BHCB018963",NA,NA,NA,NA,"2013",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:42:32-03","UFMG","BHCB","20925","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,"Mata Atlântica Secundária","BHCB018961",NA,NA,NA,NA,"2013",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:42:32-03","UFMG","BHCB","31865","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Lombardi, JA; Temponi, LG; Toledo, FRN","1190","1996","03","30","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Entrada do Parque, próximo salão dourado","-42.7322006225586","-19.7122001647949",NA,"Arbusto, ca. 1,7 m; folhas herbáceas, cálice verde, corola branca, estames amarelos, frutos imaturos esbranquiçados; Mata Atlântica","BHCB018958",NA,NA,NA,NA,"2013",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-12-11 11:42:32-03","UFMG","BHCB","69506","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Stehmann, JR; Salino, A; Barros, AM; Mota, RC da","3065","2002","03","24","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Próximo à ponte queimada","-42.7322006225586","-19.7122001647949",NA,"Arbusto, frutos verdes; Em barranco na beira da estrada","BHCB018967",NA,NA,NA,NA,"2013",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:42:32-03","UFMG","BHCB","28315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Stehmann, JR","s.n.","1992","02","15","Southern America","Brasil","Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,"Arbusto; Arbusto","BHCB002688","BHCB002688_01 BHCB002688_02",NA,NA,NA,"2013",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"77","2011-02-07 09:42:00-02","MO","MOBOT","1058630","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"J.E.B. Warming","Warming s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","3000424","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"R.D. Metcalf","Metcalf 30669","1942","5","30","South America","Peru","Puno","Carabaya","Trail Santo Domingo to Chabuca mine.",NA,NA,NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2013-05-07 06:03:00-03","MO","MOBOT","3000589","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Sandra Knapp, 24 Nov.","Ynés Mexia","Mexia 5368a","1930","11","27","South America","Brazil","Minas Gerais",NA,"Viçosa. Fazenda de Aguada; Cabeçeira do matto; in forest.",NA,NA,NA,NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2009-06-29 10:57:00-03","MO","MOBOT","3000790","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Sandra Knapp, 24 Nov.","Louis O. Williams|Vicente Assis","Williams 6754","1945","4","29","South America","Brazil",NA,NA,"Nova Lima. Serra do Curral. Ribeirão da Matuca.",NA,NA,NA,NA,NA,NA,"1200.00000000","1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2013-05-07 06:03:00-03","MO","MOBOT","3000914","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Sandra Knapp, Nov. 24","Ynés Mexia","Mexia 4217","1930","1","10","South America","Brazil","Minas Gerais",NA,"Viçosa, Agricultural College lands. Near ditch, terraces of fruit trees.",NA,NA,NA,NA,NA,NA,"680.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2013-05-07 06:03:00-03","MO","MOBOT","3001028","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Sandra Knapp, Nov. 24","Ynés Mexia","Mexia 5392","1930","12","9","South America","Brazil","Minas Gerais",NA,"Viçosa. Fazenda do Bom Jardim; road to São Domingo; woods on hill.",NA,NA,NA,NA,NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1371","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"FONSECA, R.S.",NA,"2012","02","18",NA,"Brasil","Minas Gerais","Viçosa","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","-42.8819007873535","-20.7539005279541",NA,NA,"MCCA01515","MCCA01515",NA,NA,NA,NA,NA,NA,"13937","auto",NA,"-428586111.0","-208019444.0",NA,NA,NA,NA
"84","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1370","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"FONSECA, R.S.","847","2010","12","13",NA,"Brasil","Minas Gerais","Viçosa","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","-42.8819007873535","-20.7539005279541",NA,NA,"MCCA01514","MCCA01514",NA,NA,NA,NA,NA,NA,"13937","auto",NA,"-428586111.0","-208019444.0",NA,NA,NA,NA
"85","2020-07-15 14:43:46-03","UNESP-RC","HRCB","44022","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Linnaeus","Rambo","Pivetta","952","1953","10","07",NA,"Brasil","Rio Grande do Sul","Augusto Pestana",NA,"-53.9921989440918","-28.5168991088867",NA,"arbusto, flor branca",NA,NA,"450","450",NA,NA,NA,NA,"15366","auto",NA,NA,NA,NA,NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","1498734","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"Y. Mexia","4217","1930","1","10","South America - Neotropics","Brazil","Minas Gerais","Viçosa","Agricultural College lands","-42.8819007873535","-20.7539005279541",NA,NA,"US01934251","US01934251_01 US01934251_02","680",NA,NA,NA,NA,NA,"13937","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","1572232","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"Y. Mexia","5392","1930","12","9","South America - Neotropics","Brazil","Minas Gerais","Viçosa","Fazenda do Bom Jardim. Road to São Domingo","-42.8819007873535","-20.7539005279541",NA,NA,"US01934247","US01934247_01 US01934247_02","740",NA,NA,NA,NA,NA,"13937","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","1498723","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"Y. Mexia","4429-a","1930","3","5","South America - Neotropics","Brazil","Minas Gerais","Viçosa","Agricultural College lands","-42.8819007873535","-20.7539005279541",NA,NA,"US01934250","US01934250_01 US01934250_02","670",NA,NA,NA,NA,NA,"13937","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","2324358","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"H. S. Irwin","2229","1958","12","7","South America - Neotropics","Brazil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 Km E of Ponte Nova","-42.9085998535156","-20.4164009094238",NA,NA,"US01934245","US01934245_01 US01934245_02",NA,NA,NA,NA,NA,NA,"16921","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","1572222","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"Y. Mexia","5337-a","1930","11","21","South America - Neotropics","Brazil","Minas Gerais","Viçosa","Fazenda do Paraiso","-42.8819007873535","-20.7539005279541",NA,NA,"US01934249","US01934249_01 US01934249_02","730",NA,NA,NA,NA,NA,"13937","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","1572228","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"Y. Mexia","5368-a","1930","11","27","South America - Neotropics","Brazil","Minas Gerais","Viçosa","Fazenda de Aguada","-42.8819007873535","-20.7539005279541",NA,NA,"US01934248","US01934248_01 US01934248_02","750",NA,NA,NA,NA,NA,"13937","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","1906052","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"L. O. Williams & V. Assis","6754","1945","4","29","South America - Neotropics","Brazil","Minas Gerais","Nova Lima","Serra do Curral. Ribeirão dautuca","-43.8466987609863","-19.9855995178223",NA,NA,"US01934246","US01934246_01 US01934246_02","1200","1350",NA,NA,NA,NA,"29211","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"93","2019-11-13 11:32:20-03","USP","SPF","134018","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Stehmann, JR","Brina, AE","s.n.","1996","03","04",NA,"Brasil","Minas Gerais",NA,"Área de Proteção Ambiental Carste de Lagoa Santa",NA,NA,NA,NA,"SPF00134018","SPF00134018",NA,NA,NA,"1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:32:20-03","USP","SPF","68160","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Anônimo","Simão-Bianchini, R","219","1989","10","23",NA,"Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859",NA,NA,"SPF00068160","SPF00068160",NA,NA,NA,NA,NA,NA,"32715","auto",NA,NA,NA,NA,NA,NA,NA
"95","2019-10-07 09:18:22-03","UEFS","HUEFS","223392","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","L.L.Giacomin","Guedes, M.L.","23401","2015","05","01",NA,"Brasil","Bahia","Cardeal da Silva","Litoral Norte, Cardeal da Silva.","-37.933333","-11.933333",NA,"Mata de restinga.","HUEFS0223392","HUEFS0223392 HUEFS0223392_e1",NA,NA,NA,"2019","03",NA,NA,NA,"Asteranae","37W56'","11S56'",NA,NA,NA,NA
"96","2019-10-07 09:18:22-03","UEFS","HUEFS","75221","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Lombardi, J.A.","2497","1999","03","01",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, trilha Laboratório-Porto Capim","-42.616667","-19.766667",NA,NA,"HUEFS0075221","HUEFS0075221",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae","42W37'","19S46'",NA,NA,NA,NA
"97","2019-09-04 18:35:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii",NA,NA,"J. E. B. Warming",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"98","2015-03-07 09:02:56-03","F","FMNH-SEEDPLANTS","V0147808F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0147808F","V0147808F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
