"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00907678","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","O. Kosovsky","A. M. Amorim","4562","2004","12","27","South America","Brazil","Bahia","Mascote","Entrada na cabeceira da ponte do Rio Pardo Rod. (BR.101), próximo de Sao Joao do Paraíso, Faz. Aitais a ca. 5,5 km da (BR.101). Area localizada depois do Rio Pardo (Atravesia de Canoa)","-39.3725","-15.6067","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907678","NY00907678_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01481928","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","O. Kosovsky","S. A. Mori","9767","1978","03","21","South America","Brazil","Bahia","Santa Cruz Cabrália","Estaçao Ecológica do Pau-Brasil e arredores, cerca de 16 km a W de Porto Seguro. Folha SE - 24 (16-39c).","-39.1815805","-16.3721094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619177' target='other'> <mi>dwc_moreinfo</mi></a>","NY01481928","NY01481928_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","470500","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","A. Lourteig","W. W. Thomas","10271","1994","02","03","South America","Brazil","Bahia","Itapetinga","Forest near TV tower east of Itapetinga: 2.4 km from edge of Itapetinga on rd to Itabuna, 1.8 km on dirt rd to right, right for 3.4 km to tower","-40.2514","-15.2883","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470500","NY00470500_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1182804","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.",NA,"D. B. O. S. Cardoso","1262","2006","04","22","South America","Brazil","Bahia","Itaberaba","ARIE Serra do Orobó, entrada da Fazenda Leão dos Brejos.","-40.5164","-12.4169","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182804","NY01182804_01","398","398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01198574","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","O. Kosovsky","A. M. Amorim","6447","2006","10","13","South America","Brazil","Bahia","Porto Seguro","Estrada que liga Eunápolis a Porto Seguro. RPPN Estação Veracruz. Coletas efetuadas na parcela 2 e na estrada de acesso","-39.2022","-16.4192","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418019' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198574","NY01198574_01","100","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01310792","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","O. Kosovsky","S. A. Mori","12846","1979","10","02","South America","Brazil","Bahia","Ilhéus","CEPEC, km 22 da Rodovia Ilhéus/Itabuna","-39.2273659","-14.771874","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490941' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310792","NY01310792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01196047","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","O. Kosovsky","P. Fiaschi","2742","2005","03","12","South America","Brazil","Bahia","Almadina","Rodovia de Almadina para Ibitupã ca. 20 km. Fazenda São Roque, ca. 10 km da estrada do ramal.","-39.7131","-14.6408","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407891' target='other'> <mi>dwc_moreinfo</mi></a>","NY01196047","NY01196047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:51-03","UFRJ","RFA","42488","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","W.G. Delfino","D. Cardoso; Sr. Messias","1262","2006","04","22",NA,"Brasil","Bahia","Itaberaba","ARIE Serra do Orobó, entrada da Fazenda Leão dos Brejos","-40.516389","-12.416944",NA,"Erva ereta. Folíolos membranáceos. Flores com cálice verde-claro, pétalas brancas e estames amarelos","RFA36814",NA,"398","398","40º30'59''W","12º25'1''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:51-03","UFRJ","RFA","42489","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","W.G. Delfino","L.P. Queiroz; F. Bravo; G. Melo","6261","2000","06","01",NA,"Brasil","Bahia","Coração de Maria","Mata Engenho da Raiz, próximo a Furnas, localidade conhecida como Belmonte","-38.8","-12.25",NA,"Subarbusto ereto de até 50 cm de altura. Folhas cartáceas, flores com pétalas brancas","RFA36813",NA,"320","320","38º48'W","12º15'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:31:51-03","UFRJ","RFA","42834","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Pedro Fiaschi","L. Kollmann; G. Siqueira","12232","2011","03","30",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-39.887778","-19.066667",NA,"Erva 10 cm de altura na sombra. Flores amarelas","RFA38628",NA,"30","30","39º53'16''W","19º4'0''S","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:31:51-03","UFRJ","RFA","42487","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","P. Fiaschi","R.P. Oliveira; M.C. Dórea; S.F. Conceição; R.M. Baldini","1557","2008","03","10",NA,"Brasil","Bahia","Ubaíra","Estrada para Santa Inês, entrada a ca. 5 km","-39.673611","-13.240556",NA,"Erva vináceas, ca. 30 cm de altura. Corola branca, estames amarelos. DNA","RFA36815",NA,"374","374","39º40'25''W","13º14'26''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:43:14-03","EAO","IAN","19568","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.",NA,"Neuwied, MAP","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN019568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:46:28-03","EAO","IAN","119536","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Lourteig, A","Belém, RP; Magalhães, MG","1107","1965","05","24","Southern America","Brasil","Bahia","Ilhéus","Centro de Pesquisa do Cacau (CEPEC), plantação de cacau.","-39.0494003295898","-14.7889003753662",NA,"Plnata de 25cm; flores esbranquiçadas com manchas vermelhas no centro.","IAN119536",NA,NA,NA,NA,NA,"1984","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:25:36-03","PUCPR","HUCP","25091","S","Plantae","Eudicotiledonea",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii pardoensis","Lourteig","Fiaschi, P","Caxambu, MG","5990","2015","03","27",NA,"Brasil","São Paulo","Eldorado","Fazenda Itaipava/ Catre","-48.0999984741211","-24.5200004577637",NA,"Subarbusto ripário, heliófito, ereto, ca 0,50m. Flores com cálice verde e corola amarela. Relevo: ondulado. Vegetação: Floresta Ombrófila Densa Aluvial.","HUCP00025091","HUCP00025091",NA,NA,NA,NA,"2015","38804","auto","pardoensis","09",NA,NA,NA,NA,NA,NA
"25","2021-02-08 21:32:50-03","UFBA","ALCB","03184","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Delfino, WG; Souza, JM de","Costa, AL","s/n","1956",NA,NA,"Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador","-38.5","-12.966667",NA,NA,"ALCB046159","ALCB046159",NA,NA,"-38.5","-12.966667","2017",NA,NA,NA,"03",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:22:09-03","UFBA","ALCB","042498","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Guedes, ML; Lima, SS dos","Lima, SS dos; Guedes, ML; Oliveira, H","05","1999","07","28","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Mata cara-branca, projeto CEDRO","-39.016667","-16.266667",NA,"0,20 m. Folhas discolores, membranáceas. Flores alvas.; Mata em estádio secundário de regeneração. Substrato argilo-arenoso.","ALCB046157","ALCB046157",NA,NA,"-39.016667","-16.266667","1999",NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:22:09-03","UFBA","ALCB","118111","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Fiaschi, P","Guedes, ML; Alves, M; Costa, TF; Alunos de Botânica Econômica","23170","2014","11","29","Southern America","Brasil","Bahia","Porto Seguro","Extremo Sul, Refugio Ecocapivara, Caminho para Trancoso.","-39.291667","-16.414722",NA,"de ca 20 cm de altura. Folhas com folíolos cartáceos, discolores. Flores cremes.","ALCB036748","ALCB036748","115","115","-39.291667","-16.414722","2019",NA,NA,NA,"02","06",NA,NA,NA,NA,NA
"28","2019-10-09 11:22:09-03","UFBA","ALCB","56933","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Guedes, ML","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","9527","2001","09","05","Southern America","Brasil","Bahia","Camacã","Litoral Sul, Assentamento Conjunto Recordação",NA,NA,NA,"25cm. Folíolos cartáceos, discolores. Inflorescência com botões esverdeados, flores com pétalas alvas. Ocasional.","ALCB036717","ALCB036717",NA,NA,NA,NA,"2002",NA,NA,NA,"03",NA,NA,NA,NA,NA,NA
"29","2020-11-04 12:15:41-03","ESALQ","ESA","141320","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","R. Parmigiani","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","443.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Batalhão de Operações Especiais de Fuzileiros Navais (Batalhão Tonelero) - Campo Grande. Complexo Guandu do Sapê. Pista de Reação. Trilha da mata.","-43.5859","-22.8541",NA,"Subarbusto ca. 20 cm, flores amarelas.","ESA141320",NA,NA,NA,"-43.5859","-22.8541","2017",NA,NA,NA,"05","27",NA,NA,NA,NA,NA
"30","2020-11-04 12:17:54-03","ESALQ","ESA","104414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii",NA,"Fiaschi, P.","Rando, J.G.","245.0","2006","04","11",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104414","ESA104414",NA,NA,NA,NA,"2013","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 12:17:54-03","ESALQ","ESA","115282","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii",NA,"Fiaschi, P.","Meirelles, J.","548.0","2011","04","16",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA115282","ESA115282_1 ESA115282_2",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 12:17:54-03","ESALQ","ESA","115349","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii",NA,"Fiaschi, P.","Meirelles, J.","616.0","2011","04","20",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA115349","ESA115349",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 12:17:54-03","ESALQ","ESA","24807","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","FFESP","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L.M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9160.0","1995","09","05",NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA024807","ESA024807",NA,NA,NA,NA,"2005","38804","auto",NA,"09","14",NA,NA,NA,NA,NA
"34","2020-11-04 12:17:54-03","ESALQ","ESA","115373","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii",NA,"Pinto, R.B.","Lima, D.F.","138.0","2011","04","15",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA115373","ESA115373_1 ESA115373_2",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 12:17:54-03","ESALQ","ESA","104420","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii",NA,"Fiaschi, P.","Paciencia, M.B.","2430.0","2006","04","10",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104420","ESA104420",NA,NA,NA,NA,"2013","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 12:17:54-03","ESALQ","ESA","104432","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii",NA,"Fiaschi, P.","Rando, J.G.","267.0","2006","04","11",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104432",NA,NA,NA,NA,NA,"2013","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 12:17:54-03","ESALQ","ESA","105168","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii",NA,"Fiaschi, P.","Romão, G.O.","1294.0","2006","04","10",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA105168","ESA105168",NA,NA,NA,NA,"2013","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 12:15:41-03","ESALQ","ESA","139415","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","R. Parmigiani","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","443.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Batalhão de Operações Especiais de Fuzileiros Navais (Batalhão Tonelero) - Campo Grande. Complexo Guandu do Sapê. Pista de Reação. Trilha da mata.","-43.2075004577637","-22.9027996063232",NA,"Subarbusto ca. 20 cm, flores amarelas.","ESA139415",NA,NA,NA,NA,NA,"2017","57442","auto",NA,"05","27",NA,NA,NA,NA,NA
"39","2019-02-15 11:47:02-02","IPA","IPA","22762","S","Plantae","Plantae",NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Lourteig, A.","Harley, R.M.","17217","1974","03","21","Southern America","Brasil","Bahia","Porto Seguro","Fonte dos Protomartires do Brasil, coastal zone.","-39.083333","-16.433333",NA,"Herb to ca. 20cm with decumbent fleshy rootstock. Leaves dark green, often purple beneath. Sepals green, pinkish or occasionally bright pink. Petals wite, anthers yellow.; Coastal rain forest with small river and clearings with distur","IPA0022762",NA,"10","10","-39.083333","-16.433333","1976",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"40","2021-03-24 17:09:42-03","UFES","SAMES","8635","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Ribeiro,M.","Smarzaro,R.","42","2018","02","01",NA,"Brasil","Espírito Santo","Jaguaré","Área da Paulista","-40.076099395752","-18.9055995941162",NA,"Flores brancas. Habito: Erva","SAMES08635",NA,NA,NA,"-399205556.0","-188741667.0","2019","43085","auto",NA,"04","10",NA,NA,NA,NA,NA
"41","2021-03-24 17:09:42-03","UFES","SAMES","8016","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Ribeiro,M.","Weider,V.; Tressmann,L.K.;Silva,T.;Menezes,L.F.T.;Ribeiro,I.F.","60","2017","10","11",NA,"Brasil","Espírito Santo","São Mateus","Estação da Petrobras, Inhambú.","-39.8588981628418","-18.716100692749",NA,"Habitat: Floresta de Muçununga Habito: Erva","SAMES08016",NA,NA,NA,"-398777778.0","-188947222.0","2019","56510","auto",NA,"02","04",NA,NA,NA,NA,NA
"42","2021-03-24 17:09:42-03","UFES","SAMES","6557","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Ribeiro,M.","Broggio,I.S.; Ribeiro,M.;Fanticelle,B.S.","116","2010","11","02",NA,"Brasil","Espírito Santo","Pinheiros","Estrada à esquerda da sede do parque que vai para o córrego da água limpa.","-40.2132987976074","-18.3703002929688",NA,"Flores roxas e botões verdes. Habitat: Beira de rio Habito: Erva","SAMES06557",NA,NA,NA,"-401416666.0","-183719445.0","2012","28525","auto",NA,"11","22",NA,NA,NA,NA,NA
"43","2021-03-24 17:09:42-03","UFES","SAMES","7172","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","neuwiedii","Oxalis neuwiedii","Zucc.","Ribeiro,M.","Menezes,L.F.T.; Ribeiro,I.F.;Tressmann,L.K.;Weinder,V.;Silva,T.;","2486","2017","07","28",NA,"Brasil","Espírito Santo","São Mateus","Poço de petróleo Jazida Nova Era","-39.8588981628418","-18.716100692749",NA,"Flores brancas Habitat: Floresta de Restinga Habito: Arbusto","SAMES07172",NA,NA,NA,"-398405555.0","-189530556.0","2019","56510","auto",NA,"04","17",NA,NA,NA,NA,NA
