"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","infraspecificEpithet"
"1","2019-06-10 10:10:42-03","FZB-BH","CVJBFZB","623","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Canistropsis","elata","Canistropsis elata","(E.Pereira & Leme) Leme","Elton. C. M. Leme","2011","08","Elton M. C. Leme;","2002","07","19","Brasil","Rio de Janeiro","Angra dos Reis","Fazenda do Frade, Mata Atlântica","-44.3180999755859","-23.0067005157471","32988","1","254","auto",NA
"2","2019-06-10 10:10:42-03","FZB-BH","CVJBFZB","57","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Canistropsis","elata","Canistropsis elata forma elatum","(E.Pereira & Leme) Leme","Elton. C. M. Leme","2011","08","Roberto Menescal; R. Bello","1984",NA,NA,"Brasil","Rio de Janeiro","Distrito de Mambucaba, em Angra dos Reis",NA,NA,NA,NA,"1","254",NA,"forma elatum"
