"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","locality","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","infraspecificEpithet","relatedCatalogItem","sex"
"11","2019-08-15 09:03:23-03","UESC","UESC","4460","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose",NA,"E.A. Rocha","623","2000","04","07",NA,"Brasil","Bahia",NA,"Caatinga.; Planta coletada em área de caatinga (baixada pedregosa de quartzito, com juremas e carnaúbas) com caule achatado.; Frequente no local. Planta bastante ameaçada de extinção.","UESC0004460",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Juazeiro","-40.55","-9.466667",NA,NA,"40W33'0''","9S28'0''",NA,NA,NA,NA,NA,NA
"12","2020-09-12 05:00:02-03","US","US","1821115","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose",NA,"J. N. Rose & P. G. Russell","19783","1915","6","2","South America - Neotropics","Brazil","Bahia",NA,NA,"US00115592","US00115592_01","Type collection","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","3050504","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose",NA,"J. N. Rose & P. G. Russell","19783","1915","6","6","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,"Type material","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"14","2020-09-12 05:00:02-03","US","US","762101","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose",NA,"J. N. Rose & G. Rose","19742","1916","6","2","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"15","2020-09-12 05:00:02-03","US","US","3050502","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose",NA,"J. N. Rose & P. G. Russell","19783","1915","6","6","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,"Type material","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"16","2020-09-12 05:00:02-03","US","US","3050501","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose",NA,"J. N. Rose & P. G. Russell","19783","1915","6","6","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,"Type material","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","3050503","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose",NA,"J. N. Rose & P. G. Russell",NA,"1915","6","6","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,"Type material","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"18","2020-09-12 05:00:02-03","US","US","3050500","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose",NA,"L. Zehntner","s.n.","1916","7",NA,"South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"19","2019-11-13 11:17:19-03","USP","SPF","80804","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","Zappi, DC; Taylor, NP","Harley, RM","25558","1988","11","28",NA,"Brasil","Bahia",NA,NA,"SPF00080804",NA,NA,NA,"1989",NA,NA,NA,"Paramirim","-42.25","-13.433333",NA,NA,"-42.25","-13.433333","600","650",NA,NA,NA,NA
"20","2019-10-07 09:18:38-03","UEFS","HUEFS","79591","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose",NA,"Costa-Lima, J.L.","1414","2014","07","24",NA,"Brasil","Ceará",NA,"Savana Estépica. Luvissolo Crômico Órtico","HUEFS0079591","HUEFS0079591",NA,"Caryophyllanae",NA,NA,NA,"Área a ca. de 12 Km a N do Distrito de Felizardo.","Lavras da Mangabeira","-38.817778","-6.844167",NA,NA,"38W49'4''","6S50'39''","333","333",NA,NA,NA,NA
"21","2019-10-07 09:18:38-03","UEFS","HUEFS","84842","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","M.R.Santos","Machado, M.","204","2004","04","21",NA,"Brasil","Bahia",NA,"campo pedregoso com solo argiloso de origem calcárea","HUEFS0084842","HUEFS0084842",NA,"Caryophyllanae","2013","12",NA,"São Rafael, campo pedregoso à oeste da lagoa atrás da vila","Morro do Chapéu","-41.376389","-11.443056",NA,NA,"41W22'35''","11S26'35''",NA,NA,NA,NA,NA,NA
"22","2019-10-07 09:18:38-03","UEFS","HUEFS","84907","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","M.R.Santos","Machado, M.","208C","2004","04","29",NA,"Brasil","Bahia",NA,"Campo pedregoso com solo argiloso de origem calcárea.","HUEFS0084907","HUEFS0084907",NA,"Caryophyllanae","2013","12",NA,"Goiabeira.","Juazeiro","-40.600556","-9.801944",NA,NA,"40W36'2''","9S48'7''",NA,NA,NA,NA,NA,NA
"23","2019-10-07 09:18:38-03","UEFS","HUEFS","84910","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","M.R.Santos","Machado, M.","207B","2004","04","29",NA,"Brasil","Bahia",NA,"Campo pedregoso com solo argiloso de origem calcárea.","HUEFS0084910","HUEFS0084910",NA,"Caryophyllanae","2013","12",NA,"Olhos D#?#Água, na estrada para Abreus.","Juazeiro","-40.535556","-9.885",NA,NA,"40W32'8''","9S53'6''",NA,NA,NA,NA,NA,NA
"24","2019-10-07 09:18:38-03","UEFS","HUEFS","84845","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis bahiensis","Britton & Rose",NA,"Machado, M.","207A","2004","04","29",NA,"Brasil","Bahia",NA,"campo pedregoso com solo argiloso de origem calcárea","HUEFS0084845","HUEFS0084845",NA,"Caryophyllanae",NA,NA,NA,"Olhos D'Água, na estrada para Abreus","Juazeiro","-40.535556","-9.885",NA,NA,"40W32'8''","9S53'6''",NA,NA,NA,"bahiensis",NA,NA
"25","2019-10-07 09:18:38-03","UEFS","HUEFS","84846","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis bahiensis","Britton & Rose",NA,"Machado, M.","208A","2004","04","29",NA,"Brasil","Bahia",NA,"campo pedregoso com solo argiloso de origem calcárea","HUEFS0084846","HUEFS0084846",NA,"Caryophyllanae",NA,NA,NA,"Goiabeira","Juazeiro","-40.600556","-9.801944",NA,NA,"40W36'2''","9S48'7''",NA,NA,NA,"bahiensis",NA,NA
"26","2019-10-07 09:18:38-03","UEFS","HUEFS","84841","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis subviridigriseus","(Buining & Brederoo) P.J.Braun & Esteves",NA,"Machado, M.","203","2004","03","30",NA,"Brasil","Bahia",NA,"campo pedregoso com solo argiloso de origem calcárea","HUEFS0084841","HUEFS0084841",NA,"Caryophyllanae",NA,NA,NA,"Juremal, ca. 12km na estrada para Abreus","Juazeiro","-40.420833","-9.805556",NA,NA,"40W25'15''","9S48'20''",NA,NA,NA,"subviridigriseus",NA,NA
"27","2019-10-07 09:18:38-03","UEFS","HUEFS","84906","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis var. bahiensis","Britton & Rose",NA,"Machado, M.","208B","2004","04","29",NA,"Brasil","Bahia",NA,"Campo pedregoso, como solo argiloso de origem calcárea.","HUEFS0084906","HUEFS0084906",NA,"Caryophyllanae",NA,NA,NA,"Goiabeira.","Juazeiro","-40.600556","-9.801944",NA,NA,"40W36'2''","9S48'7''",NA,NA,NA,"var. bahiensis",NA,NA
"28","2019-10-07 09:18:38-03","UEFS","HUEFS","84911","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Discocactus","bahiensis","Discocactus bahiensis var. bahiensis","Britton & Rose",NA,"Machado, M.","207C","2004","04","29",NA,"Brasil","Bahia",NA,"Campo pedregoso com solo argiloso de origem calcárea.","HUEFS0084911","HUEFS0084911",NA,"Caryophyllanae",NA,NA,NA,"Olhos D#?#Água, na estrada para Abreus.","Juazeiro","-40.535556","-9.885",NA,NA,"40W32'8''","9S53'6''",NA,NA,NA,"var. bahiensis",NA,NA
"29","2020-07-23 12:01:19-03","CEPLAC","CEPEC","45923","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis",NA,"N. P. Taylor","R. M. Harley","25558","1988","11","28",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arredores cidade, perto do Rio Paramirim.","PARAMIRIM","-42.25","-13.433333",NA,NA,"42W15'","13S26'",NA,NA,NA,NA,"30/12/1989",NA
"30","2020-07-23 12:01:19-03","CEPLAC","CEPEC","86168","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis",NA,"E. A. Rocha","E. A. Rocha","623","1998","04","09",NA,"Brasil","Bahia",NA,"<ll>dwc_commonname:</ll> Frade-de-cavalo.",NA,NA,NA,NA,NA,NA,NA,"A 0,5Km de Rodeadouro.","JUAZEIRO","-40.55","-9.466667",NA,NA,"40W33'","9S28'",NA,NA,NA,NA,"07/04/2000",NA
"31","2020-07-23 12:01:19-03","CEPLAC","CEPEC","50775","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis",NA,"N. P. Taylor","N. P. Taylor","1387","1991","01","10",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2Km da Rod. Juazeiro/Sento Se, estr. p/ Rodeadouro.","JUAZEIRO","-40.4986000061035","-9.41166973114014","76509","auto",NA,NA,NA,NA,NA,NA,"30/12/1995",NA
"32","2021-04-05 12:31:28-03","UNIVASF","HVASF","23002","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","J.A. Siqueira Filho","T.T. Bezerra","22","2015","03","18","América do Sul","Brasil","Bahia",NA,"Planta Terrícola. População em declínio com cerca de 100 indíviduos, ocorrendo nas margens da estrada de chão, à 2 km do Rio São Francisco. Ambiente em solo compactado e com presença de juremas e carnaúbas.","HVASF023002",NA,NA,NA,"2016","03","18","Chácara Jardim dos Pleiades. Estrada do Balneário Rodeadouro.","Juazeiro",NA,NA,NA,NA,"9999.000000","9999.000000","373","373",NA,NA,NA,"U"
"33","2021-04-05 12:31:28-03","UNIVASF","HVASF","22832","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","J.A. Siqueira Filho","J.A. Siqueira Filho","3508","2015","11","27","América do Sul","Brasil","Bahia",NA,"Erva saxícola, discóide. ca. de 15 cm de diâmetro. População com ca. de 51 indivíduos reprodutivos. Ocorre na margem estrada de terra próximo a uma lagoa.","HVASF022832","HVASF022832_v01 HVASF022832_v02",NA,NA,"2015","11","27","Povoado de São Rafael, ca. de 18 km de Morro do Chapeú, Chapada Diamantina","Morro do Chapéu",NA,NA,NA,NA,"9999.000000","9999.000000","519","519",NA,NA,NA,"U"
"34","2021-04-05 12:31:28-03","UNIVASF","HVASF","22871","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","J.A. Siqueira Filho","J.A. Siqueira Filho","3534","2015","12","13","América do Sul","Brasil","Bahia",NA,"Erva terrícola, abaixo do nível do solo. Apresentando características de intenso estresse hídrico, como clorose. Início de floração.Material cultivado no VIVASF 1022.","HVASF022871","HVASF022871_v01 HVASF022871_v02",NA,NA,"2015","12","13","Estrada para o povoado do olho d'água, depois de Juremal, próximo ao riacho Umburuçu","Juazeiro",NA,NA,NA,NA,"9999.000000","9999.000000","430","430",NA,NA,NA,"U"
"35","2021-04-05 12:31:28-03","UNIVASF","HVASF","21058","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","M.V. Meiado","A.C.P. Oliveira","2836","2013","07","11","América do Sul","Brasil","Ceará",NA,"Erva suculenta. Vegetativa.","HVASF021058",NA,NA,NA,"2013","07","09","Sítio Cajazeiras do Roberto","Lavras da Mangabeira",NA,NA,NA,NA,"9999.000000","9999.000000","276","276",NA,NA,NA,"U"
"36","2021-04-05 12:31:28-03","UNIVASF","HVASF","21970","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","J.A. Siqueira Filho","J.A. Siqueira Filho","3150","2014","01","29","América do Sul","Brasil","Bahia",NA,"Grande população com mais de 300 indivíduos a margem da estrada de terra em direção ao Brejo da brázida. Associada com uma imensa população de Euploca (Boraginaceae).","HVASF021970","HVASF021970_v01",NA,NA,"2014","01","29","Boqueirão da Onça, margem da estrada, próximo à capela velha do Mari","Sento Sé",NA,NA,NA,NA,"9999.000000","9999.000000","455","455",NA,NA,NA,"U"
"37","2021-04-05 12:31:28-03","UNIVASF","HVASF","21059","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","M.V. Meiado","A.C.P. Oliveira","2837","2013","07","11","América do Sul","Brasil","Ceará",NA,"Erva suculenta. Vegetativa.","HVASF021059",NA,NA,NA,"2013","07","09","Sítio Cajazeiras do Roberto","Lavras da Mangabeira",NA,NA,NA,NA,"9999.000000","9999.000000","278","278",NA,NA,NA,"U"
"38","2021-04-05 12:31:28-03","UNIVASF","HVASF","13515","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","bahiensis","Discocactus bahiensis","Britton & Rose","M. Machado","M.V. Meiado","751","2011","12","03","América do Sul","Brasil","Bahia",NA,"Cacto globoso, solitário, raramente com perfílios, ca. de 25 cm de diâmetro. Flores brancas, antese diurna. Frutos mirmecocóricos com sementes pretas.","HVASF013515",NA,NA,NA,"2011","12","03","BR-235 a 19.5 km de Juazeiro em direção a Lagoa do Boi, Juá e Uauá","Juazeiro",NA,NA,NA,NA,"9999.000000","9999.000000","395","395",NA,NA,NA,"U"
