"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","class","identifiedBy","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"49","2014-02-23 17:36:00-03","MO","MOBOT","1923588","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","C. Orth","Orth 857","1934","10","10","South America","Brazil","Rio Grande do Sul",NA,"S. Leopoldo. In dumetis",NA,NA,NA,NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","239211","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 36397","1972","2","20","South America","Brazil","Minas Gerais",NA,"Wet sand near stream. Serra do Cipo, grassy hillside sloping down to sedge meadow and then marsh with standing water on each side of small stream.",NA,NA,"1220.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-06-28 10:42:00-03","MO","MOBOT","2517707","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","surrectum","Panicum surrectum","Benedict (Benjamin) Balansa","Balansa 7","1876","4",NA,"South America","Paraguay","Caaguazú",NA,"Campos au NE de Caaguazú","-56.0166667","-25.45",NA,NA,NA,NA,NA,NA,"Chase ex Zuloaga & Morrone",NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2020-08-31 09:21:11-03","INPA","INPA","139537","S","Plantae","Monocotyledon","Poales","Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Heringer, EP","18124","1981","03","04","Southern America","Brasil","Goiás","Luziania","15 km ao sul da cidade.","-47.9503","-16.2528",NA,NA,NA,NA,"INPA0139537","INPA0139537 INPA0139537_e INPA0139537_e1","(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Prance, GT",NA,NA,NA,"2014","06",NA,"-47.9503","-16.2528",NA,NA
"53","2017-11-24 14:12:02-02","UFLA","ESAL","13553","S","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itumirim","Macuco, Fazenda Tiãozinho","-44.8711013793945","-21.3169002532959",NA,NA,NA,"; ; ;; palustre",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"A.Guglieri",NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA
"54","2019-06-10 10:11:27-03","FZB-BH","BHZB","4408","S","Plantae",NA,NA,"Poaceae","Panicum","surrectum","Panicum surrectum","Mendonça, M.P. et al.",NA,"2003","06","04",NA,"Brasil","MG","Nova Lima","Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,NA,"Canga.",NA,NA,NA,NA,"P.L. Viana",NA,"29211","auto","2004","04","05",NA,NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","1257461","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","surrectum","Panicum surrectum","A. Chase","09407","1925","4","8","South America - Neotropics","Brazil","Minas Gerais",NA,"Itacolumý (East of Ouro Preto)",NA,NA,"1300",NA,NA,NA,NA,NA,"Chase ex Zuloaga","Monocotyledonae","Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","1501241","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","surrectum","Panicum surrectum","A. Chase","10677","1930","1","18","South America - Neotropics","Brazil","Minas Gerais",NA,"Poços de Caldas",NA,NA,"1100","1500",NA,NA,NA,NA,"Chase ex Zuloaga","Monocotyledonae","Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","1255488","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","surrectum","Panicum surrectum","A. Chase","08324","1925","1","18","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Macieiras, Serra de Itatiaia",NA,NA,"1700","1800",NA,NA,NA,NA,"Chase ex Zuloaga","Monocotyledonae","Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","1255519","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","surrectum","Panicum surrectum","A. Chase","08664","1925","2","28","South America - Neotropics","Brazil","Minas Gerais",NA,"Barbacena, Serra Mantiqueira",NA,NA,"1230",NA,NA,NA,NA,NA,"Chase ex Zuloaga","Monocotyledonae","Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","1256990","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","surrectum","Panicum surrectum","A. Chase","09924","1925","5","20","South America - Neotropics","Brazil","São Paulo",NA,"Campos do Jordão, Serra Mantiqueira",NA,NA,"1600",NA,NA,NA,NA,NA,"Chase ex Zuloaga","Monocotyledonae","Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","1500783","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","surrectum","Panicum surrectum","A. Chase","10387","1929","12","27","South America - Neotropics","Brazil","Minas Gerais",NA,"Diamantina, Serra de San Antonio",NA,NA,"1200","1300",NA,NA,NA,NA,"Chase ex Zuloaga","Monocotyledonae","Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","1257451","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","surrectum","Panicum surrectum","A. Chase","09380","1925","4","8","South America - Neotropics","Brazil","Minas Gerais",NA,"Itacolumý (East of Ouro Preto)",NA,NA,"1400",NA,NA,NA,NA,NA,"Chase ex Zuloaga","Monocotyledonae","Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","1257413","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","surrectum","Panicum surrectum","A. Chase","09555","1925","4","19","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra da Gramma",NA,NA,"1700",NA,NA,NA,NA,NA,"Chase ex Zuloaga","Monocotyledonae","Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"63","2020-09-02 16:36:27-03","Cenargen","CEN","56746","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Hilda Maria Longhi Wagner","9496","2005","03","09",NA,"Brasil","PR","JAGUARIAIVA","Jaguariaiva-Piraí do Sul. PR 151.","-49.805555","-24.354166","1100","1100","Exsicatas","Doação - Herb. UFRGS - Porto Alegre ICN:136788. Duplicatas: CEN, SI.","CEN00056746","CEN00056746","(Chase ex Zuloaga & Morrone) Zuloaga",NA,"J. F. M. Valls",NA,NA,NA,"2016","01",NA,"-49.805555","-24.354166","1",NA
"64","2020-09-02 16:36:27-03","Cenargen","CEN","28113","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Lídio Coradin","4495","1981","08","23",NA,"Brasil","BA","MUCUGE","Estrada Andaraí - Mucugê, km 34.","-41.3708000183105","-13.0052995681763",NA,NA,"Exsicatas",NA,"CEN00028113","CEN00028113","(Chase ex Zuloaga & Morrone) Zuloaga",NA,"A. Guglieri",NA,"52493","auto","2002","05",NA,"-4136667.0","-1298333.0","6",NA
"65","2020-09-02 16:36:27-03","Cenargen","CEN","35521","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Leandro Freitas","732","1999","10","23",NA,"Brasil","SP","SAO JOSE DO BARREIRO","Fazenda Mariana próxima à divisa do parque.","-44.5699996948242","-22.6399993896484",NA,NA,"Exsicatas",NA,"CEN00035521","CEN00035521","(Chase ex Zuloaga & Morrone) Zuloaga",NA,"A. Guglieri",NA,"30784","auto","2004","07",NA,NA,NA,"3",NA
"66","2019-11-13 11:28:45-03","USP","SPF","140750","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Garcia, CA","80","2000","03","22",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00140750","SPF00140750","(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Matos, AO",NA,"26557","auto","2019","04",NA,NA,NA,NA,NA
"67","2019-11-01 15:16:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","surrectum","Panicum surrectum","Anderson, WR; Kirkbride Junior, JH; Stieber, M","36397","1972","02","20","Southern America","Brasil","Minas Gerais","Serra do Espinhaço","Serra do Cipó",NA,NA,"1220","1220",NA,"Field work conducted with the collaboration of the Universidade de Brasília, supported in part by funds from the National Science Foundation; Wet sand near stream; grassy hillside sloping down to sedge meadow and then marsh with standing water on eac",NA,NA,"Chase ex Zuloaga & Morrone",NA,"Zuloaga, FO",NA,NA,NA,"1992","02",NA,NA,NA,NA,NA
"68","2019-11-01 15:16:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","surrectum","Panicum surrectum","Irwin, HS; Soderstrom, TR","5419","1964","08","21","Southern America","Brasil","Distrito Federal","Brasília","Ca. 35km E of Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"1m; Sream bank",NA,NA,"Chase ex Zuloaga & Morrone",NA,"Zuloaga, FO",NA,"70570","auto","1992","02",NA,NA,NA,NA,NA
"69","2020-08-20 14:59:39-03","UFSC","FLOR","61937","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Trevisan, R.; et al.","1620","2014","12","12",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim.","-49.491944","-28.120278","1721","1721",NA,NA,"FLOR0061937","FLOR0061937","(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Trevisan, R.",NA,NA,NA,"2014","12","12","49º29'31''W","28º7'13''S",NA,NA
"70","2020-08-20 14:59:39-03","UFSC","FLOR","61940","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Trevisan, R.; et al.","1611","2014","12","12",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim.","-49.476111","-28.123889","1709","1709",NA,NA,"FLOR0061940","FLOR0061940","(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Trevisan, R.",NA,NA,NA,"2014","12","12","49º28'34''W","28º7'26''S",NA,NA
"71","2021-02-08 12:53:20-03","UFRGS","ICN","131774","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Longhi-Wagner, HM; et al.","5096","1999","03","17","América do Sul","Brasil","RS","Fortaleza dos Aparados",NA,NA,NA,NA,NA,NA,"à sombra de Camboim; decumbente, radicante nos nós inferiores; solo úmido, perto do perau",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:53:20-03","UFRGS","ICN","134927","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Harley, RM","26437","1988","11","12","América do Sul","Brasil","BA","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Doação SPF",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:53:20-03","UFRGS","ICN","110470","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Longhi-Wagner, HM; Written","2708","1995","01","19","América do Sul","Brasil","MG","Itamonte","Estrada de acesso ao Parque Nacional de Itatiaia","-44.8699989318848","-22.283899307251",NA,NA,NA,"800 m acima da Lago da Lapa",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,"26914","auto","2005","05",NA,NA,NA,NA,NA
"74","2021-02-08 12:53:20-03","UFRGS","ICN","110478","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Longhi-Wagner, HM; Written","2715","1995","01","19","América do Sul","Brasil","MG","Itamonte","Lagoa da Lapa, caminho de acesso ao Recanto do Lobo","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,"26914","auto","2005","05",NA,NA,NA,NA,NA
"75","2021-02-08 12:53:20-03","UFRGS","ICN","126193","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Guglieri, A; Valls, JFM; Essi, L","168","2002","02","21","América do Sul","Brasil","PR","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,"Raro.",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:53:20-03","UFRGS","ICN","142501","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Richter, R","s.n.",NA,NA,NA,"América do Sul","Brasil","SC","São Bento do Sul",NA,"-49.3786010742188","-26.2502994537354",NA,NA,NA,"Roadside.",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,"23090","auto","2006","01","20",NA,NA,NA,NA
"77","2021-02-08 12:53:20-03","UFRGS","ICN","041465","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Smith, LB; Klein, RM","15889","1971","12","18","América do Sul","Brasil","SC","Urubici","19 Km north of Pericó","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Woods",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,"30102","auto","2005","05",NA,NA,NA,NA,NA
"78","2021-02-08 12:53:20-03","UFRGS","ICN","136788","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Longhi-Wagner, HM; Zuloaga; Guglieri","9496","2005","03","09","América do Sul","Brasil","PR","Jaguariaíva","Piraí do Sul, PR 151. Lat. 24°21'15 S long. 49°48'20 W","-49.805556","-24.354167","1110","1110",NA,"Dupl. CEN, SI.; No brejo.",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Longhi-Wagner, HM",NA,NA,NA,"2016","09",NA,"-49.805556","-24.354167",NA,NA
"79","2021-02-08 12:53:20-03","UFRGS","ICN","137443","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Guglieri, A; et al.","253","2004","01","14","América do Sul","Brasil","PR","Piraí do Sul","PR-90 Serra das Furnas 24° 29' 44 7''S 050° 00' 18 2'' W","-50.005","-24.495556",NA,NA,NA,"topo do morro; comum",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,NA,NA,NA,NA,NA,"-50.005","-24.495556",NA,NA
"80","2021-02-08 12:53:20-03","UFRGS","ICN","161118","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10412","2007","12","03","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco área 3 ao lado do córrego solo arenoso +- úmido 20°29'18 5 S 43°41'3 8 W","-43.684167","-20.488333","1386","1386",NA,"Beira de mata; decumbente.",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,"-43.684167","-20.488333",NA,NA
"81","2021-02-08 12:53:20-03","UFRGS","ICN","163990","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Silva Filho, PJS","289","2008","10","04","América do Sul","Brasil","RS","Viamão","Bairro Tarumã região de entorno do Lago Tarumã","-51.017222","-30.069722","66","66",NA,"Borda da mata, próximo à beira da estrada.",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"P. J. S. Silva Filho, II Bo",NA,NA,NA,NA,NA,NA,"-51.017222","-30.069722",NA,NA
"82","2021-02-08 12:53:20-03","UFRGS","ICN","174487","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Longhi-Wagner, HM; Welker, CAD;","10 412","2007","12","03","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco","-43.684167","-20.488333","1386","1386",NA,"Decumbente.; Na área de nascente da água, córrego estacional mini-brejo. Beira de mata.",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,"-43.684167","-20.488333",NA,NA
"83","2021-02-08 12:53:20-03","UFRGS","ICN","179162","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Santos-Junior, R","s.n.","2013",NA,NA,"América do Sul","Brasil","SC","Orleans","Chapadão","-49.383056","-28.199722","500","500",NA,"Coleta de estudo fitossociológico, referente ao mestrado do coletor.; Erva. Poucos indivíduos; Fragmento de floresta secundária em estádio sucessional médio-avançado",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Longhi-Wagner, HM",NA,NA,NA,"2016","09",NA,"-49.383056","-28.199722",NA,NA
"84","2021-02-08 12:53:20-03","UFRGS","ICN","130116","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Hatschbach, G","62969","1995","08","11","América do Sul","Brasil","BA","Alcobaça","km 15-20 da rodovia para Itamaraju","-39.1955986022949","-17.5193996429443",NA,NA,NA,"doação MBM",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,"50074","auto",NA,NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:53:20-03","UFRGS","ICN","126746","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Longhi-Wagner, HM; Zanin, A; Araújo, AC;","4139","1997","12","08","América do Sul","Brasil","MG","Santana do Riacho","sede do Ibama, campo rupestre com locais semi - brejosos","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:53:20-03","UFRGS","ICN","041795","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Boechat, S","s.n.","1977",NA,NA,"América do Sul","Brasil","RS","Cambará do Sul","Canyon Itaimbézinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Pântano",NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,"30776","auto","2005","05",NA,NA,NA,NA,NA
"87","2021-02-08 12:53:20-03","UFRGS","ICN","123485","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Longhi-Wagner, HM; Francescheti, R","8033","2002","01","19","América do Sul","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar Núcleo Curucutu","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"88","2021-02-18 17:08:56-03","FEPAGRO","BLA","17488","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","B. Rambo","53843","1953","02","03",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Ex BLA 1859 B.","BLA017488",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"A. Guglieri",NA,"55856","auto","2004","03","01",NA,NA,NA,NA
"89","2021-02-18 17:08:56-03","FEPAGRO","BLA","1847","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","B. Rambo","53833","1935","02","03",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"BLA001847",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"A. Guglieri",NA,"55856","auto","2004","08","01",NA,NA,NA,NA
"90","2019-11-21 10:15:13-03","IBt","SP","285246","S","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Godoy, SAP; et al.","459","1995","04","19",NA,"Brasil","São Paulo","São Paulo","Parelheiros SP-SP, Camping Ana Paula","-46.774444","-23.9",NA,NA,NA,NA,"SP043038","SP043038","(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Zuloaga, F",NA,NA,NA,"1997",NA,NA,"-46.774444","-23.9",NA,NA
"91","2019-11-21 10:15:13-03","IBt","SP","159675","S","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Davidse, G; D'Arcy, WG","10704","1976","02","27",NA,"Brasil","Minas Gerais","Conselheiro Lafaiete","19 km SE of Conselheiro Lafaiete along Highway 135 to Barbacena","-43.7860984802246","-20.6602993011475","1040","1040",NA,NA,"SP043037","SP043037","(Chase ex Zuloaga & Morrone) Zuloaga",NA,NA,NA,"15602","auto",NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:15:13-03","IBt","SP","475620","S","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Garcia, CA","59","2000","01","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia MG-10, BH - Conceição do Mato Dentro, km 112, córrego das duas pontes","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Rodrigues, RS",NA,"26557","auto","2015","05",NA,NA,NA,NA,NA
"93","2019-11-21 10:15:13-03","IBt","SP","159571","S","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Davidse, G; D'Arcy, WG","10602","1976","02","25",NA,"Brasil","Minas Gerais","São Gonçalo do Sapucaí","19 km NE of the intersection of highways 381 and 459 (ca. 12 km SW of São Gonçalo do Sapucaí)","-45.5952987670898","-21.8922004699707","870","870",NA,NA,"SP043039","SP043039","(Chase ex Zuloaga & Morrone) Zuloaga",NA,NA,NA,"18245","auto",NA,NA,NA,NA,NA,NA,NA
