"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"30","2020-04-27 16:10:06-03","UFES","VIES","34075","S","Plantae",NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Zorzanelli, J.P.F.; Silva, A.E. & Pinto-Junior, H.V.","823","2013","09","14",NA,"Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó.","-41.6671981811523","-20.5414009094238","1290",NA,NA,"VIES034075","VIES034075","Zorzanelli, J.P.F.","1290","22282","auto",NA,NA,"2015","01","28",NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7573","PreservedSpecimen","Plantae",NA,"Angiospermae","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Haroldo C. de Lima; J.M.A. Braga; L.J.T. Cardoso; C. de Carvalho; W. da Silva","8451","2016","11","03",NA,"Brasil","Rio de Janeiro","Petropólis","Reserva Biológica do Tinguá., Estrada do Imperador, próximo a Vargem Grande.","-43.277778","-22.482778","1090",NA,"Arbusto com 1,5 m alt. inflorescências com ramos opostos-cruzados, flores com cálice verde e corola alvo-esverdeada. Ocasional em locais úmidos.; Mata de altitude.","FCAB007573",NA,"H.C. de Lima","1090",NA,NA,NA,NA,"2016","11",NA,"-43.277778","-22.482778",NA,NA,NA,NA
"32","2015-09-04 14:20:10-03","MNHN","RECOLNAT_MNHN_P","P00151778","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Glaziou, A.",NA,"1868","11","7",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: foresta da Tipica",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00151778' target='other'> <mi>dwc_moreinfo</mi></a>","P00151778","P00151778_01","Grant",NA,NA,NA,NA,"isolectotype",NA,NA,NA,NA,NA,"4939",NA,NA,NA
"33","2015-09-04 13:52:38-03","MNHN","RECOLNAT_MNHN_P","P00151779","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00151779' target='other'> <mi>dwc_moreinfo</mi></a>","P00151779","P00151779_01","Grant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-04 14:21:32-03","MNHN","RECOLNAT_MNHN_P","P00746519","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746519' target='other'> <mi>dwc_moreinfo</mi></a>","P00746519","P00746519_01","Grant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 706",NA,NA,NA
"35","2015-09-04 14:05:26-03","MNHN","RECOLNAT_MNHN_P","P00746520","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,NA,"hb","Université de Neuchatel, Switzerland, Monographic sduties on the genus Macrocapaeae (Gentianaceae: Helieae) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746520' target='other'> <mi>dwc_moreinfo</mi></a>","P00746520","P00746520_01","Grant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2261",NA,NA,NA
"36","2015-09-21 11:06:30-03","MNHN","RECOLNAT_MNHN_P","P00151776","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Glaziou, A.",NA,"1868","11","7",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: foresta da Tipica",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00151776' target='other'> <mi>dwc_moreinfo</mi></a>","P00151776","P00151776_01","Grant",NA,NA,NA,NA,"isolectotype",NA,NA,NA,NA,NA,"4939",NA,NA,NA
"37","2015-09-21 11:06:43-03","MNHN","RECOLNAT_MNHN_P","P00151777","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Glaziou, A.",NA,"1868","11","7",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: foresta da Tipica",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00151777' target='other'> <mi>dwc_moreinfo</mi></a>","P00151777","P00151777_01","Grant",NA,NA,NA,NA,"isolectotype",NA,NA,NA,NA,NA,"4939",NA,NA,NA
"38","2015-09-04 14:18:58-03","MNHN","RECOLNAT_MNHN_P","P04247889","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04247889' target='other'> <mi>dwc_moreinfo</mi></a>","P04247889","P04247889_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 14:18:58-03","MNHN","RECOLNAT_MNHN_P","P04247894","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"hb","Donné par la Direction du Jardim Royal de Kew 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04247894' target='other'> <mi>dwc_moreinfo</mi></a>","P04247894","P04247894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3630",NA,NA,NA
"40","2015-09-04 14:18:58-03","MNHN","RECOLNAT_MNHN_P","P04247895","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04247895' target='other'> <mi>dwc_moreinfo</mi></a>","P04247895","P04247895_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-04 14:18:59-03","MNHN","RECOLNAT_MNHN_P","P04247896","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04247896' target='other'> <mi>dwc_moreinfo</mi></a>","P04247896","P04247896_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-09-04 14:18:58-03","MNHN","RECOLNAT_MNHN_P","P04247891","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Glaziou, A.",NA,"1865","5","4",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Rio Janeiro. Corcovado à Paineiras","-43.2075004577637","-22.9027996063232",NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04247891' target='other'> <mi>dwc_moreinfo</mi></a>","P04247891","P04247891_01",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"900",NA,NA,NA
