"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","1281296","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","10-4639","2010","11","20","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade de Rio de Janeiro, Parque Nacional da Tijuca, estrada do Sumaré.","-43.28936","-22.95622","554","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281296","NY01281296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1801150","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","A. P. Duarte","973","1947","11","10","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.212076","-22.951842",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2016912' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801150","NY01801150_01","J. R. Grant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","3107518","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","X. Cornejo | C. Persson | J. H. E. Rova","8922","2017","03","11","South America","Ecuador","Zamora-Chinchipe",NA,"Cordillera del Condor environs, Cabanas Yancuam, Los Tepuyes trail","-78.67","-4.23","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3157108' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107518","NY03107518_01","J. R. Grant","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1281300","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","10-4641","2010","11","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade de Rio de Janeiro, Parque Nacional da Tijuca, estrada do Sumaré.","-43.24175","-22.95622","677","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685293' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281300","NY01281300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1281288","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","09-4603","2009","11","20","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade do Rio de Janeiro. Parque Nacional da Tijuca, estrada da Vista Chinesa.","-43.25844","-22.96825","461","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685102' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281288","NY01281288_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1281293","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","09-4606","2009","11","21","South America","Brazil","Rio de Janeiro","Nova Friburgo","Estrada Fazenda São João, 0.5 km da estrada RJ 116.","-42.51622","-22.35936","991","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685123' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281293","NY01281293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1801146","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","B. R. Silva","1318","2004","05","11","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca, Estrada da Vista Chinesa, perto da trilha para o Morro Queimado.","-43.25797","-22.9705","452","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2016908' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801146","NY01801146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1281294","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","09-4606","2009","11","21","South America","Brazil","Rio de Janeiro","Nova Friburgo","Estrada Fazenda São João, 0.5 km da estrada RJ 116.","-42.51622","-22.35936","991","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685126' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281294","NY01281294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1281289","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","09-4604","2009","11","20","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade do Rio de Janeiro. Estrada do Sumaré, à 1.5 km da estrada Redentor.","-43.24169","-22.95456","656","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685105' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281289","NY01281289_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1281297","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","10-4639","2010","11","20","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade de Rio de Janeiro, Parque Nacional da Tijuca, estrada do Sumaré.","-43.28936","-22.95622","554","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685280' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281297","NY01281297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1281298","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","10-4640","2010","11","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade de Rio de Janeiro, Parque Nacional da Tijuca, estrada do Sumaré.","-43.22036","-22.94869","420","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685281' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281298","NY01281298_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1281287","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","09-4603","2009","11","20","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade do Rio de Janeiro. Parque Nacional da Tijuca, estrada da Vista Chinesa.","-43.25844","-22.96825","461","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685097' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281287","NY01281287_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1281295","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","10-4638","2010","11","20","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade de Rio de Janeiro, Parque Nacional da Tijuca, estrada do Sumaré.","-43.226672","-22.945054",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685277' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281295","NY01281295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1801145","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","L. C. d. S. Giordano","1738","1994","10","27","South America","Brazil","Rio de Janeiro","Nova Friburgo","Estrada atrás do Posto Policial da Rodovia Cachoeira de Macacu-Nova Friburgo (lado esquerdo sentido Nova Friburgo), após à entrada do caminho para o Sítio Campinho.","-42.5311012268066","-22.2819004058838","1083","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2016902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801145","NY01801145_01","J. R. Grant",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1844378","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","S. J. da Silva Neto","1856","2003","10","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional do Itatiaia. Maromba próximo, ao lado da escada.","-44.65833","-22.35833",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2141878' target='other'> <mi>dwc_moreinfo</mi></a>","NY01844378","NY01844378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1801151","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","B. D. Sucre","s.n.","1939","10","31","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada do Sumaré.","-43.226672","-22.945054",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2016913' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801151","NY01801151_01","J. R. Grant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1281290","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","09-4604","2009","11","20","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade do Rio de Janeiro. Estrada do Sumaré, à 1.5 km da estrada Redentor.","-43.24169","-22.95456","656","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685109' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281290","NY01281290_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01806063","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","M. M. M. Lopes","807","2006","06","06","South America","Brazil","Bahia",NA,"Camacã. RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel. Trilha do mirante, até a Torre.","-39.5653","-15.3917","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2128947' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806063","NY01806063_01","J. R. Grant","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1281299","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","J. R. Grant","10-4641","2010","11","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Cidade de Rio de Janeiro, Parque Nacional da Tijuca, estrada do Sumaré.","-43.24175","-22.95622","677","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685283' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281299","NY01281299_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","644326","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","C. M. B. Correia","134","1990","09","11","South America","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Sítio Sophronites","-42.05","-22","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644326","NY00644326_01","J. R. Grant","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:30:47-03","UFRJ","RFA","35275","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","C.M. Vieira; R. Darigo","1681","2005","10","08",NA,"Brasil","São Paulo","Paraibuna",NA,"-45.6599998474121","-23.3799991607666",NA,NA,"Arbusto. Folhas verdes discolores. Botões esverdeados. frutos acastanhados","RFA22698",NA,"C.M. Vieira",NA,"30824","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:21:05-03","NBC","NL-BOTANY","U 0100647","PreservedSpecimen","Plantae",NA,"Gentianales","Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200100647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0100647",NA,NA,NA,NA,NA,"Magnoliopsidae","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:11:08-03","ESALQ","ESA","121625","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Souza, V.C.","33639.0","2009","05","01",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Subida para o Morro da Antena. Floresta Ombrófila Densa (Mata Atlântica) degradada.","-42.0080986022949","-21.9552993774414",NA,NA,"Erva, ca. 1,5 m alt.; frutos castanhos.","ESA121625","ESA121625","Calió, M.F.",NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:31:10-03","MN","R","11683","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Glig","Glaziou, A.F.M.","900","1865","05","04",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011683","R000011683_001","Grant, J.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:40:15-02","IPA","IPA","65453","S","Plantae","Plantae",NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Martinelli, G.; et al.; et al.","13339","1989","06","28","Southern America","Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Pedra do Desengano.","-42.0080986022949","-21.9552993774414",NA,NA,"Arbusto monopodial 1,65m, heliófila. Caule amarelo junto ao ápice; folhas discolores ; flores com cálice verde, corola alvacenta, estames alvos; botões florais verde-alvacentos; frutos imaturos de cor verde.; Campos de Altitude.","IPA0065453",NA,"Dalcin, E.C.",NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:37:20-03","UFJF","CESJ","9324","PreservedSpecimen","Plantae","Angiosperma",NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","L. Krieger; U.C. Câmara","CESJ9324","1970","09","29","América do Sul","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,"Arbusto, em galerias sombreadas.","CESJ009324",NA,"E.F. Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:37:20-03","UFJF","CESJ","49508","PreservedSpecimen","Plantae","Angiosperma",NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","F.R.G. Salimena; P.H. Nobre","2490","2007","10","06","América do Sul","Brasil","Minas Gerais","Rio Preto","RPPN Mato Limpo, Gruta dos Macacos.","-43.8278007507324","-22.0891990661621",NA,NA,"Erva, folhas carnosas, flores alvas, estames creme. Interior de mata de grota úmida. Lapa.","CESJ049508",NA,"E.F.Guimarães",NA,"20815","auto",NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:37:20-03","UFJF","CESJ","48855","PreservedSpecimen","Plantae","Angiosperma",NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","K. Antunes; N.L. Abreu; P.L. Viana; F.S. Souza; N.F.O. Mota; T.E. Almeida; A.M. Teles; B.No","247","2007","04","10","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,"Erva terrestre, ca. 1m, em campo com solo arenoso. Frutos.","CESJ048855",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-04-27 16:10:06-03","UFES","VIES","30204","S","Plantae",NA,NA,"Gentianaceae","Macrocarpaea","glaziovii","Macrocarpaea glaziovii","Gilg","Zorzanelli, J.P.F.; Carvalho Filho, J.H.","83","2011","08","26",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1422",NA,NA,"VIES030204","VIES030204","Zorzanelli, J.P.F.","1422","32198","auto",NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA
