"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"54","2016-03-09 17:11:56-03","MNHN","RECOLNAT_MNHN_P","P00871543","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Valls, J.F.M.",NA,"1989","12","2",NA,"Brasil","Rio Grande do Sul","Proximidades do Restaurante no acesso a Soledade, na estrada Porto Alegre - Passo fundo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00871543' target='other'> <mi>dwc_moreinfo</mi></a>","P00871543","P00871543_01",NA,NA,NA,NA,"Soledade","-52.5102996826172","-28.8183002471924","42411","auto",NA,NA,NA,NA,NA,NA,"12191",NA
"55","2021-02-11 17:21:19-03","UFPR","UPCB","877","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Reitz, P.R.","5263","1953","01","26",NA,"Brasil","Paraná",NA,NA,"Campo, altitude 750m s.n.m..","UPCB0039177","UPCB0039177",NA,"Oliveira, R.C.","2001","08","Mafra",NA,NA,NA,NA,NA,"03",NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:21:19-03","UFPR","UPCB","2153","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","5457","1959","01","29",NA,"Brasil","Paraná","Estrada Castro-Tibagi, Fazenda Palmito",NA,"Campo, brejo..","UPCB0039174","UPCB0039174",NA,"Oliveira, R.C.","2001","08","Tibagi","-50.4136009216309","-24.5093994140625","56988","auto",NA,"03",NA,NA,NA,NA,NA,NA
"57","2021-02-11 17:21:19-03","UFPR","UPCB","9952","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","28212","1971","12","04",NA,"Brasil","Paraná","Rio Chopim",NA,"Brejo..","UPCB0039176","UPCB0039176",NA,"Oliveira, R.C.","2001","08","Palmas","-51.9906005859375","-26.4841995239258","46666","auto",NA,"03",NA,NA,NA,NA,NA,NA
"58","2021-02-11 17:21:19-03","UFPR","UPCB","34011","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Cervi, A.C.","3548","1991","12","16",NA,"Brasil","Paraná","Rio das Mortes - campo próximo à ponte - PR 151",NA,"Erva cespitosa..","UPCB0039179","UPCB0039179",NA,"Oliveira, R.C.","2001","08","Jaguariaíva","-49.7057991027832","-24.2511005401611","44368","auto",NA,"03",NA,NA,NA,NA,NA,NA
"59","2021-02-11 17:21:19-03","UFPR","UPCB","19365","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","47586","1984","03","08",NA,"Brasil","Paraná","Rod. BR-277, descida Rio Capivara",NA,"Campo, depressão brejosa..","UPCB0039180","UPCB0039180",NA,"Oliveira, R.C.","2001","08","Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,"03",NA,NA,NA,NA,NA,NA
"60","2021-02-11 17:21:19-03","UFPR","UPCB","4737","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","9644","1962","11","18",NA,"Brasil","Paraná","Rod. do Café, Rio Tibagi",NA,"Zona de campo, brejo..","UPCB0039178","UPCB0039178",NA,"Oliveira, R.C.","2001","08","Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,"03",NA,NA,NA,NA,NA,NA
"61","2010-04-23 21:34:00-03","MO","MOBOT","2228105","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Osvaldo Morrone|Norma B. Deginani|Diego Giraldo-Cañas","Morrone 1682","1996","10","20","South America","Argentina","Misiones","campos del Teyú Cuaré",NA,NA,NA,NA,NA,"Morrone, O.",NA,NA,"San Ignacio","-55.58333","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","223206","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Osvaldo Morrone|José F. Pensiero","Morrone 415","1992","4","29","South America","Paraguay","Amambay","Ruta 5, 29 km. al W de Pedro J. Caballero, camino al Cerro Corá, Sierra de Amambay.",NA,NA,NA,NA,NA,"O. Morrone, 1999 (SI)",NA,NA,NA,"-55.86666","-22.53333",NA,NA,NA,NA,NA,NA,NA,NA,"30","1"
"63","2009-07-27 09:22:00-03","MO","MOBOT","2429210","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 6452","1997","9","22","South America","Argentina","Misiones","camino superior de entrada al Pque. Prov. Teyucuaré, zona de campos",NA,NA,NA,NA,NA,"Morrone, O.",NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2009-07-05 15:35:00-03","MO","MOBOT","251232","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen","Isotype","Jason R. Swallen","Swallen 7790","1945","12","19","South America","Brazil","Rio Grande do Sul","Passo Fundo, Fazenda da Brigada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2018-06-26 16:22:00-03","MO","MOBOT","2518179","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Émile Hassler","Hassler 10749","1907",NA,NA,"South America","Paraguay","Amambay","Sierra de Amambay.",NA,NA,NA,NA,NA,"F.O. Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"66","2013-12-10 05:33:00-02","MO","MOBOT","2518195","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Roberto Kiesling|Emilio A. Ulibarri|Marizza Quintana","Kiesling 9766","2000","10","18","South America","Paraguay","Concepción","Valle Mi, 5 km S del pueblo",NA,NA,NA,NA,NA,"Morrone, O., I-",NA,NA,NA,"-57.83333","-22.18333",NA,NA,NA,NA,NA,NA,"119.00000000",NA,NA,NA
"67","2014-04-02 11:53:00-03","MO","MOBOT","2971238","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Timothy J. Killeen","Killeen 2453","1987","4","14","South America","Bolivia","Santa Cruz","Est. Salta, 10km S of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.",NA,NA,NA,NA,NA,"Z. Rugolo",NA,NA,"Nuflo de Chavez","-62","-16.2166667",NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,"1"
"68","2020-10-20 15:00:18-03","FUVATES","HVAT","1275","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"E. Freitas","s.n.","2003","11","28",NA,"Brasil","Rio Grande do Sul",NA,NA,"espécie campestre","HVAT00001275",NA,NA,"E. Freitas","2007","01","São Francisco de Paula","-50.583611","-29.448056",NA,NA,NA,"12","50º35'1''W","29º26'53''S",NA,NA,NA,NA
"69","2020-12-16 11:32:59-03","UFG","UFG","42007","S","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Resende, I.L.M.","1332","2009","03","03",NA,"Brasil","Goiás",NA,NA,NA,"UFG0042007","UFG0042007",NA,NA,NA,NA,"Bela Vista","-48.859917","-16.956731",NA,NA,NA,NA,"-48.859917","-16.956731",NA,NA,NA,NA
"70","2019-12-19 11:20:07-03","UFG","UFG","42010","S","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Resende, I.L.M.","1190","2009","02","03",NA,"Brasil","Goiás",NA,NA,"Nativa herbácea, inflorescência verde amarronzada. 50cm de altura.","UFG0042010","UFG0042010",NA,"Resende, I.L.M.","2009","02","Bela Vista de Goiás","-48.786944","-17.008056",NA,NA,NA,"03","-48.786944","-17.008056",NA,NA,NA,NA
"71","2021-01-26 14:12:51-03","CPACT","ECT","3947","PreservedSpecimen","Plantae","Embryophyta",NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"M.M.Marchi; J.Mujica | C.Mistura | P.S.Rocha","2760","2010","12","07",NA,"Brasil","Rio Grande do Sul","Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Campo nativo, ecossistema de butiazal. Solo turfoso.",NA,NA,"ECT0003947","ECT0003947",NA,"M.M.Marchi","2010","12","Tapes","-51.368333","-30.545556",NA,NA,NA,"07","51º22'6''W","30º32'44''S","50","50",NA,NA
"72","2021-01-26 14:12:51-03","CPACT","ECT","2690","PreservedSpecimen","Plantae","Embryophyta",NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"M.M.Marchi; J.Mujica | I.Goulart","3242","2011","11","28",NA,"Brasil","Rio Grande do Sul","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 3 de monitoramento.",NA,NA,"ECT0002690","ECT0002690",NA,"J.F.M.Valls","2012","10","Tapes","-51.368333","-30.545556",NA,NA,NA,"18","51º22'6''W","30º32'44''S","50","50",NA,NA
"73","2021-01-26 14:12:51-03","CPACT","ECT","2198","PreservedSpecimen","Plantae","Embryophyta",NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"M.M.Marchi; J.Mujica | C.C.Mistura | J.Villela","3213","2011","11","16",NA,"Brasil","Rio Grande do Sul","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,"ECT0002198","ECT0002198",NA,"M.M.Marchi","2012","10","Tapes","-51.359722","-30.522778",NA,NA,NA,"16","51º21'35''W","30º31'22''S","40","40",NA,NA
"74","2021-01-26 14:12:51-03","CPACT","ECT","2191","PreservedSpecimen","Plantae","Embryophyta",NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"M.M.Marchi; J.Mujica","2715","2010","11","04",NA,"Brasil","Rio Grande do Sul","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,"ECT0002191","ECT0002191",NA,"M.M.Marchi","2010","11","Tapes","-51.359722","-30.522778",NA,NA,NA,"04","51º21'35''W","30º31'22''S","40","40",NA,NA
"75","2021-01-26 14:12:51-03","CPACT","ECT","2192","PreservedSpecimen","Plantae","Embryophyta",NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"M.M.Marchi; J.Mujica","2717","2010","11","04",NA,"Brasil","Rio Grande do Sul","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,"ECT0002192","ECT0002192",NA,"M.M.Marchi","2010","11","Tapes","-51.359722","-30.522778",NA,NA,NA,"04","51º21'35''W","30º31'22''S","40","40",NA,NA
"76","2021-01-26 14:12:51-03","CPACT","ECT","2194","PreservedSpecimen","Plantae","Embryophyta",NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"M.M.Marchi; J.Mujica | C.C.Mistura | P.S.G.Rocha","2765","2010","12","07",NA,"Brasil","Rio Grande do Sul","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 3 de monitoramento.",NA,NA,"ECT0002194","ECT0002194",NA,"M.M.Marchi","2010","12","Tapes","-51.368333","-30.545556",NA,NA,NA,"07","51º22'6''W","30º32'44''S","50","50",NA,NA
"77","2021-01-26 14:12:51-03","CPACT","ECT","2188","PreservedSpecimen","Plantae","Embryophyta",NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"M.M.Marchi; J.Mujica | C.C.Mistura | P.S.G.Rocha","2764","2010","12","07",NA,"Brasil","Rio Grande do Sul","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 3 de monitoramento.",NA,NA,"ECT0002188","ECT0002188",NA,"M.M.Marchi","2010","12","Tapes","-51.368333","-30.545556",NA,NA,NA,"07","51º22'6''W","30º32'44''S","50","50",NA,NA
"78","2020-09-12 05:00:02-03","US","US","1961358","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen","Holotype","J. R. Swallen","7790","1945","12","19","South America","Brazil","Rio Grande do Sul","Passo Fundo, Fazenda da Brigada.",NA,NA,"US00140147","US00140147_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"79","2020-09-02 16:37:11-03","Cenargen","CEN","56745","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cf. compressifolium","Paspalum cf. compressifolium","Swallen",NA,"Hilda Maria Longhi Wagner","9487","2005","03","09",NA,"Brasil","PR","Jaguariaiva-Piraí do Sul. PR 151.","Exsicatas","Doação - Herb. UFRGS - Porto Alegre ICN:136781. Duplicatas: CEN, SI.","CEN00056745","CEN00056745",NA,NA,NA,NA,"JAGUARIAIVA","-49.7057991027832","-24.2511005401611","44368","auto",NA,NA,"-49802222.0","-24340277.0","1100","1100",NA,"1"
"80","2020-09-02 16:37:11-03","Cenargen","CEN","11749","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Antônio Krapovickas - IBONE","40797","1987","01","12",NA,"Brasil",NA,"Vila Velha - PR. Ao redor do camping.","Exsicatas","Campestre. Doação (CTES) - Argentina.","CEN00011749","CEN00011749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"81","2020-09-02 16:37:11-03","Cenargen","CEN","104876","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Marlene Machado Marchi","2760","2010","12","07",NA,"Brasil","RS","Fazenda São Miguel, área de conservação do Banco de germoplasma in situ de Butia odorata. Área 3 de monitoramento. Elevação 40-50 m.","Exsicatas","Campo nativo, ecossistema de butiazal. Doação Herbário da Embrapa Clima Temperado - HECT.","CEN00104876","CEN00104876",NA,"M. M. Marchi","2010","12","TAPES","-51.368333","-30.545555",NA,NA,NA,NA,"-51.368333","-30.545555",NA,NA,NA,"1"
"82","2020-09-02 16:37:11-03","Cenargen","CEN","112563","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Marcelo Mattos Cavallari","772","2019","03","13",NA,"Brasil","SP","Planta cultivada em canteiro no banco de Germoplasma da Embrapa Pecuária Sudeste, Fazenda Canchim.","Unicata","Cod. Acesso: 00028338-2. BGP- 176. Área agrícola irrigada, próxima a fragmento de Floresta Estacional Semidecidual. Material conservado no Banco de Germoplasma de Paspalum a partir de coleta de: J.F.M.Valls, K.E. Gomes, S.T.S. Miotto & G.P. Silva 11081 realizada em: 21.11.1987, no município de Campo Largo - PR. Doação Embrapa Pecuária Sudeste.","CEN00112563","CEN00112563",NA,NA,NA,NA,"SAO CARLOS","-47.841666","-21.961944",NA,NA,NA,NA,"-47.841666","-21.961944","856","856",NA,"1"
"83","2020-09-02 16:37:11-03","Cenargen","CEN","112564","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Marcelo Mattos Cavallari","773","2019","03","13",NA,"Brasil","SP","Planta cultivada em canteiro no banco de Germoplasma da Embrapa Pecuária Sudeste, Fazenda Canchim.","Unicata","Cod. Acesso: 00054475-9. BGP- 380. Área agrícola irrigada, próxima a fragmento de Floresta Estacional Semidecidual. Material conservado no Banco de Germoplasma de Paspalum a partir de coleta de: (sem identificação de coletor) s/n, realizada em: (sem data), no município de São Carlos - SP. Doação Embrapa Pecuária Sudeste.","CEN00112564","CEN00112564",NA,NA,NA,NA,"SAO CARLOS","-47.841666","-21.961944",NA,NA,NA,NA,"-47.841666","-21.961944","856","856",NA,"1"
"84","2020-09-02 16:37:11-03","Cenargen","CEN","33046","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Luisa Thereza Dombrowski","6825","1977","01","30",NA,"Brasil",NA,"PR - Capão da Imbuia.","Exsicatas","Doação - Museu Botânico Municipal - Curitiba.","CEN00033046","CEN00033046",NA,"G. H. Rua","2007","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"85","2020-09-02 16:37:11-03","Cenargen","CEN","56993","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Regina Célia Oliveira","1450","2003","04","24",NA,"Brasil","DF","Parque Nacional de Brasília, próximo ao depósito de madeira.","Exsicatas","Ereta.","CEN00056993","CEN00056993",NA,NA,NA,NA,"BRASILIA","-47.926388","-15.731666",NA,NA,NA,NA,"-47.926388","-15.731666","1075","1075",NA,"3"
"86","2020-09-02 16:37:11-03","Cenargen","CEN","56995","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Regina Célia Oliveira","1452","2003","04","24",NA,"Brasil","DF","Parque Nacional de Brasília, próximo ao depósito de madeira.","Exsicatas","Frequente na estrada, aparentemente, nao atinge o cerrado.","CEN00056995","CEN00056995",NA,"G. H. Rua","2007","05","BRASILIA","-47.926388","-15.731666",NA,NA,NA,NA,"-47.926388","-15.731666","1074","1074",NA,"5"
"87","2020-09-02 16:37:11-03","Cenargen","CEN","64335","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Gabriel Hugo Rua","734","2005","02","10",NA,"Brasil","SC","SC-438, ca. 17 km passando a ponte sobre o rio Lava-tudo em direção Lages - São Joaquim, à direita da estrada.","Exsicatas",NA,"CEN00064335","CEN00064335",NA,NA,NA,NA,"SAO JOAQUIM","-49.989166","-28.201944",NA,NA,NA,NA,"-49.989166","-28.201944",NA,NA,NA,"2"
"88","2020-09-02 16:37:11-03","Cenargen","CEN","64366","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Gabriel Hugo Rua","760","2005","02","12",NA,"Brasil","PR","BR-376 km 530,7, campo á direita da estrada logo passando a ponte sobre o Rio Tibagi em direção Ponta Grossa.","Exsicatas",NA,"CEN00064366","CEN00064366",NA,NA,NA,NA,"PONTA GROSSA","-49.892222","-25.298333",NA,NA,NA,NA,"-49.892222","-25.298333","967","967",NA,"2"
"89","2020-09-02 16:37:11-03","Cenargen","CEN","64367","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Gabriel Hugo Rua","761","2005","02","12",NA,"Brasil","PR","BR-376 km 530,7, campo á direita da estrada logo passando a ponte sobre o Rio Tibagi em direção Ponta Grossa.","Exsicatas",NA,"CEN00064367","CEN00064367",NA,"G. H. Rua","2005","02","PONTA GROSSA","-49.892222","-25.298333",NA,NA,NA,NA,"-49.892222","-25.298333","967","967",NA,"2"
"90","2020-09-02 16:37:11-03","Cenargen","CEN","64370","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Gabriel Hugo Rua","764","2005","02","12",NA,"Brasil","PR","PR-340 Castro - Tibagi, ca. 16 km de Castro, logo após a subida da serra.","Exsicatas","Anteras amarelas, estigmas pálidos.","CEN00064370","CEN00064370",NA,NA,NA,NA,"CASTRO","-50.157222","-24.765833",NA,NA,NA,NA,"-50.157222","-24.765833","1203","1203",NA,"3"
"91","2020-09-02 16:37:11-03","Cenargen","CEN","70874","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Gabriel Hugo Rua","883","2007","04","04",NA,"Brasil","DF","Fazenda Sucupira, estrada de acesso desde Riacho Fundo, ca. 2,8 Km antes do refeitório.","Exsicatas","Cerrado em encosta a direita (W) da estrada.","CEN00070874","CEN00070874",NA,NA,NA,NA,"BRASILIA","-48.007777","-15.890277",NA,NA,NA,NA,"-48.007777","-15.890277","1115","1115",NA,"4"
"92","2020-09-02 16:37:11-03","Cenargen","CEN","89964","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"José Francisco Montenegro Valls","12266","1989","12","04",NA,"Brasil","RS","21 km a leste do viaduto para Itacurubi, na BR - 287.","Exsicatas",NA,"CEN00089964","CEN00089964",NA,"R. C. Oliveira","2004",NA,"SANTIAGO","-54.883333","-29.133333",NA,NA,NA,NA,"-54.883333","-29.133333","470","470",NA,"3"
"93","2020-09-02 16:37:11-03","Cenargen","CEN","89975","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"José Francisco Montenegro Valls","12280","1989","12","05",NA,"Brasil","RS","3,5 km ao norte da primeira ponte sobre o rio Vacaria, desde Santa Maria para a BR- 290.","Exsicatas","Mostra semelhança com as plantas de Paspalum lepton coletadas no mesmo local, mas não parece ter rizomas bem desenvolvidos.","CEN00089975","CEN00089975",NA,"R. C. Oliveira","2004",NA,"SANTA MARIA","-53.75","-29.816666",NA,NA,NA,NA,"-53.75","-29.816666","180","180",NA,"2"
"94","2020-09-02 16:37:11-03","Cenargen","CEN","38084","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Sem Coletor",NA,"1968","01","12",NA,"Brasil","PR",NA,"Exsicatas","Doação Instituto de Botânica SP.","CEN00038084","CEN00038084",NA,"G. H. Rua","2007","05","GUARAPUAVA","-51.4580993652344","-25.395299911499","53832","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"95","2020-09-02 16:37:11-03","Cenargen","CEN","51103","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"José Francisco Montenegro Valls","14818","2002","02","20",NA,"Brasil","PR","56,6 km desde o início da estrada para Mangueirinha em Palmas (rumo noroeste).","Exsicatas","Pertence ao grupo Plicatula. O local fica a 13,4 km ao sul do rio Covó. 2n=40 (A. Peñaloza & A. C. C. Machado).","CEN00051103","CEN00051103",NA,"G. H. Rua","2007","05","MANGUEIRINHA","-52.1755981445312","-25.9410991668701","42783","auto",NA,NA,"-5219083.0","-2610361.0","1000","1000",NA,"2"
"96","2020-09-02 16:37:11-03","Cenargen","CEN","11706","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Antônio Krapovickas - IBONE","40758","1987","01","11",NA,"Brasil","PR","Camino a Rio São Jorge.","Exsicatas","Cespitosa, hojas verde-glauco. Doação (CTES) - Argentina.","CEN00011706","CEN00011706",NA,NA,NA,NA,"PONTA GROSSA","-50.1618995666504","-25.0949993133545","46557","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"97","2020-09-02 16:37:11-03","Cenargen","CEN","56653","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hilda Maria Longhi Wagner","9431","2005","03","07",NA,"Brasil","PR","Junto ao Parque Estadual de Vila Velha. BR 376.","Exsicatas","Doação - Herb. UFRGS - Porto Alegre ICN:136688. Duplicatas: CEN, SI.","CEN00056653","CEN00056653",NA,NA,NA,NA,"PONTA GROSSA","-50.1618995666504","-25.0949993133545","46557","auto",NA,NA,"-50018611.0","-25249722.0","800","800",NA,"1"
"98","2020-09-02 16:37:11-03","Cenargen","CEN","56663","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hilda Maria Longhi Wagner","9442","2005","03","07",NA,"Brasil","PR","Estrada Castro -Tibagi.","Exsicatas","Brejo seco no momento com predomínio de P. cordatum, com Otachyrium versicolor e Eriochrysis, Danthonia + P. polyphyllum. Doação - Herb. UFRGS - Porto Alegre ICN:136735. Duplicatas: CEN, SI.","CEN00056663","CEN00056663",NA,NA,NA,NA,"TIBAGI","-50.4136009216309","-24.5093994140625","56988","auto",NA,NA,"-50181944.0","-24736666.0","1200","1200",NA,"1"
"99","2020-09-02 16:37:11-03","Cenargen","CEN","10463","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"José Francisco Montenegro Valls","2753","1973","10","31",NA,"Brasil","RS","Km 157 da BR-290, próximo à ponte sobre o Rio Piquiri.","Exsicatas","Na vegetação do talude da rodovia. Paspalum (Grupo plicatula). Doação - Herb. U.F.R.G.S. - Porto Alegre. ICN nº 24419.","CEN00010463","CEN00010463",NA,"J. F. M. Valls","2018","01","CACHOEIRA DO SUL","-52.8939018249512","-30.0391998291016","71201","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"100","2020-09-02 16:37:11-03","Cenargen","CEN","10462","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"José Francisco Montenegro Valls","2745","1973","10","31",NA,"Brasil","RS","Km 157 da BR-290, próximo à ponte sobre o Rio Piquiri.","Exsicatas","Na vegetação do talude da rodovia. Paspalum (Grupo plicatula). Doação - Herb. U.F.R.G.S. - Porto Alegre. ICN nº 24411.","CEN00010462","CEN00010462",NA,"J. F. M. Valls","2018","01","CACHOEIRA DO SUL","-52.8939018249512","-30.0391998291016","71201","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"101","2020-09-02 16:37:11-03","Cenargen","CEN","51089","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"José Francisco Montenegro Valls","14804","2002","02","18",NA,"Brasil","RS","Ao longo da rodovia BR-158, cerca de 10 km ao norte do trevo de acesso a Júlio de Castilhos.","Exsicatas","Base achatada. Touceiras recém queimadas rebrotando com vigor pela margem.","CEN00051089","CEN00051089",NA,"J. F. M. Valls","2002","02","JULIO DE CASTILHOS","-53.6817016601562","-29.226900100708","41205","auto",NA,NA,"-5365694.0","-2915806.0",NA,NA,NA,"2"
