"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","relationshipType","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1014232","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"E. P. Heringer","11270",NA,NA,"South America","Brazil","Samambaia, Rio Corumbá.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108660' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014232","NY01014232_01","M. H. Nee","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1014195","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"H. S. Irwin","12464a","1966","02","South America","Brazil","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108617' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014195","NY01014195_01","R. Simão-Bianchini","Goiás","Alto Paraíso de Goiás","-47.65562","-14.1167","10","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00864708","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"G. Mitzi","17","1967","04","South America","Brazil","Facenda Sucupira, propiedade do Ministério da Agricultura","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=957403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00864708","NY00864708_01","M. H. Nee","Distrito Federal","Brasília","-47.9294","-15.7797","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","571977","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"H. S. Irwin","14888","1966","04","South America","Brazil","Ca. 5 km S of Rio Roda Velha, ca. 150 km SW of Barreiras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571977","NY00571977_01","R. Simão-Bianchini","Bahia",NA,NA,NA,"15","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","336557","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.","isotype","L. Riedel",NA,"1834","09","South America","Brazil","Prope Paracatú","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00336557","NY00336557_01",NA,"Minas Gerais","Paracatú","-46.8744","-17.2222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:37:34-03","EAO","IAN","106801","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Magalhães, MG","s.n.","1949","09","Southern America","Brasil","Cerrado pedregoso base da Serra do Curral.",NA,NA,"IAN106801",NA,"Moreira, ALC","Minas Gerais","Buenópolis","-44.1800003051758","-17.8733005523682","04",NA,NA,"2015","12","29","42854","auto",NA,NA,NA,NA,NA
"17","2021-01-14 15:27:26-03","MN","R","40728","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Costa, B.","144","1933","05",NA,"Brasil",NA,NA,NA,NA,NA,"Kuhl, J.S.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:33:37-03","UFJF","CESJ","1280","PreservedSpecimen","Plantae","Angiosperma",NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meissn.",NA,"L. Krieger","CESJ1280","1949","02","América do Sul","Brasil","Fazenda Borda do Campo",NA,NA,"CESJ001280",NA,NA,"Minas Gerais","Antônio Carlos","-43.7467002868652","-21.3180999755859","20",NA,NA,NA,NA,NA,"30131","auto",NA,NA,NA,NA,NA
"19","2019-11-21 14:33:37-03","UFJF","CESJ","49124","PreservedSpecimen","Plantae","Angiosperma",NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meissn.",NA,"L. Krieger","CESJ49124","1944","02","América do Sul","Brasil","Fazenda da Borda, Campo",NA,"Erva ereta, flor lilás","CESJ049124",NA,NA,"Minas Gerais",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-07 11:42:31-03","UFMS","CGMS","63915","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"G. Hatschbach","34043","1974","02",NA,"Brasil","Arredores.",NA,"Flor anil. Habitat: Campo cerrado. Habito: Ereta. 0,5 m de altura.","CGMS1096883",NA,"R. Simão-Bianchini","Mato Grosso","Itaquire.",NA,NA,"11",NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:42:31-03","UFMS","CGMS","35295","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"A. Francener; G.A. Damaceno-Junior; M.D. Andrade; D.R. Padilha","951","2010","03",NA,"Brasil","Lado direito da Rodovia BR-267.",NA,"Corola lilás. Folhas discolores verde-claras papiráceas. Habitat: Cerrado com muitas pedras em morra no lado direito da estrada. Habito: Erva, heliófila.","CGMS1064693",NA,"G. Staples","Mato Grosso do Sul","Porto Murtinho","-57.5666667","-21.7441666","27","275","275",NA,NA,NA,NA,NA,"-57,5666667","-21,7441666",NA,NA,NA
"22","2021-04-07 11:42:31-03","UFMS","CGMS","41557","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"A. Pott; V.J. Pott; A.L.B. Sartori; S. Aragaki; L.C.P. Lima; M. Moraes","8854","2001","04",NA,"Brasil","Fazenda Costa Mesa, Rodovia BR-267, 17 km leste de Porto Murtinho.",NA,"Flor azul. Habitat: Vegetação secundária arbustiva espinhosa de Chaco. Solo argiloso vértico salino. Relevo plano. Habito: Erva ereta, 1,00 m de altura. Frequente.","CGMS1071542",NA,"G. Staples","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","04",NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA
"23","2020-03-11 17:22:11-03","UTFPR","HCF","30801","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"M.L. Fonseca","3940","2002","12",NA,"Brasil","APA Gama-Cabeça de Veado. ARIE Córrego",NA,"subarbusto ca. 0,70 m altura. Folhas discolores, pilosas, cartáceas. Sépalas alvas, pilosas. Botões florais lilases. Ocasional. Cerrado ralo, queimado.",NA,NA,"A.L. Moreira","DF","Brasília","-47.944639","-15.901389","09","1020","1020","2012",NA,NA,NA,NA,"47°56'40,7 W","15°54'05 S",NA,NA,NA
"24","2020-11-16 13:23:09-03","UFT","HTO","3153","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"G.F. Árbocz","6326","1999","01",NA,"Brasil","Estrada para Aparecida do Rio Negro, entrada para a Fazenda Agronorte, alto da Serra do Lajeado. Cerrado antropizado, solo com laterita",NA,NA,NA,NA,"A.L. Moreira","TO","Palmas","-48.215833","-10.191389","12",NA,NA,"2012","09","18",NA,NA,"48°12'57W","10°11'29S",NA,NA,NA
"25","2020-12-11 11:34:48-03","UFMG","BHCB","40881","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Costa, LVC","s.n.","1998","01","Southern America","Brasil","UHE de Queimado.",NA,"Arbusto; Cerrado","BHCB010793",NA,NA,"Minas Gerais","Unaí","-46.9061012268066","-16.3575000762939","20",NA,NA,"2004",NA,NA,"97926","auto",NA,NA,NA,NA,NA
"26","2021-02-12 12:24:44-03","UFMA","MAR","5553","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Marinho, G.",NA,"2011","03",NA,"Brasil","Base Geraldina",NA,"Trepadeira, inflorescência com flores grandes, tubulares e rosa",NA,NA,NA,"Maranhão","Mirador","-44.925556","-6.4725","04",NA,NA,NA,NA,NA,NA,NA,"44º55'32W","06º28'21S",NA,NA,NA
"27","2015-08-13 05:50:00-03","MO","MOBOT","100605179","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"J.R.I. Wood|R.M. Harley|Thomas F. Daniel","Wood 18210","2002","4","South America","Bolivia","Along path to Campamiento Huanchaca 2 on Meseta de Caparuch, Parque Noel Kempff Mercado.",NA,NA,NA,NA,"J.R.I. Wood (OXF)","Santa Cruz","Velasco",NA,NA,"19","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"28","2015-08-05 09:59:00-03","MO","MOBOT","100837138","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"William R. Anderson","Anderson 7920","1973","3","South America","Brazil","1 km E of São João da Aliança.",NA,NA,NA,NA,"R. Simão-Bianchini","Goiás",NA,NA,NA,"24","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"29","2020-04-16 15:30:00-03","MO","MOBOT","1152602","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Silvia Jiménez|E. Gutiérrez","Jiménez 1315","1997","3","South America","Bolivia","Parque Nacional Noel Kempff Mercado; Campamento Huanchaca II a 5 km hacia la antigua pista. Bosque cerrado.",NA,NA,NA,NA,"M. Nee","Santa Cruz","Velasco","-60.74444","-14.52416","8","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-04-26 14:54:51-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Fonseca, ML; Mendonça, RC; Oliveira, FCA; Cardoso, E","4392","2003","03","Southern America","Brazil","Fazenda Quintas vic., Serra da Biboca, próximo à Fazenda Quintas. Solo: argiloso; Relevo: plano; Vegetaçao: cerrado aberto graminoso.",NA,"Subarbusto heliófito ca. 0,60 m altura; folhas membranáceas, alvascentas, vilosas; flores brancas. Comum.","CONV013553",NA,"Staples, G","Goiás","Planaltina de Goiás Mcpo.","-47.685278","-15.388778","20",NA,NA,"2016","05","13",NA,NA,"-47.685278","-15.388778",NA,"voucher","HST011810"
"31","2018-04-26 15:49:24-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Francener, A; Damasceno-Junior, GA; Andrade, MD; Padilha, D","95","2010","03","Southern America","Brazil","BR-267, lado direito da Rodovia, Lado direito da Rodovia BR-267.",NA,"Erva, heliófila. Folhas discolores verde-claras papiráceas. Corola lilás.; Cerrado com muitas pedras em morra no lado direito da estrada.","CONV019996,35295",NA,"Staples, G","Mato Grosso do Sul","Porto Murtinho","-57.866667","-21.7","27",NA,NA,"2016","04",NA,NA,NA,"-57.866667","-21.7",NA,"voucher","CGMS35295"
"32","2018-04-26 14:54:51-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Francener, A; Damasceno-Junior, GA; Andrade, MD; Padilha, D","95","2010","03","Southern America","Brazil","BR-267, lado direito da Rodovia, Lado direito da Rodovia BR-267.",NA,"Erva, heliófila. Folhas discolores verde-claras papiráceas. Corola lilás.; Cerrado com muitas pedras em morra no lado direito da estrada.","CONV019997",NA,"Staples, G","Mato Grosso do Sul","Porto Murtinho","-57.866667","-21.7","27",NA,NA,"2016","04",NA,NA,NA,"-57.866667","-21.7",NA,"voucher","UFG46541"
"33","2018-04-26 14:54:51-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Heringer, EP","7893","1961","03","Southern America","Brazil","Horto do Guará",NA,"Cerrado aberto","CONV014563",NA,"Simão-Bianchini, R","Distrito Federal",NA,NA,NA,"01",NA,NA,"2002","09","23",NA,NA,NA,NA,NA,NA,NA
"34","2018-04-26 14:54:51-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Heringer, EP","7893","1961","03","Southern America","Brazil","Horto do Guará",NA,"Cerrado aberto","CONV020365",NA,"Simão-Bianchini, R","Distrito Federal",NA,NA,NA,"01",NA,NA,"2002","09","23",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-19 11:18:15-03","UFG","UFG","16236","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"I.B.C. Silva","34","1995","02",NA,"Brasil",NA,NA,NA,"UFG0016236","UFG0016236",NA,"Goiás","Mineiros","-52.5511016845703","-17.5694007873535","17",NA,NA,NA,NA,NA,"100343","auto",NA,NA,NA,NA,NA
"36","2019-12-19 11:18:15-03","UFG","UFG","10486","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"A. Barbosa","6413","1978","07",NA,"Brasil","Campus Universidade Federal de Goiás",NA,NA,"UFG0010486","UFG0010486",NA,"Goiás","Goiânia","-49.2538986206055","-16.6786003112793","30",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA
"37","2019-12-19 11:18:15-03","UFG","UFG","17936","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"C.W. Dias; et al.","5","1995","06",NA,"Brasil","Reserva da Serra da Canabrava",NA,NA,"UFG0017936","UFG0017936",NA,"Goiás","Minaçu","-48.2200012207031","-13.5331001281738","08",NA,NA,NA,NA,NA,"54065","auto",NA,NA,NA,NA,NA
"38","2021-02-04 10:27:15-03","UFRPE","HST","11816","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"R.C.Mendonça; M.L.Fonseca, F.C.A.Oliveira et E.Cardoso","5479","2003","03",NA,"Brasil","Serra da Biboca próximo a Fazenda Quintas",NA,"Subarbusto escandente, heliófilo; folhas membranáceas; flor com cálice creme, corola e anteras alvas.","HST011816",NA,"M.T.Buril","Goiás","Planaltina de Goiás","-47.685417","-15.388778","20","1095","1095","2009","07","22",NA,NA,"47W41'7,5''","15S23'19,6''",NA,NA,NA
"39","2021-02-04 10:27:15-03","UFRPE","HST","11813","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"M.L.Fonseca; D.Alvarenga","3940","2002","12",NA,"Brasil","APA GAMA-Cabeça de Veado",NA,"Subaebusto ca. 0,70 m alt.; folhas discolores, pilosas, cartáceas; sépalas alvas pilosas; botões florais lilases. Ocasional.","HST011813",NA,"A.M.Miranda","Goiás","Brasília",NA,NA,"09",NA,NA,"2018","04","23",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-04 10:27:15-03","UFRPE","HST","11810","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"M.L.Fonseca; R.C.Mendonça, F.C.A.Oliveira, E.Cardoso","4392","2003","03",NA,"Brasil","Serra da Biboca próximo a Fazenda Quintas",NA,"Subarbusto heliófito ca. 0,60 m alt.; folhas membranáceas, alvacentas, vilosas; flores brancas. Comum.","HST011810",NA,NA,"Goiás","Planaltina de Goiás","-47.685417","-15.388778","20",NA,NA,"2016",NA,NA,NA,NA,"47W41'7,5''","15S23'19,6''",NA,NA,NA
"41","2020-09-02 16:23:29-03","Cenargen","CEN","81623","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"José Rubens Pirani","2128","1987","02",NA,"Brasil","Chapada da Contagem, rodovia para Brazlândia, cerca de 1 km do trevo com a BR -060.","Exsicatas","Vários ramos partindo de um sistema subterrâneo espessado. Folhas discolores, claras na face inferior. Cálice verde claro, corola alva, estilete e filete lavos. Anteras azul acinzentadas com pólen vermelho. Doação do Departamento de Botânica - SPF - Universidade de São Paulo - Royal Botanical Garden - Kew.","CEN00081623","CEN00081623","R. S. Bianchini","DF","BRASILIA","-47.95","-13.916666","11",NA,NA,"2000","12",NA,NA,NA,"-47.95","-13.916666","1",NA,NA
"42","2020-09-02 16:23:29-03","Cenargen","CEN","76136","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Juliene Roveratti Santos","621","2006","12",NA,"Brasil","Parque Nacional de Brasília - local queimado entre os portões 6 e 7.","Exsicatas",NA,"CEN00076136","CEN00076136","M. T. Buril","DF","BRASILIA","-47.935555","-15.629166","01","1215","1215","2012","06",NA,NA,NA,"-47.935555","-15.629166","4",NA,NA
"43","2020-09-02 16:23:29-03","Cenargen","CEN","23523","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Marta Camargo de Assis","11","1994","05",NA,"Brasil","Cerrado a 500 m da Fazenda Sucupira; Logo após o açude da fazenda.","Exsicatas","Corola lilás-clara, quase alva. Anteras amarelas com bordas roxas.","CEN00023523","CEN00023523","M. T. Buril","DF","BRASILIA","-47.9296989440918","-15.7797002792358","05","1080","1080","2012","06",NA,"70570","auto","-4801667.0","-1591667.0","4",NA,NA
"44","2020-09-02 16:23:29-03","Cenargen","CEN","39266","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Ernestino de S. Gomes Guarino","165","2000","05",NA,"Brasil","Cerrado à esquerda da estrada entre o Restaurante e a Sede da Fazenda Sucupira (fitossociologia do Cerrado).","Exsicatas","Estames brancos, planta bastante pilosa.","CEN00039266","CEN00039266","B. M. T. Walter","DF","BRASILIA","-47.9296989440918","-15.7797002792358","09","1100","1100","2014","01",NA,"70570","auto","-4800000.0","-1586667.0","4",NA,NA
"45","2020-09-02 16:23:29-03","Cenargen","CEN","75072","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Eduarda Barreto Andrade Dias","560","2007","04",NA,"Brasil","Parque Nacional de Brasília.","Exsicatas",NA,"CEN00075072","CEN00075072","A. L. Moreira","DF","BRASILIA","-47.9296989440918","-15.7797002792358","19",NA,NA,"2012","07",NA,"70570","auto",NA,NA,"2",NA,NA
