"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","infraspecificEpithet","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"776","2020-12-11 11:34:40-03","UFMG","BHCB","96977","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Sobral, M; Larocca, J","10467","2006","01","10","Southern America","Brasil","Tocantins","Fazenda São João","-48.3602981567383","-10.2128000259399",NA,"Planta coletada em canga próximo de lago sazonal; inflorescências castanhas.; Arvoreta 4-5 m, em cerrado; frutos maduros","BHCB007910",NA,NA,NA,NA,"Palmas",NA,NA,NA,NA,"62375","auto","2010","03","12",NA,NA,NA,NA,NA
"777","2020-12-11 11:34:40-03","UFMG","BHCB","60706","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Farah, FT; Freitas, CA","831","1998","12","15","Southern America","Brasil","Minas Gerais","Fazendas Daterra. Cachoeira Dourada.","-46.9925003051758","-18.9438991546631",NA,"Arvoreta de 2,2 m de altura, com frutos vermelhos com sementes pretas e arilo amarelo; Campo natural","BHCB007911",NA,NA,NA,NA,"Patrocínio",NA,NA,NA,NA,"44638","auto","2010","03","12",NA,NA,NA,NA,NA
"778","2020-12-11 11:34:40-03","UFMG","BHCB","64406","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Barreto, HLM","9145","1937","09","28","Southern America","Brasil","Minas Gerais","Lagoa Santa","-43.8513984680176","-19.7696990966797",NA,"Árvore 3 m; Cerrado","BHCB007916",NA,NA,NA,NA,"Santa Luzia",NA,NA,NA,NA,"19939","auto","2010","03","12",NA,NA,NA,NA,NA
"779","2020-12-11 11:34:40-03","UFMG","BHCB","64405","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Barreto, HLM","2270","1933","08","05","Southern America","Brasil","Minas Gerais","Lagoa Santa","-43.8513984680176","-19.7696990966797",NA,"Árvore 4,00","BHCB007914",NA,NA,NA,NA,"Santa Luzia",NA,NA,NA,NA,"19939","auto","2010","03","12",NA,NA,NA,NA,NA
"780","2020-12-11 11:34:40-03","UFMG","BHCB","198133","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Faria, JEQ","6458","2016","08","20","Southern America","Brasil","Minas Gerais","Margem da BR-040 saindo de Três Marias em direção a João Pinheiro","-45.8333015441895","-18.3383007049561",NA,NA,"BHCB198133",NA,NA,NA,NA,"São Gonçalo do Abaeté","695","695",NA,NA,"75342","auto","2016",NA,NA,NA,NA,NA,NA,NA
"781","2020-12-11 11:34:40-03","UFMG","BHCB","40880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Costa, LVC","s.n.","1998","01","20","Southern America","Brasil","Minas Gerais","UHE de Queimado.","-46.9061012268066","-16.3575000762939",NA,"Árvore 4 m; Cerrado","BHCB007908",NA,NA,NA,NA,"Unaí",NA,NA,NA,NA,"97926","auto","2010","03","12",NA,NA,NA,NA,NA
"782","2019-05-06 14:24:33-03","UFMA","MAR","8503","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","CORREIA, B. E. F.","474","2013","06","08",NA,"Brasil","Maranhão","Restinga da Praia de Itatinga","-44.400472","-2.412944",NA,"Árvore com frutos",NA,NA,NA,NA,NA,"Alcântara",NA,NA,"44º24'01.7W","02º24'46.6S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","2020-03-11 09:00:39-03","URCA","HCDAL","5159","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Nunes, E.; Fernandes, A.","EAC8830","1980","07","08",NA,"Brasil","Piauí","Entre Jerumenia e Marcos Parente.",NA,NA,NA,"Arvoreta; flor esverdeada.; Cerrado.",NA,NA,"Fernandes, A.; Bezerra, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984","04","03",NA,NA,NA,NA,NA
"784","2020-08-20 15:42:02-03","URCA","HCDAL","5738","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Miranda, A.M.; Ferraz, J.","5825","2008","07","24",NA,"Brasil","Bahia","Localidade Ribeirão Grande","-44.9733009338379","-12.3633003234863",NA,"Arvoreta ca. 4m; flores com cálices ferrugíneo, corola e estames verde-amarelo; folíolos coriáceos; inflorescência com raqui ferrugíneo; caule marrom.; Cerrado.",NA,NA,"Miranda, A.M.",NA,NA,"São Desidério",NA,NA,NA,NA,"175149","auto","2008",NA,NA,NA,NA,NA,NA,NA
"785","2020-03-11 09:00:39-03","URCA","HCDAL","17","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Fernandes, A.; Matos","s.n.","1980","07","07",NA,"Brasil","Piauí","Entre Jurumenia e Marcos Parenti",NA,NA,NA,"Árvore; flor esverdeada.; Cerrado.",NA,NA,"Fernandes, A.; Bezerra, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","2021-02-11 17:18:35-03","UFPR","UPCB","21044","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Hatschbach, G.","55997","1991","11","09",NA,"Brasil","Goiás","km 5-10 ao sul",NA,NA,NA,"Árvore típica do cerrado, fruto vermelho-alaranjado..",NA,NA,"Hatschbach, G.",NA,NA,"Campos Belos de Goiás","700","700",NA,NA,NA,NA,"1992","01","01",NA,NA,NA,NA,NA
"787","2021-02-11 17:18:35-03","UFPR","UPCB","29876","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Santos, E.P.",NA,"1993","08","22",NA,"Brasil","Tocantins","Fazenda Gaspareto","-49.6236000061035","-10.7936000823975",NA,"Corola esverdeada, eixo da inflorescência ferrugem..",NA,NA,NA,NA,NA,"Lagoa da Confusão",NA,NA,NA,NA,"144939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"788","2021-02-11 17:18:35-03","UFPR","UPCB","49959","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Liebsch, D.",NA,"2004","10","29",NA,"Brasil","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,"Tibagi",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"789","2009-08-05 10:27:00-03","MO","MOBOT","100205183","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","fulvus","Connarus fulvus","Planch.","Henry H. Rusby","Rusby 1334",NA,NA,NA,"South America","Bolivia",NA,"Mapiri",NA,NA,NA,NA,NA,NA,"Foster's 1958 catalog notes file",NA,NA,NA,"762.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"790","2015-07-17 05:51:00-03","MO","MOBOT","3398365","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Michael J. Balick|J.M. Frazão|Jose Geraldo Alves Vieira|W.S. da Silva","Balick 1584","1983","9","8","South America","Brazil","Goiás","Posto Indígena São José, ca. 20 km west of Tocantinópolis, (FUNAI Reservation--Apinajé Tribe), Mun. Tocantinópolis. Habitat: Disturbed forest with many palm species: Orbignya, Oenocarpus, Syagrus; soil rich in organic matter.","-47.5","-6.5",NA,NA,NA,NA,"R. Liesner",NA,"fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","2012-04-17 16:35:00-03","MO","MOBOT","3174635","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Jacques Jangoux","Jangoux 1706","1981",NA,NA,"South America","Brazil","Goiás","Transamazon Highway between Araguaia River and Tocantins River, 7 km from Araguaia River. Cerrado.","-48.08333","-5.83333",NA,NA,NA,NA,"R.L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","2014-02-14 05:36:00-02","MO","MOBOT","3279962","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Carolyn Proença|Samuel G. M. Bridgwater|J.F. Ribeiro|James A. Ratter|J. Fonsêca F.","Proença 1803","1997","11","11","South America","Brazil","Tocantins","Gurupi. 5 km ao S de Gurupi. Centro Oeste. Cerrado denso.","-49.11666","-11.71666",NA,NA,NA,NA,"C. Proenca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","2008-05-27 22:02:00-03","MO","MOBOT","3177707","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","B.A.S. Pereira","Pereira 1334","1988",NA,NA,"South America","Brazil","Distrito Federal","Sobradinho, mata ciliar do Córrego Capãozinho.",NA,NA,NA,NA,NA,NA,"R.L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","2009-07-20 12:31:00-03","MO","MOBOT","100201663","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","TAXONOMY CLASS","TAXONOMY CLASS 1572","2002","5","7","South America","Brazil","Distrito Federal","Parque Olhos D'Água - Asa Norte, Plano Piloto. Centro-Oeste. Cerrado perturbado.",NA,NA,NA,NA,NA,NA,"Taxonomy class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"795","2012-04-27 14:44:00-03","MO","MOBOT","100470012","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Pedro Fiaschi|Cristina B. Costa","Fiaschi 394","2000","7","30","South America","Brazil","Minas Gerais","Estrada de João Pinheiro para Três Marias.","-46.0666667","-17.9166667",NA,NA,NA,NA,"J.R. Pirani",NA,NA,"João Pinheiro","816.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"796","2008-05-27 22:02:00-03","MO","MOBOT","1009896","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Timothy J. Killeen|G. Cox","Killeen 7279A","1995","11","25","South America","Bolivia","Santa Cruz","Cantón de Lomerio, 456 km al S de Concepción; cerrado denso con mucho Magonia pubescens y Luhea paniculata","-61.99111","-16.53277",NA,NA,NA,NA,"T. Killeen",NA,NA,"Velasco","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA
"797","2015-09-26 06:12:00-03","MO","MOBOT","1151089","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Ademar Soto|S.N. Panfil|Moore|Soliz","Soto 487","1997","1","5","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado colectas generales de Huanchaca I","-60.81277","-13.89472",NA,NA,NA,NA,NA,NA,NA,"Velasco","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","2014-11-06 05:37:00-02","MO","MOBOT","1152803","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Silvia Jiménez|E. Gutiérrez","Jiménez 1374","1997","3","10","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Meseta de Caparuh fallon; de regreso por Los Fierros. Bosque complejo de sabana y cerrado.","-60.76388","-14.55972",NA,NA,NA,NA,NA,NA,NA,"Velasco","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA
"799","2008-05-27 22:02:00-03","MO","MOBOT","1153834","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Bonifacio Mostacedo C.|S. Cabrera","Mostacedo C. 1963","1994","5","22","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado; campamento Huanchaca I. Cerrado denso. Parcela permanente de estudio a 500 m de la pista de aterrizaje.","-60.81444","-13.90611",NA,NA,NA,NA,"E. Gutiérrez",NA,NA,"Velasco","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","2008-05-27 22:02:00-03","MO","MOBOT","1154303","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","A.M. Carrión|S.N. Panfil|L. Arias","Carrión Cuellar 157","1996","8","18","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Meseta de Huanchaca II, a 5 km SE del campamento; bosque seco, con ecotonos de pampa y cerrado, árboles de tallo retorcido y corteza quemada.","-60.7425","-14.3625",NA,NA,NA,NA,NA,NA,NA,"Velasco","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","2008-05-27 22:02:00-03","MO","MOBOT","1155474","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","C. Guardia|Y. Uslar|Juan Surubí","Guardia 217","1997","2","17","South America","Bolivia","Santa Cruz","Parque Noel Kempff Mercado, campamento Las Gamas, con ecotonos de cerrado, pampa y bosque de galería.","-60.38722","-14.80472",NA,NA,NA,NA,NA,NA,NA,"Velasco","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","2008-05-27 22:02:00-03","MO","MOBOT","1720247","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Timothy J. Killeen","Killeen 1924","1990","4","8","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"M.Nee, 88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","2008-05-27 22:02:00-03","MO","MOBOT","1733597","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Yaneth Roca|et al.","Roca de Saldias 1237","2000","8","9","South America","Bolivia","Santa Cruz","Progresiva del Entre San Jose y Ipias. Kp 271+245. Dosel 2-4 metros, suelo completamente arenoso, vegetacion con tallos quemados. Tapon #10.","-60.18611","-18.05222",NA,NA,NA,NA,NA,NA,NA,"Chiquitos","458.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","2008-05-27 22:02:00-03","MO","MOBOT","3177730","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Ezechias P. Heringer","Heringer 5134","1980",NA,NA,"South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.5913889","-15.5905555",NA,NA,NA,NA,"E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","2019-06-27 04:36:00-03","MO","MOBOT","3177754","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","MENDONÇA","MENDONÇA 1559","1989",NA,NA,"South America","Brazil","Bahia","Município de Correntina, fazenda do Sr. Edgard, próximo ao rio das Éguas. Cerrado, solo arenoso.","-45.58333","-13.5",NA,NA,NA,NA,"R.L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","2014-11-10 20:10:00-02","MO","MOBOT","3177759","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","L.G. Violattí|B.M.T. Walter|P.E.N. Silva|Roberta C. de Mendonça","Violatti 23","1989",NA,NA,"South America","Brazil","Bahia","Formosa do Rio Preto; fazenda Lagoa de Fora; cerrado.","-45.58861","-11.16333",NA,NA,NA,NA,"R.L. Liesner",NA,NA,NA,"660.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","2015-01-23 10:20:00-02","MO","MOBOT","3177806","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Scott A. Mori|John D. Mitchell|L.A.M. Silva","Mori 16770","1984","7","12","South America","Brazil","Mato Grosso","Município da Chapada dos Guimarães. MT251, 45 NNe of Cuiabá. Disturbed cerrado.",NA,NA,NA,NA,NA,NA,"E. Forero",NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","2008-05-27 22:02:00-03","MO","MOBOT","3177817","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","B.A.S. Pereira","Pereira 1689","1991",NA,NA,"South America","Brazil","Goiás","Município de Terezina de Goiás. Km 3 da rodovia Terezina de Goiás/Monte Alegre de Goiás.",NA,NA,NA,NA,NA,NA,"B.A.S. Pereira",NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","2009-12-05 05:17:00-02","MO","MOBOT","3177820","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 55997","1991",NA,NA,"South America","Brazil","Goiás","Campos Belos, km 5-10 ao sul.",NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","2008-05-27 22:02:00-03","MO","MOBOT","3177826","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","W. Wayt Thomas","Thomas 5582","1987","12","3","South America","Bolivia","Santa Cruz","Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado. Cerrado between airstrip and destroyed cocaine refinery.","-60.71666","-13.98333",NA,NA,NA,NA,"R.L. Liesner",NA,NA,"Velasco","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","2008-05-27 22:02:00-03","MO","MOBOT","3177856","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Ezechias P. Heringer","Heringer 14900","1976",NA,NA,"South America","Brazil","Distrito Federal","Escola Fazendária. Mata de interflúvio, virgem, solo fértil, sem fogo por muitos anos.",NA,NA,NA,NA,NA,NA,"Carbonó, Vidal, & Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","2008-05-27 22:02:00-03","MO","MOBOT","3177874","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Ezechias P. Heringer","Heringer 2908","1979",NA,NA,"South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.5913889","-15.5905555",NA,NA,NA,NA,"Carbonó, Vidal, & Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","2012-07-28 05:08:00-03","MO","MOBOT","3179302","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","* SILVA","SILVA 189","1990",NA,NA,"South America","Brazil","Minas Gerais","Município de Januária. Caminho entre São Bento e São José da Macaúba. A",NA,NA,NA,NA,NA,NA,"P.E. Nogueira Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","2014-11-11 05:41:00-02","MO","MOBOT","3302271","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","B. José Dias|B.M.T. Walter|M. Pereira N.|E.A. de Castro|N.R. Bensusan","Dias 28","1989","7","28","South America","Brazil","Bahia","Cerrado próximo ao Rio das Éguas (Corrente), estrada de terra entre Correntina - BA/Posse - GO. 110 km a sudeste de Correntina. Solo arenoso.",NA,NA,NA,NA,NA,NA,"B.M.T. Walter",NA,NA,NA,"680.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","2013-06-18 14:17:00-03","MO","MOBOT","3302421","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Timothy J. Killeen","Killeen 1452","1985","11","13","South America","Bolivia","Santa Cruz","Comunidad El Carmen, 40 km S of Concepción on road to Lomerio. Hills, precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.","-62","-16.5",NA,NA,NA,NA,"M. Nee",NA,NA,"Nuflo de Chavez","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"816","2013-02-13 05:33:00-02","MO","MOBOT","935710","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Bonifacio Mostacedo C.|René Guillén V.|Mario Saldias P.|E. Gutiérrez|M. Menacho","Mostacedo C. 1578","1994","5","3","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. 8-9 km; camino a Los Fierros, Aserradero El Tarbo vegetación cerrado.","-60.83333","-14.6",NA,NA,NA,NA,NA,NA,NA,"Velasco","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","2013-02-13 05:33:00-02","MO","MOBOT","936824","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Mario Saldias P.|Luzmila Arroyo P.","Saldias Paz 3502","1993","11","9","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff M. Las Gamas, aproximadamente a 2 km del campamento, linea 200 D. parcela permanente de estudio.","-60.76666","-14.66666",NA,NA,NA,NA,"E. Gutierrez",NA,NA,"Velasco","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","2008-05-27 22:02:00-03","MO","MOBOT","939724","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Bonifacio Mostacedo C.|S. Cabrera|H. Gonzáles","Mostacedo C. 1512","1994","4","2","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros, 10 km E y 1 km S. Vegetacion cerrada; presencia de arboles: Curatella americana, Kielmeyera, Salvertia y Byrsonima. Estrato herbáceo con predominancia de gramíneas.","-60.83333","-14.6",NA,NA,NA,NA,NA,NA,NA,"Velasco","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","2008-05-27 22:02:00-03","MO","MOBOT","941302","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Antony Jardim|R.C. Quevedo|Timothy J. Killeen|Juan Surubí","Jardim 72","1993","11","8","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Los Fierros. Campo rupestre arriba en la serrañia de Caparuch con Sapindaceae,Metrodorea, Neea,Ouratea,Erythroxylum. Substrato duricosta ferruginosa y latosol.","-60.77166","-14.56277",NA,NA,NA,NA,"R. Liesner",NA,NA,"Velasco","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","2013-01-28 05:13:00-02","MO","MOBOT","941369","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","René Guillén V.","Guillén Villarroel 2724","1994","12","4","South America","Bolivia","Santa Cruz","Camino de Empalme de los Fierros al Choré.","-61.15972","-14.34583",NA,NA,NA,NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","2008-05-27 22:02:00-03","MO","MOBOT","942669","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Bonifacio Mostacedo C.","Mostacedo C. 2447","1994","10","30","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado; campamento Los Fierros, 10 km SE y 2 km E del campamento. Vegetación del Cerrado (cerradao), con árboles hasta de 12 m, con Byrsonima, Salvertia, Kielmeyera y Caraipa; estrato herbáceo predominado por gramíneas.","-60.84055","-14.58444",NA,NA,NA,NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","2008-05-27 22:02:00-03","MO","MOBOT","943063","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Bonifacio Mostacedo C.|S. Cabrera","Mostacedo C. 2044","1994","5","21","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Parcela permanente en cerrado a 500 m de la pista de aterrizaje Vegetación cerrado a denso.","-60.81444","-13.90611",NA,NA,NA,NA,NA,NA,NA,"Velasco","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","2008-05-27 22:02:00-03","MO","MOBOT","965016","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Timothy J. Killeen|Juan Surubí","Killeen 7259","1994","11","25","South America","Bolivia","Santa Cruz","Nuflo de Chávez. Camino de Concepción a San Antonio de Lomerio. 37 Km al S de Concepción; cerradão, sobre suelos rojos y pedrejosos dominado por Simaba sp.","-62.10916","-16.44027",NA,NA,NA,NA,"T. Killeen",NA,NA,"Nuflo de Chavez","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","2008-05-27 22:02:00-03","MO","MOBOT","965115","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Timothy J. Killeen|Juan Surubí","Killeen 7259","1994","11","25","South America","Bolivia","Santa Cruz","Nuflo de Chávez. Camino de Concepción a San Antonio de Lomerio. A 37 Km al S de Concepción. Cerradaó, sobre suelos rojos y pedregosos; dominado por Simaba sp.","-62.55055","-16.44027",NA,NA,NA,NA,"T.J. Killeen",NA,NA,"Nuflo de Chavez","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"825","2013-01-28 05:13:00-02","MO","MOBOT","978338","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","René Guillén V.|Pablo Solíz|Juan Surubí","Guillén Villarroel 4173","1995","8","26","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Los Fierros; La Meseta. Campo rupestre. Suelos arenosos.","-60.75805","-14.55833",NA,NA,NA,NA,"R. Liesner",NA,NA,"Velasco","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA
