"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"1","2020-09-23 10:40:03-03","E","E","259265","PreservedSpecimen","Plantae","Labiatae","Aegiphila","mediterranea","Aegiphila mediterranea","isotype","Gardner, George","100","1905","01","10","E. Tropical South America","BR","On the ascent of the Corcovado from Rio de Janeiro","herbarium specimen of unspecif","BGBASE:267154","<a href=http://data.rbge.org.uk/herb/E00259265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:40:03-03","E","E","114656","PreservedSpecimen","Plantae","Labiatae","Aegiphila","mediterranea","Aegiphila mediterranea","isotype","Gardner, George","100",NA,NA,NA,"E. Tropical South America","BR",NA,"herbarium specimen of unspecif","BGBASE:122981","<a href=http://data.rbge.org.uk/herb/E00114656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00114656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-09-23 10:40:03-03","E","E","259266","PreservedSpecimen","Plantae","Labiatae","Aegiphila","mediterranea","Aegiphila mediterranea","isotype","Gardner, George","100","1905","01","10","E. Tropical South America","BR",NA,"herbarium specimen of unspecif","BGBASE:267164","<a href=http://data.rbge.org.uk/herb/E00259266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","103746","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","cestrifolia","Aegiphila cestrifolia","isotype","G. Gardner","100","1836","08",NA,"South America","Brazil","Rio Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00103746","Magnoliophyta","Lamiales","Gardner","Rio de Janeiro","-43.448386","-22.913514","NY00103746_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","103747","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","cestrifolia","Aegiphila cestrifolia","isotype","G. Gardner","100","1836","08",NA,"South America","Brazil","Rio Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00103747","Magnoliophyta","Lamiales","Gardner","Rio de Janeiro","-43.448386","-22.913514","NY00103747_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","542242","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","mediterranea","Aegiphila mediterranea",NA,"E. H. G. Ule","s.n.","1899",NA,NA,"South America","Brazil","Perto de Tijuca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542242","Magnoliophyta","Lamiales","Vell.","Rio de Janeiro","-43.2075","-22.9031","NY00542242_01","H. N. Moldenke","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","542239","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","mediterranea","Aegiphila mediterranea",NA,"L. Riedel","1005","1832","09",NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542239","Magnoliophyta","Lamiales","Vell.","Rio de Janeiro",NA,NA,"NY00542239_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","542238","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","mediterranea","Aegiphila mediterranea",NA,"H. W. Schott","4916",NA,NA,NA,"South America","Brazil","Circa Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542238","Magnoliophyta","Lamiales","Vell.","Rio de Janeiro","-43.448386","-22.913514","NY00542238_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","542241","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","mediterranea","Aegiphila mediterranea",NA,"A. P. Duarte","5024","1959","09","30","South America","Brazil","Jacarepaguá, Floresta da Covanca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542241","Magnoliophyta","Lamiales","Vell.","Rio de Janeiro","-43.2075","-22.9031","NY00542241_01","H. N. Moldenke","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","542240","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","mediterranea","Aegiphila mediterranea",NA,"E. Pereira","4367","1958","10","01","South America","Brazil","Jacarepaguá, Estrada da Boiuna","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542240","Magnoliophyta","Lamiales","Vell.","Rio de Janeiro","-43.2075","-22.9031","NY00542240_01","H. N. Moldenke","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","542243","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","mediterranea","Aegiphila mediterranea",NA,"J. de Saldanha da Gama",NA,"1879","09","14","South America","Brazil","D. F. - Rio Comprido","sheet",NA,"Herbário J. Saldanha <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542243","Magnoliophyta","Lamiales","Vell.","Rio de Janeiro","-43.2075","-22.9031","NY00542243_01","H. N. Moldenke","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
