"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","relatedCatalogItem","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","infraspecificEpithet","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","642523","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","P. K. H. Dusén","G. Jönsson","992a","1914","09","27","South America","Brazil","Paraná",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642523","L.","Itaperuçu","-49.3478","-25.22","NY00642523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01131954","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","R. Lüdtke","R. Lüdtke","128","2003","01","08","South America","Brazil","Rio Grande do Sul","BR 392, km. 193.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285256' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131954","L.","Santana da Boa Vista","-53.1008","-30.9275","NY01131954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","642522","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","S. F. Blake","J. N. Rose","20535","1915","07","26","South America","Brazil","Rio de Janeiro","Vicinity of Itatiaya","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642522","L.","Rio de Janeiro","-43.2075","-22.9031","NY00642522_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","642535","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","J. J. Wurdack","L. T. D. Dombrowski","3794","1971","09",NA,"South America","Brazil","Paraná","Viaduto da Santa-Rodovia do Cafe-Paraná, campo Largo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642535","L.",NA,NA,NA,"NY00642535_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-28 10:05:00-03","NY","NYBG","642538","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","E. M. Grondona","A. Krapovickas","3442","1947","05","10","South America","Argentina","Buenos Aires","Cerro Bachicha, Departamento de Balcarce","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642538",NA,NA,NA,NA,"NY00642538_01","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","642531","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","E. M. Grondona","H. Luederwaldt","499","1910","05","13","South America","Brazil","Rio de Janeiro","Serra do Itatiaya","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642531","L.","Rio de Janeiro","-43.2075","-22.9031","NY00642531_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01131956","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","R. Lüdtke","R. Lüdtke","157","2003","01","15","South America","Brazil","Rio Grande do Sul","RS 020, a 1 km. da cidade em direção à Cambará do Sul.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285273' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131956","L.","Sao Francisco de Paula","-54.0572","-30.3392","NY01131956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","642534","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","J. J. Wurdack","F. Segadas-Vianna","2781","1957","03",NA,"South America","Brazil","São Paulo","Serra da Bocaina, Lageado Farm","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642534","L.","Barreiro","-44.622423","-22.796043","NY00642534_01","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","642536","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","J. Y. V. Norlind","P. K. H. Dusén","6801","1908","10","10","South America","Brazil","Paraná","Serrinha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533896' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642536","L.",NA,NA,NA,"NY00642536_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","642524","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","J. J. Wurdack","A. Lourteig","2250","1967","12","16","South America","Brazil","Santa Catarina","Indios, Campos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642524","L.","Lajes","-50.3258","-27.8161","NY00642524_01","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 20:57:00-03","NY","NYBG","02398781","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis",NA,"A. Krapovickas","3442","1947","05","10","South America","Argentina","Buenos Aires","Cerro Bachicha, Departamento de Balcarce","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2618661' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398781",NA,NA,NA,NA,"NY02398781_01","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","642525","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","L. B. Smith","R. Reitz","5223","1953","01","25","South America","Brazil","Santa Catarina",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642525","L.","Mafra","-49.8053","-26.1117","NY00642525_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","435720","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","guimaraensii","Polygala guimaraensii",NA,"A. C. Brade","19685","1949","02","17","South America","Brazil","Pará","Serra da Esperanca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=57436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00435720","Brade",NA,NA,NA,"NY00435720_01","1100","1100","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 11:09:54-03","UNESP-IBB","BOTU","17297","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Marques, M.C.","Carmello, S.M.","20","1987","11","09",NA,"Brasil","São Paulo",NA,NA,"Flores rosas. Campo rupestre.","BOTU017297","L.","Campos do Jordão","-45.5","-22.75",NA,NA,NA,NA,"1998","05","45°30'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:04-03","UFRJ","RFA","3045","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis",NA,NA,NA,NA,NA,NA,NA,"Indeterminado",NA,NA,NA,NA,"RFA47756","L.","Indeterminado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:32:04-03","UFRJ","RFA","3046","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"RFA47757","L.","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:43-03","UFRJ","RFA","22833","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","J.J. Wurdack","F. Segadas-Vianna; A.C. Brade (20306)","5149","1950","05",NA,NA,"Brasil","Rio de Janeiro","Serra do Itatiaia",NA,NA,"RFA48079","L.","Resende","-44.4467010498047","-22.468900680542",NA,"2300","2300",NA,"1964",NA,NA,NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-27 21:09:17-03","PUCPR","HUCP","18248","S","Plantae","Eudicotiledonea",NA,"Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Cordeiro, J","Selusniaki, M; Beltrami, L","1222","2006","08","26",NA,"Brasil","Paraná",NA,NA,NA,"HUCP00016788","Bittencourt","Balsa Nova","-49.6356010437012","-25.5839004516602","HUCP00016788",NA,NA,NA,"2007",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-27 21:09:17-03","PUCPR","HUCP","5870","S","Plantae","Eudicotiledonea",NA,"Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Acra, LA","Hobold, W","030","1985","06","15",NA,"Brasil","Paraná","Sentido São Mateus, Km 83.",NA,NA,"HUCP00016773","Bittencourt","Curitiba","-49.2731018066406","-25.4277992248535","HUCP00016773",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:15:48-03","NBC","NL-BOTANY","L.3957000","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Lüdtke R","Lüdtke R",NA,"2002","11","02","Southern America","Brazil","Rio Grande do Sul","Cambará do Sul, antigo acesso para o Itaumbezinho.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3957000 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3957000","L.",NA,NA,NA,"NL-L3957000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:15:48-03","NBC","NL-BOTANY","L.4166129","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis",NA,"Pedersen TM",NA,"1984","03","18","Southern America","Brazil",NA,"Plantas Brasilienses. Rio Grande do Sul, mun, Arroio GrandeL around A. Grande.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4166129 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4166129","L.",NA,NA,NA,"NL-L4166129",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1528223","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Lüdtke R","Lindeman JC; Haas JH de",NA,"1967","03","21","Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528223 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528223","L.",NA,NA,NA,"NL-U1528223",NA,NA,NA,"2003","09",NA,NA,NA,NA,"Magnoliopsidae","23","U 0018994",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1528224","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Lüdtke R","Lindeman JC",NA,"1980","12","17","Southern America","Brazil","Rio Grande do Sul",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528224 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528224","L.",NA,NA,NA,"NL-U1528224",NA,NA,NA,"2003","09",NA,NA,NA,NA,"Magnoliopsidae","23","U 0018993",NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1528225","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Lüdtke R","Valls JFM; Arzivenco L",NA,"1972","09","05","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528225","L.",NA,NA,NA,"NL-U1528225",NA,NA,NA,"2003","09",NA,NA,NA,NA,"Magnoliopsidae","23","U 0018997",NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1528226","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Lüdtke R","Lindeman JC",NA,"1980","12","17","Southern America","Brazil","Rio Grande do Sul",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528226","L.",NA,NA,NA,"NL-U1528226",NA,NA,NA,"2003","09",NA,NA,NA,NA,"Magnoliopsidae","23","U 0018998",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1528227","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Lüdtke R","Porto ML; Oliveira PL",NA,"1971","02","02","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528227 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528227","L.",NA,NA,NA,"NL-U1528227",NA,NA,NA,"2003","09",NA,NA,NA,NA,"Magnoliopsidae","23","U 0018996",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1528228","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Lüdtke R","Lindeman JC; Haas JH de",NA,"1966","10","14","Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528228","L.",NA,NA,NA,"NL-U1528228",NA,NA,NA,"2003","09",NA,NA,NA,NA,"Magnoliopsidae","23","U 0018995",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1528229","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Lüdtke R","Lindeman JC; Haas JH de",NA,"1967","02","01","Southern America","Brazil","Rio de Janeiro",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528229","L.",NA,NA,NA,"NL-U1528229",NA,NA,NA,"2007","09",NA,NA,NA,NA,"Magnoliopsidae","17","U 0111984",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1528245","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis",NA,"Camerik AM",NA,"1975","03","15","Southern America","Brazil",NA,"Est. R.J., Itatiaia, Praseleiras.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528245","L.",NA,NA,NA,"NL-U1528245",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1528258","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis",NA,"Camerik AM",NA,"1975","03","15","Southern America","Brazil",NA,"Est. R.J., Itatiaia, Praseleiras.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528258","L.",NA,NA,NA,"NL-U1528258",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1529844","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Grondona EM","Krapovickas A",NA,"1947","05","10","Southern America","Argentina","Buenos Aires",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1529844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1529844","L.",NA,NA,NA,"NL-U1529844",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0038325",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1529845","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Marques MC","Maas PJM",NA,NA,NA,NA,"Southern America","Argentina","Buenos Aires",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1529845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1529845","L.",NA,NA,NA,"NL-U1529845",NA,NA,NA,"1999","09",NA,NA,NA,NA,"Magnoliopsidae","01","U 0028015",NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:15:48-03","NBC","NL-BOTANY","U.1529846","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","Marques MC","Maas PJM",NA,NA,NA,NA,"Southern America","Argentina","Buenos Aires",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1529846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1529846","L.",NA,NA,NA,"NL-U1529846",NA,NA,NA,"1999","09",NA,NA,NA,NA,"Magnoliopsidae","01","U 0028014",NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:33:13-03","MN","R","7446","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis",NA,"Glaziou, A.F.M.","6477","1861","06","25",NA,"Brasil","Rio de Janeiro",NA,NA,"Plantas do Brasil Central","R000007446","L.","Itatiaia","-44.5633010864258","-22.4960994720459","R000007446_001",NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-19 10:24:59-03","CPAP","CPAP","2889","PreserverdSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","brasiliensis","Polygala brasiliensis","A. Pott","Pott, A.","2524","1987","02","24",NA,"Brasil","MS","Fazenda Santa Rosa; Sub-região do Paiaguás; Pantanal - ponto 7",NA,"Erva ereta. FLOR: arroxeada. FRUTO: . INTERESSE: Medicinal. FREQUÊNCIA: . AMBIENTE: Campo Limpo, Alagado.. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,"L.","Corumbá","-55.333333","-17.833333",NA,"167","167",NA,"1987","02","55°20' W","17°50' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
