"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","558090","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.",NA,"M. Sobral","4667","1986","03",NA,"South America","Brazil","Espírito Santo","Reserva da Florestas Rio Doce, Linhares","-39.961174","-19.138199",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558090","NY00558090_01","Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","579725","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.",NA,"H. C. Morais","5677","1977","08","17","South America","Brazil","São Paulo","Nativo em cerrado na Estaçao Experimental. Fazenda Campininha.","-47.164784","-22.242395",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=140832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579725","NY00579725_01","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","579727","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.",NA,"J. A. Ratter","R4312",NA,NA,NA,"South America","Brazil","São Paulo","Sto. Antonio da Posse, +/- 20 Km from Campinas on the road to Moji-Mirim.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=140833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579727","NY00579727_01","Santo Antonio da Posse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00907190","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","C. M. D. E. Legrand","H. S. Irwin","16849","1966","06","10","South America","Brazil","Mato Grosso","Ca. 15 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.82","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984690' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907190","NY00907190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00907383","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. Sobral","G. G. Hatschbach","36129","1975","02","13","South America","Brazil","Mato Grosso","Vicinity of Buriti. Chapada dos Guimarães","-55.77825","-15.432","720",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907383","NY00907383_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","579728","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","S. M. Silva","S. M. Silva","s.n.","1992","07","22","South America","Brazil","Paraná","Parque Estadual do Cerrado.","-49.68","-24.23",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=140827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579728","NY00579728_01","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00907169","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","B. K. Holst","L. O. Williams","6967","1945","05","24","South America","Brazil","Minas Gerais","Morro das Pedras","-43.9378","-19.9208","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907169","NY00907169_01","Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","579724","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.",NA,"J. Ball",NA,"1882","07",NA,"South America","Brazil",NA,"Ex apricis Brasiliae juxta Sao Paulo.",NA,NA,"731.5","731.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=140830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579724","NY00579724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00907189","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","C. M. D. E. Legrand","H. S. Irwin","16732","1966","06","07","South America","Brazil","Mato Grosso","Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.33687","-14.65392","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907189","NY00907189_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00907455","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","F. F. Mazine","E. P. Heringer","4261","1980","04","08","South America","Brazil","Distrito Federal","Morro à margem direita do córrego Cabeça do Veado","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907455","NY00907455_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00907187","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. L. Kawasaki","E. Isejima","CFCR5449","1984","10","13","South America","Brazil","Minas Gerais","Pedra Menina. Faz. Vargem do Anjo. Espigao do Meio","-43.0594","-18.1422",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907187","NY00907187_01","Rio Vermelho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00907188","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","C. M. D. E. Legrand","H. S. Irwin","16784","1966","06","08","South America","Brazil","Mato Grosso","Xavantina. Drainage of the Upper Rio Araguaia.","-52.33","-14.6667","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907188","NY00907188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","886393","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","C. M. D. E. Legrand","G. G. Hatschbach","17630","1967","10","27","South America","Brazil","Paraná","Sao Vicente.","-49.3142","-25.1903",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886393","NY00886393_01","Rio Branco do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00907323","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. Sobral","H. S. Irwin","26102","1970","02","05","South America","Brazil","Minas Gerais","Serra da Anta, summit of chapada, ca. 2 km N. of Paracatú","-46.8727","-17.22555","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907323","NY00907323_01","Paracatú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","579729","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. L. Kawasaki","V. C. Souza","6201","1994","06","04","South America","Brazil","São Paulo","Itararé. Canyon do Rio Itararé, próximo a estrada para Sengés.","-49.34","-24.1103",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=140826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579729","NY00579729_01","Itararé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00907191","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. Sobral","H. S. Irwin","28128","1970","03","23","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 15 km N. of São João da Chapada","-43.68125","-17.99895","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907191","NY00907191_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","579721","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata parvifolia","O.Berg","C. M. D. E. Legrand","G. G. Hatschbach","20030","1968","10","12","South America","Brazil","Paraná","Rio das Cinzas.","-49.8267","-24.1581",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579721","NY00579721_01","Arapoti","parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-02-01 15:06:00-02","NY","NYBG","00907290","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata",NA,"F. F. Mazine","L. R. Landrum","4221","1982","01","31","South America","Brazil","Minas Gerais","Serra do Cipó, between Veu da Noiva and Alto do Palacio","-43.67","-19.25","1000","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907290","NY00907290_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","579722","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","B. K. Holst","M. H. Nee","41405","1991","06","25","South America","Bolivia","Santa Cruz","Estancia Flor de Oro, along levee of Río Iténez, just upstream (south) of the buildings.","-61","-13.55","190","190","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=140828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579722",NA,"José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00907186","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. Sobral","H. S. Irwin","5284","1964","08","18","South America","Brazil","Distrito Federal","Chapada da Contagem, ca. 15 km. E. of Brasilia.","-47.85","-15.68","700","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907186","NY00907186_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00907192","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. Sobral","W. R. Anderson","8192","1973","04","05","South America","Brazil","Goiás","5 km by road E of Cristalina. Serra dos Cristais.","-47.65","-16.8","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907192","NY00907192_01","Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00907413","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. Sobral","D. R. Hunt","5925","1966","06","11","South America","Brazil","Mato Grosso","Barra do Garças - Xavantina road, 25 km. from Xavantina.","-52.29","-14.86539","600","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907413","NY00907413_01","Barra do Garças",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-01-12 10:50:00-02","NY","NYBG","557832","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata",NA,"F. F. Mazine","L. Riedel","578",NA,NA,NA,"South America","Brazil",NA,"Rio Pardo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557832","NY00557832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00907165","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","C. M. D. E. Legrand","H. S. Irwin","16790","1966","06","08","South America","Brazil","Mato Grosso","Xavantina. Drainage of the Upper Rio Araguaia.","-52.33","-14.6667","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907165","NY00907165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00907166","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","C. M. D. E. Legrand","G. G. Hatschbach","21761","1969","07","11","South America","Brazil","Mato Grosso do Sul","Rod. BR-267","-53.3431","-22.2333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907166","NY00907166_01","Nova Andradina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","579723","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. Sobral","S. A. Mori","12328","1979","07","20","South America","Brazil","Bahia","9-11 km ao N de Rio de Contas, na estrada para o povoado Mato Grosso.","-41.77","-13.53","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=140831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579723","NY00579723_01","Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","579726","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","J. Mattos","J. R. Mattos","8270","1960","09","20","South America","Brazil","São Paulo","Fazenda Campininha, 3,0 - 3,2 km NNW de Padua Sales.","-47.164784","-22.242395",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=140829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579726","NY00579726_01","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02499255","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","pleurantha","Eugenia pleurantha","O.Berg","M. Sobral","W. W. Thomas","13656","2004","01","30","South America","Brazil","Minas Gerais","Fazenda Boi Rajado, 5.9 km E of Macarani-Bandeiras road on farm road ca. 12 km N of Bandeiras (at Fazenda Canada)","-40.51791667","-15.8064167","830","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796670' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499255","NY02499255_01","Bandeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","866700","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","pleurantha","Eugenia pleurantha","O.Berg","B. K. Holst","D. C. Daly","6816","1991","06","01","South America","Brazil","Acre","Seringal Porongaba, Colocaçào Sào José","-68.8","-10.85",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=484592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866700","NY00866700_01","Brasiléia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","558010","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","pleurantha","Eugenia pleurantha","O.Berg","M. Sobral","G. G. Hatschbach","15574","1966","12","28","South America","Brazil","Paraná","Morro Cerro Verde","-49.0553","-25.3058","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558010","NY00558010_01","Campina Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01451649","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","rubrocincta","Eugenia rubrocincta","O.Berg","B. K. Holst","C. A. Cid Ferreira","9490","1987","11","06","South America","Brazil","Pará","Campos gerais próximos da Serra da Lua, 25km de Monte Alegre. Campo natural, solo arenoso.","-54.25","-1.916667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335016' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451649","NY01451649_01","Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00907795","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","subcordata","Eugenia subcordata","O.Berg","M. L. Kawasaki","R. Goodland","989","1967",NA,NA,"South America","Brazil","Minas Gerais","Triángulo region.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907795","NY00907795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","557767","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","subcordata","Eugenia subcordata","O.Berg","M. L. Kawasaki","J. R. Mattos","8251","1960","09","20","South America","Brazil","São Paulo","Fazenda Campininha, 3.0-3.2 km NNW de Padua Sales","-47.164784","-22.242395",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=744647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557767","NY00557767_01","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
