"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","561255","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"H. S. Irwin","30566","1971","01","17","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Cut-over woodland, ca. 55 km E. of Belo Horizonte, road (BR-31) to Antônio dos Santos.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561255","NY00561255_01","1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","561252","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"C. F. P. von Martius","99","1837",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561252","NY00561252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02578894","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"J. M. A. Braga","4016","1997","05","06","South America","Brazil","Rio de Janeiro","Duque de Caxias","Trilha ao redor do lago da barragem. Reserva da Petrobras","-43.233333","-22.516667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2846392' target='other'> <mi>dwc_moreinfo</mi></a>","NY02578894","NY02578894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 14:21:00-03","NY","NYBG","533494","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina",NA,"J. A. Kallunki","G. H. von Langsdorff","s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado.","-43.212076","-22.951842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533494","NY00533494_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2425689","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","O. Kosovsky","W. W. Thomas","11285","1996","11","14","South America","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal. Upper slopes and top of Monte Pascoal.","-40.5747","-15.2647","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=687663' target='other'> <mi>dwc_moreinfo</mi></a>","NY02425689","NY02425689_01","250","536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02332125","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"Schott",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511921' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332125","NY02332125_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","533487","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","S. A. Mori","S. A. Mori","10763","1978","10","17","South America","Brazil","Bahia","Santa Cruz Cabrália","Torre da Embratel. Ramal com entrada no Km 26 da Rod. BR 367 (Eunápolis/Porto Seguro).","-39.0244","-16.2783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533487","NY00533487_01","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","533493","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","G. T. Prance","R. P. Belém","3772","1968","06","27","South America","Brazil","Minas Gerais",NA,"Ao lado da Rodovia BR 4, Km 777, Rocha calcária.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533493","NY00533493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 14:21:00-03","NY","NYBG","533486","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina",NA,"J. A. Kallunki","R. P. Belém","3018","1967","01","09","South America","Brazil","Bahia","Itacaré","Itacaré.","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533486","NY00533486_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00996250","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"H. S. Irwin","30630","1971","01","17","South America","Brazil","Minas Gerais","Caeté","Serra do Espinhaço, ca. 34 km E. of Belo Horizonte, road (BR-31) to Roças Novas","-43.65505","-19.77555","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996250","NY00996250_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","533488","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","A. M. Amorim","A. M. V. de Carvalho","3638","1991","09","07","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 Km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533488","NY00533488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 23:04:00-03","NY","NYBG","00996252","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina",NA,NA,"F. C. Hoehne","4930","1921","01","13","South America","Brazil","Minas Gerais",NA,"Cocaes.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996252","NY00996252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 00:53:00-03","NY","NYBG","1018414","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina",NA,"P. Fiaschi","P. Fiaschi","1028","2002","03","25","South America","Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano. Estrada de acesso para a casa (local de acampamento).","-42.0081","-21.9556","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1259433' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018414","NY01018414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","533496","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"S. Reissek","s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533496","NY00533496_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2425688","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","O. Kosovsky","J. L. Paixão","298","2003","11","12","South America","Brazil","Bahia","Camamu","Rod. BA 650 Camamú/Travessão. Faz. Zumbi dos Palmares. Cascalheira","-39.1753","-14.0311","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2647357' target='other'> <mi>dwc_moreinfo</mi></a>","NY02425688","NY02425688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","561251","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"M. M. T. Rosa","239","1990","04","03","South America","Brazil","Rio de Janeiro","Piraí","Estaçao Ecológica de Piraí.","-43.8981","-22.6294","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561251","NY00561251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00996249","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","J. A. Kallunki","H. S. Irwin","29712","1971","02","03","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, valley of Riacho Mariana, ca. 3 km N. of Mariana","-43.41795","-20.37495","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103803' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996249","NY00996249_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2425692","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","O. Kosovsky","W. W. Thomas","13462","2003","03","19","South America","Brazil","Bahia","Ibirapitanga","23 km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau","-39.4592","-13.8908","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376307' target='other'> <mi>dwc_moreinfo</mi></a>","NY02425692","NY02425692_01","690","690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02211488","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","J. A. Kallunki","R. P. Belém","3018","1967","01","09","South America","Brazil","Bahia","Itacaré","Itacaré.","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2346157' target='other'> <mi>dwc_moreinfo</mi></a>","NY02211488","NY02211488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","533492","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","J. A. Kallunki","J. R. Pirani","3037","1994","02","19","South America","Brazil","Espírito Santo","Conceiçao da Barra","Reserva Biológica do Córrego Grande (Ibama) a 31 km de Pedro Canário (na Avenida Aracruz) e 6 km da Base do Ibama. Floresta de Tabuleiro, muito perturbada.","-39.803704","-18.260749","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533492","NY00533492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00996251","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"Y. E. J. Mexia","4248","1930","01","27","South America","Brazil","Minas Gerais","Carangola","Fazenda da Gramma; about .5 km north.","-42.0294","-20.7331","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996251","NY00996251_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 14:21:00-03","NY","NYBG","533498","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina",NA,"A. M. S. da F. Vaz","A. M. S. da F. Vaz","457","1987","06","30","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Grumari.","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533498","NY00533498_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","03066062","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"M. G. Bovini","4037","2014","11","27","South America","Brazil","Rio de Janeiro","Angra dos Reis","Entorno do Parque Nacional da Serra da Bocaina, estrada do Ouro. 18 metros.","-44.5380555","-22.9908333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3287571' target='other'> <mi>dwc_moreinfo</mi></a>","NY03066062","NY03066062_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","561253","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561253","NY00561253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2425686","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","O. Kosovsky","A. M. Amorim","5505","2006","01","24","South America","Brazil","Bahia","Uruçuca","Parque Estadual Serra do Condurú. 7.3 km da estrada que liga Serra Grande à Itacaré.","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2647277' target='other'> <mi>dwc_moreinfo</mi></a>","NY02425686","NY02425686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00996248","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.",NA,"H. S. Irwin","23609","1969","02","20","South America","Brazil","Minas Gerais","Cristália","Serra do Espinhaço, ca. 15 km west of Grão Mogol, road to Cristália.","-42.9786","-16.6349","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996248","NY00996248_01","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-03-20 11:47:22-03","MCN-PUC-MINAS","HPUC-MG","ANG1723","S","Plantae",NA,NA,"Rhamnaceae","Reissekia","smilacina","Reissekia smilacina",NA,NA,"Inês Ribeiro de Andrade",NA,"1989","04","01",NA,"Brasil","Minas Gerais","Itabira","Candidópolis","-43.2268981933594","-19.6191997528076",NA,NA,NA,NA,NA,NA,"33779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:20:47-03","UFRJ","RFA","12246","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Reissekia","cordifolia","Reissekia cordifolia","(Raddi) Reissek",NA,"C.T. Rizzini",NA,"1972","05","06",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"Pequena trepadeira, flores unissexuais.","RFA11550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:32:12-03","UFRJ","RFA","8987","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Reissekia","cordifolia","Reissekia cordifolia","(Raddi) Reissek",NA,"E. Pereira","3742","1958","05","07",NA,"Brasil","Distrito Federal","Distrito Federal","Restinga de Jacarepaguá",NA,NA,NA,NA,"RFA27824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:20:47-03","UFRJ","RFA","25298","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","(Sm.) Steud.","J. M. A. Braga","F.M. de B. Pereira","14/41","2000","10","15",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.840556","-22.458333",NA,"trepadeira, folha verde, flor verde e rara no local.","RFA42713",NA,NA,NA,NA,NA,"42º50'26''W","22º27'30''S",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:47:27-03","EAO","IAN","128515","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Gouania","cordifolia","Gouania cordifolia","Reissek",NA,"Pires, JM; Belém, RP","12392","1970","07","05","Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afluente do rio Tocantins, serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5",NA,"Cipó, corola branca, estames verdes, frutos arroxeados.","IAN128515",NA,NA,NA,NA,NA,"-50.25","-5.5",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:47:27-03","EAO","IAN","128368","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Gouania","cordifolia","Gouania cordifolia","Reissek",NA,"Pires, JM; Belém, RP","12246","1970","03","20","Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afluente do rio Tocantins, serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5",NA,"Cipó; flor barnca; frutos verdes.","IAN128368",NA,NA,NA,NA,NA,"-50.25","-5.5",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:47:27-03","EAO","IAN","133305","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Gouania","cordifolia","Gouania cordifolia","Reissek","Cordeiro, MR","Oliveira, E","s.n.","1970","07","10","Southern America","Brasil","Pará",NA,"Estrada Belém-Brasília BR-14, km 92 1/2, beira da estrada. Terra firme.",NA,NA,NA,"Cipó sobre o chão; flor branca.","IAN133305",NA,NA,NA,NA,NA,NA,NA,"1985","05",NA,NA,NA,NA,NA
"44","2021-03-30 12:47:27-03","EAO","IAN","134148","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Gouania","cordifolia","Gouania cordifolia","Reissek",NA,"Silva, NT da","2320","1969","07","04","Southern America","Brasil","Pará",NA,"Repartimento. Terra firme, capoeira.",NA,NA,NA,"Cipó sobre arbusto; flor branca.","IAN134148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:47:27-03","EAO","IAN","150517","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Gouania","cordifolia","Gouania cordifolia","Reissek","Ribeiro, BGS","Ribeiro, BGS; Ribeiro, BGS","1115","1975","09","20","Southern America","Brasil","Pará",NA,"Estrada Belém-Brasília, próximo a Ipixuna.",NA,NA,NA,"Cipó sobre árvore de 10m de altura; flor esbranquiçada.","IAN150517",NA,NA,NA,NA,NA,NA,NA,"1977","08",NA,NA,NA,NA,NA
