"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1628","2008-05-27 22:02:00-03","MO","MOBOT","1719125","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Israel G. Vargas C.|et al.","Vargas Caballero 3818",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","L. Arroyo (USZ)","Santa Cruz","Velasco","Parque Nal. Noel Kempff Mercado. Estación Flor de Oro. Bosque del Cerrado, 2-3 km al S de la Estación por la senda que sale al final de la pista de aterrizaje.","-61","-13.55","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","2010-02-13 09:24:00-02","MO","MOBOT","1719845","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Douglas C. Daly|Michael J.G. Hopkins|Luis E. Forero|Stephan G. Beck|N. Hernandez|H. Phipps|H. Wolf","Daly 2167","1983","7","20","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T.Plowman, 84","Santa Cruz","Chiquitos","South slope of the Serrania de Santiago. 5-10 km east of town of Santiago de Chiquitos.","-59.5","-18.38333","800.00000000","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","2008-05-27 22:02:00-03","MO","MOBOT","1719872","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Timothy J. Killeen","Killeen 2748","1991","10","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","M.Nee, 89","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","2010-09-20 15:40:00-03","MO","MOBOT","1719904","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Israel G. Vargas C.|Robin B. Foster|Marielos Peña","Vargas Caballero 3260","1994","12","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","I. G. Vargas '95","Santa Cruz","Chiquitos","Cerro Mutún, 7 km al NE de la pista de aterrizaje del campamento minero (25 km al S de Puerto Suárez). Pequeños cerros (suelo ondulado), con afloramiento de piedra. Cerrado, árboles y arbustos ralos hasta 15 m de altura; laderas con hierbas principalmente gramíneas. Area con signo evidente de estar sometida a quemas periódicas.","-57.8686111","-19.1844444","730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1632","2009-07-21 23:34:00-03","MO","MOBOT","2458857","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Per Dusén","Dusén 9664","1910","4","16","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Plowman, T. C., 30-11-","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","2018-05-17 05:29:00-03","MO","MOBOT","2492547","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","María E. Múlgura|C. Calviño|S. Martínez|Nataly O'Leary","Múlgura 3703","2003","12","12","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Múlgura, M. E. & Martínez, S., VI-","Amambay",NA,"Campo cerrado frente a la administración","-56.03333","-22.64777","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","2018-05-17 05:29:00-03","MO","MOBOT","2492560","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","María E. Múlgura|C. Calviño|S. Martínez|Nataly O'Leary","Múlgura 3598","2003","12","7","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Múlgura, M. E. & Martínez, S., VI-","Canindeyú",NA,"Reserva Natural Mbaracayú, puesto Aguará Nú, pajonal",NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","2015-10-20 14:40:00-02","MO","MOBOT","2492572","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Griselda Marín O.|Belén Jiménez","Marín Ojeda 637",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,"Canindeyú",NA,"Reserva natural del Bosque Mbaracayú","-55.4166667","-24.0833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1636","2009-08-07 05:41:00-03","MO","MOBOT","2492586","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Émile Hassler","Hassler 4401",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Schulz, O. E.","Canindeyú",NA,"Sierra de Maracayú an sandigen Stellen bei Vaqueria Capibary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","2016-11-15 05:15:00-02","MO","MOBOT","2492599","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","Krapovickas 45765","1994","10","19","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Schinini, A., //","Caaguazú",NA,"32 Km N de Caaguazú, camino a Yhú","-55.9666667","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1638","2010-07-19 14:55:00-03","MO","MOBOT","2699242","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 8340","1980","2","3","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,"Tocantins","Presidente Kennedy","Municipio Presidente Kennedy. Road from BR153 to Itaporã, 12 km W of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. [as estado Goiás and BR010 in original field book].","-48.6447222","-8.4944444","400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","4",NA
"1639","2010-07-19 14:55:00-03","MO","MOBOT","2699245","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 8342","1980","2","3","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,"Tocantins","Presidente Kennedy","Municipio Presidente Kennedy. Road from BR153 to Itaporã, 12 km W of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. [as estado Goiás and BR010 in original field book].","-48.6447222","-8.4944444","400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","4",NA
"1640","2009-07-17 12:42:00-03","MO","MOBOT","2780454","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 9366A","1980","2","29","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Maranhão",NA,"Municipio de Imperatriz: Bananal, 15 km S of Imperatriz along Belémø Brasília highway (BR 010). Area of cerrado vegetation with deep, sandy, rusty red soil.","-47.43333","-5.66666","290.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","11",NA
"1641","2013-01-02 05:09:00-02","MO","MOBOT","2799339","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","A.R.A. Görts-van Rijn|John S. Brandbyge|J.J. de Granville|Odile Poncy|H.J.M. Sipman|L.J.W. van der Wollenberg","Görts-van Rijn 334","1992","11","19","South America","Guyana",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","A.Jara (COL). jul-","Rupununi",NA,"Kapo, near Karanambo, Savanna. Shrubby vegetation.",NA,NA,"100.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","2014-11-20 05:44:00-02","MO","MOBOT","2800179","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Belén Jiménez|Griselda Marín O.","Jiménez 1538","1996","9","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","W.D. Stevens","Canindeyú",NA,"Canindeyu; Aguara Ñu, bosque de vochisiáceas. Vegetación de cerrado, bosque con predominancia de Vochsiaceae.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1643","2013-02-07 15:01:00-02","MO","MOBOT","2800323","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Nélida Soria","Soria Rey 4992a","1991","12","10","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","W.D. Stevens","Amambay",NA,"Estancia Carmen de la Sierra Potrero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1644","2016-02-10 11:21:00-02","MO","MOBOT","2801018","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Pedro Acevedo-Rodríguez|S. Tiwari","Acevedo-Rodríguez 3259","1990","2","17","South America","Guyana",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","M.T. Strong (US)","Upper Takutu-Upper Essequibo",NA,"Rupununi area, Karanambo. Path of forest bordered by savanna.","-59.5833333","3.8833333","110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1645","2014-12-21 13:43:00-02","MO","MOBOT","2802072","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva","Heringer 5321","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Bahia",NA,"Rio São Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","2008-05-27 22:02:00-03","MO","MOBOT","2802195","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","James A. Ratter","Ratter 3353","1976",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,"Distrito Federal",NA,"In the area of the Corrego Cabeca de Veado c. 9.5 km SSE of Brasilia TV Tower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","2008-05-27 22:02:00-03","MO","MOBOT","2802430","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Rosa Degen","Degen 1788","1991","2","13","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","M.L. Kawasaki","Amambay",NA,"Orillas de curso de agua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","2013-05-16 13:25:00-03","MO","MOBOT","2802533","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","R.C. Quevedo","Quevedo Sopepí 593","1991","7","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,"Santa Cruz",NA,"San Ramón. Ladera Del Cerro Puquio Sur.","-62.45","-16.6333333","505.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1649","2009-08-25 17:37:00-03","MO","MOBOT","2802748","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Luciano Bernardi","Bernardi 20678","1980",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","N. Hensold","Concepción",NA,"Collina humilis et saxosa, circa Estancia Centurion.",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","2008-05-27 22:02:00-03","MO","MOBOT","2802788","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Nélida Soria","Soria Rey 5100","1992",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,"Plantas del Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","2009-06-27 14:40:00-03","MO","MOBOT","2802816","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Louis O. Williams","Williams 7432","1945","9","10","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Minas Gerais",NA,"In campo cerrado, near Lagoa Santa Airfield, Municipio Lagoa Santa.",NA,NA,"850.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","2008-05-27 22:02:00-03","MO","MOBOT","2802831","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Souza","Souza 6883",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman",NA,NA,"State of Mato Grosso. Expedition Base Camp.","-51.76666","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","2008-05-27 22:02:00-03","MO","MOBOT","2802856","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ezechias P. Heringer","Heringer 18278","1982",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman",NA,NA,"Estacâo Experimental de Biologia (UnB), Brasília, DF.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","2013-01-03 05:09:00-02","MO","MOBOT","2802909","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ghillean T. Prance|Eduardo Lleras|Dionizio F. Coêlho","Prance 18933","1973","10","13","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman",NA,NA,"Chapada dos Guimarães, Road Buriti to Agua Fria.",NA,NA,"720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","2008-05-27 22:02:00-03","MO","MOBOT","2802946","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ezechias P. Heringer","Heringer 18272","1981",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman",NA,NA,"BF, (Escola Fazendaria).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","2008-05-27 22:02:00-03","MO","MOBOT","2802996","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Robert J.A. Goodland","Goodland 840","1963","9","20","South America","Guyana",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Rupununi",NA,"Northern Savanna. Stand 27. Between Naja and Ikuwalli creeks. Grassland with scattered trees.",NA,NA,"106.68000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","2008-05-27 22:02:00-03","MO","MOBOT","2803020","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Per Dusén","Dusén 17419","1915",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Paraná",NA,"Jaguariahyva app., in campo cerrado",NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","2012-05-02 08:04:00-03","MO","MOBOT","2803064","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","F. Javier Fernández Casas","Fernández Casas 3829","1980","9","22","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","J. Fernández Casas","Caaguazú",NA,"A mitad de camino entre Caaguazú e Yhú, en bosquete sabanoide seco, suelo areso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1659","2008-05-27 22:02:00-03","MO","MOBOT","2803106","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","G.C.G. Argent","Argent 6928","1968","9","12","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman",NA,NA,"State of Mato Grosso. Expedition Base Camp. Base Camp, R 3, c 2 km S of junction with path to Camp 2.","-51.76666","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","2009-07-10 17:56:00-03","MO","MOBOT","2803160","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Troels M. Pedersen","Pedersen 8476","1967","10","5","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T.M. Pedersen","San Pedro",NA,"Estancia Carumbé Distr. Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","2008-05-27 22:02:00-03","MO","MOBOT","2803213","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Per Dusén","Dusén 10573","1910",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Paraná",NA,"Itararé, in campo cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","2013-08-23 04:12:00-03","MO","MOBOT","2803370","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","W. Wayt Thomas","Thomas 4326","1985","10","8","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman",NA,NA,"Mato Grosso: Mun. Luciara: lake 2 km NW of Luciara. Cerradão forest and marsh.","-50.73333","-11.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","2008-05-27 22:02:00-03","MO","MOBOT","2803413","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","D. Philcox","Philcox 3102","1967",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman",NA,NA,"State of Mato Grosso. Expedition Base Camp. Cerrado Road between base camp an dmain road. km. 264 Xavantina-Cachimbo road. Cerrado.","-51.76666","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","2009-07-17 07:39:00-03","MO","MOBOT","2803781","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Émile Hassler","Hassler 8446",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","2011-08-12 11:44:00-03","MO","MOBOT","2804063","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","C.A. Cid Ferreira|J. Lima|José Guedes|José Henrique Rocha Coelho","Cid Ferreira 4358","1984","6","8","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman",NA,NA,"Municipio de Colorado do Oeste, BR 364, Porto Velho-Cuiabá, estrada para Colorado do Oeste, km. 20. Campina cerrada, solo are noso. 60'61W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","2011-11-17 20:30:00-02","MO","MOBOT","2804207","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Bonifacio Mostacedo C.","Mostacedo C. 2880",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","L. Arroyo","Santa Cruz","Chiquitos","Camino Roboré-San José, a 73 km W de Roboré, sobre el camino. Vegetación de Cerrado,campo cerrado, con indicios de quema. Strypnodendron, Erythroxylum, Dipteryx, Brosimum, Anacardium, Qualea, Pseudobombax, Tabebuia. Suelo rojizo. arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1667","2008-05-27 22:02:00-03","MO","MOBOT","2804958","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ezechias P. Heringer","Heringer 5646","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Bahia",NA,"Rio São Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","2008-05-27 22:02:00-03","MO","MOBOT","2805048","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","V.F. Ferreira","Ferreira 1599","1980","10","7","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Minas Gerais",NA,"Mun. Santana do Riacho, serra do Cipó, chapeu do Sol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","2010-07-19 14:47:00-03","MO","MOBOT","2832159","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 8396","1980","2","4","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,"Tocantins","Presidente Kennedy","Municipio Presidente Kennedy. Road from BR153 to Itaporã, 12 km W of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. [as estado Goiás and BR010 in original field book].","-48.6447222","-8.4944444","400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","8",NA
"1670","2008-05-27 22:02:00-03","MO","MOBOT","3278394","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","José R. Pirani","Pirani 40309","1985","11","23","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Minas Gerais",NA,"M.G. Diamantina. Estrada para São João da Chapada. Campo rupestre.",NA,NA,"1180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","2008-05-27 22:02:00-03","MO","MOBOT","3278403","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","George E. Schatz","Schatz 1005","1983","3","10","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","T. Plowman","Maranhão",NA,"Mun. de Grajaú, 20 km N of Grajaú along highway 006. Cerrado vegetation on sandy soil.","-46.18333","-5.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","2013-02-07 14:41:00-02","MO","MOBOT","3278604","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Keiichi Mizoguchi|Tadashi Sano","Mizoguchi 1175","1979","10","19","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","W.D. Stevens","Amambay",NA,"Pedro Juan Caballero.",NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1673","2008-05-27 22:02:00-03","MO","MOBOT","3297677","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","FORERO","FORERO 8218","1980","9","22","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","A. Amaral & J.O. Mendonça","São Paulo",NA,"Mogi Guaçu, Padua Sales, Fazenda Campininha.",NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","2008-05-27 22:02:00-03","MO","MOBOT","3297739","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Nélida Soria","Soria Rey 5666","1992","10",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,"Amambay",NA,"Parque Nacional Cerro Corá. En el cerrado camino a la parte historica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","2013-02-07 14:42:00-02","MO","MOBOT","3297742","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Isabel Basualdo","Basualdo 6398","1997","11","2","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","W.D. Stevens","Amambay",NA,"Parque Nacional Cerro Cora. Base del cerro Alambique.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1676","2008-05-27 22:02:00-03","MO","MOBOT","3297772","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Costa","Costa s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","J.R. Pirami","Minas Gerais",NA,"Mun. de Alfenas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
