"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","previousCatalogNumber"
"35","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469048","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Hatschbach GG","1949","05","01","Brazil",NA,NA,"Parana, Campina Gde.de Sul, Rio de Corvo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469048",NA,"NL-L2469048",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469049","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Hatschbach GG","1968","02","14","Brazil",NA,NA,"Paraná, Paranaguá, Picadão Cambará-Col.Limeira.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469049",NA,"NL-L2469049",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469050","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Hatschbach GG","1968","07","30","Brazil","Paraná",NA,"Estr.Graciosa.Alto de Serra(Mun.Morretes).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469050",NA,"NL-L2469050",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469051","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Hatschbach GG","1967","04","08","Brazil",NA,NA,"Paraná, Camp.Gde.Sul, Sítio de Belizário.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469051",NA,"NL-L2469051",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469056","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Belém RP; Magalhaes M","1965","04","01","Brazil",NA,NA,"Estado da Bahia, Centro de Pesquisas do Cacau; Ceplac, Cepec. Ilhéus.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469056 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469056",NA,"NL-L2469056",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469057","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Saldanha da Gama J de","1880","01","01","Brazil",NA,NA,"Rio de Janeiro,Campos, Collegio.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469057",NA,"NL-L2469057",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469058","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM","1955","04","14","Brazil",NA,NA,"Santa Catarina, Cunhas, Itajaí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469058",NA,"NL-L2469058",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469059","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM","1955","04","22","Brazil",NA,NA,"Santa Catarina, Morro da Fazenda, Itajaí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469059",NA,"NL-L2469059",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469060","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM","1955","02","10","Brazil",NA,NA,"Santa catarina, Morro da Fazenda, Itajaí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469060",NA,"NL-L2469060",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469061","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","02","24","Brazil",NA,NA,"Santa Catarina, Pilões, Palhoça.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469061",NA,"NL-L2469061",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469062","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Reitz R; Klein RM","1957","10","18","Brazil",NA,NA,"Santa Catarina, Morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469062 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469062",NA,"NL-L2469062",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469063","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Reitz R; Klein RM","1959","04","25","Brazil",NA,NA,"Santa Catarina, Pinhal da Companhia, Lauro Müller-Urussanga.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469063 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469063",NA,"NL-L2469063",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"47","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469064","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Reitz R; Klein RM","1957","06","15","Brazil",NA,NA,"Santa Catarina, Sabiá, vidal Ramos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469064",NA,"NL-L2469064",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"48","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469067","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","04","19","Brazil",NA,NA,"Santa Catarina, Braço Jaoquim, Luis Alves, Itajaí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469067",NA,"NL-L2469067",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"49","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469068","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Reitz R; Klein RM","1957","06","15","Brazil",NA,NA,"Santa Catarina, Sabiá, Vidal Ramos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469068",NA,"NL-L2469068",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"50","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469069","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","03","29","Brazil",NA,NA,"Santa Catarina, Morro da Ressacada, Itajaí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469069",NA,"NL-L2469069",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"51","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469070","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Reitz R; Klein RM","1954","07","02","Brazil",NA,NA,"Santa Catarina, Morro da fazenda, Itajaí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469070",NA,"NL-L2469070",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"52","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469071","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM","1972","04","25","Brazil",NA,NA,"Santa Catarina, Morro do Cambirela, Palhoça.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469071",NA,"NL-L2469071",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"53","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469072","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Reitz R; Klein RM","1967","03","08","Brazil",NA,NA,"Santa Catarina, parque Botânico do Morro Baú.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469072",NA,"NL-L2469072",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"54","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469073","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM","1967","05","18","Brazil",NA,NA,"Santa Catarina, Morro Costa da Lagoa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469073 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469073",NA,"NL-L2469073",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"55","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469074","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM","1967","06","20","Brazil",NA,NA,"Santa Catarina, Morro do Ribeirão.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469074",NA,"NL-L2469074",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"56","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469075","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM","1967","05","16","Brazil",NA,NA,"Santa Catarina, Morro do Ribeirão.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469075 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469075",NA,"NL-L2469075",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"57","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469076","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM; Bresolin","1971","04","13","Brazil",NA,NA,"Santa Catarina, Pântano do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469076 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469076",NA,"NL-L2469076",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"58","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469077","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM; Bresolin","1971","05","19","Brazil",NA,NA,"Jordão, Governado Celso Ramos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469077 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469077",NA,"NL-L2469077",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"59","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469078","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM; Bresolin","1965","09","15","Brazil",NA,NA,"Santa Catarina, Morro Costa da Lagoa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469078 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469078",NA,"NL-L2469078",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"60","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2469079","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Klein RM; Bresolin","1967","04","19","Brazil",NA,NA,"Santa Catarina, Morro Costa da Lagoa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2469079 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2469079",NA,"NL-L2469079",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"61","2020-02-08 09:52:33-03","NBC","NL-BOTANY","U.1587765","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Hatschbach GG","1949","05","01","Brazil",NA,NA,"Parana, Campina Gde.de Sul, Rio de Corvo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587765 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587765",NA,"NL-U1587765",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"62","2020-02-08 09:52:33-03","NBC","NL-BOTANY","U.1587766","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Düsen P","1909","05","18","Brazil",NA,NA,"Parana: Roca Nova, ad marg. pilv prim.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587766 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587766",NA,"NL-U1587766",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"63","2020-02-08 09:52:38-03","NBC","NL-BOTANY","AMD.109026","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Herter WG",NA,NA,NA,"Uruguay",NA,NA,"dep. de Rio Negro. loc. Dict. Ofir.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.109026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD109026",NA,"NL-AMD109026",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"64","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.1080270","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Williams L",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1080270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1080270",NA,"NL-L1080270",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"MADw23744",NA,NA,NA,NA,NA
"65","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0276591","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Mathias ME; Taylor D",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276591 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276591",NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw27126",NA,NA,NA,NA,NA
"66","2020-02-08 09:52:38-03","NBC","NL-BOTANY","AMD.109026","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Herter WG",NA,NA,NA,"Uruguay",NA,NA,"dep. de Rio Negro. loc. Dict. Ofir.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.109026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD109026",NA,"NL-AMD109026",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"67","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.1080270","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Williams L",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1080270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1080270",NA,"NL-L1080270",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"MADw23744",NA,NA,NA,NA,NA
"68","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0276591","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Mathias ME; Taylor D",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276591 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276591",NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw27126",NA,NA,NA,NA,NA
"69","2020-11-04 12:16:08-03","ESALQ","ESA","132905","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Colletta, G.D","2015","03","01","Colletta, G.D.","2014","12","04","Brasil","São Paulo","Rio Claro","Ajapi","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"Arvoreta, 3m, flores alvas, espinhos nos troncos (foto e sílica).","ESA132905","2048.0",NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:19:13-03","ESALQ","ESA","32438","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz","van den Berg, C",NA,NA,NA,"van den Berg, C. ; Gorenstein, M.R.","1994","07","15","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA032438","173.0","ESA032438","Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:19:13-03","ESALQ","ESA","27081","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia",NA,NA,NA,NA,NA,"van den Berg, C. et al.","1994","07","15","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA027081","173.0",NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-01-14 15:33:33-03","MN","R","7483","PreservedSpecimen","Plantae","Salicaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Glaziou, A.F.M.","1873","06","03","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007483","6467","R000007483_001 R000007483_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-01-14 15:33:33-03","MN","R","7483","PreservedSpecimen","Plantae","Salicaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Glaziou, A.F.M.","1873","06","03","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007483","6467","R000007483_001 R000007483_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2016-02-02 14:38:13-02","BGBM","B","B 10 0243733","S","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","Turcz.",NA,NA,NA,NA,"J. S. Blanchet",NA,NA,NA,"Brazil",NA,NA,"prope Bahia.",NA,NA,NA,NA,NA,NA,"also isotype of Hisingera salzmannii Clos; ex Herbario Gottingensi <a href=http://herbarium.bgbm.org/object/B100243733 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243733","3589","B100243733",NA,NA,"Middle and South America",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA
"75","2020-06-15 19:21:21-03","FPS","FPS","3326","MachineObservation","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Schwirkowski, P.","2018","07","12","Schwirkowski, P.","2018","05","01","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Linha férrea, próximo ao CEPA Rugendas","-49.311883","-26.323168","-49.311883","-26.323168",NA,NA,"<ll>dwc_commonname:</ll> Sucará","FPS03326,FURB59175","2752","FPS03326_v01 FPS03326_v02 FPS03326_v03 FPS03326_v04 FPS03326_v05 FPS03326_v06 FPS03326_v07 FURB59175",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 59175","voucher",NA,NA,NA,NA
"76","2020-06-15 19:21:21-03","FPS","FPS","326","MachineObservation","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Schwirkowski, P.","2018","07","12","Schwirkowski, P.","2014","11","02","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho. Linha férrea, atrás da URVE.","-49.302643","-26.249609","-49.302643","-26.249609",NA,NA,"<ll>dwc_commonname:</ll> Sucará","FPS00326","551","FPS00326_v01 FPS00326_v02 FPS00326_v03 FPS00326_v04 FPS00326_v05 FPS00326_v06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-06-15 19:21:21-03","FPS","FPS","116","MachineObservation","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz","Brotto, M.L.","2020","06","15","Schwirkowski, P.","2014","04","12","Brasil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro","-49.383622","-26.27563","-49.383622","-26.27563",NA,NA,"<ll>dwc_commonname:</ll> Sucará","FPS00116,MBM392106,FURB42852","294","FPS00116_v01 FPS00116_v02 FPS00116_v03 FURB42852 MBM392106",NA,NA,NA,NA,NA,NA,NA,NA,"MBM 392106, FURB 46335","voucher",NA,NA,NA,NA
"78","2019-07-26 11:40:01-03","IPA","IPA","349","S","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","Vasconcellos Sobrinho",NA,NA,NA,"Vasconcellos Sobrinho","1937","02",NA,"Brasil","Paraíba","Soledade","sertão.","-36.3628005981445","-7.05721998214722",NA,NA,NA,NA,NA,"IPA0000349","349",NA,"Plantae",NA,"Southern America",NA,"21726","auto",NA,NA,NA,NA,NA,NA,NA,NA
