"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","previousCatalogNumber"
"79","2019-07-26 11:40:01-03","IPA","IPA","40967","S","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Salzmann",NA,NA,NA,"Brasil","Bahia",NA,"in collibus.",NA,NA,NA,NA,NA,NA,NA,"IPA0040967","40967",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-02-15 11:40:14-02","IPA","IPA","4425","S","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","Standley",NA,NA,NA,"Pickel, B.","1935","01","18","Brasil","Pernambuco",NA,"Russinha, forno.",NA,NA,NA,NA,NA,NA,"Arvoreta; flores brancas.; Caatinga.","IPA0004425","3780",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-07-26 11:40:01-03","IPA","IPA","349","S","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","Vasconcellos Sobrinho",NA,NA,NA,"Vasconcellos Sobrinho","1937","02",NA,"Brasil","Paraíba","Soledade","sertão.","-36.3628005981445","-7.05721998214722",NA,NA,NA,NA,NA,"IPA0000349","349",NA,"Plantae",NA,"Southern America",NA,"21726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-07-26 11:40:01-03","IPA","IPA","40967","S","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Salzmann",NA,NA,NA,"Brasil","Bahia",NA,"in collibus.",NA,NA,NA,NA,NA,NA,NA,"IPA0040967","40967",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-02-15 11:40:14-02","IPA","IPA","4425","S","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","Standley",NA,NA,NA,"Pickel, B.","1935","01","18","Brasil","Pernambuco",NA,"Russinha, forno.",NA,NA,NA,NA,NA,NA,"Arvoreta; flores brancas.; Caatinga.","IPA0004425","3780",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-08-27 13:34:02-03","IAP","PACA-AGP","35931","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Hatschbach, G.","1946","10","02","Brasil","PR","Piraquara","Campininha","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"sterilis Habitat: in silva campestri","PACA035931",NA,NA,"Magnoliophyta","Violales",NA,NA,"12577","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"85","2019-08-27 13:34:02-03","IAP","PACA-AGP","8866","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1942","01","15","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"sicher, 1.8.1954.; ster. Habitat: in araucarieto","PACA008866",NA,NA,"Magnoliophyta","Violales",NA,NA,"55856","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"86","2019-08-27 13:34:02-03","IAP","PACA-AGP","8556","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1942","01","13","Brasil","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"sicher, 1.8.1954.; ster. Habitat: in silvula campestri","PACA008556",NA,NA,"Magnoliophyta","Violales",NA,NA,"55856","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-27 13:34:02-03","IAP","PACA-AGP","93128","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"E. Baum","1999","11","13","Brasil","RS","Caçapava do Sul","Guaritas","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"nome popular: Cambará de espinho; HASU 9186. Habitat: Pedra do Gerivá","PACA093128",NA,NA,"Magnoliophyta","Violales",NA,NA,"50525","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"88","2019-08-27 13:34:02-03","IAP","PACA-AGP","93129","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","J. Larocca",NA,NA,NA,"J. Larocca","1999","08","21","Brasil","RS","Caçapava do Sul","Guaritas","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"HASU 9334.","PACA093129",NA,NA,"Magnoliophyta","Violales",NA,NA,"50525","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"89","2019-08-27 13:34:02-03","IAP","PACA-AGP","44714","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1949","12","03","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"sicher, 01.8.1954.; ster. Habitat: in araucarieto","PACA044714",NA,NA,"Magnoliophyta","Violales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"90","2019-08-27 13:34:02-03","IAP","PACA-AGP","49163","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1950","11","20","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 01.8.1954.; fr.maturo Habitat: in silvula campestri","PACA049163",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"91","2019-08-27 13:34:02-03","IAP","PACA-AGP","26849","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Emrich, K.","1944",NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 01.8.1954.; ster. Habitat: in silvula campestri","PACA026849",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"92","2019-08-27 13:34:02-03","IAP","PACA-AGP","49095","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1950","11","08","Brasil","RS","Porto Alegre","Landgut Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 01.8.1954.; fr.maturo Habitat: in silva campestri","PACA049095",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"93","2019-08-27 13:34:02-03","IAP","PACA-AGP","8392","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Emrich, K.","1941","11","24","Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 1.8.1954.; ster. Habitat: in silvula campestri","PACA008392",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"94","2019-08-27 13:34:02-03","IAP","PACA-AGP","2699","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1932","05","02","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sterilis Habitat: in silvula campestri","PACA002699",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"95","2019-08-27 13:34:02-03","IAP","PACA-AGP","26314","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1945","01",NA,"Brasil","RS","Quaraí","Faz. do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"sterilis Habitat: in silvula rupestri","PACA026314",NA,NA,"Magnoliophyta","Violales",NA,NA,"74636","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"96","2019-08-27 13:34:02-03","IAP","PACA-AGP","58872","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1957","05","07","Camargo, O. R.","1956","02","03","Brasil","RS","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"sicher, 7.5.1957.; ster. Habitat: in silvula campestri","PACA058872","193",NA,"Magnoliophyta","Violales",NA,NA,"37819","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"97","2019-08-27 13:34:02-03","IAP","PACA-AGP","51280","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","A. Spies","1950","02",NA,"Brasil","RS","Santa Rosa","Campinas","-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: fruto","PACA051280",NA,NA,"Magnoliophyta","Violales",NA,NA,"19818","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"98","2019-08-27 13:34:02-03","IAP","PACA-AGP","4480","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1941","02","08","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"sicher, 1.8.1954.; ster. Habitat: in araucarieto","PACA004480",NA,NA,"Magnoliophyta","Violales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"99","2019-08-27 13:34:02-03","IAP","PACA-AGP","58522","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1957","05","17","Rambo, B.","1956","02","12","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"sicher, 17,5,1957.; ster. Habitat: in araucarieto","PACA058522",NA,NA,"Magnoliophyta","Violales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"100","2019-08-27 13:34:02-03","IAP","PACA-AGP","32325","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1946","02","17","Brasil","RS","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"sicher, 01.8.1954.; ster. Habitat: ad rivum in campestribus","PACA032325",NA,NA,"Magnoliophyta","Violales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"101","2019-08-27 13:34:02-03","IAP","PACA-AGP","25739","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1944","01",NA,"Brasil","RS","Sao Gabriel","Faz. Sta. Cecilia","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"sterilis Habitat: in silvula campestri","PACA025739",NA,NA,"Magnoliophyta","Violales",NA,NA,"56206","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"102","2019-08-27 13:34:02-03","IAP","PACA-AGP","9688","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1942","01","28","Brasil","RS","Tupanciretã",NA,"-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"sicher, 1.8.1954.; ster. Habitat: in silvula campestri","PACA009688",NA,NA,"Magnoliophyta","Violales",NA,NA,"59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"103","2019-08-27 13:34:02-03","IAP","PACA-AGP","34670","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1946","12","30","Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"sicher, 01.8.1954.; ster. Habitat: in araucarieto","PACA034670",NA,NA,"Magnoliophyta","Violales",NA,NA,"63451","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"104","2019-08-27 13:34:02-03","IAP","PACA-AGP","10145","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1940","01","30","Brasil","RS","Tupanciretan p. Ijuisinho",NA,NA,NA,NA,NA,NA,NA,"sicher, 1.8.1954.; ster. Habitat: in silva campestri","PACA010145",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"105","2019-08-27 13:34:02-03","IAP","PACA-AGP","27687","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Henz","1944",NA,NA,"Brasil","RS","Montenegro p. Parecí",NA,NA,NA,NA,NA,NA,NA,"sterilis - SEM MATERIAL Habitat: in silvula campestri","PACA027687",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"106","2019-08-27 13:34:02-03","IAP","PACA-AGP","28712","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Emrich, K.","1945","02","21","Brasil","RS","Caracol p. Canela",NA,NA,NA,NA,NA,NA,NA,"sicher, 01.8.1954.; ster. Habitat: in araucarieto","PACA028712",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"107","2019-08-27 13:34:02-03","IAP","PACA-AGP","32024","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Reitz, R.","1945","12","07","Brasil","SC","Sombrio p. Ararangua",NA,NA,NA,NA,NA,NA,NA,"sterilis Habitat: in silvula subpaludosa","PACA032024",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"108","2019-08-27 13:34:02-03","IAP","PACA-AGP","36706","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1948","02",NA,"Brasil","RS","S. F. de Paula p. Cambara",NA,NA,NA,NA,NA,NA,NA,"sterilis Habitat: in araucarieto","PACA036706",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"109","2019-08-27 13:34:02-03","IAP","PACA-AGP","37195","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Emrich, K.","1948","02","23","Brasil","RS","Caracol p. Canela",NA,NA,NA,NA,NA,NA,NA,"sicher, 01.8.1954.; ster. Habitat: in araucarieto","PACA037195",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"110","2019-11-22 13:44:40-03","IAP","PACA-AGP","3992","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1941","01","12","Uruguai",NA,NA,"Cunapiru, Rivera",NA,NA,NA,NA,NA,NA,"sterilis Habitat: in silvula campestri","PACA003992",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"111","2019-08-27 13:34:02-03","IAP","PACA-AGP","44090","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1949","10","24","Brasil","RS","Sao Leopoldo p. Barreto Vianna",NA,NA,NA,NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: fe","PACA044090",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"112","2019-08-27 13:34:02-03","IAP","PACA-AGP","45063","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1949","12","26","Brasil","RS","Gramado p. Canela",NA,NA,NA,NA,NA,NA,NA,"SEM MATERIAL Habitat: in araucarieto Fenofase: fruto","PACA045063",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"113","2019-08-27 13:34:02-03","IAP","PACA-AGP","53083","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1952","11","20","Brasil","RS","Cerro Largo p. Sao Luiz",NA,NA,NA,NA,NA,NA,NA,"sterilis Habitat: in silvula ad rivum","PACA053083",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"114","2019-08-27 13:34:02-03","IAP","PACA-AGP","57586","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1957","05","13","J. Pivetta","1953","08","24","Brasil","RS","Pestana p. Ijui",NA,NA,NA,NA,NA,NA,NA,"sicher, 13,5,1957 Habitat: in silva","PACA057586","651",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"115","2019-08-27 13:34:02-03","IAP","PACA-AGP","84904","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","A. Sehnem","1976","09","08","Sehnem, A.","1973",NA,NA,"Brasil","RS",NA,"Sao Francisco de Paula - Torres",NA,NA,NA,NA,NA,NA,"SEM MATERIAL Habitat: in silva Hábito: árvore","PACA084904",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"116","2019-10-18 16:50:14-03","IAP","PACA-AGP","9274","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1942","01","26","Brasil","RS","Tupanciretan p. Jari",NA,NA,NA,NA,NA,NA,NA,"sterilis Habitat: in silvula campestri","PACA009274",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"117","2019-08-27 13:34:02-03","IAP","PACA-AGP","59488","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1957","05","03","Camargo, O. R.","1956","10","30","Brasil","RS","Farroupilha","Est. Exp. de Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto","PACA059488","906",NA,"Magnoliophyta","Violales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"118","2019-08-27 13:34:02-03","IAP","PACA-AGP","11152","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1943","01",NA,"Brasil","RS","Nova Petrópolis","Cai","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"Habitat: in araucarieto","PACA011152",NA,NA,"Magnoliophyta","Violales",NA,NA,"14669","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"119","2019-08-27 13:34:02-03","IAP","PACA-AGP","44300","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1949","11","08","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 01.8.1954.; fr.semievoluto Habitat: in silva campestri","PACA044300",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"120","2019-08-27 13:34:02-03","IAP","PACA-AGP","30014","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Emrich, K.","1938","03","17","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 01.8.1954.; ster. Habitat: in silvula campestri","PACA030014",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"121","2019-08-27 13:34:02-03","IAP","PACA-AGP","10716","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","07","01","Emrich, K.","1942","05",NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 1,7,1954.; ster.; Habitat: in silvula campestri","PACA010716",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"122","2019-08-27 13:34:02-03","IAP","PACA-AGP","48691","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1950","07","31","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SEM MATERIAL Habitat: in silvula campestri Fenofase: flor masculina","PACA048691",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"123","2019-08-27 13:34:02-03","IAP","PACA-AGP","48670","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1950","07","31","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 01.8.1954.; fl. fem. Habitat: in silva campestri","PACA048670",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"124","2019-08-27 13:34:02-03","IAP","PACA-AGP","44160","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1949","10","31","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: fruto","PACA044160",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"125","2019-08-27 13:34:02-03","IAP","PACA-AGP","42729","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1949","07","25","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 01.8.1954.; fl. Habitat: in silva campestri","PACA042729",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:34:02-03","IAP","PACA-AGP","29265","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1945","10","10","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 01.8.1954.; fr.submaturo Habitat: in silvula campestri","PACA029265",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"127","2019-08-27 13:34:02-03","IAP","PACA-AGP","29004","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1945","08","15","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 01.8.1954.; fr.maturo Habitat: in silvula campestri","PACA029004",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"128","2019-08-27 13:34:02-03","IAP","PACA-AGP","1963","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.",NA,NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"sicher, 1.8.1954.; fl.; SINE DIE Habitat: in silvula campestri","PACA001963",NA,NA,"Magnoliophyta","Violales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:34:02-03","IAP","PACA-AGP","4433","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1941","02","08","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"sicher, 1.8.1954.; ster. Habitat: in silvula campestri","PACA004433",NA,NA,"Magnoliophyta","Violales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
