"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","fieldNumber","infraspecificEpithet","individualCount","dayIdentified"
"52","2020-09-12 05:00:02-03","US","US","2908836","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"R. M. King & L. E. Bishop","8980","1981","2","15","South America - Neotropics","Brazil","Minas Gerais","75 km SE along road from Crystallina to Paracatu",NA,NA,"732",NA,NA,NA,"US01764706","US01764706_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","1404176","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"A. Regnell","3/776*","1848","10",NA,"South America - Neotropics","Brazil","São Paulo","Prov. S. Paulo",NA,NA,NA,NA,NA,NA,"US01764709","US01764709_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","2249166","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"A. Macedo","4231","1956","2","2","South America","Brazil",NA,"Campestre em moitas Amarelas, Mun. Araxa, Estado. M. G.",NA,NA,NA,NA,NA,NA,"US01764696","US01764696_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","2922557","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"R. M. King & L. E. Bishop","8532","1981","1","18","South America - Neotropics","Brazil","Minas Gerais","10 km S of Diamantina from road to 8 km W",NA,NA,"1097","1219",NA,NA,"US01764702","US01764702_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","2818511","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25834","1970","2","1","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, Serra dos Oculos, Campo, ca 60 km N of Patrocinio",NA,NA,"1050",NA,NA,NA,"US01764697","US01764697_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","2858835","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25834","1970","2","1","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, Serra dos Oculos, ca 60 km N of Patrocinio",NA,NA,"1050",NA,NA,NA,"US01764700","US01764700_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","3491997","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"R. Romero, J. N. Nakajima & D. Simao","1769","1995","1","12","South America - Neotropics","Brazil","Minas Gerais","Garagem de Pedras, Estrada para Sacramento, Parna Serra da Canastra, Sao Roque de Minas",NA,NA,NA,NA,NA,NA,"US01764701","US01764701_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","3348349","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"E. Tameirão Neto & M. Werneck","1301","1994","12","17","South America","Brazil",NA,"Perdizes-MG",NA,NA,NA,NA,NA,NA,"US01764708","US01764708_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","1424250","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"-. Lofgren, Edwall & F. C. Hoehne","16800",NA,NA,NA,"South America - Neotropics","Brazil",NA,"Franca [interpreted]",NA,NA,NA,NA,NA,NA,"US01764703","US01764703_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2909293","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"E. P. Heringer, T. S. Figueiras, F. R. Mendonca, B. A. S. Pereira & et al.","17993","1980","12","15","South America - Neotropics","Brazil","Goiás","Luziania Go. (15 km ao sul da cidade)",NA,NA,NA,NA,NA,NA,"US01764698","US01764698_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","2709647","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25594","1970","1","29","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, Morro das Pedras, ca 37 km N. E. of Patrocinio",NA,NA,"1000",NA,NA,NA,"US01764699","US01764699_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","3325722","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","59882","1994","2","6","South America - Neotropics","Brazil","Goiás","BR-050, km 222 (mun. Campo Alegre)",NA,NA,NA,NA,NA,NA,"US01764705","US01764705_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","3141493","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"R. Kral, M. G. L. Wanderley & V. Pereira","75934","1988","12","7","South America - Neotropics","Brazil","Goiás","Ca 5kms N of jct. rd W to Pires do Rio by BR 050",NA,NA,"800",NA,NA,NA,"US01764704","US01764704_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"65","2020-09-02 16:21:49-03","Cenargen","CEN","74360","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","J. B. Bringel","Ezechias Paulo Heringer",NA,"1955","02","28",NA,"Brasil","MG","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,"Exsicatas","Doação do Jardim Botânico do Rio de Janeiro Rb 89897","CEN00074360","CEN00074360","PARAOPEBA",NA,NA,"26090","auto",NA,"2010","11",NA,NA,"1",NA
"66","2020-09-02 16:21:49-03","Cenargen","CEN","74361","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Ezechias Paulo Heringer","3617","1954","00","00",NA,"Brasil","MG","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,"Exsicatas","Doação Jardim Botânico do Rio de Janeiro. RB 117875","CEN00074361","CEN00074361","PARAOPEBA",NA,NA,"26090","auto",NA,NA,NA,NA,NA,"1",NA
"67","2020-10-16 10:36:11-03","UFG","HJ","7412","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4780","2011","04","04",NA,"Brasil","Goiás","Fazazenda Boa Vista.","-52.743611","-17.980556",NA,NA,NA,"Covoal Nativo, topo do murundu, ambiente seco. Solos hidromórficos do tipo gleissolo.","HJ00007412",NA,"Jataí","52º44'37''W","17º58'50''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-16 10:36:11-03","UFG","HJ","4731","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Aristônio Magalhães Teles","Souza, L.F.","4285","2009","11","07",NA,"Brasil","Goiás","Fazenda Boa Vista.","-52.078611","-17.97",NA,NA,NA,"Covoal Nativo, topo e lateral do murundu. Solos hidromórficos do tipo gleissolo.","HJ00004731",NA,"Jataí","52º4'43''W","17º58'12''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-16 10:36:11-03","UFG","HJ","6640","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","G.H. Silva","Souza, L.F.; Pereira, F.C.","4685","2011","02","03",NA,"Brasil","Goiás","Fazenda Boa Vista.","-52.078889","-17.870833",NA,NA,NA,"Covoal Nativo. Solos hidromórficos do tipo gleissolo.","HJ00006640",NA,"Jataí","52º4'44''W","17º52'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-16 10:36:11-03","UFG","HJ","7032","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Aristônio Magalhães Teles","Souza, L.F.; Pereira, F.C.","4629","2011","09","03",NA,"Brasil","Goiás","Fazenda Boa Vista.","-52.078889","-17.970833",NA,NA,NA,"Covoal, laterais e topo, ambiente seco. Solos hidromórficos do tipo gleissolo.","HJ00007032",NA,"Jataí","52º4'44''W","17º58'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-16 10:36:11-03","UFG","HJ","7411","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Aristônio Magalhães Teles","Souza, L.F.; Pererira, F.C.","4732","2011","04","04",NA,"Brasil","Goiás","Fazenda Boa Vista.","-52.743611","-17.980556",NA,NA,NA,"Covoal, topo e laterais, ambiente seco, próximo ao dreno. Solos hidromórficos do tipo gleissolo.","HJ00007411",NA,"Jataí","52º44'37''W","17º58'50''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:16:38-03","USP","SPF","163856","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Bueno, VR","Mello-Silva, R","2450","2004","01","22",NA,"Brasil","Minas Gerais",NA,"-43.691667","-18.426389","1346","1346",NA,NA,"SPF00163856",NA,"Gouveia","-43.691667","-18.426389",NA,NA,NA,"2019","02",NA,NA,NA,NA
"73","2018-05-14 16:52:28-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula",NA,"RRC ID Flag","R. Romero","1506","1994","12","8","South America","Brazil","Minas Gerais",NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"1506",NA,NA,NA
"74","2019-11-01 14:54:54-03","UnB","UB","110305","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Proença, CEB","Proença, CEB; Harris, SA","3457","2008","01","05","Southern America","Brasil","Minas Gerais",NA,"-46.550667","-20.314333","1060","1060",NA,"Forma touceira. Filárias verde claras; Erva 0,3m. Flor amarela; Cerrado sensu stricto.",NA,NA,"São Roque de Minas","-46.550667","-20.314333",NA,NA,NA,"2008","11",NA,NA,NA,NA
"75","2019-11-01 14:54:54-03","UnB","UB","123699","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Barroso, GM","Irwin, HS","25594","1970","01","29","Southern America","Brasil","Minas Gerais","Ca. 37km NE of Patrocínio",NA,NA,"1000","1000",NA,"Heads yellow.; Herb 0,75m.; Campo on red clay, with very low generally sparse shrubs",NA,NA,NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA
"76","2019-11-01 14:54:54-03","UnB","UB","123700","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"King, RM","8980","1981","02","15","Southern America","Brasil","Minas Gerais","75km SE along road from Crystallina to Paracatu",NA,NA,NA,NA,NA,"Flowers yellow.; Coarse herb from xylopodium.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-01 14:54:54-03","UnB","UB","123702","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"King, RM","8532","1981","01","18","Southern America","Brasil","Minas Gerais","10km S of Diamantina from road to 8km W",NA,NA,NA,NA,NA,"Flowers yellow.; Shrub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-01 14:54:54-03","UnB","UB","123708","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Calago, K","Heringer, EP","5513","1957","03","05","Southern America","Brasil","Minas Gerais","10km de Paraopeba",NA,NA,NA,NA,NA,"Planta habitante em terra fraca de cerrado; Cerrado",NA,NA,"Imbiruçu",NA,NA,NA,NA,NA,"2000","02",NA,NA,NA,"04"
"79","2019-11-01 14:54:54-03","UnB","UB","25059","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Incógnito","Duarte, AP","10161","1967","01",NA,"Southern America","Brasil","Goiás","Vale do Rio São Marcos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-01 14:54:54-03","UnB","UB","25061","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Barroso, GM","Irwin, HS","13805","1966","03","08","Southern America","Brasil","Goiás","Ca. 25km S of Cristalina",NA,NA,"1050","1050",NA,"Decumbent herb, the stems 0,5m. Heads yellow-green; Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA
"81","2019-11-01 14:54:54-03","UnB","UB","96903","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Magenta, M","Kirkbride Junior, JH","3837","1981","02","19","Southern America","Brasil","Distrito Federal",NA,"-47.483333","-15.8",NA,NA,NA,"Erva; cabeças amarelas; Na margem duma lagoa natural",NA,NA,"Brasília","-47.483333","-15.8",NA,NA,NA,"2004","03",NA,NA,NA,NA
"82","2019-11-01 14:54:54-03","UnB","UB","97771","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Magenta, M","Kirkbride Junior, JH","3837","1981","02","19","Southern America","Brasil","Distrito Federal",NA,"-47.483333","-15.8",NA,NA,NA,NA,NA,NA,"Brasília","-47.483333","-15.8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-01 14:54:54-03","UnB","UB","123698","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Barroso, GM","Heringer, EP","9555","1959","10","05","Southern America","Brasil","Minas Gerais",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"Paraopeba",NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA
"84","2019-11-01 14:54:54-03","UnB","UB","123701","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Barroso, GM","Heringer, EP","3725","1955","02","28","Southern America","Brasil","Minas Gerais","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"Paraopeba",NA,NA,"26090","auto",NA,"1963","07",NA,NA,NA,"31"
"85","2019-11-01 14:54:54-03","UnB","UB","123707","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Barroso, GM","Heringer, EP","3617","1954","06",NA,"Southern America","Brasil","Minas Gerais","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"Paraopeba",NA,NA,"26090","auto",NA,"1963","07",NA,NA,NA,"31"
"86","2019-11-01 14:54:54-03","UnB","UB","123704","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Amorim, EH","473","2003","02","14","Southern America","Brasil","Minas Gerais","Céu Cavalo, Estação Ambiental Galheiro","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Brácteas verdes, corola amarela.; Subarbusto 0,7m.; Cerrado rupestre",NA,NA,"Perdizes",NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"87","2019-11-01 14:54:54-03","UnB","UB","123706","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Amorim, EH","624","2003","03","07","Southern America","Brasil","Minas Gerais","Trilha dos Primatas, Estação Ambiental Galheiro","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Brácteas verdes, capítulos amarelos.; Herbácea 0,5m.; Transição cerrado/mata",NA,NA,"Perdizes",NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-01 14:54:54-03","UnB","UB","123705","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Nakajima, JN","Nakajima, JN","1706","1996","03","23","Southern America","Brasil","Minas Gerais","Estrada para a Garagem de Pedras","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Corola e estigmas amarelados. Anteras marrom; Herbáceo 0,4m. Brácteas esverdeadas; Campo sujo",NA,NA,"São Roque de Minas",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 14:54:54-03","UnB","UB","123703","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Barroso, GM","Heringer, EP","6980","1959","02","25","Southern America","Brasil","Minas Gerais",NA,"-45.24169921875","-18.2063999176025",NA,NA,NA,NA,NA,NA,"Três Marias",NA,NA,"54667","auto",NA,"1963","09",NA,NA,NA,"11"
"90","2019-05-06 11:54:22-03","UFU","HUFU","39108","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","302","2002","02","28",NA,"Brasil","Minas Gerais","Reserva do Clube Caça e Pesca Itororó, 300m da estrada vicinal RM 479 na altura do km 1.3.","-48.309167","-19.005833",NA,NA,NA,"Herbácea, ca. 0,5 m. Amarela.; Vereda.","HUFU00056857","HUFU00056857","Uberlândia","-48.309167","-19.005833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-05-06 11:54:22-03","UFU","HUFU","39109","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","1928","2002","12","23",NA,"Brasil","Minas Gerais","Fazenda Santa Juliana, 300m da BR 050 na altura do km 50.","-48.125278","-19.295556",NA,NA,NA,"Herbácea, ca. 0,35 m. Amarela.; Vereda.","HUFU00056873","HUFU00056873","Uberaba","-48.125278","-19.295556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-05-06 11:54:22-03","UFU","HUFU","39110","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","2374","2003","01","22",NA,"Brasil","Minas Gerais","Reserva do Clube Caça e Pesca Itororó, 300m da estrada vicinal RM 479 na altura do km 1.3.","-48.309167","-19.005833",NA,NA,NA,"Herbácea, ca. 0,35 m. Amarela.; Vereda.","HUFU00056856","HUFU00056856","Uberlândia","-48.309167","-19.005833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-05-06 11:54:22-03","UFU","HUFU","39111","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","1600","2002","11","25",NA,"Brasil","Minas Gerais","Santa Juliana, 300m da BR 050 na altura do km 50.","-48.125278","-19.295556",NA,NA,NA,"Herbácea, ca. 0,3 m. Amarela.; Vereda.","HUFU00056867","HUFU00056867","Uberaba","-48.125278","-19.295556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-05-06 11:54:22-03","UFU","HUFU","39112","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","2321","2003","01","21",NA,"Brasil","Minas Gerais","Fazenda Estiva, 10km da BR 050 na altura do km 25.","-48.126667","-19.100833",NA,NA,NA,"Herbácea, ca. 0,45 m. Amarela.; Vereda.","HUFU00056868","HUFU00056868","Uberlândia","-48.126667","-19.100833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-05-06 11:54:22-03","UFU","HUFU","39113","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","2209","2003","01","20",NA,"Brasil","Minas Gerais","Fazenda Santa Juliana, 300m da BR 050 na altura do km 50.","-48.125278","-19.295556",NA,NA,NA,"Herbácea, ca. 0,35 m. Amarela.; Vereda.","HUFU00056869","HUFU00056869","Uberaba","-48.125278","-19.295556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-05-06 11:54:22-03","UFU","HUFU","39114","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","1566","2002","11","25",NA,"Brasil","Minas Gerais","Fazenda Estiva, 10km da BR 050 na altura do km 25.","-48.126667","-19.100833",NA,NA,NA,"Herbácea, ca. 0,4 m. Amarela.; Vereda.","HUFU00056871","HUFU00056871","Uberlândia","-48.126667","-19.100833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-05-06 11:54:22-03","UFU","HUFU","39115","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","216","2002","02","23",NA,"Brasil","Minas Gerais","Fazenda Santa Juliana, 300m da BR 050, na altura do km 50.","-48.125278","-19.295556",NA,NA,NA,"Herbácea, ca. 0,5 m. Amarela.; Vereda.","HUFU00056872","HUFU00056872","Uberaba","-48.125278","-19.295556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-05-06 11:54:22-03","UFU","HUFU","39117","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","2529","2003","05","27",NA,"Brasil","Minas Gerais","Fazenda Estiva, 10km da BR 050 na altura do km 25.","-48.126667","-19.100833",NA,NA,NA,"Subarbusto, ca. 0,4 m. Pétalas do raio amarelas e estames claros.; Vereda.","HUFU00056863","HUFU00056863","Uberlândia","-48.126667","-19.100833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-05-06 11:54:22-03","UFU","HUFU","39118","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","2521","2003","05","27",NA,"Brasil","Minas Gerais","Santa Juliana, 300m da BR 050 na altura do km 50.","-48.125278","-19.295556",NA,NA,NA,"Subarbusto, ca. 0,4 m. Pétalas do raio amarelas e estames claros.; Vereda.","HUFU00056862","HUFU00056862","Uberaba","-48.125278","-19.295556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-05-06 11:54:22-03","UFU","HUFU","39119","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","2534","2003","05","27",NA,"Brasil","Minas Gerais","Fazenda Estiva, 10km da BR 050 no altura do km 25.","-48.126667","-19.100833",NA,NA,NA,"Subarbusto, ca. 0,4 m. Pétalas do raio amarelas e estames claros.; Vereda.","HUFU00056866","HUFU00056866","Uberlândia","-48.126667","-19.100833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-05-06 11:54:22-03","UFU","HUFU","39120","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","102","2002","01","31",NA,"Brasil","Minas Gerais","Fazenda Estiva, 10km da BR 050, na altura do km 25.","-48.126667","-19.100833",NA,NA,NA,"Herbácea, ca. 0,6 m. Amarela.; Vereda.","HUFU00056865","HUFU00056865","Uberlândia","-48.126667","-19.100833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-05-06 11:54:22-03","UFU","HUFU","70172","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Freitas, F.S.; Albuquerque, L.S.","412","2014","03","09",NA,"Brasil","Minas Gerais","Bacia do Rio Uberabinha, Área 11. Campo sobre murundu.","-47.930278","-19.361389","9","9",NA,"Subarbusto ca. 0,7m. Flores amarelas.","HUFU00056860","HUFU00056860","Uberlândia","-47.930278","-19.361389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-05-06 11:54:22-03","UFU","HUFU","69356","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Freitas, F.S.; Albuquerque, L.S.","564","2014","04","25",NA,"Brasil","Minas Gerais","Bacia do Rio Uberabinha, Área 6, Campo sobre murundu.","-47.911389","-19.376667",NA,NA,NA,"Erva, ca. 0,2m. Capítulos velhos marrons flores jovens amarelas.","HUFU00056858","HUFU00056858","Uberlândia","-47.911389","-19.376667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-05-06 11:54:22-03","UFU","HUFU","39116","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Oliveira, G.C.","135","2002","01","31",NA,"Brasil","Minas Gerais","Fazenda Santa Juliana, 300m da BR 050, na altura do km 50.","-48.125278","-19.295556",NA,NA,NA,"Herbácea, ca. 0,4 m. Amarela.; Vereda.","HUFU00056874","HUFU00056874","Uberlândia","-48.125278","-19.295556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-05-06 11:54:22-03","UFU","HUFU","74123","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Nakajima, J.N.","Martins, C.R.","2533","2017","02","19",NA,"Brasil","Distrito Federal","Parque Nacional de Brasília, Borda da margem do córredo Acampamento.","-47.9375","-15.725833",NA,NA,NA,"Subarbusto, flor amarela, decumbente. Comum na área.; Solo heteromórfico.","HUFU00072022","HUFU00072022","Brasília","-47.9375","-15.725833",NA,NA,NA,"2017","05",NA,NA,NA,NA
"106","2019-05-06 11:54:22-03","UFU","HUFU","74695","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Nakajima, J.N.","Morais, I.L.; Morales, J.F.","4861","2017","02","18",NA,"Brasil","Goiás","Beira de estrada.","-51.822222","-16.426944",NA,NA,NA,"ERva 60 cm, capítulo verde com brácteas e flores amarelas.; Cerrado rupestre.","HUFU00072674","HUFU00072674_16","Piranhas","-51.822222","-16.426944",NA,NA,NA,"2017","08",NA,NA,NA,NA
