"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"108","2020-11-04 11:19:54-03","ESALQ","ESA","11054","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"Bernacci, L.C.","25075.0","1989","08","23",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA011054","ESA011054","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 11:19:54-03","ESALQ","ESA","10802","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,"Barreto et al.","Barreto, K.D. et al.","547.0","1993","05","25",NA,"Brasil","São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,NA,NA,"ESA010802","ESA010802","12465","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-04 11:19:54-03","ESALQ","ESA","8482","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"Souza, V.C. ; Souza, F.M.","2158.0","1993","02","02",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA008482","ESA008482","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-11-04 11:19:54-03","ESALQ","ESA","51378","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"Tambosi, L.R.","2.0",NA,NA,NA,NA,"Brasil","São Paulo","Santa Rita do Passa Quatro",NA,"-47.4700012207031","-21.7099990844727",NA,NA,NA,NA,"ESA051378","ESA051378","24893","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-11-04 11:19:54-03","ESALQ","ESA","96240","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum","Mart.",NA,"Viani, R.A.G.","605.0","2006","06","18",NA,"Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,"ESA096240","ESA096240","45913","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-11-04 11:19:54-03","ESALQ","ESA","12551","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"Souza, V.C. et al.","2810.0","1993","04","08",NA,"Brasil","São Paulo","Mogi-Guaçu",NA,NA,NA,NA,NA,NA,NA,"ESA012551","ESA012551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-11-04 11:19:54-03","ESALQ","ESA","78891","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"Oliveira, J.E.","42.0","1940","05","26",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"ESA078891","ESA078891","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-11-04 11:19:54-03","ESALQ","ESA","26008","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"Souza, V.C. ; Souza, J.P.","9719.0","1995","12","20",NA,"Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"ESA026008","ESA026008","23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-04 11:19:54-03","ESALQ","ESA","31340","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"Souza, V.C. et al.","10969.0","1996","02","20",NA,"Brasil","São Paulo","Brotas",NA,"-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"ESA031340","ESA031340","26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-04 11:19:54-03","ESALQ","ESA","132549","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,"Brosler, E. et al.","Brosler, E. et al.","44.0","2009","10","18",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA132549",NA,"27729","auto",NA,NA,"2009","10","18",NA,NA,NA,NA,NA,NA
"118","2020-11-04 11:19:54-03","ESALQ","ESA","87727","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum","Mart.","Mantovani, W.","Mantovani, W.","829.0","1980","06","24",NA,"Brasil","São Paulo","Mogi Guaçu",NA,"-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"ESA087727","ESA087727","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-11-04 11:19:54-03","ESALQ","ESA","20730","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,"Farah, F.T.","Souza, J.P. et al.","2.0","1994","10","10",NA,"Brasil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,NA,NA,"ESA020730","ESA020730","29574","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-11-04 11:19:54-03","ESALQ","ESA","5156","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum","Mart. ex Sendtn.","Stehmann, J.R.","Cappi, D.M.",NA,"1989","10","11",NA,"Brasil","São Paulo","Santa Ernestina",NA,"-48.3899993896484","-21.4599990844727",NA,NA,NA,NA,"ESA005156","ESA005156","10870","auto",NA,NA,"1999","08","18",NA,NA,NA,NA,NA,NA
"121","2020-11-04 11:19:54-03","ESALQ","ESA","119339","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,"Farah, F.T.","Farah, F.T. ; Vieira, D.M.","2393.0","2004","07","01",NA,"Brasil","São Paulo","São Joaquim da Barra",NA,"-47.8499984741211","-20.5799999237061",NA,NA,NA,"Árvore","ESA119339",NA,"29681","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-11-04 11:19:54-03","ESALQ","ESA","119363","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,"Farah, F.T.","Farah, F.T. ; Vieira, D.M.","2417.0","2004","06","22",NA,"Brasil","São Paulo","São Joaquim da Barra",NA,"-47.8499984741211","-20.5799999237061",NA,NA,NA,"Árvore","ESA119363","ESA119363","29681","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-11-04 11:19:54-03","ESALQ","ESA","119364","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,"Farah, F.T.","Farah, F.T. ; Vieira, D.M.","2418.0","2004","06","30",NA,"Brasil","São Paulo","São Joaquim da Barra",NA,"-47.8499984741211","-20.5799999237061",NA,NA,NA,"Árvore","ESA119364","ESA119364","29681","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-01-14 15:33:40-03","MN","R","11982","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Silva, M.V.","Glaziou, A.F.M.","11359 a","1871","04","09",NA,"Brasil","Minas Gerais","Santa Isabel",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011982","R000011982_001",NA,NA,NA,NA,"2008","03","26",NA,NA,NA,NA,NA,NA
"125","2020-11-19 10:25:32-03","CPAP","CPAP","19144","PreserverdSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Marcia Vignoli-Silva","Pinheiro, M.H.O.","136","1996","09","24",NA,"Brasil","SP","Bauru","Município de Bauru-SP","-49.060001373291","-22.3099994659424",NA,NA,NA,"Arbusto 2m de altura. FLOR: . FRUTO: esveredeados. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerradão, junto da mata mesófila. SUBSTRATO: . RELEVO: .",NA,NA,"29186","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"126","2019-02-15 11:50:48-02","IPA","IPA","10189","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Vignoli-Silva, M.","Pickel, B.","5879","1940","04","20","Southern America","Brasil","São Paulo","São Paulo","Capital, Chácara dos Morrinhos. À beira da mata.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Hábito: arbusto. Fl. Br.","IPA0010189",NA,"53584","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"127","2019-02-15 11:50:48-02","IPA","IPA","10187","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Vignoli-Silva, M.","Pickel, B.","4763","1940","10","17","Southern America","Brasil","São Paulo","São Paulo","Capital, Casa Verde. No mato.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Flor: amarelo-esverdeado.","IPA0010187",NA,"53584","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"128","2019-07-26 11:41:21-03","IPA","IPA","10190","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, J.R.","Pickel, B.","10190","1941","08","28","Southern America","Brasil","São Paulo","São Paulo","Capital, Chácara Morrinhos. Na mata.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Fl. Verde-amarelo, limbo mais claro.","IPA0010190",NA,"53584","auto",NA,NA,"2006","12","06",NA,NA,NA,NA,NA,NA
"129","2019-02-15 11:50:48-02","IPA","IPA","78747","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum","Mart.","Albuquerque, N.A.","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","604","2008","01","10","Southern America","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Interior encosta.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Arbusto ca. de 2 metros de altura. Cálice e corola verde-claro.","IPA0078747",NA,"24709","auto",NA,NA,"2008","01","18",NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:50:48-02","IPA","IPA","78050","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum","Mart.","Albuquerque, N.A.","Albuquerque, N.A.; Marques, J.S.; Alves-Araújo, A.; Araújo, D.; Marques, J.S.; Alves-Araújo, A.; Araújo, D.","237","2007","03","22","Southern America","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Interior plano.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Sub-arbusto, casca lisa, folhas simples alternas, frutos imaturos verdes, maduros roxo.","IPA0078050",NA,"24709","auto",NA,NA,"2007","04","19",NA,NA,NA,NA,NA,NA
"131","2020-12-20 21:19:29-03","UFV","VIC","011880","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"Meira, Neto J A","438","1989","08","19",NA,"Brasil","São Paulo","Águas de Santa Bárbara","Estado Ecologico de Santa Barbara","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"VIC011880","VIC011880","18363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0058799","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,"M. S. Silva","G. Hatschbach","45943","1982","12","12",NA,"Brazil","Mato Grosso do Sul",NA,"Rio Laranja Doce (Mun. Dourados).","-57.4833","-18.1",NA,NA,NA,"Arbusto, 2 m, flor verde, interior alvo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0049096","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"J. Paula-Souza; M. S. Ferrucci, J. G. Rando, E. I. Meza Torres","7293","2007","1","15",NA,"Argentina","Misiones",NA,"Depto. San Ignacio. Arredores da casa de Horacio Quiroga.","-55.5517","-27.2663",NA,NA,NA,"Arbusto esguio, ca. 2m alt. Flores creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0049097","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,"C. Zamudio","R. Vanni; S. Caceres, G. Lopez y A. Radovancich","1430","1990","11","27",NA,"Argentina","Corrientes",NA,"Dep. San Miguel. 12 Km NE de San Miguel. Ea. Toro-y.","-57.588829","-27.993261",NA,NA,NA,"Arbusto + o - 2 m alt.; frutos morados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 14:46:05-03","UFJF","CESJ","36354","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M.Vignoli-Silva","V.C. Souza; R.R. Rodrigues; J. Paula-Souza; I.D.Sanches; A. Astorino; R.Magossi; M.Petrini","11266","1996","06","01","América do Sul","Brasil","São Paulo","Nazareth Paulista","Estrada em torno da Represa Atibainha.","-46.357889","-23.142611","800","800",NA,"Mata mesófila semidecídua. Arbusto ca. 2,5m alt., corola alaranjada, frutos negros.","CESJ036354",NA,NA,NA,"-46.357889","-23.142611","2009","03",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 14:46:05-03","UFJF","CESJ","36956","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M.Vignoli-Silva","Mendes Magalhães","84","1940","01","04","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Bairro do Bomfim.","-43.937801361084","-19.9207992553711",NA,NA,NA,"À mergem do córrego. Muito frequente. Flor alva. Arbusto, 1m.","CESJ036956",NA,"17082","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 14:46:05-03","UFJF","CESJ","36959","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M.Vignoli-Silva","J.E. de Oliveira","42","1940","05","26","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Horto Florestal","-43.937801361084","-19.9207992553711",NA,NA,NA,"Margem de brejo. Arbusto, 1m. Flor amarelada.","CESJ036959",NA,"17082","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 14:46:05-03","UFJF","CESJ","36957","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M.Vignoli-Silva","H.L. Mello Barreto","8662","1939","04","19","América do Sul","Brasil","Minas Gerais","Jaboticatubas","Fazenda do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,"Capoeira, terreno arenoso, margem do Rio Cipó. Flor esverdeada. Arbusto, 1,50m.","CESJ036957",NA,"31264","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 14:46:06-03","UFJF","CESJ","54308","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum","Mart.","J.R. Stehmann","G. Hatschbach; J.M. Silva","51560","1987","10","23","América do Sul","Brasil","Mato Grosso do Sul","Bela Vista","rod. para Caracol","-56.5210990905762","-22.1089000701904",NA,NA,NA,"Arbusto delgado, 1,5m, flores alvas, frutos pretos. Campo cerrado, margem do córrego.","CESJ054308",NA,"66197","auto",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-04-07 11:48:52-03","UFMS","CGMS","29572","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","J.R. Stehmann","C. Faxina","252","2010","01","04",NA,"Brasil","Mato Grosso do Sul","Naviraí","Córrego Tarumã.","-54.1697223","-23.1166667",NA,NA,NA,"Flor branca. Fruto roxo. Habitat: Transição mata estacional/cerrado. Mata ciliar. Solo arenoso. Relevo plano. Comum. Habito: Árvore. 2,50m de altura.","CGMS1058956",NA,NA,NA,"-54,1697223","-23,1166667","2010","11","22",NA,NA,NA,NA,NA,NA
"141","2021-04-07 11:48:52-03","UFMS","CGMS","39070","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"M.A. de Assis; R. Monteiro","1618","2002","09","15",NA,"Brasil","São Paulo","São José dos Campos","Margens do Rio Paraiba do Sul.","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Frutos imaturos verdes maduros nigrescentes. Ponto 6. Doação do HRCB. Habitat: Mata Ciliares Secundárias. Habito: Subarbusto.","CGMS1068458",NA,"39297","auto",NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:41:29-03","UNICAMP","UEC","170634","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","bogotense","Cestrum bogotense","Willd. ex Roem. & Schult.","Garcia, LC","Garcia, LC","135","2008","06","11",NA,"Brazil","São Paulo","Santa Bárbara d'Oeste","Represa São Luís.","-47.720969","-23.383744","554","554",NA,"Arbusto de 1,5m; flores e botões brancos.; Mata ciliar em processo de restauração desde 1998, Mata Atlântica, Floresta Estacional Semidecídua.","UEC010054","UEC010054",NA,NA,"-47.720969","-23.383744",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:41:29-03","UNICAMP","UEC","170838","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","bogotense","Cestrum bogotense","Willd. ex Roem. & Schult.","Garcia, LC","Garcia, LC","136","2008","06","11",NA,"Brazil","São Paulo","Santa Bárbara d'Oeste","Represa São Luis.","-47.720833","-23.383611","554","554",NA,"Arbusto de 1,6, fruto maduro roxo.; Mata ciliar em processo de restauração desde 1998, Mata Atlântica. Floresta Estacional Semidecídua.","UEC073245","UEC073245",NA,NA,"-47.720833","-23.383611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:41:29-03","UNICAMP","UEC","170635","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","bogotense","Cestrum bogotense","Willd. ex Roem. & Schult.",NA,"Garcia, LC","s.n.","2008","05","20",NA,"Brazil","São Paulo","Iracemápolis","Reserva de abastecimento público, mata ciliar em processo de restauração desde 1987.","-47.875303","-22.968303",NA,NA,NA,"Arbusto de 2m,fruto maduro roxo.; Mata Atlântica, Floresta Estacional Semidecídua - 608 msm","UEC010053","UEC010053",NA,NA,"-47.875303","-22.968303",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:41:29-03","UNICAMP","UEC","108345","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","146","1996","08","31",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genébra.","-47.109167","-22.829167",NA,NA,NA,"Arbusto com 3m de altura; frutos imaturos verdes com flores de pétalas brancas.","UEC082894","UEC082894",NA,NA,"-47.109167","-22.829167","2011","09",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:41:29-03","UNICAMP","UEC","108470","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","146","1996","08","31",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genébra.","-47.109167","-22.829167",NA,NA,NA,"Arbusto com 3m de altura; frutos imaturos verdes com flores de pétalas brancas.","UEC085886","UEC085886",NA,NA,"-47.109167","-22.829167","2011","09",NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:41:29-03","UNICAMP","UEC","133610","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Guillaumon, JR","s.n.","2002","09","01",NA,"Brazil","São Paulo","Vinhedo","Condomínio Estância Marambaia, rua Guaratinguetá.","-46.974722","-23.036111",NA,NA,NA,"Arbusto, 1,3m de altura; flores cor creme, frutos verdes.","UEC085884","UEC085884",NA,NA,"-46.974722","-23.036111","2011","09",NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:41:29-03","UNICAMP","UEC","183952","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Tamashiro, JY","Ribeiro-da-Silva, F","s.n.","2011","04","25",NA,"Brazil","São Paulo","Iracemápolis","Represa Municipal","-47.508056","-22.576667",NA,NA,NA,"herbácea; Floresta Estacional Semidecídua","UEC108471","UEC108471",NA,NA,"-47.508056","-22.576667","2013",NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:41:29-03","UNICAMP","UEC","188554","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Marcelo-Peña, JL","Barroso, RM; Kochanovski, FJ; et al.","21","2015","06","29",NA,"Brazil","São Paulo","Nova Odessa","Instituto de Zootecnia.","-47.491436","-23.267136","553","553",NA,"Arbusto 1,80, flores com pétalas alvas esverdeadas.; Fragmento de Floresta Estacional Semidecidual degradada.","UEC118466","UEC118466",NA,NA,"-47.491436","-23.267136","2015","07","01",NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:41:29-03","UNICAMP","UEC","74941","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Souza, JP; Moncaio, E; Basso, ME; Barraca, SA","s.n.","1994","10","10",NA,"Brazil","São Paulo","Paulo de Faria","4km de Paulo de Faria, em direção a Riolândia.","-29.428056","-20.031667",NA,NA,NA,"Frutos verdes a arroxeados, arbusto 2,5m .; Beira d'água.","UEC085887","UEC085887",NA,NA,"-29.428056","-20.031667","1994","09",NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:41:29-03","UNICAMP","UEC","72686","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Assis, MA; Morellato, LPC; Farinaccio, MA; Cavalcanti, DC; Romera, EC; Scabia, RA","512","1995","03","21",NA,"Brazil","São Paulo","Analândia","Fazenda Pedra Vermelha, Região de Cuestas.","-47.6599998474121","-22.1200008392334",NA,NA,NA,"Arbusto, frutos maduros roxos.","UEC085883","UEC085883","14271","auto",NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:41:29-03","UNICAMP","UEC","113097","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Pinheiro, MHO","136","1996","09","24",NA,"Brazil","São Paulo","Bauru","Jardim Botânico Municipal de Bauru.","-49.060001373291","-22.3099994659424",NA,NA,NA,"Arbusto de 2m de altura; frutos imaturos esverdeados.; Cerradão; junto da mata mesófila.","UEC085889","UEC085889","29186","auto",NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:41:29-03","UNICAMP","UEC","113110","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Pinheiro, MHO","131","1996","09","24",NA,"Brazil","São Paulo","Bauru","Jardim Botânico Municipal de Bauru.","-49.060001373291","-22.3099994659424",NA,NA,NA,"Arbusto de 2m de altura; frutos imaturos esverdeados.; Mata mesófila.","UEC085890","UEC085890","29186","auto",NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:41:29-03","UNICAMP","UEC","72594","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Semir, J","s.n.","1994",NA,NA,NA,"Brazil","São Paulo","Campinas","Fazenda Santa Genébra.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Arbusto; flores amarelas.","UEC085885","UEC085885","23900","auto",NA,NA,"1994","09",NA,NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:41:29-03","UNICAMP","UEC","72586","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Semir, J","s.n.","1994",NA,NA,NA,"Brazil","São Paulo","Campinas","Fazenda Santa Genébra.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Arbusto; flores amarelas.","UEC085891","UEC085891","23900","auto",NA,NA,"1994","09",NA,NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:41:29-03","UNICAMP","UEC","52498","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR; Giacomin, LL","Morellato, LPC","23002","1989","11","14",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"arbusto, 1,5 metros altura, flores esverdeadas, local brejoso","UEC042009","UEC042009","23900","auto",NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:41:29-03","UNICAMP","UEC","74538","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Stehmann, JR","Assis, MA; Farinaccio, MA; Romera, EC; Cesar, O","589","1995","08","21",NA,"Brazil","São Paulo","Corumbataí",NA,"-47.6199989318848","-22.2199993133545",NA,NA,NA,"Arbusto, ca. de 3m de altura; flores esverdeadas e frutos verdes.; Mata de Encosta.","UEC085888","UEC085888","14989","auto",NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA
