"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"216","2019-11-06 09:57:35-03","UFOP","OUPR","22739","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Teixeira, R.N.C.","Filho, W.H.; Ferreira, M.T.M. & Teixeira, R.N.C.","199","2008","11","06",NA,"Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125",NA,"Floresta semideciual em estagio avançado de regeneração",NA,NA,NA,NA,NA,"2008","12",NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA
"217","2019-11-06 09:57:35-03","UFOP","OUPR","22554","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Damazio, L.B.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA
"218","2019-02-22 16:42:05-03","UNEMAT","HERBAM","1611","S","Plantae",NA,NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","Zappi, DC","Sasaki, D.; Milliken, W.; Zappi, D.C.; Biggs, N.; Silveira, E.A.; Camargo, A.C.; Philippsen,","1825","2008","01","25",NA,"Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Vegetação baixa aberta e densa em afloramento rochoso.","-55.216111","-9.6675",NA,NA,"HERBAM001611",NA,"374","374",NA,NA,NA,NA,"-55.216111","-9.6675",NA,NA,NA,NA,NA,NA,NA
"219","2019-02-22 16:42:05-03","UNEMAT","HERBAM","1937","S","Plantae",NA,NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","Zappi, DC","Sasaki, D.","2387","2008","08","25",NA,"Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Mata ombrófila densa sobre solo arenoso.","-55.805556","-9.511389",NA,NA,"HERBAM001937",NA,"274","274",NA,"2008",NA,NA,"-55.805556","-9.511389",NA,NA,NA,NA,NA,NA,NA
"220","2019-09-27 18:06:22-03","UFES","VIES","38211","S","Plantae",NA,NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","Moura, R.","Julkoski, D.","481","2014","11","25",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,"VIES038211","VIES038211",NA,NA,NA,"2015","11","24",NA,NA,"57036","auto",NA,NA,NA,NA,NA
"221","2020-04-27 16:11:34-03","UFES","VIES","20935","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Zorzanelli, J.P.F.","Acácio, G.","234","1995","10","19",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES020935",NA,NA,NA,NA,"2013","08","02",NA,NA,"35694","auto",NA,NA,NA,NA,NA
"222","2020-04-27 16:11:34-03","UFES","VIES","20936","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Zorzanelli, J.P.F.","Acácio, G.","237","1995","10","24",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES020936",NA,NA,NA,NA,"2013","08","02",NA,NA,"35694","auto",NA,NA,NA,NA,NA
"223","2020-04-27 16:11:34-03","UFES","VIES","20937","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Zorzanelli, J.P.F.","Acácio, G.","250","1995","11","06",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES020937",NA,NA,NA,NA,"2013","08","02",NA,NA,"35694","auto",NA,NA,NA,NA,NA
"224","2020-04-27 16:11:34-03","UFES","VIES","33322","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Zorzanelli, J.P.F.","Acácio, G.","241","1995","10","26",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES033322","VIES033322",NA,NA,NA,"2013","12","04",NA,NA,"35694","auto",NA,NA,NA,NA,NA
"225","2019-09-27 18:06:22-03","UFES","VIES","30449","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Carrijo, T.T.","Tintori, J.L.","23","2013","11","08",NA,"Brasil","Espírito Santo","Guaçuí",NA,"-41.6794013977051","-20.7756004333496",NA,NA,"VIES030449","VIES030449","730","730",NA,"2013","11","29",NA,NA,"17884","auto",NA,NA,NA,NA,NA
"226","2019-09-27 18:06:22-03","UFES","VIES","30448","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Carrijo, T.T.","Souza, D.M.","22","2012","01","25",NA,"Brasil","Espírito Santo","Guaçuí",NA,"-41.6794013977051","-20.7756004333496",NA,NA,"VIES030448","VIES030448","730","730",NA,"2013","11","29",NA,NA,"17884","auto",NA,NA,NA,NA,NA
"227","2019-06-27 10:26:45-03","UFES","VIES","30767","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"Lage, C.; Castro, K.C.","74","2012","07",NA,NA,"Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496",NA,NA,"VIES030767",NA,"650","650",NA,NA,NA,NA,NA,NA,"17884","auto",NA,NA,NA,NA,NA
"228","2020-04-27 16:11:34-03","UFES","VIES","21820","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Zorzanelli, J.P.F.","Zorzanelli, J.P.F.","345","2012","02","20",NA,"Brasil","Espírito Santo","Iúna","Ponte Alta.","-41.5358009338379","-20.3458003997803",NA,NA,"VIES021820",NA,NA,NA,NA,"2012","03","06",NA,NA,"32198","auto",NA,NA,NA,NA,NA
"229","2020-04-27 16:11:34-03","UFES","VIES","21344","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Zorzanelli, J.P.F.","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","159","2011","10","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"VIES021344",NA,"2","2",NA,"2012","01","10",NA,NA,"32198","auto",NA,NA,NA,NA,NA
"230","2020-04-27 16:11:34-03","UFES","VIES","31397","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Zorzanelli, J.P.F.","Dias, H.M.; Silva, A.E.","872","2012","10","15",NA,"Brasil","Minas Gerais","Carangola","Alvorada.","-42.0293998718262","-20.7331008911133",NA,NA,"VIES031397",NA,"480","480",NA,"2013","03","04",NA,NA,"21913","auto",NA,NA,NA,NA,NA
"231","2020-04-27 16:11:34-03","UFES","VIES","20358","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","Zorzanelli, J.P.F.","Dias, H.M.; Silva, A.E.","526","2010","12","15",NA,"Brasil","Minas Gerais","Carangola","Alvorada.","-42.0293998718262","-20.7331008911133",NA,NA,"VIES020358",NA,"400","400",NA,"2013","08","01",NA,NA,"21913","auto",NA,NA,NA,NA,NA
"232","2020-06-29 09:32:11-03","UFRRJ","RBR","36306","S","Plantae",NA,NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","L.E. Santo","J.M.A. Braga","1440","1994","10","20",NA,"Brasil","Rio de Janeiro","Guapimirim","Granja Monte Olivete, margem do rio bananal. Elev.: 500m","-42.9818992614746","-22.5372009277344",NA,NA,"RBR00036306",NA,NA,NA,NA,"2005","04","29",NA,NA,"21463","auto",NA,NA,NA,NA,NA
"233","2020-06-29 09:32:11-03","UFRRJ","RBR","36250","S","Plantae",NA,NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","L.E. Santo","G.C. Goés","452","1943","08","15",NA,"Brasil","Rio de Janeiro","Petrópolis","Rio da cidade","-43.1786003112793","-22.5049991607666",NA,NA,"RBR00036250",NA,NA,NA,NA,"2015","04","29",NA,NA,"36524","auto",NA,NA,NA,NA,NA
"234","2020-06-29 09:32:11-03","UFRRJ","RBR","16082","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","L.A. Pereira","M. Oliveira","227","1996","03","06",NA,"Brasil","Alagoas","Bonito","Reserva Municipal de Bonito, lat.:8029#?#40'Long.:35041#?#45'; Alt.: 444m",NA,NA,NA,NA,"RBR00016082",NA,NA,NA,NA,"2013","03","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-06-29 09:32:11-03","UFRRJ","RBR","43392","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","L.L.F. Abrahão","T.P.P. Alverga",NA,"2014","02","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","PEPB (Grumari). F25/20.","-43.538611","-23.029167",NA,NA,"RBR00043392",NA,NA,NA,NA,NA,NA,NA,"43º32'19''W","23º1'45''S",NA,NA,NA,NA,NA,NA,NA
"236","2020-06-29 09:32:11-03","UFRRJ","RBR","16074","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","G.V. Somner","F.S. Araújo","s.n.","1991","01","05",NA,"Brasil","Ceará","Novo Oriente",NA,"-40.7742004394531","-5.53444004058838",NA,NA,"RBR00016074",NA,NA,NA,NA,"1991","10","25",NA,NA,"28544","auto",NA,NA,NA,NA,NA
"237","2020-06-29 09:32:11-03","UFRRJ","RBR","32109","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","R. Coelho","F.S. Araújo","s.n.",NA,NA,NA,NA,"Brasil","Ceará","Novo Oriente",NA,"-40.7742004394531","-5.53444004058838",NA,NA,"RBR00032109",NA,NA,NA,NA,"2013","10","23",NA,NA,"28544","auto",NA,NA,NA,NA,NA
"238","2020-06-29 09:32:11-03","UFRRJ","RBR","16073","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M.S. Ferrucci","Urbano","9543","1970","10","31",NA,"Brasil","Rio de Janeiro","Petrópolis","Estrada de Contorno","-43.1786003112793","-22.5049991607666",NA,NA,"RBR00016073",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA
"239","2020-06-29 09:32:11-03","UFRRJ","RBR","16072","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","G.V. Somner","R.S. Pinheiro","2030","1972","10","20",NA,"Brasil","Bahia","Itapebi","Fazenda Estreito Dágua, Proprideda do sr. Aufou do Carvalho.","-39.5339012145996","-15.9507999420166",NA,NA,"RBR00016072",NA,NA,NA,NA,"1997","11","17",NA,NA,"43726","auto",NA,NA,NA,NA,NA
"240","2020-06-29 09:32:11-03","UFRRJ","RBR","16078","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M.S. Ferrucci","M.M.T. Rosa","95","1982","10","16",NA,"Brasil","Rio de Janeiro","Bom Jesus do Itabapoana","Fazenda São Jorge","-41.6796989440918","-21.1338996887207",NA,NA,"RBR00016078",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"30210","auto",NA,NA,NA,NA,NA
"241","2020-06-29 09:32:11-03","UFRRJ","RBR","9004","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","L.A. Pereira","M. Oliveira","1342","2003","04","08",NA,"Brasil","Alagoas","Ibateguara","Flora dos fragmentos","-35.9393997192383","-8.97249984741211",NA,NA,"RBR00009004",NA,NA,NA,NA,"2013","03","27",NA,NA,"16798","auto",NA,NA,NA,NA,NA
"242","2020-06-29 09:32:11-03","UFRRJ","RBR","34539","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"A.F. Nunes","37","2009","08","26",NA,"Brasil","Rio de Janeiro","Engenheiro Paulo de Frontin","Instituto Zoobotânico de Morro Azul, Estrada do Pau-ferro, Morro Azul do Tinguá, trilha dos Quatis, descendo a trilha da mata, depois da marcação 26 Reserva Biológica do Tinguá","-43.6782989501953","-22.5496997833252",NA,NA,"RBR00034539",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14263","auto",NA,NA,NA,NA,NA
"243","2020-06-29 09:32:11-03","UFRRJ","RBR","15343","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M.S. Ferrucci","C.S. Pardo","136","2000","11","16",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,"RBR00015343",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"244","2020-06-29 09:32:11-03","UFRRJ","RBR","29891","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","R. Coelho","W.W. Thomas","11328","1996","11","14",NA,"Brasil","Bahia","Porto Seguro","Parque nacional monte pascoal, 15°15#?#53'S, 40°34#?#29'W ca. 150m","-39.0647010803223","-16.4496994018555",NA,NA,"RBR00029891",NA,NA,NA,NA,"2013","10","23",NA,NA,"68835","auto",NA,NA,NA,NA,NA
"245","2020-06-29 09:32:11-03","UFRRJ","RBR","33102","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","G.V. Somner","G.V. Somner","1056","2002","10","01",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica Tinguá, Estrada Ouro, virada da serra, avistando a Serra do Conto Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00033102",NA,NA,NA,NA,"2002",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"246","2020-06-29 09:32:11-03","UFRRJ","RBR","16075","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M.S. Ferrucci","S.H. Cantuária","12","1991","04","18",NA,"Brasil","Rio de Janeiro","Piraí","Ribeirão das Lajes","-43.8981018066406","-22.6291999816895",NA,NA,"RBR00016075",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"20293","auto",NA,NA,NA,NA,NA
"247","2020-06-29 09:32:11-03","UFRRJ","RBR","16071","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","G.V. Somner","R.S. Pinheiro","384","1967","11","08",NA,"Brasil","Bahia","Itapebi","Rod. Itapebi","-39.5339012145996","-15.9507999420166",NA,NA,"RBR00016071",NA,NA,NA,NA,"1997","12","04",NA,NA,"43726","auto",NA,NA,NA,NA,NA
"248","2020-06-29 09:32:11-03","UFRRJ","RBR","29888","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","R. Coelho","J.G. Jardim","1056","1997","05","23",NA,"Brasil","Bahia","Itacaré","Rodovia para Itacaré. Entrada ca. de 1 km da BR 101. 14°19#?#19' S E 39°W. ramal que leva as fazendas no sentido L, margem do Rio de Contas, ca. 2 km da entrada. Área de cultivo de cacau, área abandonada","-38.9967002868652","-14.2775001525879",NA,NA,"RBR00029888",NA,NA,NA,NA,"2013","10","23",NA,NA,"41230","auto",NA,NA,NA,NA,NA
"249","2020-06-29 09:32:11-03","UFRRJ","RBR","29887","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","R. Coelho","J.G. Jardim","4787","2005","12","10",NA,"Brasil","Bahia","Barro Preto","Serrada Pedra Lascada, 13#?#7 km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção à serra. Trilha margeando a encosta da Serra vertente W 14°46#?#13'S 39°32#?#10'W. Alt.: 650m. Floresta Ombrófila densa sub-montana","-39.4714012145996","-14.809700012207",NA,NA,"RBR00029887",NA,NA,NA,NA,"2013","10","23",NA,NA,"17116","auto",NA,NA,NA,NA,NA
"250","2020-06-29 09:32:11-03","UFRRJ","RBR","33964","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M.S. Ferrucci","G.V. Somner","1407","2009","08","15",NA,"Brasil","Rio de Janeiro","Niterói","Serra da Tiririca, Morro do Telégrafo, Vale do Córrego dos Colibris.: S22°57#?#03.3' W43°01#?#19.7'","-43.1035995483398","-22.88330078125",NA,NA,"RBR00033964",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"14785","auto",NA,NA,NA,NA,NA
"251","2020-06-29 09:32:11-03","UFRRJ","RBR","29052","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M.S. Ferrucci","S.J. Silva-Neto","1479","2001","09","14",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Trilha Barrelão-Boa Esperança","-43.451099395752","-22.7591991424561",NA,NA,"RBR00029052",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"252","2020-06-29 09:32:11-03","UFRRJ","RBR","16088","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","L.A. Pereira","M. Oliveira","777","2002","02","20",NA,"Brasil","Alagoas","São José da Laje","Usina Serra grande","-36.0583000183105","-9.00971984863281",NA,NA,"RBR00016088",NA,NA,NA,NA,"2013","03","27",NA,NA,"16954","auto",NA,NA,NA,NA,NA
"253","2020-06-29 09:32:11-03","UFRRJ","RBR","16089","S","Plantae",NA,NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","L.A. Pereira","M. Oliveira","870","2002","04","18",NA,"Brasil","Alagoas","Ibateguara","Val Paraíso","-35.9393997192383","-8.97249984741211",NA,NA,"RBR00016089",NA,NA,NA,NA,"2013","03","27",NA,NA,"16798","auto",NA,NA,NA,NA,NA
"254","2013-04-01 09:14:44-03","IPT","BCTW","19855","S","Plantae","Magnoliophyta",NA,NA,"Allophylus","sericeus","Allophylus sericeus","Radlk.","Instituto Plantarum","Lorenzi, H.","18",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"255","2021-03-21 19:38:45-03","UFC","EAC","56719","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","Moura, R.","Batista, W.","182","2014","01","27","Southern America","Brasil","Ceará","São Benedito","congl. 89, sub. 2, árv. 1RN.","-40.860011","-3.959986",NA,"Inventário Florestal Nacional - CE; Arbusto, inflorescência verde-claro.","EAC0056719","EAC0056719",NA,NA,NA,"2014","02","27","-40.860011","-3.959986",NA,NA,NA,NA,NA,NA,NA
"256","2021-03-21 19:38:45-03","UFC","EAC","55147","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","Souza, E.B.","Souza, E.B.; Marreira, E.M.; Manço, M.G.F.; Lira, G.M.; Brandão, E.K.S.","2950","2013","12","27","Southern America","Brasil","Ceará","Ibiapina","Sítio Boa Água, Planalto da Ibiapaba.","-40.895","-3.884722",NA,"Arbusto, 2-3m; caules cinzas; folhas herbáceas; flores com cálice creme e corola branca.; Floresta subperenifólia tropical plúvio-nebular.","EAC0055147",NA,"870","870",NA,"2013","12",NA,"-40.895","-3.884722",NA,NA,NA,NA,NA,NA,NA
"257","2021-03-21 19:38:45-03","UFC","EAC","55148","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","Souza, E.B.","Souza, E.B.; Marreira, E.M.; Manço, M.G.F.; Lira, G.M.; Brandão, E.K.S.","2935","2013","12","27","Southern America","Brasil","Ceará","Ibiapina","Sítio Boa Água, Planalto da Ibiapaba.","-40.895","-3.884722",NA,"Subarbusto ereto, 1m; caules cinzas; folhas herbáceas; inflorescências com eixo verde-claro e flores pequenas, erverdeadas.; Floresta subperenifólia tropical plúvio-nebular.","EAC0055148",NA,"870","870",NA,"2013","12",NA,"-40.895","-3.884722",NA,NA,NA,NA,NA,NA,NA
"258","2021-03-21 19:38:45-03","UFC","EAC","47175","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","Radlk.","Castro, A.S.F.","Castro, A.S.F.","2275","2010","02","27","Southern America","Brasil","Piauí","Pavussu","4km de Jatobá, estrada para Chupeiro","-43.490778","-7.925694",NA,"Arvoreta.","EAC0047175",NA,NA,NA,NA,"2010","06","10","-43.490778","-7.925694",NA,NA,NA,NA,NA,NA,NA
"259","2021-03-21 19:38:45-03","UFC","EAC","33592","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","Radlk.","Lima-Verde, L.W.; Lima, J.R.","Araújo, F.S.; Lima, J.R.","1447","2002","05","07","Southern America","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,"Arbusto, fruto vermelho maduro, fanerófito.; Mata seca","EAC0033592",NA,"650","650",NA,"2002","06","20",NA,NA,"43216","auto",NA,NA,NA,NA,NA
"260","2021-03-21 19:38:45-03","UFC","EAC","33593","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","Radlk.","Lima-Verde, L.W.; Lima, J.R.","Araújo, F.S.; Lima, J.R.","1303","2002","02","25","Southern America","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,"Arbóreo, inflorescência branca, fanerófito.; Mata seca","EAC0033593",NA,"650","650",NA,"2002","03","20",NA,NA,"43216","auto",NA,NA,NA,NA,NA
"261","2021-03-21 19:38:45-03","UFC","EAC","33595","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","Radlk.","Lima-Verde, L.W.; Lima, J.R.","Araújo, F.S.; Lima, J.R.","1360","2002","03","25","Southern America","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,"Arbusto, fruto verde, fanerófito.; Mata seca","EAC0033595",NA,"650","650",NA,"2002","04","20",NA,NA,"43216","auto",NA,NA,NA,NA,NA
"262","2021-03-21 19:38:45-03","UFC","EAC","35223","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","Radlk.","Lima-Verde, L.W.","Lima-Verde, L.W.","s.n.","2000","03","09","Southern America","Brasil","Ceará","Crateús","Serra das almas - Floresta","-40.6775016784668","-5.1783299446106",NA,NA,"EAC0035223",NA,NA,NA,NA,"2000","03","09",NA,NA,"43216","auto",NA,NA,NA,NA,NA
"263","2021-03-21 19:38:45-03","UFC","EAC","39023","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","Radlk.","Castro, A.S.F.","Castro, A.S.F.","1650","2005","10","25","Southern America","Brasil","Ceará","Ibiapina","3 km da cidade sede, encosta de Ibiapaba.","-40.8894004821777","-3.92333006858826",NA,"Arbórea.; Mata úmida","EAC0039023",NA,NA,NA,NA,"2006","03","14",NA,NA,"29848","auto",NA,NA,NA,NA,NA
"264","2021-03-21 19:38:45-03","UFC","EAC","19361","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","Radlk.","Sommer, G.V.","Araújo, F.S.","235","1991","01","05","Southern America","Brasil","Ceará","Novo Oriente","Estrondo - Planalto da Ibiapaba","-40.7742004394531","-5.53444004058838",NA,"Árvore.; Carrasco","EAC0019361",NA,NA,NA,NA,"1996","12","18",NA,NA,"28544","auto",NA,NA,NA,NA,NA
"265","2021-03-21 19:38:45-03","UFC","EAC","11067","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","sericeus","Allophylus sericeus","Radlk.",NA,"Fernandes, A.; Matos, F.J.A.","EAC11067","1982","01","13","Southern America","Brasil","Ceará","Tianguá","Chapada da Ibiapaba","-40.99169921875","-3.7322199344635",NA,"Subarbusto.; Carrasco","EAC0011067",NA,NA,NA,NA,"1996","12","18",NA,NA,"36695","auto",NA,NA,NA,NA,NA
"266","2020-12-21 16:44:20-03","MBM","MBM","425329","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophyllus","racemosus","Allophyllus racemosus","Sw.","Moura, R.","Rigon, L.G.C.","634","2016","11","17","Southern America","Brazil","Rio de Janeiro","Guapimirim","Conglomerado 84-1-2-12","-43.02","-22.5",NA,"Árvore com 8,5 m de altura. Base reta. Casca interna laranja escuro e externa amarelada, fina, áspera lenticelada, indescente, não apresentando odor ao ser cortada. Flor amarela.; Solos rochos, de cor marrom. Floresta Estacional Semi","MBM425329",NA,NA,NA,NA,"2016","11","17","-43.02","-22.5",NA,NA,NA,NA,NA,NA,NA
"267","2020-12-21 16:44:20-03","MBM","MBM","425372","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophyllus","racemosus","Allophyllus racemosus","Sw.","Moura, R.","Uller, H.F.; Terra, G.; Naves, R.P.; Guimarães, R.E.; Terra, G.; Naves, R.P.; Guimarães, R.E.","s.n.","2013","12","09","Southern America","Brazil","Rio de Janeiro","Bom Jardim","Conglomerado 171-3-2-9, Subparcela locada na face Sul.","-42.3","-22.14",NA,"Árvore. Verde em desenvolvimento.; Floresta com dossel de aproximadamente 14 metros, abertos. Solo coberto por pequena quantidade de serrapilheira. Sub-bosque composto por grande quantidade de plantas com DAP de mais ou menos 5 cm.","MBM425372",NA,"793","793",NA,"2017","03","16","-42.3","-22.14",NA,NA,NA,NA,NA,NA,NA
"268","2020-12-21 16:44:24-03","MBM","MBM","418811","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1071","2018","11","22","Southern America","Brazil","Minas Gerais","Caratinga","Rio Doce, beira de estrada florestal","-42.489444","-19.498056",NA,"Árvore 4 m; flores alvo-amareladas.; Vegetação Secundária Estágio Inicial","MBM418811",NA,"245","245",NA,"2019","04","08","-42.489444","-19.498056",NA,NA,NA,NA,NA,NA,NA
