"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2019-11-08 08:53:41-03","FURB","FURB","49288","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Oliveira, AA de","Oliveira, A.A. de","2906","2016","01","20",NA,"Brasil","Santa Catarina","Garuva","Estrada do Palmital.","-48.7802778","-26.1002778","114","114",NA,NA,"FURB49288","FURB49288",NA,NA,"2016","01","20",NA,NA,NA,"-48.7802778","-26.1002778",NA,NA
"12","2020-06-29 09:31:22-03","UFRRJ","RBR","42765","S","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","L.H. Soares","L.H. Soares",NA,"2015","06","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F04/51.","-43.544722","-22.827778",NA,NA,NA,NA,"RBR00042765",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º32'41''W","22º49'40''S",NA,NA
"13","2020-06-29 09:31:22-03","UFRRJ","RBR","43216","S","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","T.P.P. Alverga","T.P.P. Alverga",NA,"2013","11","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vila Parque da Cidade. F26/131.","-43.243611","-22.975833",NA,NA,NA,NA,"RBR00043216",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º14'37''W","22º58'33''S",NA,NA
"14","2020-12-21 16:36:01-03","MBM","MBM","105647","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Barroso, G.M.","Lima, H.C.; et al.; et al.","2298",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"MBM105647","MBM105647",NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA
"15","2020-12-21 16:36:01-03","MBM","MBM","33724","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Berg, C.C.","Reitz, R.; et al.; et al.","18086",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Garuva","Porto Garuva","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"MBM033724","MBM033724",NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA
"16","2020-12-21 16:36:01-03","MBM","MBM","21968","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Berg, C.C.","Hatschbach, G.","29656",NA,NA,NA,"Southern America","Brazil","Paraná","Antonina","Serrinha","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM021968","MBM021968",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA
"17","2020-12-21 16:36:01-03","MBM","MBM","229483","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Castro, R.M.","Silva, J.M.; Barboza, E.; Barboza, E.","2543",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Serra da Prata, trilha para o pico da Torre da Prata","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM229483","MBM229483",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"18","2020-12-21 16:36:01-03","MBM","MBM","212824","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Castro, R.M.","Ziller, S.R.; et al.; et al.","1377",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra, Fazenda Guam","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM212824","MBM212824",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA
"19","2020-12-21 16:36:01-03","MBM","MBM","10100","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Berg, C.C.","Hatschbach, G.","19632",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Rio Cambará","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM010100","MBM010100",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"20","2019-11-01 15:33:06-03","PUC-RIO","FCAB","8143","PreservedSpecimen","Plantae",NA,"Angiospermae","Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","R.D. Ribeiro","J.M. Freire; R.R. Oliveira; B.L. Rosendo","381","2009","11","05",NA,"Brasil","Rio de Janeiro","Camorim","Maciço da Pedra Branca 5.8","-66.485","-66.485","160","160",NA,"Árvore com 5 m de altura, 29 cm de CAP.","FCAB008143",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-66.485","-66.485",NA,NA
"21","2015-09-05 11:46:32-03","MNHN","RECOLNAT_MNHN_P","P06824530","PreservedSpecimen",NA,NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,"Glaziou, A.",NA,"1894","9","1",NA,"Brasil",NA,NA,"Rio Novo. Brasil, América do Sul",NA,NA,NA,NA,"hb",". . donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06824530' target='other'> <mi>dwc_moreinfo</mi></a>","P06824530","P06824530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10821",NA
"22","2015-09-05 11:46:32-03","MNHN","RECOLNAT_MNHN_P","P06824529","PreservedSpecimen",NA,NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,"Hatschbach, G.",NA,"1967","4","13",NA,"Brasil","Paraná","Guaraqueçaba","Brésil. Paraná, Guaraqueçaba, Serrinha. Guaraqueçaba, Paraná, Sul, Brasil, América do Sul","-48.3288993835449","-25.3066997528076","100",NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06824529' target='other'> <mi>dwc_moreinfo</mi></a>","P06824529","P06824529_01",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,"16331",NA
"23","2015-09-05 11:46:32-03","MNHN","RECOLNAT_MNHN_P","P06824531","PreservedSpecimen",NA,NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,"s.c.",NA,"1927","6","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Horto Florestal. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232",NA,NA,"hb",". . Reçu le 21 janvier 1939 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06824531' target='other'> <mi>dwc_moreinfo</mi></a>","P06824531","P06824531_01",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"24","2015-10-26 08:13:06-02","MNHN","RECOLNAT_MNHN_P","P06824384","PreservedSpecimen",NA,NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Santos & Romaniuc Neto","Prance, G.T.|Berg, C.C.|Bisby, F.A.|Lleras, E.|Steward, W.C.|Ramos, J.F.|Monteiro, O.P.|Lima, J.F.",NA,"1973","10","10",NA,"Brasil","Mato Grosso",NA,"Margin of new airstrip of Humboldt Centre, Rio Aripuanã. Mato Grosso, Centro-oeste, Brasil, América do Sul",NA,"59.35",NA,NA,"hb",". . Field work supported in greater part by the National Science Foudation and coordinated by G.T. Prance. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06824384' target='other'> <mi>dwc_moreinfo</mi></a>","P06824384","P06824384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18333",NA
"25","2020-12-11 11:38:55-03","UFMG","BHCB","48288","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","1743800","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,"J. G. Kuhlmann","38992","1927","10","6","South America - Neotropics","Brazil","Rio de janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"US00089912","US00089912_01","Isosyntype","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"27","2020-09-12 05:00:02-03","US","US","1743801","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,"J. G. Kuhlmann","38993","1929","7","11","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Horto Florestal.",NA,NA,NA,NA,NA,NA,"US00089913","US00089913_01","Isolectotype","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"28","2020-09-12 05:00:02-03","US","US","2564629","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,"G. Hatschbach","16331","1967","4","13","South America - Neotropics","Brazil","Guaraqueçaba",NA,"Serrinha",NA,NA,"100",NA,NA,NA,"US01333528","US01333528_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"29","2021-03-15 18:28:56-03","USP","SPF","200460","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Freitas, HS","Freitas, HS","300","2008","01","17",NA,"Brasil","São Paulo","São José do Barreiro","Fazenda Atibaia. Acesso pelo km 258 da Rodovia dos Tropeiros (SP 068).","-45.103858","-23.073919",NA,NA,NA,"Interior da Mata do Mascote.","SPF00200460",NA,NA,NA,"2009",NA,NA,NA,NA,NA,"-45.103858","-23.073919",NA,NA
"30","2019-09-04 19:23:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula",NA,NA,"C. A. W. Schwacke","13361",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-03-07 09:11:42-03","F","FMNH-SEEDPLANTS","V0226180F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0226180F","V0226180F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-03-07 09:11:42-03","F","FMNH-SEEDPLANTS","V0226181F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0226181F","V0226181F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-23 13:22:50-03","MN","R-TIPOS","212569","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Berg, C.C.","Kuhlmann, J .G.; Pessoal do Horto Florestal","670","1927","10","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Gávea","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R000212569","R000212569_001","Isoparatypus",NA,"1967","04","26",NA,"57442","auto",NA,NA,NA,NA
"34","2021-03-04 15:45:55-03","IF","SPSF","28744","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula",NA,"S.Romaniuc Neto","I.Cordeirto","2277A","2000","08","23","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
"35","2020-12-23 08:49:02-03","IBt","SP","423553","S","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,"Acevedo-Rodriguez, P","13580","2003","09","30",NA,"Brasil","Acre","Rio Branco",NA,"-67.8099975585938","-9.9747200012207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"178770","auto",NA,NA,NA,NA
"36","2020-10-15 10:09:14-03","IBt","SP","338361","S","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,"Silva, JM","2543","1998","08","29",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"37","2019-11-21 10:10:57-03","IBt","SP","444457","S","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.",NA,"Pessoal do Horto Florestal","670","1927","10","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Gávea. Dois Irmãos. Mata de morro pedregoso","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore 12-15 m alt.","SP001875","SP001875","Isosyntype",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"38","2014-09-23 10:58:50-03","G","G","G00438466","S","Plantae",NA,NA,"Moraceae","Pseudolmedia","hirtula","Pseudolmedia hirtula","Kuhlm.","Berg, C. C.","Kuhlmann, J. G.","38993","1929","07","11","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00438466",NA,"ISOLECTOTYPUS of Pseudolmedia hirtula Kuhlm.",NA,"1967","01","01",NA,NA,NA,"-42.9125","-22.48222222",NA,NA
