"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","relatedCatalogItem"
"11","2020-11-04 11:21:01-03","ESALQ","ESA","12719","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Wanderley, M.G.L.","Souza, V.C. et al.","1993","11","26",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA012719","ESA012719","4821.0",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"12","2020-11-04 11:21:01-03","ESALQ","ESA","12399","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Wanderley, M.G.L.","Souza, V.C. et al.","1994","11","26",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA012399","ESA012399","4663.0",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"13","2020-11-04 11:21:01-03","ESALQ","ESA","17232","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Wanderley, M.G.L.","Souza, V.C. et al.","1993","02","13",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA017232","ESA017232","2257.0",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"14","2019-08-27 13:26:43-03","IAP","PACA-AGP","113412","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Lozano, E. D.","Sehnem, A.","1973","11","11",NA,"Brasil","RS","Portão","Faz. Unisinos.","-51.2419013977051","-29.7017002105713","20","20",NA,"Habitat: herba in paludosis campestribus","PACA113412",NA,"13902","Liliopsida",NA,NA,NA,"13735","auto",NA,NA,NA,NA,NA
"15","2019-08-27 13:26:43-03","IAP","PACA-AGP","34060","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Smith & Downs","C. Orth SJ","1941",NA,NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: in paludosis Fenofase: flor e fruto","PACA034060",NA,NA,"Liliopsida","1960",NA,NA,"10287","auto",NA,NA,NA,NA,NA
"16","2019-08-27 13:26:43-03","IAP","PACA-AGP","53397","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Lozano, E. D.","Rambo, B.","1952","11","24",NA,"Brasil","RS","São Luiz","Caaró",NA,NA,NA,NA,NA,"Habitat: in paludosis alte graminosis Fenofase: fruto","PACA053397",NA,NA,"Liliopsida","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:26:43-03","IAP","PACA-AGP","99504","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Lozano, E. D.","Bottega kerber, K.T.","2005","05","26",NA,"Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra","-50.133333","-29.033333",NA,NA,NA,"Hasu Habitat: terrestre","PACA099504",NA,"314","Liliopsida","2015",NA,NA,NA,NA,"50°08'W","29°02'S",NA,NA,NA
"18","2019-08-27 13:26:43-03","IAP","PACA-AGP","35663","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Lozano, E. D.","Henz, E.","1946","12","29",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,"conf. Smith & Down 03.1960 Habitat: in paludosis Fenofase: flor","PACA035663",NA,NA,"Liliopsida","2015",NA,NA,"21601","auto",NA,NA,NA,NA,NA
"19","2020-07-02 19:03:31-03","UFJF","CESJ","72272","PreservedSpecimen","Plantae","Angiosperma",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","N.F.O. Mota","N.F.O. Mota; L.L. Giacomin","2011","12","16","América do Sul","Brasil","Minas Gerais","Alagoa","Parque Estadual da Serra do Papagaio, na margem esquerda da estrada próxima à sede do parque (Charco).","-44.224444","-22.204722","1721","1721",NA,"Erva 1,23m de comprimento, terrestre, desnamente cespitosa com muita mucilagem hialina na base. Odor da mucilagem desagradável. Base das folhas negras e base dos escapos florais rosas. Espiga castanha, lustrosa. Mácula das brácteas verdes. Flores amarela","CESJ072272",NA,"2335",NA,"2012","01","03",NA,NA,"-44.224444","-22.204722",NA,NA,NA
"20","2021-03-01 16:20:52-03","UNICAMP","UEC","91143","S","Plantae","Liliopsida",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Wanderley, MDGL","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","1996","12","16",NA,"Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar - Núcleo Cunha. Trilha da Pedra ao Indaiá, pastagem abandonada por 10-15 anos,","-44.993333","-23.245833","1070","1070",NA,"Erva, brácteas castanhas com ala dorsal verde, flores amarelas.; Floresta Ombrófila Densa","UEC099489","UEC099489","986",NA,"2010","05","10",NA,NA,"-44.993333","-23.245833",NA,NA,NA
"21","2020-10-14 10:07:08-03","FURB","FURB","13176","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Mota, NFO","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","04","23",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja - Parque Nacional São Joaquim.","-49.4983333","-28.0744445","1546","1546",NA,"Florística IFFSC 166(Erva Terrícola) Habitat: Floresta nebular e campos naturais; Estágio médio de regeneração; brejo Habito: herbácea;","FURB03768","FURB03768","2018",NA,"2010","09","27",NA,NA,"-49.4983333","-28.0744445",NA,NA,NA
"22","2020-12-21 16:47:54-03","MBM","MBM","391669","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Mota, N.F.O.","Verdi, M.; Hasckel, R.P.; Klemz, G.; Hasckel, R.P.; Klemz, G.","2009","04","23","Southern America","Brazil","Santa Catarina","Urubici","Morro da Igreja, Parque Nacional São Joaquim","-49.498333","-28.074444","1546","1546",NA,"Erva terrícola; altura 0,5m.; Floresta Nebular e campos naturais; estádio sucessional médio de regeneração; brejo.","MBM391669","MBM391669","2018",NA,"2010","09","27",NA,NA,"-49.498333","-28.074444",NA,NA,NA
"23","2020-12-21 16:47:54-03","MBM","MBM","12952","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Smith, L.B.","Hatschbach, G.","1969","11","01","Southern America","Brazil","Paraná","Balsa Nova","Serra Santana","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"MBM012952","MBM012952","22807",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"24","2020-12-11 11:45:36-03","UFMG","BHCB","153361","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","paulensis","Xyris paulensis","Malme",NA,"Giacomin, LL; Souza, FF; Fernandes, AC","2011","10","16","Southern America","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro. Em formação aluvial anexa a riacho. Solo arenoso","-43.886972","-21.969056","1525","1525",NA,"Erva cespitosa, crescendo em touceiras. Flores amarelas. Escapo verde.","BHCB049175",NA,"1641",NA,"2018","12",NA,NA,NA,"-43.886972","-21.969056",NA,NA,NA
"25","2020-12-11 11:45:38-03","UFMG","BHCB","130059","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"Verdi, M; Hasckel, RP; Klemz, G","2009","04","23","Southern America","Brasil","Santa Catarina","Urubici","Morro da Igreja - Parque Nacional São Joaquim","-49.498333","-28.074444","1546","1546",NA,"Erva; Matinha nebular, estágio médio de regeneração. Brejo","BHCB011016",NA,"2018",NA,NA,NA,NA,NA,NA,"-49.498333","-28.074444",NA,NA,NA
"26","2020-12-11 11:45:38-03","UFMG","BHCB","154550","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"Mota, NFO; Giacomin, LL; Resende, VL","2012","02","16","Southern America","Brasil","Santa Catarina","Rancho Queimado",NA,"-49.150556","-27.683056","1150","1150",NA,"Erva terrestre, densamente cespitosa. Base das folhas castanhas. Espigas castanhas com mácula verde na face dorsal das brácteas. Flores amarelas; Campo brejoso (turfeira)","BHCB049196",NA,"2539",NA,"2018","12",NA,NA,NA,"-49.150556","-27.683056",NA,NA,NA
"27","2020-12-11 11:45:38-03","UFMG","BHCB","154552","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"Mota, NFO; Giacomin, LL; Resende, VL","2012","02","16","Southern America","Brasil","Santa Catarina","Rancho Queimado","estrada não pavimentada do Mirante da Boa Vista","-49.147222","-27.689722","1172","1172",NA,"Erva terrestre, cespitosa. Base da folha castanhas. Espigas castanhas com mácula castanho-clara na face dorsal das brácteas. Flores amarelas. Planta pouco frequente; Campos brejosos (turfeira)","BHCB049215",NA,"2541",NA,"2018","12",NA,NA,NA,"-49.147222","-27.689722",NA,NA,NA
"28","2020-12-11 11:45:38-03","UFMG","BHCB","154553","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"Mota, NFO; Giacomin, LL; Resende, VL","2012","02","16","Southern America","Brasil","Santa Catarina","Rancho Queimado",NA,"-49.146944","-27.693056","1175","1175",NA,"Erva terrestre, cespitosa. Base das folhas castanhas. Espigas castanhas com mácula castanho-clara na face dorsal das brácteas. Flores amarelas; Vegetação na margem de lagoa","BHCB049195",NA,"2542",NA,"2018","12",NA,NA,NA,"-49.146944","-27.693056",NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1954667","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","L.B. Smith","Gert G. Hatschbach","1977","10","21","South America","Brazil","Paraná",NA,"Rincão (mun. Tijucas do Sul)",NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 40463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-06-22 05:25:00-03","MO","MOBOT","3000202","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","S.F. Smith","Pe. Raulino Reitz|Roberto M. Klein","1965","12","12","South America","Brazil","Paraná",NA,"Rio Tibagi, Ponta Grossa. Banhado.",NA,NA,"900.00000000",NA,NA,NA,NA,NA,"Reitz 17480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2011-03-21 05:58:00-03","MO","MOBOT","3000217","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"G. Malme|Gustavo Edwall",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malme 1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2573038","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"R. Reitz & D. Klein","1965","12","12","South America - Neotropics","Brazil","Paraná","Ponta Grossa","Rio Tibagi","-50.1618995666504","-25.0949993133545","900",NA,NA,NA,"US01932519","US01932519_01","17480","Monocotyledonae",NA,NA,NA,"46557","auto",NA,NA,"1",NA,NA
"33","2020-09-12 05:00:02-03","US","US","2570925A","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"G. Hatschbach","1969","11","1","South America - Neotropics","Brazil","Paraná","Balsa Nova","Serra S. Ana","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"US01932525","US01932525_01","22807","Monocotyledonae",NA,NA,NA,"27346","auto",NA,NA,"1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","2573036","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"L. Smith & R. M. Klein","1964","12","5","South America - Neotropics","Brazil","Santa Catarina","Água Doce","Campos de Palmas, 3 km northwest of Herciliópolis","-51.53","-26.78","1100","1200",NA,NA,"US01932520","US01932520_01","13625","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","2785996","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"R. M. Klein, -- Souza Sob. & -- Bresolin","1965","12","22","South America - Neotropics","Brazil","Santa Catarina","Florianópolis","Canasvieiras","-48.5491981506348","-27.596700668335","2",NA,NA,NA,"US01932523","US01932523_01","6483","Monocotyledonae",NA,NA,NA,"27000","auto",NA,NA,"1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","2321935","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"B. Rambo","1952","11","24","South America - Neotropics","Brazil","Rio Grande do Sul",NA,"Caaró p. S. Luis",NA,NA,NA,NA,NA,NA,"US01932521","US01932521_01","53397","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"37","2020-09-12 05:00:02-03","US","US","2573039","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"R. Reitz & D. Klein","1965","12","17","South America - Neotropics","Brazil","Paraná","Castro","Carambeí, Rio S. João, Castro","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"US01932524","US01932524_01","17873","Monocotyledonae",NA,NA,NA,"50779","auto",NA,NA,"1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2252451","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"R. Reitz & D. Klein","1956","10","26","South America - Neotropics","Brazil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499","200",NA,NA,NA,"US01932522","US01932522_01","3920","Monocotyledonae",NA,NA,NA,"31105","auto",NA,NA,"1",NA,NA
"39","2019-09-05 16:17:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans",NA,NA,"G. Edwall","1892","11","10","South America","Brazil","São Paulo",NA,"São Paulo","-46.65","-23.55",NA,NA,NA,NA,NA,NA,"1945","Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA
"40","2020-07-23 12:24:45-03","CEPLAC","CEPEC","119198","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans",NA,"M. das G. L. Wanderley","S. A. Nicolau",NA,NA,NA,NA,"Brasil","São Paulo","pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande, São José dos Alpes.","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,"06/12/2007"
"41","2020-11-12 17:02:39-03","UEL","FUEL","52945","PreservedSpecimen","Plantae","Tracheophyta","Poales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Mota, NFO","Verdi, M; Hasckel, RP; Klemz, G","2009","04","23",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional São Joaquim, Morro da Igreja","-49.498333","-28.074444","1546","1546",NA,NA,"FUEL018151",NA,"2018",NA,"2010","09","27",NA,NA,"-49.498333","-28.074444",NA,NA,NA
"42","2019-05-06 12:03:02-03","UFU","HUFU","71412","S","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"Fontelas, J.C.; Silva, E.P.; Gobbo, M.S.I.A.; Medeiros, N.F.; Maciel, T.A. & Pimenta, V.R.A.","2015","10","07",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Medanha, Caminho dos Escravos","-43.594444","-18.217778","1401","1401",NA,"Erva, ca. 0.5m, brácteas verde-acastanhadas.Cálice, corola, estames e estilete amarelos.; Campo rupestre","HUFU00040739","HUFU00040739","108",NA,NA,NA,NA,NA,NA,"-43.594444","-18.217778",NA,NA,NA
"43","2019-05-06 12:03:02-03","UFU","HUFU","41568","S","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Wanderley, M.G.","Oliveira, G.C.","2002","10","28",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea ca. de 0,70 m. Amarela.; Vereda.","HUFU00033609","HUFU00033609","2622",NA,"2005","04","18","58223","auto",NA,NA,NA,NA,NA
"44","2019-05-06 12:03:02-03","UFU","HUFU","41567","S","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Wanderley, M.G.L.","Oliveira, G.C.","2002","11","25",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea ca. de 0,50 m. Amarela.; Vereda.","HUFU00033610","HUFU00033610","1554",NA,"2005","04","18","58223","auto",NA,NA,NA,NA,NA
"45","2019-05-06 12:03:01-03","UFU","HUFU","37455","S","Plantae",NA,NA,"Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme",NA,"Oliveira, G.C.","2002","12","23",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea ca. de 0,50 m.; Vereda.","HUFU00033608","HUFU00033608","1867",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"46","2020-08-20 15:00:04-03","UFSC","FLOR","62483","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Mota, N.F.O.","Verdi, M.; Hasckel, R.P & Klemz, G.","2009","04","23",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja - Parque Nacional de São Joaquim.","-49.498333","-28.074444","1546","1546",NA,"Erva terrícola, altura 0,5 m; habitat: brejo.","FLOR0062483","FLOR0062483","2018",NA,"2010","09","27",NA,NA,"49º29'54''W","28º4'28''S",NA,NA,NA
"47","2020-08-20 20:41:48-03","UFSC","FLOR","315","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","vacillans","Xyris vacillans","Malme","Lozano, E.D.","Reitz, R.; Klein, R.M.","1953","11","05",NA,"Brasil","Santa Catarina","Palhoça","Campo do Massiambu.","-48.6678009033203","-27.645299911499","5","5",NA,"flor amarela","FLOR0000315",NA,"1227",NA,"2015",NA,NA,"31105","auto",NA,NA,NA,NA,NA
"48","2021-03-04 15:42:00-03","IF","SPSF","10181","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans",NA,NA,"A.Custodio Filho","1983","12","29","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"2164","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-04 15:42:00-03","IF","SPSF","10062","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans",NA,NA,"A.C.Maruffa & A.Custodio Filho","1984","01","04","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"84","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-04 15:42:00-03","IF","SPSF","10063","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans",NA,NA,"A.Custodio Filho","1984","01","04","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"2203","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-04 15:42:00-03","IF","SPSF","10241","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","vacillans","Xyris vacillans",NA,NA,"A.Custodio Filho","1983","11","24","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1917","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
