"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"94","2019-01-17 11:23:54-02","PUCRS","MPUC","14582","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","P.J.S. Silva Filho","2010","01","01",NA,"2010","09","06","Brasil","RS","Viamão","Parque Saint#?#Hilaire","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"95","2019-01-17 11:23:54-02","PUCRS","MPUC","2995","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","T. Strehl","1986","01","01",NA,"1978","12","19","Brasil","RS","Pelotas",".","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"96","2019-01-17 11:23:55-02","PUCRS","MPUC","14581","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","D. Lucas","2015","01","01",NA,"2010","09","06","Brasil","RS","Viamão","Parque Saint#?#Hilaire","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsida",NA,"1","586",NA,NA
"97","2019-01-17 11:23:54-02","PUCRS","MPUC","268","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Ir. Teodoro Luiz","1950","01","01",NA,"1950","01","23","Brasil","RS","Pelotas",".","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"98","2019-01-17 11:23:54-02","PUCRS","MPUC","12842","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","B.E. Irgang",NA,NA,NA,NA,"1990","12","02","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"99","2019-01-17 11:23:55-02","PUCRS","MPUC","644","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","S.M. Nunes","1978","01","01",NA,"1975","08","31","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"100","2020-10-14 09:58:13-03","FURB","FURB","47972","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Cordeiro, J","2015","07",NA,"Motta, J.T.; Silva, J.M.","2015","02","11","Brasil","Paraná","Curitiba",NA,"-49.3269445","-25.5533333","-49.3269445","-25.5533333","906","906",NA,"FURB47972","FURB47972","4574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-10-14 09:58:13-03","FURB","FURB","33066","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lucas, D.","2016","08","02","Korte, A.; Rigon-Junior, M.J.","2010","12","09","Brasil","Santa Catarina","Içara","Balneário Rincão.","-49.2180556","-28.805","-49.2180556","-28.8050000","26","26","Florística IFFSC 35 (Erva Terrícola) Habitat: Restinga; Estágio Avançado Habito: erva terrícola;","FURB12808","FURB12808","5577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-10-14 09:58:13-03","FURB","FURB","40658","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lucas, D.","2016","08","02","Verdi, M.; Jarenkow, J.A.","2012","12","02","Brasil","Rio Grande do Sul","Piratini","Pousada e camping Costa do Camaquã.","-53.0522222","-30.9808334","-53.0522222","-30.9808334","118","118",NA,"FURB12801","FURB12801","6371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 09:58:13-03","FURB","FURB","49228","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Gonzatti, F","2015","03","16","Gonzatti, F.","2014","11","29","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa das Traíras.","-50.1947222","-29.8386111","-50.1947222","-29.8386111","14","14",NA,"FURB49228","FURB49228","1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-14 09:58:13-03","FURB","FURB","52348","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Funez, L.A.","2016","12","26","Funez, L.A.","2016","12","26","Brasil","Santa Catarina","Araranguá","Morro dos Conventos.","-49.3636111","-28.9344444","-49.3636111","-28.9344444","50","50","Flores púrpura Habitat: Margem de estrada Habito: Erva","FURB52348","FURB52348","5849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 09:58:13-03","FURB","FURB","53630","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Gonzatti, F.","2014","07","07","Sartori, M.","2008","01","14","Brasil","Rio Grande do Sul","Tavares","Fazenda Zé Patricio.","-51.1333333","-31.3166667","-51.1333333","-31.3166667",NA,NA,"Na borda da mata","FURB53630","FURB53630","328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 09:58:13-03","FURB","FURB","7149","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Gonzatti, F","2015","12",NA,"Gonzatti, F.; Demeda, C. & Gaio, J.","2015","11","21","Brasil","Rio Grande do Sul","Osório","Margem oeste da lagoa do Peixoto.","-50.2455555","-29.8663889","-50.2455555","-29.8663889","4","4",NA,"FURB47465","FURB47465","2213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 09:58:13-03","FURB","FURB","53631","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Gonzatti, F.; Valduga, E.","2012","04",NA,"Valduga, E.","2011","12","16","Brasil","Rio Grande do Sul","Balneário Pinhal",NA,"-50.2327995300293","-30.2474994659424",NA,NA,"10","10","Às margens da rodovia de acesso à cidade","FURB53631","FURB53631","228",NA,NA,NA,NA,NA,"17849","auto",NA,NA,NA,NA,NA,NA
"108","2021-03-16 17:50:07-03","UCS","HUCS","13765","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Grofs, R.","1925","10","16","Jürgens, C.","1924","12",NA,"Brasil","Rio Grande do Sul","Santo Amaro","Monte Alegre",NA,NA,NA,NA,NA,NA,"Florae Brasiliae: Rio Grande do Sul",NA,NA,"94",NA,NA,NA,"Angiospermae","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-16 17:50:07-03","UCS","HUCS","32492","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lucas, D.","2016","10","13","Sartori, M.","2008","01","14","Brasil","Rio Grande do Sul","Tavares","Fazenda Zé Patricio","-51.133333","-31.316667","-51.133333","-31.316667",NA,NA,"na borda da mata. Mata de restinga.",NA,NA,"328",NA,NA,NA,"Angiospermae","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-16 17:50:07-03","UCS","HUCS","42465","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lucas, D.","2016","10","13","Gonzatti, F.","2014","11","29","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa das Traíras","-50.194681","-29.838611","-50.194681","-29.838611","14","14","erva cespitosa com capítulos vináceos; beira de estrada",NA,NA,"1438",NA,NA,NA,"Angiospermae","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-16 17:50:07-03","UCS","HUCS","44339","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lucas, D.","2016","10","13","Gonzatti, F.","2015","11","21","Brasil","Rio Grande do Sul","Osório","Margem oeste da lagoa do Peixoto","-50.245561","-29.866342","-50.245561","-29.866342","4","4","Folhas dispostas em roseta; Capítulos vináceos; Em campo seco",NA,NA,"2213",NA,NA,NA,"Angiospermae","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-16 17:50:07-03","UCS","HUCS","38438","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lucas, D.","2016","10","13","Valduga, E.","2011","12","16","Brasil","Rio Grande do Sul","Balneário Pinhal",NA,"-50.2327995300293","-30.2474994659424",NA,NA,"10","10","às margens da rodovia de acesso à cidade.",NA,NA,"228",NA,NA,NA,"Angiospermae","Apiales","17849","auto",NA,NA,NA,NA,NA,NA
"113","2021-03-16 17:50:07-03","UCS","HUCS","35180","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Diober, L.","2016","10","13","Setubal, R.","2005","09","03","Brasil","Rio Grande do Sul","Porto Alegre","Morro São Pedro - Espaço de Conservação - Econsciência","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"campo seco de topo de morro",NA,NA,"602",NA,NA,NA,"Angiospermae","Apiales","29946","auto",NA,NA,NA,NA,NA,NA
"114","2021-03-16 17:50:07-03","UCS","HUCS","06439","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Diober, L.","2016","10","13","Wasum, R.A.","1989","12","01","Brasil","Rio Grande do Sul","Torres","Praia da Guarita","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"junto ao caminho",NA,NA,"s.n.",NA,NA,NA,"Angiospermae","Apiales","20837","auto",NA,NA,NA,NA,NA,NA
"115","2021-03-16 17:50:07-03","UCS","HUCS","40153a","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lucas, D.","2016","10","13","Brotto, M.L.","2013","01","18","Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"erva de 40 cm - estepe&nf;Herbário MBM; campo limpo",NA,NA,"905",NA,NA,NA,"Angiospermae","Apiales","27346","auto",NA,NA,NA,NA,NA,NA
"116","2014-10-14 15:56:21-03","BS","M","M-0172516","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Minas geraës",NA,NA,NA,NA,NA,NA,NA,"M0172516",NA,NA,NA,NA,NA,"Magnoliophyta","Apiales",NA,NA,"Magnoliopsida",NA,NA,NA,"NOTATYPE",NA
"117","2020-04-27 16:08:34-03","UFES","VIES","36095","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","J. Cordeiro","2015","07",NA,"Motta, J.T.; Silva, J.M.","2015","02","11","Brasil","Paraná","Curitiba","CIC. Campo Limpo.","-49.326944","-25.553333","49º19'37''W","25º33'12''S","906","906",NA,"VIES036095","VIES036095","4574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-16 08:38:15-03","UTFPR","HCF","18901","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","J. Cordeiro","2015","07",NA,"J.T. Motta","2015","02","11","Brasil","PR","Curitiba","CIC","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Subarbusto; flores azuis. Em campo limpo.",NA,NA,"4574",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"119","2021-03-21 19:32:35-03","UFC","EAC","17693","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Irgang, B.","1980","09",NA,"Bueno, O.","1979","10","30","Brasil","Rio Grande do Sul","Viamão","Itapoã, Morro da Pedreira, Solo granío, morro com afloramento rochoso, quase no topo.","-51.0233001708984","-30.0811004638672",NA,NA,"200","200","Folhas na base, inflorescência ereta e castanha, a.c 90cm, rara, dispersa.; Campo sujo","EAC0017693","EAC0017693","1805","Southern America",NA,NA,"Dicotyledon",NA,"41667","auto",NA,NA,NA,NA,NA,NA
"120","2019-11-25 12:11:24-03","UFSM","SMDB","290","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Rambo, B","1956","06",NA,"Rau, G","1938","02",NA,"Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB000290",NA,"s.n.",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"121","2021-02-11 16:52:49-03","UFSM","SMDB","10357","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lucas, DB","2017","06","28","Záchia, R.A","1995","11","11","Brasil","Rio Grande do Sul","Bagé",NA,"-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"estrada para Caçapava (BR 153) campo sujo (savana)","SMDB010357",NA,"2015",NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA,NA
"122","2021-02-11 16:52:49-03","UFSM","SMDB","10355","S","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lucas, DB","2017","06","28","Záchia, R.A","1999","12","31","Brasil","Rio Grande do Sul","Xangrilá","Balneário de Atlântida","-50.0435981750488","-29.8008003234863",NA,NA,NA,NA,NA,"SMDB010355",NA,"3746",NA,NA,NA,NA,NA,"7917","auto",NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:12:13-03","MBM","MBM","205980","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Kozera, C.",NA,NA,NA,"Kozera, C.; et al.; et al.","1997","02","04","Brazil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM205980","MBM205980","475","Southern America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:12:13-03","MBM","MBM","35930","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Constance, L.",NA,NA,NA,"Hatschbach, G.","1953","10","26","Brazil","Paraná","Tibagi","Fazenda Monte Alegre","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,"MBM035930","MBM035930","3439","Southern America",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:12:13-03","MBM","MBM","336255","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Smith, S.F.","2008",NA,NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","2007","02","08","Brazil","Santa Catarina","Urubici","Salto Véu de Noiva","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Inflorescência, 1,20m, flor roxa. Brejo","MBM336255","MBM336255","79754","Southern America",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:12:13-03","MBM","MBM","243737","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Correa",NA,NA,NA,"Pirani, J.R.; et al.; et al.","1993","07","21","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, próximo ao Córrego Água Limpa","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"MBM243737","MBM243737","13212","Southern America",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:12:13-03","MBM","MBM","252085","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Brade, A.C.",NA,NA,NA,"Dusén, P.",NA,NA,NA,"Brazil","Paraná","Morretes","Serra do Mar","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM252085",NA,"13496","Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:12:13-03","MBM","MBM","235243","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Ziller, S.R.; Ziller, S.R.","1999","02","04","Brazil","Paraná","Palmeira","Rod. BR-277, próximo ao Haras Valente","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"MBM235243","MBM235243","68945","Southern America",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:12:13-03","MBM","MBM","161880","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Imaguire, N.",NA,NA,NA,"Imaguire, N.","1971","01","20","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM161880","MBM161880","2565","Southern America",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:12:13-03","MBM","MBM","161881","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Imaguire, N.",NA,NA,NA,"Imaguire, N.","1972","05","03","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM161881","MBM161881","3083","Southern America",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:12:13-03","MBM","MBM","132364","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Krapovickas, A.; et al.; et al.","1987","01","13","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM132364","MBM132364","40816","Southern America",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:12:13-03","MBM","MBM","55052","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Pedersen, T.M.",NA,NA,NA,"Kummrow, R.","1976","02","03","Brazil","Paraná","Porto Amazonas","Fazenda São Roque","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,NA,"MBM055052","MBM055052","1075","Southern America",NA,NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:12:13-03","MBM","MBM","207040","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1988","10","30","Brazil","Rio Grande do Sul","Pelotas","Entre Colônia São José e Santa Silvana","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,"MBM207040","MBM207040","1044","Southern America",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:12:13-03","MBM","MBM","207042","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1989","12","10","Brazil","Rio Grande do Sul","Piratini","Serra das Asperezas, Rod. BR-293","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,NA,"MBM207042","MBM207042","1522","Southern America",NA,NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:12:13-03","MBM","MBM","17707","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Krapovickas, A.","1970","11","30","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM017707","MBM017707","16671","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:12:13-03","MBM","MBM","18060","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Pedersen, T.M.",NA,NA,NA,"Pedersen, T.M.","1969","11","16","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM018060","MBM018060","9318","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:12:13-03","MBM","MBM","236250","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Constance, L.",NA,NA,NA,"Casas, J.F.; et al.; et al.","1982","12","07","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM236250","MBM236250","7321","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:12:13-03","MBM","MBM","262425","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Schinini, A.",NA,NA,NA,"Ferrucci, M.S.","1999","12",NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM262425","MBM262425","1573","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:12:13-03","MBM","MBM","280387","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Schinini, A.",NA,NA,NA,"Seijo, G.; et al.; et al.","2001","11","29","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM280387","MBM280387","2577","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:12:13-03","MBM","MBM","401085","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Barboza, E.","2015","12","08","Barboza, E.","2015","12","08","Brazil","Paraná","Curitiba","Jardim Botânico Municipal, Coleção do Campo Nativo","-49.2375","-25.443611","-49.2375","-25.443611","920","920","Herbácea; inflorescência azul.; Estepe gramíneo-lenhosa (Campos de Curitiba).","MBM401085",NA,"4309","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:12:13-03","MBM","MBM","401265","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Barboza, E.","2015","12","15","Brotto, M.L.; Lubow, S.; Zemke, J.M.; Lubow, S.; Zemke, J.M.","2015","12","04","Brazil","Paraná","Curitiba","Bairro Sítio Cercado","-49.279722","-25.53","-49.279722","-25.53","910","910","Erva ereta; inflorescência esverdeada.; Estepe Gramíneo-lenhosa (Campos de Curitiba).","MBM401265","MBM401265","2179","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:12:13-03","MBM","MBM","407809","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Gonzatti, F.","2015","12",NA,"Gonzatti, F.; Demeda, C.; Gaio, J.; Demeda, C.; Gaio, J.","2015","11","21","Brazil","Rio Grande do Sul","Osório","Lagoa do Peixoto, margem oeste","-50.245556","-29.866389","-50.245556","-29.866389","4","4","Folhas dispostas em roseta. Capítulos vináceos.; Em campo seco.","MBM407809","MBM407809","2213","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:12:13-03","MBM","MBM","407975","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Gonzatti, F.","2015","03","16","Gonzatti, F.","2014","11","29","Brazil","Rio Grande do Sul","Osório","Lagoa das Traíras, próximo à lagoa","-50.194722","-29.838611","-50.194722","-29.838611","14","14","Erva cespitosa com capítulos vináceos.; Beira de estrada.","MBM407975","MBM407975","1438","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:12:13-03","MBM","MBM","416692","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Marinero, F.","2018","04","25","Marinero, F.; Fiuza, F.; Fiuza, F.","2018","04","17","Brazil","Paraná","Castro","Propriedade particular","-50.148889","-24.776111","-50.148889","-24.776111","1170","1170","Herbácea 40 cm; flores azuladas.; Estepe gramíneo-lenhosa","MBM416692",NA,"656","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:12:13-03","MBM","MBM","45292","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Pedersen, T.M.",NA,NA,NA,"Pedersen, T.M.","1974","12","05","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM045292","MBM045292","10844","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:12:13-03","MBM","MBM","56555","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Pedersen, T.M.",NA,NA,NA,"Pedersen, T.M.","1977","02","18","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM056555","MBM056555","11678","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:12:13-03","MBM","MBM","390889","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Cordeiro, J.; Barboza, E.","2012",NA,NA,"Dunaiski Jr.; A.","2005","03","19","Brazil","Paraná","Balsa Nova","Fazenda Estrela","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Flores azuis.; No campo.","MBM390889","MBM390889","2704","Southern America",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
