"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","fieldNumber","individualCount"
"23","2019-08-20 10:27:11-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, JLM","Fritsch, PW; Barbosa, E; Aranha, JLM","1807","2005",NA,NA,NA,"Brazil","Paraná","Piraquara","Along a trail on W slope of Morro Canal. Entrance to the trail is along a road ca. 12 km from BR-277 (the turnoff from BR-277 is ca. 500 m before Polícia Rodoviária Federal). Serra do Mar","-48","-25","1262","1262",NA,"Elfin cloud forest. Shrub or small tree to 3 m tall. Corolla greenish white; young fruit green. Occasional on windswept slope",NA,NA,"2006",NA,NA,NA,NA,"-48","-25",NA,NA,NA,NA
"24","2021-03-01 16:42:12-03","UNICAMP","UEC","169481","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand",NA,"Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9802","2009","03","13",NA,"Brazil","Minas Gerais","Itamonte","Road from Garganta do Registro to Abrigo Rebouças and Parque Nacional do Itatiaia between Km 6 and Km 13.&nf;Campo de altitude vegetation.","-45.177667","-22.624472","2100","2454",NA,"Tree 5 m tall. Young fruits green. Mature fruits purplish black. Occasional.","UEC010988","UEC010988",NA,NA,NA,NA,NA,"-45.177667","-22.624472",NA,NA,NA,NA
"25","2019-08-20 10:27:11-03","UNICAMP","UEC","145667","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, JLM","Silva, JM; Barbosa, E; Marinero, F","5059","2006",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Morro Tucum","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Árvore 3 m, flor creme. Matinha nebular",NA,NA,"2007","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:27:11-03","UNICAMP","UEC","145665","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, JLM","Ribas, OS; Michelangeli, F; Goldenberg, R","7008","2005",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Pico Paraná","-49.0553016662598","-25.3055992126465","1700","1700",NA,"Arbusto 2 m, flor alva. Campo de altitude",NA,NA,"2007","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:27:11-03","UNICAMP","UEC","145659","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, JLM","Ribas, OS; Michelangeli, F; Goldenberg, R","7017","2005",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Pico Paraná","-49.0553016662598","-25.3055992126465","1700","1700",NA,"Arbusto 2,5 m, flor alva. Campo de altitude",NA,NA,"2007","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:27:11-03","UNICAMP","UEC","145666","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, JLM","Silva, JM; Ribas, OS; Deodato, F","1696","1996",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Pico Paraná, Abrigo 3","-49.0553016662598","-25.3055992126465","1700","1700",NA,"Arbusto 1,40 m, flor creme-esverdeada. Matinha nebular",NA,NA,"2007","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:27:11-03","UNICAMP","UEC","145657","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, JLM","Silva, JM; Barbosa, E; Ribas, OS","2055","1997",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465","1700","1700",NA,"Arbusto 1.5 m, flor creme. Matinha nebular",NA,NA,"2007","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-06 09:57:47-03","UFOP","OUPR","24342","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha-Filho, J.L.M.","Fritsch, P.W.; Aranha-Filho, J.L.M. & Barbosa, E.","1831","2005","10","19",NA,"Brasil","Paraná","Antonina","Trail do Pico Caratuva, ca. 4km from Fazenda Pico Paraná. The Fazenda is ca. 5km from Br - 160","-48.829861","-25.245278","1628","1628",NA,"Cloud forest above Mata Atlântica, granite base rock. Tree 10m tall with spreading, rounded crown. Corolla green, filaments white. Other individuals i the area are shrubs. Abundant along trail.",NA,NA,"2006",NA,NA,"11",NA,"-48.829861","-25.245278",NA,NA,NA,NA
"31","2019-11-06 09:57:47-03","UFOP","OUPR","24343","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha-Filho, J.L.M.","Fritsch, P.W.; Aranha-Filho, J.L.M. & Barbosa, E.","1807","2005","10","15",NA,"Brasil","Paraná","Piraquara","Serra do Mar, Along a trail on W slope of Morro Canal. Entrance to the trail is along a road ca. 12km from Br - 277 (the turnoff from Br - 277 is ca. 500m before the Policia Rodoviaria Federal)","-48.990278","-25.514667","1262","1262",NA,"Elfin cloud forest. Shrub os small tree to 3m tall. Corolla greenish white; young fruit green. Occasional on windswept slope",NA,NA,"2006",NA,NA,"11",NA,"-48.990278","-25.514667",NA,NA,NA,NA
"32","2020-10-14 10:06:50-03","FURB","FURB","17701","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, J","Maçaneiro, J.P.","15","2010","01","20",NA,"Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna - Monte Barão.","-49.0263889","-27.2630556",NA,NA,NA,NA,"FURB03646","FURB03646","2010",NA,NA,"11",NA,"-49.0263889","-27.2630556","24",NA,NA,NA
"33","2020-10-14 10:06:50-03","FURB","FURB","32548","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, J","Verdi, M.; Martins, E.M. & Veiga, O.N.","5681","2010","09","02",NA,"Brasil","Paraná","Guaratuba","Morro dos Perdidos / APA Estadual de Guaratuba.","-48.9566667","-25.8902777","1444","1444",NA,NA,"FURB44808","FURB44808","2010",NA,NA,"12",NA,"-48.9566667","-25.8902777","01",NA,NA,NA
"34","2020-10-14 10:06:50-03","FURB","FURB","34983","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha Filho, JLM","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","3263","2010","05","30",NA,"Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-49.0488889","-27.9891666","821","821",NA,"Voucher estéril IFFSC 196 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB44809","FURB44809","2010",NA,NA,NA,NA,"-49.0488889","-27.9891666",NA,NA,NA,NA
"35","2020-10-14 10:06:50-03","FURB","FURB","44152","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Ribeiro, A","Ribeiro, A.","7","2009","09","18",NA,"Brasil","Paraná","Piraquara","Morro do Canal.","-48.9722223","-25.5277778",NA,NA,NA,NA,"FURB44806","FURB44806",NA,NA,NA,NA,NA,"-48.9722223","-25.5277778",NA,NA,NA,NA
"36","2020-10-14 10:06:50-03","FURB","FURB","4909","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, J","Gasper, A.L. de","254","2006","10","21",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Capivari.","-48.8280556","-25.1266667",NA,NA,NA,NA,"FURB44811","FURB44811","2010",NA,NA,"11",NA,"-48.8280556","-25.1266667","24",NA,NA,NA
"37","2021-03-16 17:51:54-03","UCS","HUCS","23860","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand.","Aranha Filho, J.L.M.","Ribas, O.S.","5760","2004","01","09",NA,"Brasil","Paraná","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Arbusto 2m, fruto imaturo.&nf;Herbário MBM.&nf;Em 2004 O.S. Ribas determinou como Symplocos hatschbachii A. bidá.; Matinha nebular no topo de morro.",NA,NA,"2010","12577","auto","07",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-16 17:51:54-03","UCS","HUCS","23657","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand.","Aranha Filho, J.L.M.","Ribas, O.S.","2880","1999","12","22",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Tucum.","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Arbusto 1m, fruto preto.&nf;Em 2004 O. S. Ribas determinou como Symplocos hatschbachii A. Bidá; Matinha nebular.",NA,NA,"2010","55154","auto","07",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-16 08:41:18-03","UTFPR","HCF","27354","S","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","M.L. Brotto","M.L. Brotto","2531","2017","11","25",NA,"Brasil","PR","Morretes","Conjunto Marumbi, Pico Gigante","-48.916667","-25.450833","1400","1400",NA,"arbusto com 1,4 m de altura. Fruto imaturo verde claro.",NA,NA,"2017",NA,NA,"11",NA,"48°55'00 W","25°27'03 S","25",NA,NA,NA
"40","2019-08-16 08:41:18-03","UTFPR","HCF","19693","S","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","J. Aranha","M. Verdi","5681","2010","12","01",NA,"Brasil","PR","Guaratuba","Morro dos Perdidos/ APA de Guaratuba","-48.956667","-25.890278","1444","1444",NA,"arbórea, ca. 2 m. Flor creme. Interior de fragmento. Matinha nebular.",NA,NA,"2010",NA,NA,"12",NA,"48°57'24 W","25°53'25 S","01",NA,NA,NA
"41","2019-08-16 08:41:18-03","UTFPR","HCF","15287","S","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","R.S. Vieira","R.S. Vieira","527","2014","08","24",NA,"Brasil","PR","Campina Grande do Sul","Serra do Ibitiraquire - Morro Camapuã","-49.0553016662598","-25.3055992126465",NA,NA,NA,"arbusto com 1,5 m. Na borda da floresta altomontana. Com botões florais.",NA,NA,"2014","55154","auto","08",NA,NA,NA,"24",NA,NA,NA
"42","2019-08-16 08:41:18-03","UTFPR","HCF","2129","S","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","J.L.M. Aranha Filho","J. Cordeiro","1777","2000","10","24",NA,"Brasil","PR","Campina Grande do Sul","Serra Ibitiraquire (Morro Tucum)","-49.0553016662598","-25.3055992126465","1739","1739",NA,"arbusto, 1,50m, flor creme-esverdeada.",NA,NA,"2007","55154","auto","01",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-16 08:41:18-03","UTFPR","HCF","18272","S","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","J.L.M. Aranha Filho","J.M. Silva","1696","1996","09","07",NA,"Brasil","PR","Campina Grande do Sul","Serra Ibitiraquire, Pico Paraná, abrigo","-49.0553016662598","-25.3055992126465","1700","1700",NA,"arbusto, 1,40 m, flor creme-esverdeada. Mata nebular.",NA,NA,"2006","55154","auto","05",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-21 19:39:03-03","UFC","EAC","30628","PreservedSpecimen","Plantae","Dicotyledon",NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Rebouças, N.C.","Cordeiro, J.; Ribas, O.S.","1388","1996","11","30","Southern America","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, subida ao Pico Paraná.","-49.0553016662598","-25.3055992126465","1500","1500",NA,"Arbusto, 1,70m, fruto imaturo verde.; Matinha nebular.","EAC0030628",NA,"2018","55154","auto","01",NA,NA,NA,"25",NA,NA,NA
"45","2020-12-21 16:46:08-03","MBM","MBM","393321","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, J.","Verdi, M.; Martins, E.M.; Veiga, O.N.; Martins, E.M.; Veiga, O.N.","5681","2010","09","02","Southern America","Brazil","Paraná","Guaratuba","APA Estadual de Guaratuba, Morro dos Perdidos","-48.956667","-25.890278","1444","1444",NA,"Arbórea, matinha nebular, altura 2m, flor creme.; Interior do fragmento.","MBM393321","MBM393321","2010",NA,NA,"12",NA,"-48.956667","-25.890278","01",NA,NA,NA
"46","2020-12-21 16:46:08-03","MBM","MBM","399079","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Cordeiro, J.","Savarais, M.","511","2014","08","28","Southern America","Brazil","Paraná","Campina Grande do Sul","Morro Camapuã","-48.861903","-25.259489","1450","1450",NA,NA,"MBM399079","MBM399079","2015",NA,NA,"07",NA,"-48.861903","-25.259489","20",NA,NA,NA
"47","2020-12-21 16:46:08-03","MBM","MBM","409893","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2531","2017","11","25","Southern America","Brazil","Paraná","Morretes","Conjunto Marumbi, pico Gigante","-48.916667","-25.450833","1400","1400",NA,"Arbusto com 1,4 metros de altura; fruto imaturo verde claro.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM409893","MBM409893","2017",NA,NA,"11",NA,"-48.916667","-25.450833","25",NA,NA,NA
"48","2020-12-21 16:46:08-03","MBM","MBM","427642","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, J.","Maçaneiro, J.P.","15","2010","01","20","Southern America","Brazil","Santa Catarina","Nova Trento","RPPN Prima Luna, Monte Barão","-49.026389","-27.263056",NA,NA,NA,"Arbustiva.; Floresta Ombrófila Densa Alto Montana. Estágio primário. Ambiente seco.","MBM427642",NA,"2010",NA,NA,"11",NA,"-49.026389","-27.263056","24",NA,NA,NA
"49","2020-12-21 16:46:08-03","MBM","MBM","427642","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","corymboclados","Symplocos corymboclados","Brand","Aranha, J.","Maçaneiro, J.P.","15","2010","01","20","Southern America","Brazil","Santa Catarina","Nova Trento","RPPN Prima Luna, Monte Barão","-49.026389","-27.263056",NA,NA,NA,"Arbustiva.; Floresta Ombrófila Densa Alto Montana. Estágio primário. Ambiente seco.","MBM427642",NA,"2010",NA,NA,"11",NA,"-49.026389","-27.263056","24",NA,NA,NA
