"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"96","2020-12-21 16:38:30-03","MBM","MBM","108271","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Ghillány, A.",NA,NA,NA,"Paciornik, E.F.; Manosso, A.; Manosso, A.","236","1986","03","21","Brazil","Paraná","Campo Largo","Rio do Cerne","-49.5283012390137","-25.4585990905762",NA,NA,"Terrícola.","MBM108271",NA,NA,NA,"Southern America",NA,"MBM108271",NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:38:30-03","MBM","MBM","18226","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","26364","1971","02","19","Brazil","Paraná","Chopinzinho","Reserva Indígena","-52.5233001708984","-25.8558006286621",NA,NA,"Terrícola.","MBM018226",NA,NA,NA,"Southern America",NA,"MBM018226",NA,NA,"31475","auto",NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:38:30-03","MBM","MBM","18159","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","26339","1971","02","19","Brazil","Paraná","Guarapuava","Candói","-51.4580993652344","-25.395299911499",NA,NA,"Terrícola.","MBM018159",NA,NA,NA,"Southern America",NA,"MBM018159",NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:38:30-03","MBM","MBM","55202","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","40632","1977","12","16","Brazil","Paraná","Irati","Irati, arredores","-50.6511001586914","-25.4671993255615",NA,NA,"Terrícola.","MBM055202",NA,NA,NA,"Southern America",NA,"MBM055202",NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:38:30-03","MBM","MBM","394335","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Lozano, E.D.","2012","08","16","Lozano, E.D.; Michelon, C.; Michelon, C.","1013","2012","08","16","Brazil","Paraná","Ortigueira","UHE Mauá, próximo ao Horto das Caviúnas","-50.9494018554688","-24.2082996368408",NA,NA,NA,"MBM394335",NA,NA,NA,"Southern America",NA,"MBM394335",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:38:30-03","MBM","MBM","79916","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Barros, F. de",NA,NA,NA,"Kummrow, R.","2195","1983","01","25","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,"Terrícola.","MBM079916",NA,NA,NA,"Southern America",NA,"MBM079916",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:38:30-03","MBM","MBM","188458","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","1284","1995","12","19","Brazil","Paraná","Piraquara","Serra Piramirim, estrada Itupava","-49.0633010864258","-25.4416999816895",NA,NA,NA,"MBM188458",NA,NA,NA,"Southern America",NA,"MBM188458",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:38:30-03","MBM","MBM","400040","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Lozano, E.D.","2015",NA,NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","2936","2015","02","23","Brazil","Paraná","Quatro Barras","Anhangava, próximo à base do morro","-49.0769004821777","-25.3656005859375",NA,NA,"Herbácea, 50 cm, flores amarelas.; Floresta Ombrófila Densa Montana, sub-bosque de mata alterada.","MBM400040",NA,NA,NA,"Southern America",NA,"MBM400040",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"104","2016-02-10 10:47:36-02","MNHN","RECOLNAT_MNHN_P","P00420997","PreservedSpecimen",NA,"Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Weddell, H.A.",NA,"1844",NA,NA,"Brésil",NA,NA,"Brésil : Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00420997' target='other'> <mi>dwc_moreinfo</mi></a>","P00420997",NA,NA,NA,NA,"hb","P00420997_01",NA,NA,NA,NA,NA,NA,NA,"1593",NA,NA,NA
"105","2015-09-16 07:35:32-03","MNHN","RECOLNAT_MNHN_P","P00420993","PreservedSpecimen",NA,"Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Benoist, R.",NA,"1930","12","26","Equateur",NA,NA,"Hacienda de Poguche, près Otavalo",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00420993' target='other'> <mi>dwc_moreinfo</mi></a>","P00420993",NA,NA,NA,NA,"hb","P00420993_01",NA,NA,NA,NA,NA,NA,NA,"3514",NA,NA,NA
"106","2015-09-24 09:52:13-03","MNHN","RECOLNAT_MNHN_P","P00420994","PreservedSpecimen",NA,"Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Poeppig, E.F.",NA,NA,NA,NA,"Perou",NA,NA,"Peruvia sabandina",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00420994' target='other'> <mi>dwc_moreinfo</mi></a>","P00420994",NA,NA,NA,NA,"hb","P00420994_01 P00420994_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2015-09-04 12:40:59-03","MNHN","RECOLNAT_MNHN_P","P00420995","PreservedSpecimen",NA,"Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Poeppig, E.F.",NA,NA,NA,NA,"Perou",NA,NA,"Peruvia sabandina",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00420995' target='other'> <mi>dwc_moreinfo</mi></a>","P00420995",NA,NA,NA,NA,"hb","P00420995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2015-09-16 01:54:24-03","MNHN","RECOLNAT_MNHN_P","P00420996","PreservedSpecimen",NA,"Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Regnell, A.F.",NA,"1874","1","3","Brésil",NA,NA,"Brésil : Charan de Vasao, Capoeiva",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00420996' target='other'> <mi>dwc_moreinfo</mi></a>","P00420996",NA,NA,NA,NA,"hb","P00420996_01",NA,NA,NA,NA,NA,NA,NA,"I 420",NA,NA,NA
"109","2016-03-09 18:11:23-03","MNHN","RECOLNAT_MNHN_P","P00420998","PreservedSpecimen",NA,"Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Weddell, H.A.",NA,"1844",NA,NA,"Brésil",NA,NA,"Brésil : Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00420998' target='other'> <mi>dwc_moreinfo</mi></a>","P00420998",NA,NA,NA,NA,"hb","P00420998_01",NA,NA,NA,NA,NA,NA,NA,"1593",NA,NA,NA
"110","2020-12-11 11:44:33-03","UFMG","BHCB","170391","PreservedSpecimen","Plantae","Orchidaceae","Govenia","capitata","Govenia capitata","Lindl.",NA,"2006",NA,NA,"Juárez, VJ; Fishbain, M; Alvarado, L; Férnandez, M","794","2006","06","30","México",NA,"Oaxaca de Juárez","Cerro san Felipe","-90.683333","17.133333","-90.683333","17.133333","Veg. Bosque de Quercus com Arbustus. Orquídea de 1m de flores blacas. Duplicata MEXU; Orquídea de 1m de flores blacas; Veg. Bosque de Quercus com Arbustus","BHCB014958","Monocotyledon",NA,NA,NA,NA,NA,"231","231",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-01-15 17:53:18-03","UFMG","BHCB","120231","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,"2008","02","12","Batista, JAN; Carvalho, BM de; Faria, MWF de; Barbosa, AR","2550","2008","02","12","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, próximo a sede do parque.","-41.847333","-20.420417","-41.847333","-20.420417","Erva terrestre. Sépalas e pétalas laterais brancas e labelo amarelo-claro. Coordenadas aproximadas.; mata úmida","BHCB001396","Monocotyledon",NA,NA,"Southern America",NA,"BHCB001396","1275","1275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-01-15 17:53:18-03","UFMG","BHCB","120255","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWF de; Barbosa, AR","2574","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Pato (Pico Campestre)","-42.475778","-20.739583","-42.475778","-20.739583","Erva terrestre, em mata úmida. Coordenadas aproximadas.",NA,"Monocotyledon",NA,NA,"Southern America",NA,NA,"1576","1576",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-11 11:44:33-03","UFMG","BHCB","180125","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,"2013","03","07","Batista, JAN; Vale, AA; Freitas, FS","3266","2013","03","07","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Trilha na subida Maromba-Macieiras","-44.623611","-22.4264","-44.623611","-22.4264","Coordenadas aproximadas.; Erva terrestre. Em frutificação.; Em floresta ombrófila densa.",NA,"Monocotyledon",NA,NA,"Southern America",NA,NA,"1323","1323",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-11 11:44:33-03","UFMG","BHCB","76856","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Torres, RB; et al.","1188","2000","03","23","Brasil","Minas Gerais","Camanducaia","Mata dos Vargas.","-46.1446990966797","-22.7553005218506",NA,NA,"Erva ca. 0,4m; eixo da inflorescência bordo; frutos imaturos verdes.",NA,"Monocotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:44:33-03","UFMG","BHCB","34029","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Cordeiro, J; Silva, JM","1284","1995","12","19","Brasil","Paraná","Piraquara","Serra Piramirim, estrada Itupava.","-49.0633010864258","-25.4416999816895",NA,NA,"Terricula, flor alva. Mata Atlântica.",NA,"Monocotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"116","2021-02-11 17:20:57-03","UFPR","UPCB","67328","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","Lindl.","Mancinelli, W.S.","2009","11","02","Mancinelli, W.S.","1051","2009","11","02","Brasil","Santa Catarina","Joinville","Morro da Tromba","-48.957778","-26.211944","-48.957778","-26.211944","Erva terrícola, flores brancas, ocorrente em Floresta Ombrófila Densa Sub Montana..",NA,NA,NA,NA,NA,NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-11 17:20:57-03","UFPR","UPCB","89603","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Smidt, E. C.","2016","01",NA,"Meyer, F.S. | Reginato, M.","2138","2016","01","04","Brasil","Paraná","Campo do Tenente","BR-116, trecho após a ponte sob o Rio da Várzea, sentido Campo do Tenente.","-49.69959","-25.961523","-49.699590","-25.961523","Planta terrestre, coletada em orla da Floresta Ombrófila Mista em estágio médio de regeneração. Flores com pétalas e sépalas de coloração branca. Amostra de folha conservada em sílica-gel..","UPCB0029762",NA,NA,NA,NA,NA,"UPCB0029762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-02-11 17:20:57-03","UFPR","UPCB","51708","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","Lindl.","Cordeiro, J.","2005","07",NA,"Possette, R.F.S.","150","2005","01","14","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,"Meio da mata. Floresta ombrófila mista. Alt.: 950m s.n.m..",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA
"119","2021-02-11 17:20:57-03","UFPR","UPCB","85498","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Smidt, E.C.",NA,NA,NA,"Klein, J.","60",NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"120","2008-11-07 03:33:00-02","MO","MOBOT","911238","PreservedSpecimen","Plantae","Orchidaceae","Govenia","boliviensis","Govenia boliviensis","Rolfe",NA,NA,NA,NA,"Miguel Bang","Bang 609","1890",NA,NA,"Bolivia","La Paz","Nor Yungas","Yungas.","-68.01","-15.75",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2015-02-03 10:17:00-02","MO","MOBOT","100774991","PreservedSpecimen","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.","E. W. Greenwood (AMO)",NA,NA,NA,"Ynés Mexia","Mexia 5496","1931","1","8","Brazil","Minas Gerais","Raposos","Districto Rio Branco. Retiro de Antonio Avelino. Matta Virgem.","-43.80419921875","-19.9671993255615",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"8139","auto",NA,NA,NA,NA,"1",NA,NA
"122","2020-09-04 04:40:00-03","MO","MOBOT","3467355","PreservedSpecimen","Plantae","Orchidaceae","Govenia","platyglossa","Govenia platyglossa","Schltr.","J. Garcia-Cruz",NA,NA,NA,"Herbert H. Smith","Smith 2490","1898",NA,NA,"Colombia",NA,NA,"Plants of Santa Marta.",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2008-05-27 22:02:00-03","MO","MOBOT","634661","PreservedSpecimen","Plantae","Orchidaceae","Govenia","platyglossa","Govenia platyglossa","Schltr.",NA,NA,NA,NA,"L.B. Holm-Nielsen|S. Jeppesen|B. Løjtnant|Benjamin Øllgaard","Holm-Nielsen 3123","1973","4","7","Ecuador","Cotopaxi",NA,"Quevedo-Latacunga road. Steep rocky slopes along Río Pilaló, with scattered trees.","-79.15","-0.86666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1200.00000000","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2015-02-03 10:08:00-02","MO","MOBOT","100774986","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"R. Kummrow|Paul E. Berry|Lois Brako","Kummrow 2851","1987","1","19","Brazil","Paraná",NA,"Colombo, Gruta de Bacaetava.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"125","2009-12-01 10:35:00-02","MO","MOBOT","1720309","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","R. Vasquez (USZ)",NA,NA,NA,"Israel G. Vargas C.|et al.","Vargas Caballero 2042",NA,NA,NA,"Bolivia","Santa Cruz","Florida","PARQUE NACIONAL AMBORÓ. Río San Rafael, 10 Km al NE de Mairana; pasando La Yunga. Parcela de estudio y áreas aledañas. Bosque húmedo con Juglans cf. boliviana y otras sp. de Myrtáceas y Lauráceas. Terreno muy accidentado. Intervenido por ganadería y barbechos aislados.","-63.8675","-18.0341666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"126","2011-06-09 17:46:00-03","MO","MOBOT","1758657","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Roberto Vásquez(USZ)",NA,NA,NA,"Israel G. Vargas C.","Vargas Caballero 6427","2001","7","27","Bolivia","Cochabamba","Ayopaya","Rincon de Vitalio (Vitalio K'uchu), 2 km. SW, arriba de Atispaya, bosque montano humedo.","-66.70694","-16.62666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"2050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","2228076","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Correa, M. N.",NA,NA,NA,"Brown","Brown 1894","1983","3","14","Argentina","Salta","Anta","Parque Nacional El Rey, camino a Pozo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2009-08-21 07:12:00-03","MO","MOBOT","2228095","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Correa, M. N.",NA,NA,NA,"Santiago Venturi","Venturi 1753","1922","3","5","Argentina","Tucumán","Tafí","Quebrada de Lules",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2010-04-23 20:55:00-03","MO","MOBOT","2255430","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Correa, M. N.",NA,NA,NA,"Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella|Liliana M. Giussani","Morrone 2997","1998","2","23","Argentina","Jujuy","Santa Bárbara","Sierras del Maíz Gordo, 10 km del Infiernillo al Puesto de Maíz Gordo, próximo al Río Maíz Gordo","-64.25","-24.31666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"780.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2009-08-21 07:12:00-03","MO","MOBOT","2443535","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Correa, M. N.",NA,NA,NA,"Santiago Venturi","Venturi 8197","1929","1","21","Argentina","Salta","Rosario de Lerma","Campo Quijano",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2008-05-27 22:02:00-03","MO","MOBOT","2457612","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Correa, M. N.",NA,NA,NA,"Brown","Brown s.n.","1982","3","8","Argentina","Salta","Anta","Parque Nacional El Rey, borde Aguas Negras",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2012-04-11 11:28:00-03","MO","MOBOT","643516","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Alban N. Stewart","Stewart 1140","1905","11","9","Ecuador","Galapagos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"133","2008-05-27 22:02:00-03","MO","MOBOT","657849","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"D. Weber","Weber 235A","1968","9","21","Ecuador","Galapagos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2008-05-27 22:02:00-03","MO","MOBOT","662129","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Garay",NA,NA,NA,"Erik Asplund","Asplund 20280","1956","4","16","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2015-10-22 10:03:10-02","UNIOESTE","UNOP","1153","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Engels, M.E.","2013","05",NA,"Ferneda Rocha, L.C.","102","2013","01","07","Brasil","Paraná","Fernando Pinheiro",NA,NA,NA,NA,NA,"Floresta Ombrófila Mista. Herbácea, terrícola. Folhas membranáceas, levemente discolor. Pedúnculo rosa escuro, pedicelos verdes, róseos na base. Brácteas verde a crème.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","20185",NA,"Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","M.V.S. Berger/08-05-2003",NA,NA,NA,"M. V. S. Berger; et al","69","2003","03","22","Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944","40W55'27","20S10'37","Terrestre, na sombra. Planta com bainhas lilases, haste floral de base lilás e extremidade verde, sépalas brancas levemente amarelas na base, pétalas brancas internamente com pontos lilases, labelo amarelado com máculas marrons na bord","MBML020185",NA,NA,NA,NA,NA,"MBML020185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","44566",NA,"Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","J. Freitas/11-06-2011",NA,NA,NA,"J. Freitas","128","2011","06","11","Brasil","Espírito Santo","Santa Maria de Jetibá","São José do Rio Claro. Prop. Alfredo Renok, trilha próxima a caixa d'água.","-40.613944","-20.335175","40W36'50,2","20S20'6,63","Terrestre. Flores brancas com pintas rosas na face interna. Antera amarela","MBML044566",NA,NA,NA,NA,NA,"MBML044566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","13017",NA,"Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","C. N. Fraga/04-09-1997",NA,NA,NA,"D. A. Folli","2553","1995","02","01","Brasil","Espírito Santo","Venda Nova do Imigrante","Sítio Guaçuvirá","-41.1347007751465","-20.3397006988525",NA,NA,"Erva terrestre em floresta de capoeira, com flor e botão branco.","MBML013017",NA,NA,NA,NA,NA,"MBML013017",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"139","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","6240",NA,"Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","L. Kollmann/14-01-1992",NA,NA,NA,"L. Kollmann; R.Loss","101","1992","01","02","Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-41.019167","-20.403889","41W1'9","20S24'14","Planta terrestre. Mata fechada. Sépalas brancas, com pontuação roxa. Labelo amarelo - branco com pontuação marrom no ápice. Altitude 1200m.","MBML006240",NA,NA,NA,NA,NA,"MBML006240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-06-15 15:31:06-03","UNESP-RC","HRCB","49403","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Lombardi","7306","2008","02","20","Brasil","São Paulo","Jundiaí",NA,"-46.935778","-23.230444","46º56'08.8W","23º13'49,6S","Erva bulbosa, carnosa, sub-bosque, folhas cartáceas, frutos imaturos verdes, restos florais creme",NA,NA,NA,NA,NA,NA,NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-07 11:44:47-03","FUVATES","HVAT","2509","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","E. Freitas","2015","04","06","M. Teixeira","s.n.","2015","02","26","Brasil","Rio Grande do Sul","Travesseiro","Linha São Miguel.","-52.049444","-29.275833","-52º2'58''W","-29º16'33''S","Terrícola, herbácea, flor branca.; Borda da estrada.","HVAT00002509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-20 15:00:16-03","FUVATES","HVAT","613","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","A. Jasper; E. Freitas","2001","03","29","R. Wasun","s.n.","2001","03","06","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.583611","-29.448056","50º35'1''W","29º26'53''S",NA,"HVAT00000613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-07 11:44:47-03","FUVATES","HVAT","1739","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","E. Freitas","2006","03","06","E. Freitas","s.n.","2006","02","17","Brasil","Paraná","Colombo","Embrapa Florestas.","-49.224167","-25.291667","-49º13'27''W","-25º17'30''S","terrícola; Coletada na borda da mata dos fundos do viveiro.","HVAT00001739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-07 11:44:47-03","FUVATES","HVAT","1720","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","E. Freitas","2005","02","17","E. Freitas","s.n.","2005","02","17","Brasil","Rio Grande do Sul","Sério","Porongos.","-52.268611","-29.383333","-52º16'7''W","-29º22'60''S","terrícola; Coletada na beira de estrada, borda da mata, com bastante materia orgânica.","HVAT00001720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
